Store,Current GMD Volume,New GMD Volume,
4557,300,325,
4558,300,325,
4560,100,200,
4561,100,200,
4563,100,200,
4565,100,200,
4567,220,225,
4574,125,250,
4577,100,125,
4579,100,150,
4580,100,200,
4581,187,275,
4582,100,125,
4586,100,125,
4588,227,475,
4589,100,200,
4590,189,300,
4591,100,150,
4595,100,200,
4597,300,400,
4600,150,225,
4605,100,175,
4607,100,200,
4609,250,300,
4611,177,275,
4612,50,150,
4617,100,200,
4618,135,200,
4619,100,125,
4623,150,225,
4627,300,325,
4641,193,225,
4644,184,200,
4648,100,175,
4654,100,200,
4655,100,150,
4657,100,150,
4659,100,150,
4664,225,300,
4667,100,200,
4672,100,200,
4673,100,125,
4676,100,175,
4682,150,275,
4686,25,150,
4691,100,175,
4692,100,200,
4700,100,200,
4706,100,125,
4734,150,200,
4747,100,200,
4756,100,125,
4757,100,200,
4759,100,200,
4762,100,200,
4826,100,200,
4848,100,200,
4849,136,275,
5005,100,200,
5007,100,175,
5008,100,200,
5013,100,200,
5014,100,200,
5021,100,200,
5022,367,375,
5027,300,475,
5028,50,300,
5032,50,350,
5039,216,250,
5041,204,275,
5043,100,200,
5047,188,300,
5051,250,300,
5058,200,250,
5059,100,125,
5062,100,125,
5066,300,400,
5072,50,300,
5073,300,400,
5078,201,225,
5079,150,175,
5080,247,250,
5081,100,200,
5082,300,500,
5088,50,125,
5089,50,225,
5090,200,300,
5093,100,175,
5094,100,200,
5095,300,375,
5097,225,275,
5098,100,150,
5099,195,200,
5100,100,150,
5101,210,250,
5102,100,200,
5103,300,475,
5105,174,200,
5106,100,175,
5107,100,200,
5108,100,125,
5109,100,175,
5110,100,200,
5113,160,200,
5116,300,325,
5119,106,200,
5122,100,200,
5124,248,275,
5125,50,150,
5127,185,200,
5130,50,300,
5131,50,300,
5132,100,200,
5135,100,200,
5140,50,350,
5141,250,300,
5143,100,200,
5146,300,350,
5148,100,200,
5149,100,150,
5150,125,300,
5151,225,250,
5157,200,225,
5160,177,225,
5165,125,175,
5167,200,225,
5173,135,150,
5174,184,225,
5179,100,200,
5180,100,200,
5182,100,175,
5183,106,200,
5185,125,200,
5186,300,350,
5188,100,175,
5189,125,275,
5190,300,375,
5192,242,275,
5193,223,275,
5195,100,250,
5196,50,200,
5200,100,300,
5204,100,200,
5205,100,200,
5206,100,200,
5207,100,200,
5210,250,275,
5211,248,250,
5216,225,250,
5218,241,250,
5220,125,175,
5221,100,200,
5224,100,200,
5226,100,200,
5227,100,300,
5231,150,175,
5234,250,300,
5240,188,200,
5248,100,150,
5250,275,300,
5255,100,200,
5256,100,175,
5257,106,200,
5258,100,200,
5259,100,200,
5260,50,125,
5264,225,275,
5265,106,200,
5267,85,200,
5269,100,200,
5272,171,250,
5276,50,250,
5279,100,125,
5280,200,225,
5281,174,300,
5286,100,200,
5287,245,300,
5288,150,175,
5290,100,200,
5291,100,200,
5293,300,400,
5294,300,425,
5295,300,500,
5296,200,225,
5297,100,200,
5298,125,200,
5300,143,375,
5301,300,400,
5304,100,200,
5305,50,250,
5306,185,200,
5307,184,200,
5308,100,200,
5309,50,175,
5310,100,150,
5311,219,225,
5314,100,175,
5321,100,200,
5323,100,150,
5325,252,275,
5326,201,250,
5327,100,200,
5328,100,175,
5330,300,325,
5331,300,350,
5332,100,200,
5334,200,400,
5335,136,300,
5336,100,150,
5337,300,500,
5339,150,450,
5340,50,300,
5341,300,350,
5342,170,175,
5343,300,350,
5344,50,300,
5345,50,300,
5346,209,250,
5347,213,275,
5348,300,325,
5349,100,200,
5350,175,300,
5352,240,300,
5353,100,200,
5359,250,350,
5361,200,275,
5363,274,275,
5365,100,200,
5366,100,200,
5367,100,150,
5370,168,325,
5371,100,200,
5372,100,200,
5373,176,250,
5374,50,100,
5378,100,200,
5379,157,225,
5381,150,300,
5383,100,150,
5384,100,200,
5385,50,75,
5387,50,100,
5390,300,325,
5391,300,400,
5393,100,200,
5394,200,275,
5398,300,350,
5399,50,100,
5402,382,400,
5403,198,200,
5408,100,200,
5409,161,275,
5411,50,100,
5414,275,325,
5419,161,175,
5421,100,200,
5423,85,200,
5424,140,225,
5426,50,300,
5427,100,200,
5434,199,300,
5440,100,300,
5441,200,275,
5450,225,275,
5451,135,200,
5452,100,200,
5453,100,200,
5459,50,100,
5460,155,200,
5461,246,250,
5464,85,175,
5466,158,250,
5467,100,150,
5471,150,225,
5472,197,300,
5476,300,425,
5477,166,200,
5480,300,325,
5483,300,350,
5485,273,300,
5487,263,275,
5490,100,175,
5491,168,175,
5494,225,300,
5497,150,175,
5600,100,200,
5601,100,200,
5602,100,200,
5603,100,200,
5604,100,200,
5605,100,200,
5608,100,200,
5609,100,200,
5610,100,200,
5611,100,200,
5613,100,200,
5614,100,200,
5615,100,200,
5617,300,425,
5622,100,200,
5623,100,125,
5624,100,200,
5627,100,200,
5628,146,225,
5633,100,200,
5634,50,200,
5635,100,200,
5638,100,200,
5641,300,325,
5643,100,200,
5644,300,500,
5646,100,200,
5653,100,125,
5654,100,175,
5657,100,175,
5658,100,125,
5661,50,200,
5663,100,200,
5664,100,200,
5670,100,200,
5672,275,300,
5675,100,125,
5676,50,275,
5678,100,200,
5683,100,200,
5684,100,200,
5686,300,400,
5689,100,175,
5691,100,200,
5692,100,200,
5693,100,150,
5695,100,200,
5697,100,200,
5700,100,175,
5702,100,175,
5704,50,200,
5707,263,275,
5715,100,125,
5716,100,175,
5717,288,300,
5719,100,200,
5722,100,200,
5725,100,175,
5726,100,125,
5734,100,200,
5737,106,125,
5738,100,125,
5740,100,175,
5741,100,200,
5743,275,300,
5744,100,175,
5745,300,375,
5748,234,300,
5754,100,175,
5755,100,200,
5758,100,200,
5759,100,200,
5760,100,200,
5761,50,225,
5763,256,375,
5764,225,275,
5766,183,300,
5767,100,200,
5768,225,300,
5769,100,200,
5771,100,200,
5773,50,200,
5774,100,200,
5776,100,150,
5780,100,125,
5781,262,300,
5786,50,125,
5789,100,175,
5790,100,175,
5797,144,175,
5799,300,325,
5804,100,200,
5805,100,175,
5806,50,75,
5808,50,100,
5810,271,300,
5812,50,100,
5813,100,150,
5814,300,325,
5815,100,200,
5816,100,200,
5817,100,200,
5818,100,200,
5819,100,200,
5820,100,200,
5824,106,200,
5826,100,200,
5828,100,150,
5829,100,200,
5831,100,200,
5832,100,200,
5835,192,225,
5837,100,125,
5841,205,250,
5845,172,175,
5846,100,200,
5847,150,175,
5848,271,275,
5853,171,225,
5855,100,150,
5858,175,375,
5863,100,175,
5871,131,200,
5872,159,225,
5875,100,200,
5876,100,175,
5880,337,400,
5882,170,225,
5886,300,325,
5890,150,250,
5891,50,350,
5898,200,275,
5903,100,150,
5907,100,175,
5908,100,200,
5922,250,300,
5923,100,200,
5925,100,125,
5930,300,475,
5941,300,400,
5945,100,200,
5957,200,300,
5960,100,175,
5962,100,200,
5963,100,200,
5965,50,275,
5969,300,400,
5976,237,250,
5977,273,300,
5979,100,150,
5980,100,200,
5981,100,200,
5982,100,200,
5987,225,250,
5988,100,200,
5990,100,175,
5991,100,200,
5992,184,225,
5993,100,200,
5994,100,200,
5996,50,300,
6078,100,175,
6098,100,175,
6149,100,200,
6165,100,175,
6170,100,150,
6172,100,200,
6173,155,175,
6174,100,150,
6176,106,200,
6178,100,200,
6207,100,200,
6226,100,200,
6233,100,200,
6243,100,200,
6263,100,200,
6264,100,200,
6323,100,175,
6370,150,175,
6390,100,200,
6395,125,200,
6398,100,200,
6459,122,200,
6467,211,250,
6469,174,275,
6470,100,150,
6476,190,200,
6477,300,400,
6500,100,200,
6531,100,175,
6548,100,200,
6577,100,200,
6578,100,200,
6583,100,175,
6585,100,150,
6586,100,200,
6587,100,175,
6588,100,200,
6590,100,125,
6732,100,200,
6786,100,150,
6798,100,200,
6813,100,175,
6814,100,200,
6828,100,200,
6849,100,125,
6850,100,150,
6851,100,175,
6876,100,125,
6887,100,150,
6894,100,200,
6898,196,200,
6929,210,225,
6931,300,350,
6936,100,150,
6937,100,200,
6941,100,200,
6942,100,150,
6943,100,125,
6953,100,150,
6960,50,100,
6962,100,125,
6963,50,175,
6964,164,200,
6966,100,175,
6967,100,200,
6968,100,200,
6975,100,150,
6978,163,175,
6998,50,275,
7004,100,200,
7043,100,200,
7062,100,175,
7072,100,150,
7098,50,175,
7099,100,125,
7127,100,150,
7137,100,200,
7146,100,200,
7168,100,200,
7174,100,200,
7177,100,125,
7178,50,150,
7180,100,175,
7181,172,175,
7188,150,175,
7205,100,175,
7206,100,175,
7209,50,125,
7218,100,175,
7222,100,125,
7224,100,200,
7229,100,175,
7232,100,200,
7233,100,200,
7235,100,125,
7240,100,200,
7241,100,175,
7242,100,125,
7245,125,150,
7251,100,200,
7262,100,175,
7280,162,225,
7290,175,300,
7296,100,175,
7298,100,175,
7299,100,200,
7301,200,300,
7304,50,100,
7307,100,200,
7308,100,125,
7309,50,200,
7310,50,200,
7315,100,200,
7317,100,125,
7320,100,150,
7324,172,175,
7334,100,125,
7337,100,125,
7339,100,175,
7340,100,125,
7342,100,200,
7347,100,200,
7349,100,150,
7357,100,200,
7361,100,200,
7362,100,125,
8958,100,150,
