Market,Region,Store Number,Onhand Quantity This Year
275,25,3602,11
275,25,3602,8
275,25,3602,21
275,25,3602,8
275,25,3602,13
275,25,3602,6
275,25,3602,11
275,25,3602,12
275,25,3602,15
275,25,3602,6
275,25,1451,7
275,25,1451,5
278,25,197,4
278,25,199,8
278,25,199,8
278,25,199,4
278,25,199,6
278,25,199,17
278,25,199,10
278,25,1125,9
278,25,5157,8
278,25,5157,10
278,25,603,0
278,25,603,0
278,25,603,0
278,25,603,0
278,25,603,0
279,25,636,13
279,25,636,9
279,25,636,8
279,25,636,10
279,25,636,5
279,25,792,7
279,25,792,2
279,25,792,4
279,25,796,6
279,25,891,8
279,25,891,7
279,25,891,8
279,25,891,7
279,25,891,9
279,25,891,7
279,25,957,7
279,25,5399,5
279,25,5399,12
279,25,5399,9
279,25,5399,16
280,75,2551,3
280,75,2551,9
280,75,2566,7
280,75,2756,10
280,75,2756,8
280,75,2756,6
280,75,2756,6
280,75,2790,6
280,75,2790,8
280,75,2790,9
280,75,2027,7
281,75,1968,10
282,75,5228,5
282,75,1875,12
282,75,5382,0
282,75,5382,0
282,75,5382,0
282,75,5382,0
282,75,2279,0
282,75,2279,0
282,75,2279,1
282,75,2279,0
283,75,2194,9
283,75,2194,8
283,75,2194,7
283,75,2258,7
283,75,2357,7
283,75,5753,6
284,75,5436,8
284,75,5039,6
284,75,5039,4
285,75,1890,7
285,75,2460,5
285,75,2791,8
285,75,2791,7
285,75,2791,7
285,75,2791,5
285,75,2791,7
285,75,3843,7
285,75,3843,0
285,75,3843,8
285,75,3843,0
285,75,3843,0
286,75,3573,5
286,75,3573,13
286,75,3573,4
286,75,3573,8
286,75,3573,6
286,75,3573,10
286,75,4514,7
286,75,4514,10
286,75,6952,4
287,75,1525,12
287,75,1730,8
287,75,3869,3
287,75,4191,4
287,75,4191,5
287,75,4350,0
287,75,4350,0
287,75,4350,0
287,75,4350,0
287,75,4350,0
288,75,1773,6
288,75,4623,3
288,75,3831,7
289,75,3644,7
289,75,3644,9
289,75,5922,3
289,75,5922,7
290,75,1424,7
290,75,2160,8
290,75,2821,5
290,75,4476,12
291,75,2520,11
291,75,4638,6
291,75,5343,10
292,75,1904,6
292,75,1904,4
292,75,2038,5
292,75,5969,4
292,75,5227,8
293,75,1867,5
293,75,2412,10
293,75,3720,4
293,75,2850,13
294,2,2440,7
294,2,4428,1
294,2,1217,3
296,26,1191,9
296,26,1191,11
296,26,1191,4
296,26,1579,3
296,26,1579,5
296,26,2137,9
296,26,2256,3
296,26,2845,5
296,26,3182,8
296,26,3612,13
297,26,1816,7
297,26,1816,4
297,26,1816,5
297,26,4250,4
297,26,5118,8
297,26,5118,6
297,26,5292,5
297,26,1614,10
297,26,1614,8
297,26,1614,24
297,26,1751,4
297,26,1751,8
298,26,2704,6
298,26,3305,5
299,26,1664,7
299,26,2836,4
299,26,2836,6
299,26,3889,5
299,26,3889,6
300,26,1268,6
300,26,1352,4
300,26,1352,6
300,26,2580,6
300,26,2580,6
300,26,2580,10
301,26,1197,6
301,26,1379,5
301,26,1502,16
301,26,1641,8
301,26,1641,6
301,26,2730,7
301,26,2730,4
301,26,4459,7
302,26,1298,12
302,26,3701,4
302,26,7179,10
302,26,7179,11
304,4,1290,7
304,4,1290,21
304,4,1131,3
304,4,1131,0
304,4,1131,0
304,4,1131,0
304,4,1131,0
305,4,1385,2
305,4,1385,4
305,4,5298,4
305,4,5481,4
305,4,5481,0
305,4,5481,0
305,4,5481,0
305,4,5481,0
306,4,1156,8
306,4,1156,8
306,4,1156,6
306,4,1156,8
306,4,3371,6
306,4,5879,4
306,4,5879,4
308,26,1849,7
308,26,1849,5
308,26,3503,5
309,26,1133,9
309,26,1133,5
309,26,1255,11
309,26,1255,19
309,26,1255,8
309,26,1255,11
309,26,1255,8
309,26,1255,12
309,26,1255,10
309,26,1255,8
309,26,3700,10
309,26,5063,13
309,26,5063,11
309,26,5063,4
309,26,5063,5
309,26,5063,5
309,26,2908,3
310,26,1238,8
310,26,2929,8
310,26,6879,4
310,26,6879,4
310,26,1774,4
310,26,5489,5
310,26,5489,5
310,26,5489,7
310,26,5489,3
310,26,5489,6
310,26,5489,7
310,26,5489,4
310,26,5489,5
311,20,3303,4
311,20,3303,8
311,20,3303,7
311,20,3303,15
311,20,3772,5
311,20,3772,4
311,20,2761,6
312,75,1243,7
312,75,1243,8
312,75,1243,4
312,75,1292,11
312,75,2312,10
312,75,3770,6
312,75,3770,6
312,75,3770,6
314,75,1486,8
314,75,4636,5
314,75,2645,4
314,75,2645,4
314,75,2645,6
314,75,2645,10
314,75,2645,16
314,75,2805,4
314,75,2805,0
314,75,2805,0
314,75,2805,0
314,75,2805,0
315,75,1344,7
315,75,1399,8
315,75,2565,5
315,75,4682,8
315,75,4682,9
316,20,2810,11
316,20,2810,4
316,20,4277,7
316,20,2792,13
316,20,2792,12
316,20,2548,10
316,20,2548,0
316,20,2548,0
316,20,2548,0
316,20,2548,0
317,20,1477,16
317,20,2662,10
317,20,4278,5
317,20,5319,8
317,20,5319,11
317,20,1360,9
317,20,1360,10
317,20,6951,4
317,20,1499,5
317,20,2933,8
317,20,2933,12
320,75,1522,4
320,75,2474,4
320,75,2474,8
320,75,2474,10
320,75,2696,7
320,75,4372,7
320,75,4372,9
320,75,4372,5
321,42,230,5
321,42,279,3
324,42,124,3
324,42,124,6
324,42,124,8
325,42,52,6
325,42,133,7
325,42,1065,5
326,42,8,6
326,42,169,8
326,42,169,7
327,42,102,8
327,42,714,7
327,42,714,5
327,42,714,9
327,42,167,7
327,42,167,6
327,42,167,8
328,42,18,5
328,42,157,6
328,42,157,9
328,42,157,7
329,12,45,5
329,12,45,8
329,12,68,5
329,12,68,7
329,12,68,6
329,12,91,4
329,12,91,5
329,12,190,6
329,12,453,4
329,12,453,3
329,12,62,5
329,12,62,4
329,12,62,5
329,12,62,4
329,12,62,7
329,12,62,4
329,12,62,4
329,12,229,8
329,12,229,8
329,12,229,8
329,12,229,6
329,12,229,8
329,12,229,8
329,12,229,8
333,40,56,11
333,40,379,9
333,40,444,16
333,40,444,37
333,40,837,9
333,40,837,3
333,40,837,5
333,40,2175,10
333,40,2175,13
333,40,4381,16
334,42,48,5
334,42,59,9
334,42,59,10
334,42,59,7
334,42,59,10
334,42,267,13
334,42,338,11
334,42,338,5
334,42,338,9
335,40,30,5
335,40,37,9
335,40,69,7
335,40,122,6
335,40,122,8
336,40,99,5
336,40,101,10
336,40,101,32
339,40,51,4
339,40,60,8
339,40,243,4
339,40,648,7
339,40,1021,6
339,40,1021,4
339,40,1021,9
340,40,805,5
340,40,3061,7
340,40,5927,8
340,40,5927,10
340,40,5927,5
340,40,5927,5
341,25,201,12
341,25,328,9
341,25,328,7
341,25,328,4
341,25,1418,4
341,25,1761,8
341,25,1761,8
344,44,108,4
344,44,132,5
344,44,150,6
344,44,227,6
344,44,178,8
344,44,178,7
344,44,178,6
345,44,3055,8
345,44,3055,5
345,44,3055,7
345,44,3055,4
345,44,3055,8
345,44,3055,6
345,44,3055,8
345,44,246,10
345,44,246,6
345,44,207,7
345,44,207,0
345,44,207,15
345,44,207,15
345,44,207,0
345,44,207,0
345,44,207,0
347,44,81,4
349,44,162,8
349,44,162,4
349,44,162,9
349,44,414,8
349,44,3229,8
349,44,113,8
350,44,147,18
350,44,147,11
351,44,47,6
351,44,121,5
351,44,123,7
351,44,276,11
351,44,276,7
351,44,276,9
351,44,340,6
352,44,387,12
352,44,387,8
352,44,387,8
352,44,387,6
352,44,387,8
353,44,743,7
353,44,743,12
356,44,992,7
357,40,27,3
357,40,27,10
357,40,46,10
357,40,78,3
357,40,138,10
357,40,173,6
357,40,173,3
357,40,173,5
357,40,173,5
357,40,179,5
359,40,40,15
359,40,159,8
359,40,159,9
359,40,203,5
359,40,203,7
359,40,783,2
359,40,783,5
360,40,801,5
360,40,834,6
360,40,834,4
360,40,834,5
360,40,834,6
360,40,109,10
361,40,1094,10
362,40,1151,6
362,40,1599,4
362,40,1599,4
362,40,1599,10
362,40,4611,14
364,46,1175,4
364,46,1175,10
364,46,1299,16
364,46,4252,7
364,46,4252,7
365,57,1474,6
365,57,4337,16
366,46,1324,4
366,46,1324,5
366,46,1846,5
366,46,1846,6
366,46,1846,5
367,46,1149,4
368,46,1549,6
368,46,5369,12
369,46,5330,9
371,46,3799,13
371,46,3799,5
372,46,1334,10
372,46,1334,6
372,46,5428,10
375,46,869,5
375,46,869,12
375,46,966,4
375,46,2656,10
375,46,2656,7
376,54,1492,4
376,54,1492,10
376,54,1689,10
376,54,1689,7
376,54,1689,5
376,54,3313,6
376,54,5137,9
376,54,5137,8
376,54,5137,8
378,54,3177,4
378,54,3177,4
378,54,3177,4
378,54,3177,4
378,54,3177,4
379,54,5341,6
379,54,5341,6
379,54,1659,6
380,54,4284,12
380,54,4284,6
380,54,4284,6
380,54,5049,4
380,54,5676,8
381,54,1412,3
381,54,1461,11
381,54,1461,5
381,54,4471,13
381,54,4471,12
382,47,2084,3
382,47,2084,10
382,47,2084,6
382,47,2608,6
383,47,4247,7
384,46,1414,7
384,46,1414,8
385,46,835,9
385,46,835,8
385,46,835,9
385,46,835,8
385,46,835,7
385,46,850,8
385,46,850,7
385,46,850,7
385,46,850,5
385,46,3423,10
385,46,4201,6
387,46,4601,103
387,46,4601,38
387,46,4601,25
388,54,921,11
388,54,1058,5
388,54,1095,8
388,54,1199,12
388,54,5232,6
388,54,5232,11
388,54,5232,19
388,54,5458,8
388,54,1280,9
389,54,962,15
389,54,3018,7
389,54,3018,6
389,54,1384,6
392,56,4239,11
392,56,4239,8
392,56,5864,0
392,56,5864,0
392,56,5864,0
392,56,5864,0
394,57,2483,6
394,57,2592,11
397,61,3354,13
397,61,3354,28
397,61,3788,8
397,61,3788,9
397,61,3788,9
397,61,3788,6
397,61,4339,12
397,61,5259,7
399,56,1951,7
399,56,2781,8
399,56,2781,12
399,56,2862,14
399,56,2862,12
399,56,2862,8
400,56,1900,6
400,56,1902,8
400,56,1995,6
400,56,1995,6
400,56,2831,8
400,56,2831,7
400,56,3897,9
401,54,4272,7
401,54,4272,9
401,54,3848,0
401,54,3848,0
401,54,3848,0
401,54,3848,0
403,54,3589,9
403,54,5350,8
403,54,5350,9
403,54,5763,8
405,46,2794,5
405,46,3220,6
405,46,5168,7
406,47,1437,4
406,47,1437,4
406,47,2562,4
406,47,2562,8
406,47,370,6
406,47,370,5
406,47,370,6
406,47,370,7
406,47,1214,7
406,47,1214,7
406,47,1214,4
406,47,372,7
407,47,1282,5
407,47,1282,6
407,47,1282,6
407,47,558,13
409,44,186,6
409,44,794,6
409,44,1099,8
409,44,1099,6
409,44,1099,6
409,44,3103,7
410,44,111,9
410,44,111,15
410,44,1187,7
410,44,1187,6
411,47,378,4
411,47,378,3
411,47,484,4
411,47,2131,14
411,47,6392,6
411,47,6392,6
412,52,4244,4
412,52,4253,6
412,52,5806,4
413,52,1491,6
413,52,2935,4
413,52,751,16
413,52,751,16
413,52,751,16
414,52,1732,6
414,52,4256,4
414,52,4256,7
414,52,647,12
414,52,647,6
414,52,647,9
414,52,647,11
414,52,749,2
415,52,753,7
415,52,753,6
415,52,2004,7
415,52,2004,8
415,52,2004,8
415,52,2004,15
415,52,2004,8
418,52,559,8
418,52,1431,5
418,52,1431,3
418,52,1431,6
418,52,1621,3
418,52,1285,8
418,52,985,10
419,52,2937,6
419,52,4849,3
419,52,4849,0
419,52,4849,0
419,52,4849,0
419,52,4849,0
421,52,1738,7
421,52,1738,7
421,52,2820,8
421,52,2820,11
421,52,2820,5
421,52,3806,8
421,52,3806,7
421,52,3806,7
421,52,3806,7
422,52,2087,7
422,52,2087,6
422,52,2643,3
422,52,1864,5
422,52,3498,4
422,52,3498,4
423,52,1855,4
423,52,3364,4
423,52,5089,12
423,52,1472,5
423,52,5992,7
424,52,3209,9
424,52,3209,0
424,52,3209,0
424,52,3209,0
425,53,882,4
425,53,982,5
425,53,982,8
425,53,1038,2
425,53,1038,9
425,53,1038,7
425,53,1657,7
425,53,2812,11
426,52,1005,4
426,52,1005,10
426,52,1152,7
426,52,1152,3
426,52,1152,6
426,52,1152,3
426,52,1152,8
426,52,1332,5
426,52,1332,8
426,52,1332,7
426,52,1332,7
426,52,1332,8
426,52,1332,9
426,52,1526,7
426,52,1526,8
426,52,1546,10
427,47,1534,7
427,47,1565,11
427,47,1581,5
427,47,1581,5
427,47,2033,4
427,47,2033,8
427,47,2033,4
427,47,3648,7
429,47,637,10
430,47,1604,17
430,47,1604,9
430,47,1604,10
430,47,3734,10
430,47,3853,4
432,47,776,7
432,47,776,7
432,47,3151,6
432,47,4358,5
433,47,1943,31
433,47,4600,6
435,53,1394,4
435,53,1394,6
435,53,1394,6
435,53,1394,9
435,53,1394,9
435,53,2668,7
435,53,2668,6
435,53,2668,4
435,53,2828,8
435,53,2828,3
435,53,2828,6
435,53,2828,9
435,53,2828,5
435,53,2828,4
435,53,2828,6
435,53,2828,16
435,53,2828,7
435,53,2828,6
435,53,2828,7
435,53,4677,5
435,53,5667,5
435,53,5669,5
436,53,1446,9
436,53,1446,12
436,53,1446,24
436,53,1672,7
436,53,1672,3
436,53,4281,4
436,53,5432,7
436,53,5444,2
436,53,1819,0
436,53,1819,0
436,53,1819,0
436,53,1819,0
436,53,1819,0
438,53,1277,7
438,53,1277,5
439,53,1449,8
439,53,1449,6
439,53,1727,4
439,53,1828,16
440,53,1908,7
441,53,847,8
441,53,1138,12
441,53,1138,4
441,53,1138,8
441,53,1176,8
441,53,1274,7
441,53,1274,10
441,53,1396,8
442,53,1678,4
442,53,1776,4
442,53,1776,7
442,53,3322,4
442,53,3322,7
442,53,3322,10
442,53,3322,9
444,53,2452,5
444,53,2452,4
444,53,2452,6
444,53,2452,9
444,53,2452,5
444,53,2452,9
444,53,2452,5
444,53,2452,8
444,53,2452,6
444,53,2658,7
444,53,6394,5
444,53,6394,4
445,57,2333,7
445,57,4340,9
447,57,1574,8
447,57,2099,8
447,57,2507,5
447,57,2507,9
447,57,2556,12
447,57,2556,9
447,57,2557,7
447,57,1624,7
448,57,1563,6
448,57,2950,13
448,57,5686,10
448,57,5686,15
448,57,5686,15
448,57,5686,20
448,57,5686,20
448,57,5686,14
448,57,5686,11
448,57,5686,13
448,57,5686,10
449,57,1583,4
449,57,2001,4
451,56,2280,6
451,56,2280,6
451,56,2280,4
452,56,1554,8
452,56,2697,14
452,56,3493,7
452,56,3493,10
452,56,3455,21
452,56,3455,0
452,56,3455,14
452,56,3455,0
452,56,3455,0
453,56,2190,17
454,56,3652,9
455,56,4202,6
455,56,4202,8
457,56,1608,9
457,56,1910,6
457,56,1910,9
457,56,2053,10
458,57,3516,16
458,57,5305,9
459,57,2479,8
459,57,5996,8
459,57,5996,13
459,57,5886,7
459,57,5886,16
459,57,5886,9
460,57,2952,9
460,57,2952,6
460,57,2952,12
460,57,2952,10
460,57,2952,7
460,57,2952,8
460,57,2952,10
460,57,2952,8
460,57,2094,16
464,57,2546,6
464,57,2546,8
468,56,1834,8
468,56,5839,9
468,56,2320,5
469,60,2710,11
469,60,2722,6
469,60,4359,10
469,60,4359,9
469,60,4359,16
471,60,2450,4
471,60,2595,7
471,60,2595,9
472,60,2196,6
472,60,2196,7
473,60,3754,7
473,60,3217,11
474,60,2865,6
474,60,2485,8
475,60,1870,7
475,60,2241,13
475,60,2241,8
475,60,2492,6
475,60,3261,13
476,60,5929,7
476,60,2927,6
476,60,2927,6
476,60,5461,9
476,60,1876,7
477,60,1784,6
477,60,5368,8
477,60,4176,12
478,60,2538,8
478,60,2075,9
478,60,2075,4
478,60,2075,0
478,60,2075,0
478,60,2075,8
478,60,2075,8
479,5,972,7
479,5,972,11
479,5,2980,11
479,5,2980,13
479,5,2980,8
479,5,4165,6
481,61,3140,7
481,61,3141,4
481,61,3179,10
481,61,5602,13
481,61,5604,6
481,61,5604,4
481,61,5664,4
482,25,1275,7
482,25,1275,4
482,25,1518,6
482,25,1601,15
482,25,1601,10
482,25,1655,11
482,25,2786,15
482,25,2788,18
482,25,3781,6
485,59,5207,5
485,59,5308,12
485,59,6585,10
488,72,3011,3
488,72,3011,5
488,72,4380,5
488,72,4441,4
488,72,4441,7
488,72,2406,4
488,72,2406,7
488,72,5758,5
488,72,3104,3
490,61,3082,7
490,61,3082,6
490,61,3082,3
490,61,3083,6
490,61,3083,8
490,61,3083,8
490,61,3083,2
490,61,3083,9
490,61,3126,6
490,61,3127,6
490,61,3175,8
490,61,4491,6
490,61,4491,10
490,61,4491,9
490,61,4491,6
490,61,4491,6
490,61,4491,10
490,61,4491,7
490,61,4491,5
490,61,3128,4
490,61,3740,0
490,61,3740,0
490,61,3740,0
490,61,3740,0
490,61,3740,0
491,61,3153,6
491,61,3155,9
491,61,4138,5
491,61,4138,5
491,61,4139,3
491,61,4139,3
491,61,4139,10
491,61,4625,5
491,61,5991,3
492,72,2431,12
492,72,3593,3
492,72,3593,3
492,72,3593,6
492,72,5122,9
492,72,5122,3
492,72,5122,8
492,72,5122,5
492,72,5122,5
492,72,5122,5
492,72,5122,8
492,72,6876,12
492,72,6876,7
492,72,6876,8
492,72,6876,8
492,72,6876,10
492,72,6943,9
492,72,6943,8
494,59,4053,6
494,59,4053,3
494,59,4053,10
494,59,4054,4
494,59,5767,8
494,59,5767,4
494,59,5804,5
494,59,5804,3
494,59,5804,5
494,59,5804,5
494,59,5804,8
494,59,5804,7
494,59,5804,7
494,59,6390,8
494,59,6390,4
494,59,6390,3
494,59,6390,8
494,59,6390,4
494,59,6390,8
495,59,3110,12
495,59,5421,15
495,59,5427,4
496,59,7218,10
496,59,7162,8
496,59,2887,13
496,59,3899,8
497,59,377,4
497,59,2328,7
497,59,2328,3
497,59,3638,4
497,59,3638,4
497,59,3638,6
497,59,3638,5
497,59,5378,4
497,59,5383,5
497,59,5383,4
497,59,5383,11
497,59,4443,9
497,59,4443,6
497,59,4443,8
497,59,3724,16
497,59,3724,15
497,59,3724,10
497,59,3724,6
497,59,3724,7
497,59,3724,12
497,59,3724,15
497,59,3724,13
497,59,5291,7
497,59,5291,0
497,59,5291,0
497,59,5291,4
497,59,5291,8
497,59,5291,0
497,59,5291,0
497,59,5291,9
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,5291,5
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,5291,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
497,59,3628,0
498,59,3619,6
498,59,4692,5
498,59,4692,7
498,59,5734,6
498,59,7304,5
498,59,7315,6
498,59,7315,9
498,59,7315,8
498,59,7315,5
499,59,4431,6
499,59,4431,6
499,59,4848,6
499,59,4848,12
499,59,6586,6
499,59,6962,7
499,59,6962,6
499,59,6962,6
499,59,6962,4
499,59,6962,7
499,59,7062,7
499,59,7062,6
499,59,7146,5
499,59,7146,8
499,59,7180,6
499,59,7180,7
499,59,7180,8
499,59,4148,4
499,59,4148,3
499,59,4148,3
499,59,4148,3
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
499,59,7205,0
500,59,3600,5
500,59,3600,3
500,59,3600,5
500,59,3600,7
500,59,4157,5
500,59,4157,8
500,59,4157,4
500,59,4545,4
500,59,4545,16
500,59,4545,4
500,59,4545,7
500,59,7222,4
500,59,7222,5
500,59,7334,7
500,59,7334,5
500,59,7334,10
500,59,7334,7
500,59,7334,8
500,59,2414,4
500,59,2414,8
500,59,2414,8
500,59,2414,7
500,59,2414,8
500,59,3411,0
500,59,3411,8
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
500,59,3411,0
502,59,3156,5
502,59,3157,5
502,59,3157,15
502,59,3157,6
502,59,3157,8
502,59,3157,4
502,59,3299,4
502,59,3330,7
502,59,5754,7
502,59,6798,11
502,59,6798,9
502,59,6936,6
502,59,6936,6
502,59,6936,5
502,59,6936,7
502,59,6936,11
502,59,7177,4
502,59,7174,9
502,59,7174,12
502,59,7174,8
502,59,7174,8
502,59,7174,5
502,59,7174,7
502,59,7174,9
502,59,7174,4
502,59,4388,6
502,59,5755,3
502,59,5755,7
502,59,5755,2
502,59,5755,2
502,59,5755,3
502,59,5755,3
502,59,5755,3
502,59,5755,3
502,59,5755,4
502,59,5755,4
502,59,5755,3
502,59,5755,4
502,59,5755,4
503,6,285,4
503,6,285,9
503,6,285,4
503,6,285,7
503,6,285,6
503,6,285,8
503,6,285,4
503,6,288,3
503,6,364,3
504,64,2995,7
504,64,2995,4
504,64,3198,4
504,64,3199,6
504,64,3574,8
504,64,3574,8
504,64,4104,10
504,64,4182,4
504,64,4182,5
504,64,4182,4
504,64,4453,8
504,64,6078,6
505,46,2201,4
505,46,3763,10
505,46,3763,12
506,6,508,8
506,6,1126,4
506,6,1126,8
506,6,1198,6
506,6,3107,8
506,6,3107,8
506,6,4162,4
506,6,4162,12
507,64,5364,7
507,64,4390,8
507,64,4390,4
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
507,64,3340,0
508,75,1981,5
508,75,1985,9
509,59,3622,3
509,59,5014,5
509,59,5014,5
509,59,5014,4
509,59,5014,3
509,59,5014,6
509,59,6243,6
509,59,6264,3
509,59,6814,7
509,59,6814,5
509,59,6828,4
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,3603,0
509,59,6263,3
509,59,3614,9
509,59,3614,12
509,59,3614,4
509,59,3614,6
509,59,5013,3
509,59,6176,6
509,59,6176,6
509,59,6176,5
509,59,5393,4
510,61,3845,7
510,61,3845,3
510,61,3845,5
510,61,4218,6
510,61,4218,11
510,61,4218,7
510,61,4218,5
510,61,4218,5
510,61,4218,9
510,61,5257,8
510,61,5332,5
510,61,5332,4
510,61,5332,7
510,61,7320,6
510,61,3604,11
510,61,3604,5
511,56,1972,4
511,56,2161,4
511,56,2161,7
511,56,2989,6
511,56,2989,6
511,56,2989,8
511,56,2989,10
511,56,2989,8
512,61,2689,5
512,61,2689,6
512,61,5610,8
512,61,5610,5
512,61,5610,5
512,61,2486,6
512,61,3023,7
512,61,3023,0
512,61,3023,0
512,61,3023,0
512,61,3023,0
512,61,4174,3
512,61,4174,0
512,61,4174,0
512,61,4174,0
512,61,4174,0
514,60,2516,4
514,60,5073,8
514,60,2385,5
515,61,2998,4
515,61,3132,3
515,61,3133,13
515,61,3133,13
515,61,4762,3
515,61,4762,6
515,61,5600,9
515,61,5689,10
515,61,5689,9
515,61,5689,9
515,61,5689,5
515,61,5689,8
515,61,5689,10
515,61,5663,14
515,61,5663,5
515,61,3026,6
515,61,3026,2
515,61,3026,0
515,61,3026,0
515,61,3026,0
526,64,5726,6
526,64,5726,16
526,64,5726,5
526,64,4415,8
528,64,4056,7
528,64,4056,8
528,64,5290,6
528,64,5715,9
528,64,5715,4
528,64,6159,7
528,64,6459,6
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,4
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,6098,0
528,64,7220,6
528,64,6786,9
528,64,6786,12
528,64,6786,8
528,64,6786,6
528,64,6786,8
533,64,3202,8
533,64,2876,5
533,64,2876,0
533,64,2876,0
533,64,2876,0
533,64,2876,0
533,64,2875,13
534,72,3164,7
534,72,3479,6
534,72,4375,7
537,72,3168,6
537,72,5789,6
537,72,5789,8
537,72,5790,10
537,72,6960,4
538,72,4470,4
538,72,4470,7
538,72,5692,9
541,64,4659,3
541,64,4659,4
541,64,5125,7
541,64,5125,3
541,64,5327,3
541,64,7233,6
541,64,7241,5
541,64,7241,3
541,64,7241,10
541,64,4048,11
541,64,7262,5
541,64,7262,7
541,64,7262,5
542,64,4193,7
542,64,4373,7
542,64,4577,3
542,64,4577,3
542,64,2940,12
542,64,2940,4
542,64,2940,8
542,64,2940,13
542,64,2940,16
542,64,2940,12
542,64,2940,24
542,64,2940,8
542,64,2940,12
542,64,2940,8
542,64,2940,8
543,64,3703,4
543,64,5464,3
543,64,5832,7
543,64,6166,9
543,64,5081,7
543,64,5081,7
543,64,6849,6
543,64,6849,8
543,64,6849,8
543,64,6849,8
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,7099,0
543,64,6577,14
543,64,6577,9
543,64,6577,10
543,64,6577,11
544,72,3424,6
544,72,4504,5
544,72,4504,10
544,72,4672,7
544,72,4691,7
544,72,4756,8
544,72,4756,10
544,72,5062,12
544,72,5062,4
544,72,5062,5
544,72,5100,28
544,72,5100,6
544,72,5100,14
544,72,5100,3
544,72,5100,7
544,72,5256,8
544,72,5256,11
544,72,5459,3
544,72,5248,14
544,72,5248,4
544,72,5248,9
545,72,4648,3
545,72,4657,4
545,72,4657,8
545,72,4210,4
545,72,4210,23
545,72,5740,6
545,72,5740,6
545,72,5740,8
545,72,5740,8
545,72,5740,4
545,72,5740,8
546,72,2773,4
546,72,2801,12
546,72,2801,7
546,72,4421,12
546,72,4421,5
546,72,4426,6
546,72,4426,5
546,72,4426,3
546,72,4519,7
546,72,4519,4
546,72,4519,6
546,72,4525,4
546,72,4525,9
546,72,4525,8
546,72,4525,8
546,72,4527,6
546,72,5907,4
546,72,5198,6
546,72,5198,4
546,72,5198,6
546,72,5198,6
546,72,5198,6
546,72,5198,7
546,72,5198,6
546,72,5198,7
546,72,5198,7
546,72,5198,7
546,72,4530,7
546,72,4530,3
546,72,4530,2
546,72,4530,2
546,72,4530,3
546,72,4530,3
546,72,4530,3
546,72,4530,3
546,72,4530,3
546,72,4530,3
546,72,4530,3
546,72,4530,2
546,72,4530,3
546,72,4530,3
548,72,2391,8
548,72,5654,9
548,72,5670,7
548,72,5670,3
549,72,5005,3
549,72,5005,5
549,72,5005,10
549,72,5816,5
549,72,5817,7
550,61,3146,5
550,61,3146,9
550,61,3178,8
550,61,4178,5
550,61,5678,4
550,61,5678,11
550,61,5994,5
550,61,5994,6
550,61,4757,4
550,61,3144,9
551,61,4134,9
551,61,5637,5
551,61,5637,6
551,61,3084,0
551,61,3084,11
551,61,4169,0
551,61,4169,0
551,61,4169,0
551,61,4169,0
552,61,5979,6
552,61,5007,6
552,61,5981,10
552,61,5981,10
552,61,5981,0
552,61,5981,0
552,61,5981,0
552,61,5981,0
552,61,5981,0
552,61,5609,13
553,9,1590,12
553,9,1996,7
553,9,1996,7
553,9,3311,11
553,9,3311,9
553,9,3397,6
553,9,3163,8
553,9,4303,10
554,59,840,5
554,59,840,8
554,59,840,3
554,59,840,9
554,59,920,4
554,59,2699,3
554,59,3071,33
554,59,3071,4
554,59,3074,7
554,59,5267,5
554,59,5267,3
554,59,5267,3
554,59,7339,10
554,59,4206,5
554,59,4206,5
554,59,2465,2
554,59,5815,4
557,61,3988,7
557,61,3988,6
557,61,3988,7
557,61,4100,4
557,61,4100,5
557,61,4700,3
