Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,,,,,,,,
159,16,2336,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,76.83%,55.01%,35.2,70.00%,84.40%,71.60%,79.30%,,,,,,,,
159,16,2336,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202225,69.09%,53.66%,25,66.00%,62.90%,71.80%,76.90%,,,,,,,,
159,16,2341,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202225,76.77%,87.28%,20.5,70.60%,75.90%,67.50%,80.60%,,,,,,,,
159,16,2341,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,55.41%,90.72%,14.7,48.50%,64.50%,53.70%,55.60%,,,,,,,,
160,16,2095,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,70.59%,41.33%,35.3,66.70%,55.60%,68.80%,84.00%,,,,,,,,
160,16,2095,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,78.48%,41.55%,23.6,81.50%,82.20%,79.60%,71.50%,,,,,,,,
160,16,2157,DOORDASH,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202225,90.79%,80.77%,15.9,88.90%,97.10%,90.90%,88.10%,,,,,,,,
160,16,2157,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,75.64%,82.10%,21.7,58.80%,76.60%,80.00%,76.90%,,,,,,,,
160,16,2157,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.19%,83.82%,18,75.90%,90.30%,90.80%,88.80%,,,,,,,,
160,16,2366,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,80.50%,73.93%,15.7,88.30%,70.20%,66.00%,87.50%,,,,,,,,
160,16,2953,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,82.30%,96.83%,17.6,86.70%,75.80%,94.70%,80.40%,,,,,,,,
160,16,2953,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,89.17%,94.38%,14.2,87.10%,91.40%,87.10%,89.10%,,,,,,,,
161,16,1873,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,84.88%,78.20%,14.9,93.20%,78.20%,78.30%,89.90%,,,,,,,,
161,16,1964,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,63.64%,47.37%,24.2,100.00%,57.10%,37.50%,80.00%,,,,,,,,
161,16,1964,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,76.78%,61.83%,17,93.10%,69.20%,68.80%,82.10%,,,,,,,,
161,16,2225,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,83.20%,84.51%,19.3,87.60%,87.70%,73.90%,87.30%,,,,,,,,
161,16,2225,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.40%,87.66%,16,89.10%,86.60%,74.50%,91.40%,,,,,,,,
161,16,2261,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Recovering,Store Focus,202225,66.22%,66.25%,15.1,100.00%,55.60%,79.20%,61.30%,,,,,,,,
161,16,2283,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,58.33%,51.30%,30.3,81.10%,48.70%,50.00%,55.20%,,,,,,,,
161,16,2283,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,71.08%,60.51%,20.2,85.40%,72.90%,56.30%,67.70%,,,,,,,,
180,16,1939,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,76.47%,95.00%,10,57.10%,100.00%,100.00%,85.70%,,,,,,,,
180,16,1939,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,90.58%,80.45%,13.9,94.10%,91.70%,92.50%,84.30%,,,,,,,,
180,16,2202,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202225,89.49%,96.99%,8.8,77.00%,95.20%,89.30%,96.50%,,,,,,,,
181,16,2224,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,49.49%,94.74%,8.2,57.60%,38.50%,25.00%,65.50%,,,,,,,,
181,16,2369,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202225,94.12%,91.11%,6.9,75.00%,100.00%,100.00%,87.50%,,,,,,,,
181,16,2369,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,57.33%,90.12%,11.1,53.30%,70.80%,35.00%,68.80%,,,,,,,,
181,16,2682,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Recovering,Store Focus,202225,79.28%,76.11%,10.5,95.20%,82.10%,92.60%,45.80%,,,,,,,,
181,16,2682,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,91.28%,84.25%,12,98.20%,94.90%,88.70%,82.20%,,,,,,,,
183,16,1698,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,84.30%,81.97%,15.4,70.00%,70.60%,71.40%,95.50%,,,,,,,,
183,16,1788,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,81.48%,90.63%,13.7,50.00%,90.00%,75.00%,85.70%,,,,,,,,
183,16,2055,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202225,89.25%,72.63%,15.1,90.50%,88.20%,75.00%,94.90%,,,,,,,,
183,16,2055,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,67.35%,67.88%,14.6,68.20%,54.90%,74.60%,72.20%,,,,,,,,
183,16,2130,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202225,0.00%,100.00%,14.7,,,,0.00%,,,,,,,,
183,16,2130,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,78.22%,82.82%,10,64.50%,92.10%,82.10%,85.40%,,,,,,,,
183,16,2153,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,81.69%,61.47%,15,78.20%,74.40%,86.30%,86.10%,,,,,,,,
184,16,1796,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,83.96%,71.83%,14.9,89.40%,81.70%,79.60%,86.60%,,,,,,,,
184,16,2399,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,71.20%,80.92%,20.3,73.30%,57.10%,51.70%,88.90%,,,,,,,,
296,26,1191,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,85.66%,76.77%,17.5,92.10%,81.80%,78.80%,92.40%,,,,,,,,
296,26,1191,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202225,81.09%,79.47%,14.4,91.50%,68.20%,82.90%,79.20%,,,,,,,,
296,26,1287,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,65.39%,63.13%,24.5,63.50%,74.20%,56.80%,65.50%,,,,,,,,
296,26,1287,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,74.29%,71.55%,20.1,68.00%,80.60%,73.50%,74.10%,,,,,,,,
296,26,1288,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202225,82.76%,83.61%,13.8,93.30%,71.40%,85.00%,77.80%,,,,,,,,
296,26,2137,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202225,77.58%,81.67%,14.5,69.20%,79.60%,87.00%,68.00%,,,,,,,,
296,26,2137,UBER,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202225,93.10%,80.65%,6.8,100.00%,100.00%,100.00%,77.80%,,,,,,,,
296,26,2137,UBER,Scheduled Standard Delivery,45,Executive Review,Degrading,Store Focus,202225,70.70%,75.52%,18.4,57.10%,67.60%,79.70%,64.90%,,,,,,,,
296,26,3182,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,89.07%,92.05%,9.6,0.00%,87.50%,87.30%,92.00%,,,,,,,,
296,26,5346,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202225,81.53%,85.61%,15.8,65.90%,86.40%,83.80%,85.50%,,,,,,,,
296,26,5346,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,82.45%,82.26%,17.2,77.60%,79.50%,84.10%,88.50%,,,,,,,,
297,26,1614,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,86.44%,84.03%,13.4,82.60%,88.80%,85.00%,94.60%,,,,,,,,
297,26,2058,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,82.13%,89.58%,14.9,84.60%,76.30%,82.80%,85.20%,,,,,,,,
297,26,2058,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,83.25%,88.49%,20.5,89.10%,78.20%,82.70%,85.50%,,,,,,,,
297,26,4250,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202225,60.87%,59.52%,25.5,73.00%,62.50%,76.00%,35.20%,,,,,,,,
297,26,4250,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202225,91.67%,65.79%,24.4,100.00%,93.80%,,75.00%,,,,,,,,
297,26,4250,UBER,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,61.44%,51.87%,32.8,80.00%,61.90%,75.00%,46.00%,,,,,,,,
297,26,4484,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,85.75%,79.72%,16.5,89.20%,90.70%,85.30%,77.70%,,,,,,,,
297,26,4484,UBER,Scheduled Standard Delivery,24,Executive Review,Recovering,Store Focus,202225,87.34%,75.16%,18.9,95.20%,94.10%,85.20%,78.20%,,,,,,,,
297,26,5118,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,80.95%,74.71%,10.1,79.40%,80.00%,83.30%,86.30%,,,,,,,,
297,26,5118,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202225,92.00%,71.05%,14.9,89.30%,89.70%,100.00%,100.00%,,,,,,,,
297,26,5254,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202225,84.25%,63.19%,17,88.60%,83.00%,82.50%,84.10%,,,,,,,,
297,26,5254,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,79.37%,47.76%,19.8,84.60%,54.50%,92.00%,71.40%,,,,,,,,
298,26,1558,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,84.87%,76.03%,12.8,92.50%,86.30%,82.20%,82.30%,,,,,,,,
298,26,2704,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,-,Store Focus,202225,80.00%,100.00%,9.1,,,,80.00%,,,,,,,,
298,26,3304,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,90.11%,85.20%,13.4,95.20%,93.10%,82.20%,89.00%,,,,,,,,
298,26,3658,DOORDASH,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,85.95%,74.18%,25.8,81.20%,93.10%,83.60%,85.90%,,,,,,,,
298,26,3658,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,84.41%,75.48%,19,76.50%,87.80%,84.00%,89.30%,,,,,,,,
299,26,2836,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,-,Store Focus,202225,30.00%,9.09%,35.7,,,,30.00%,,,,,,,,
299,26,2836,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,71.42%,54.55%,19.2,72.90%,82.00%,68.90%,68.80%,,,,,,,,
299,26,4499,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,91.07%,92.44%,10.5,85.50%,89.60%,95.30%,95.60%,,,,,,,,
299,26,5046,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,80.17%,66.03%,20.7,94.80%,64.70%,77.80%,85.40%,,,,,,,,
299,26,5046,UBER,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202225,68.42%,54.35%,27.8,80.00%,57.10%,73.30%,66.20%,,,,,,,,
299,26,5743,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,79.59%,73.03%,19.3,73.50%,76.10%,82.80%,88.50%,,,,,,,,
300,26,1268,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,83.60%,86.07%,7.5,75.80%,91.40%,84.80%,82.80%,,,,,,,,
300,26,1268,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,59.26%,75.00%,10.7,50.00%,83.30%,20.00%,83.30%,,,,,,,,
300,26,1348,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,-,Store Focus,202225,50.00%,85.71%,11.6,,,42.90%,60.00%,,,,,,,,
300,26,1348,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,84.41%,71.27%,16.2,74.60%,77.90%,90.90%,90.80%,,,,,,,,
300,26,1392,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,65.41%,49.45%,20.4,26.80%,100.00%,65.80%,83.50%,,,,,,,,
300,26,1767,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,93.51%,90.57%,11.1,98.20%,96.00%,84.70%,95.20%,,,,,,,,
300,26,2772,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,60.98%,61.05%,15.1,80.60%,70.50%,47.80%,47.40%,,,,,,,,
300,26,2772,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,73.45%,71.70%,14,81.30%,71.40%,68.90%,71.40%,,,,,,,,
300,26,4273,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,77.15%,62.81%,19.1,66.30%,84.50%,75.60%,81.20%,,,,,,,,
300,26,4273,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,83.06%,63.81%,19.7,76.50%,86.90%,78.30%,87.60%,,,,,,,,
301,26,1197,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202225,70.00%,90.00%,13.3,85.70%,100.00%,100.00%,37.50%,,,,,,,,
301,26,1197,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,79.96%,66.36%,22.5,87.30%,93.60%,89.20%,50.40%,,,,,,,,
301,26,1527,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,87.79%,93.20%,14.9,87.50%,87.50%,92.00%,84.00%,,,,,,,,
302,26,1355,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,76.27%,53.91%,23.5,100.00%,90.50%,66.70%,77.40%,,,,,,,,
302,26,1355,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,88.50%,66.27%,16,95.60%,94.60%,83.30%,78.70%,,,,,,,,
308,26,1552,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,79.89%,73.76%,22.2,79.20%,91.10%,79.30%,68.10%,,,,,,,,
308,26,1552,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,60.00%,70.85%,29.9,69.60%,88.20%,54.80%,38.90%,,,,,,,,
308,26,2793,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202225,69.81%,52.04%,22.6,60.50%,52.30%,73.50%,84.30%,,,,,,,,
309,26,877,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,81.48%,67.72%,15.6,55.60%,81.00%,87.80%,91.60%,,,,,,,,
309,26,877,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,69.85%,64.64%,19,23.30%,64.00%,81.90%,86.00%,,,,,,,,
309,26,1010,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,91.64%,69.65%,14.3,89.30%,98.10%,96.60%,81.10%,,,,,,,,
309,26,1010,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,91.68%,74.85%,14.2,88.40%,97.00%,93.80%,86.90%,,,,,,,,
309,26,1097,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,61.74%,48.47%,41.8,68.40%,48.90%,62.80%,65.70%,,,,,,,,
309,26,1097,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,61.93%,55.34%,32.7,65.30%,61.60%,58.00%,62.70%,,,,,,,,
309,26,3700,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,76.68%,70.80%,19.4,76.00%,67.80%,78.00%,88.40%,,,,,,,,
309,26,3700,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,76.56%,69.33%,22.5,67.90%,70.10%,76.10%,89.60%,,,,,,,,
500,59,2414,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,89.66%,82.76%,18.4,75.00%,100.00%,100.00%,88.20%,,,,,,,,
500,59,4157,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,78.06%,62.47%,16.1,78.20%,81.10%,81.00%,71.60%,,,,,,,,
500,59,4157,UBER,Scheduled Standard Delivery,20,Executive Review,Recovering,Store Focus,202225,69.39%,58.46%,23.4,100.00%,50.00%,81.00%,61.50%,,,,,,,,
509,59,6176,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202225,100.00%,100.00%,10.1,,,100.00%,100.00%,,,,,,,,
509,59,6263,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202225,82.45%,78.21%,15.2,87.90%,87.90%,73.00%,80.30%,,,,,,,,
16,3,494,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202225,96.00%,86.21%,19.4,100.00%,87.50%,100.00%,100.00%,,,,,,,,
16,3,494,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,-,Store Focus,202225,84.82%,81.97%,16.7,,58.80%,92.90%,88.10%,,,,,,,,
16,3,494,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,87.27%,87.68%,13.1,87.90%,83.50%,84.70%,94.10%,,,,,,,,
27,3,588,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202225,91.71%,88.31%,15.4,95.50%,93.60%,93.40%,83.20%,,,,,,,,
27,3,843,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,80.45%,95.16%,9.1,84.40%,77.40%,71.80%,88.10%,,,,,,,,
27,3,889,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,78.71%,75.85%,15.9,90.80%,58.60%,85.70%,81.80%,,,,,,,,
27,3,2615,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202225,80.00%,81.25%,18.1,44.40%,83.30%,100.00%,100.00%,,,,,,,,
28,3,556,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,91.67%,66.67%,11.7,80.00%,100.00%,100.00%,100.00%,,,,,,,,
28,3,556,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,86.43%,75.42%,11.3,79.70%,72.70%,100.00%,94.40%,,,,,,,,
28,3,593,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,79.63%,67.24%,23.8,83.30%,66.70%,81.80%,84.60%,,,,,,,,
28,3,593,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,76.68%,67.38%,16.8,72.70%,73.00%,80.30%,83.00%,,,,,,,,
28,3,639,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,71.20%,55.87%,21.9,52.90%,65.50%,74.60%,87.00%,,,,,,,,
28,3,836,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,86.87%,78.35%,14.8,81.80%,88.00%,87.20%,91.10%,,,,,,,,
28,3,864,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,83.00%,73.28%,20.1,78.30%,89.40%,80.70%,83.20%,,,,,,,,
30,3,754,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,85.46%,74.27%,14.3,80.90%,77.10%,90.80%,91.40%,,,,,,,,
30,3,754,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,83.56%,73.65%,13.4,75.00%,75.60%,88.10%,86.40%,,,,,,,,
30,3,1227,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,87.74%,72.89%,15.4,87.30%,83.60%,89.40%,91.30%,,,,,,,,
30,3,1227,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,85.35%,70.00%,22.5,76.50%,85.70%,90.00%,84.30%,,,,,,,,
32,3,1367,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,88.76%,81.39%,14.9,82.70%,89.50%,85.50%,97.00%,,,,,,,,
93,3,551,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,80.21%,72.47%,20.3,83.30%,90.70%,70.50%,79.10%,,,,,,,,
93,3,551,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,87.10%,78.07%,18.3,93.40%,95.80%,71.10%,85.00%,,,,,,,,
93,3,697,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,85.74%,77.27%,15.2,87.10%,86.80%,79.50%,90.00%,,,,,,,,
93,3,1081,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202225,77.76%,76.73%,24.8,88.00%,66.80%,65.30%,87.80%,,,,,,,,
93,3,1081,UBER,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,67.92%,72.24%,28.7,85.20%,45.10%,56.90%,82.10%,,,,,,,,
93,3,3877,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,87.63%,83.35%,10.2,72.10%,96.00%,91.70%,90.80%,,,,,,,,
94,3,563,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,86.42%,80.47%,17.4,89.50%,78.90%,87.60%,91.00%,,,,,,,,
94,3,582,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,79.46%,60.71%,19.2,73.70%,83.10%,83.10%,76.70%,,,,,,,,
94,3,582,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,82.08%,61.46%,22.2,85.60%,83.40%,86.30%,71.10%,,,,,,,,
94,3,857,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,92.58%,89.76%,13.5,91.90%,93.60%,89.40%,95.40%,,,,,,,,
94,3,1391,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,77.64%,66.86%,17.8,65.50%,86.40%,64.60%,92.50%,,,,,,,,
94,3,1391,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,84.24%,67.65%,18,77.60%,88.80%,75.70%,94.90%,,,,,,,,
97,3,1408,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,93.89%,97.63%,12.5,96.50%,96.80%,93.10%,89.80%,,,,,,,,
98,3,928,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,90.09%,81.78%,12.2,92.80%,90.60%,90.10%,86.90%,,,,,,,,
98,3,928,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,85.57%,82.30%,13.5,89.70%,74.70%,85.70%,91.20%,,,,,,,,
98,3,3309,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,81.30%,85.03%,11.7,79.40%,86.20%,79.20%,80.10%,,,,,,,,
98,3,3309,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,83.37%,84.39%,13.8,81.40%,84.40%,82.90%,84.20%,,,,,,,,
98,3,4444,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,86.85%,91.91%,12.7,89.00%,88.70%,81.60%,88.50%,,,,,,,,
98,3,5037,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,87.93%,77.12%,11.4,78.20%,91.20%,89.60%,91.00%,,,,,,,,
98,3,5037,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,89.23%,77.72%,12,87.10%,89.90%,91.00%,88.80%,,,,,,,,
101,3,1083,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,84.65%,88.41%,18.4,89.70%,81.30%,80.90%,87.90%,,,,,,,,
101,3,1090,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202225,85.19%,100.00%,14.4,,,100.00%,77.80%,,,,,,,,
101,3,1219,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,87.04%,85.41%,12.6,83.80%,86.30%,84.80%,93.60%,,,,,,,,
101,3,1219,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,91.90%,82.88%,14.8,91.80%,92.40%,89.20%,93.90%,,,,,,,,
546,72,4517,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,96.43%,85.71%,10.7,85.70%,100.00%,100.00%,100.00%,,,,,,,,
554,59,920,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202225,92.36%,86.95%,13.3,97.10%,87.50%,87.80%,96.40%,,,,,,,,
197,19,2872,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,91.47%,92.17%,9.3,83.50%,94.50%,93.80%,95.20%,,,,,,,,
197,19,3336,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,88.78%,93.34%,11,85.20%,83.50%,93.10%,95.20%,,,,,,,,
197,19,3476,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,78.67%,66.67%,17.6,80.00%,69.40%,81.30%,83.50%,,,,,,,,
