Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,,,,,,,,
197,19,4383,DOORDASH,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202225,50.85%,68.23%,21.7,55.00%,34.50%,54.70%,53.10%,,,,,,,,
197,19,4383,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202225,75.09%,72.81%,18.1,57.70%,79.80%,73.90%,81.30%,,,,,,,,
197,19,5842,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,88.54%,90.89%,12.4,81.10%,92.00%,89.70%,93.60%,,,,,,,,
200,19,2238,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,81.82%,96.61%,10.4,73.30%,91.70%,83.30%,81.30%,,,,,,,,
200,19,3453,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,87.97%,79.19%,10,86.50%,85.30%,88.10%,91.20%,,,,,,,,
200,19,3876,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,75.47%,81.13%,12.6,42.90%,68.40%,100.00%,84.20%,,,,,,,,
201,19,2061,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,73.17%,80.45%,10.7,58.70%,64.50%,84.10%,83.70%,,,,,,,,
201,19,5280,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202225,72.28%,70.03%,16.2,43.80%,72.40%,78.20%,84.80%,,,,,,,,
202,19,5472,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,89.58%,94.90%,9,86.20%,86.40%,91.70%,94.90%,,,,,,,,
203,19,1754,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,91.08%,85.92%,8.7,94.10%,91.00%,87.80%,91.60%,,,,,,,,
203,19,2618,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,92.77%,92.33%,11.9,89.70%,94.30%,94.80%,92.00%,,,,,,,,
203,19,2618,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,89.15%,94.18%,9.9,89.80%,89.40%,87.20%,90.00%,,,,,,,,
203,19,2700,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202225,92.15%,98.07%,7.8,87.80%,92.10%,93.40%,95.10%,,,,,,,,
203,19,2869,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,77.50%,70.40%,20,65.30%,87.50%,82.80%,88.90%,,,,,,,,
203,19,5048,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202225,91.85%,97.14%,8.4,87.90%,95.50%,90.70%,93.30%,,,,,,,,
203,19,5893,DOORDASH,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202225,90.91%,88.57%,16.9,100.00%,87.50%,85.70%,92.30%,,,,,,,,
203,19,5893,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202225,92.00%,88.72%,16.8,94.90%,88.00%,97.10%,89.80%,,,,,,,,
203,19,5893,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202225,91.94%,90.77%,12.7,91.60%,92.10%,93.90%,89.80%,,,,,,,,
204,19,2619,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,81.01%,89.16%,11.5,72.70%,77.80%,88.90%,85.70%,,,,,,,,
204,19,5097,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,81.03%,96.72%,6,82.40%,71.40%,77.80%,87.50%,,,,,,,,
205,19,1611,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202225,88.10%,95.29%,8.3,86.40%,90.90%,80.00%,95.00%,,,,,,,,
205,19,2354,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,82.00%,83.64%,10.7,66.30%,84.20%,84.40%,89.30%,,,,,,,,
205,19,3726,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,88.01%,60.94%,16.3,84.30%,91.80%,88.80%,86.60%,,,,,,,,
206,19,2559,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,90.34%,88.06%,11.1,85.50%,92.50%,89.90%,93.30%,,,,,,,,
206,19,2873,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,73.38%,81.16%,13.6,65.20%,65.10%,75.20%,88.90%,,,,,,,,
206,19,3487,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,88.20%,93.99%,9.8,85.80%,90.50%,86.60%,90.10%,,,,,,,,
206,19,4424,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202225,82.55%,81.48%,12.5,69.70%,83.50%,86.60%,92.40%,,,,,,,,
206,19,5844,DOORDASH,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202225,78.82%,77.04%,18.3,73.60%,80.10%,75.50%,86.00%,,,,,,,,
206,19,5844,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202225,82.16%,77.92%,15.6,74.30%,82.20%,83.70%,92.60%,,,,,,,,
207,19,5028,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202225,90.55%,86.13%,13.1,93.50%,93.40%,81.70%,93.30%,,,,,,,,
207,19,5030,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,90.46%,81.83%,12.2,94.60%,96.10%,77.80%,93.00%,,,,,,,,
238,19,1618,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,68.18%,77.14%,18.7,76.50%,52.90%,81.80%,50.00%,,,,,,,,
238,19,2276,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,87.43%,69.33%,12.9,91.50%,90.30%,89.30%,79.70%,,,,,,,,
238,19,2817,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,87.11%,80.17%,12.4,89.50%,96.30%,86.20%,79.40%,,,,,,,,
238,19,2818,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,85.10%,84.10%,15.1,84.40%,86.00%,81.60%,88.80%,,,,,,,,
238,19,2818,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.11%,85.55%,13.3,73.90%,92.20%,84.10%,86.30%,,,,,,,,
238,19,4631,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,87.72%,93.39%,14.6,90.00%,83.10%,89.40%,89.00%,,,,,,,,
238,19,4631,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,82.75%,93.31%,12.4,73.70%,83.70%,89.50%,83.90%,,,,,,,,
238,19,5404,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202225,75.42%,73.79%,17.2,70.80%,77.50%,75.30%,76.90%,,,,,,,,
345,44,838,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,84.30%,80.51%,21.8,89.70%,84.10%,79.30%,87.20%,,,,,,,,
345,44,838,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,88.60%,83.02%,18.3,93.70%,94.50%,77.70%,89.90%,,,,,,,,
351,44,103,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,73.00%,73.08%,14.1,81.30%,65.20%,78.80%,67.90%,,,,,,,,
352,44,389,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,87.60%,80.37%,15.4,87.60%,77.90%,90.10%,94.10%,,,,,,,,
352,44,389,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,82.42%,77.64%,15.6,84.80%,73.60%,81.80%,90.40%,,,,,,,,
352,44,1626,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,75.27%,76.42%,16.1,85.70%,69.70%,78.60%,72.20%,,,,,,,,
353,44,743,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,86.73%,65.71%,16.1,100.00%,75.00%,89.50%,88.20%,,,,,,,,
125,13,1163,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,82.23%,71.35%,18.7,96.10%,64.00%,80.30%,87.00%,,,,,,,,
125,13,5022,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202225,83.86%,78.32%,19,85.20%,80.30%,79.20%,89.70%,,,,,,,,
128,13,541,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,74.15%,59.03%,19.8,73.30%,74.30%,83.00%,66.00%,,,,,,,,
128,13,989,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202225,73.95%,53.42%,22,94.80%,50.00%,76.50%,84.30%,,,,,,,,
128,13,1342,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,72.68%,74.80%,24.2,86.10%,37.90%,86.20%,79.40%,,,,,,,,
128,13,1353,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202225,90.65%,86.61%,14.4,93.20%,95.00%,91.80%,84.80%,,,,,,,,
128,13,4129,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,69.35%,60.92%,24.8,61.30%,55.10%,68.90%,89.90%,,,,,,,,
129,13,1016,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,86.29%,74.01%,13.1,80.00%,91.50%,80.00%,89.10%,,,,,,,,
129,13,2913,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202225,90.86%,82.77%,17.4,94.60%,98.80%,95.70%,76.70%,,,,,,,,
130,13,839,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202225,85.87%,80.40%,20.7,90.30%,98.00%,72.80%,93.10%,,,,,,,,
130,13,839,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202225,90.30%,88.94%,11.7,90.70%,95.70%,82.80%,93.30%,,,,,,,,
130,13,935,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202225,87.27%,80.35%,13.1,70.10%,90.80%,87.40%,93.30%,,,,,,,,
130,13,1102,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,74.12%,61.93%,23.1,72.40%,65.20%,70.90%,87.60%,,,,,,,,
130,13,1102,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202225,80.45%,66.13%,18.1,82.20%,73.20%,77.10%,88.80%,,,,,,,,
130,13,1206,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202225,66.52%,60.28%,16.5,71.70%,48.90%,83.70%,77.20%,,,,,,,,
130,13,1206,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202225,77.64%,72.16%,12.9,92.70%,55.20%,82.50%,84.40%,,,,,,,,
130,13,1266,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202225,83.96%,75.83%,13.7,79.50%,82.40%,79.00%,92.70%,,,,,,,,
130,13,1266,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,88.59%,80.32%,10.5,86.40%,87.70%,85.60%,93.20%,,,,,,,,
130,13,4683,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202225,84.55%,65.85%,11.6,100.00%,73.60%,82.40%,92.50%,,,,,,,,
131,13,1136,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,82.12%,72.85%,12.6,81.40%,86.00%,78.70%,80.20%,,,,,,,,
131,13,2132,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,88.08%,82.66%,11.7,90.00%,89.80%,93.80%,76.10%,,,,,,,,
131,13,2132,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,82.35%,75.93%,19.8,90.90%,72.20%,91.70%,80.00%,,,,,,,,
131,13,3288,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202225,81.55%,65.39%,19.6,91.60%,78.00%,89.10%,67.10%,,,,,,,,
131,13,4679,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,89.88%,74.31%,16.9,91.50%,93.30%,87.00%,85.80%,,,,,,,,
131,13,5056,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,69.84%,68.66%,17.1,76.90%,100.00%,65.00%,33.30%,,,,,,,,
131,13,5056,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202225,81.82%,77.92%,13.2,93.00%,88.40%,68.00%,80.60%,,,,,,,,
132,13,415,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,92.71%,84.75%,9.3,86.80%,89.90%,96.20%,93.10%,,,,,,,,
132,13,543,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Recovering,Driver Supply Focus,202225,100.00%,100.00%,8.1,100.00%,100.00%,,,,,,,,,,
134,13,539,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202225,69.12%,60.81%,29.7,75.00%,41.70%,68.00%,81.50%,,,,,,,,
134,13,539,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,77.70%,59.24%,17,74.40%,61.80%,87.80%,87.50%,,,,,,,,
140,13,365,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202225,83.59%,82.44%,15.9,92.60%,77.40%,78.50%,88.90%,,,,,,,,
140,13,875,POINTPICKUP,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202225,79.56%,91.16%,17,85.00%,65.00%,75.70%,85.00%,,,,,,,,
140,13,875,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202225,89.24%,90.82%,13.4,87.00%,91.00%,89.50%,89.20%,,,,,,,,
140,13,1710,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202225,82.35%,68.57%,19.4,100.00%,92.90%,66.70%,71.40%,,,,,,,,
140,13,1710,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202225,84.71%,81.76%,14.2,91.80%,86.10%,75.50%,88.10%,,,,,,,,
140,13,2755,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202225,82.35%,36.84%,25.7,100.00%,100.00%,100.00%,75.00%,,,,,,,,
140,13,2755,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,81.14%,63.34%,18.2,84.70%,81.70%,72.80%,83.80%,,,,,,,,
140,13,3059,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202225,88.34%,88.83%,8.8,87.60%,89.20%,87.70%,89.00%,,,,,,,,
140,13,6469,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202225,85.29%,78.92%,12.4,83.00%,79.70%,92.50%,85.00%,,,,,,,,
141,13,501,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,76.56%,74.63%,18.1,70.60%,81.30%,93.30%,62.50%,,,,,,,,
141,13,916,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202225,67.84%,59.33%,23.7,59.30%,56.60%,72.30%,77.10%,,,,,,,,
141,13,1025,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202225,72.97%,80.95%,26.4,67.40%,77.00%,65.80%,80.80%,,,,,,,,
143,13,1346,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,91.56%,65.31%,16.8,93.90%,92.00%,87.90%,92.80%,,,,,,,,
541,64,4048,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,87.96%,70.44%,15.6,90.10%,79.20%,82.20%,98.60%,,,,,,,,
541,64,4659,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,89.43%,89.06%,10,86.60%,89.50%,91.40%,90.20%,,,,,,,,
541,64,5327,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,86.93%,78.87%,13.9,95.60%,48.90%,90.10%,97.90%,,,,,,,,
541,64,7262,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,82.01%,65.98%,9.3,79.50%,80.10%,77.90%,90.50%,,,,,,,,
543,64,3703,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,85.49%,72.28%,19.2,89.90%,86.70%,85.40%,79.50%,,,,,,,,
4,12,118,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Driver Supply Focus,202225,84.55%,97.78%,6.9,72.00%,84.00%,84.60%,94.10%,,,,,,,,
5,12,332,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,77.12%,68.89%,14.7,77.00%,79.20%,69.30%,90.90%,,,,,,,,
5,12,375,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,46.15%,61.54%,16.2,66.70%,40.00%,33.30%,50.00%,,,,,,,,
5,12,375,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,89.45%,82.24%,13.2,95.40%,87.50%,82.90%,94.70%,,,,,,,,
5,12,7324,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202225,89.12%,81.21%,14.4,88.50%,88.60%,83.10%,97.10%,,,,,,,,
5,12,7324,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,89.08%,79.84%,13.2,87.20%,95.20%,84.30%,89.50%,,,,,,,,
136,12,155,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,83.76%,62.98%,15.1,84.30%,88.50%,74.50%,88.90%,,,,,,,,
136,12,182,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Recovering,Store Focus,202225,89.29%,85.71%,8.8,100.00%,100.00%,100.00%,81.30%,,,,,,,,
136,12,699,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,80.77%,89.66%,11.9,50.00%,100.00%,75.00%,83.30%,,,,,,,,
136,12,699,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,87.33%,70.52%,14.2,84.60%,82.60%,90.20%,93.50%,,,,,,,,
137,12,661,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,89.07%,81.86%,13.9,92.80%,92.70%,79.50%,92.10%,,,,,,,,
137,12,661,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,91.72%,84.14%,12.3,96.20%,88.70%,85.20%,100.00%,,,,,,,,
137,12,662,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,73.33%,56.25%,12.1,50.00%,100.00%,50.00%,100.00%,,,,,,,,
137,12,766,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202225,80.00%,54.84%,16.9,72.70%,75.00%,50.00%,100.00%,,,,,,,,
137,12,766,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,71.43%,58.26%,16,82.50%,52.90%,68.30%,76.70%,,,,,,,,
137,12,1124,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Recovering,Store Focus,202225,78.67%,74.70%,10.9,100.00%,90.90%,77.30%,74.40%,,,,,,,,
137,12,5703,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202225,84.85%,66.67%,14.2,100.00%,80.00%,100.00%,69.20%,,,,,,,,
144,12,175,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,89.77%,74.53%,15.3,91.90%,88.60%,89.90%,89.70%,,,,,,,,
144,12,1248,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,85.34%,82.78%,14.3,82.90%,85.30%,89.40%,84.30%,,,,,,,,
144,12,2846,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,78.22%,67.57%,14.8,76.50%,82.60%,73.30%,84.80%,,,,,,,,
145,12,94,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,89.96%,82.38%,13.5,89.20%,73.60%,92.90%,95.80%,,,,,,,,
145,12,950,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202225,61.42%,55.27%,26.7,72.40%,18.10%,72.90%,81.90%,,,,,,,,
145,12,1561,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,74.47%,70.75%,16.9,68.40%,59.60%,77.80%,83.30%,,,,,,,,
145,12,1561,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,75.81%,71.05%,17.9,63.00%,36.40%,83.30%,83.00%,,,,,,,,
147,12,192,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202225,91.42%,71.54%,13.5,86.10%,93.60%,90.10%,95.00%,,,,,,,,
149,12,673,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202225,80.46%,76.76%,16.4,72.90%,65.30%,76.80%,88.60%,,,,,,,,
149,12,4435,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,80.23%,80.66%,13.3,85.50%,86.90%,64.10%,84.70%,,,,,,,,
153,12,4482,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,76.62%,84.88%,8.5,61.10%,88.20%,75.00%,83.30%,,,,,,,,
153,12,5058,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,76.83%,68.70%,21.8,77.80%,81.30%,82.00%,66.00%,,,,,,,,
153,12,7020,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,81.02%,64.06%,19.8,86.10%,71.80%,80.50%,86.00%,,,,,,,,
492,72,5122,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,83.17%,77.24%,10.8,77.90%,87.80%,75.30%,92.30%,,,,,,,,
492,72,5122,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,77.19%,71.67%,16,58.30%,90.00%,50.00%,81.80%,,,,,,,,
566,59,5119,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202225,84.00%,100.00%,6.6,85.70%,83.30%,83.30%,83.30%,,,,,,,,
566,59,7342,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,202225,77.25%,71.66%,19.1,100.00%,83.30%,77.00%,52.50%,,,,,,,,
566,59,7342,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202225,85.75%,79.39%,14.1,98.70%,94.70%,75.50%,63.70%,,,,,,,,
467,60,4137,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,91.34%,82.91%,10.5,84.40%,93.60%,94.50%,91.10%,,,,,,,,
469,60,2722,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,79.73%,77.79%,12.5,85.80%,82.50%,85.10%,69.30%,,,,,,,,
470,60,3478,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202225,83.33%,90.38%,9.7,82.90%,82.50%,79.40%,88.60%,,,,,,,,
471,60,3053,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,86.33%,89.01%,9.6,82.50%,84.30%,88.70%,87.00%,,,,,,,,
471,60,5628,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202225,94.55%,91.79%,7.9,98.00%,98.80%,86.10%,94.80%,,,,,,,,
471,60,5628,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,72.75%,86.72%,8.6,74.60%,73.80%,72.70%,69.20%,,,,,,,,
474,60,4395,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,79.67%,79.83%,14.4,83.60%,76.80%,81.30%,79.00%,,,,,,,,
476,60,5899,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,89.64%,88.06%,10.4,92.40%,85.90%,92.50%,87.60%,,,,,,,,
476,60,5899,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202225,61.12%,89.80%,8.6,51.30%,53.10%,63.10%,77.30%,,,,,,,,
477,60,5935,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202225,91.11%,94.97%,6.4,88.20%,95.20%,92.70%,88.40%,,,,,,,,
478,60,2075,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,84.21%,71.84%,8,94.70%,80.00%,76.00%,88.50%,,,,,,,,
514,60,2385,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,86.85%,80.89%,12.9,90.20%,83.40%,87.80%,87.20%,,,,,,,,
514,60,2385,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,86.13%,84.68%,10.2,81.90%,87.30%,88.20%,86.70%,,,,,,,,
514,60,2516,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202225,83.65%,85.86%,12.4,75.00%,84.60%,87.00%,88.00%,,,,,,,,
514,60,2516,UBER,Scheduled Express Delivery ,6,At Risk,Degrading,Store Focus,202225,88.69%,80.53%,8.5,85.00%,93.30%,95.60%,81.00%,,,,,,,,
514,60,2516,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,75.03%,84.10%,12,65.30%,80.00%,80.00%,68.20%,,,,,,,,
514,60,3794,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,82.20%,82.48%,13.1,79.40%,80.30%,80.90%,88.50%,,,,,,,,
550,61,3098,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,82.00%,83.38%,9.2,74.10%,82.70%,83.40%,88.30%,,,,,,,,
550,61,5994,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202225,90.12%,94.47%,6.2,87.30%,90.70%,88.70%,94.10%,,,,,,,,
243,25,1160,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202225,72.44%,93.83%,8.7,76.20%,79.80%,69.60%,64.00%,,,,,,,,
243,25,1476,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202225,93.50%,88.89%,11.6,92.30%,87.50%,91.20%,97.80%,,,,,,,,
243,25,2691,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,85.92%,90.79%,14.6,78.60%,90.80%,89.50%,84.60%,,,,,,,,
249,25,1580,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,74.71%,61.58%,23.3,60.00%,75.10%,72.50%,84.00%,,,,,,,,
249,25,1580,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,72.51%,64.08%,21.6,66.70%,77.10%,65.80%,79.50%,,,,,,,,
