STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
1439,CLUSTER 4,CLUSTER 4,24,202537
1440,CLUSTER 4,CLUSTER 4,26,202537
1441,CLUSTER 4,CLUSTER 4,20,202537
1442,CLUSTER 4,CLUSTER 4,18,202537
1449,CLUSTER 4,CLUSTER 4,20,202537
1453,CLUSTER 4,CLUSTER 4,26,202537
1456,CLUSTER 4,CLUSTER 4,14,202537
1461,CLUSTER 4,CLUSTER 4,20,202537
1474,CLUSTER 4,CLUSTER 4,20,202537
1503,CLUSTER 4,CLUSTER 4,12,202537
1512,CLUSTER 4,CLUSTER 4,16,202537
1523,CLUSTER 4,CLUSTER 4,24,202537
1532,CLUSTER 4,CLUSTER 4,14,202537
1533,CLUSTER 4,CLUSTER 4,24,202537
1554,CLUSTER 4,CLUSTER 4,24,202537
1556,CLUSTER 4,CLUSTER 4,24,202537
1563,CLUSTER 4,CLUSTER 4,22,202537
1571,CLUSTER 4,CLUSTER 4,24,202537
1572,CLUSTER 4,CLUSTER 4,24,202537
1584,CLUSTER 4,CLUSTER 4,22,202537
1588,CLUSTER 4,CLUSTER 4,#N/A,202537
1598,CLUSTER 4,CLUSTER 4,16,202537
1600,CLUSTER 4,CLUSTER 4,24,202537
1612,CLUSTER 4,CLUSTER 4,20,202537
1630,CLUSTER 4,CLUSTER 4,16,202537
1635,CLUSTER 4,CLUSTER 4,20,202537
1645,CLUSTER 4,CLUSTER 4,24,202537
1646,CLUSTER 4,CLUSTER 4,16,202537
1648,CLUSTER 4,CLUSTER 4,24,202537
1651,CLUSTER 4,CLUSTER 4,22,202537
1672,CLUSTER 4,CLUSTER 4,16,202537
1678,CLUSTER 4,CLUSTER 4,16,202537
1679,CLUSTER 4,CLUSTER 4,20,202537
1681,CLUSTER 4,CLUSTER 4,20,202537
1686,CLUSTER 4,CLUSTER 4,22,202537
1688,CLUSTER 4,CLUSTER 4,16,202537
1698,CLUSTER 4,CLUSTER 4,16,202537
1699,CLUSTER 4,CLUSTER 4,22,202537
1700,CLUSTER 4,CLUSTER 4,22,202537
1704,CLUSTER 4,CLUSTER 4,16,202537
1708,CLUSTER 4,CLUSTER 4,22,202537
1726,CLUSTER 4,CLUSTER 4,22,202537
1735,CLUSTER 4,CLUSTER 4,22,202537
1746,CLUSTER 4,CLUSTER 4,22,202537
1749,CLUSTER 4,CLUSTER 4,20,202537
1760,CLUSTER 4,CLUSTER 4,22,202537
1768,CLUSTER 4,CLUSTER 4,24,202537
1772,CLUSTER 4,CLUSTER 4,22,202537
1778,CLUSTER 4,CLUSTER 4,22,202537
1780,CLUSTER 4,CLUSTER 4,16,202537
1784,CLUSTER 4,CLUSTER 4,24,202537
1788,CLUSTER 4,CLUSTER 4,24,202537
1789,CLUSTER 4,CLUSTER 4,24,202537
1793,CLUSTER 4,CLUSTER 4,24,202537
1805,CLUSTER 4,CLUSTER 4,20,202537
1810,CLUSTER 4,CLUSTER 4,24,202537
1815,CLUSTER 4,CLUSTER 4,16,202537
1817,CLUSTER 4,CLUSTER 4,24,202537
1827,CLUSTER 4,CLUSTER 4,16,202537
1832,CLUSTER 4,CLUSTER 4,22,202537
1834,CLUSTER 4,CLUSTER 4,22,202537
1840,CLUSTER 4,CLUSTER 4,20,202537
1848,CLUSTER 4,CLUSTER 4,20,202537
1860,CLUSTER 4,CLUSTER 4,24,202537
1861,CLUSTER 4,CLUSTER 4,22,202537
1870,CLUSTER 4,CLUSTER 4,22,202537
1872,CLUSTER 4,CLUSTER 4,22,202537
1873,CLUSTER 4,CLUSTER 4,22,202537
1875,CLUSTER 4,CLUSTER 4,24,202537
1878,CLUSTER 4,CLUSTER 4,24,202537
1879,CLUSTER 4,CLUSTER 4,22,202537
1880,CLUSTER 4,CLUSTER 4,24,202537
1881,CLUSTER 4,CLUSTER 4,16,202537
1882,CLUSTER 4,CLUSTER 4,22,202537
1888,CLUSTER 4,CLUSTER 4,22,202537
1889,CLUSTER 4,CLUSTER 4,14,202537
1891,CLUSTER 4,CLUSTER 4,24,202537
1896,CLUSTER 4,CLUSTER 4,22,202537
1897,CLUSTER 4,CLUSTER 4,20,202537
1899,CLUSTER 4,CLUSTER 4,20,202537
1900,CLUSTER 4,CLUSTER 4,18,202537
1901,CLUSTER 4,CLUSTER 4,24,202537
1902,CLUSTER 4,CLUSTER 4,24,202537
1904,CLUSTER 4,CLUSTER 4,20,202537
1905,CLUSTER 4,CLUSTER 4,16,202537
1910,CLUSTER 4,CLUSTER 4,22,202537
1912,CLUSTER 4,CLUSTER 4,20,202537
1914,CLUSTER 4,CLUSTER 4,20,202537
1915,CLUSTER 4,CLUSTER 4,24,202537
1925,CLUSTER 4,CLUSTER 4,14,202537
1941,CLUSTER 4,CLUSTER 4,20,202537
1947,CLUSTER 4,CLUSTER 4,22,202537
1951,CLUSTER 4,CLUSTER 4,24,202537
1959,CLUSTER 4,CLUSTER 4,22,202537
1968,CLUSTER 4,CLUSTER 4,22,202537
1970,CLUSTER 4,CLUSTER 4,20,202537
1981,CLUSTER 4,CLUSTER 4,22,202537
1982,CLUSTER 4,CLUSTER 4,24,202537
1989,CLUSTER 4,CLUSTER 4,16,202537
1995,CLUSTER 4,CLUSTER 4,26,202537
1999,CLUSTER 4,CLUSTER 4,22,202537
2001,CLUSTER 4,CLUSTER 4,18,202537
2002,CLUSTER 4,CLUSTER 4,20,202537
2006,CLUSTER 4,CLUSTER 4,22,202537
2007,CLUSTER 4,CLUSTER 4,22,202537
2015,CLUSTER 4,CLUSTER 4,28,202537
2016,CLUSTER 4,CLUSTER 4,22,202537
2022,CLUSTER 4,CLUSTER 4,16,202537
2025,CLUSTER 4,CLUSTER 4,22,202537
2030,CLUSTER 4,CLUSTER 4,20,202537
2032,CLUSTER 4,CLUSTER 4,20,202537
2037,CLUSTER 4,CLUSTER 4,24,202537
2038,CLUSTER 4,CLUSTER 4,28,202537
2045,CLUSTER 4,CLUSTER 4,24,202537
2048,CLUSTER 4,CLUSTER 4,14,202537
2050,CLUSTER 4,CLUSTER 4,22,202537
2051,CLUSTER 4,CLUSTER 4,24,202537
2053,CLUSTER 4,CLUSTER 4,16,202537
2055,CLUSTER 4,CLUSTER 4,20,202537
2069,CLUSTER 4,CLUSTER 4,20,202537
2075,CLUSTER 4,CLUSTER 4,20,202537
2077,CLUSTER 4,CLUSTER 4,16,202537
2082,CLUSTER 4,CLUSTER 4,18,202537
2084,CLUSTER 4,CLUSTER 4,22,202537
2094,CLUSTER 4,CLUSTER 4,20,202537
2097,CLUSTER 4,CLUSTER 4,20,202537
2101,CLUSTER 4,CLUSTER 4,22,202537
2103,CLUSTER 4,CLUSTER 4,22,202537
2104,CLUSTER 4,CLUSTER 4,20,202537
2106,CLUSTER 4,CLUSTER 4,16,202537
2108,CLUSTER 4,CLUSTER 4,22,202537
2110,CLUSTER 4,CLUSTER 4,18,202537
2112,CLUSTER 4,CLUSTER 4,16,202537
2113,CLUSTER 4,CLUSTER 4,16,202537
2119,CLUSTER 4,CLUSTER 4,24,202537
2121,CLUSTER 4,CLUSTER 4,24,202537
2122,CLUSTER 4,CLUSTER 4,20,202537
2125,CLUSTER 4,CLUSTER 4,22,202537
2127,CLUSTER 4,CLUSTER 4,24,202537
2130,CLUSTER 4,CLUSTER 4,4,202537
2147,CLUSTER 4,CLUSTER 4,22,202537
2153,CLUSTER 4,CLUSTER 4,16,202537
2158,CLUSTER 4,CLUSTER 4,20,202537
2176,CLUSTER 4,CLUSTER 4,20,202537
2187,CLUSTER 4,CLUSTER 4,28,202537
2189,CLUSTER 4,CLUSTER 4,24,202537
2196,CLUSTER 4,CLUSTER 4,16,202537
2207,CLUSTER 4,CLUSTER 4,14,202537
2215,CLUSTER 4,CLUSTER 4,20,202537
2218,CLUSTER 4,CLUSTER 4,22,202537
2226,CLUSTER 4,CLUSTER 4,4,202537
2233,CLUSTER 4,CLUSTER 4,26,202537
2241,CLUSTER 4,CLUSTER 4,18,202537
2243,CLUSTER 4,CLUSTER 4,24,202537
2249,CLUSTER 4,CLUSTER 4,30,202537
2251,CLUSTER 4,CLUSTER 4,20,202537
2253,CLUSTER 4,CLUSTER 4,24,202537
2259,CLUSTER 4,CLUSTER 4,24,202537
2269,CLUSTER 4,CLUSTER 4,26,202537
2270,CLUSTER 4,CLUSTER 4,24,202537
2277,CLUSTER 4,CLUSTER 4,16,202537
2282,CLUSTER 4,CLUSTER 4,24,202537
2284,CLUSTER 4,CLUSTER 4,24,202537
2292,CLUSTER 4,CLUSTER 4,20,202537
2294,CLUSTER 4,CLUSTER 4,20,202537
2299,CLUSTER 4,CLUSTER 4,24,202537
2307,CLUSTER 4,CLUSTER 4,22,202537
2309,CLUSTER 4,CLUSTER 4,20,202537
2325,CLUSTER 4,CLUSTER 4,26,202537
2331,CLUSTER 4,CLUSTER 4,24,202537
2339,CLUSTER 4,CLUSTER 4,24,202537
2366,CLUSTER 4,CLUSTER 4,22,202537
2371,CLUSTER 4,CLUSTER 4,24,202537
2385,CLUSTER 4,CLUSTER 4,22,202537
2396,CLUSTER 4,CLUSTER 4,14,202537
2399,CLUSTER 4,CLUSTER 4,20,202537
2402,CLUSTER 4,CLUSTER 4,24,202537
2403,CLUSTER 4,CLUSTER 4,24,202537
2412,CLUSTER 4,CLUSTER 4,24,202537
2436,CLUSTER 4,CLUSTER 4,22,202537
2438,CLUSTER 4,CLUSTER 4,22,202537
2448,CLUSTER 4,CLUSTER 4,20,202537
2451,CLUSTER 4,CLUSTER 4,16,202537
2453,CLUSTER 4,CLUSTER 4,24,202537
2455,CLUSTER 4,CLUSTER 4,22,202537
2457,CLUSTER 4,CLUSTER 4,18,202537
2458,CLUSTER 4,CLUSTER 4,22,202537
2464,CLUSTER 4,CLUSTER 4,22,202537
2468,CLUSTER 4,CLUSTER 4,12,202537
2469,CLUSTER 4,CLUSTER 4,16,202537
2471,CLUSTER 4,CLUSTER 4,16,202537
2476,CLUSTER 4,CLUSTER 4,24,202537
2479,CLUSTER 4,CLUSTER 4,18,202537
2482,CLUSTER 4,CLUSTER 4,22,202537
2483,CLUSTER 4,CLUSTER 4,22,202537
2485,CLUSTER 4,CLUSTER 4,20,202537
2486,CLUSTER 4,CLUSTER 4,11,202537
2487,CLUSTER 4,CLUSTER 4,14,202537
2492,CLUSTER 4,CLUSTER 4,16,202537
2494,CLUSTER 4,CLUSTER 4,16,202537
2503,CLUSTER 4,CLUSTER 4,20,202537
2504,CLUSTER 4,CLUSTER 4,24,202537
2508,CLUSTER 4,CLUSTER 4,28,202537
2510,CLUSTER 4,CLUSTER 4,20,202537
2511,CLUSTER 4,CLUSTER 4,24,202537
2512,CLUSTER 4,CLUSTER 4,20,202537
2517,CLUSTER 4,CLUSTER 4,22,202537
2526,CLUSTER 4,CLUSTER 4,18,202537
2529,CLUSTER 4,CLUSTER 4,24,202537
2539,CLUSTER 4,CLUSTER 4,22,202537
2547,CLUSTER 4,CLUSTER 4,20,202537
2549,CLUSTER 4,CLUSTER 4,24,202537
2550,CLUSTER 4,CLUSTER 4,16,202537
2554,CLUSTER 4,CLUSTER 4,24,202537
2557,CLUSTER 4,CLUSTER 4,12,202537
2560,CLUSTER 4,CLUSTER 4,28,202537
2577,CLUSTER 4,CLUSTER 4,32,202537
2590,CLUSTER 4,CLUSTER 4,16,202537
2593,CLUSTER 4,CLUSTER 4,24,202537
2595,CLUSTER 4,CLUSTER 4,16,202537
2596,CLUSTER 4,CLUSTER 4,24,202537
2600,CLUSTER 4,CLUSTER 4,20,202537
2607,CLUSTER 4,CLUSTER 4,14,202537
2608,CLUSTER 4,CLUSTER 4,16,202537
2609,CLUSTER 4,CLUSTER 4,20,202537
2616,CLUSTER 4,CLUSTER 4,24,202537
2617,CLUSTER 4,CLUSTER 4,18,202537
2632,CLUSTER 4,CLUSTER 4,12,202537
2637,CLUSTER 4,CLUSTER 4,24,202537
2652,CLUSTER 4,CLUSTER 4,14,202537
2656,CLUSTER 4,CLUSTER 4,20,202537
2658,CLUSTER 4,CLUSTER 4,24,202537
2671,CLUSTER 4,CLUSTER 4,16,202537
2689,CLUSTER 4,CLUSTER 4,12,202537
2694,CLUSTER 4,CLUSTER 4,16,202537
2700,CLUSTER 4,CLUSTER 4,16,202537
2708,CLUSTER 4,CLUSTER 4,22,202537
2725,CLUSTER 4,CLUSTER 4,20,202537
2735,CLUSTER 4,CLUSTER 4,24,202537
2756,CLUSTER 4,CLUSTER 4,24,202537
2757,CLUSTER 4,CLUSTER 4,20,202537
2766,CLUSTER 4,CLUSTER 4,24,202537
2767,CLUSTER 4,CLUSTER 4,22,202537
2768,CLUSTER 4,CLUSTER 4,16,202537
2774,CLUSTER 4,CLUSTER 4,16,202537
2777,CLUSTER 4,CLUSTER 4,22,202537
2778,CLUSTER 4,CLUSTER 4,14,202537
2780,CLUSTER 4,CLUSTER 4,24,202537
2781,CLUSTER 4,CLUSTER 4,32,202537
2782,CLUSTER 4,CLUSTER 4,16,202537
2790,CLUSTER 4,CLUSTER 4,24,202537
2791,CLUSTER 4,CLUSTER 4,22,202537
2794,CLUSTER 4,CLUSTER 4,16,202537
2795,CLUSTER 4,CLUSTER 4,16,202537
2808,CLUSTER 4,CLUSTER 4,22,202537
2812,CLUSTER 4,CLUSTER 4,22,202537
2831,CLUSTER 4,CLUSTER 4,16,202537
2838,CLUSTER 4,CLUSTER 4,22,202537
2842,CLUSTER 4,CLUSTER 4,20,202537
2850,CLUSTER 4,CLUSTER 4,24,202537
2853,CLUSTER 4,CLUSTER 4,#N/A,202537
2862,CLUSTER 4,CLUSTER 4,24,202537
2884,CLUSTER 4,CLUSTER 4,24,202537
2892,CLUSTER 4,CLUSTER 4,28,202537
2921,CLUSTER 4,CLUSTER 4,22,202537
2922,CLUSTER 4,CLUSTER 4,24,202537
2925,CLUSTER 4,CLUSTER 4,20,202537
2927,CLUSTER 4,CLUSTER 4,22,202537
2950,CLUSTER 4,CLUSTER 4,24,202537
2956,CLUSTER 4,CLUSTER 4,24,202537
2958,CLUSTER 4,CLUSTER 4,22,202537
2964,CLUSTER 4,CLUSTER 4,20,202537
2981,CLUSTER 4,CLUSTER 4,12,202537
2985,CLUSTER 4,CLUSTER 4,18,202537
2995,CLUSTER 4,CLUSTER 4,14,202537
2998,CLUSTER 4,CLUSTER 4,16,202537
3017,CLUSTER 4,CLUSTER 4,24,202537
3018,CLUSTER 4,CLUSTER 4,22,202537
3022,CLUSTER 4,CLUSTER 4,16,202537
3023,CLUSTER 4,CLUSTER 4,14,202537
3026,CLUSTER 4,CLUSTER 4,16,202537
3046,CLUSTER 4,CLUSTER 4,16,202537
3047,CLUSTER 4,CLUSTER 4,20,202537
3049,CLUSTER 4,CLUSTER 4,14,202537
3050,CLUSTER 4,CLUSTER 4,16,202537
3053,CLUSTER 4,CLUSTER 4,16,202537
3077,CLUSTER 4,CLUSTER 4,24,202537
3081,CLUSTER 4,CLUSTER 4,18,202537
3082,CLUSTER 4,CLUSTER 4,16,202537
3084,CLUSTER 4,CLUSTER 4,20,202537
3090,CLUSTER 4,CLUSTER 4,16,202537
3094,CLUSTER 4,CLUSTER 4,16,202537
3098,CLUSTER 4,CLUSTER 4,20,202537
3099,CLUSTER 4,CLUSTER 4,14,202537
3101,CLUSTER 4,CLUSTER 4,14,202537
3123,CLUSTER 4,CLUSTER 4,16,202537
3126,CLUSTER 4,CLUSTER 4,12,202537
3132,CLUSTER 4,CLUSTER 4,16,202537
3133,CLUSTER 4,CLUSTER 4,16,202537
3138,CLUSTER 4,CLUSTER 4,14,202537
3139,CLUSTER 4,CLUSTER 4,14,202537
3141,CLUSTER 4,CLUSTER 4,16,202537
3143,CLUSTER 4,CLUSTER 4,16,202537
3144,CLUSTER 4,CLUSTER 4,16,202537
3145,CLUSTER 4,CLUSTER 4,16,202537
3146,CLUSTER 4,CLUSTER 4,10,202537
3147,CLUSTER 4,CLUSTER 4,16,202537
3175,CLUSTER 4,CLUSTER 4,14,202537
3177,CLUSTER 4,CLUSTER 4,14,202537
3178,CLUSTER 4,CLUSTER 4,16,202537
3179,CLUSTER 4,CLUSTER 4,16,202537
3208,CLUSTER 4,CLUSTER 4,22,202537
3214,CLUSTER 4,CLUSTER 4,14,202537
3217,CLUSTER 4,CLUSTER 4,18,202537
3218,CLUSTER 4,CLUSTER 4,22,202537
3219,CLUSTER 4,CLUSTER 4,24,202537
3220,CLUSTER 4,CLUSTER 4,24,202537
3227,CLUSTER 4,CLUSTER 4,22,202537
3232,CLUSTER 4,CLUSTER 4,22,202537
3236,CLUSTER 4,CLUSTER 4,20,202537
3239,CLUSTER 4,CLUSTER 4,22,202537
3241,CLUSTER 4,CLUSTER 4,22,202537
3248,CLUSTER 4,CLUSTER 4,22,202537
3250,CLUSTER 4,CLUSTER 4,20,202537
3254,CLUSTER 4,CLUSTER 4,24,202537
3258,CLUSTER 4,CLUSTER 4,20,202537
3259,CLUSTER 4,CLUSTER 4,26,202537
3260,CLUSTER 4,CLUSTER 4,18,202537
3261,CLUSTER 4,CLUSTER 4,24,202537
3265,CLUSTER 4,CLUSTER 4,20,202537
3277,CLUSTER 4,CLUSTER 4,24,202537
3287,CLUSTER 4,CLUSTER 4,16,202537
3313,CLUSTER 4,CLUSTER 4,24,202537
3315,CLUSTER 4,CLUSTER 4,16,202537
3317,CLUSTER 4,CLUSTER 4,14,202537
3324,CLUSTER 4,CLUSTER 4,20,202537
3350,CLUSTER 4,CLUSTER 4,22,202537
3351,CLUSTER 4,CLUSTER 4,22,202537
3352,CLUSTER 4,CLUSTER 4,24,202537
3354,CLUSTER 4,CLUSTER 4,16,202537
3357,CLUSTER 4,CLUSTER 4,16,202537
3360,CLUSTER 4,CLUSTER 4,16,202537
3377,CLUSTER 4,CLUSTER 4,16,202537
3379,CLUSTER 4,CLUSTER 4,16,202537
3380,CLUSTER 4,CLUSTER 4,24,202537
3382,CLUSTER 4,CLUSTER 4,24,202537
3383,CLUSTER 4,CLUSTER 4,24,202537
3385,CLUSTER 4,CLUSTER 4,16,202537
3407,CLUSTER 4,CLUSTER 4,20,202537
3408,CLUSTER 4,CLUSTER 4,22,202537
3423,CLUSTER 4,CLUSTER 4,20,202537
3464,CLUSTER 4,CLUSTER 4,20,202537
3471,CLUSTER 4,CLUSTER 4,20,202537
3472,CLUSTER 4,CLUSTER 4,22,202537
3477,CLUSTER 4,CLUSTER 4,18,202537
3487,CLUSTER 4,CLUSTER 4,20,202537
3495,CLUSTER 4,CLUSTER 4,22,202537
3497,CLUSTER 4,CLUSTER 4,20,202537
3498,CLUSTER 4,CLUSTER 4,20,202537
3499,CLUSTER 4,CLUSTER 4,20,202537
3505,CLUSTER 4,CLUSTER 4,18,202537
3511,CLUSTER 4,CLUSTER 4,24,202537
3512,CLUSTER 4,CLUSTER 4,10,202537
3517,CLUSTER 4,CLUSTER 4,18,202537
3521,CLUSTER 4,CLUSTER 4,16,202537
3522,CLUSTER 4,CLUSTER 4,24,202537
3523,CLUSTER 4,CLUSTER 4,24,202537
3525,CLUSTER 4,CLUSTER 4,24,202537
3530,CLUSTER 4,CLUSTER 4,16,202537
3531,CLUSTER 4,CLUSTER 4,24,202537
3537,CLUSTER 4,CLUSTER 4,22,202537
3568,CLUSTER 4,CLUSTER 4,22,202537
3573,CLUSTER 4,CLUSTER 4,22,202537
3574,CLUSTER 4,CLUSTER 4,16,202537
3579,CLUSTER 4,CLUSTER 4,16,202537
3582,CLUSTER 4,CLUSTER 4,24,202537
3583,CLUSTER 4,CLUSTER 4,24,202537
3587,CLUSTER 4,CLUSTER 4,24,202537
3591,CLUSTER 4,CLUSTER 4,24,202537
3596,CLUSTER 4,CLUSTER 4,22,202537
3604,CLUSTER 4,CLUSTER 4,14,202537
3619,CLUSTER 4,CLUSTER 4,16,202537
3620,CLUSTER 4,CLUSTER 4,22,202537
3639,CLUSTER 4,CLUSTER 4,24,202537
3643,CLUSTER 4,CLUSTER 4,14,202537
3652,CLUSTER 4,CLUSTER 4,26,202537
3655,CLUSTER 4,CLUSTER 4,16,202537
3659,CLUSTER 4,CLUSTER 4,22,202537
3705,CLUSTER 4,CLUSTER 4,22,202537
3708,CLUSTER 4,CLUSTER 4,24,202537
3712,CLUSTER 4,CLUSTER 4,16,202537
3729,CLUSTER 4,CLUSTER 4,24,202537
3730,CLUSTER 4,CLUSTER 4,22,202537
3731,CLUSTER 4,CLUSTER 4,24,202537
3732,CLUSTER 4,CLUSTER 4,26,202537
3739,CLUSTER 4,CLUSTER 4,24,202537
3740,CLUSTER 4,CLUSTER 4,14,202537
3742,CLUSTER 4,CLUSTER 4,14,202537
3751,CLUSTER 4,CLUSTER 4,24,202537
3754,CLUSTER 4,CLUSTER 4,16,202537
3757,CLUSTER 4,CLUSTER 4,22,202537
3764,CLUSTER 4,CLUSTER 4,20,202537
3778,CLUSTER 4,CLUSTER 4,22,202537
3780,CLUSTER 4,CLUSTER 4,22,202537
3786,CLUSTER 4,CLUSTER 4,24,202537
3788,CLUSTER 4,CLUSTER 4,16,202537
3789,CLUSTER 4,CLUSTER 4,14,202537
3790,CLUSTER 4,CLUSTER 4,20,202537
3794,CLUSTER 4,CLUSTER 4,20,202537
3799,CLUSTER 4,CLUSTER 4,16,202537
3801,CLUSTER 4,CLUSTER 4,24,202537
3807,CLUSTER 4,CLUSTER 4,16,202537
3826,CLUSTER 4,CLUSTER 4,20,202537
3833,CLUSTER 4,CLUSTER 4,22,202537
3835,CLUSTER 4,CLUSTER 4,32,202537
3843,CLUSTER 4,CLUSTER 4,20,202537
3844,CLUSTER 4,CLUSTER 4,14,202537
3845,CLUSTER 4,CLUSTER 4,14,202537
3846,CLUSTER 4,CLUSTER 4,14,202537
3847,CLUSTER 4,CLUSTER 4,20,202537
3848,CLUSTER 4,CLUSTER 4,16,202537
3850,CLUSTER 4,CLUSTER 4,18,202537
3858,CLUSTER 4,CLUSTER 4,18,202537
3861,CLUSTER 4,CLUSTER 4,22,202537
3874,CLUSTER 4,CLUSTER 4,20,202537
3884,CLUSTER 4,CLUSTER 4,16,202537
3896,CLUSTER 4,CLUSTER 4,16,202537
3897,CLUSTER 4,CLUSTER 4,24,202537
3947,CLUSTER 4,CLUSTER 4,20,202537
3988,CLUSTER 4,CLUSTER 4,16,202537
4068,CLUSTER 4,CLUSTER 4,22,202537
4100,CLUSTER 4,CLUSTER 4,16,202537
4101,CLUSTER 4,CLUSTER 4,14,202537
4104,CLUSTER 4,CLUSTER 4,16,202537
4127,CLUSTER 4,CLUSTER 4,17,202537
4132,CLUSTER 4,CLUSTER 4,20,202537
4134,CLUSTER 4,CLUSTER 4,12,202537
4137,CLUSTER 4,CLUSTER 4,22,202537
4147,CLUSTER 4,CLUSTER 4,20,202537
4153,CLUSTER 4,CLUSTER 4,22,202537
4169,CLUSTER 4,CLUSTER 4,16,202537
4171,CLUSTER 4,CLUSTER 4,16,202537
4174,CLUSTER 4,CLUSTER 4,16,202537
4176,CLUSTER 4,CLUSTER 4,22,202537
4178,CLUSTER 4,CLUSTER 4,14,202537
4180,CLUSTER 4,CLUSTER 4,16,202537
4182,CLUSTER 4,CLUSTER 4,14,202537
4184,CLUSTER 4,CLUSTER 4,28,202537
4185,CLUSTER 4,CLUSTER 4,16,202537
4193,CLUSTER 4,CLUSTER 4,12,202537
4196,CLUSTER 4,CLUSTER 4,14,202537
4198,CLUSTER 4,CLUSTER 4,16,202537
4201,CLUSTER 4,CLUSTER 4,16,202537
4202,CLUSTER 4,CLUSTER 4,16,202537
4203,CLUSTER 4,CLUSTER 4,16,202537
4208,CLUSTER 4,CLUSTER 4,12,202537
4218,CLUSTER 4,CLUSTER 4,16,202537
4220,CLUSTER 4,CLUSTER 4,14,202537
4221,CLUSTER 4,CLUSTER 4,16,202537
4232,CLUSTER 4,CLUSTER 4,16,202537
4233,CLUSTER 4,CLUSTER 4,12,202537
4239,CLUSTER 4,CLUSTER 4,22,202537
4240,CLUSTER 4,CLUSTER 4,22,202537
4247,CLUSTER 4,CLUSTER 4,16,202537
4249,CLUSTER 4,CLUSTER 4,16,202537
4252,CLUSTER 4,CLUSTER 4,18,202537
4264,CLUSTER 4,CLUSTER 4,16,202537
4272,CLUSTER 4,CLUSTER 4,24,202537
4275,CLUSTER 4,CLUSTER 4,12,202537
4293,CLUSTER 4,CLUSTER 4,16,202537
4299,CLUSTER 4,CLUSTER 4,22,202537
4309,CLUSTER 4,CLUSTER 4,16,202537
4317,CLUSTER 4,CLUSTER 4,16,202537
4324,CLUSTER 4,CLUSTER 4,12,202537
4325,CLUSTER 4,CLUSTER 4,14,202537
4335,CLUSTER 4,CLUSTER 4,22,202537
4336,CLUSTER 4,CLUSTER 4,16,202537
4337,CLUSTER 4,CLUSTER 4,16,202537
4339,CLUSTER 4,CLUSTER 4,16,202537
4341,CLUSTER 4,CLUSTER 4,16,202537
4355,CLUSTER 4,CLUSTER 4,13,202537
4356,CLUSTER 4,CLUSTER 4,22,202537
4370,CLUSTER 4,CLUSTER 4,18,202537
4392,CLUSTER 4,CLUSTER 4,24,202537
4393,CLUSTER 4,CLUSTER 4,16,202537
4394,CLUSTER 4,CLUSTER 4,24,202537
4395,CLUSTER 4,CLUSTER 4,16,202537
4430,CLUSTER 4,CLUSTER 4,22,202537
4436,CLUSTER 4,CLUSTER 4,20,202537
4438,CLUSTER 4,CLUSTER 4,24,202537
4451,CLUSTER 4,CLUSTER 4,24,202537
4464,CLUSTER 4,CLUSTER 4,14,202537
4468,CLUSTER 4,CLUSTER 4,14,202537
4471,CLUSTER 4,CLUSTER 4,#N/A,202537
4473,CLUSTER 4,CLUSTER 4,16,202537
4482,CLUSTER 4,CLUSTER 4,20,202537
4483,CLUSTER 4,CLUSTER 4,20,202537
4488,CLUSTER 4,CLUSTER 4,20,202537
4491,CLUSTER 4,CLUSTER 4,12,202537
4494,CLUSTER 4,CLUSTER 4,12,202537
4543,CLUSTER 4,CLUSTER 4,16,202537
4557,CLUSTER 4,CLUSTER 4,20,202537
4570,CLUSTER 4,CLUSTER 4,14,202537
4603,CLUSTER 4,CLUSTER 4,12,202537
4605,CLUSTER 4,CLUSTER 4,16,202537
4618,CLUSTER 4,CLUSTER 4,12,202537
4653,CLUSTER 4,CLUSTER 4,24,202537
4655,CLUSTER 4,CLUSTER 4,16,202537
4689,CLUSTER 4,CLUSTER 4,20,202537
4692,CLUSTER 4,CLUSTER 4,16,202537
4696,CLUSTER 4,CLUSTER 4,16,202537
4700,CLUSTER 4,CLUSTER 4,16,202537
4706,CLUSTER 4,CLUSTER 4,16,202537
4759,CLUSTER 4,CLUSTER 4,14,202537
4762,CLUSTER 4,CLUSTER 4,14,202537
5003,CLUSTER 4,CLUSTER 4,14,202537
5007,CLUSTER 4,CLUSTER 4,16,202537
5008,CLUSTER 4,CLUSTER 4,12,202537
5023,CLUSTER 4,CLUSTER 4,24,202537
5031,CLUSTER 4,CLUSTER 4,22,202537
5041,CLUSTER 4,CLUSTER 4,22,202537
5048,CLUSTER 4,CLUSTER 4,16,202537
5049,CLUSTER 4,CLUSTER 4,22,202537
5070,CLUSTER 4,CLUSTER 4,24,202537
5075,CLUSTER 4,CLUSTER 4,20,202537
5078,CLUSTER 4,CLUSTER 4,24,202537
5090,CLUSTER 4,CLUSTER 4,22,202537
5096,CLUSTER 4,CLUSTER 4,20,202537
5099,CLUSTER 4,CLUSTER 4,22,202537
5101,CLUSTER 4,CLUSTER 4,20,202537
5109,CLUSTER 4,CLUSTER 4,16,202537
5110,CLUSTER 4,CLUSTER 4,14,202537
5119,CLUSTER 4,CLUSTER 4,16,202537
5123,CLUSTER 4,CLUSTER 4,24,202537
5124,CLUSTER 4,CLUSTER 4,22,202537
5133,CLUSTER 4,CLUSTER 4,24,202537
