Store,Date
4490,02/25/2022
4491,02/25/2022
4494,02/25/2022
4498,02/25/2022
4504,02/25/2022
4517,02/25/2022
4519,02/25/2022
4524,02/25/2022
4527,02/25/2022
4528,02/25/2022
4530,02/25/2022
4545,02/25/2022
4546,02/25/2022
4560,02/25/2022
4561,02/25/2022
4563,02/25/2022
4565,02/25/2022
4577,02/25/2022
4579,02/25/2022
4580,02/25/2022
4582,02/25/2022
4585,02/25/2022
4586,02/25/2022
4589,02/25/2022
4591,02/25/2022
4595,02/25/2022
4603,02/25/2022
4605,02/25/2022
4617,02/25/2022
4619,02/25/2022
4625,02/25/2022
4626,02/25/2022
4648,02/25/2022
4657,02/25/2022
4659,02/25/2022
4667,02/25/2022
4669,02/25/2022
4672,02/25/2022
4673,02/25/2022
4674,02/25/2022
4676,02/25/2022
4686,02/25/2022
4691,02/25/2022
4692,02/25/2022
4700,02/25/2022
4706,02/25/2022
4747,02/25/2022
4756,02/25/2022
4759,02/25/2022
4848,02/25/2022
5005,02/25/2022
5007,02/25/2022
5008,02/25/2022
5010,02/25/2022
5013,02/25/2022
5014,02/25/2022
5021,02/25/2022
5043,02/25/2022
5059,02/25/2022
5081,02/25/2022
5093,02/25/2022
5094,02/25/2022
5098,02/25/2022
5100,02/25/2022
5102,02/25/2022
5107,02/25/2022
5108,02/25/2022
5109,02/25/2022
5119,02/25/2022
5122,02/25/2022
5125,02/25/2022
5132,02/25/2022
5135,02/25/2022
5143,02/25/2022
5148,02/25/2022
5149,02/25/2022
5179,02/25/2022
5180,02/25/2022
5183,02/25/2022
5188,02/25/2022
5198,02/25/2022
5204,02/25/2022
5205,02/25/2022
5206,02/25/2022
5207,02/25/2022
5221,02/25/2022
5224,02/25/2022
5226,02/25/2022
5248,02/25/2022
5255,02/25/2022
5256,02/25/2022
5257,02/25/2022
5258,02/25/2022
5259,02/25/2022
5265,02/25/2022
5269,02/25/2022
5279,02/25/2022
5286,02/25/2022
5290,02/25/2022
5291,02/25/2022
5297,02/25/2022
5304,02/25/2022
5306,02/25/2022
5308,02/25/2022
5310,02/25/2022
5314,02/25/2022
5321,02/25/2022
5323,02/25/2022
5327,02/25/2022
5328,02/25/2022
5349,02/25/2022
5353,02/25/2022
5364,02/25/2022
5365,02/25/2022
5366,02/25/2022
5367,02/25/2022
5371,02/25/2022
5372,02/25/2022
5378,02/25/2022
5383,02/25/2022
5393,02/25/2022
5408,02/25/2022
5421,02/25/2022
5423,02/25/2022
5427,02/25/2022
5451,02/25/2022
5452,02/25/2022
5453,02/25/2022
5459,02/25/2022
5464,02/25/2022
5467,02/25/2022
5490,02/25/2022
5600,02/25/2022
5601,02/25/2022
5602,02/25/2022
5603,02/25/2022
5604,02/25/2022
5606,02/25/2022
5608,02/25/2022
5609,02/25/2022
5610,02/25/2022
5611,02/25/2022
5613,02/25/2022
5614,02/25/2022
5615,02/25/2022
5622,02/25/2022
5623,02/25/2022
5624,02/25/2022
5627,02/25/2022
5634,02/25/2022
5635,02/25/2022
5637,02/25/2022
5638,02/25/2022
5639,02/25/2022
5643,02/25/2022
5645,02/25/2022
5654,02/25/2022
5657,02/25/2022
5658,02/25/2022
5659,02/25/2022
5661,02/25/2022
5663,02/25/2022
5664,02/25/2022
5670,02/25/2022
5675,02/25/2022
5678,02/25/2022
5683,02/25/2022
5684,02/25/2022
5689,02/25/2022
5691,02/25/2022
5692,02/25/2022
5695,02/25/2022
5697,02/25/2022
5700,02/25/2022
5702,02/25/2022
5704,02/25/2022
5715,02/25/2022
5716,02/25/2022
5719,02/25/2022
5725,02/25/2022
5726,02/25/2022
5734,02/25/2022
5737,02/25/2022
5738,02/25/2022
5740,02/25/2022
5741,02/25/2022
5744,02/25/2022
5754,02/25/2022
5755,02/25/2022
5758,02/25/2022
5759,02/25/2022
5760,02/25/2022
5767,02/25/2022
5769,02/25/2022
5771,02/25/2022
5773,02/25/2022
5774,02/25/2022
5776,02/25/2022
5780,02/25/2022
5782,02/25/2022
5789,02/25/2022
5790,02/25/2022
5791,02/25/2022
5804,02/25/2022
5805,02/25/2022
5813,02/25/2022
5815,02/25/2022
5816,02/25/2022
5817,02/25/2022
5818,02/25/2022
5820,02/25/2022
5822,02/25/2022
5824,02/25/2022
5828,02/25/2022
5829,02/25/2022
5832,02/25/2022
5837,02/25/2022
5840,02/25/2022
5855,02/25/2022
5863,02/25/2022
5875,02/25/2022
5876,02/25/2022
5903,02/25/2022
5907,02/25/2022
5908,02/25/2022
5925,02/25/2022
5945,02/25/2022
5960,02/25/2022
5962,02/25/2022
5963,02/25/2022
5979,02/25/2022
5981,02/25/2022
5982,02/25/2022
5988,02/25/2022
5990,02/25/2022
5991,02/25/2022
5993,02/25/2022
5994,02/25/2022
6078,02/25/2022
6098,02/25/2022
6149,02/25/2022
6159,02/25/2022
6165,02/25/2022
6166,02/25/2022
6170,02/25/2022
6172,02/25/2022
6174,02/25/2022
6176,02/25/2022
6178,02/25/2022
6207,02/25/2022
6226,02/25/2022
6233,02/25/2022
6243,02/25/2022
6263,02/25/2022
6264,02/25/2022
6323,02/25/2022
6390,02/25/2022
6398,02/25/2022
6459,02/25/2022
6470,02/25/2022
6500,02/25/2022
6531,02/25/2022
6548,02/25/2022
6577,02/25/2022
6583,02/25/2022
6585,02/25/2022
6586,02/25/2022
6587,02/25/2022
6588,02/25/2022
6590,02/25/2022
6592,02/25/2022
6732,02/25/2022
6786,02/25/2022
6798,02/25/2022
6813,02/25/2022
6814,02/25/2022
6828,02/25/2022
6849,02/25/2022
6850,02/25/2022
6851,02/25/2022
6876,02/25/2022
6894,02/25/2022
6936,02/25/2022
6937,02/25/2022
6941,02/25/2022
6942,02/25/2022
6943,02/25/2022
6953,02/25/2022
6960,02/25/2022
6962,02/25/2022
6966,02/25/2022
6967,02/25/2022
6968,02/25/2022
6971,02/25/2022
6975,02/25/2022
7004,02/25/2022
7043,02/25/2022
7062,02/25/2022
7072,02/25/2022
7098,02/25/2022
7099,02/25/2022
7127,02/25/2022
7137,02/25/2022
7146,02/25/2022
7162,02/25/2022
7168,02/25/2022
7174,02/25/2022
7177,02/25/2022
7180,02/25/2022
7205,02/25/2022
7206,02/25/2022
7209,02/25/2022
7218,02/25/2022
7220,02/25/2022
7221,02/25/2022
7222,02/25/2022
7224,02/25/2022
7229,02/25/2022
7232,02/25/2022
7233,02/25/2022
7235,02/25/2022
7241,02/25/2022
7242,02/25/2022
7251,02/25/2022
7254,02/25/2022
7259,02/25/2022
7261,02/25/2022
7263,02/25/2022
7266,02/25/2022
7296,02/25/2022
7298,02/25/2022
7299,02/25/2022
7304,02/25/2022
7307,02/25/2022
7308,02/25/2022
7309,02/25/2022
7310,02/25/2022
7311,02/25/2022
7315,02/25/2022
7317,02/25/2022
7320,02/25/2022
7329,02/25/2022
7334,02/25/2022
7337,02/25/2022
7339,02/25/2022
7340,02/25/2022
7342,02/25/2022
7347,02/25/2022
7349,02/25/2022
7357,02/25/2022
7361,02/25/2022
7362,02/25/2022
8958,02/25/2022
