Market #,REGION,Store #,Status,Trend,First_Carrier_Assigned,Service_Type,Weeks With Status,Max_WM_WK_ID,OTD - Last 4 Weeks,OTP - Last 4 Weeks,OWT - Last 4 weeks,Express_Cancel-Rate -Last 4 Weeks,OTD The Latest Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
467,60,3705,Executive Review,Recovering,SPARK,Standard & Express,9,202150,81.70%,78%,5.13,11.20%,90.70%,75.00%,51.40%,87.00%
264,25,1814,Executive Review,Recovering,DOORDASH,Standard & Express,16,202150,73.30%,68%,9.52,5.30%,97.70%,65.00%,79.50%,64.50%
264,25,1814,Executive Review,Recovering,SPARK,Standard & Express,16,202150,76.60%,70%,9.52,,88.30%,83.50%,62.10%,67.50%
266,25,1256,Executive Review,Recovering,DOORDASH,Standard & Express,8,202150,86.60%,76%,7.45,1.80%,90.20%,80.00%,81.30%,94.60%
266,25,1256,Executive Review,Recovering,SPARK,Standard & Express,8,202150,88.90%,77%,7.45,,92.70%,83.80%,86.20%,92.90%
267,25,5617,Executive Review,Recovering,DOORDASH,Standard & Express,7,202150,90.20%,94%,4.36,3.60%,96.60%,90.60%,87.40%,88.10%
249,25,1580,Executive Review,Recovering,DOORDASH,Standard & Express,9,202150,83.40%,80%,9.45,4.60%,92.90%,79.80%,88.10%,73.70%
170,22,5012,Executive Review,Recovering,DOORDASH,Standard & Express,16,202150,68.90%,65%,11.85,6.00%,92.90%,58.70%,77.70%,32.50%
558,22,5944,Executive Review,Recovering,POSTMATES,Standard & Express,17,202150,82.00%,76%,7.75,1.90%,92.00%,88.80%,94.40%,57.80%
231,22,2588,Executive Review,Recovering,ROADIE,Standard & Express,12,202150,90.20%,84%,5.98,3.10%,94.20%,87.90%,91.60%,87.30%
231,22,2588,Executive Review,Recovering,SPARK,Standard & Express,12,202150,90.00%,79%,5.98,,91.50%,87.00%,93.20%,88.90%
291,75,1852,Executive Review,Recovering,POSTMATES,Standard & Express,7,202150,90.20%,96%,2.63,4.00%,94.50%,74.40%,93.00%,94.00%
291,75,1852,Executive Review,Recovering,SPARK,Standard & Express,7,202150,79.60%,97%,2.63,,73.30%,73.30%,84.00%,83.90%
283,75,3035,Executive Review,Recovering,POSTMATES,Express Only,14,202150,87.10%,92%,9.31,2.80%,92.80%,82.30%,86.00%,86.70%
287,75,7032,Executive Review,Recovering,POINTPICKUP,Standard & Express,12,202150,87.70%,89%,6.91,6.60%,91.10%,85.10%,91.50%,83.80%
306,4,1666,Executive Review,Recovering,SPARK,Standard & Express,8,202150,86.20%,75%,8.58,15.00%,92.70%,80.90%,78.40%,88.90%
36,4,1359,Executive Review,Recovering,POSTMATES,Standard & Express,15,202150,85.30%,75%,9.14,3.10%,93.60%,84.30%,83.90%,76.90%
41,4,1339,Executive Review,Recovering,ROADIE,Standard & Express,8,202150,89.40%,74%,11.15,4.80%,97.60%,88.10%,88.50%,84.90%
41,4,1339,Executive Review,Recovering,SPARK,Standard & Express,8,202150,92.00%,75%,11.15,,89.70%,92.70%,95.70%,91.00%
214,20,1927,Executive Review,Recovering,DOORDASH,Standard & Express,34,202150,88.80%,82%,9.4,,98.60%,88.60%,92.50%,65.80%
214,20,1927,Executive Review,Recovering,SPARK,Standard & Express,34,202150,86.10%,78%,9.4,,86.40%,85.70%,89.10%,84.00%
227,20,4644,Executive Review,Recovering,POINTPICKUP,Standard & Express,10,202150,88.20%,82%,5.62,9.90%,94.70%,77.60%,94.30%,84.20%
227,20,4644,Executive Review,Recovering,SPARK,Standard & Express,10,202150,78.50%,78%,5.62,,81.60%,76.60%,82.80%,75.50%
209,20,2362,Executive Review,Recovering,DOORDASH,Standard & Express,11,202150,84.20%,81%,7.06,5.30%,91.60%,90.90%,83.20%,73.70%
340,40,5150,Executive Review,Recovering,DOORDASH,Standard & Express,13,202150,93.50%,84%,6.02,9.20%,95.00%,94.00%,94.10%,90.50%
340,40,5150,Executive Review,Recovering,SPARK,Standard & Express,13,202150,72.80%,85%,6.02,,82.20%,63.00%,84.20%,66.00%
405,46,1439,Executive Review,Recovering,SPARK,Standard & Express,8,202150,90.10%,76%,7.23,1.40%,91.10%,89.40%,89.80%,90.00%
164,17,1959,Executive Review,Recovering,POSTMATES,Standard & Express,16,202150,66.70%,58%,9.47,7.70%,90.10%,71.20%,63.80%,56.90%
164,17,1959,Executive Review,Recovering,SPARK,Standard & Express,16,202150,72.50%,63%,9.47,,90.00%,76.10%,76.50%,57.10%
164,17,2637,Executive Review,Recovering,ROADIE,Standard & Express,11,202150,78.80%,77%,8.04,6.30%,91.60%,83.20%,81.90%,61.80%
24,2,2154,Executive Review,Recovering,DOORDASH,Standard & Express,25,202150,88.20%,90%,6.72,5.60%,93.20%,92.00%,91.50%,82.50%
26,2,1586,Executive Review,Recovering,DOORDASH,Standard & Express,8,202150,86.80%,80%,3.66,7.30%,94.00%,87.20%,82.60%,83.30%
26,2,1586,Executive Review,Recovering,SPARK,Standard & Express,8,202150,97.50%,95%,3.66,,97.50%,,,
23,2,1181,Executive Review,Recovering,DOORDASH,Standard & Express,16,202150,92.70%,93%,3.95,1.90%,96.40%,91.50%,95.00%,88.60%
23,2,1181,Executive Review,Recovering,SPARK,Standard & Express,16,202150,92.10%,88%,3.95,14.30%,93.00%,93.60%,95.00%,86.80%
67,6,2257,Executive Review,Recovering,SPARK,Standard & Express,32,202150,75.50%,71%,8.78,4.10%,90.80%,62.60%,70.20%,77.40%
59,6,1103,Executive Review,Recovering,SPARK,Standard & Express,28,202150,69.00%,64%,9.41,4.30%,92.90%,65.00%,62.00%,53.40%
401,54,1699,Executive Review,Recovering,DOORDASH,Standard & Express,10,202150,87.90%,84%,5.91,2.80%,93.50%,77.50%,95.40%,90.90%
401,54,1699,Executive Review,Recovering,SPARK,Standard & Express,10,202150,82.60%,82%,5.91,,91.60%,70.70%,83.50%,86.80%
382,54,1956,Executive Review,Recovering,SPARK,Standard & Express,14,202150,88.10%,71%,6.49,4.70%,95.90%,80.90%,90.50%,85.20%
582,54,3208,Executive Review,Recovering,DOORDASH,Standard & Express,8,202150,82.70%,63%,6.66,2.20%,91.00%,86.20%,78.70%,72.00%
90,9,2881,Executive Review,Recovering,ROADIE,Standard & Express,7,202150,86.10%,85%,5.32,8.00%,95.90%,92.30%,83.90%,76.20%
92,9,974,Executive Review,Recovering,POSTMATES,Standard & Express,7,202150,84.70%,69%,4.92,3.00%,95.00%,95.70%,95.60%,47.00%
105,9,5034,Executive Review,Recovering,DOORDASH,Standard & Express,8,202150,89.70%,90%,3.3,2.20%,94.10%,87.50%,91.30%,87.00%
444,53,5438,Executive Review,Recovering,DOORDASH,Standard & Express,10,202150,87.00%,72%,7.47,6.40%,92.10%,86.70%,85.20%,83.50%
444,53,5438,Executive Review,Recovering,SPARK,Standard & Express,10,202150,84.80%,70%,7.47,,91.50%,84.10%,82.20%,80.80%
217,21,2426,Executive Review,Recovering,DOORDASH,Standard & Express,15,202150,84.40%,73%,6.18,9.10%,92.60%,84.60%,82.60%,79.30%
217,21,2426,Executive Review,Recovering,SPARK,Standard & Express,15,202150,91.10%,75%,6.18,,93.50%,92.20%,89.30%,90.10%
217,21,5185,Executive Review,Recovering,DOORDASH,Standard & Express,9,202150,89.50%,84%,8.41,6.40%,91.90%,90.40%,93.90%,81.00%
219,21,3447,Executive Review,Recovering,DOORDASH,Standard & Express,9,202150,85.70%,74%,6.49,4.30%,90.70%,90.20%,85.00%,75.10%
