Store,Market,Store Type,Prep By Location,InHome Prep and Loading ,,
1811,288,SUP,5/4/2023,5/4/2023,,
1812,215,SUP,5/4/2023,Not Applicable,,
1813,192,SUP,5/4/2023,Not Applicable,,
1814,264,SUP,5/9/2023,5/9/2023,,
1815,449,SUP,5/11/2023,Not Applicable,,
1816,297,W/M,5/11/2023,Not Applicable,,
1817,475,SUP,5/11/2023,Not Applicable,,
1819,436,SUP,5/9/2023,Not Applicable,,
1820,229,SUP,5/11/2023,Not Applicable,,
1821,306,W/M,5/11/2023,Not Applicable,,
1823,234,SUP,5/11/2023,Not Applicable,,
1825,286,SUP,5/4/2023,5/4/2023,,
1826,581,SUP,5/11/2023,Not Applicable,,
1827,582,SUP,5/11/2023,Not Applicable,,
1828,439,SUP,5/9/2023,Not Applicable,,
1829,37,SUP,5/11/2023,Not Applicable,,
1830,191,SUP,5/4/2023,Not Applicable,,
1831,191,SUP,5/4/2023,Not Applicable,,
1832,463,SUP,5/11/2023,Not Applicable,,
1833,291,SUP,5/4/2023,5/4/2023,,
1834,468,SUP,5/11/2023,Not Applicable,,
1835,190,SUP,5/4/2023,Not Applicable,,
1836,202,SUP,5/11/2023,Not Applicable,,
1837,59,SUP,5/9/2023,5/9/2023,,
1838,394,W/M,5/11/2023,Not Applicable,,
1839,214,SUP,5/4/2023,Not Applicable,,
1840,511,SUP,5/11/2023,Not Applicable,,
1842,298,SUP,5/11/2023,Not Applicable,,
1843,477,W/M,5/11/2023,Not Applicable,,
1844,178,W/M,5/4/2023,Not Applicable,,
1845,109,SUP,5/11/2023,5/11/2023,,
1846,366,SUP,5/11/2023,Not Applicable,,
1847,93,SUP,5/11/2023,Not Applicable,,
1848,264,SUP,5/9/2023,5/9/2023,,
1849,308,SUP,5/11/2023,Not Applicable,,
1850,234,SUP,5/11/2023,Not Applicable,,
1851,109,SUP,5/11/2023,5/11/2023,,
1852,291,SUP,5/4/2023,5/4/2023,,
1853,461,SUP,5/11/2023,Not Applicable,,
1855,423,SUP,5/9/2023,Not Applicable,,
1856,179,SUP,5/4/2023,Not Applicable,,
1857,209,W/M,5/4/2023,Not Applicable,,
1858,421,SUP,5/9/2023,Not Applicable,,
1859,463,SUP,5/11/2023,Not Applicable,,
1860,284,SUP,5/11/2023,Not Applicable,,
1861,422,SUP,5/9/2023,Not Applicable,,
1862,462,SUP,5/11/2023,Not Applicable,,
1863,209,SUP,5/4/2023,Not Applicable,,
1864,422,SUP,5/9/2023,Not Applicable,,
1865,421,SUP,5/9/2023,Not Applicable,,
1866,180,SUP,5/4/2023,Not Applicable,,
1867,293,W/M,5/11/2023,Not Applicable,,
1868,180,SUP,5/4/2023,Not Applicable,,
1869,165,W/M,5/4/2023,Not Applicable,,
1870,475,SUP,5/11/2023,Not Applicable,,
1871,187,SUP,5/4/2023,Not Applicable,,
1872,383,SUP,5/11/2023,Not Applicable,,
1873,161,SUP,5/4/2023,Not Applicable,,
1874,118,SUP,5/11/2023,Not Applicable,,
1875,282,SUP,5/11/2023,Not Applicable,,
1876,476,W/M,5/11/2023,Not Applicable,,
1877,581,W/M,5/11/2023,Not Applicable,,
1878,400,SUP,5/11/2023,Not Applicable,,
1879,445,SUP,5/11/2023,Not Applicable,,
1880,468,SUP,5/11/2023,Not Applicable,,
1881,454,SUP,5/11/2023,5/11/2023,,
1882,581,SUP,5/11/2023,Not Applicable,,
1883,229,SUP,5/11/2023,5/11/2023,,
1884,226,SUP,5/11/2023,Not Applicable,,
1885,229,SUP,5/11/2023,5/11/2023,,
1886,234,SUP,5/11/2023,Not Applicable,,
1887,232,W/M,5/11/2023,Not Applicable,,
1888,401,SUP,5/11/2023,Not Applicable,,
1889,475,SUP,5/11/2023,Not Applicable,,
1890,285,SUP,5/11/2023,Not Applicable,,
1891,162,SUP,5/4/2023,Not Applicable,,
1892,268,SUP,5/9/2023,5/9/2023,,
1893,508,W/M,5/11/2023,Not Applicable,,
1894,215,SUP,5/4/2023,Not Applicable,,
1895,215,W/M,5/4/2023,Not Applicable,,
1896,391,SUP,5/11/2023,5/11/2023,,
1897,268,SUP,5/9/2023,5/9/2023,,
1898,264,SUP,5/9/2023,5/9/2023,,
1899,461,SUP,5/11/2023,Not Applicable,,
1900,400,SUP,5/11/2023,Not Applicable,,
1901,383,SUP,5/11/2023,Not Applicable,,
1902,400,SUP,5/11/2023,Not Applicable,,
1903,455,SUP,5/11/2023,Not Applicable,,
1904,292,SUP,5/4/2023,5/4/2023,,
1905,400,SUP,5/11/2023,Not Applicable,,
1906,160,W/M,5/4/2023,Not Applicable,,
1907,184,SUP,5/4/2023,Not Applicable,,
1908,440,SUP,5/9/2023,Not Applicable,,
1909,195,SUP,5/4/2023,Not Applicable,,
1910,457,SUP,5/11/2023,Not Applicable,,
1911,215,SUP,5/4/2023,Not Applicable,,
1912,461,SUP,5/11/2023,Not Applicable,,
1913,207,SUP,5/4/2023,Not Applicable,,
1914,445,SUP,5/11/2023,Not Applicable,,
1915,463,SUP,5/11/2023,Not Applicable,,
1916,108,SUP,5/11/2023,5/11/2023,,
1917,459,W/M,5/11/2023,Not Applicable,,
1918,156,W/M,5/4/2023,Not Applicable,,
1919,179,W/M,5/4/2023,Not Applicable,,
1920,477,W/M,5/11/2023,Not Applicable,,
1921,178,W/M,5/4/2023,Not Applicable,,
1922,462,W/M,5/11/2023,Not Applicable,,
1923,200,SUP,5/11/2023,Not Applicable,,
1924,179,SUP,5/4/2023,Not Applicable,,
1925,478,SUP,5/11/2023,Not Applicable,,
1926,191,SUP,5/4/2023,Not Applicable,,
1927,209,SUP,5/4/2023,Not Applicable,,
1928,205,SUP,5/11/2023,Not Applicable,,
1929,419,SUP,5/9/2023,Not Applicable,,
1930,184,W/M,5/4/2023,Not Applicable,,
1931,440,SUP,5/9/2023,Not Applicable,,
1932,179,SUP,5/4/2023,Not Applicable,,
1933,267,W/M,5/9/2023,Not Applicable,,
1934,314,SUP,5/4/2023,Not Applicable,,
1935,237,SUP,5/11/2023,Not Applicable,,
1936,196,SUP,5/11/2023,Not Applicable,,
1937,216,SUP,5/4/2023,Not Applicable,,
1938,268,SUP,5/9/2023,5/9/2023,,
1939,180,SUP,5/4/2023,Not Applicable,,
1940,188,SUP,5/4/2023,Not Applicable,,
1941,462,SUP,5/11/2023,5/11/2023,,
1942,200,SUP,5/11/2023,Not Applicable,,
1943,433,SUP,5/9/2023,Not Applicable,,
1945,226,SUP,5/11/2023,Not Applicable,,
1946,187,SUP,5/4/2023,Not Applicable,,
1947,473,SUP,5/11/2023,Not Applicable,,
1948,208,SUP,5/11/2023,Not Applicable,,
1949,194,SUP,5/4/2023,Not Applicable,,
1950,301,SUP,5/11/2023,Not Applicable,,
1951,399,SUP,5/11/2023,Not Applicable,,
1952,422,SUP,5/9/2023,Not Applicable,,
1953,297,SUP,5/11/2023,Not Applicable,,
1954,183,SUP,5/4/2023,Not Applicable,,
1955,263,SUP,5/9/2023,Not Applicable,,
1956,382,SUP,5/11/2023,Not Applicable,,
1957,105,SUP,5/11/2023,Not Applicable,,
1958,80,SUP,5/9/2023,Not Applicable,,
1959,164,SUP,5/4/2023,5/4/2023,,
1960,112,SUP,5/11/2023,5/11/2023,,
1961,225,SUP,5/11/2023,Not Applicable,,
1962,247,SUP,5/11/2023,Not Applicable,,
1963,450,W/M,5/11/2023,Not Applicable,,
1964,161,SUP,5/4/2023,Not Applicable,,
1965,432,SUP,5/9/2023,5/9/2023,,
1966,194,SUP,5/4/2023,Not Applicable,,
1967,154,SUP,5/4/2023,Not Applicable,,
1968,281,SUP,5/11/2023,Not Applicable,,
1969,290,SUP,5/4/2023,5/4/2023,,
1970,159,SUP,5/4/2023,Not Applicable,,
1971,425,SUP,5/9/2023,Not Applicable,,
1972,511,W/M,5/11/2023,Not Applicable,,
1973,194,SUP,5/4/2023,Not Applicable,,
1974,179,W/M,5/4/2023,Not Applicable,,
1975,181,SUP,5/4/2023,Not Applicable,,
1976,190,SUP,5/4/2023,Not Applicable,,
1977,178,SUP,5/4/2023,5/4/2023,,
1978,247,SUP,5/11/2023,Not Applicable,,
1979,453,W/M,5/11/2023,Not Applicable,,
1980,162,SUP,5/4/2023,Not Applicable,,
1981,508,SUP,5/11/2023,Not Applicable,,
1982,439,SUP,5/9/2023,Not Applicable,,
1983,450,SUP,5/11/2023,Not Applicable,,
1984,154,SUP,5/4/2023,Not Applicable,,
1985,508,SUP,5/11/2023,Not Applicable,,
1986,213,SUP,5/4/2023,Not Applicable,,
1987,205,SUP,5/11/2023,Not Applicable,,
1988,455,SUP,5/11/2023,5/11/2023,,
1989,447,SUP,5/11/2023,Not Applicable,,
1990,217,W/M,5/4/2023,Not Applicable,,
1991,251,SUP,5/11/2023,Not Applicable,,
1992,462,W/M,5/11/2023,Not Applicable,,
1993,195,SUP,5/4/2023,Not Applicable,,
1994,187,SUP,5/4/2023,Not Applicable,,
1995,400,SUP,5/11/2023,Not Applicable,,
1996,553,SUP,5/11/2023,Not Applicable,,
1997,188,SUP,5/4/2023,Not Applicable,,
1998,267,SUP,5/9/2023,5/9/2023,,
1999,424,SUP,5/9/2023,Not Applicable,,
2000,301,SUP,5/11/2023,Not Applicable,,
2001,449,SUP,5/11/2023,Not Applicable,,
2002,451,SUP,5/11/2023,Not Applicable,,
2003,174,SUP,5/4/2023,5/4/2023,,
2004,415,SUP,5/9/2023,Not Applicable,,
2005,306,SUP,5/11/2023,5/11/2023,,
2006,475,SUP,5/11/2023,Not Applicable,,
2007,473,SUP,5/11/2023,Not Applicable,,
2008,229,W/M,5/11/2023,Not Applicable,,
2009,281,W/M,5/11/2023,Not Applicable,,
2010,201,SUP,5/11/2023,Not Applicable,,
2012,156,SUP,5/4/2023,Not Applicable,,
2013,179,SUP,5/4/2023,Not Applicable,,
2014,204,SUP,5/11/2023,Not Applicable,,
2015,292,SUP,5/4/2023,5/4/2023,,
2016,473,SUP,5/11/2023,Not Applicable,,
2019,235,SUP,5/11/2023,Not Applicable,,
2020,246,W/M,5/9/2023,Not Applicable,,
2021,160,SUP,5/4/2023,Not Applicable,,
2022,162,SUP,5/4/2023,Not Applicable,,
2023,233,SUP,5/11/2023,Not Applicable,,
2024,226,SUP,5/11/2023,Not Applicable,,
2025,511,SUP,5/11/2023,Not Applicable,,
2027,280,SUP,5/11/2023,Not Applicable,,
2028,461,SUP,5/11/2023,Not Applicable,,
2030,450,SUP,5/11/2023,Not Applicable,,
2031,511,W/M,5/11/2023,Not Applicable,,
2032,446,SUP,5/11/2023,Not Applicable,,
2033,427,SUP,5/9/2023,Not Applicable,,
2035,239,SUP,5/4/2023,Not Applicable,,
2036,317,SUP,5/11/2023,Not Applicable,,
2037,472,SUP,5/11/2023,Not Applicable,,
2038,292,SUP,5/4/2023,5/4/2023,,
2039,450,W/M,5/11/2023,Not Applicable,,
2040,170,SUP,5/4/2023,Not Applicable,,
2041,284,W/M,5/4/2023,Not Applicable,,
2043,194,W/M,5/4/2023,Not Applicable,,
2044,457,W/M,5/11/2023,Not Applicable,,
2045,281,SUP,5/11/2023,Not Applicable,,
2046,180,SUP,5/4/2023,Not Applicable,,
2047,179,SUP,5/4/2023,Not Applicable,,
2048,453,SUP,5/11/2023,Not Applicable,,
2049,237,SUP,5/11/2023,Not Applicable,,
2050,396,SUP,5/11/2023,5/11/2023,,
2051,405,SUP,5/11/2023,Not Applicable,,
2052,453,W/M,5/11/2023,Not Applicable,,
2053,457,SUP,5/11/2023,Not Applicable,,
2054,450,W/M,5/11/2023,Not Applicable,,
2055,183,SUP,5/4/2023,Not Applicable,,
2056,188,SUP,5/4/2023,Not Applicable,,
2057,184,W/M,5/4/2023,Not Applicable,,
2058,297,SUP,5/11/2023,Not Applicable,,
2059,231,SUP,5/11/2023,5/11/2023,,
2061,201,SUP,5/11/2023,Not Applicable,,
2062,201,SUP,5/11/2023,Not Applicable,,
2063,208,SUP,5/4/2023,Not Applicable,,
2064,226,SUP,5/11/2023,Not Applicable,,
2065,122,SUP,5/11/2023,Not Applicable,,
2066,64,SUP,5/9/2023,5/9/2023,,
2068,170,SUP,5/11/2023,Not Applicable,,
2069,468,SUP,5/11/2023,Not Applicable,,
2070,469,SUP,5/11/2023,Not Applicable,,
2071,469,SUP,5/11/2023,Not Applicable,,
2073,214,SUP,5/4/2023,Not Applicable,,
2074,469,SUP,5/11/2023,Not Applicable,,
2075,478,SUP,5/11/2023,Not Applicable,,
2077,460,SUP,5/11/2023,Not Applicable,,
2078,216,SUP,5/4/2023,Not Applicable,,
2079,196,SUP,5/11/2023,Not Applicable,,
2080,202,SUP,5/11/2023,Not Applicable,,
2081,111,SUP,5/11/2023,5/11/2023,,
2082,464,SUP,5/11/2023,5/11/2023,,
2083,320,SUP,5/11/2023,Not Applicable,,
2084,382,SUP,5/11/2023,Not Applicable,,
2086,56,SUP,5/2/2023,5/2/2023,,
2087,422,SUP,5/9/2023,Not Applicable,,
2088,195,SUP,5/4/2023,Not Applicable,,
2089,311,SUP,5/4/2023,Not Applicable,,
2090,174,W/M,5/4/2023,Not Applicable,,
2091,110,SUP,5/11/2023,5/11/2023,,
2092,187,W/M,5/4/2023,Not Applicable,,
2093,189,SUP,5/4/2023,Not Applicable,,
2094,460,SUP,5/11/2023,Not Applicable,,
2095,160,SUP,5/4/2023,Not Applicable,,
2096,170,SUP,5/11/2023,Not Applicable,,
2097,188,SUP,5/4/2023,Not Applicable,,
2098,219,SUP,5/4/2023,5/4/2023,,
2099,447,W/M,5/11/2023,Not Applicable,,
2100,196,SUP,5/11/2023,Not Applicable,,
2101,475,SUP,5/11/2023,Not Applicable,,
2102,200,SUP,5/11/2023,Not Applicable,,
2103,159,SUP,5/4/2023,Not Applicable,,
2104,164,SUP,5/4/2023,5/4/2023,,
2105,53,SUP,5/9/2023,5/9/2023,,
2106,392,SUP,5/11/2023,Not Applicable,,
2107,195,SUP,5/4/2023,Not Applicable,,
2108,165,SUP,5/4/2023,Not Applicable,,
2109,165,W/M,5/4/2023,Not Applicable,,
2110,465,SUP,5/11/2023,5/11/2023,,
2111,13,SUP,5/9/2023,Not Applicable,,
2112,372,SUP,5/11/2023,5/11/2023,,
2113,370,SUP,5/11/2023,Not Applicable,,
2114,7,SUP,5/9/2023,Not Applicable,,
2115,216,SUP,5/4/2023,Not Applicable,,
2116,187,SUP,5/4/2023,Not Applicable,,
2117,450,SUP,5/11/2023,Not Applicable,,
2118,156,W/M,5/4/2023,Not Applicable,,
2119,451,SUP,5/11/2023,5/11/2023,,
2120,190,SUP,5/4/2023,Not Applicable,,
2121,472,SUP,5/11/2023,Not Applicable,,
2122,159,SUP,5/4/2023,Not Applicable,,
2123,47,SUP,5/9/2023,Not Applicable,,
2124,223,SUP,5/4/2023,Not Applicable,,
2125,380,SUP,5/11/2023,5/11/2023,,
2126,470,W/M,5/11/2023,Not Applicable,,
2127,440,SUP,5/9/2023,Not Applicable,,
2128,159,SUP,5/4/2023,Not Applicable,,
2129,231,SUP,5/11/2023,Not Applicable,,
2130,183,SUP,5/4/2023,Not Applicable,,
2131,411,SUP,5/9/2023,Not Applicable,,
2132,131,SUP,5/9/2023,5/9/2023,,
2133,82,SUP,5/9/2023,5/9/2023,,
2134,306,SUP,5/11/2023,5/11/2023,,
2135,190,SUP,5/4/2023,Not Applicable,,
2136,291,SUP,5/4/2023,Not Applicable,,
2137,296,SUP,5/11/2023,Not Applicable,,
2138,181,W/M,5/4/2023,Not Applicable,,
2139,157,W/M,5/4/2023,Not Applicable,,
2140,180,SUP,5/4/2023,Not Applicable,,
2141,166,SUP,5/11/2023,Not Applicable,,
2142,184,SUP,5/2/2023,Not Applicable,,
2143,179,SUP,5/4/2023,Not Applicable,,
2144,173,W/M,5/4/2023,Not Applicable,,
2145,168,SUP,5/11/2023,Not Applicable,,
2146,189,SUP,5/4/2023,Not Applicable,,
2147,383,SUP,5/11/2023,Not Applicable,,
2149,216,SUP,5/4/2023,Not Applicable,,
2150,458,W/M,5/11/2023,Not Applicable,,
2151,109,SUP,5/11/2023,Not Applicable,,
2152,188,SUP,5/4/2023,Not Applicable,,
2153,183,SUP,5/4/2023,Not Applicable,,
2154,24,SUP,5/11/2023,5/11/2023,,
2155,156,SUP,5/4/2023,Not Applicable,,
2156,171,W/M,5/4/2023,Not Applicable,,
2157,160,SUP,5/4/2023,Not Applicable,,
2158,156,SUP,5/4/2023,Not Applicable,,
2159,194,SUP,5/4/2023,Not Applicable,,
2160,290,SUP,5/4/2023,Not Applicable,,
2161,511,W/M,5/11/2023,Not Applicable,,
2163,173,W/M,5/4/2023,Not Applicable,,
2164,194,SUP,5/4/2023,Not Applicable,,
2166,191,SUP,5/4/2023,Not Applicable,,
2167,167,W/M,5/11/2023,Not Applicable,,
2169,232,SUP,5/11/2023,Not Applicable,,
2170,162,W/M,5/4/2023,Not Applicable,,
2174,154,SUP,5/4/2023,Not Applicable,,
2175,333,SUP,5/9/2023,Not Applicable,,
2176,107,SUP,5/11/2023,5/11/2023,,
2177,459,W/M,5/11/2023,Not Applicable,,
2178,179,SUP,5/4/2023,Not Applicable,,
2180,157,W/M,5/4/2023,Not Applicable,,
2181,463,SUP,5/11/2023,Not Applicable,,
2183,180,SUP,5/4/2023,Not Applicable,,
2184,160,W/M,5/4/2023,Not Applicable,,
2185,232,SUP,5/11/2023,Not Applicable,,
2187,473,SUP,5/11/2023,Not Applicable,,
2188,469,SUP,5/11/2023,Not Applicable,,
2189,392,SUP,5/11/2023,Not Applicable,,
2190,453,W/M,5/11/2023,Not Applicable,,
2191,207,SUP,5/4/2023,Not Applicable,,
2192,436,SUP,5/11/2023,Not Applicable,,
2193,208,SUP,5/4/2023,Not Applicable,,
2194,283,W/M,5/4/2023,Not Applicable,,
2195,178,SUP,5/4/2023,5/4/2023,,
2196,472,SUP,5/11/2023,Not Applicable,,
2197,208,SUP,5/4/2023,Not Applicable,,
2198,423,SUP,5/9/2023,Not Applicable,,
2199,216,SUP,5/4/2023,Not Applicable,,
2200,162,W/M,5/4/2023,Not Applicable,,
2201,505,SUP,5/11/2023,5/11/2023,,
2202,180,SUP,5/4/2023,Not Applicable,,
2204,267,SUP,5/9/2023,5/9/2023,,
2205,233,SUP,5/11/2023,Not Applicable,,
2206,466,W/M,5/11/2023,Not Applicable,,
2207,403,SUP,5/11/2023,5/11/2023,,
2208,226,SUP,5/11/2023,Not Applicable,,
2209,216,SUP,5/4/2023,Not Applicable,,
2210,195,SUP,5/4/2023,Not Applicable,,
2211,208,SUP,5/4/2023,Not Applicable,,
2213,340,SUP,5/9/2023,5/9/2023,,
2214,41,SUP,5/11/2023,Not Applicable,,
2215,265,SUP,5/9/2023,5/9/2023,,
2218,466,SUP,5/11/2023,5/11/2023,,
2221,333,SUP,5/9/2023,Not Applicable,,
2222,157,SUP,5/4/2023,Not Applicable,,
2223,585,SUP,5/11/2023,5/11/2023,,
2224,181,W/M,5/4/2023,Not Applicable,,
2225,161,SUP,5/4/2023,Not Applicable,,
2226,481,WNM,5/11/2023,5/11/2023,,
2227,159,W/M,5/4/2023,Not Applicable,,
2228,154,W/M,5/4/2023,Not Applicable,,
2230,237,SUP,5/11/2023,Not Applicable,,
2231,279,SUP,5/9/2023,Not Applicable,,
2232,163,W/M,5/4/2023,Not Applicable,,
2233,280,SUP,5/11/2023,5/11/2023,,
2234,189,SUP,5/4/2023,Not Applicable,,
2236,167,W/M,5/11/2023,Not Applicable,,
2237,118,SUP,5/11/2023,Not Applicable,,
2238,200,SUP,5/11/2023,Not Applicable,,
2239,86,SUP,5/9/2023,5/9/2023,,
2241,475,SUP,5/11/2023,Not Applicable,,
2242,464,SUP,5/11/2023,5/11/2023,,
2243,478,SUP,5/11/2023,Not Applicable,,
2244,316,SUP,5/11/2023,Not Applicable,,
2245,460,SUP,5/11/2023,Not Applicable,,
2247,299,SUP,5/11/2023,Not Applicable,,
2248,293,W/M,5/11/2023,Not Applicable,,
2249,467,SUP,5/11/2023,Not Applicable,,
2250,225,SUP,5/4/2023,5/4/2023,,
2251,484,SUP,5/11/2023,5/11/2023,,
2252,168,SUP,5/11/2023,Not Applicable,,
2253,458,SUP,5/11/2023,Not Applicable,,
2254,165,W/M,5/4/2023,Not Applicable,,
2255,232,SUP,5/11/2023,Not Applicable,,
2256,296,SUP,5/11/2023,Not Applicable,,
2257,67,SUP,5/9/2023,5/9/2023,,
2258,283,W/M,5/11/2023,Not Applicable,,
2259,383,SUP,5/11/2023,Not Applicable,,
2261,161,SUP,5/4/2023,Not Applicable,,
2262,190,SUP,5/4/2023,Not Applicable,,
2263,167,SUP,5/11/2023,Not Applicable,,
2264,189,W/M,5/4/2023,Not Applicable,,
2265,35,SUP,5/11/2023,Not Applicable,,
2266,214,SUP,5/4/2023,Not Applicable,,
2267,156,W/M,5/4/2023,Not Applicable,,
2269,473,SUP,5/11/2023,Not Applicable,,
2270,375,SUP,5/11/2023,Not Applicable,,
2271,440,SUP,5/9/2023,Not Applicable,,
2272,285,SUP,5/11/2023,Not Applicable,,
2273,205,SUP,5/11/2023,Not Applicable,,
2274,424,SUP,5/9/2023,Not Applicable,,
2275,239,SUP,5/4/2023,Not Applicable,,
2276,238,SUP,5/9/2023,Not Applicable,,
2277,449,SUP,5/11/2023,Not Applicable,,
2278,228,SUP,5/11/2023,Not Applicable,,
2279,282,SUP,5/11/2023,Not Applicable,,
2280,451,W/M,5/11/2023,Not Applicable,,
2281,235,SUP,5/11/2023,5/11/2023,,
2282,162,SUP,5/4/2023,Not Applicable,,
2283,161,SUP,5/4/2023,Not Applicable,,
2284,173,SUP,5/4/2023,Not Applicable,,
2285,189,SUP,5/4/2023,Not Applicable,,
2286,171,W/M,5/4/2023,Not Applicable,,
2287,229,SUP,5/11/2023,Not Applicable,,
2288,462,W/M,5/11/2023,Not Applicable,,
2289,154,SUP,5/4/2023,Not Applicable,,
2291,458,W/M,5/11/2023,Not Applicable,,
2292,484,SUP,5/11/2023,5/11/2023,,
2293,585,SUP,5/11/2023,Not Applicable,,
2294,174,SUP,5/4/2023,5/4/2023,,
2295,287,SUP,5/4/2023,5/4/2023,,
2297,448,W/M,5/11/2023,Not Applicable,,
2299,163,SUP,5/4/2023,Not Applicable,,
2300,227,SUP,5/11/2023,5/11/2023,,
2306,11,SUP,5/9/2023,Not Applicable,,
2307,582,SUP,5/11/2023,5/11/2023,,
2308,470,W/M,5/11/2023,Not Applicable,,
2309,221,SUP,5/4/2023,5/4/2023,,
2310,123,SUP,5/11/2023,Not Applicable,,
2311,248,SUP,5/11/2023,Not Applicable,,
2312,312,SUP,5/4/2023,Not Applicable,,
2313,209,SUP,5/4/2023,Not Applicable,,
2314,470,W/M,5/11/2023,Not Applicable,,
2315,478,W/M,5/11/2023,Not Applicable,,
2316,214,SUP,5/4/2023,Not Applicable,,
2317,472,W/M,5/11/2023,Not Applicable,,
2318,231,SUP,5/11/2023,Not Applicable,,
2319,472,W/M,5/11/2023,Not Applicable,,
2320,468,SUP,5/11/2023,Not Applicable,,
2321,470,W/M,5/11/2023,Not Applicable,,
2322,145,SUP,5/9/2023,5/9/2023,,
2323,215,SUP,5/4/2023,Not Applicable,,
2325,472,SUP,5/11/2023,Not Applicable,,
2326,194,W/M,5/4/2023,Not Applicable,,
2328,497,WNM,5/11/2023,Not Applicable,,
2329,156,SUP,5/4/2023,Not Applicable,,
2330,183,SUP,5/4/2023,Not Applicable,,
2331,162,SUP,5/4/2023,Not Applicable,,
2332,181,W/M,5/4/2023,Not Applicable,,
2333,445,W/M,5/11/2023,Not Applicable,,
2334,233,SUP,5/11/2023,Not Applicable,,
2335,441,SUP,5/9/2023,Not Applicable,,
2336,159,SUP,5/4/2023,Not Applicable,,
2337,312,SUP,5/4/2023,Not Applicable,,
2338,196,SUP,5/11/2023,Not Applicable,,
2339,246,SUP,5/11/2023,Not Applicable,,
2340,233,SUP,5/11/2023,Not Applicable,,
2341,159,W/M,5/4/2023,Not Applicable,,
2348,36,SUP,5/11/2023,Not Applicable,,
2350,207,SUP,5/4/2023,Not Applicable,,
2351,188,SUP,5/4/2023,Not Applicable,,
2352,424,SUP,5/9/2023,Not Applicable,,
2354,205,SUP,5/11/2023,Not Applicable,,
2355,195,SUP,5/4/2023,Not Applicable,,
2357,283,SUP,5/11/2023,5/11/2023,,
2358,196,SUP,5/11/2023,Not Applicable,,
2359,209,SUP,5/4/2023,Not Applicable,,
2360,23,SUP,5/11/2023,5/11/2023,,
2361,215,W/M,5/4/2023,Not Applicable,,
2362,214,SUP,5/4/2023,Not Applicable,,
2365,174,SUP,5/11/2023,Not Applicable,,
2366,160,SUP,5/4/2023,Not Applicable,,
2367,419,SUP,5/9/2023,Not Applicable,,
2368,174,SUP,5/11/2023,Not Applicable,,
2369,181,SUP,5/4/2023,Not Applicable,,
2370,188,SUP,5/4/2023,Not Applicable,,
2371,163,SUP,5/4/2023,Not Applicable,,
2373,161,W/M,5/4/2023,Not Applicable,,
2385,514,SUP,5/11/2023,Not Applicable,,
2386,154,SUP,5/4/2023,Not Applicable,,
2387,114,SUP,5/11/2023,5/11/2023,,
2388,239,SUP,5/11/2023,Not Applicable,,
2391,548,WNM,5/11/2023,5/11/2023,,
2392,102,WNM,5/11/2023,5/11/2023,,
2393,533,WNM,5/9/2023,Not Applicable,,
2394,533,WNM,5/9/2023,Not Applicable,,
2395,507,WNM,5/9/2023,Not Applicable,,
2396,488,WNM,5/11/2023,Not Applicable,,
2397,561,WNM,5/9/2023,Not Applicable,,
2398,183,W/M,5/4/2023,Not Applicable,,
2399,184,SUP,5/4/2023,Not Applicable,,
2400,218,SUP,5/4/2023,Not Applicable,,
2401,484,W/M,5/11/2023,Not Applicable,,
2402,392,SUP,5/11/2023,Not Applicable,,
2403,514,SUP,5/11/2023,Not Applicable,,
2404,87,SUP,5/9/2023,5/9/2023,,
2405,194,SUP,5/4/2023,Not Applicable,,
2406,488,WNM,5/11/2023,5/11/2023,,
2412,293,SUP,5/11/2023,Not Applicable,,
2414,500,WNM,5/11/2023,Not Applicable,,
2417,196,SUP,5/11/2023,Not Applicable,,
2418,455,W/M,5/11/2023,Not Applicable,,
2419,285,W/M,5/4/2023,Not Applicable,,
2420,235,SUP,5/11/2023,5/11/2023,,
2421,436,SUP,5/9/2023,Not Applicable,,
2422,477,W/M,5/11/2023,Not Applicable,,
2424,187,SUP,5/4/2023,Not Applicable,,
2425,495,WNM,5/9/2023,Not Applicable,,
2426,217,SUP,5/4/2023,5/4/2023,,
2427,53,SUP,5/2/2023,5/2/2023,,
2428,409,SUP,5/9/2023,Not Applicable,,
2429,223,SUP,5/4/2023,Not Applicable,,
2431,492,WNM,5/9/2023,Not Applicable,,
2432,433,SUP,5/9/2023,Not Applicable,,
2433,561,WNM,5/9/2023,Not Applicable,,
2434,196,SUP,5/9/2023,Not Applicable,,
2435,282,SUP,5/11/2023,Not Applicable,,
2436,293,SUP,5/11/2023,Not Applicable,,
2437,286,SUP,5/4/2023,Not Applicable,,
2438,291,SUP,5/4/2023,Not Applicable,,
2439,60,SUP,5/9/2023,Not Applicable,,
2440,294,SUP,5/11/2023,Not Applicable,,
2441,223,SUP,5/4/2023,5/4/2023,,
2442,485,WNM,5/9/2023,5/9/2023,,
2444,189,SUP,5/4/2023,Not Applicable,,
2445,170,SUP,5/11/2023,Not Applicable,,
2446,170,SUP,5/11/2023,Not Applicable,,
2447,225,SUP,5/4/2023,5/4/2023,,
2448,423,SUP,5/9/2023,Not Applicable,,
2450,471,W/M,5/11/2023,Not Applicable,,
2451,570,WNM,5/11/2023,Not Applicable,,
2452,444,SUP,5/9/2023,Not Applicable,,
2453,392,SUP,5/11/2023,Not Applicable,,
2455,383,SUP,5/11/2023,Not Applicable,,
2457,455,SUP,5/11/2023,5/11/2023,,
