Store,Market,Region,BU,City,State,2023 Tier
517,353,44,SOUTHWEST BU,MUSTANG,OK,2
518,26,2,SOUTHEAST BU,CANTON,GA,2
519,260,41, NORTH BU,HARRODSBURG,KY,2
520,25,2,SOUTHEAST BU,WINDER,GA,2
521,66,13,SOUTHWEST BU,LAKE CHARLES,LA,2
522,60,6,SOUTHWEST BU,CROSBY,TX,2
523,46,13,SOUTHWEST BU,CARTHAGE,TX,2
524,84,6,SOUTHWEST BU,KENEDY,TX,2
525,549,72, NHM BU,LAKE MARY,FL,2
526,242,41, NORTH BU,LOUISVILLE,KY,2
527,61,6,SOUTHWEST BU,ANGLETON,TX,2
528,115,9,SOUTHEAST BU,BRADEN RIVER,FL,2
529,61,6,SOUTHWEST BU,LA MARQUE,TX,2
530,327,42,SOUTHEAST BU,EL DORADO,AR,2
531,132,13,SOUTHWEST BU,LAFAYETTE,LA,2
532,130,13,SOUTHWEST BU,GONZALES,LA,2
533,132,13,SOUTHWEST BU,NEW IBERIA,LA,2
535,74,7,SOUTHWEST BU,ABILENE,TX,2
536,74,7,SOUTHWEST BU,ABILENE,TX,2
537,73,7,SOUTHWEST BU,ODESSA,TX,2
538,93,3,SOUTHEAST BU,GAINESVILLE,FL,2
539,134,13,SOUTHWEST BU,ALEXANDRIA,LA,2
540,129,13,SOUTHWEST BU,MORGAN CITY,LA,2
541,128,13,SOUTHWEST BU,COVINGTON,LA,2
542,129,13,SOUTHWEST BU,HOUMA,LA,2
543,132,13,SOUTHWEST BU,OPELOUSAS,LA,2
544,353,44,SOUTHWEST BU,DEL CITY,OK,2
545,258,20, NORTH BU,MANCHESTER,KY,2
546,62,6,SOUTHWEST BU,RICHMOND,TX,2
547,114,3,SOUTHEAST BU,PLANT CITY,FL,2
548,25,2,SOUTHEAST BU,LAWRENCEVILLE,GA,2
549,71,7,SOUTHWEST BU,HOBBS,NM,2
550,273,25, NORTH BU,LAWRENCEVILLE,IL,2
551,93,3,SOUTHEAST BU,PALATKA,FL,2
552,258,20, NORTH BU,WHITESBURG,KY,2
553,125,13,SOUTHWEST BU,SLIDELL,LA,2
554,88,7,SOUTHWEST BU,LAREDO,TX,2
555,32,2,SOUTHEAST BU,DUBLIN,GA,2
556,28,3,SOUTHEAST BU,WAYCROSS,GA,2
557,407,47,WEST BU,EMPORIA,KS,2
558,407,47,WEST BU,SALINA,KS,2
559,418,52,WEST BU,MUSCATINE,IA,2
560,360,40, NORTH BU,SAINT JOSEPH,MO,2
561,76,5,SOUTHWEST BU,EASTLAND,TX,2
562,2,14,SOUTHEAST BU,LEEDS,AL,2
563,94,3,SOUTHEAST BU,ORANGE CITY,FL,2
564,344,44,SOUTHWEST BU,OKLAHOMA CITY,OK,2
565,55,5,SOUTHWEST BU,CORSICANA,TX,2
566,580,41, NORTH BU,BOONVILLE,IN,2
567,85,6,SOUTHWEST BU,CALDWELL,TX,2
568,152,12,SOUTHEAST BU,CARTHAGE,TN,2
569,257,41, NORTH BU,COLUMBIA,KY,2
571,260,41, NORTH BU,GEORGETOWN,KY,2
572,46,13,SOUTHWEST BU,KILGORE,TX,2
573,361,40, NORTH BU,LEES SUMMIT,MO,2
574,37,4, EAST BU,SURFSIDE BEACH,SC,2
575,24,2,SOUTHEAST BU,WOODSTOCK,GA,2
576,345,44,SOUTHWEST BU,TULSA,OK,2
577,362,40, NORTH BU,OLATHE,KS,2
578,123,12,SOUTHEAST BU,SEVIERVILLE,TN,2
579,94,3,SOUTHEAST BU,ST AUGUSTINE,FL,2
580,116,9,SOUTHEAST BU,BARTOW,FL,2
581,414,52,WEST BU,MARSHALLTOWN,IA,2
582,94,3,SOUTHEAST BU,PORT ORANGE,FL,2
583,121,12,SOUTHEAST BU,ONEIDA,TN,2
584,260,41, NORTH BU,DRY RIDGE,KY,2
585,42,4, EAST BU,ROCK HILL,SC,2
586,37,4, EAST BU,CONWAY,SC,2
587,152,12,SOUTHEAST BU,SPARTA,TN,2
588,27,3,SOUTHEAST BU,ALBANY,GA,2
589,256,41, NORTH BU,LOUISVILLE,KY,2
590,48,5,SOUTHWEST BU,FORT WORTH,TX,2
591,259,21, NORTH BU,CYNTHIANA,KY,2
592,406,47,WEST BU,DERBY,KS,2
593,28,3,SOUTHEAST BU,DOUGLAS,GA,2
594,22,2,SOUTHEAST BU,FAYETTEVILLE,GA,2
595,569,7,SOUTHWEST BU,HARLINGEN,TX,2
596,271,41, NORTH BU,HERRIN,IL,2
598,429,47,WEST BU,KEARNEY,NE,2
599,124,12,SOUTHEAST BU,KINGSPORT,TN,2
600,70,7,SOUTHWEST BU,PAMPA,TX,2
601,74,7,SOUTHWEST BU,SAN ANGELO,TX,2
602,68,13,SOUTHWEST BU,SPRING,TX,2
603,278,25, NORTH BU,PEKIN,IL,2
604,7,14,SOUTHEAST BU,DOTHAN,AL,2
605,29,4, EAST BU,SAVANNAH,GA,2
606,29,4, EAST BU,SAVANNAH,GA,2
607,349,44,SOUTHWEST BU,HOBART,OK,2
608,73,7,SOUTHWEST BU,MIDLAND,TX,2
609,275,25, NORTH BU,HANNIBAL,MO,2
610,76,5,SOUTHWEST BU,STEPHENVILLE,TX,2
611,387,46,SOUTHWEST BU,ROSWELL,NM,2
612,273,25, NORTH BU,CHARLESTON,IL,2
613,94,3,SOUTHEAST BU,ORMOND BEACH,FL,2
614,16,14,SOUTHEAST BU,LAGRANGE,GA,2
615,26,2,SOUTHEAST BU,CARTERSVILLE,GA,2
616,38,4, EAST BU,ORANGEBURG,SC,2
617,580,41, NORTH BU,SULLIVAN,IN,2
618,26,2,SOUTHEAST BU,HIRAM,GA,2
619,119,12,SOUTHEAST BU,DAYTON,TN,2
620,124,12,SOUTHEAST BU,BRISTOL,TN,2
621,37,4, EAST BU,LAKE CITY,SC,2
622,344,44,SOUTHWEST BU,OKLAHOMA CITY,OK,2
623,118,9,SOUTHEAST BU,NORTH FORT MYERS,FL,2
624,39,4, EAST BU,NEWBERRY,SC,2
625,37,4, EAST BU,GEORGETOWN,SC,2
626,73,7,SOUTHWEST BU,SEMINOLE,TX,2
627,38,4, EAST BU,DILLON,SC,2
628,36,4, EAST BU,SUMMERVILLE,SC,2
629,42,4, EAST BU,UNION,SC,2
630,38,4, EAST BU,FLORENCE,SC,2
631,35,4, EAST BU,EASLEY,SC,2
632,36,4, EAST BU,MOUNT PLEASANT,SC,2
633,279,25, NORTH BU,KEWANEE,IL,2
634,38,4, EAST BU,CAMDEN,SC,2
635,29,4, EAST BU,SAVANNAH,GA,2
636,279,25, NORTH BU,PRINCETON,IL,2
637,429,47,WEST BU,LEXINGTON,NE,2
638,42,4, EAST BU,GAFFNEY,SC,2
639,28,3,SOUTHEAST BU,BRUNSWICK,GA,2
640,35,4, EAST BU,GREENVILLE,SC,2
641,35,4, EAST BU,GREENVILLE,SC,2
642,38,4, EAST BU,CHERAW,SC,2
643,37,4, EAST BU,MYRTLE BEACH,SC,2
644,39,4, EAST BU,ANDERSON,SC,2
645,433,47,WEST BU,NORFOLK,NE,2
646,415,52,WEST BU,ANAMOSA,IA,2
647,414,52,WEST BU,GRINNELL,IA,2
648,339,40, NORTH BU,SAINT PETERS,MO,2
649,92,9,SOUTHEAST BU,TITUSVILLE,FL,2
651,66,13,SOUTHWEST BU,BEAUMONT,TX,2
652,406,47,WEST BU,GARDEN CITY,KS,2
653,253,41, NORTH BU,HOPKINSVILLE,KY,2
655,253,41, NORTH BU,HANSON,KY,2
656,151,12,SOUTHEAST BU,SHELBYVILLE,TN,2
657,152,12,SOUTHEAST BU,COOKEVILLE,TN,2
658,120,12,SOUTHEAST BU,ROME,GA,2
659,153,12,SOUTHEAST BU,NASHVILLE,TN,2
660,137,11,SOUTHEAST BU,MUSCLE SHOALS,AL,2
661,137,11,SOUTHEAST BU,ATHENS,AL,2
662,137,11,SOUTHEAST BU,DECATUR,AL,2
663,119,12,SOUTHEAST BU,ATHENS,TN,2
664,406,47,WEST BU,HAYS,KS,2
665,257,41, NORTH BU,CAMPBELLSVILLE,KY,2
666,115,9,SOUTHEAST BU,SEBRING,FL,2
667,151,12,SOUTHEAST BU,TULLAHOMA,TN,2
668,152,12,SOUTHEAST BU,MCMINNVILLE,TN,2
669,120,12,SOUTHEAST BU,DALTON,GA,2
670,2,14,SOUTHEAST BU,CULLMAN,AL,2
671,152,12,SOUTHEAST BU,LEBANON,TN,2
672,122,12,SOUTHEAST BU,ALCOA,TN,2
673,149,12,SOUTHEAST BU,CLARKSVILLE,TN,2
674,152,12,SOUTHEAST BU,GALLATIN,TN,2
675,146,11,SOUTHEAST BU,UNION CITY,TN,2
676,121,12,SOUTHEAST BU,ROCKWOOD,TN,2
677,146,11,SOUTHEAST BU,DYERSBURG,TN,2
678,123,12,SOUTHEAST BU,NEWPORT,TN,2
680,123,12,SOUTHEAST BU,GREENEVILLE,TN,2
681,3,14,SOUTHEAST BU,GUNTERSVILLE,AL,2
682,151,12,SOUTHEAST BU,MURFREESBORO,TN,2
683,147,11,SOUTHEAST BU,LAWRENCEBURG,TN,2
684,147,11,SOUTHEAST BU,LEXINGTON,TN,2
685,123,12,SOUTHEAST BU,MORRISTOWN,TN,2
686,28,3,SOUTHEAST BU,FITZGERALD,GA,2
687,121,12,SOUTHEAST BU,CROSSVILLE,TN,2
688,153,12,SOUTHEAST BU,NASHVILLE,TN,2
689,257,41, NORTH BU,SOMERSET,KY,2
690,124,12,SOUTHEAST BU,ELIZABETHTON,TN,2
691,3,14,SOUTHEAST BU,FORT PAYNE,AL,2
692,260,41, NORTH BU,DANVILLE,KY,2
693,259,21, NORTH BU,JACKSON,KY,2
694,254,41, NORTH BU,HENDERSON,KY,2
695,149,12,SOUTHEAST BU,MADISON,TN,2
696,258,20, NORTH BU,PRESTONSBURG,KY,2
697,93,3,SOUTHEAST BU,OCALA,FL,2
698,119,12,SOUTHEAST BU,CLEVELAND,TN,2
699,136,11,SOUTHEAST BU,OXFORD,MS,2
700,8,14,SOUTHEAST BU,SELMA,AL,2
701,254,41, NORTH BU,OWENSBORO,KY,2
702,259,21, NORTH BU,WINCHESTER,KY,2
703,67,6,SOUTHWEST BU,TOMBALL,TX,2
705,89,3,SOUTHEAST BU,MOUNT DORA,FL,2
706,114,3,SOUTHEAST BU,ZEPHYRHILLS,FL,2
707,136,11,SOUTHEAST BU,CLARKSDALE,MS,2
708,140,11,SOUTHEAST BU,VICKSBURG,MS,2
709,256,41, NORTH BU,ELIZABETHTOWN,KY,2
710,153,12,SOUTHEAST BU,HERMITAGE,TN,2
711,257,41, NORTH BU,GLASGOW,KY,2
712,5,12,SOUTHEAST BU,SCOTTSBORO,AL,2
713,114,3,SOUTHEAST BU,DADE CITY,FL,2
714,327,42,SOUTHEAST BU,HELENA-WEST HELENA,AR,2
715,11,11,SOUTHEAST BU,TUSCALOOSA,AL,2
716,136,11,SOUTHEAST BU,GREENWOOD,MS,2
717,479,5,SOUTHWEST BU,LAKE WORTH,TX,2
718,114,3,SOUTHEAST BU,AUBURNDALE,FL,2
719,257,41, NORTH BU,RICHMOND,KY,2
720,260,41, NORTH BU,FRANKFORT,KY,2
721,118,9,SOUTHEAST BU,PORT CHARLOTTE,FL,2
722,22,2,SOUTHEAST BU,CARROLLTON,GA,2
723,7,14,SOUTHEAST BU,TROY,AL,2
724,123,12,SOUTHEAST BU,JEFFERSON CITY,TN,2
725,114,3,SOUTHEAST BU,HAINES CITY,FL,2
726,10,14,SOUTHEAST BU,ALEXANDER CITY,AL,2
727,22,2,SOUTHEAST BU,CEDARTOWN,GA,2
728,29,4, EAST BU,HILTON HEAD ISLAND,SC,2
729,256,41, NORTH BU,BARDSTOWN,KY,2
730,10,14,SOUTHEAST BU,SYLACAUGA,AL,2
731,11,11,SOUTHEAST BU,DEMOPOLIS,AL,2
733,10,14,SOUTHEAST BU,VALLEY,AL,2
734,7,14,SOUTHEAST BU,ENTERPRISE,AL,2
735,151,12,SOUTHEAST BU,WINCHESTER,TN,2
736,253,41, NORTH BU,RUSSELLVILLE,KY,2
737,151,12,SOUTHEAST BU,LEWISBURG,TN,2
738,147,11,SOUTHEAST BU,CAMDEN,TN,2
739,258,20, NORTH BU,MIDDLESBORO,KY,2
740,7,14,SOUTHEAST BU,OZARK,AL,2
741,121,12,SOUTHEAST BU,LENOIR CITY,TN,2
742,124,12,SOUTHEAST BU,KINGSPORT,TN,2
743,353,44,SOUTHWEST BU,OKLAHOMA CITY,OK,2
744,59,6,SOUTHWEST BU,HUMBLE,TX,2
745,19,2,SOUTHEAST BU,STOCKBRIDGE,GA,2
746,76,5,SOUTHWEST BU,TEMPLE,TX,2
748,414,52,WEST BU,NEWTON,IA,2
749,414,52,WEST BU,AMES,IA,2
750,415,52,WEST BU,INDEPENDENCE,IA,2
751,413,52,WEST BU,PELLA,IA,2
752,63,6,SOUTHWEST BU,PASADENA,TX,2
753,415,52,WEST BU,CEDAR FALLS,IA,2
754,30,2,SOUTHEAST BU,STATESBORO,GA,2
755,70,7,SOUTHWEST BU,AMARILLO,TX,2
756,120,12,SOUTHEAST BU,TRION,GA,2
757,77,7,SOUTHWEST BU,PLEASANTON,TX,2
758,32,2,SOUTHEAST BU,AMERICUS,GA,2
759,116,9,SOUTHEAST BU,WAUCHULA,FL,2
760,256,41, NORTH BU,HARDINSBURG,KY,2
761,129,13,SOUTHWEST BU,RACELAND,LA,2
762,2,14,SOUTHEAST BU,BIRMINGHAM,AL,2
764,11,11,SOUTHEAST BU,BESSEMER,AL,2
765,87,6,SOUTHWEST BU,SAN ANTONIO,TX,2
766,137,11,SOUTHEAST BU,FLORENCE,AL,2
767,101,3,SOUTHEAST BU,LAKE CITY,FL,2
768,65,6,SOUTHWEST BU,KATY,TX,2
769,115,9,SOUTHEAST BU,VENICE,FL,2
770,406,47,WEST BU,GREAT BEND,KS,2
771,92,9,SOUTHEAST BU,MERRITT ISLAND,FL,2
772,64,6,SOUTHWEST BU,HOUSTON,TX,2
773,134,13,SOUTHWEST BU,EUNICE,LA,2
774,433,47,WEST BU,COLUMBUS,NE,2
775,279,25, NORTH BU,GALESBURG,IL,2
776,432,47,WEST BU,FREMONT,NE,2
777,66,13,SOUTHWEST BU,WEST ORANGE,TX,2
778,118,9,SOUTHEAST BU,PUNTA GORDA,FL,2
779,114,3,SOUTHEAST BU,LAKELAND,FL,2
780,25,2,SOUTHEAST BU,MONROE,GA,2
781,81,7,SOUTHWEST BU,MARBLE FALLS,TX,2
782,88,7,SOUTHWEST BU,UVALDE,TX,2
783,359,40, NORTH BU,MACON,MO,2
784,418,52,WEST BU,MOUNT PLEASANT,IA,2
785,141,13,SOUTHWEST BU,WAYNESBORO,MS,2
786,264,25, NORTH BU,DEKALB,IL,2
787,22,2,SOUTHEAST BU,RIVERDALE,GA,2
788,328,42,SOUTHEAST BU,CLINTON,AR,2
789,583,5,SOUTHWEST BU,MESQUITE,TX,2
790,429,47,WEST BU,MCCOOK,NE,2
791,78,7,SOUTHWEST BU,ALICE,TX,2
792,279,25, NORTH BU,ALEDO,IL,2
793,70,7,SOUTHWEST BU,CANYON,TX,2
794,409,44,SOUTHWEST BU,HUTCHINSON,KS,2
795,39,4, EAST BU,BARNWELL,SC,2
796,279,25, NORTH BU,PERU,IL,2
797,418,52,WEST BU,WEST BURLINGTON,IA,2
798,273,25, NORTH BU,MARSHALL,IL,2
799,406,47,WEST BU,LIBERAL,KS,2
800,89,3,SOUTHEAST BU,LEESBURG,FL,2
801,360,40, NORTH BU,MARYVILLE,MO,2
802,263,53, NORTH BU,MONROE,WI,2
803,128,13,SOUTHWEST BU,BOGALUSA,LA,2
804,48,5,SOUTHWEST BU,MINERAL WELLS,TX,2
805,340,40, NORTH BU,FENTON,MO,2
806,387,46,SOUTHWEST BU,LAS CRUCES,NM,2
807,50,5,SOUTHWEST BU,NORTH RICHLAND HILLS,TX,2
808,61,6,SOUTHWEST BU,LAKE JACKSON,TX,2
809,10,14,SOUTHEAST BU,OXFORD,AL,2
810,426,52,WEST BU,MASON CITY,IA,2
811,118,9,SOUTHEAST BU,ARCADIA,FL,2
812,70,7,SOUTHWEST BU,DUMAS,TX,2
813,81,7,SOUTHWEST BU,BROWNWOOD,TX,2
814,107,9,SOUTHEAST BU,OKEECHOBEE,FL,2
815,336,40, NORTH BU,OSAGE BEACH,MO,2
816,141,13,SOUTHWEST BU,BROOKHAVEN,MS,2
817,90,9,SOUTHEAST BU,KISSIMMEE,FL,2
818,15,14,SOUTHEAST BU,PANAMA CITY BEACH,FL,2
819,105,9,SOUTHEAST BU,CAPE CORAL,FL,2
820,359,40, NORTH BU,BOONVILLE,MO,2
821,71,7,SOUTHWEST BU,CLOVIS,NM,2
822,70,7,SOUTHWEST BU,AMARILLO,TX,2
823,345,44,SOUTHWEST BU,PONCA CITY,OK,2
824,385,46,SOUTHWEST BU,ALBUQUERQUE,NM,2
825,257,41, NORTH BU,STANFORD,KY,2
826,375,46,SOUTHWEST BU,FARMINGTON,NM,2
827,45,5,SOUTHWEST BU,CANTON,TX,2
828,251,41, NORTH BU,PLAINFIELD,IN,2
829,385,46,SOUTHWEST BU,SANTA FE,NM,2
830,279,25, NORTH BU,ROCK FALLS,IL,2
833,271,41, NORTH BU,CARMI,IL,2
834,360,40, NORTH BU,BETHANY,MO,2
835,385,46,SOUTHWEST BU,ALBUQUERQUE,NM,2
836,28,3,SOUTHEAST BU,SAINT MARYS,GA,2
837,333,40, NORTH BU,THAYER,MO,2
838,345,44,SOUTHWEST BU,SAND SPRINGS,OK,2
839,130,13,SOUTHWEST BU,BATON ROUGE,LA,2
840,554,59, NHM BU,WARNER ROBINS,GA,2
841,415,52,WEST BU,TIPTON,IA,2
842,389,54,WEST BU,PUEBLO,CO,2
843,27,3,SOUTHEAST BU,CAMILLA,GA,2
844,262,25, NORTH BU,MORRIS,IL,2
845,357,40, NORTH BU,BUFFALO,MO,2
846,85,6,SOUTHWEST BU,LA GRANGE,TX,2
847,441,53, NORTH BU,DODGEVILLE,WI,2
848,144,11,SOUTHEAST BU,SOUTHAVEN,MS,2
849,59,6,SOUTHWEST BU,SPRING,TX,2
850,385,46,SOUTHWEST BU,ALBUQUERQUE,NM,2
851,387,46,SOUTHWEST BU,RUIDOSO DOWNS,NM,2
852,262,25, NORTH BU,OTTAWA,IL,2
853,1,14,SOUTHEAST BU,MOBILE,AL,2
854,246,21, NORTH BU,FRANKFORT,IN,2
855,22,2,SOUTHEAST BU,UNION CITY,GA,2
856,22,2,SOUTHEAST BU,BREMEN,GA,2
857,94,3,SOUTHEAST BU,SANFORD,FL,2
858,97,14,SOUTHEAST BU,CAIRO,GA,2
859,116,9,SOUTHEAST BU,LAKE WALES,FL,2
860,94,3,SOUTHEAST BU,DELAND,FL,2
861,71,7,SOUTHWEST BU,LUBBOCK,TX,2
862,28,3,SOUTHEAST BU,HINESVILLE,GA,2
863,10,14,SOUTHEAST BU,ROANOKE,AL,2
864,28,3,SOUTHEAST BU,VIDALIA,GA,2
865,87,6,SOUTHWEST BU,NEW BRAUNFELS,TX,2
866,1,14,SOUTHEAST BU,MOBILE,AL,2
867,429,47,WEST BU,SCOTTSBLUFF,NE,2
868,387,46,SOUTHWEST BU,CARLSBAD,NM,2
869,375,46,SOUTHWEST BU,ALAMOSA,CO,2
870,580,41, NORTH BU,JASPER,IN,2
871,333,40, NORTH BU,MOUNTAIN VIEW,MO,2
872,62,6,SOUTHWEST BU,PEARLAND,TX,2
873,375,46,SOUTHWEST BU,TAOS,NM,2
874,141,13,SOUTHWEST BU,NATCHEZ,MS,2
875,140,11,SOUTHEAST BU,RIDGELAND,MS,2
876,127,42,SOUTHEAST BU,MANY,LA,2
877,309,26, EAST BU,MONROE,NC,2
878,24,2,SOUTHEAST BU,CUMMING,GA,2
879,152,12,SOUTHEAST BU,LAFAYETTE,TN,2
880,50,5,SOUTHWEST BU,IRVING,TX,2
881,41,4, EAST BU,LEXINGTON,SC,2
882,425,53, NORTH BU,PRAIRIE DU CHIEN,WI,2
884,249,41, NORTH BU,SHELBYVILLE,IN,2
885,433,47,WEST BU,SEWARD,NE,2
886,426,52,WEST BU,FORT DODGE,IA,2
887,141,13,SOUTHWEST BU,PETAL,MS,2
888,334,42,SOUTHEAST BU,BUTLER,MO,2
889,27,3,SOUTHEAST BU,THOMASVILLE,GA,2
890,91,9,SOUTHEAST BU,ORLANDO,FL,2
891,279,25, NORTH BU,STERLING,IL,2
892,414,52,WEST BU,ANKENY,IA,2
893,349,44,SOUTHWEST BU,LINDSAY,OK,2
894,356,44,SOUTHWEST BU,TULSA,OK,2
895,336,40, NORTH BU,CUBA,MO,2
896,49,5,SOUTHWEST BU,GRAND PRAIRIE,TX,2
897,73,7,SOUTHWEST BU,FORT STOCKTON,TX,2
898,73,7,SOUTHWEST BU,PECOS,TX,2
899,27,3,SOUTHEAST BU,VALDOSTA,GA,2
900,70,7,SOUTHWEST BU,CHILDRESS,TX,2
901,77,7,SOUTHWEST BU,SEGUIN,TX,2
902,251,41, NORTH BU,GREENCASTLE,IN,2
903,140,11,SOUTHEAST BU,JACKSON,MS,2
904,1,14,SOUTHEAST BU,FOLEY,AL,2
905,379,54,WEST BU,LONGMONT,CO,2
906,384,46,SOUTHWEST BU,GALLUP,NM,1
907,32,2,SOUTHEAST BU,FORSYTH,GA,2
908,90,9,SOUTHEAST BU,ORLANDO,FL,2
909,125,13,SOUTHWEST BU,CHALMETTE,LA,2
910,442,53, NORTH BU,LAKE GENEVA,WI,2
911,128,13,SOUTHWEST BU,MARRERO,LA,2
912,125,13,SOUTHWEST BU,NEW ORLEANS,LA,2
913,425,53, NORTH BU,DECORAH,IA,2
914,322,42,SOUTHEAST BU,CASSVILLE,MO,2
915,62,6,SOUTHWEST BU,STAFFORD,TX,2
916,141,13,SOUTHWEST BU,HATTIESBURG,MS,2
917,81,7,SOUTHWEST BU,BRADY,TX,2
918,46,13,SOUTHWEST BU,MARSHALL,TX,2
919,15,14,SOUTHEAST BU,FORT WALTON BEACH,FL,2
920,554,59, NHM BU,WARNER ROBINS,GA,2
921,388,54,WEST BU,SALIDA,CO,2
922,243,41, NORTH BU,CORYDON,IN,2
923,482,41, NORTH BU,NOBLESVILLE,IN,2
924,378,54,WEST BU,STERLING,CO,2
925,114,3,SOUTHEAST BU,SEFFNER,FL,2
927,71,7,SOUTHWEST BU,PLAINVIEW,TX,2
928,98,3,SOUTHEAST BU,SAINT JOHNS,FL,2
929,107,9,SOUTHEAST BU,PORT SAINT LUCIE,FL,2
930,8,14,SOUTHEAST BU,MONTGOMERY,AL,2
931,92,9,SOUTHEAST BU,VERO BEACH,FL,2
932,16,14,SOUTHEAST BU,GRIFFIN,GA,2
933,263,53, NORTH BU,ROCHELLE,IL,2
934,1,14,SOUTHEAST BU,DAPHNE,AL,2
935,130,13,SOUTHWEST BU,DENHAM SPRINGS,LA,2
936,272,40, NORTH BU,EFFINGHAM,IL,1
937,26,2,SOUTHEAST BU,MARIETTA,GA,2
938,8,14,SOUTHEAST BU,MONTGOMERY,AL,2
939,76,5,SOUTHWEST BU,WACO,TX,2
940,479,5,SOUTHWEST BU,WESTWORTH VILLAGE,TX,2
941,116,9,SOUTHEAST BU,VALRICO,FL,2
942,89,3,SOUTHEAST BU,OCOEE,FL,2
943,91,9,SOUTHEAST BU,CASSELBERRY,FL,2
944,15,14,SOUTHEAST BU,CRESTVIEW,FL,2
945,71,7,SOUTHWEST BU,LUBBOCK,TX,2
947,350,44,SOUTHWEST BU,SHERMAN,TX,2
948,304,26, EAST BU,HICKORY,NC,2
950,145,11,SOUTHEAST BU,BARTLETT,TN,2
951,85,6,SOUTHWEST BU,HEMPSTEAD,TX,2
952,27,3,SOUTHEAST BU,MOULTRIE,GA,2
953,378,54,WEST BU,LOVELAND,CO,2
954,141,13,SOUTHWEST BU,HAZLEHURST,MS,2
955,91,9,SOUTHEAST BU,APOPKA,FL,2
956,92,9,SOUTHEAST BU,MELBOURNE,FL,2
957,279,25, NORTH BU,GENESEO,IL,2
958,263,53, NORTH BU,PLATTEVILLE,WI,2
959,89,3,SOUTHEAST BU,BUSHNELL,FL,2
960,93,3,SOUTHEAST BU,DUNNELLON,FL,2
961,129,13,SOUTHWEST BU,LA PLACE,LA,2
962,389,54,WEST BU,TRINIDAD,CO,2
963,48,5,SOUTHWEST BU,WEATHERFORD,TX,2
964,505,7,SOUTHWEST BU,EL PASO,TX,2
965,438,53, NORTH BU,TOMAH,WI,2
966,375,46,SOUTHWEST BU,CORTEZ,CO,2
967,104,3,SOUTHEAST BU,SPRING HILL,FL,2
968,116,9,SOUTHEAST BU,WINTER HAVEN,FL,2
969,143,13,SOUTHWEST BU,GULFPORT,MS,2
970,143,13,SOUTHWEST BU,PICAYUNE,MS,2
971,438,53, NORTH BU,VIROQUA,WI,2
972,479,5,SOUTHWEST BU,LAKE WORTH,TX,2
973,92,9,SOUTHEAST BU,FORT PIERCE,FL,2
974,92,9,SOUTHEAST BU,WEST MELBOURNE,FL,2
975,350,44,SOUTHWEST BU,DURANT,OK,2
976,135,42,SOUTHEAST BU,WINNSBORO,LA,2
977,98,3,SOUTHEAST BU,FERNANDINA BEACH,FL,2
978,406,47,WEST BU,ARKANSAS CITY,KS,2
979,438,53, NORTH BU,SPARTA,WI,2
980,378,54,WEST BU,GREELEY,CO,2
981,138,11,SOUTHEAST BU,MERIDIAN,MS,2
982,425,53, NORTH BU,OWATONNA,MN,2
984,391,54,WEST BU,CASTLE ROCK,CO,2
985,418,52,WEST BU,FAIRFIELD,IA,2
986,388,54,WEST BU,FRISCO,CO,2
987,105,9,SOUTHEAST BU,FORT MYERS,FL,2
988,104,3,SOUTHEAST BU,LUTZ,FL,2
989,128,13,SOUTHWEST BU,METAIRIE,LA,2
990,14,14,SOUTHEAST BU,MILTON,FL,2
991,1,14,SOUTHEAST BU,MOBILE,AL,2
992,356,44,SOUTHWEST BU,TULSA,OK,2
993,407,47,WEST BU,MCPHERSON,KS,2
994,104,3,SOUTHEAST BU,NEW PORT RICHEY,FL,2
995,251,41, NORTH BU,FRANKLIN,IN,2
996,251,41, NORTH BU,SPENCER,IN,2
997,56,5,SOUTHWEST BU,PLANO,TX,2
998,485,59, NHM BU,WESTWOOD,KS,2
999,86,7,SOUTHWEST BU,SAN ANTONIO,TX,2
1000,569,7,SOUTHWEST BU,BROWNSVILLE,TX,1
1001,389,54,WEST BU,PUEBLO,CO,2
1002,580,41, NORTH BU,LINTON,IN,2
1003,262,25, NORTH BU,PLANO,IL,2
1004,115,9,SOUTHEAST BU,BRADENTON,FL,2
1005,426,52,WEST BU,WAVERLY,IA,2
1006,27,3,SOUTHEAST BU,CORDELE,GA,2
1007,438,53, NORTH BU,RICHLAND CENTER,WI,2
1008,378,54,WEST BU,LOVELAND,CO,2
1009,333,40, NORTH BU,REPUBLIC,MO,2
1010,309,26, EAST BU,ROCKINGHAM,NC,2
1011,29,4, EAST BU,RINCON,GA,2
1012,444,53, NORTH BU,BEAVER DAM,WI,2
1013,251,41, NORTH BU,CLINTON,IN,2
1014,361,40, NORTH BU,INDEPENDENCE,MO,2
1015,505,7,SOUTHWEST BU,EL PASO,TX,2
1016,129,13,SOUTHWEST BU,THIBODAUX,LA,2
1017,38,4, EAST BU,MANNING,SC,2
1018,28,3,SOUTHEAST BU,EASTMAN,GA,2
1019,389,54,WEST BU,CANON CITY,CO,2
1020,425,53, NORTH BU,ALBERT LEA,MN,2
1021,339,40, NORTH BU,WARRENTON,MO,2
1022,45,5,SOUTHWEST BU,TYLER,TX,2
1023,311,20, NORTH BU,GALAX,VA,2
1024,30,2,SOUTHEAST BU,SWAINSBORO,GA,2
1025,141,13,SOUTHWEST BU,MCCOMB,MS,2
1026,580,41, NORTH BU,BEDFORD,IN,2
