Store NBR,LY,TY,YOY Case QTY,Feature Wave WK27,SET Wave WK31,Replen Wave WK33,Replen Wave WK35,Replen Wave WK36
1605,1471,1186,-19%,1%,62%,35%,3%,0%
1606,6393,2955,-54%,2%,59%,37%,2%,0%
1607,6341,2712,-57%,2%,62%,34%,1%,0%
1608,3386,2712,-20%,1%,69%,28%,2%,0%
1609,5086,1770,-65%,1%,66%,31%,2%,0%
1610,4263,1807,-58%,1%,66%,32%,1%,0%
1611,6551,3320,-49%,1%,65%,32%,2%,0%
1612,10526,5555,-47%,1%,57%,37%,4%,0%
1613,2020,1726,-15%,1%,66%,31%,2%,0%
1614,1497,1686,13%,0%,78%,21%,1%,0%
1615,1313,1054,-20%,1%,66%,31%,3%,0%
1616,4491,1702,-62%,1%,71%,26%,2%,0%
1617,6937,3226,-53%,1%,71%,27%,1%,0%
1618,6638,3587,-46%,1%,62%,35%,2%,0%
1619,5689,2785,-51%,1%,59%,38%,2%,0%
1620,1404,1048,-25%,4%,67%,28%,2%,0%
1621,638,721,13%,2%,77%,21%,1%,0%
1622,5217,2541,-51%,2%,71%,24%,2%,0%
1623,7551,4269,-43%,1%,55%,41%,3%,0%
1624,8245,4164,-49%,1%,51%,42%,5%,0%
1625,1879,1382,-26%,2%,79%,19%,1%,0%
1626,6926,3799,-45%,2%,63%,33%,2%,0%
1627,5342,2534,-53%,1%,74%,23%,1%,0%
1628,5367,1888,-65%,2%,73%,24%,1%,0%
1629,1011,766,-24%,3%,67%,28%,2%,0%
1630,4299,1445,-66%,1%,74%,25%,1%,0%
1631,6175,2590,-58%,1%,56%,39%,3%,0%
1632,5490,2000,-64%,2%,68%,29%,2%,0%
1633,5742,2356,-59%,1%,66%,32%,2%,0%
1634,1959,1797,-8%,2%,71%,25%,1%,0%
1635,4633,1665,-64%,2%,73%,24%,1%,0%
1636,8187,4206,-49%,1%,61%,36%,2%,0%
1637,5747,2875,-50%,1%,64%,33%,2%,0%
1638,1438,1591,11%,1%,81%,18%,0%,0%
1639,737,741,1%,2%,73%,24%,1%,0%
1640,6190,2563,-59%,1%,69%,28%,1%,0%
1641,2340,1812,-23%,2%,76%,21%,1%,0%
1642,4801,1829,-62%,2%,72%,25%,1%,0%
1643,6623,2762,-58%,2%,69%,27%,2%,0%
1644,6521,1877,-71%,3%,57%,38%,2%,0%
1645,8633,4832,-44%,1%,55%,39%,4%,0%
1646,5269,2356,-55%,1%,64%,33%,2%,0%
1647,1823,1962,8%,1%,82%,16%,1%,0%
1648,5123,2068,-60%,0%,67%,30%,2%,0%
1649,4903,2064,-58%,2%,75%,22%,1%,0%
1650,4406,1330,-70%,1%,70%,28%,1%,0%
1651,5159,2021,-61%,1%,63%,34%,2%,0%
1652,1386,1512,9%,2%,75%,22%,1%,0%
1653,1385,858,-38%,2%,70%,28%,1%,0%
1654,7738,3425,-56%,2%,59%,36%,2%,0%
1655,6570,2943,-55%,2%,70%,27%,2%,0%
1656,6374,3000,-53%,2%,69%,28%,1%,0%
1657,1376,1644,19%,1%,75%,23%,1%,0%
1658,1157,1456,26%,1%,66%,30%,2%,0%
1659,6804,2048,-70%,1%,53%,42%,3%,0%
1660,8281,4305,-48%,1%,54%,42%,3%,0%
1661,2338,1598,-32%,3%,64%,30%,3%,0%
1662,6599,3079,-53%,1%,66%,30%,2%,0%
1663,7689,4139,-46%,3%,52%,42%,3%,0%
1664,3049,2226,-27%,2%,61%,34%,3%,0%
1665,6110,2758,-55%,2%,57%,39%,3%,0%
1666,4566,1477,-68%,1%,65%,32%,2%,0%
1667,2090,1744,-17%,2%,68%,28%,2%,0%
1668,5173,2312,-55%,1%,65%,32%,1%,0%
1669,5941,2420,-59%,1%,64%,32%,2%,0%
1670,580,602,4%,1%,51%,43%,4%,0%
1671,7014,3130,-55%,1%,65%,33%,1%,0%
1672,4812,2182,-55%,2%,79%,19%,0%,0%
1673,5371,2537,-53%,1%,70%,28%,1%,0%
1674,7060,3526,-50%,2%,60%,36%,2%,0%
1675,1587,1383,-13%,3%,74%,21%,1%,0%
1676,2509,1871,-25%,3%,74%,22%,1%,0%
1677,6625,3478,-48%,1%,60%,36%,2%,0%
1678,3997,1113,-72%,2%,64%,33%,1%,0%
1679,6415,3150,-51%,2%,59%,37%,3%,0%
1680,8587,3937,-54%,0%,58%,39%,2%,0%
1681,4471,1358,-70%,1%,66%,32%,2%,0%
1682,5734,2299,-60%,2%,61%,35%,2%,0%
1683,831,877,6%,5%,72%,23%,1%,0%
1684,1354,886,-35%,0%,61%,37%,1%,0%
1685,5213,2152,-59%,1%,65%,32%,2%,0%
1686,9253,4816,-48%,1%,57%,40%,3%,0%
1687,2572,2231,-13%,2%,62%,33%,2%,0%
1688,4601,2411,-48%,0%,67%,32%,1%,0%
1689,8015,4304,-46%,0%,69%,29%,1%,0%
1690,5324,2165,-59%,1%,70%,27%,2%,0%
1691,3998,1191,-70%,3%,64%,30%,2%,0%
1692,6358,2791,-56%,0%,56%,39%,4%,0%
1693,7683,4793,-38%,1%,53%,43%,4%,0%
1694,2500,2574,3%,2%,56%,40%,3%,0%
1695,1739,1315,-24%,2%,66%,30%,2%,0%
1696,1713,1323,-23%,1%,74%,25%,1%,0%
1697,4967,2225,-55%,1%,64%,34%,2%,0%
1698,6456,2753,-57%,2%,62%,35%,2%,0%
1699,10432,5847,-44%,1%,60%,36%,2%,0%
1700,8353,3993,-52%,2%,54%,41%,3%,0%
1701,478,558,17%,0%,76%,24%,0%,0%
1702,1949,1486,-24%,2%,57%,38%,3%,0%
1703,7534,2996,-60%,3%,58%,37%,2%,0%
1704,5056,1837,-64%,0%,65%,33%,2%,0%
1705,4856,1609,-67%,2%,68%,29%,1%,0%
1707,5777,2433,-58%,3%,62%,34%,2%,0%
1708,8824,4828,-45%,1%,55%,41%,3%,0%
1709,4853,1669,-66%,2%,68%,28%,2%,0%
1710,1944,1475,-24%,3%,64%,31%,3%,0%
1711,1707,1754,3%,2%,65%,31%,2%,0%
1712,5186,2290,-56%,1%,50%,45%,4%,0%
1713,1252,1098,-12%,3%,70%,25%,2%,0%
1714,6027,2683,-55%,3%,62%,33%,2%,0%
1715,5133,1815,-65%,2%,69%,27%,1%,0%
1716,6008,2409,-60%,0%,53%,44%,2%,0%
1717,1575,1518,-4%,1%,63%,33%,3%,0%
1718,5212,2601,-50%,1%,75%,23%,1%,0%
1719,4797,1756,-63%,2%,70%,26%,2%,0%
1720,5274,2784,-47%,1%,62%,34%,2%,0%
1721,4291,1347,-69%,5%,68%,25%,1%,0%
1722,2090,1683,-19%,2%,76%,20%,1%,0%
1723,5513,2992,-46%,1%,67%,30%,2%,0%
1724,1289,972,-25%,1%,80%,18%,1%,0%
1725,1,1729,172800%,1%,57%,39%,2%,0%
1726,6266,2817,-55%,2%,61%,35%,2%,0%
1727,517,796,54%,2%,76%,21%,1%,0%
1728,6087,2693,-56%,1%,62%,34%,2%,0%
1729,1734,1219,-30%,2%,62%,32%,3%,0%
1730,4555,1335,-71%,2%,71%,25%,1%,0%
1731,4557,1628,-64%,2%,73%,25%,1%,0%
1732,1036,805,-22%,1%,72%,26%,1%,0%
1733,5648,1953,-65%,3%,59%,35%,3%,0%
1734,5005,2320,-54%,1%,65%,33%,2%,0%
1735,5791,2403,-59%,1%,70%,27%,1%,0%
1736,6183,3026,-51%,1%,59%,37%,2%,0%
1737,4974,2004,-60%,4%,56%,38%,1%,0%
1738,1667,1564,-6%,1%,74%,24%,1%,0%
1739,9401,4471,-52%,2%,59%,38%,2%,0%
1740,2253,2026,-10%,5%,67%,27%,2%,0%
1741,6337,2649,-58%,3%,58%,37%,2%,0%
1742,7017,3893,-45%,1%,63%,34%,2%,0%
1743,1556,1234,-21%,1%,67%,29%,3%,0%
1744,6130,2627,-57%,1%,63%,34%,2%,0%
1745,2791,2229,-20%,2%,54%,41%,4%,0%
1746,6910,3574,-48%,1%,56%,40%,3%,0%
1747,8012,3681,-54%,1%,52%,42%,5%,0%
1748,6522,3335,-49%,1%,59%,38%,2%,0%
1749,6873,3161,-54%,1%,61%,36%,1%,0%
1750,5642,2190,-61%,1%,62%,34%,3%,0%
1751,467,1087,133%,1%,82%,16%,1%,0%
1752,5613,2183,-61%,3%,62%,33%,3%,0%
1753,7592,3355,-56%,2%,57%,39%,2%,0%
1754,7367,3392,-54%,2%,68%,29%,1%,0%
1755,1725,1531,-11%,1%,59%,37%,3%,0%
1756,2729,1808,-34%,1%,56%,36%,6%,0%
1757,5680,2288,-60%,2%,63%,33%,2%,0%
1758,5735,2032,-65%,2%,63%,33%,2%,0%
1759,7090,3021,-57%,3%,59%,36%,2%,0%
1760,6131,3185,-48%,1%,56%,42%,1%,0%
1761,4672,1505,-68%,1%,69%,28%,2%,0%
1762,7797,3939,-49%,2%,55%,42%,2%,0%
1763,7604,3370,-56%,2%,60%,35%,2%,0%
1764,5551,2210,-60%,1%,62%,35%,2%,0%
1765,6058,2237,-63%,2%,64%,32%,1%,0%
1766,4479,2379,-47%,0%,68%,32%,0%,0%
1767,6185,2312,-63%,3%,60%,34%,2%,0%
1768,7620,3940,-48%,2%,62%,33%,3%,0%
1769,6466,2687,-58%,2%,69%,28%,1%,0%
1770,8754,5250,-40%,1%,62%,35%,1%,0%
1771,1712,1872,9%,1%,78%,19%,1%,0%
1772,6468,2572,-60%,1%,61%,35%,3%,0%
1773,5573,2471,-56%,1%,61%,35%,2%,0%
1774,6590,2895,-56%,2%,61%,34%,2%,0%
1775,5396,2122,-61%,1%,65%,32%,2%,0%
1776,5387,1941,-64%,2%,70%,27%,1%,0%
1777,5466,2226,-59%,2%,66%,31%,2%,0%
1778,5748,2189,-62%,3%,63%,33%,1%,0%
1779,4417,1246,-72%,2%,62%,33%,2%,0%
1780,5700,1748,-69%,2%,61%,35%,2%,0%
1781,6336,2828,-55%,1%,62%,35%,2%,0%
1782,7216,3492,-52%,2%,57%,39%,2%,0%
1783,2506,1939,-23%,4%,68%,26%,1%,0%
1784,6785,3762,-45%,1%,63%,33%,3%,0%
1785,5446,1549,-72%,2%,54%,41%,3%,0%
1786,4055,1341,-67%,1%,67%,30%,1%,0%
1787,2215,1836,-17%,2%,73%,24%,1%,0%
1788,6774,3518,-48%,1%,60%,37%,2%,0%
1789,6992,3933,-44%,2%,56%,41%,2%,0%
1790,6690,2941,-56%,3%,60%,35%,2%,0%
1791,4754,1737,-63%,1%,69%,28%,2%,0%
1792,5487,2257,-59%,2%,72%,25%,1%,0%
1793,5852,2685,-54%,1%,74%,24%,2%,0%
1794,8073,4010,-50%,4%,57%,38%,2%,0%
1795,434,437,1%,0%,61%,39%,0%,0%
1796,6997,3267,-53%,2%,61%,36%,1%,0%
1797,5206,1710,-67%,2%,58%,38%,2%,0%
1798,5101,1638,-68%,3%,69%,27%,1%,0%
1799,5265,1823,-65%,3%,63%,32%,1%,0%
1800,5705,2293,-60%,5%,58%,32%,4%,0%
1801,6948,3526,-49%,1%,56%,39%,4%,0%
1802,6742,3653,-46%,1%,60%,37%,2%,0%
1803,5720,2128,-63%,2%,61%,35%,2%,0%
1804,5710,2659,-53%,2%,59%,36%,3%,0%
1805,7159,2574,-64%,1%,59%,37%,3%,0%
1806,5723,2082,-64%,3%,61%,34%,2%,0%
1807,6467,2717,-58%,2%,63%,33%,1%,0%
1808,414,642,55%,2%,61%,34%,3%,0%
1809,5661,2051,-64%,2%,68%,28%,2%,0%
1810,9429,5037,-47%,2%,52%,43%,3%,0%
1811,5141,2537,-51%,1%,64%,32%,2%,0%
1812,5749,2542,-56%,3%,60%,34%,2%,0%
1813,4799,1781,-63%,1%,73%,25%,1%,0%
1814,5808,2617,-55%,1%,59%,38%,2%,0%
1815,6638,2885,-57%,2%,59%,34%,4%,0%
1816,466,434,-7%,1%,70%,28%,1%,0%
1817,5847,2891,-51%,1%,65%,31%,3%,0%
1819,5264,2160,-59%,2%,68%,29%,1%,0%
1820,5619,2036,-64%,3%,61%,34%,1%,0%
1821,3733,987,-74%,1%,72%,25%,2%,0%
1822,2166,1303,-40%,0%,88%,12%,0%,0%
1823,6037,3005,-50%,1%,60%,37%,1%,0%
1825,5989,3025,-49%,1%,62%,34%,2%,0%
1826,7929,3859,-51%,2%,56%,38%,4%,0%
1827,4425,1491,-66%,1%,67%,31%,1%,0%
1828,6358,2888,-55%,2%,67%,30%,2%,0%
1829,1232,883,-28%,4%,64%,30%,2%,0%
1830,2027,1650,-19%,2%,64%,31%,2%,0%
1831,6102,2703,-56%,2%,63%,34%,2%,0%
1832,7414,3861,-48%,1%,58%,37%,4%,0%
1833,7597,4096,-46%,2%,62%,34%,2%,0%
1834,7231,3432,-53%,1%,61%,36%,2%,0%
1835,7796,3944,-49%,2%,58%,38%,2%,0%
1836,6107,2512,-59%,1%,64%,32%,2%,0%
1837,6740,2951,-56%,1%,58%,37%,3%,0%
1838,4934,1923,-61%,1%,55%,40%,4%,0%
1839,5886,2280,-61%,2%,63%,33%,2%,0%
1840,5513,2171,-61%,0%,58%,39%,3%,0%
1841,5349,2596,-51%,1%,57%,39%,2%,0%
1842,5180,2521,-51%,1%,60%,37%,3%,0%
1843,1945,1257,-35%,1%,57%,38%,4%,0%
1844,6118,2240,-63%,1%,55%,43%,2%,0%
1845,5827,2164,-63%,1%,61%,37%,1%,0%
1846,4941,1683,-66%,1%,63%,32%,4%,0%
1847,6337,3547,-44%,1%,61%,35%,3%,0%
1848,5757,2103,-63%,2%,69%,27%,1%,0%
1849,2041,1895,-7%,1%,73%,24%,1%,0%
1850,5441,2273,-58%,2%,72%,25%,1%,0%
1851,4210,1042,-75%,1%,67%,30%,2%,0%
1852,2502,2231,-11%,2%,51%,44%,3%,0%
1853,8670,5296,-39%,1%,53%,43%,3%,0%
1854,4108,2199,-46%,0%,78%,22%,0%,0%
1855,3511,656,-81%,2%,76%,22%,1%,0%
1856,8057,4298,-47%,1%,60%,37%,2%,0%
1857,5131,2310,-55%,2%,61%,36%,1%,0%
1858,954,1267,33%,1%,82%,17%,0%,0%
1859,9713,4953,-49%,1%,60%,35%,4%,0%
1860,7388,3299,-55%,2%,59%,37%,2%,0%
1861,582,1362,134%,4%,76%,20%,0%,0%
1862,8770,5139,-41%,1%,55%,40%,4%,0%
1863,5412,1952,-64%,1%,69%,27%,2%,0%
1864,1536,1695,10%,0%,77%,22%,1%,0%
1865,430,568,32%,1%,75%,23%,1%,0%
1866,5057,2143,-58%,1%,70%,28%,1%,0%
1867,1298,984,-24%,7%,53%,38%,2%,0%
1868,7352,3484,-53%,2%,59%,37%,2%,0%
1869,4453,1365,-69%,1%,59%,39%,1%,0%
1870,5273,2001,-62%,1%,66%,32%,1%,0%
1871,7032,3565,-49%,1%,62%,35%,2%,0%
1872,6631,2404,-64%,3%,58%,37%,2%,0%
1873,5809,2496,-57%,2%,59%,36%,3%,0%
1874,4643,2003,-57%,3%,64%,32%,1%,0%
1875,8094,4216,-48%,2%,58%,38%,2%,0%
1876,607,507,-16%,4%,53%,40%,3%,0%
1877,2302,1546,-33%,1%,47%,43%,9%,1%
1878,7623,3932,-48%,2%,63%,33%,3%,0%
1879,5722,2387,-58%,1%,58%,37%,4%,0%
1880,6428,2855,-56%,0%,62%,35%,3%,0%
1881,4827,1802,-63%,0%,73%,25%,1%,0%
1882,5479,2033,-63%,1%,58%,36%,5%,0%
1883,6313,2403,-62%,1%,63%,34%,1%,0%
1884,8063,4966,-38%,2%,59%,37%,2%,0%
1885,7633,3159,-59%,3%,61%,34%,2%,0%
1886,7094,4245,-40%,2%,58%,39%,1%,0%
1887,6274,2669,-57%,2%,57%,39%,2%,0%
1888,8620,4382,-49%,1%,62%,34%,3%,0%
1889,5756,2257,-61%,2%,70%,26%,2%,0%
1890,6215,2421,-61%,2%,56%,39%,3%,0%
1891,4964,2021,-59%,2%,57%,39%,2%,0%
1892,7409,4017,-46%,1%,55%,41%,2%,0%
1893,1695,1386,-18%,1%,61%,35%,3%,0%
1894,7908,3620,-54%,2%,65%,32%,1%,0%
1895,3762,1414,-62%,1%,68%,30%,1%,0%
1896,7550,4028,-47%,1%,59%,39%,2%,0%
1897,5273,1820,-65%,2%,63%,33%,1%,0%
1898,4751,1770,-63%,2%,76%,21%,1%,0%
1899,8559,5421,-37%,1%,52%,43%,4%,0%
1900,3568,2229,-38%,1%,56%,38%,4%,0%
1901,3155,3130,-1%,2%,65%,31%,2%,0%
1902,9174,4610,-50%,1%,58%,38%,3%,0%
1903,6586,2893,-56%,1%,56%,39%,3%,0%
1904,5418,2848,-47%,2%,60%,37%,1%,0%
1905,5571,1120,-80%,3%,48%,45%,4%,0%
1906,1108,1087,-2%,1%,67%,31%,1%,0%
1907,1571,1855,18%,1%,76%,22%,1%,0%
1908,2980,2451,-18%,2%,57%,38%,3%,0%
1909,6320,3393,-46%,1%,61%,36%,2%,0%
1910,5016,1717,-66%,1%,63%,33%,3%,0%
1911,2660,2115,-20%,2%,51%,43%,4%,0%
1912,5846,2699,-54%,1%,49%,46%,4%,0%
1913,5478,2614,-52%,1%,70%,28%,1%,0%
1914,6854,3276,-52%,4%,52%,39%,5%,0%
1915,6816,3033,-56%,1%,56%,40%,3%,0%
1916,5560,2001,-64%,2%,63%,34%,1%,0%
1917,7166,3994,-44%,0%,56%,43%,1%,0%
1918,1765,1449,-18%,1%,55%,42%,2%,0%
1919,524,452,-14%,3%,65%,32%,1%,0%
1920,5375,2366,-56%,1%,58%,39%,2%,0%
1921,6011,2321,-61%,3%,59%,37%,1%,0%
1922,7466,4171,-44%,1%,51%,44%,3%,0%
1923,1772,1940,9%,1%,74%,23%,2%,0%
1924,6555,2768,-58%,2%,63%,34%,1%,0%
1925,4318,1291,-70%,2%,59%,37%,1%,0%
1926,5048,2168,-57%,2%,72%,25%,1%,0%
1927,5270,1854,-65%,2%,68%,29%,1%,0%
1928,1771,2392,35%,0%,73%,25%,2%,0%
1929,5945,2286,-62%,3%,63%,33%,1%,0%
1930,5939,2513,-58%,1%,56%,42%,1%,0%
1931,5630,2186,-61%,2%,68%,28%,2%,0%
1932,6268,2632,-58%,2%,64%,33%,2%,0%
1933,1493,1054,-29%,2%,60%,34%,3%,0%
1934,2251,1419,-37%,3%,60%,34%,2%,0%
1935,7176,3028,-58%,3%,54%,41%,2%,0%
1936,5782,2101,-64%,2%,68%,28%,2%,0%
1937,5289,1974,-63%,3%,67%,29%,1%,0%
1938,7084,3000,-58%,3%,62%,32%,4%,0%
1939,5675,2090,-63%,2%,62%,34%,2%,0%
1940,6938,3019,-56%,1%,62%,35%,2%,0%
1941,9342,4400,-53%,3%,55%,41%,2%,0%
1942,1899,1957,3%,1%,73%,25%,1%,0%
1943,6678,3419,-49%,1%,62%,35%,2%,0%
1945,1001,687,-31%,0%,63%,35%,2%,0%
1946,2591,2056,-21%,2%,62%,34%,2%,0%
1947,5115,2129,-58%,2%,68%,28%,2%,0%
1948,6366,2289,-64%,3%,57%,39%,1%,0%
1949,5910,2407,-59%,1%,64%,32%,2%,0%
1950,1028,764,-26%,5%,68%,25%,1%,0%
1951,4364,3078,-29%,1%,61%,34%,4%,0%
1952,1186,1239,4%,2%,75%,21%,2%,0%
1953,4401,1388,-68%,2%,75%,21%,1%,0%
1954,5701,2220,-61%,2%,64%,33%,2%,0%
1955,6317,2949,-53%,2%,70%,26%,2%,0%
1956,9047,4518,-50%,1%,62%,35%,2%,0%
1957,1621,1416,-13%,1%,66%,31%,1%,0%
1958,6670,2315,-65%,2%,53%,38%,5%,1%
1959,7469,4074,-45%,1%,61%,35%,2%,0%
1960,6550,3494,-47%,1%,57%,38%,4%,0%
1961,5673,2366,-58%,3%,61%,34%,2%,0%
1962,5829,3179,-45%,1%,61%,35%,3%,0%
1963,5277,2434,-54%,1%,54%,40%,5%,0%
1964,6127,2318,-62%,1%,67%,31%,1%,0%
1965,6799,3608,-47%,1%,63%,34%,2%,0%
1966,2351,1769,-25%,2%,63%,33%,2%,0%
1967,1832,1547,-16%,2%,69%,27%,2%,0%
1968,5866,2577,-56%,1%,66%,31%,2%,0%
1969,5711,2218,-61%,1%,70%,27%,1%,0%
1970,4019,1261,-69%,1%,69%,29%,1%,0%
1971,2257,1881,-17%,1%,54%,41%,4%,0%
1972,5767,2205,-62%,1%,62%,36%,1%,0%
1973,1610,1031,-36%,2%,55%,39%,3%,0%
1974,491,691,41%,3%,73%,24%,0%,0%
1975,2616,2055,-21%,1%,66%,31%,2%,0%
1976,5774,2391,-59%,1%,60%,35%,3%,0%
1977,5347,1937,-64%,3%,50%,44%,3%,0%
1978,5907,2589,-56%,2%,67%,30%,2%,0%
1979,5520,2086,-62%,1%,60%,35%,4%,0%
1980,1659,1333,-20%,1%,65%,32%,2%,0%
1981,7988,3566,-55%,1%,53%,43%,2%,0%
1982,5643,2465,-56%,2%,59%,38%,2%,0%
1983,2922,3109,6%,2%,65%,29%,4%,0%
1984,5556,2189,-61%,1%,65%,33%,1%,0%
1985,5239,2298,-56%,1%,62%,34%,3%,0%
1986,6356,2452,-61%,2%,66%,30%,2%,0%
1987,7593,3410,-55%,1%,63%,34%,2%,0%
1988,8581,5369,-37%,2%,58%,39%,2%,0%
1989,6356,2421,-62%,1%,57%,39%,3%,0%
1990,495,382,-23%,1%,57%,39%,3%,0%
1991,6609,3629,-45%,1%,63%,33%,3%,0%
1992,5897,2712,-54%,1%,55%,41%,2%,0%
1993,6429,2839,-56%,2%,64%,33%,2%,0%
1994,3967,2919,-26%,2%,65%,30%,2%,0%
1995,9126,4518,-50%,1%,62%,34%,3%,0%
1996,1513,939,-38%,1%,65%,33%,2%,0%
1997,6274,3424,-45%,1%,63%,35%,1%,0%
1998,5569,2110,-62%,1%,64%,32%,3%,0%
1999,5066,1677,-67%,2%,63%,33%,2%,0%
2000,4548,1386,-70%,2%,57%,39%,2%,0%
2001,4169,3438,-18%,1%,59%,35%,5%,0%
2002,7563,3833,-49%,1%,59%,38%,2%,0%
2003,1863,1219,-35%,1%,64%,33%,2%,0%
2004,5419,1427,-74%,2%,50%,44%,4%,0%
2005,6990,3169,-55%,2%,58%,37%,3%,0%
2006,6264,2709,-57%,2%,58%,37%,3%,0%
2007,6158,3178,-48%,4%,57%,36%,2%,0%
2008,640,543,-15%,2%,60%,36%,2%,0%
2009,4520,1443,-68%,2%,72%,25%,1%,0%
2010,5320,2113,-60%,1%,67%,30%,2%,0%
2012,5737,2239,-61%,2%,59%,37%,2%,0%
2013,6618,3355,-49%,1%,67%,31%,2%,0%
2014,4672,1417,-70%,2%,70%,27%,1%,0%
2015,5312,1930,-64%,2%,60%,37%,1%,0%
2016,4817,1641,-66%,1%,64%,33%,2%,0%
2019,6428,2566,-60%,3%,59%,37%,2%,0%
2020,613,565,-8%,2%,63%,33%,2%,0%
2021,7945,4388,-45%,1%,62%,35%,2%,0%
2022,5387,2022,-62%,1%,65%,32%,2%,0%
2023,5479,2165,-60%,1%,62%,34%,2%,0%
2024,3011,1950,-35%,4%,57%,38%,1%,0%
2025,7504,3533,-53%,3%,53%,41%,3%,0%
2026,7025,2671,-62%,0%,78%,22%,0%,0%
2027,9725,5127,-47%,2%,56%,39%,3%,0%
2028,7237,3402,-53%,2%,49%,43%,5%,0%
2030,5751,2360,-59%,2%,59%,37%,3%,0%
2031,6084,3402,-44%,0%,58%,39%,2%,0%
2032,7104,4226,-41%,1%,52%,43%,4%,0%
2033,4511,1573,-65%,2%,73%,24%,1%,0%
2035,6015,2289,-62%,1%,71%,26%,2%,0%
2036,8583,4458,-48%,2%,64%,32%,2%,0%
2037,5844,2216,-62%,1%,54%,40%,3%,0%
2038,5666,2668,-53%,1%,52%,44%,3%,0%
2039,1868,1631,-13%,2%,58%,35%,4%,0%
2040,5076,1894,-63%,2%,70%,27%,2%,0%
2041,4178,1013,-76%,1%,64%,34%,1%,0%
2043,733,593,-19%,1%,71%,27%,1%,0%
2044,5809,2414,-58%,1%,58%,38%,3%,0%
2045,5023,2535,-50%,2%,66%,31%,1%,0%
2046,6685,3110,-53%,1%,64%,34%,1%,0%
2047,4749,1761,-63%,3%,65%,31%,2%,0%
2048,5292,2481,-53%,1%,60%,37%,2%,0%
2049,8233,3670,-55%,2%,53%,42%,2%,0%
2050,6876,3171,-54%,0%,61%,36%,2%,0%
2051,7886,3666,-54%,1%,63%,33%,3%,0%
2052,2799,2116,-24%,1%,59%,36%,3%,0%
2053,3959,1271,-68%,1%,74%,24%,1%,0%
2054,1432,1151,-20%,1%,56%,41%,3%,0%
2055,6293,2718,-57%,1%,59%,38%,2%,0%
2056,7461,3557,-52%,1%,59%,37%,2%,0%
2057,563,597,6%,2%,63%,34%,1%,0%
2058,1578,1538,-3%,1%,75%,23%,1%,0%
2059,8852,4797,-46%,2%,65%,32%,1%,0%
2061,1662,1998,20%,2%,80%,17%,1%,0%
2062,4549,1823,-60%,0%,75%,23%,2%,0%
2063,6157,2710,-56%,2%,63%,33%,2%,0%
2064,7825,3555,-55%,3%,60%,35%,2%,0%
2065,6513,3157,-52%,2%,62%,33%,3%,0%
2066,4892,1941,-60%,1%,71%,26%,2%,0%
2067,8774,4415,-50%,2%,78%,20%,0%,0%
2068,8687,4346,-50%,2%,58%,38%,2%,0%
2069,6777,3258,-52%,1%,67%,31%,2%,0%
2070,4993,1885,-62%,1%,65%,34%,0%,0%
2071,6597,3026,-54%,0%,61%,39%,0%,0%
2072,1473,1284,-13%,0%,87%,13%,0%,0%
2073,4693,1659,-65%,1%,52%,43%,4%,0%
2074,7347,3880,-47%,0%,58%,41%,0%,0%
2075,5539,2435,-56%,1%,59%,37%,2%,0%
2077,6631,3087,-53%,2%,54%,42%,3%,0%
2078,6804,1437,-79%,5%,46%,46%,3%,0%
2079,5864,2838,-52%,1%,75%,23%,1%,0%
2080,5909,2597,-56%,1%,66%,31%,2%,0%
2081,6185,3390,-45%,1%,59%,38%,2%,0%
2082,6112,2553,-58%,1%,58%,38%,3%,0%
2083,6240,2741,-56%,3%,68%,28%,1%,0%
2084,6528,3106,-52%,1%,62%,35%,2%,0%
2085,3908,2797,-28%,0%,79%,20%,0%,0%
2086,5835,2383,-59%,1%,67%,31%,1%,0%
2087,4837,1768,-63%,1%,65%,31%,3%,0%
2088,5607,1959,-65%,1%,65%,31%,2%,0%
2089,6185,2724,-56%,3%,63%,32%,2%,0%
2090,6578,2574,-61%,3%,56%,39%,1%,0%
2091,10134,6441,-36%,1%,57%,39%,3%,0%
2092,4143,1074,-74%,3%,70%,27%,1%,0%
2093,5450,2016,-63%,1%,66%,31%,2%,0%
2094,5245,2014,-62%,0%,62%,35%,2%,0%
2095,5671,2225,-61%,2%,66%,31%,1%,0%
2096,4660,1839,-61%,1%,65%,33%,1%,0%
2097,4410,1656,-62%,1%,73%,25%,1%,0%
2098,4991,2103,-58%,1%,67%,29%,4%,0%
2099,5660,2246,-60%,1%,57%,39%,3%,0%
2100,4582,1754,-62%,2%,76%,21%,1%,0%
2101,6548,2934,-55%,2%,59%,35%,3%,0%
2102,5140,2322,-55%,2%,77%,21%,1%,0%
2103,5221,1822,-65%,2%,60%,36%,2%,0%
2104,7350,3255,-56%,1%,59%,36%,3%,0%
2105,5611,2144,-62%,2%,61%,34%,3%,0%
2106,4984,2417,-52%,3%,64%,31%,2%,0%
2107,6409,2330,-64%,2%,61%,35%,2%,0%
2108,2680,2557,-5%,1%,62%,35%,2%,0%
2109,5120,1867,-64%,1%,63%,34%,2%,0%
2110,2052,1494,-27%,1%,51%,40%,6%,1%
2111,6457,3518,-46%,2%,64%,32%,1%,0%
2112,6317,2652,-58%,1%,62%,36%,1%,0%
2113,7435,4057,-45%,1%,61%,36%,3%,0%
2114,1664,1426,-14%,2%,65%,32%,1%,0%
2115,7252,3256,-55%,2%,68%,29%,1%,0%
2116,7174,3148,-56%,2%,61%,35%,2%,0%
