Store Number,FOTL 6-PK Underwear,FOTL 6-PK Sock,Hanes 10-PK Underwear
1819,,Y,Y
1820,,Y,Y
1821,,,Y
1823,,Y,Y
1825,,Y,Y
1826,,Y,Y
1828,Y,Y,Y
1829,,,Y
1830,Y,Y,Y
1831,,Y,
1832,,Y,Y
1833,Y,Y,Y
1834,Y,Y,Y
1835,Y,Y,Y
1836,Y,Y,Y
1837,Y,Y,Y
1838,,Y,Y
1839,,Y,Y
1841,,Y,Y
1842,Y,Y,Y
1843,,,Y
1844,,Y,Y
1845,,Y,Y
1846,,Y,Y
1847,Y,Y,Y
1848,,,Y
1849,,Y,Y
1850,Y,Y,Y
1851,,Y,Y
1852,,Y,Y
1853,,Y,Y
1856,Y,Y,Y
1857,,Y,Y
1859,Y,Y,Y
1861,,Y,Y
1864,Y,Y,Y
1866,,Y,Y
1867,,,Y
1868,Y,Y,Y
1869,,Y,Y
1871,Y,Y,Y
1872,Y,Y,Y
1874,,Y,Y
1875,Y,Y,Y
1876,,,Y
1877,,Y,Y
1878,,,Y
1879,,,Y
1880,Y,Y,Y
1883,,,Y
1884,Y,Y,Y
1885,Y,Y,Y
1886,Y,Y,Y
1887,Y,Y,Y
1888,,Y,Y
1889,,Y,Y
1890,,Y,Y
1891,Y,Y,Y
1892,,Y,Y
1893,,Y,Y
1894,,Y,Y
1895,,Y,Y
1896,,Y,Y
1897,,Y,Y
1898,,,Y
1899,,Y,Y
1900,,Y,
1901,,Y,Y
1902,Y,,Y
1903,Y,Y,Y
1904,Y,Y,Y
1905,,Y,
1906,,,Y
1907,,Y,Y
1908,,Y,Y
1910,,,Y
1911,,Y,Y
1912,,,Y
1913,,Y,Y
1915,,Y,Y
1916,,Y,Y
1917,,,Y
1918,,Y,Y
1920,,,Y
1921,,Y,Y
1922,Y,Y,Y
1924,Y,Y,Y
1926,,Y,Y
1927,,Y,Y
1928,,Y,Y
1929,Y,Y,Y
1931,Y,Y,Y
1932,Y,Y,Y
1933,Y,Y,Y
1934,,Y,Y
1935,Y,Y,Y
1936,,Y,Y
1937,Y,Y,Y
1938,Y,Y,Y
1939,Y,Y,Y
1940,,Y,Y
1941,,Y,Y
1943,Y,Y,Y
1945,,,Y
1946,,Y,Y
1947,,Y,Y
1948,,Y,Y
1949,,Y,Y
1950,,Y,Y
1951,Y,Y,Y
1952,,Y,Y
1953,,Y,
1954,Y,Y,Y
1955,,Y,Y
1956,Y,Y,Y
1957,,,Y
1958,Y,Y,
1959,Y,Y,Y
1960,Y,Y,Y
1961,,Y,Y
1962,,Y,Y
1963,,Y,Y
1964,,Y,Y
1965,Y,Y,Y
1966,,Y,Y
1967,,Y,Y
1968,,Y,Y
1969,,Y,Y
1970,,Y,Y
1971,Y,Y,Y
1972,,Y,Y
1973,,Y,Y
1974,,,Y
1975,Y,Y,Y
1976,Y,Y,Y
1977,,Y,Y
1978,,Y,Y
1979,,Y,
1980,,Y,Y
1981,Y,Y,Y
1982,,Y,Y
1983,,Y,Y
1984,,Y,Y
1986,,Y,Y
1987,Y,Y,Y
1989,,,Y
1990,,,Y
1991,,Y,Y
1992,,Y,Y
1993,,Y,Y
1994,,Y,Y
1995,Y,Y,Y
1996,,Y,Y
1997,,Y,Y
1998,Y,Y,Y
1999,,Y,Y
2001,,,Y
2002,,Y,Y
2004,,,Y
2005,Y,Y,Y
2006,Y,Y,Y
2007,,Y,Y
2008,,,Y
2009,,Y,Y
2010,,,Y
2012,,Y,Y
2013,Y,Y,Y
2014,,Y,Y
2015,,Y,Y
2016,,Y,Y
2019,Y,Y,Y
2021,Y,Y,Y
2022,,Y,Y
2023,Y,Y,Y
2024,,Y,Y
2025,,Y,Y
2027,Y,Y,Y
2028,,Y,Y
2030,,,Y
2031,,Y,Y
2032,,Y,Y
2035,,Y,Y
2036,Y,Y,Y
2037,,Y,Y
2038,Y,Y,
2039,,Y,Y
2040,,Y,Y
2041,,Y,Y
2044,Y,Y,Y
2045,,Y,Y
2046,Y,Y,Y
2047,,Y,Y
2048,,Y,Y
2049,Y,Y,Y
2050,,Y,Y
2051,Y,Y,Y
2052,,Y,
2053,,,Y
2054,,Y,Y
2055,Y,Y,Y
2056,Y,Y,Y
2057,,,Y
2058,,Y,Y
2059,Y,Y,Y
2061,,Y,Y
2062,,Y,Y
2063,,Y,Y
2064,Y,Y,Y
2065,,Y,Y
2066,,Y,Y
2068,Y,Y,Y
2069,Y,Y,Y
2075,,Y,Y
2077,,Y,Y
2078,Y,Y,Y
2080,Y,Y,Y
2081,Y,Y,Y
2082,,Y,Y
2083,,Y,Y
2084,,Y,Y
2086,,Y,Y
2087,,,Y
2088,,Y,Y
2089,Y,Y,Y
2090,,,Y
2091,,Y,Y
2092,,Y,Y
2093,,Y,Y
2094,,Y,Y
2095,,,Y
2096,,,Y
2097,,Y,Y
2099,Y,Y,Y
2100,,Y,Y
2101,,Y,Y
2102,,Y,Y
2103,Y,Y,Y
2104,Y,Y,Y
2105,,Y,Y
2107,Y,Y,Y
2108,,Y,Y
2109,,Y,Y
2110,,Y,Y
2111,,Y,Y
2112,,,Y
2113,,Y,Y
2114,,Y,Y
2115,Y,Y,Y
2116,Y,Y,Y
2117,,Y,Y
2118,,,Y
2119,,Y,Y
2120,,Y,Y
2121,,Y,Y
2122,Y,Y,Y
2123,Y,Y,Y
2124,Y,Y,Y
2127,Y,Y,Y
2129,,Y,Y
2130,,Y,
2131,,Y,Y
2132,,,Y
2134,,Y,Y
2135,,,Y
2136,,Y,Y
2137,,Y,Y
2138,,,Y
2139,,Y,Y
2140,Y,Y,Y
2142,Y,Y,Y
2143,,,Y
2144,,Y,Y
2145,Y,Y,Y
2146,,Y,Y
2147,,Y,Y
2149,,Y,Y
2150,,Y,Y
2151,Y,Y,Y
2153,,Y,Y
2154,,Y,Y
2155,,,Y
2156,,Y,Y
2157,,Y,Y
2158,,Y,Y
2159,Y,Y,Y
2161,,Y,Y
2164,,Y,Y
2166,Y,,Y
2167,,Y,Y
2169,Y,Y,Y
2170,,,Y
2174,Y,Y,Y
2175,,Y,
2176,,Y,Y
2177,Y,Y,Y
2178,,Y,Y
2180,Y,Y,Y
2181,,Y,Y
2183,,,Y
2184,,Y,Y
2185,Y,Y,Y
2187,Y,Y,Y
2191,,Y,Y
2192,,Y,Y
2193,Y,Y,Y
2194,,,Y
2195,,Y,Y
2196,,Y,Y
2197,Y,Y,Y
2199,Y,Y,Y
2200,,Y,Y
2202,,Y,Y
2204,Y,Y,Y
2205,Y,Y,Y
2206,,Y,Y
2209,,Y,Y
2210,Y,Y,Y
2211,,Y,Y
2214,,Y,Y
2215,,Y,Y
2218,,Y,Y
2221,Y,Y,Y
2222,,Y,Y
2223,,Y,Y
2227,,Y,Y
2228,,Y,Y
2230,Y,Y,Y
2231,,Y,Y
2232,,Y,
2233,Y,Y,Y
2234,,Y,Y
2236,,Y,Y
2237,Y,,Y
2238,,Y,Y
2239,Y,Y,Y
2241,,,Y
2242,,,Y
2243,Y,Y,Y
2244,,Y,Y
2245,,Y,Y
2247,,,Y
2248,,Y,Y
2249,Y,Y,Y
2251,,Y,Y
2252,Y,Y,Y
2253,Y,Y,Y
2255,,Y,Y
2256,,Y,Y
2257,,Y,Y
2258,,Y,Y
2259,Y,Y,Y
2261,,Y,Y
2262,,Y,Y
2263,,Y,Y
2264,,Y,Y
2265,,Y,Y
2266,Y,Y,Y
2269,,Y,Y
2270,,Y,Y
2271,Y,Y,Y
2272,,Y,Y
2273,Y,Y,Y
2274,,,Y
2275,,Y,
2276,,Y,Y
2277,,Y,
2278,Y,Y,Y
2279,Y,Y,Y
2281,Y,Y,Y
2282,Y,Y,Y
2283,Y,Y,Y
2284,,Y,Y
2285,,Y,Y
2286,,Y,Y
2287,,Y,Y
2288,,Y,Y
2289,,,Y
2291,Y,Y,Y
2292,,Y,
2293,,Y,
2294,,,Y
2295,,Y,Y
2297,,Y,Y
2300,,Y,Y
2306,Y,Y,Y
2307,,Y,
2309,,Y,Y
2310,Y,Y,Y
2311,,Y,Y
2312,,Y,Y
2313,,Y,
2316,,Y,Y
2317,,Y,Y
2318,,Y,Y
2319,,Y,Y
2320,,,Y
2322,Y,Y,Y
2323,Y,Y,Y
2325,Y,Y,Y
2326,,Y,Y
2329,,Y,Y
2330,Y,Y,Y
2331,,Y,Y
2332,,Y,Y
2333,,Y,Y
2334,Y,Y,Y
2335,,Y,Y
2336,Y,Y,Y
2337,,Y,Y
2338,Y,Y,Y
2339,,Y,Y
2340,Y,Y,Y
2341,Y,Y,Y
2350,,Y,
2351,,,Y
2352,,Y,Y
2354,,Y,Y
2355,Y,Y,Y
2357,,Y,Y
2358,,Y,Y
2359,Y,Y,Y
2361,,Y,Y
2365,,Y,Y
2366,Y,Y,Y
2367,,,Y
2368,,Y,Y
2369,,Y,Y
2370,,,Y
2371,,,Y
2373,,,Y
2386,,Y,Y
2387,,Y,Y
2398,,Y,Y
2399,Y,Y,Y
2400,Y,Y,Y
2401,,Y,Y
2402,,Y,Y
2404,,Y,Y
2405,Y,Y,Y
2412,Y,Y,Y
2417,,Y,Y
2418,,Y,Y
2419,,Y,Y
2420,,Y,Y
2421,,,Y
2422,,,Y
2424,,,Y
2426,,Y,Y
2427,,Y,Y
2428,,Y,Y
2429,,Y,Y
2432,,,Y
2434,Y,Y,Y
2436,,Y,Y
2437,,Y,Y
2438,,Y,Y
2439,,Y,
2440,,,Y
2443,Y,Y,Y
2444,,,Y
2445,,Y,Y
2446,,Y,Y
2448,,Y,Y
2450,Y,Y,Y
2453,,Y,Y
2455,Y,Y,Y
2459,,Y,Y
2460,,Y,Y
2463,,Y,
2469,,,Y
2471,,Y,Y
2472,Y,Y,Y
2474,,Y,
2475,,Y,Y
2476,,Y,Y
2477,Y,Y,Y
2480,Y,Y,Y
2481,,Y,Y
2483,,Y,Y
2484,,Y,Y
2485,Y,Y,Y
2490,,Y,
2491,,,Y
2492,,Y,Y
2495,,Y,Y
2496,,Y,Y
2497,,Y,Y
2502,,Y,Y
2503,,Y,
2504,,Y,Y
2505,Y,Y,Y
2506,,Y,Y
2507,Y,Y,Y
2508,Y,Y,Y
2509,,Y,
2510,,,Y
2511,,Y,
2512,,Y,Y
2513,,Y,
2514,,Y,Y
2515,,Y,Y
2518,Y,Y,Y
2519,Y,Y,Y
2520,,Y,Y
2522,,Y,Y
2523,Y,Y,Y
2527,,Y,Y
2528,,Y,Y
2529,Y,Y,Y
2531,Y,Y,Y
2532,,Y,Y
2533,,Y,
2534,,Y,Y
2535,,Y,Y
2536,,Y,Y
2538,,Y,Y
2539,Y,Y,Y
2540,,Y,Y
2541,,Y,Y
2542,,Y,
2543,,Y,Y
2544,,Y,Y
2545,Y,,Y
2546,,Y,Y
2547,Y,Y,Y
2548,,Y,Y
2551,,Y,Y
2553,Y,Y,Y
2554,,Y,Y
2556,,Y,Y
2557,,Y,Y
2559,,Y,Y
2560,Y,Y,Y
2561,,Y,Y
2564,,Y,
2565,,,Y
2566,,,Y
2567,,Y,Y
2568,,Y,Y
2572,,Y,Y
2574,Y,Y,Y
2576,Y,Y,Y
2577,,Y,Y
2579,,,Y
2580,,Y,Y
2581,Y,Y,Y
2582,,Y,Y
2583,Y,Y,Y
2585,Y,Y,Y
2586,Y,Y,Y
2587,Y,Y,Y
2588,,Y,Y
2591,,Y,Y
2593,Y,Y,Y
2594,Y,Y,Y
2595,,Y,Y
2596,,Y,Y
2597,,,Y
2599,Y,Y,Y
2600,,Y,Y
2603,,Y,Y
2604,,Y,Y
2605,,Y,Y
2607,,Y,Y
2608,,Y,
2609,,,Y
2610,Y,Y,Y
2611,,Y,Y
2612,Y,Y,Y
2613,,,Y
2614,Y,Y,Y
2615,Y,,Y
2616,Y,Y,Y
2618,,Y,Y
2619,,Y,Y
2621,,Y,Y
2626,,Y,Y
2628,Y,Y,Y
2629,Y,Y,Y
2630,Y,Y,Y
2631,Y,Y,Y
2633,,Y,Y
2634,,Y,Y
2637,Y,Y,Y
2638,,Y,Y
2639,,Y,Y
2640,Y,Y,Y
2641,,Y,Y
2642,,Y,Y
2643,,Y,Y
2644,,Y,Y
2645,,Y,
2646,,Y,
2647,,Y,
2648,,Y,Y
2650,Y,Y,Y
2653,,Y,
2654,,Y,
2656,,Y,Y
2658,,Y,Y
2659,,Y,Y
2660,,,Y
2662,,Y,
2663,,Y,Y
2664,,Y,Y
2665,,Y,Y
2668,Y,Y,Y
2671,,Y,Y
2674,,Y,Y
2678,,Y,Y
2679,,Y,Y
2681,Y,,Y
2682,,,Y
2683,,Y,
2684,,,Y
2687,,Y,Y
2688,Y,Y,Y
2690,,Y,Y
2691,,Y,Y
2692,,Y,Y
2693,,Y,Y
2695,Y,Y,Y
2696,,Y,Y
2700,,,Y
2702,,,Y
2703,,Y,Y
2704,,Y,Y
2705,,,Y
2706,,Y,Y
2708,Y,Y,Y
2713,,Y,Y
2714,,Y,Y
2715,,Y,Y
2716,,Y,Y
2717,,,Y
2718,,Y,Y
2719,Y,Y,Y
2720,Y,Y,Y
2723,,,Y
2724,,Y,Y
2725,,Y,Y
2726,Y,Y,Y
2728,,Y,Y
2729,,Y,Y
2730,,,Y
2732,,Y,Y
2733,,,Y
2734,,Y,Y
2739,,Y,
2740,,Y,Y
2747,Y,Y,Y
2748,,Y,
2751,,Y,Y
2752,,Y,Y
2753,,,Y
2754,,Y,
2755,,Y,Y
2756,,,Y
2757,,Y,Y
2758,,Y,Y
2761,,,Y
2762,,Y,
2763,Y,Y,
2764,Y,,Y
2765,,Y,
2766,,Y,Y
2767,,Y,Y
2768,,Y,Y
2769,,Y,Y
2771,,,Y
2772,,Y,Y
2777,Y,Y,Y
2778,,,Y
2780,Y,Y,Y
2781,Y,Y,Y
2783,,,Y
2784,,Y,
2785,,Y,
2786,,Y,Y
2788,,Y,Y
2789,,Y,Y
2790,,Y,Y
2791,,Y,Y
2792,,Y,
2793,,Y,Y
2795,,Y,Y
2796,,Y,Y
2797,,,Y
2799,Y,Y,Y
2803,,Y,Y
2804,,Y,Y
2805,,Y,Y
2806,,,Y
2807,,Y,Y
2808,,Y,Y
2809,,Y,Y
2810,,Y,
2811,,Y,Y
2812,,Y,Y
2813,Y,Y,Y
2814,Y,Y,Y
2815,,Y,Y
2816,Y,Y,Y
2819,,Y,
2820,,Y,
2821,,Y,Y
2822,,Y,Y
2823,,Y,Y
2825,,Y,Y
2827,,Y,Y
2828,,Y,Y
2832,,Y,Y
2833,,Y,
2834,,Y,Y
2836,,,Y
2838,Y,Y,Y
2841,,Y,Y
2842,,Y,
2843,Y,Y,Y
2844,Y,Y,Y
2845,,Y,Y
2846,,Y,Y
2847,Y,Y,Y
2850,,,Y
2852,,Y,Y
2853,Y,Y,Y
2854,,Y,Y
2855,,Y,Y
2857,Y,Y,Y
2860,Y,Y,Y
2861,,Y,Y
2862,,Y,Y
2864,Y,Y,Y
2865,,Y,Y
2866,,Y,
2867,,Y,Y
2873,,Y,
2874,,Y,Y
2881,Y,Y,Y
2882,,Y,Y
2884,Y,Y,Y
2885,,Y,Y
2888,Y,Y,Y
2889,,Y,Y
2890,Y,Y,Y
2891,Y,Y,Y
2892,,Y,Y
2894,,Y,Y
2899,,,Y
2900,,Y,Y
2901,,,Y
2902,,,Y
2903,,Y,Y
2904,,Y,Y
2905,Y,Y,Y
2906,Y,Y,Y
2908,,,Y
2909,,Y,Y
2910,,Y,Y
2911,,,Y
2912,Y,Y,Y
2913,,Y,
2914,Y,Y,Y
2915,,Y,Y
2916,,Y,Y
2917,,Y,Y
2918,,Y,Y
2920,,Y,Y
2921,Y,Y,
2922,Y,Y,Y
2923,Y,Y,Y
2924,Y,Y,Y
2925,,,Y
2926,,,Y
2928,Y,Y,Y
2929,,Y,Y
2931,,,Y
2932,Y,Y,Y
2933,,Y,Y
2934,,Y,
2937,,Y,Y
2938,Y,Y,Y
2939,,Y,Y
2945,Y,Y,Y
2947,,Y,Y
2948,,Y,Y
2952,Y,Y,Y
2953,,Y,Y
2954,,,Y
2955,,Y,Y
2956,,Y,Y
2957,,,Y
2958,Y,Y,Y
2962,,Y,Y
2963,,Y,Y
2964,Y,Y,Y
2965,,Y,Y
2966,Y,Y,Y
2973,,,Y
2978,,Y,Y
2980,,Y,Y
2985,Y,Y,Y
2986,,Y,Y
2987,Y,Y,Y
2988,,,Y
2989,,,Y
2990,,Y,Y
2991,Y,Y,Y
2992,Y,Y,Y
2993,Y,Y,Y
2994,,Y,Y
2996,,,Y
3017,Y,Y,Y
3018,,Y,Y
3035,,,Y
3044,,Y,Y
3053,,,Y
3055,,Y,
3056,Y,Y,Y
3057,,Y,
3058,,Y,Y
3059,,Y,Y
3060,,Y,Y
3067,,Y,Y
3075,,Y,Y
3077,,Y,Y
3078,,Y,Y
3081,,Y,Y
3087,,Y,Y
3093,,Y,Y
3102,,Y,Y
3103,,Y,
3106,,Y,Y
3112,,,Y
3114,,Y,Y
3136,,Y,Y
3137,,Y,Y
3150,,Y,Y
3151,,Y,Y
3167,,Y,Y
3170,,Y,Y
3177,,,Y
3191,,,Y
3197,,,Y
3200,,,Y
3205,,Y,Y
3206,,Y,Y
3207,,Y,Y
3208,,Y,Y
3209,,Y,
3210,,Y,Y
3212,,Y,Y
3213,,Y,Y
3214,Y,Y,Y
3215,,Y,Y
3216,,Y,Y
3217,,Y,
3218,,Y,Y
3219,Y,Y,Y
3220,,Y,Y
3221,,Y,Y
3222,,Y,Y
3223,Y,Y,Y
3224,,Y,Y
3225,,Y,Y
3226,Y,Y,
3227,,Y,
3228,,Y,Y
3229,,Y,
3230,,Y,Y
3232,,Y,Y
3233,,Y,Y
3234,,Y,Y
3235,,Y,Y
3236,,Y,Y
3237,,Y,Y
3239,,Y,Y
3241,,Y,Y
3243,Y,Y,Y
3245,,Y,
3247,,Y,Y
3248,,Y,Y
3250,,Y,Y
3251,,Y,Y
3252,,Y,Y
3253,,Y,Y
3255,,Y,Y
3258,,Y,Y
3259,,Y,Y
3260,,Y,
3261,,Y,Y
3262,Y,Y,Y
3265,Y,Y,Y
3266,,Y,Y
3267,,Y,Y
3268,,,Y
3270,,Y,Y
3271,,Y,
3273,,Y,Y
3274,,Y,Y
3276,,Y,Y
3278,,Y,
3279,,Y,Y
3281,,Y,Y
3282,,Y,Y
3283,Y,Y,Y
3284,,Y,Y
3285,,Y,Y
3286,,Y,
3288,,Y,Y
3289,,,Y
3293,,Y,Y
3294,,Y,Y
3296,,Y,Y
3297,,Y,Y
3298,,Y,Y
3300,,Y,
3301,,Y,Y
3302,,Y,Y
3304,,Y,Y
3305,,Y,Y
3307,,,Y
3308,,Y,Y
3309,,Y,Y
3310,,Y,Y
3311,,Y,Y
3319,Y,Y,Y
3320,Y,Y,Y
3322,,Y,Y
3324,,Y,
3328,,Y,Y
3329,,Y,Y
3331,Y,Y,Y
3332,,Y,Y
3334,,Y,Y
3336,,Y,Y
3337,Y,Y,Y
3339,Y,Y,Y
3342,,Y,Y
3344,Y,Y,Y
3347,Y,Y,Y
3348,,Y,Y
3349,,Y,Y
3350,,Y,Y
3351,Y,Y,Y
3360,,Y,Y
3362,,Y,Y
3363,,Y,Y
3364,,,Y
3366,,Y,Y
3370,,Y,Y
3371,,Y,Y
3372,,Y,Y
3379,Y,Y,Y
3380,,Y,Y
3381,,,Y
3382,,Y,Y
3383,,Y,Y
3384,,Y,
3386,,Y,
3387,Y,Y,Y
3388,,Y,Y
3389,,Y,Y
3390,,Y,Y
3391,,Y,Y
3394,,Y,
3395,,Y,
3397,,Y,Y
3400,,Y,Y
3403,Y,Y,Y
3404,,,Y
3406,,Y,Y
3407,Y,Y,Y
3409,Y,Y,Y
3412,,Y,Y
3417,,Y,
3418,Y,Y,Y
3423,,,Y
3425,,Y,Y
3427,,Y,
3428,,Y,Y
3429,,Y,Y
3430,,Y,Y
3431,,Y,Y
3432,,Y,Y
3433,,,Y
3434,,Y,
3435,,Y,Y
3439,,Y,Y
3443,Y,Y,Y
3445,,Y,Y
3454,,Y,
3455,Y,Y,Y
3458,,,Y
3459,,Y,
3460,Y,Y,Y
3461,Y,Y,Y
3462,,Y,Y
3463,Y,Y,Y
3464,Y,Y,Y
3465,,Y,Y
3471,,Y,Y
3472,,Y,Y
3474,,Y,Y
3475,,Y,Y
3476,,Y,Y
3477,,Y,Y
3482,,Y,Y
3483,,Y,Y
3484,,,Y
3485,Y,Y,Y
3486,,Y,Y
3487,,Y,Y
3488,,Y,Y
3489,Y,Y,Y
3490,,Y,
3491,,Y,
3492,Y,Y,Y
3494,,Y,Y
3495,Y,Y,Y
3497,,,Y
3498,,Y,Y
3499,,Y,
3500,,Y,Y
3501,,Y,
3503,,Y,Y
3505,,,Y
3510,,Y,Y
3511,Y,Y,Y
3513,,Y,Y
3514,,Y,Y
3515,,Y,Y
3516,,Y,Y
3518,Y,Y,Y
3522,Y,Y,Y
3523,,Y,Y
3526,,Y,Y
3527,,Y,Y
3528,,Y,Y
3531,,Y,Y
3534,,Y,
3535,Y,Y,Y
3538,Y,Y,Y
3541,Y,Y,Y
3543,,Y,Y
3548,Y,Y,Y
3549,,Y,Y
3560,,,Y
3561,,,Y
3563,,Y,
3564,Y,Y,Y
3567,,Y,
3568,,Y,Y
3570,Y,Y,Y
3572,Y,Y,Y
3573,,Y,Y
3580,,,Y
3581,,Y,Y
3582,,Y,Y
3583,,Y,Y
3584,,,Y
3585,,,Y
3588,,Y,Y
3589,,Y,Y
3590,Y,Y,Y
3591,,Y,Y
3595,Y,Y,Y
3596,,Y,Y
3597,,Y,Y
3601,,Y,Y
3602,,Y,Y
3607,,Y,Y
3608,,Y,Y
3611,,Y,Y
3612,,,Y
3616,,Y,Y
3623,,Y,Y
3624,,Y,
3625,,Y,Y
3626,,Y,Y
3627,,Y,Y
3630,,Y,Y
3631,,,Y
3632,,Y,Y
3633,,Y,Y
3634,,Y,Y
3639,,Y,Y
3640,,Y,Y
3641,,Y,Y
3643,,,Y
3644,,Y,Y
3645,,Y,Y
3648,Y,Y,Y
3650,,Y,Y
3658,,Y,Y
3659,,Y,Y
3660,,Y,Y
3700,Y,Y,Y
3701,,Y,
3702,Y,Y,Y
3705,,Y,Y
3708,,,Y
3717,,Y,Y
3722,,Y,Y
3725,Y,Y,Y
3726,,Y,Y
3728,,Y,Y
3730,,,Y
3731,,Y,Y
3732,,Y,Y
3733,,Y,Y
3738,,Y,Y
3739,,Y,Y
3742,,Y,
3747,,Y,Y
3748,,Y,Y
3750,,Y,Y
3751,,Y,Y
3757,,Y,Y
3760,,Y,Y
3761,,Y,Y
3762,,Y,Y
3763,,Y,Y
3764,,,Y
3765,,Y,Y
3768,,Y,Y
3770,,Y,
3771,,Y,Y
3773,,Y,Y
3774,,Y,Y
3777,,Y,Y
3778,,Y,Y
3780,Y,Y,Y
3782,Y,Y,Y
3783,,Y,Y
3784,,Y,
3785,,Y,
3786,,Y,Y
3789,,Y,Y
3790,,Y,
3791,,Y,
3792,Y,Y,Y
3796,,Y,Y
3799,,Y,Y
3801,,Y,Y
3802,Y,Y,Y
3803,,Y,Y
3804,Y,Y,Y
3805,,Y,
3806,,Y,
3807,,,Y
3810,,Y,
3823,,Y,Y
3824,,Y,
3825,,Y,Y
3826,,Y,Y
3827,,,Y
3828,,Y,
3829,Y,Y,Y
3830,,,Y
3833,Y,Y,Y
3835,Y,Y,Y
3837,,Y,
3838,,Y,Y
3840,,Y,Y
3842,,Y,Y
3843,,Y,Y
3848,,Y,
3850,,,Y
3851,,Y,Y
3852,,Y,Y
3853,,Y,
3857,,Y,
3860,,Y,Y
3861,,Y,
3864,,Y,
3867,,Y,Y
3868,,Y,Y
3869,,,Y
3872,,Y,Y
3874,,Y,Y
3875,,Y,
3886,Y,Y,Y
3887,,Y,Y
3888,Y,Y,Y
3889,,,Y
3891,,Y,Y
3893,,Y,Y
3894,Y,Y,Y
3896,,Y,Y
3897,Y,Y,Y
3912,,Y,Y
3947,,Y,
4049,,Y,Y
4055,,,Y
4064,,Y,Y
4065,,Y,Y
4068,,,Y
4101,,Y,Y
4102,,Y,
4103,,,Y
4108,,Y,Y
4111,,Y,Y
4112,,Y,Y
4115,,Y,
4118,,Y,Y
4129,,Y,Y
4131,,Y,Y
4132,,Y,Y
4144,,Y,Y
4153,,Y,Y
4156,,,Y
4161,,,Y
4162,,Y,Y
4163,Y,Y,Y
4164,,Y,
4166,,Y,
4168,,Y,Y
4171,,Y,
4176,,Y,Y
4183,,Y,Y
4187,,Y,Y
4191,,,Y
4194,,,Y
4195,,Y,Y
4200,,Y,Y
4201,,Y,
4203,,Y,Y
4208,,,Y
4215,,Y,
4216,,Y,Y
4219,,Y,Y
4221,,Y,Y
4223,Y,Y,Y
4224,,Y,Y
4226,,Y,
4230,,Y,Y
4231,,Y,Y
4232,,,Y
4235,,Y,Y
4237,,,Y
4238,,Y,Y
4240,Y,Y,Y
4241,,Y,
4243,Y,Y,Y
4244,,Y,Y
4247,,,Y
4253,,Y,Y
4255,,Y,Y
4256,,Y,
4257,,Y,Y
4258,,Y,Y
4259,,Y,
4260,,Y,Y
4262,Y,Y,Y
4272,,Y,
4273,Y,Y,Y
4274,,Y,Y
4276,,Y,Y
4277,,Y,Y
4278,,,Y
4279,Y,Y,Y
4281,,Y,
4283,,Y,Y
4284,,Y,
4286,,Y,Y
4288,,Y,Y
4295,,Y,Y
4298,Y,Y,Y
4299,,Y,Y
4303,Y,Y,Y
4317,,Y,Y
4318,,Y,Y
4321,,Y,Y
4323,,Y,
4325,,Y,Y
4330,,Y,
4333,,Y,
4334,,Y,Y
4335,,Y,
4336,,Y,
4337,,Y,Y
4340,,,Y
4348,,Y,Y
4350,,Y,
4352,,Y,Y
4355,,,Y
4356,,Y,Y
4358,,Y,Y
4365,Y,Y,Y
4368,,Y,Y
4370,,Y,
4377,,Y,
4378,,Y,Y
4381,Y,Y,Y
4384,,Y,
4387,Y,Y,Y
4389,,,Y
4392,,Y,Y
4394,,Y,Y
4395,,Y,Y
4399,,Y,Y
4403,Y,Y,Y
4404,,Y,Y
4405,,Y,
4407,,Y,Y
4409,,Y,
4410,,Y,Y
4412,,,Y
4414,,Y,
4416,,Y,Y
4420,,Y,Y
4423,,,Y
4424,,,Y
4427,,,Y
4430,,Y,Y
4435,,Y,Y
4438,,,Y
4439,,Y,
4440,Y,Y,Y
4444,,Y,Y
4450,Y,Y,Y
4451,,Y,Y
4456,,Y,Y
4457,,,Y
4458,,Y,Y
4459,,Y,
4460,,Y,Y
4475,,Y,Y
4476,,Y,Y
4477,,Y,Y
4479,,,Y
4482,Y,Y,Y
4483,,Y,
4484,,Y,Y
4487,Y,Y,Y
4497,,Y,Y
4499,,Y,Y
4501,,,Y
4506,,Y,Y
4508,,Y,
4509,,,Y
4511,,Y,Y
4512,,Y,Y
4514,,Y,
4520,Y,Y,Y
4521,Y,Y,Y
4526,,,Y
4529,,Y,Y
4531,,Y,Y
4533,,Y,Y
4538,,Y,Y
4540,,Y,
4543,,Y,
4553,,Y,Y
4558,,Y,Y
4564,,Y,Y
4567,,Y,Y
4570,,,Y
4574,,Y,Y
4581,,Y,Y
4583,,Y,Y
4588,,Y,Y
4590,,Y,Y
4593,,Y,Y
4594,,,Y
4597,Y,Y,Y
4599,,Y,Y
4600,,Y,
4601,,Y,Y
4611,,Y,
4612,Y,Y,Y
4615,Y,Y,Y
4616,,Y,Y
4623,,Y,Y
4627,Y,Y,Y
4635,,Y,Y
4636,,Y,
4637,,Y,Y
4638,,Y,Y
4639,,Y,
4641,,Y,
4643,,Y,Y
4644,,,Y
4653,,Y,Y
4660,,Y,Y
4664,,Y,Y
4677,,Y,
4678,,Y,Y
4679,,Y,
4681,,Y,Y
4682,Y,Y,Y
4683,,Y,Y
4687,,,Y
4689,,Y,
4695,,Y,Y
