Store,Store Group
5932,Normal set (SG2)
5935,Normal set (SG2)
5936,Normal set (SG2)
5938,Normal set (SG1)
5944,Normal set (SG3)
5945,Normal set (SG2)
5947,Normal set (SG1)
5956,Normal set (SG2)
5957,Normal set (SG2)
5959,Normal set (SG2)
5960,Normal set (SG2)
5962,Normal set (SG1)
5963,Normal set (SG2)
5964,Normal set (SG2)
5965,Normal set (SG2)
5968,Normal set (SG2)
5969,Normal set (SG2)
5976,Normal set (SG3)
5977,Normal set (SG3)
5979,Normal set (SG2)
5981,Normal set (SG2)
5982,Normal set (SG2)
5987,Normal set (SG2)
5988,Normal set (SG2)
5990,Normal set (SG2)
5991,Normal set (SG2)
5992,Normal set (SG2)
5993,Normal set (SG2)
5994,Normal set (SG3)
5996,Normal set (SG2)
6078,Normal set (SG2)
6098,Normal set (SG2)
6149,Normal set (SG2)
6159,Normal set (SG2)
6165,Normal set (SG1)
6166,Normal set (SG1)
6170,Normal set (SG2)
6172,Normal set (SG2)
6173,Normal set (SG2)
6174,Normal set (SG2)
6176,Normal set (SG2)
6190,Normal set (SG2)
6207,Normal set (SG1)
6226,Normal set (SG3)
6233,Normal set (SG2)
6243,Normal set (SG2)
6263,Normal set (SG2)
6264,Normal set (SG2)
6286,Normal set (SG2)
6300,Normal set (SG2)
6323,Normal set (SG1)
6370,Normal set (SG1)
6390,Normal set (SG1)
6392,Normal set (SG2)
6394,Normal set (SG2)
6395,Normal set (SG2)
6397,Normal set (SG2)
6398,Normal set (SG2)
6459,Normal set (SG2)
6467,Normal set (SG2)
6469,Normal set (SG2)
6470,Normal set (SG2)
6476,Normal set (SG1)
6477,Normal set (SG1)
6480,Early set (EA1)
6500,Normal set (SG2)
6531,Normal set (SG2)
6548,Normal set (SG2)
6576,Normal set (SG1)
6577,Normal set (SG2)
6578,Normal set (SG2)
6579,Normal set (SG2)
6583,Normal set (SG2)
6585,Normal set (SG2)
6586,Normal set (SG2)
6587,Normal set (SG1)
6588,Normal set (SG2)
6590,Normal set (SG2)
6732,Normal set (SG1)
6786,Normal set (SG2)
6789,Normal set (SG2)
6798,Normal set (SG2)
6807,Normal set (SG1)
6813,Normal set (SG2)
6814,Normal set (SG2)
6828,Normal set (SG2)
6849,Normal set (SG1)
6850,Normal set (SG2)
6851,Normal set (SG2)
6876,Normal set (SG2)
6878,Normal set (SG1)
6879,Normal set (SG2)
6887,Normal set (SG1)
6894,Normal set (SG2)
6898,Normal set (SG2)
6929,Normal set (SG2)
6931,Normal set (SG2)
6932,Normal set (SG2)
6936,Normal set (SG2)
6937,Normal set (SG2)
6941,Normal set (SG2)
6942,Normal set (SG2)
6943,Normal set (SG2)
6951,Normal set (SG2)
6952,Normal set (SG2)
6953,Normal set (SG2)
6958,Normal set (SG2)
6960,Normal set (SG2)
6962,Normal set (SG2)
6963,Normal set (SG2)
6964,Normal set (SG1)
6966,Normal set (SG2)
6967,Normal set (SG2)
6968,Normal set (SG2)
6971,Normal set (SG2)
6975,Normal set (SG2)
6978,Normal set (SG2)
6998,Normal set (SG1)
7004,Normal set (SG2)
7009,Normal set (SG2)
7020,Normal set (SG1)
7032,Normal set (SG2)
7043,Normal set (SG2)
7062,Normal set (SG2)
7072,Normal set (SG2)
7087,Normal set (SG1)
7098,Normal set (SG2)
7099,Normal set (SG2)
7127,Normal set (SG2)
7129,Normal set (SG2)
7137,Normal set (SG2)
7146,Normal set (SG2)
7156,Normal set (SG2)
7162,Normal set (SG3)
7168,Normal set (SG2)
7174,Normal set (SG2)
7177,Normal set (SG2)
7178,Normal set (SG2)
7179,Normal set (SG2)
7180,Normal set (SG2)
7181,Normal set (SG2)
7185,Normal set (SG1)
7188,Normal set (SG1)
7194,Normal set (SG2)
7199,Normal set (SG2)
7205,Normal set (SG2)
7206,Normal set (SG2)
7209,Normal set (SG2)
7218,Normal set (SG2)
7220,Normal set (SG2)
7221,Normal set (SG2)
7222,Normal set (SG3)
7224,Normal set (SG2)
7229,Normal set (SG2)
7232,Normal set (SG2)
7233,Normal set (SG2)
7235,Normal set (SG3)
7238,Normal set (SG2)
7240,Normal set (SG2)
7241,Normal set (SG2)
7242,Normal set (SG2)
7243,Normal set (SG3)
7245,Normal set (SG2)
7246,Normal set (SG1)
7247,Normal set (SG2)
7249,Normal set (SG2)
7251,Normal set (SG2)
7254,Normal set (SG3)
7261,Normal set (SG1)
7262,Normal set (SG2)
7280,Normal set (SG2)
7281,Normal set (SG2)
7290,Normal set (SG1)
7294,Normal set (SG2)
7296,Normal set (SG2)
7298,Normal set (SG2)
7299,Normal set (SG2)
7301,Normal set (SG2)
7304,Normal set (SG3)
7307,Normal set (SG2)
7308,Normal set (SG2)
7309,Normal set (SG2)
7311,Normal set (SG2)
7315,Normal set (SG3)
7317,Normal set (SG2)
7320,Normal set (SG1)
7324,Normal set (SG1)
7326,Normal set (SG2)
7329,Normal set (SG3)
7334,Normal set (SG2)
7337,Normal set (SG2)
7339,Normal set (SG2)
7340,Normal set (SG2)
7342,Normal set (SG1)
7347,Normal set (SG2)
7349,Normal set (SG2)
7357,Normal set (SG2)
7361,Normal set (SG2)
7362,Normal set (SG2)
7601,Normal set (SG1)
8331,Normal set (SG3)
8930,Normal set (SG2)
8958,Normal set (SG2)
