Store,Store Group
1200,Normal set (SG2)
1201,Normal set (SG2)
1202,Normal set (SG2)
1203,Normal set (SG2)
1204,Normal set (SG2)
1205,Normal set (SG2)
1206,Normal set (SG2)
1207,Normal set (SG2)
1209,Normal set (SG2)
1210,Normal set (SG2)
1211,Normal set (SG2)
1212,Normal set (SG1)
1213,Normal set (SG2)
1214,Normal set (SG2)
1215,Normal set (SG1)
1216,Normal set (SG2)
1217,Normal set (SG2)
1218,Normal set (SG1)
1219,Normal set (SG2)
1220,Normal set (SG2)
1221,Normal set (SG2)
1222,Normal set (SG2)
1223,Normal set (SG2)
1224,Normal set (SG2)
1225,Normal set (SG2)
1226,Normal set (SG1)
1227,Normal set (SG2)
1228,Normal set (SG2)
1229,Normal set (SG2)
1230,Normal set (SG1)
1231,Normal set (SG2)
1232,Normal set (SG2)
1233,Normal set (SG2)
1234,Normal set (SG2)
1235,Normal set (SG2)
1236,Normal set (SG2)
1237,Normal set (SG2)
1238,Normal set (SG2)
1239,Normal set (SG1)
1240,Normal set (SG1)
1241,Normal set (SG2)
1242,Normal set (SG2)
1243,Normal set (SG2)
1244,Normal set (SG2)
1245,Normal set (SG2)
1247,Normal set (SG2)
1248,Normal set (SG1)
1249,Normal set (SG2)
1252,Normal set (SG2)
1253,Normal set (SG2)
1254,Normal set (SG2)
1255,Normal set (SG2)
1256,Normal set (SG2)
1257,Normal set (SG2)
1259,Normal set (SG2)
1260,Normal set (SG1)
1261,Normal set (SG2)
1263,Normal set (SG1)
1264,Normal set (SG2)
1265,Normal set (SG2)
1266,Normal set (SG2)
1267,Normal set (SG3)
1268,Normal set (SG2)
1270,Normal set (SG1)
1271,Normal set (SG1)
1272,Normal set (SG2)
1273,Normal set (SG2)
1274,Normal set (SG3)
1275,Normal set (SG1)
1276,Normal set (SG2)
1277,Normal set (SG2)
1279,Normal set (SG2)
1280,Normal set (SG2)
1281,Normal set (SG2)
1282,Normal set (SG2)
1283,Normal set (SG2)
1284,Normal set (SG2)
1285,Normal set (SG2)
1286,Normal set (SG2)
1287,Normal set (SG2)
1288,Normal set (SG2)
1289,Normal set (SG2)
1290,Normal set (SG2)
1291,Normal set (SG1)
1292,Normal set (SG2)
1293,Normal set (SG2)
1294,Normal set (SG1)
1295,Normal set (SG2)
1296,Normal set (SG2)
1297,Normal set (SG2)
1298,Normal set (SG2)
1299,Normal set (SG1)
1300,Normal set (SG2)
1301,Normal set (SG2)
1302,Normal set (SG2)
1303,Normal set (SG2)
1304,Normal set (SG2)
1305,Normal set (SG2)
1306,Normal set (SG2)
1307,Normal set (SG2)
1308,Normal set (SG2)
1309,Normal set (SG2)
1310,Normal set (SG2)
1311,Normal set (SG2)
1312,Normal set (SG2)
1313,Normal set (SG2)
1314,Normal set (SG1)
1315,Normal set (SG2)
1316,Normal set (SG3)
1317,Normal set (SG2)
1318,Normal set (SG1)
1319,Normal set (SG1)
1320,Normal set (SG1)
1321,Normal set (SG2)
1322,Normal set (SG2)
1323,Normal set (SG1)
1324,Early set (EA1)
1325,Normal set (SG1)
1326,Normal set (SG2)
1327,Normal set (SG2)
1328,Normal set (SG2)
1329,Normal set (SG2)
1330,Normal set (SG2)
1331,Normal set (SG2)
1332,Normal set (SG2)
1333,Normal set (SG2)
1334,Normal set (SG1)
1335,Normal set (SG2)
1336,Normal set (SG2)
1337,Normal set (SG2)
1338,Normal set (SG2)
1339,Normal set (SG1)
1340,Normal set (SG1)
1341,Normal set (SG1)
1342,Normal set (SG2)
1344,Normal set (SG2)
1345,Normal set (SG2)
1346,Normal set (SG1)
1347,Normal set (SG2)
1348,Normal set (SG2)
1349,Normal set (SG2)
1350,Normal set (SG2)
1351,Normal set (SG2)
1352,Normal set (SG2)
1353,Normal set (SG2)
1354,Normal set (SG2)
1355,Normal set (SG2)
1356,Normal set (SG2)
1357,Normal set (SG1)
1358,Normal set (SG1)
1359,Normal set (SG2)
1360,Normal set (SG2)
1361,Normal set (SG2)
1362,Normal set (SG2)
1363,Normal set (SG1)
1364,Normal set (SG1)
1365,Normal set (SG3)
1366,Normal set (SG3)
1367,Normal set (SG1)
1368,Normal set (SG2)
1369,Normal set (SG1)
1370,Normal set (SG1)
1371,Normal set (SG2)
1372,Normal set (SG2)
1373,Normal set (SG1)
1374,Normal set (SG2)
1375,Normal set (SG2)
1376,Normal set (SG1)
1377,Normal set (SG2)
1378,Normal set (SG2)
1379,Normal set (SG2)
1380,Normal set (SG2)
1381,Normal set (SG1)
1382,Normal set (SG1)
1383,Normal set (SG2)
1384,Normal set (SG2)
1385,Normal set (SG2)
1386,Normal set (SG2)
1387,Normal set (SG2)
1388,Normal set (SG2)
1389,Normal set (SG2)
1390,Normal set (SG2)
1391,Normal set (SG2)
1392,Normal set (SG2)
1393,Normal set (SG2)
1394,Normal set (SG2)
1395,Normal set (SG2)
1396,Normal set (SG3)
1397,Normal set (SG2)
1398,Normal set (SG2)
1399,Normal set (SG2)
1400,Normal set (SG1)
1401,Normal set (SG2)
1403,Normal set (SG1)
1404,Normal set (SG2)
1405,Normal set (SG2)
1406,Normal set (SG2)
1407,Normal set (SG2)
1408,Normal set (SG2)
1409,Normal set (SG2)
1410,Normal set (SG2)
1411,Normal set (SG1)
1412,Normal set (SG2)
1413,Normal set (SG2)
1414,Normal set (SG1)
1415,Normal set (SG2)
1416,Normal set (SG2)
1417,Normal set (SG1)
1418,Normal set (SG2)
1419,Normal set (SG2)
1420,Normal set (SG2)
1421,Normal set (SG2)
1422,Normal set (SG2)
1423,Normal set (SG2)
1424,Normal set (SG2)
1425,Normal set (SG2)
1426,Normal set (SG2)
1427,Normal set (SG2)
1428,Normal set (SG2)
1429,Normal set (SG2)
1430,Normal set (SG2)
1431,Normal set (SG2)
1432,Normal set (SG2)
1433,Normal set (SG2)
1434,Normal set (SG2)
1435,Normal set (SG2)
1436,Normal set (SG2)
1437,Normal set (SG2)
1438,Normal set (SG2)
1439,Normal set (SG2)
1440,Normal set (SG2)
1441,Normal set (SG2)
1442,Normal set (SG2)
1443,Normal set (SG2)
1444,Normal set (SG2)
1445,Normal set (SG2)
1446,Normal set (SG2)
1447,Normal set (SG3)
1448,Normal set (SG2)
1449,Normal set (SG2)
1450,Normal set (SG2)
1451,Normal set (SG2)
1452,Normal set (SG2)
1453,Normal set (SG2)
1454,Normal set (SG2)
1455,Normal set (SG2)
1456,Normal set (SG2)
1457,Normal set (SG2)
1458,Normal set (SG2)
1459,Normal set (SG1)
1460,Normal set (SG2)
1461,Normal set (SG2)
1462,Normal set (SG2)
1463,Normal set (SG2)
1464,Normal set (SG2)
1465,Normal set (SG2)
1466,Normal set (SG1)
1467,Normal set (SG1)
1468,Normal set (SG1)
1469,Normal set (SG1)
1470,Normal set (SG2)
1471,Normal set (SG2)
1472,Normal set (SG2)
1473,Normal set (SG2)
1474,Normal set (SG1)
1475,Normal set (SG2)
1476,Normal set (SG1)
1477,Normal set (SG2)
1478,Normal set (SG2)
1479,Normal set (SG2)
1480,Normal set (SG2)
1481,Normal set (SG2)
1482,Normal set (SG2)
1483,Normal set (SG2)
1485,Normal set (SG2)
1486,Normal set (SG2)
1487,Normal set (SG2)
1488,Normal set (SG1)
1489,Normal set (SG2)
1490,Normal set (SG2)
1491,Normal set (SG2)
1492,Normal set (SG2)
1493,Normal set (SG2)
1494,Normal set (SG2)
1495,Normal set (SG2)
1496,Normal set (SG2)
1497,Normal set (SG2)
1498,Normal set (SG2)
1499,Normal set (SG2)
1500,Normal set (SG2)
1501,Normal set (SG2)
1502,Normal set (SG2)
1503,Normal set (SG2)
1504,Normal set (SG2)
1505,Normal set (SG2)
1506,Normal set (SG2)
1507,Normal set (SG2)
1508,Normal set (SG2)
1509,Normal set (SG2)
1510,Normal set (SG2)
1511,Normal set (SG2)
1512,Normal set (SG1)
1513,Normal set (SG2)
1514,Normal set (SG2)
1515,Normal set (SG2)
1516,Normal set (SG2)
1517,Normal set (SG2)
1518,Normal set (SG1)
1519,Normal set (SG2)
1520,Normal set (SG2)
1521,Normal set (SG2)
1522,Normal set (SG2)
1523,Normal set (SG2)
1524,Normal set (SG2)
1525,Normal set (SG2)
1526,Normal set (SG2)
1527,Normal set (SG2)
1528,Normal set (SG2)
1529,Normal set (SG2)
1530,Normal set (SG2)
1531,Normal set (SG2)
1532,Normal set (SG1)
1533,Normal set (SG2)
1534,Normal set (SG2)
1535,Normal set (SG2)
1536,Normal set (SG2)
1537,Normal set (SG2)
1538,Normal set (SG2)
1539,Normal set (SG2)
1540,Normal set (SG2)
1541,Normal set (SG2)
1542,Late set (SG4)
1543,Normal set (SG2)
1544,Normal set (SG2)
1545,Normal set (SG2)
1546,Normal set (SG2)
1547,Normal set (SG2)
1548,Normal set (SG2)
1549,Normal set (SG1)
1550,Normal set (SG2)
1551,Normal set (SG2)
1552,Normal set (SG2)
1553,Normal set (SG2)
1554,Normal set (SG1)
1555,Normal set (SG2)
1556,Normal set (SG2)
1557,Normal set (SG1)
1558,Normal set (SG2)
1559,Normal set (SG2)
1560,Normal set (SG1)
1561,Normal set (SG1)
1562,Normal set (SG3)
1563,Normal set (SG2)
1564,Normal set (SG2)
1565,Normal set (SG2)
1566,Normal set (SG2)
1567,Normal set (SG2)
1568,Normal set (SG2)
1569,Normal set (SG2)
1570,Normal set (SG1)
1571,Normal set (SG2)
1572,Normal set (SG2)
1573,Normal set (SG2)
1574,Normal set (SG2)
1575,Normal set (SG2)
1576,Normal set (SG2)
1577,Normal set (SG2)
1578,Normal set (SG1)
1579,Normal set (SG2)
1580,Normal set (SG1)
1581,Normal set (SG2)
1583,Normal set (SG2)
1584,Normal set (SG2)
1585,Normal set (SG2)
1586,Normal set (SG1)
1587,Normal set (SG2)
1588,Normal set (SG2)
1589,Normal set (SG2)
1590,Normal set (SG2)
1591,Normal set (SG2)
1592,Normal set (SG2)
1593,Normal set (SG2)
1594,Normal set (SG2)
1595,Normal set (SG2)
1596,Normal set (SG2)
1597,Normal set (SG2)
1598,Normal set (SG1)
1599,Normal set (SG2)
1600,Normal set (SG2)
1601,Normal set (SG1)
1602,Normal set (SG2)
1603,Normal set (SG1)
1604,Normal set (SG2)
1605,Normal set (SG2)
1606,Normal set (SG1)
1607,Normal set (SG2)
1608,Normal set (SG2)
1609,Normal set (SG3)
1610,Normal set (SG3)
1611,Normal set (SG2)
1612,Normal set (SG1)
1613,Normal set (SG2)
1614,Normal set (SG2)
1615,Normal set (SG2)
1616,Normal set (SG2)
1617,Normal set (SG2)
1618,Normal set (SG2)
1619,Normal set (SG3)
1620,Normal set (SG2)
1621,Normal set (SG2)
1622,Normal set (SG2)
1623,Normal set (SG2)
1624,Normal set (SG2)
1625,Normal set (SG2)
1626,Normal set (SG2)
1627,Normal set (SG2)
1628,Normal set (SG2)
1629,Normal set (SG1)
1630,Normal set (SG2)
1631,Normal set (SG2)
1632,Normal set (SG2)
1633,Normal set (SG2)
1634,Normal set (SG2)
1635,Normal set (SG2)
1636,Normal set (SG2)
1637,Normal set (SG2)
1638,Normal set (SG1)
1639,Normal set (SG1)
1640,Normal set (SG2)
1641,Normal set (SG2)
1642,Normal set (SG2)
1643,Normal set (SG2)
1644,Normal set (SG2)
1645,Normal set (SG2)
1646,Normal set (SG1)
1647,Normal set (SG2)
1648,Normal set (SG2)
1649,Normal set (SG2)
1650,Normal set (SG2)
1651,Normal set (SG2)
1652,Normal set (SG2)
1653,Normal set (SG2)
1654,Normal set (SG3)
1655,Normal set (SG1)
1656,Normal set (SG3)
1657,Normal set (SG3)
1658,Normal set (SG1)
1659,Normal set (SG2)
1660,Normal set (SG2)
1661,Normal set (SG2)
1662,Normal set (SG2)
1663,Normal set (SG2)
1664,Normal set (SG2)
1665,Normal set (SG1)
1666,Normal set (SG2)
1667,Normal set (SG2)
1668,Normal set (SG2)
1669,Normal set (SG2)
1670,Normal set (SG2)
1671,Normal set (SG2)
1672,Normal set (SG3)
1673,Normal set (SG3)
1674,Normal set (SG2)
1675,Normal set (SG2)
1676,Normal set (SG1)
1677,Normal set (SG3)
1678,Normal set (SG2)
1679,Normal set (SG2)
1680,Normal set (SG2)
1681,Normal set (SG2)
1682,Normal set (SG2)
1683,Normal set (SG2)
1684,Normal set (SG2)
1685,Normal set (SG2)
1686,Normal set (SG2)
1687,Normal set (SG2)
1688,Normal set (SG2)
1689,Normal set (SG2)
1690,Normal set (SG2)
1691,Normal set (SG2)
1692,Normal set (SG1)
1693,Normal set (SG2)
1694,Normal set (SG2)
1695,Normal set (SG2)
1696,Normal set (SG3)
1697,Normal set (SG2)
1698,Late set (SG4)
1699,Normal set (SG2)
1700,Normal set (SG2)
1701,Normal set (SG1)
1702,Normal set (SG2)
1703,Normal set (SG2)
1704,Normal set (SG2)
1705,Normal set (SG3)
1707,Normal set (SG2)
1708,Normal set (SG2)
1709,Normal set (SG1)
1710,Normal set (SG1)
1711,Normal set (SG2)
1712,Normal set (SG2)
1713,Normal set (SG2)
1714,Normal set (SG2)
1715,Late set (SG4)
1716,Late set (SG4)
1717,Late set (SG4)
1718,Normal set (SG2)
1719,Normal set (SG2)
1720,Normal set (SG1)
1721,Normal set (SG2)
1722,Normal set (SG2)
1723,Normal set (SG2)
1724,Normal set (SG2)
1726,Normal set (SG2)
1727,Normal set (SG3)
1728,Normal set (SG1)
1729,Normal set (SG2)
1730,Normal set (SG2)
1731,Normal set (SG3)
1732,Normal set (SG2)
1733,Normal set (SG2)
1734,Normal set (SG2)
1735,Normal set (SG2)
1736,Normal set (SG3)
1737,Normal set (SG2)
1738,Normal set (SG3)
1739,Late set (SG4)
1740,Normal set (SG2)
1741,Late set (SG4)
1742,Late set (SG4)
1743,Normal set (SG2)
1744,Normal set (SG3)
1745,Normal set (SG1)
1746,Normal set (SG1)
1747,Normal set (SG2)
1748,Normal set (SG2)
1749,Late set (SG4)
1750,Normal set (SG2)
1751,Normal set (SG3)
1752,Normal set (SG2)
1753,Late set (SG4)
1754,Normal set (SG2)
1755,Normal set (SG2)
1756,Normal set (SG2)
1757,Normal set (SG3)
1758,Normal set (SG2)
1759,Normal set (SG2)
1760,Normal set (SG2)
1761,Normal set (SG2)
1762,Late set (SG4)
1763,Normal set (SG2)
1764,Normal set (SG2)
1765,Late set (SG4)
1766,Normal set (SG1)
1767,Normal set (SG2)
1768,Normal set (SG2)
1769,Normal set (SG2)
1770,Late set (SG4)
1771,Normal set (SG2)
1772,Normal set (SG3)
1773,Normal set (SG2)
1774,Normal set (SG2)
1775,Normal set (SG3)
1776,Normal set (SG2)
1777,Normal set (SG2)
1778,Normal set (SG2)
1779,Normal set (SG2)
1780,Normal set (SG2)
1781,Late set (SG4)
1782,Normal set (SG2)
1783,Normal set (SG2)
1784,Normal set (SG3)
1785,Late set (SG4)
1786,Normal set (SG3)
1787,Normal set (SG2)
1788,Late set (SG4)
1789,Normal set (SG1)
1790,Normal set (SG2)
1791,Normal set (SG2)
1792,Normal set (SG2)
1793,Normal set (SG3)
1794,Normal set (SG2)
1795,Normal set (SG2)
1796,Normal set (SG2)
1797,Late set (SG4)
1798,Normal set (SG2)
1799,Normal set (SG3)
1800,Normal set (SG2)
1801,Normal set (SG2)
1802,Normal set (SG2)
1803,Normal set (SG2)
1804,Normal set (SG2)
1805,Normal set (SG2)
1806,Normal set (SG3)
1807,Late set (SG4)
1808,Normal set (SG2)
1809,Normal set (SG2)
1810,Normal set (SG2)
1811,Normal set (SG2)
1812,Normal set (SG2)
1813,Normal set (SG3)
1814,Normal set (SG2)
1815,Normal set (SG2)
1816,Normal set (SG3)
1817,Normal set (SG3)
1819,Normal set (SG2)
1820,Late set (SG4)
1821,Normal set (SG2)
1822,Normal set (SG1)
1823,Normal set (SG2)
1825,Normal set (SG2)
1826,Normal set (SG2)
1827,Normal set (SG2)
1828,Normal set (SG3)
1829,Normal set (SG1)
1830,Normal set (SG3)
1831,Normal set (SG2)
1832,Normal set (SG2)
1833,Normal set (SG2)
1834,Normal set (SG2)
1835,Normal set (SG2)
1836,Normal set (SG2)
1837,Normal set (SG2)
1838,Normal set (SG2)
1839,Normal set (SG2)
1840,Normal set (SG1)
1841,Normal set (SG2)
1842,Normal set (SG2)
1843,Normal set (SG2)
1844,Late set (SG4)
1845,Normal set (SG2)
1846,Normal set (SG1)
1847,Normal set (SG2)
1848,Normal set (SG2)
1849,Normal set (SG2)
1850,Normal set (SG2)
1851,Normal set (SG2)
1852,Normal set (SG2)
1853,Normal set (SG2)
1854,Normal set (SG1)
1855,Normal set (SG3)
1856,Late set (SG4)
1857,Normal set (SG2)
1858,Normal set (SG2)
1859,Normal set (SG1)
1860,Late set (SG4)
1861,Normal set (SG2)
1862,Normal set (SG2)
1863,Normal set (SG2)
1864,Normal set (SG3)
1865,Normal set (SG2)
1866,Late set (SG4)
1867,Normal set (SG2)
1868,Late set (SG4)
1869,Late set (SG4)
1870,Normal set (SG2)
1871,Normal set (SG3)
1872,Normal set (SG2)
1873,Late set (SG4)
1874,Normal set (SG2)
1875,Normal set (SG2)
1876,Normal set (SG3)
1877,Normal set (SG2)
1878,Normal set (SG2)
1879,Normal set (SG2)
1880,Normal set (SG3)
1881,Normal set (SG2)
1882,Normal set (SG2)
1883,Late set (SG4)
1884,Normal set (SG2)
1885,Late set (SG4)
1886,Normal set (SG2)
1887,Normal set (SG2)
1888,Normal set (SG2)
1889,Normal set (SG2)
1890,Late set (SG4)
1891,Normal set (SG2)
1892,Normal set (SG2)
1893,Normal set (SG2)
1894,Normal set (SG2)
1895,Normal set (SG2)
1896,Normal set (SG2)
1897,Normal set (SG2)
1898,Normal set (SG2)
1899,Normal set (SG2)
1900,Normal set (SG2)
1901,Normal set (SG2)
1902,Normal set (SG2)
1903,Normal set (SG2)
1904,Normal set (SG2)
1905,Normal set (SG2)
1906,Late set (SG4)
1907,Late set (SG4)
1908,Normal set (SG2)
1909,Normal set (SG3)
1910,Normal set (SG3)
1911,Normal set (SG2)
1912,Normal set (SG2)
1913,Normal set (SG2)
1914,Normal set (SG2)
1915,Normal set (SG2)
1916,Normal set (SG2)
1917,Normal set (SG2)
1918,Late set (SG4)
1919,Late set (SG4)
1920,Normal set (SG3)
1921,Late set (SG4)
1922,Normal set (SG2)
1923,Normal set (SG2)
1924,Normal set (SG2)
1925,Normal set (SG3)
1926,Normal set (SG2)
1927,Normal set (SG2)
1928,Normal set (SG2)
1929,Normal set (SG3)
1930,Late set (SG4)
1931,Normal set (SG2)
1932,Late set (SG4)
1933,Normal set (SG2)
1934,Normal set (SG2)
1935,Normal set (SG2)
1936,Late set (SG4)
1937,Normal set (SG2)
1938,Normal set (SG2)
1939,Late set (SG4)
1940,Normal set (SG3)
1941,Normal set (SG2)
1942,Normal set (SG2)
1943,Normal set (SG2)
1945,Normal set (SG2)
1946,Normal set (SG3)
1947,Normal set (SG3)
1948,Normal set (SG2)
1949,Normal set (SG3)
1950,Normal set (SG2)
1951,Normal set (SG2)
1952,Normal set (SG3)
1953,Normal set (SG2)
1954,Late set (SG4)
1955,Normal set (SG2)
1956,Normal set (SG2)
1957,Normal set (SG2)
1958,Normal set (SG2)
1959,Late set (SG4)
1960,Normal set (SG2)
1961,Normal set (SG2)
1962,Normal set (SG1)
1963,Normal set (SG2)
1964,Late set (SG4)
1965,Normal set (SG2)
1966,Normal set (SG3)
1967,Late set (SG4)
1968,Late set (SG4)
1969,Normal set (SG2)
1970,Late set (SG4)
1971,Normal set (SG2)
1972,Normal set (SG2)
1973,Normal set (SG3)
1974,Late set (SG4)
1975,Late set (SG4)
1976,Late set (SG4)
1977,Late set (SG4)
1978,Normal set (SG2)
1979,Normal set (SG2)
1980,Late set (SG4)
1981,Late set (SG4)
1982,Normal set (SG2)
1983,Normal set (SG2)
1984,Late set (SG4)
1985,Normal set (SG2)
1986,Normal set (SG2)
1987,Normal set (SG2)
1988,Normal set (SG2)
1989,Normal set (SG2)
1990,Normal set (SG2)
1991,Normal set (SG1)
1992,Normal set (SG2)
1993,Normal set (SG3)
1994,Normal set (SG3)
1995,Normal set (SG2)
1996,Normal set (SG2)
1997,Normal set (SG3)
1998,Normal set (SG2)
1999,Normal set (SG3)
2000,Normal set (SG2)
2001,Normal set (SG2)
2002,Normal set (SG2)
2003,Late set (SG4)
2004,Normal set (SG2)
2005,Normal set (SG2)
2006,Normal set (SG2)
2007,Normal set (SG3)
2008,Normal set (SG2)
2009,Late set (SG4)
2010,Normal set (SG2)
2012,Late set (SG4)
2013,Late set (SG4)
2014,Late set (SG4)
2015,Normal set (SG2)
2016,Normal set (SG3)
2019,Normal set (SG2)
2020,Normal set (SG2)
2021,Late set (SG4)
2022,Late set (SG4)
2023,Normal set (SG2)
2024,Normal set (SG2)
2025,Normal set (SG1)
2026,Normal set (SG1)
2027,Late set (SG4)
2028,Normal set (SG2)
2030,Normal set (SG2)
2031,Normal set (SG2)
2032,Normal set (SG2)
2033,Normal set (SG2)
2035,Normal set (SG2)
2036,Normal set (SG2)
2037,Normal set (SG3)
2038,Normal set (SG2)
2039,Normal set (SG2)
2040,Late set (SG4)
2041,Late set (SG4)
2043,Normal set (SG2)
2044,Normal set (SG2)
2045,Late set (SG4)
2046,Late set (SG4)
2047,Late set (SG4)
2048,Normal set (SG2)
2049,Normal set (SG2)
2050,Normal set (SG2)
2051,Normal set (SG1)
2052,Normal set (SG2)
2053,Normal set (SG2)
2054,Normal set (SG2)
2055,Late set (SG4)
2056,Normal set (SG3)
2057,Late set (SG4)
2058,Normal set (SG3)
2059,Normal set (SG2)
2061,Normal set (SG2)
2062,Normal set (SG2)
2063,Normal set (SG2)
2064,Normal set (SG2)
2065,Normal set (SG1)
2066,Normal set (SG2)
2067,Normal set (SG1)
2068,Late set (SG4)
2069,Normal set (SG2)
2070,Early set (AK/HI)
2071,Early set (AK/HI)
2072,Normal set (SG1)
2073,Normal set (SG2)
2074,Early set (AK/HI)
2075,Normal set (SG3)
2077,Normal set (SG2)
2078,Normal set (SG2)
2079,Late set (SG4)
2080,Normal set (SG2)
2081,Normal set (SG2)
2082,Normal set (SG2)
2083,Normal set (SG2)
2084,Normal set (SG2)
2085,Normal set (SG1)
2086,Normal set (SG2)
2087,Normal set (SG3)
2088,Normal set (SG2)
2089,Normal set (SG2)
2090,Late set (SG4)
2091,Normal set (SG2)
2092,Normal set (SG3)
2093,Normal set (SG3)
2094,Normal set (SG2)
2095,Late set (SG4)
2096,Late set (SG4)
2097,Normal set (SG3)
2098,Normal set (SG2)
2099,Normal set (SG2)
2100,Late set (SG4)
2101,Normal set (SG2)
2102,Normal set (SG3)
2103,Late set (SG4)
2104,Late set (SG4)
2105,Normal set (SG2)
2106,Normal set (SG2)
2107,Normal set (SG3)
2108,Late set (SG4)
2109,Late set (SG4)
2110,Normal set (SG2)
2111,Normal set (SG2)
2112,Normal set (SG1)
2113,Normal set (SG1)
2114,Normal set (SG2)
2115,Normal set (SG2)
2116,Normal set (SG3)
2117,Normal set (SG2)
2118,Late set (SG4)
2119,Normal set (SG2)
2120,Late set (SG4)
2121,Normal set (SG3)
2122,Late set (SG4)
2123,Normal set (SG2)
2124,Normal set (SG2)
2125,Normal set (SG2)
2126,Early set (AK/HI)
2127,Normal set (SG2)
2128,Late set (SG4)
2129,Late set (SG4)
2130,Late set (SG4)
2131,Normal set (SG2)
2132,Normal set (SG2)
2133,Normal set (SG2)
2134,Normal set (SG2)
2135,Late set (SG4)
2136,Normal set (SG2)
2137,Normal set (SG2)
2138,Late set (SG4)
2139,Late set (SG4)
2140,Normal set (SG2)
2141,Late set (SG4)
2142,Normal set (SG3)
2143,Late set (SG4)
2144,Normal set (SG3)
2145,Late set (SG4)
2146,Normal set (SG3)
2147,Normal set (SG2)
2149,Normal set (SG2)
2150,Normal set (SG1)
2151,Normal set (SG2)
2152,Normal set (SG3)
2153,Late set (SG4)
2154,Normal set (SG1)
2155,Late set (SG4)
2156,Late set (SG4)
2157,Late set (SG4)
2158,Late set (SG4)
2159,Normal set (SG2)
2160,Normal set (SG2)
2161,Normal set (SG2)
2163,Normal set (SG2)
2164,Normal set (SG2)
2166,Normal set (SG3)
2167,Normal set (SG2)
2169,Normal set (SG2)
2170,Late set (SG4)
2174,Late set (SG4)
2175,Normal set (SG2)
2176,Normal set (SG2)
2177,Normal set (SG2)
2178,Late set (SG4)
2180,Late set (SG4)
2181,Normal set (SG2)
2183,Late set (SG4)
2184,Late set (SG4)
2185,Normal set (SG2)
2187,Normal set (SG2)
2188,Early set (AK/HI)
2189,Normal set (SG2)
2190,Normal set (SG2)
2191,Normal set (SG2)
2192,Late set (SG4)
2193,Normal set (SG2)
2194,Normal set (SG2)
2195,Late set (SG4)
2196,Normal set (SG3)
2197,Normal set (SG2)
2198,Normal set (SG3)
2199,Normal set (SG2)
2200,Late set (SG4)
2201,Normal set (SG1)
2202,Late set (SG4)
2203,Normal set (SG1)
2204,Normal set (SG2)
2205,Normal set (SG2)
2206,Normal set (SG2)
2207,Normal set (SG2)
2208,Normal set (SG2)
2209,Normal set (SG2)
2210,Normal set (SG3)
2211,Normal set (SG2)
2213,Normal set (SG2)
2214,Normal set (SG2)
2215,Normal set (SG2)
2218,Normal set (SG2)
2221,Normal set (SG2)
2222,Late set (SG4)
2223,Normal set (SG2)
2224,Late set (SG4)
2225,Late set (SG4)
2226,Normal set (SG2)
2227,Late set (SG4)
2228,Late set (SG4)
2230,Normal set (SG2)
2231,Normal set (SG1)
2232,Normal set (SG2)
2233,Normal set (SG2)
2234,Normal set (SG2)
2236,Normal set (SG2)
2237,Normal set (SG2)
2238,Normal set (SG2)
2239,Normal set (SG2)
2240,Normal set (SG1)
2241,Normal set (SG2)
2242,Normal set (SG2)
2243,Normal set (SG3)
2244,Normal set (SG2)
2245,Normal set (SG2)
2247,Normal set (SG2)
2248,Normal set (SG2)
2249,Normal set (SG3)
2250,Normal set (SG2)
2251,Normal set (SG2)
2252,Normal set (SG2)
2253,Normal set (SG2)
2254,Late set (SG4)
2255,Normal set (SG3)
2256,Normal set (SG2)
2257,Normal set (SG2)
2258,Normal set (SG2)
2259,Normal set (SG3)
2261,Late set (SG4)
2262,Normal set (SG3)
2263,Normal set (SG2)
2264,Normal set (SG3)
2265,Normal set (SG2)
2266,Normal set (SG2)
2267,Late set (SG4)
2269,Normal set (SG2)
2270,Normal set (SG2)
2271,Normal set (SG2)
2272,Late set (SG4)
2273,Normal set (SG2)
2274,Normal set (SG2)
2275,Normal set (SG2)
2276,Normal set (SG2)
2277,Normal set (SG2)
2278,Normal set (SG2)
2279,Late set (SG4)
2280,Normal set (SG2)
2281,Normal set (SG2)
2282,Normal set (SG2)
2283,Late set (SG4)
2284,Normal set (SG3)
2285,Normal set (SG3)
2286,Late set (SG4)
2287,Normal set (SG2)
2288,Normal set (SG2)
2289,Late set (SG4)
2291,Normal set (SG1)
2292,Normal set (SG2)
2293,Normal set (SG2)
2294,Late set (SG4)
2295,Normal set (SG2)
2297,Normal set (SG2)
2299,Normal set (SG2)
2300,Normal set (SG2)
2302,Normal set (SG1)
2306,Normal set (SG2)
2307,Normal set (SG2)
2308,Early set (AK/HI)
2309,Normal set (SG2)
2310,Normal set (SG1)
2311,Normal set (SG1)
2312,Normal set (SG2)
2313,Normal set (SG2)
2314,Early set (AK/HI)
2315,Normal set (SG3)
2316,Normal set (SG2)
2317,Normal set (SG3)
2318,Normal set (SG2)
2319,Normal set (SG3)
2320,Normal set (SG3)
2321,Early set (AK/HI)
2322,Normal set (SG1)
2323,Normal set (SG2)
2325,Normal set (SG2)
2326,Normal set (SG3)
2328,Normal set (SG2)
2329,Late set (SG4)
2330,Late set (SG4)
2331,Normal set (SG3)
2332,Late set (SG4)
2333,Normal set (SG2)
2334,Normal set (SG2)
2335,Normal set (SG3)
2336,Late set (SG4)
2337,Normal set (SG2)
2338,Late set (SG4)
