Mkt,Wk,Reg,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Points For the Week,YTD Points, Five Star ,Sales Growth,BU Rank,Company Rank
380,36,47,2,0,3,1,0,0,0,6,6, 4.39 ,12.30%,23,152
427,36,54,2,1,3,0,0,0,0,6,6, 4.38 ,18.85%,24,156
433,36,47,2,1,3,0,0,0,0,6,6, 4.38 ,13.49%,25,158
429,36,47,2,1,3,0,0,0,0,6,6, 4.37 ,13.52%,26,162
514,36,60,2,1,3,0,0,0,0,6,6, 4.36 ,12.42%,27,168
472,36,60,2,1,3,0,0,0,0,6,6, 4.36 ,9.84%,28,171
392,36,56,2,0,3,1,0,0,0,6,6, 4.35 ,4.35%,29,175
381,36,54,2,1,3,0,0,0,0,6,6, 4.27 ,11.66%,30,191
449,36,57,0,1,3,1,0,0,0,5,5, 4.55 ,13.14%,31,197
458,36,57,2,0,3,0,0,0,0,5,5, 4.52 ,12.77%,32,201
388,36,54,2,0,3,0,0,0,0,5,5, 4.52 ,12.58%,33,202
382,36,54,0,1,3,1,0,0,0,5,5, 4.47 ,13.46%,34,213
511,36,56,0,1,3,1,0,0,0,5,5, 4.46 ,7.36%,35,217
391,36,47,0,1,3,1,0,0,0,5,5, 4.45 ,9.32%,36,221
581,36,57,2,0,3,0,0,0,0,5,5, 4.44 ,11.59%,37,223
469,36,60,2,0,3,0,0,0,0,5,5, 4.43 ,18.03%,38,224
407,36,47,2,0,3,0,0,0,0,5,5, 4.43 ,13.75%,39,226
414,36,52,0,1,3,1,0,0,0,5,5, 4.43 ,11.24%,40,228
451,36,56,2,0,3,0,0,0,0,5,5, 4.41 ,8.78%,41,240
378,36,54,2,0,3,0,0,0,0,5,5, 4.39 ,14.04%,42,245
403,36,54,0,1,3,1,0,0,0,5,5, 4.39 ,9.14%,43,250
423,36,52,0,1,3,1,0,0,0,5,5, 4.37 ,14.97%,44,253
473,36,60,0,1,3,1,0,0,0,5,5, 4.37 ,10.25%,45,256
467,36,60,2,0,3,0,0,0,0,5,5, 4.37 ,7.93%,46,258
432,36,47,2,0,3,0,0,0,0,5,5, 4.35 ,16.57%,47,264
478,36,60,0,1,3,1,0,0,0,5,5, 4.35 ,7.73%,48,267
461,36,57,0,0,3,1,0,0,0,4,4, 4.51 ,7.44%,49,295
582,36,54,2,1,0,1,0,0,0,4,4, 4.47 ,7.76%,50,301
400,36,56,0,0,3,1,0,0,0,4,4, 4.43 ,12.38%,51,310
471,36,60,0,1,3,0,0,0,0,4,4, 4.42 ,12.37%,52,313
454,36,56,0,0,3,1,0,0,0,4,4, 4.41 ,11.05%,53,318
477,36,60,0,1,3,0,0,0,0,4,4, 4.41 ,6.46%,54,319
383,36,54,0,0,3,1,0,0,0,4,4, 4.39 ,14.30%,55,324
476,36,60,2,1,0,1,0,0,0,4,4, 4.39 ,6.09%,56,329
475,36,60,0,0,3,1,0,0,0,4,4, 4.35 ,9.43%,57,345
365,36,57,2,1,0,0,0,0,0,3,3, 4.58 ,10.09%,58,359
460,36,57,0,0,3,0,0,0,0,3,3, 4.56 ,6.23%,59,360
484,36,57,0,0,3,0,0,0,0,3,3, 4.55 ,14.26%,60,361
448,36,57,2,1,0,0,0,0,0,3,3, 4.55 ,8.00%,61,362
465,36,57,0,0,3,0,0,0,0,3,3, 4.54 ,12.42%,62,363
446,36,57,0,0,3,0,0,0,0,3,3, 4.54 ,11.45%,63,364
418,36,52,0,0,3,0,0,0,0,3,3, 4.49 ,12.50%,64,367
419,36,52,2,1,0,0,0,0,0,3,3, 4.48 ,11.57%,65,368
447,36,57,2,0,0,1,0,0,0,3,3, 4.48 ,7.80%,66,369
421,36,52,2,1,0,0,0,0,0,3,3, 4.46 ,14.15%,67,372
453,36,56,0,0,3,0,0,0,0,3,3, 4.43 ,7.74%,68,383
430,36,54,2,1,0,0,0,0,0,3,3, 4.42 ,16.25%,69,385
399,36,56,2,1,0,0,0,0,0,3,3, 4.40 ,9.67%,70,388
474,36,60,0,0,3,0,0,0,0,3,3, 4.24 ,13.89%,71,414
422,36,52,2,0,0,0,0,0,0,2,2, 4.40 ,14.28%,72,420
457,36,56,2,0,0,0,0,0,0,2,2, 4.38 ,3.45%,73,424
470,36,60,0,1,0,0,0,0,0,1,1, 4.55 ,11.53%,74,431
462,36,57,0,1,0,0,0,0,0,1,1, 4.52 ,3.96%,75,432
379,36,47,0,1,0,0,0,0,0,1,1, 4.47 ,11.97%,76,434
528,36,64,2,1,3,1,7,0,0,14,14, 4.69 ,18.18%,1,1
397,36,61,2,1,3,1,7,0,0,14,14, 4.65 ,9.37%,2,2
562,36,64,2,1,3,1,7,0,0,14,14, 4.64 ,17.47%,3,3
500,36,59,2,1,3,1,7,0,0,14,14, 4.59 ,7.61%,4,4
549,36,72,2,1,3,1,7,0,0,14,14, 4.59 ,6.30%,5,5
481,36,61,2,1,3,1,7,0,0,14,14, 4.57 ,15.95%,6,6
9,36,61,2,1,3,1,7,0,0,14,14, 4.55 ,15.23%,7,8
492,36,72,2,1,3,1,7,0,0,14,14, 4.54 ,13.80%,8,9
554,36,59,2,1,3,1,7,0,0,14,14, 4.53 ,19.41%,9,12
537,36,72,2,1,3,1,7,0,0,14,14, 4.52 ,17.29%,10,15
485,36,59,2,1,3,1,7,0,0,14,14, 4.51 ,18.20%,11,16
491,36,61,2,1,3,1,7,0,0,14,14, 4.50 ,19.10%,12,18
495,36,59,2,1,3,1,7,0,0,14,14, 4.45 ,16.18%,13,25
533,36,64,2,1,3,1,0,0,0,7,7, 4.56 ,15.83%,14,54
496,36,59,2,1,3,1,0,0,0,7,7, 4.54 ,8.88%,15,55
102,36,72,2,1,3,1,0,0,0,7,7, 4.48 ,-21.63%,16,58
510,36,61,2,1,3,0,0,0,0,6,6, 4.66 ,12.35%,17,75
541,36,64,2,1,3,0,0,0,0,6,6, 4.61 ,26.42%,18,78
515,36,61,2,0,3,1,0,0,0,6,6, 4.61 ,12.30%,19,79
542,36,64,2,1,3,0,0,0,0,6,6, 4.60 ,24.15%,20,80
557,36,61,2,0,3,1,0,0,0,6,6, 4.60 ,12.12%,21,81
103,36,72,2,0,3,1,0,0,0,6,6, 4.59 ,5.01%,22,82
504,36,64,2,1,3,0,0,0,0,6,6, 4.58 ,18.06%,23,83
551,36,61,2,0,3,1,0,0,0,6,6, 4.57 ,12.20%,24,84
96,36,72,2,0,3,1,0,0,0,6,6, 4.57 ,5.50%,25,85
512,36,61,2,0,3,1,0,0,0,6,6, 4.56 ,15.69%,26,86
559,36,72,2,1,3,0,0,0,0,6,6, 4.55 ,3.96%,27,89
507,36,64,2,1,3,0,0,0,0,6,6, 4.53 ,19.61%,28,93
566,36,59,2,1,3,0,0,0,0,6,6, 4.51 ,20.84%,29,100
534,36,72,2,1,3,0,0,0,0,6,6, 4.51 ,19.92%,30,101
497,36,59,2,0,3,1,0,0,0,6,6, 4.51 ,15.21%,31,102
499,36,59,2,0,3,1,0,0,0,6,6, 4.51 ,8.22%,32,105
544,36,72,2,1,3,0,0,0,0,6,6, 4.49 ,22.42%,33,108
490,36,61,2,1,3,0,0,0,0,6,6, 4.49 ,17.32%,34,109
545,36,72,2,1,3,0,0,0,0,6,6, 4.47 ,14.98%,35,119
526,36,64,0,1,3,1,0,0,0,5,5, 4.65 ,17.15%,36,194
498,36,59,0,1,3,1,0,0,0,5,5, 4.60 ,18.38%,37,195
58,36,64,0,1,3,1,0,0,0,5,5, 4.55 ,15.92%,38,196
538,36,72,0,1,3,1,0,0,0,5,5, 4.51 ,17.33%,39,205
509,36,59,0,1,3,1,0,0,0,5,5, 4.51 ,9.38%,40,206
502,36,59,2,0,3,0,0,0,0,5,5, 4.47 ,10.76%,41,215
546,36,72,0,1,3,1,0,0,0,5,5, 4.47 ,7.44%,42,216
488,36,72,0,0,3,1,0,0,0,4,4, 4.54 ,6.98%,43,290
550,36,61,0,1,3,0,0,0,0,4,4, 4.52 ,15.05%,44,291
548,36,72,2,1,0,1,0,0,0,4,4, 4.48 ,6.16%,45,298
494,36,59,0,0,3,1,0,0,0,4,4, 4.45 ,15.18%,46,303
552,36,61,0,0,3,0,0,0,0,3,3, 4.58 ,12.70%,47,358
543,36,64,0,1,0,1,0,0,0,2,2, 4.60 ,13.18%,48,416
561,36,64,0,1,0,0,0,0,0,1,1, 4.57 ,15.62%,49,430
