Region Nbr,Market Nbr,Facility,OKM Tracking ,OKM Delivery Date,OKM Install Date,Digital Lock Tracking,Carrier,Digital Lock Install Week,Digital Lock Installation Date,Total lock count,Length of install
60,469,2722,,,,,,Live,10/8/24,,
6,63,2724,,,,,,Live,9/11/24,,
9,110,2727,,,,,,Live,9/18/24,,
56,454,2735,,,,,,Live,10/16/24,,
54,380,2751,,,,,,Live,1/8/25,,
52,414,2764,,,,,,Live,1/8/25,,
46,372,2766,,,,,,Live,9/23/24,,
46,371,2768,,,,,,Live,1/13/25,,
21,217,2774,,,,,,Live,12/3/24,,
41,260,2783,,,,,,Live,12/3/24,,
41,249,2787,,,,,,Live,12/19/24,,
19,238,2817,,,,,,Live,8/28/24,,
20,216,2823,,,,,,Live,12/17/24,,
52,418,2827,,,,,,Live,1/13/25,,
53,435,2828,,,,,,Live,10/25/24,,
22,166,2830,,,,,,Live,10/25/24,,
57,396,2838,,,,,,Live,9/12/24,,
58,461,2842,,,,,,Live,12/4/24,,
47,432,2847,,,,,,Live,1/15/25,,
40,360,2857,,,,,,Live,10/30/24,,
76,192,2859,,,,,,Live,11/15/24,,
4,29,2860,,,,,,Live,12/5/24,,
60,474,2865,,,,,,Live,9/6/24,,
22,558,2871,,,,,,Live,9/25/23,,
76,189,2874,,,,,,Live,1/15/25,,
52,422,2882,,,,,,Live,1/10/25,,
5,56,2883,,,,,,Live,1/28/22,,
57,394,2884,,,,,,Live,9/26/24,,
57,484,2886,,,,,,Live,5/23/23,,
52,415,2889,,,,,,Live,1/16/25,,
54,376,2892,,,,,,Live,9/6/24,,
17,171,2906,,,,,,Live,9/9/24,,
19,197,2912,,,,,,Live,1/9/25,,
20,215,2914,,,,,,Live,9/20/24,,
17,171,2917,,,,,,Live,9/13/24,,
54,401,2921,,,,,,Live,1/16/25,,
47,382,2923,,,,,,Live,11/13/24,,
46,384,2924,,,,,,Live,12/6/24,,
60,476,2927,,,,,,Live,9/19/24,,
13,132,2938,,,,,,Live,1/14/25,,
9,109,2946,,,,,,Live,1/28/25,,
60,476,2947,,,,,,Live,8/28/24,,
57,484,2948,,,,,,Live,1/20/25,,
57,448,2950,,,,,,Live,10/2/24,,
57,448,2951,,,,,,Live,9/11/24,,
58,460,2952,,,,,,Live,12/5/24,,
40,362,2955,,,,,,Live,10/18/24,,
9,108,2962,,,,,,Live,11/8/24,,
16,156,2964,,,,,,Live,12/3/24,,
21,225,2967,,,,,,Live,10/28/24,,
5,479,2980,,,,,,Live,11/4/24,,
57,449,2985,,,,,,Live,10/31/24,,
56,511,2989,,,,,,Live,9/10/24,,
7,82,2991,,,,,,Live,9/13/24,,
5,53,2996,,,,,,Live,10/13/23,,
25,268,3004,,,,,,Live,1/5/23,,
5,49,3014,,,,,,Live,11/14/23,,
64,561,3015,,,,,,Live,10/9/23,,
61,490,3019,,,,,,Live,9/5/24,,
5,50,3044,,,,,,Live,10/28/24,,
40,340,3061,,,,,,Live,10/10/24,,
17,175,3078,,,,,,Live,10/15/24,,
56,454,3081,,,,,,Live,9/13/24,,
57,446,3087,,,,,,Live,11/12/24,,
52,424,3088,,,,,,Live,11/12/24,,
61,550,3098,,,,,,Live,1/6/25,,
2,20,3118,,,,,,Live,10/28/24,,
14,15,3119,,,,,,Live,11/6/24,,
61,490,3127,,,,,,Live,9/5/24,,
61,490,3128,,,,,,Live,9/5/24,,
61,550,3145,,,,,,Live,8/29/24,,
47,432,3150,,,,,,Live,12/11/24,,
47,432,3151,,,,,,Live,1/17/25,,
17,577,3159,,,,,,Live,6/7/23,,
9,553,3163,,,,,,Live,9/10/24,,
13,125,3167,,,,,,Live,1/24/25,,
7,83,3169,,,,,,Live,9/10/24,,
7,83,3170,,,,,,Live,12/5/24,,
57,446,3180,,,,,,Live,11/8/24,,
26,296,3182,,,,,,Live,11/13/24,,
4,35,3192,,,,,,Live,12/2/24,,
2,22,3205,,,,,,Live,8/6/24,,
25,275,3210,,,,,,Live,11/7/24,,
75,288,3214,,,,,,Live,9/5/24,,
60,467,3218,,,,,,Live,11/8/24,,
17,190,3221,,,,,,Live,12/11/24,,
5,583,3224,,,,,,Live,11/11/24,,
6,65,3226,,,,,,Live,9/9/24,,
54,403,3232,,,,,,Live,1/17/25,,
9,553,3235,,,,,,Live,8/31/22,,
22,178,3236,,,,,,Live,10/16/24,,
60,478,3239,,,,,,Live,12/3/24,,
75,312,3243,,,,,,Live,1/14/25,,
58,464,3248,,,,,,Live,10/9/24,,
56,392,3254,,,,,,Live,12/11/24,,
60,478,3258,,,,,,Live,11/11/24,,
60,475,3261,,,,,,Live,1/10/25,,
75,288,3265,,,,,,Live,9/3/24,,
47,432,3267,,,,,,Live,1/16/25,,
20,311,3270,,,,,,Live,1/7/25,,
40,362,3273,,,,,,Live,1/10/25,,
58,445,3276,,,,,,Live,11/12/24,,
56,392,3277,,,,,,Live,10/17/24,,
47,433,3278,,,,,,Live,1/8/25,,
7,77,3279,,,,,,Live,9/16/24,,
76,192,3280,,,,,,Live,9/13/24,,
5,44,3284,,,,,,Live,10/18/24,,
5,44,3285,,,,,,Live,10/10/23,,
5,52,3286,,,,,,Live,10/11/23,,
57,470,3290,,,,,,Live,1/30/25,,
17,176,3292,,,,,,Live,1/30/25,,
41,242,3294,,,,,,Live,1/20/25,,
6,64,3296,,,,,,Live,9/5/24,,
17,161,3301,,,,,,Live,12/13/24,,
6,64,3302,,,,,,Live,10/7/24,,
3,101,3308,,,,,,Live,10/23/24,,
3,98,3309,,,,,,Live,10/28/24,,
3,94,3310,,,,,,Live,10/21/24,,
9,553,3311,,,,,,Live,9/11/24,,
54,376,3313,,,,,,Live,8/30/24,,
16,187,3334,,,,,,Live,1/22/25,,
22,165,3339,,,,,,Live,9/26/24,,
64,58,3341,,,,,,Live,10/7/23,,
57,394,3350,,,,,,Live,10/24/24,,
56,452,3352,,,,,,Live,9/25/24,,
52,422,3364,,,,,,Live,10/16/24,,
4,36,3367,,,,,,Live,9/27/24,,
26,309,3371,,,,,,Live,8/22/22,,
60,475,3380,,,,,,Live,1/13/25,,
7,70,3383,,,,,,Live,12/4/24,,
2,25,3388,,,,,,Live,1/24/25,,
2,25,3389,,,,,,Live,8/2/24,,
9,553,3397,,,,,,Live,9/16/24,,
2,20,3401,,,,,,Live,8/6/24,,
52,422,3404,,,,,,Live,10/19/24,,
5,51,3406,,,,,,Live,11/14/24,,
46,368,3407,,,,,,Live,9/17/24,,
56,455,3408,,,,,,Live,10/18/24,,
22,558,3422,,,,,,Live,9/26/23,,
46,385,3423,,,,,,Live,1/27/25,,
6,63,3425,,,,,,Live,9/6/24,,
46,375,3428,,,,,,Live,12/11/24,,
5,49,3432,,,,,,Live,11/12/24,,
19,201,3436,,,,,,Live,11/5/24,,
21,219,3447,,,,,,Live,8/28/24,,
19,200,3453,,,,,,Live,12/4/24,,
56,452,3455,,,,,,Live,10/11/24,,
58,462,3464,,,,,,Live,10/14/24,,
46,369,3465,,,,,,Live,9/17/24,,
17,175,3469,,,,,,Live,9/4/24,,
57,394,3473,,,,,,Live,9/13/22,,
22,167,3475,,,,,,Live,10/22/24,,
57,465,3477,,,,,,Live,10/24/24,,
57,470,3478,,,,,,Live,1/22/25,,
75,281,3489,,,,,,Live,11/12/24,,
44,409,3492,,,,,,Live,1/6/25,,
56,452,3493,,,,,,Live,10/4/24,,
58,459,3494,,,,,,Live,10/22/24,,
52,422,3498,,,,,,Live,10/22/24,,
21,221,3502,,,,,,Live,10/30/24,,
60,474,3511,,,,,,Live,8/28/24,,
52,423,3513,,,,,,Live,11/13/24,,
58,458,3516,,,,,,Live,1/20/25,,
17,577,3520,,,,,,Live,6/8/23,,
57,484,3522,,,,,,Live,9/11/24,,
57,448,3523,,,,,,Live,9/25/24,,
60,514,3525,,,,,,Live,10/29/24,,
41,249,3529,,,,,,Live,9/20/24,,
60,467,3531,,,,,,Live,11/13/24,,
54,585,3533,,,,,,Live,8/28/24,,
60,467,3537,,,,,,Live,10/30/24,,
22,170,3564,,,,,,Live,10/18/24,,
54,380,3566,,,,,,Live,8/27/24,,
7,83,3569,,,,,,Live,9/12/24,,
21,221,3571,,,,,,Live,12/5/24,,
6,62,3572,,,,,,Live,9/20/24,,
20,216,3581,,,,,,Live,11/13/24,,
16,188,3583,,,,,,Live,1/13/25,,
6,64,3584,,,,,,Live,9/4/24,,
56,455,3587,,,,,,Live,10/4/24,,
54,403,3589,,,,,,Live,1/20/25,,
25,275,3602,,,,,,Live,11/6/24,,
2,23,3621,,,,,,Live,8/6/24,,
52,424,3624,,,,,,Live,10/30/24,,
52,415,3630,,,,,,Live,11/5/24,,
6,65,3640,,,,,,Live,9/3/24,,
57,446,3650,,,,,,Live,11/13/24,,
56,453,3652,,,,,,Live,9/10/24,,
26,298,3658,,,,,,Live,11/13/24,,
26,309,3700,,,,,,Live,9/27/24,,
56,453,3708,,,,,,Live,9/24/24,,
2,20,3710,,,,,,Live,8/7/24,,
56,455,3712,,,,,,Live,9/16/24,,
12,153,3717,,,,,,Live,1/8/25,,
75,293,3720,,,,,,Live,9/20/24,,
57,394,3728,,,,,,Live,9/24/24,,
56,392,3729,,,,,,Live,10/11/24,,
46,385,3732,,,,,,Live,9/14/24,,
4,42,3733,,,,,,Live,1/14/25,,
61,490,3740,,,,,,Live,9/5/24,,
2,22,3741,,,,,,Live,8/6/24,,
21,221,3749,,,,,,Live,10/2/24,,
52,421,3760,,,,,,Live,1/8/25,,
52,413,3762,,,,,,Live,1/6/25,,
46,371,3771,,,,,,Live,9/26/24,,
5,479,3773,,,,,,Live,10/24/24,,
22,165,3774,,,,,,Live,9/24/24,,
5,56,3777,,,,,,Live,11/6/24,,
41,482,3781,,,,,,Live,9/25/24,,
9,91,3782,,,,,,Live,10/15/24,,
2,25,3786,,,,,,Live,7/31/24,,
60,514,3794,,,,,,Live,10/22/24,,
17,577,3795,,,,,,Live,9/5/24,,
58,462,3796,,,,,,Live,10/11/24,,
46,371,3799,,,,,,Live,9/26/24,,
60,471,3801,,,,,,Live,10/22/24,,
75,293,3804,,,,,,Live,11/7/24,,
21,217,3812,,,,,,Live,8/30/24,,
54,585,3824,,,,,,Live,8/30/24,,
7,71,3826,,,,,,Live,12/3/24,,
75,288,3831,,,,,,Live,9/4/24,,
20,227,3838,,,,,,Live,10/18/24,,
60,467,3850,,,,,,Live,11/11/24,,
21,246,3851,,,,,,Live,1/22/25,,
20,208,3860,,,,,,Live,9/18/24,,
42,127,3868,,,,,,Live,9/4/24,,
57,470,3883,,,,,,Live,2/3/25,,
46,367,3884,,,,,,Live,11/5/24,,
25,269,3891,,,,,,Live,9/26/22,,
41,260,3894,,,,,,Live,12/4/24,,
58,458,3947,,,,,,Live,12/13/24,,
59,494,4054,,,,,,Live,10/8/24,,
57,465,4101,,,,,,Live,10/29/24,,
42,323,4108,,,,,,Live,1/24/22,,
41,256,4118,,,,,,Live,12/6/24,,
7,82,4130,,,,,,Live,9/12/24,,
57,465,4132,,,,,,Live,10/16/24,,
60,467,4137,,,,,,Live,11/6/24,,
9,110,4161,,,,,,Live,9/20/24,,
5,479,4165,,,,,,Live,10/29/24,,
58,466,4171,,,,,,Live,1/17/25,,
60,477,4176,,,,,,Live,9/11/24,,
2,24,4185,,,,,,Live,8/1/24,,
61,490,4196,,,,,,Live,1/9/25,,
56,455,4202,,,,,,Live,9/30/24,,
60,477,4221,,,,,,Live,9/12/24,,
26,304,4224,,,,,,Live,10/22/24,,
4,42,4237,,,,,,Live,10/14/24,,
57,449,4238,,,,,,Live,10/24/24,,
56,392,4239,,,,,,Live,10/8/24,,
58,364,4252,,,,,,Live,10/8/24,,
20,214,4255,,,,,,Live,9/27/24,,
52,414,4256,,,,,,Live,11/11/24,,
54,401,4272,,,,,,Live,1/15/25,,
26,305,4274,,,,,,Live,10/4/24,,
5,44,4279,,,,,,Live,10/7/24,,
54,380,4284,,,,,,Live,9/5/24,,
20,214,4285,,,,,,Live,9/23/22,,
7,71,4299,,,,,,Live,12/2/24,,
9,110,4303,,,,,,Live,9/13/24,,
56,455,4309,,,,,,Live,9/13/24,,
47,407,4322,,,,,,Live,1/6/25,,
9,90,4332,,,,,,Live,2/3/25,,
4,294,4334,,,,,,Live,12/9/24,,
58,445,4340,,,,,,Live,10/22/24,,
47,427,4352,,,,,,Live,12/13/24,,
57,396,4356,,,,,,Live,10/22/24,,
47,432,4358,,,,,,Live,1/22/25,,
60,469,4359,,,,,,Live,10/1/24,,
9,90,4365,,,,,,Live,9/2/22,,
19,197,4383,,,,,,Live,1/8/25,,
16,156,4387,,,,,,Live,12/6/24,,
58,445,4392,,,,,,Live,10/29/24,,
56,453,4393,,,,,,Live,9/12/24,,
60,474,4394,,,,,,Live,8/28/24,,
60,474,4395,,,,,,Live,9/4/24,,
26,304,4410,,,,,,Live,10/16/24,,
47,382,4412,,,,,,Live,11/11/24,,
41,251,4417,,,,,,Live,9/16/24,,
4,41,4420,,,,,,Live,10/18/24,,
19,206,4424,,,,,,Live,1/7/25,,
4,294,4428,,,,,,Live,12/10/24,,
12,149,4435,,,,,,Live,1/9/25,,
9,107,4446,,,,,,Live,9/9/24,,
26,308,4477,,,,,,Live,10/22/24,,
56,451,4488,,,,,,Live,2/11/22,,
5,44,4503,,,,,,Live,10/11/24,,
4,41,4506,,,,,,Live,10/30/24,,
6,65,4512,,,,,,Live,12/9/24,,
14,97,4520,,,,,,Live,11/4/24,,
4,41,4521,,,,,,Live,11/6/24,,
6,63,4526,,,,,,Live,9/27/24,,
11,145,4533,,,,,,Live,10/18/24,,
6,67,4538,,,,,,Live,12/11/24,,
40,361,4553,,,,,,Live,10/23/24,,
7,82,4554,,,,,,Live,9/11/24,,
57,396,4557,,,,,,Live,9/24/24,,
17,164,4570,,,,,,Live,1/7/25,,
9,91,4588,,,,,,Live,10/18/24,,
26,305,4594,,,,,,Live,1/24/25,,
47,432,4600,,,,,,Live,1/15/25,,
46,387,4601,,,,,,Live,12/11/24,,
21,225,4609,,,,,,Live,10/21/24,,
44,356,4615,,,,,,Live,9/6/22,,
5,52,4627,,,,,,Live,11/4/24,,
19,238,4631,,,,,,Live,8/26/24,,
54,376,4639,,,,,,Live,9/6/24,,
13,131,4679,,,,,,Live,1/23/25,,
13,130,4683,,,,,,Live,1/23/25,,
54,585,4734,,,,,,Live,10/16/24,,
61,515,4762,,,,,,Live,2/11/22,,
52,419,4849,,,,,,Live,11/7/24,,
22,178,5012,,,,,,Live,9/6/24,,
13,125,5022,,,,,,Live,9/25/24,,
58,458,5023,,,,,,Live,12/10/24,,
19,207,5028,,,,,,Live,12/17/24,,
19,207,5029,,,,,,Live,1/14/25,,
46,366,5031,,,,,,Live,11/7/24,,
58,464,5032,,,,,,Live,10/4/24,,
60,514,5041,,,,,,Live,10/23/24,,
12,153,5058,,,,,,Live,1/6/25,,
26,309,5063,,,,,,Live,8/23/22,,
19,201,5064,,,,,,Live,12/6/24,,
19,201,5065,,,,,,Live,12/10/24,,
57,396,5070,,,,,,Live,9/13/24,,
57,465,5072,,,,,,Live,11/12/24,,
60,514,5073,,,,,,Live,10/15/24,,
58,460,5075,,,,,,Live,1/17/25,,
60,473,5078,,,,,,Live,1/7/25,,
20,214,5082,,,,,,Live,1/17/25,,
26,305,5085,,,,,,Live,10/2/24,,
17,163,5095,,,,,,Live,12/17/24,,
58,463,5096,,,,,,Live,12/10/24,,
57,396,5101,,,,,,Live,9/10/24,,
22,166,5103,,,,,,Live,9/27/23,,
21,223,5104,,,,,,Live,9/26/24,,
17,176,5111,,,,,,Live,10/7/24,,
75,315,5117,,,,,,Live,1/17/25,,
26,297,5118,,,,,,Live,11/11/24,,
46,369,5124,,,,,,Live,9/27/24,,
53,438,5127,,,,,,Live,10/17/24,,
22,170,5131,,,,,,Live,9/6/24,,
56,457,5133,,,,,,Live,10/22/24,,
57,447,5134,,,,,,Live,12/5/24,,
56,457,5136,,,,,,Live,9/13/24,,
54,376,5137,,,,,,Live,8/30/24,,
58,459,5140,,,,,,Live,10/11/24,,
47,432,5141,,,,,,Live,1/27/25,,
5,44,5147,,,,,,Live,10/6/23,,
40,340,5150,,,,,,Live,10/11/24,,
57,446,5152,,,,,,Live,11/7/24,,
57,484,5154,,,,,,Live,10/1/24,,
46,387,5155,,,,,,Live,12/12/24,,
58,463,5156,,,,,,Live,10/22/24,,
57,448,5162,,,,,,Live,9/27/24,,
21,219,5184,,,,,,Live,8/30/24,,
21,217,5185,,,,,,Live,8/29/24,,
56,455,5192,,,,,,Live,8/28/24,,
58,461,5193,,,,,,Live,11/5/24,,
17,175,5201,,,,,,Live,11/7/24,,
17,171,5202,,,,,,Live,9/16/24,,
56,454,5231,,,,,,Live,9/26/24,,
5,479,5247,,,,,,Live,11/7/24,,
57,470,5274,,,,,,Live,1/15/25,,
16,154,5278,,,,,,Live,1/27/25,,
17,175,5281,,,,,,Live,10/11/24,,
76,195,5282,,,,,,Live,9/11/24,,
26,297,5292,,,,,,Live,11/7/24,,
17,172,5293,,,,,,Live,9/19/24,,
17,172,5295,,,,,,Live,9/18/24,,
26,305,5298,,,,,,Live,10/8/24,,
9,107,5301,,,,,,Live,9/24/24,,
58,458,5305,,,,,,Live,12/12/24,,
5,479,5312,,,,,,Live,10/22/24,,
40,339,5313,,,,,,Live,10/25/24,,
7,82,5317,,,,,,Live,9/12/24,,
46,369,5330,,,,,,Live,9/25/24,,
46,368,5331,,,,,,Live,9/24/24,,
54,376,5334,,,,,,Live,8/27/24,,
57,449,5337,,,,,,Live,10/28/24,,
58,459,5338,,,,,,Live,10/16/24,,
47,432,5361,,,,,,Live,1/24/25,,
14,16,5363,,,,,,Live,11/7/24,,
60,477,5368,,,,,,Live,10/10/24,,
54,379,5370,,,,,,Live,10/14/24,,
2,26,5390,,,,,,Live,7/30/24,,
57,581,5394,,,,,,Live,11/12/24,,
60,478,5396,,,,,,Live,11/5/24,,
53,263,5398,,,,,,Live,11/4/24,,
25,267,5402,,,,,,Live,1/4/23,,
21,223,5409,,,,,,Live,12/4/24,,
20,215,5410,,,,,,Live,2/8/25,,
19,202,5411,,,,,,Live,12/5/24,,
5,50,5416,,,,,,Live,10/15/24,,
41,243,5417,,,,,,Live,9/9/22,,
41,242,5418,,,,,,Live,12/12/24,,
9,90,5420,,,,,,Live,1/28/25,,
56,468,5424,,,,,,Live,12/13/24,,
58,461,5425,,,,,,Live,11/5/24,,
46,372,5428,,,,,,Live,10/2/24,,
46,384,5430,,,,,,Live,9/13/24,,
56,511,5434,,,,,,Live,9/14/24,,
56,451,5435,,,,,,Live,5/26/23,,
22,284,5436,,,,,,Live,9/29/23,,
17,173,5439,,,,,,Live,12/13/24,,
60,477,5440,,,,,,Live,9/10/24,,
41,249,5443,,,,,,Live,12/18/24,,
76,228,5445,,,,,,Live,12/4/24,,
17,176,5447,,,,,,Live,1/9/25,,
6,62,5449,,,,,,Live,9/19/24,,
60,476,5461,,,,,,Live,8/29/24,,
60,476,5462,,,,,,Live,11/7/24,,
19,202,5472,,,,,,Live,1/24/25,,
7,83,5479,,,,,,Live,9/12/24,,
26,305,5481,,,,,,Live,9/16/22,,
25,268,5485,,,,,,Live,9/22/23,,
25,266,5486,,,,,,Live,9/28/22,,
75,289,5488,,,,,,Live,9/23/24,,
4,310,5489,,,,,,Live,11/6/24,,
46,385,5491,,,,,,Live,1/11/23,,
22,166,5495,,,,,,Live,1/22/25,,
6,63,5612,,,,,,Live,9/6/24,,
60,471,5628,,,,,,Live,11/5/24,,
56,468,5629,,,,,,Live,12/11/24,,
57,449,5632,,,,,,Live,10/29/24,,
58,464,5641,,,,,,Live,10/25/24,,
58,466,5644,,,,,,Live,11/13/24,,
64,504,5657,,,,,,Live,1/28/22,,
53,442,5669,,,,,,Live,9/27/22,,
9,110,5671,,,,,,Live,9/19/24,,
54,380,5676,,,,,,Live,8/29/24,,
57,448,5686,,,,,,Live,11/5/24,,
4,37,5705,,,,,,Live,8/13/24,,
5,52,5707,,,,,,Live,10/6/23,,
2,19,5709,,,,,,Live,10/30/24,,
56,450,5710,,,,,,Live,10/21/24,,
17,190,5732,,,,,,Live,11/13/24,,
26,305,5745,,,,,,Live,1/13/25,,
56,451,5751,,,,,,Live,2/10/22,,
17,577,5752,,,,,,Live,9/4/24,,
56,451,5766,,,,,,Live,2/14/22,,
46,371,5768,,,,,,Live,9/20/24,,
59,494,5804,,,,,,Live,10/8/24,,
52,412,5806,,,,,,Live,12/12/24,,
57,465,5807,,,,,,Live,10/18/24,,
5,49,5810,,,,,,Live,10/10/24,,
5,583,5823,,,,,,Live,10/10/23,,
56,468,5839,,,,,,Live,12/17/24,,
56,450,5843,,,,,,Live,10/14/24,,
56,454,5848,,,,,,Live,9/27/24,,
60,467,5853,,,,,,Live,11/4/24,,
21,219,5857,,,,,,Live,12/2/24,,
57,581,5859,,,,,,Live,10/17/24,,
17,176,5867,,,,,,Live,9/7/24,,
9,91,5871,,,,,,Live,10/16/24,,
22,166,5881,,,,,,Live,10/23/24,,
60,474,5883,,,,,,Live,8/29/24,,
56,451,5884,,,,,,Live,1/31/22,,
5,53,5889,,,,,,Live,11/12/24,,
56,450,5890,,,,,,Live,10/25/24,,
22,166,5891,,,,,,Live,9/5/24,,
9,110,5912,,,,,,Live,9/12/24,,
40,339,5927,,,,,,Live,10/24/24,,
58,464,5930,,,,,,Live,10/2/24,,
60,477,5935,,,,,,Live,8/30/24,,
58,458,5938,,,,,,Live,1/24/25,,
57,581,5956,,,,,,Live,11/8/24,,
54,585,5957,,,,,,Live,1/6/25,,
6,63,5959,,,,,,Live,9/4/24,,
25,267,5965,,,,,,Live,9/20/23,,
52,424,5976,,,,,,Live,10/25/24,,
52,423,5977,,,,,,Live,10/8/24,,
61,552,5981,,,,,,Live,1/27/25,,
61,552,5982,,,,,,Live,10/2/24,,
58,459,5996,,,,,,Live,11/14/24,,
5,56,6300,,,,,,Live,11/5/24,,
47,411,6392,,,,,,Live,11/7/24,,
53,444,6394,,,,,,Live,10/22/24,,
46,370,6477,,,,,,Live,10/4/24,,
26,308,6789,,,,,,Live,10/21/24,,
11,145,6807,,,,,,Live,10/15/24,,
4,310,6879,,,,,,Live,11/4/24,,
6,67,6930,,,,,,Live,4/28/25,,
41,256,6931,,,,,,Live,12/10/24,,
5,52,6963,,,,,,Live,10/13/23,,
3,101,6978,,,,,,Live,10/29/24,,
2,20,6998,,,,,,Live,8/8/24,,
12,153,7020,,,,,,Live,12/17/24,,
75,287,7032,,,,,,Live,1/21/25,,
3,27,7194,,,,,,Live,12/2/24,,
59,554,7601,,,,,,Live,8/7/24,,
17,171,8331,,,,,,Live,7/15/23,,
5,583,8930,,,,,,Live,10/13/23,,
44,347,12,469700132115,8/18/25,9/4/25,2972538412,Estes,33,9/17/25,214,1 day
42,334,13,TBD,,9/18/25,TBD,TBD,35,10/1/25,200,1 day
42,334,17,TBD,,9/19/25,TBD,TBD,35,10/2/25,240,1 day
40,333,32,TBD,,9/22/25,TBD,TBD,35,10/3/25,167,1 day
42,334,34,469700132917,,9/16/25,2972504688,ESTES,35,9/29/25,151,1 day
40,335,69,469700132928,,9/2/25,TBD,TBD,36,9/15/25,213,1 day
44,410,72,TBD,,9/19/25,TBD,TBD,35,9/30/25,221,1 day
13,134,75,469700132939,,9/10/25,2972504689,ESTES,34,9/23/25,311,2 day
11,329,91,TBD,,9/26/25,TBD,TBD,36,10/9/25,100,1 day
44,351,103,444708591557,8/11/25,9/2/25,2972520704,ESTES,33,9/15/25,172,1 day
11,138,112,469700132940,,9/10/25,2972504687,ESTES,34,9/23/25,163,1 day
44,351,121,469700132126,8/18/25,9/5/25,2972521757,ESTES,33,9/18/25,152,1 day
42,321,125,469700132137,8/18/25,9/4/25,2972520709,ESTES,33,9/17/25,166,1 day
40,357,138,TBD,,10/1/25,TBD,TBD,37,10/16/25,227,1 day
44,350,147,469700131510,8/11/25,8/27/25,444708592152,Fedex,32,9/10/25,126,1 day
44,47,148,469700131520,8/9/25,8/28/25,2972537515,ESTES,32,9/11/25,173,1 day
9,92,174,TBD,,9/18/25,TBD,TBD,35,10/1/25,211,1 day
11,144,175,TBD,,9/23/25,TBD,TBD,36,10/6/25,157,1 day
44,409,186,TBD,,9/19/25,TBD,TBD,35,10/2/25,222,1 day
40,341,201,469700132950,,9/4/25,TBD,TBD,36,9/17/25,182,1 day
44,345,246,469700132148,8/19/25,9/3/25,2972520711,ESTES,33,9/16/25,148,1 day
11,11,287,TBD,,9/24/25,TBD,TBD,36,10/7/25,266,1 day
41,254,299,469700132961,,9/16/25,2972504695,ESTES,35,9/29/25,256,1 day
12,149,304,TBD,,9/30/25,TBD,TBD,37,10/13/25,201,1 day
13,132,309,TBD,,9/29/25,TBD,TBD,36,10/10/25,294,1 day
40,361,319,469700131531,8/11/25,9/29/25,2972537510,ESTES,32,10/10/25,251,1 day
14,10,329,TBD,,9/25/25,TBD,TBD,36,10/8/25,202,1 day
13,66,331,444708591638,8/11/25,9/2/25,2972520710,ESTES,33,9/15/25,210,1 day
12,5,332,TBD,,9/23/25,TBD,TBD,36,10/6/25,140,1 day
14,10,355,TBD,,9/19/25,TBD,TBD,35,10/2/25,219,1 day
14,10,356,TBD,,9/18/25,TBD,TBD,35,10/1/25,189,1 day
13,132,386,469700132159,8/18/25,9/5/25,2972521121,ESTES,33,9/18/25,208,1 day
42,321,388,469700132160,8/18/25,9/3/25,2972520703,ESTES,33,9/16/25,156,1 day
44,352,389,469700131542,8/11/25,8/28/25,2972537509,ESTES,32,9/8/25,158,1 day
13,46,398,469700132972,,9/15/25,2972504690,ESTES,34,9/26/25,153,1 day
13,132,402,469700132170,8/18/25,9/8/25,2972521123,ESTES,33,9/19/25,189,1 day
7,81,407,444708591580,8/12/25,9/2/25,2972520707,ESTES,33,9/15/25,200,1 day
13,132,415,469700132983,,9/15/25,2972504694,ESTES,34,9/26/25,169,1 day
12,151,416,TBD,,9/30/25,TBD,TBD,35,10/13/25,127,1 day
13,130,428,TBD,,9/26/25,TBD,TBD,36,10/9/25,168,1 day
40,333,444,TBD,,10/1/25,TBD,TBD,37,10/15/25,192,1 day
6,78,464,469700132994,,9/12/25,943047383,TFORCE,34,9/25/25,218,1 day
7,77,465,469700133008,,9/16/25,TBD,TBD,35,9/29/25,143,1 day
13,66,469,469700132181,8/18/25,9/3/25,2972521756,ESTES,33,9/16/25,331,2 day
44,344,499,469700133019,,9/15/25,2972504686,ESTES,34,9/26/25,204,1 day
2,21,510,469700131553,8/12/25,8/29/25,932679565,TFORCE,32,9/12/25,154,1 day
2,24,518,469700133020,,9/11/25,969170226,TFORCE,34,9/24/25,209,1 day
41,242,526,469700132192,8/19/25,9/10/25,2972521761,ESTES,33,9/23/25,277,1 day
13,132,531,TBD,,9/22/25,TBD,TBD,35,10/3/25,252,1 day
13,132,543,469700133030,,9/12/25,TBD,TBD,34,9/25/25,232,1 day
13,125,553,TBD,,9/18/25,TBD,TBD,35,10/1/25,190,1 day
7,88,554,469700133041,,9/11/25,969170182,TFORCE,34,9/24/25,171,1 day
3,27,588,TBD,,9/17/25,TBD,TBD,35,9/30/25,184,1 day
2,19,594,TBD,,9/22/25,TBD,TBD,35,10/3/25,199,1 day
12,124,599,TBD,,9/30/25,TBD,TBD,37,10/13/25,174,1 day
2,22,615,469700133052,,9/12/25,TBD,TBD,34,9/25/25,195,1 day
4,36,625,TBD,,9/19/25,TBD,TBD,35,10/2/25,227,1 day
47,433,645,469700133063,,9/16/25,969170215,TFORCE,35,9/29/25,202,1 day
12,119,663,469700132207,8/13/25,9/3/25,455488305,TFORCE,33,9/16/25,151,1 day
12,120,669,469700132218,8/18/25,9/5/25,444708592884,FedEx,33,9/18/25,134,1 day
