STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
4365,10,4,13,16,25,4365,15,25,29,29,9,ORLANDO,FL,Florida,90,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
4366,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4367,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4368,1,15,46,49,47,4368,46,47,54,29,3,OCALA,FL,"GA, FL",93,Angler - Low Volume,10,3,,,,,,,
4370,75,43,130,141,77,4370,132,77,63,39,56,FERNLEY,NV,"N. CA, N. NV",392,Combo,16,DTS 5,1 (Store Set Only),,,,,,
4371,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4372,3,0,5,7,9,4372,7,9,4,11,75,KINGWOOD,WV,"DC, VA",320,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
4373,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4374,0,2,5,5,3,4374,5,3,1,0,52,LITCHFIELD,MN,"MN, IA",421,BARE BONES,3,11,,,,,,,
4375,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4376,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4377,14,8,65,76,88,4377,71,87,96,108,54,CRAIG,CO,Rocky Mountain Region,388,MID TIER REC,10,10,,,,,,,
4378,4,7,25,27,21,4378,25,23,21,43,75,ONLEY,VA,"DC, VA",285,LOW VOLUME/BASIC,6,6,,,,,,,
4380,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4381,27,106,173,185,137,4381,173,139,159,155,40,BRANSON,MO,Missouri,333,Angler - Mid to High Volume,16,DTS 6,1 (Store Set Only),,,,,,
4383,0,0,0,No Kayak Modular would need to Request Modular,0,4383,0,0,-1,0,19,DEARBORN,MI,"Michigan, OH",197,No Modular,0,,,,,,,,
4384,32,7,20,21,46,4384,20,46,42,24,4,MOUNT PLEASANT,SC,North Carolina,36,MID TIER REC,10,No Store Set Use Cur Inventory was wk5,,,,,,,
4387,0,3,15,15,20,4387,14,20,14,37,16,WORCESTER,MA,New England,156,LOW VOLUME/BASIC,6,10,,,,,,,
4388,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4389,7,22,60,65,69,4389,61,70,48,111,16,WOODSVILLE,NH,New England,181,Angler - Mid to High Volume,16,10,,,,,,,
4390,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4392,0,0,0,No Kayak Modular would need to Request Modular,9,4392,0,9,8,17,57,VICTORVILLE,CA,LA and Vegas,445,No Modular,0,,,,,,,,
4393,0,0,1,No Kayak Modular would need to Request Modular,11,4393,1,11,8,12,56,NORTH HIGHLANDS,CA,"N. CA, N. NV",454,No Modular,0,,,,,,,,
4394,40,53,282,307,270,4394,287,272,291,184,60,SPOKANE,WA,"OR, WA, AK, HI",474,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
4395,54,44,377,404,458,4395,378,466,468,332,60,POST FALLS,ID,"OR, WA, AK, HI",474,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,2,,,,,,
4399,3,5,30,33,36,4399,31,34,31,81,21,ELKHART,IN,OH/IN,247,LOW VOLUME/BASIC,6,11,,,,,,,
4403,26,20,174,186,127,4403,174,127,142,40,17,QUEENSBURY,NY,New York,187,Combo,16,No Store Set Use Cur Inventory was DTS 10,1 (Store Set Only),,,,,,
4404,15,33,69,74,79,4404,69,81,49,89,22,ETTERS,PA,"PA, NJ",233,Angler - Mid to High Volume,16,10,,,,,,,
4405,0,0,0,No Kayak Modular would need to Request Modular,0,4405,0,0,0,0,25,AURORA,IL,IL / S IN,264,No Modular,0,,,,,,,,
4407,17,3,14,15,13,4407,14,13,8,9,14,MONTGOMERY,AL,"AL, FL",8,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4409,28,7,65,71,37,4409,66,37,53,87,2,ROCKMART,GA,"TN, GA - Atlanta",22,MID TIER REC,10,No Store Set Use Cur Inventory was wk5,,,,,,,
4410,10,30,69,75,30,4410,70,30,63,72,4,GRANITE FALLS,NC,North Carolina,304,SIS,14,6,,,,,,,
4412,80,4,100,107,181,4412,100,179,135,128,47,LAUREL,MT,Frontier Region,382,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 10,1 (Store Set Only),,,,,,
4413,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4414,26,4,16,21,32,4414,20,30,45,76,41,SMITHVILLE,TN,Kentucky,152,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
4415,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4416,0,0,0,No Kayak Modular would need to Request Modular,0,4416,0,0,0,0,6,HOUSTON,TX,South Texas,67,No Modular,0,,,,,,,,
4417,3,8,22,24,20,4417,22,20,24,37,25,CAMBY,IN,IL / S IN,251,LOW VOLUME/BASIC,6,7,,,,,,,
4420,5,36,77,82,63,4420,77,63,31,43,4,LEESVILLE,SC,North Carolina,41,Angler - Mid to High Volume,16,6,,,,,,,
4421,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4423,0,9,27,29,30,4423,27,31,46,110,75,MARTINSBURG,WV,"DC, VA",280,LOW VOLUME/BASIC,6,6,,,,,,,
4424,0,0,-1,No Kayak Modular would need to Request Modular,0,4424,-1,0,0,0,19,WARREN,MI,"Michigan, OH",206,No Modular,0,,,,,,,,
4425,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4426,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4427,0,0,0,No Kayak Modular would need to Request Modular,0,4427,0,0,0,0,3,TALLAHASSEE,FL,"GA, FL",97,No Modular,0,,,,,,,,
4428,4,0,21,No Kayak Modular would need to Request Modular,26,4428,21,27,0,-1,2,ASHEVILLE,NC,"TN, GA - Atlanta",294,No Modular,0,,,,,,,,
4430,0,0,0,No Kayak Modular would need to Request Modular,-1,4430,0,-1,0,0,46,MARICOPA,AZ,Phoenix,373,No Modular,0,,,,,,,,
4431,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4432,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4434,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4435,0,0,0,No Kayak Modular would need to Request Modular,0,4435,0,0,-2,0,12,NASHVILLE,TN,"MS, AL, TN",149,No Modular,0,,,,,,,,
4436,3,0,-2,No Kayak Modular would need to Request Modular,2,4436,-2,2,-1,0,2,ALPHARETTA,GA,"TN, GA - Atlanta",24,No Modular,0,,,,,,,,
4438,34,19,34,36,80,4438,34,83,92,120,54,SARATOGA SPRINGS,UT,Rocky Mountain Region,403,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk4,,,,,,,
4439,2,5,25,27,11,4439,25,11,30,57,19,PAW PAW,MI,"Michigan, OH",201,LOW VOLUME/BASIC,6,11,,,,,,,
4440,7,15,55,62,75,4440,58,78,43,61,4,IRMO,SC,North Carolina,41,Angler - Low Volume,10,6,,,,,,,
4441,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4443,0,0,0,No Kayak Modular would need to Request Modular,0,4443,0,0,0,0,59,ANDERSON,SC,ATLANTIC COAST,497,No Modular,0,,,,,,,,
4444,21,1,21,22,29,4444,21,30,20,23,3,JACKSONVILLE,FL,"GA, FL",98,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
4445,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4446,6,4,14,17,12,4446,16,12,13,18,9,WEST PALM BEACH,FL,Florida,107,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
4450,12,3,16,17,28,4450,16,28,39,69,41,MIDDLETOWN,KY,Kentucky,242,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
4451,0,0,0,No Kayak Modular would need to Request Modular,0,4451,0,0,0,4,46,QUEEN CREEK,AZ,Phoenix,373,No Modular,0,,,,,,,,
4452,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4453,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4456,2,0,0,No Kayak Modular would need to Request Modular,1,4456,-2,1,-2,-1,22,SOMERDALE,NJ,"PA, NJ",558,No Modular,0,,,,,,,,
4457,0,0,0,No Kayak Modular would need to Request Modular,0,4457,0,0,0,-1,4,BENNETTSVILLE,SC,North Carolina,38,No Modular,0,,,,,,,,
4458,5,4,35,41,26,4458,38,26,45,21,26,HOLLY SPRINGS,NC,Southeast,299,LOW VOLUME/BASIC,6,5,,,,,,,
4459,10,1,11,13,14,4459,12,14,13,13,26,NASHVILLE,NC,Southeast,301,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4460,4,4,14,16,12,4460,15,12,9,13,42,NORTH LITTLE ROCK,AR,"AR, MO, LA",324,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
4461,14,9,23,25,75,4461,23,75,74,48,41,LOUISA,KY,Kentucky,259,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk7,,,,,,,
4464,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4465,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4466,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4468,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4469,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4470,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4471,14,12,24,26,65,4471,24,65,30,41,54,RAWLINS,WY,Rocky Mountain Region,381,MID TIER REC,10,No Store Set Use Cur Inventory was wk10,,,,,,,
4472,0,0,0,No Kayak Modular would need to Request Modular,0,4472,0,0,0,-1,2,LITHONIA,GA,"TN, GA - Atlanta",20,No Modular,0,,,,,,,,
4473,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4474,184,129,501,560,664,4474,523,651,655,342,60,KENAI,AK,"OR, WA, AK, HI",469,Alaska,18,No Store Set Use Cur Inventory was wk8,Alaska,,,,,,
4475,0,8,37,40,21,4475,37,21,23,44,40,OLATHE,KS,Missouri,362,LOW VOLUME/BASIC,6,7,,,,,,,
4476,8,12,20,24,34,4476,22,34,31,42,75,CHESTERFIELD,VA,"DC, VA",290,LOW VOLUME/BASIC,6,6,,,,,,,
4477,10,13,24,27,67,4477,25,67,23,36,26,HIGH POINT,NC,Southeast,308,MID TIER REC,10,6,,,,,,,
4478,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4479,0,4,10,11,10,4479,10,10,16,8,19,PERRYSBURG,OH,"Michigan, OH",207,BARE BONES,3,7,,,,,,,
4482,9,16,36,39,23,4482,36,23,36,81,12,MOUNT JULIET,TN,"MS, AL, TN",153,Angler - Low Volume,10,6,,,,,,,
4483,0,0,0,No Kayak Modular would need to Request Modular,0,4483,0,0,0,0,12,WHITE HOUSE,TN,"MS, AL, TN",149,No Modular,0,,,,,,,,
4484,0,0,0,No Kayak Modular would need to Request Modular,0,4484,0,0,0,1,26,RALEIGH,NC,Southeast,297,No Modular,0,,,,,,,,
4487,4,4,24,26,31,4487,24,31,29,40,2,AIKEN,SC,"TN, GA - Atlanta",39,LOW VOLUME/BASIC,6,4,,,,,,,
4488,0,0,0,No Kayak Modular would need to Request Modular,0,4488,0,0,14,9,56,MARINA,CA,"N. CA, N. NV",451,No Modular,0,,,,,,,,
4490,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4491,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4494,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4497,10,0,14,15,2,4497,14,2,9,26,14,HUEYTOWN,AL,"AL, FL",13,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4498,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4499,6,2,12,13,2,4499,12,2,-1,11,26,ZEBULON,NC,Southeast,299,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4501,0,0,0,No Kayak Modular would need to Request Modular,0,4501,0,0,0,0,20,WEST BROWNSVILLE,PA,"VA, OH, PA, WV",235,No Modular,0,,,,,,,,
4503,-1,8,10,21,23,4503,20,24,4,9,5,GRAND PRAIRIE,TX,Dallas,49,BARE BONES,3,5,,,,,,,
4504,0,0,0,No Kayak Modular would need to Request Modular,0,4504,0,0,0,0,72,BIRMINGHAM,AL,SOUTHEAST,544,No Modular,0,,,,,,,,
4506,10,3,3,3,10,4506,3,10,9,13,4,COLUMBIA,SC,North Carolina,41,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
4508,0,0,0,No Kayak Modular would need to Request Modular,1,4508,0,1,0,0,6,PENITAS,TX,South Texas,80,No Modular,0,,,,,,,,
4509,22,7,29,33,40,4509,31,40,26,16,5,BENBROOK,TX,Dallas,48,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
4511,11,0,13,14,27,4511,13,27,32,16,25,SILVIS,IL,IL / S IN,279,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
4512,0,0,5,No Kayak Modular would need to Request Modular,11,4512,5,13,17,7,6,KATY,TX,South Texas,65,No Modular,0,,,,,,,,
4514,6,7,22,24,41,4514,22,41,31,48,75,WINCHESTER,VA,"DC, VA",286,LOW VOLUME/BASIC,6,6,,,,,,,
4516,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4517,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4519,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4520,8,2,15,17,33,4520,16,35,27,32,3,TALLAHASSEE,FL,"GA, FL",97,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk3,,,,,,,
4521,48,21,78,86,74,4521,80,75,38,58,4,LEXINGTON,SC,North Carolina,41,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk6,,,,,,,
4524,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4525,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4526,0,0,0,No Kayak Modular would need to Request Modular,0,4526,0,0,0,0,6,HOUSTON,TX,South Texas,63,No Modular,0,,,,,,,,
4527,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4528,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4529,0,0,0,No Kayak Modular would need to Request Modular,0,4529,0,0,1,0,25,NEW LENOX,IL,IL / S IN,266,No Modular,0,,,,,,,,
4530,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4531,0,0,0,No Kayak Modular would need to Request Modular,0,4531,0,0,0,0,25,ROMEOVILLE,IL,IL / S IN,265,No Modular,0,,,,,,,,
4533,0,0,0,No Kayak Modular would need to Request Modular,1,4533,0,1,2,14,12,OAKLAND,TN,"MS, AL, TN",145,No Modular,0,,,,,,,,
4538,0,0,0,No Kayak Modular would need to Request Modular,3,4538,0,3,0,0,6,KATY,TX,South Texas,67,No Modular,0,,,,,,,,
4540,1,5,24,30,19,4540,28,19,24,56,19,FOWLERVILLE,MI,"Michigan, OH",203,LOW VOLUME/BASIC,6,11,,,,,,,
4543,68,14,96,103,102,4543,96,106,75,114,57,PARKER,AZ,LA and Vegas,365,Combo,16,No Store Set Use Cur Inventory was DTS 3,1 (Store Set Only),,,,,,
4545,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4546,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4553,0,0,0,No Kayak Modular would need to Request Modular,0,4553,0,0,0,0,40,KANSAS CITY,MO,Missouri,361,No Modular,0,,,,,,,,
4554,0,0,0,No Kayak Modular would need to Request Modular,0,4554,0,0,0,0,5,AUSTIN,TX,Dallas,82,No Modular,0,,,,,,,,
4556,2,0,8,9,9,4556,8,9,7,19,4,SAVANNAH,GA,North Carolina,29,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
4557,0,0,0,No Kayak Modular would need to Request Modular,0,4557,0,0,0,0,57,LAS VEGAS,NV,LA and Vegas,396,No Modular,0,,,,,,,,
4558,0,0,0,No Kayak Modular would need to Request Modular,0,4558,0,0,0,0,2,COVINGTON,GA,"TN, GA - Atlanta",25,No Modular,0,,,,,,,,
4560,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4561,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4563,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4564,10,3,15,16,15,4564,15,15,31,57,26,GOLDSBORO,NC,Southeast,299,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
4565,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4567,0,0,1,No Kayak Modular would need to Request Modular,8,4567,1,8,8,4,54,BRIGHTON,CO,Rocky Mountain Region,379,No Modular,0,,,,,,,,
4568,0,7,13,15,5,4568,14,5,1,26,47,BLAIR,NE,Frontier Region,432,LOW VOLUME/BASIC,6,10,,,,,,,
4569,1,4,36,39,27,4569,36,27,42,46,47,BOTTINEAU,ND,Frontier Region,427,LOW VOLUME/BASIC,6,11,,,,,,,
4570,8,8,39,42,21,4570,39,21,28,40,17,NAPANOCH,NY,New York,164,LOW VOLUME/BASIC,6,7,,,,,,,
4574,6,3,10,11,6,4574,10,6,12,31,4,CONCORD,NC,North Carolina,306,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
4577,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4579,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4580,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4581,2,0,0,No Kayak Modular would need to Request Modular,13,4581,0,13,4,1,14,MOBILE,AL,"AL, FL",1,No Modular,0,,,,,,,,
4582,0,0,0,No Kayak Modular would need to Request Modular,0,,0,0,0,0,,NAVARRE,FL,SOUTHEAST,,No Modular,0,,,,,,,,
4583,4,7,18,20,10,4583,19,10,21,8,2,GREENVILLE,SC,"TN, GA - Atlanta",35,LOW VOLUME/BASIC,6,6,,,,,,,
4585,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4586,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4588,13,2,2,3,8,4588,3,9,7,12,9,ORLANDO,FL,Florida,91,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
4589,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4590,3,9,31,33,23,4590,31,23,22,22,40,LEES SUMMIT,MO,Missouri,361,LOW VOLUME/BASIC,6,7,,,,,,,
4591,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4593,14,15,35,40,45,4593,37,45,32,41,4,ROCK HILL,SC,North Carolina,42,Angler - Low Volume,10,6,,,,,,,
4594,1,0,-1,No Kayak Modular would need to Request Modular,0,4594,0,0,0,0,4,CHERRYVILLE,NC,North Carolina,305,No Modular,0,,,,,,,,
4595,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4597,10,14,136,146,127,4597,136,143,51,95,17,NORTH TONAWANDA,NY,New York,195,Combo,16,DTS 10,1 (Store Set Only),,,,,,
4599,12,15,72,77,111,4599,72,108,114,145,54,TIMNATH,CO,Rocky Mountain Region,378,Angler - Mid to High Volume,16,10,,,,,,,
4600,1,9,25,28,21,4600,26,21,32,35,47,GRETNA,NE,Frontier Region,433,LOW VOLUME/BASIC,6,7,,,,,,,
4601,0,2,2,2,9,4601,2,9,5,11,46,LAS CRUCES,NM,Phoenix,387,BARE BONES,3,5,,,,,,,
4603,0,0,0,No Kayak Modular would need to Request Modular,0,4603,0,0,0,0,61,TUCSON,AZ,WEST,9,No Modular,0,,,,,,,,
4605,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4606,0,0,0,No Kayak Modular would need to Request Modular,0,4606,0,0,0,0,52,OSCEOLA,IA,"MN, IA",413,No Modular,0,,,,,,,,
4607,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4609,0,0,0,No Kayak Modular would need to Request Modular,0,4609,0,0,0,0,21,CINCINNATI,OH,OH/IN,225,No Modular,0,,,,,,,,
4611,4,9,23,29,20,4611,27,21,21,14,40,SHAWNEE,KS,Missouri,362,LOW VOLUME/BASIC,6,7,,,,,,,
4612,0,0,0,No Kayak Modular would need to Request Modular,4,4612,0,4,0,0,22,HAMBURG,PA,"PA, NJ",168,No Modular,0,,,,,,,,
4615,8,5,20,25,35,4615,23,35,20,23,44,GLENPOOL,OK,"Oklahoma, N TX",356,LOW VOLUME/BASIC,6,6,,,,,,,
4616,10,15,55,60,79,4616,56,82,67,71,2,CLEVELAND,GA,"TN, GA - Atlanta",18,Angler - Low Volume,10,5,,,,,,,
4617,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4618,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4619,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4623,24,3,24,27,29,4623,25,29,26,21,75,NEWPORT NEWS,VA,"DC, VA",288,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
4625,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4626,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4627,32,2,4,4,31,4627,4,31,5,20,5,DENTON,TX,Dallas,52,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4631,0,0,0,No Kayak Modular would need to Request Modular,0,4631,0,0,0,0,19,HAMMOND,IN,"Michigan, OH",238,No Modular,0,,,,,,,,
4635,49,9,127,140,304,4635,131,304,320,137,2,CLINTON,TN,"TN, GA - Atlanta",121,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
4636,0,0,0,No Kayak Modular would need to Request Modular,8,4636,0,8,3,10,75,APPOMATTOX,VA,"DC, VA",314,No Modular,0,,,,,,,,
4637,0,0,0,No Kayak Modular would need to Request Modular,1,4637,0,1,0,0,44,BROKEN ARROW,OK,"Oklahoma, N TX",356,No Modular,0,,,,,,,,
4638,0,0,0,No Kayak Modular would need to Request Modular,-1,4638,0,-1,0,-1,75,RUCKERSVILLE,VA,"DC, VA",291,No Modular,0,,,,,,,,
4639,0,0,1,No Kayak Modular would need to Request Modular,0,4639,1,0,0,0,54,ELIZABETH,CO,Rocky Mountain Region,376,No Modular,0,,,,,,,,
4641,2,0,6,6,5,4641,6,5,9,4,25,HUNTLEY,IL,IL / S IN,270,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
4643,17,1,20,21,14,4643,20,14,13,25,20,ECONOMY,PA,"VA, OH, PA, WV",229,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk10,,,,,,,
4644,0,0,0,No Kayak Modular would need to Request Modular,0,4644,0,0,0,0,20,MOON TOWNSHIP,PA,"VA, OH, PA, WV",227,No Modular,0,,,,,,,,
4648,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4653,7,17,67,72,81,4653,67,81,74,53,54,CHEYENNE,WY,Rocky Mountain Region,381,SOT,15,10,,,,,,,
4654,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4655,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4657,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4659,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4660,0,0,0,No Kayak Modular would need to Request Modular,0,4660,0,0,0,0,19,CLINTON TOWNSHIP,MI,"Michigan, OH",206,No Modular,0,,,,,,,,
4664,7,2,11,13,18,4664,12,18,13,12,4,CONWAY,SC,North Carolina,37,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
4667,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4672,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4673,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4674,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4676,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4677,7,2,10,12,14,4677,11,14,27,31,53,MUSKEGO,WI,WISCONSIN,435,BARE BONES,3,No Store Set Use Cur Inventory was wk10,,,,,,,
4678,150,31,163,178,318,4678,166,323,459,215,46,HURRICANE,UT,Phoenix,405,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
4679,0,0,0,No Kayak Modular would need to Request Modular,5,4679,0,5,0,2,13,DENHAM SPRINGS,LA,"LA, MS",131,No Modular,0,,,,,,,,
4681,27,10,52,57,34,4681,53,35,99,67,9,TAMPA,FL,Florida,112,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
4682,6,3,17,18,34,4682,17,34,36,49,75,GORDONSVILLE,VA,"DC, VA",315,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
4683,12,5,14,15,15,4683,14,15,15,15,13,BATON ROUGE,LA,"LA, MS",130,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
4686,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4687,2,0,0,No Kayak Modular would need to Request Modular,0,4687,0,0,0,0,22,KING OF PRUSSIA,PA,"PA, NJ",167,No Modular,0,,,,,,,,
4689,26,31,73,80,76,4689,75,81,198,145,54,CEDAR HILLS,UT,Rocky Mountain Region,582,Combo,16,No Store Set Use Cur Inventory was wk4,,,,,,,
4690,0,0,0,No Kayak Modular would need to Request Modular,0,4690,0,0,0,0,9,ST PETERSBURG,FL,Florida,111,No Modular,0,,,,,,,,
4691,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4692,0,0,0,No Kayak Modular would need to Request Modular,0,4692,0,0,0,0,59,EAST RIDGE,TN,ATLANTIC COAST,498,No Modular,0,,,,,,,,
4695,0,0,0,No Kayak Modular would need to Request Modular,0,4695,0,0,0,0,25,GODFREY,IL,IL / S IN,272,No Modular,0,,,,,,,,
4696,154,21,168,186,357,4696,174,357,510,187,54,HEBER CITY,UT,Rocky Mountain Region,582,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
4697,6,3,16,18,35,4697,17,35,22,16,75,LYNCHBURG,VA,"DC, VA",315,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
4699,0,0,0,No Kayak Modular would need to Request Modular,0,4699,0,0,0,0,25,STREATOR,IL,IL / S IN,262,No Modular,0,,,,,,,,
4700,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4706,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4734,19,4,23,25,42,4734,23,42,47,31,54,ARVADA,CO,Rocky Mountain Region,585,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk10,,,,,,,
4747,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4756,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4757,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4759,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4762,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4826,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4848,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
4849,3,3,30,33,25,4849,31,25,53,61,52,MOUNTAIN IRON,MN,"MN, IA",419,LOW VOLUME/BASIC,6,11,,,,,,,
4865,9,4,34,36,36,4865,34,37,67,41,47,SIOUX FALLS,SD,Frontier Region,430,LOW VOLUME/BASIC,6,11,,,,,,,
5003,4,12,46,49,46,5003,46,46,39,41,46,PAGOSA SPRINGS,CO,Phoenix,375,MID TIER REC,10,10,,,,,,,
