STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
189,15,9,56,61,48,189,57,48,55,69,40,KIRKSVILLE,MO,Missouri,359,Angler - Low Volume,10,10,,,,,,,
190,6,4,17,18,14,190,17,14,4,19,12,KENNETT,MO,"MS, AL, TN",329,LOW VOLUME/BASIC,6,5,,,,,,,
192,48,12,56,60,49,192,56,50,77,112,12,COLUMBIA,TN,"MS, AL, TN",147,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk6,,,,,,,
194,21,0,2,No Kayak Modular would need to Request Modular,8,194,2,8,22,9,6,BAYTOWN,TX,South Texas,60,No Modular,0,,,,,,,,
195,3,14,33,35,25,195,33,25,26,33,40,EXCELSIOR SPRINGS,MO,Missouri,360,Angler - Low Volume,10,7,,,,,,,
196,23,5,29,33,18,196,31,18,49,39,25,CARBONDALE,IL,IL / S IN,271,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
197,0,0,0,No Kayak Modular would need to Request Modular,0,197,2,0,0,0,25,MACOMB,IL,IL / S IN,278,No Modular,0,,,,,,,,
198,0,0,0,No Kayak Modular would need to Request Modular,0,198,0,0,0,0,25,SALEM,IL,IL / S IN,272,No Modular,0,,,,,,,,
199,0,0,11,No Kayak Modular would need to Request Modular,72,199,11,73,107,27,25,LINCOLN,IL,IL / S IN,278,No Modular,0,,,,,,,,
200,0,0,0,No Kayak Modular would need to Request Modular,0,200,3,0,0,4,25,JACKSONVILLE,IL,IL / S IN,275,No Modular,0,,,,,,,,
201,0,0,0,No Kayak Modular would need to Request Modular,-1,201,0,-1,0,-1,25,BELLEVILLE,IL,IL / S IN,341,No Modular,0,,,,,,,,
202,0,0,0,16,0,,15,44,13,8,,FRISCO,TX,Dallas,,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
203,0,0,0,No Kayak Modular would need to Request Modular,0,203,0,0,0,0,40,BROOKFIELD,MO,Missouri,359,No Modular,0,,,,,,,,
204,9,14,39,45,48,204,42,52,69,121,41,PRINCETON,KY,Kentucky,253,Angler - Low Volume,10,6,,,,,,,
205,23,11,33,36,48,205,34,47,53,52,14,PHILADELPHIA,MS,"AL, FL",138,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
206,11,8,30,31,38,206,29,38,10,11,5,MCKINNEY,TX,Dallas,52,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
207,2,4,22,24,24,207,22,24,49,52,44,CLEVELAND,OK,"Oklahoma, N TX",345,LOW VOLUME/BASIC,6,6,,,,,,,
209,0,0,0,No Kayak Modular would need to Request Modular,0,209,0,0,1,0,42,OZARK,AR,"AR, MO, LA",321,No Modular,0,,,,,,,,
210,0,0,0,No Kayak Modular would need to Request Modular,2,210,0,2,0,7,44,HOLDENVILLE,OK,"Oklahoma, N TX",351,No Modular,0,,,,,,,,
211,19,7,43,49,59,211,46,59,27,42,5,HILLSBORO,TX,Dallas,76,Angler - Low Volume,10,4,,,,,,,
212,19,7,27,29,50,212,27,53,60,87,44,NORMAN,OK,"Oklahoma, N TX",353,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
213,8,6,30,33,31,213,31,31,24,23,25,LITCHFIELD,IL,IL / S IN,272,LOW VOLUME/BASIC,6,7,,,,,,,
214,26,33,113,124,96,214,116,96,33,68,6,JASPER,TX,South Texas,503,Combo,16,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
216,2,9,28,31,41,216,29,41,56,84,25,MARION,IL,IL / S IN,271,LOW VOLUME/BASIC,6,6,,,,,,,
217,11,6,26,29,41,217,27,41,17,12,5,LEWISVILLE,TX,Dallas,53,LOW VOLUME/BASIC,6,5,,,,,,,
218,0,0,0,No Kayak Modular would need to Request Modular,0,218,0,0,1,-2,12,SELMER,TN,"MS, AL, TN",147,No Modular,0,,,,,,,,
219,7,29,36,40,113,219,37,114,67,142,40,SEDALIA,MO,Missouri,359,Angler - Mid to High Volume,16,7,,,,,,,
220,29,7,59,67,50,220,63,51,41,45,5,BURLESON,TX,Dallas,48,Angler - Low Volume,10,5,,,,,,,
221,8,2,16,17,25,221,16,26,8,16,44,YUKON,OK,"Oklahoma, N TX",344,BARE BONES,3,No Store Set Use Cur Inventory was wk6,,,,,,,
222,5,3,15,17,25,222,16,25,43,23,25,SPARTA,IL,IL / S IN,271,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
224,0,0,0,No Kayak Modular would need to Request Modular,0,224,0,0,0,0,25,MOUNT VERNON,IL,IL / S IN,272,No Modular,0,,,,,,,,
225,41,7,80,87,81,225,81,84,111,160,44,SULPHUR,OK,"Oklahoma, N TX",350,SIS,14,No Store Set Use Cur Inventory was wk5,,,,,,,
226,28,10,24,26,41,226,24,41,20,12,44,ATLANTA,TX,"Oklahoma, N TX",47,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
227,0,0,0,No Kayak Modular would need to Request Modular,12,227,0,12,2,13,44,EL RENO,OK,"Oklahoma, N TX",344,No Modular,0,,,,,,,,
228,15,8,35,39,66,228,36,68,61,69,5,CLEBURNE,TX,Dallas,48,MID TIER REC,10,4,,,,,,,
229,0,0,0,No Kayak Modular would need to Request Modular,1,229,0,1,0,0,12,TRUMANN,AR,"MS, AL, TN",329,No Modular,0,,,,,,,,
230,0,5,23,25,15,230,23,15,38,21,42,PARIS,AR,"AR, MO, LA",321,LOW VOLUME/BASIC,6,6,,,,,,,
231,16,10,43,46,46,231,43,47,34,60,44,ADA,OK,"Oklahoma, N TX",350,MID TIER REC,10,5,,,,,,,
232,26,10,90,100,38,232,93,40,50,34,44,ATOKA,OK,"Oklahoma, N TX",350,Angler - Mid to High Volume,16,5,,,,,,,
233,0,0,0,No Kayak Modular would need to Request Modular,0,233,0,0,0,0,25,ANNA,IL,IL / S IN,271,No Modular,0,,,,,,,,
234,10,12,36,40,30,234,37,30,27,24,40,KANSAS CITY,MO,Missouri,360,Angler - Low Volume,10,7,,,,,,,
236,6,8,14,15,14,236,14,14,2,8,6,CROCKETT,TX,South Texas,503,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
237,5,9,33,36,39,237,34,39,55,81,25,HARRISBURG,IL,IL / S IN,271,LOW VOLUME/BASIC,6,6,,,,,,,
238,37,23,213,234,127,238,219,126,128,92,12,PULASKI,TN,"MS, AL, TN",147,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
239,0,0,0,No Kayak Modular would need to Request Modular,15,239,0,15,3,-1,14,KOSCIUSKO,MS,"AL, FL",138,No Modular,0,,,,,,,,
240,0,0,0,No Kayak Modular would need to Request Modular,0,240,0,0,0,0,44,COMMERCE,TX,"Oklahoma, N TX",47,No Modular,0,,,,,,,,
241,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
242,9,28,81,87,38,242,81,38,22,68,44,PAOLA,KS,"Oklahoma, N TX",410,Angler - Mid to High Volume,16,7,,,,,,,
243,5,7,20,21,22,243,20,22,32,64,40,WENTZVILLE,MO,Missouri,339,LOW VOLUME/BASIC,6,7,,,,,,,
244,0,0,0,No Kayak Modular would need to Request Modular,16,244,0,16,3,2,42,WINNFIELD,LA,"AR, MO, LA",135,No Modular,0,,,,,,,,
245,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
246,9,2,18,19,17,246,18,18,18,25,44,SKIATOOK,OK,"Oklahoma, N TX",345,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
247,2,6,23,25,30,247,23,29,14,13,44,HENRYETTA,OK,"Oklahoma, N TX",351,LOW VOLUME/BASIC,6,6,,,,,,,
248,33,8,30,36,44,248,34,45,29,27,5,MEXIA,TX,Dallas,76,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
249,15,7,60,64,56,249,60,56,30,40,6,CLEVELAND,TX,South Texas,503,Angler - Low Volume,10,4,,,,,,,
250,11,121,209,224,140,250,209,141,163,212,40,WARSAW,MO,Missouri,336,Avid Rec SOT,18,DTS 7,1 (Store Set Only),,,,,,
251,31,22,63,70,72,251,65,74,45,63,5,MINEOLA,TX,Dallas,45,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk4,,,,,,,
252,0,7,22,26,21,252,24,21,39,24,25,DU QUOIN,IL,IL / S IN,271,LOW VOLUME/BASIC,6,7,,,,,,,
253,0,0,0,No Kayak Modular would need to Request Modular,0,253,0,0,0,0,25,JERSEYVILLE,IL,IL / S IN,272,No Modular,0,,,,,,,,
254,0,0,0,No Kayak Modular would need to Request Modular,0,254,0,0,0,26,25,OLNEY,IL,IL / S IN,273,No Modular,0,,,,,,,,
256,1,7,23,25,13,256,23,13,33,51,25,GLEN CARBON,IL,IL / S IN,341,LOW VOLUME/BASIC,6,7,,,,,,,
257,0,9,26,27,28,257,25,28,41,25,41,MORGANFIELD,KY,Kentucky,254,LOW VOLUME/BASIC,6,6,,,,,,,
258,7,2,26,28,38,258,26,38,38,44,12,TUPELO,MS,"MS, AL, TN",4,LOW VOLUME/BASIC,6,5,,,,,,,
259,34,10,51,57,51,259,53,55,25,43,5,ROCKWALL,TX,Dallas,583,MID TIER REC,10,4,,,,,,,
260,20,7,27,32,47,260,30,49,14,32,5,WAXAHACHIE,TX,Dallas,55,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
261,13,13,67,76,29,261,71,29,29,83,42,HOT SPRINGS,AR,"AR, MO, LA",325,MID TIER REC,10,5,,,,,,,
262,4,19,51,55,29,262,51,29,40,21,25,BENTON,IL,IL / S IN,271,Angler - Low Volume,10,6,,,,,,,
264,23,111,192,207,138,264,193,140,146,174,12,DICKSON,TN,"MS, AL, TN",149,Avid Rec Combo,23,DTS 6,1 (Store Set Only),,,,,,
265,6,9,15,16,24,265,15,22,19,23,5,TERRELL,TX,Dallas,45,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
266,10,8,30,34,39,266,32,53,15,16,5,GRAPEVINE,TX,Dallas,50,LOW VOLUME/BASIC,6,5,,,,,,,
267,12,11,50,54,24,267,50,24,35,55,42,WEBB CITY,MO,"AR, MO, LA",334,Angler - Low Volume,10,6,,,,,,,
268,33,11,67,74,64,268,69,66,97,94,12,SAVANNAH,TN,"MS, AL, TN",147,Angler - Mid to High Volume,16,5,,,,,,,
269,0,0,0,No Kayak Modular would need to Request Modular,0,269,0,0,0,1,44,LAWTON,OK,"Oklahoma, N TX",349,No Modular,0,,,,,,,,
271,3,0,0,No Kayak Modular would need to Request Modular,5,271,0,5,1,0,44,BOWIE,TX,"Oklahoma, N TX",349,No Modular,0,,,,,,,,
272,9,6,26,28,29,272,26,31,24,84,12,FRANKLIN,TN,"MS, AL, TN",153,LOW VOLUME/BASIC,6,6,,,,,,,
273,7,4,14,16,39,273,15,39,28,48,12,FULTON,MS,"MS, AL, TN",4,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
274,22,7,44,47,37,274,44,37,40,14,12,IUKA,MS,"MS, AL, TN",4,MID TIER REC,10,5,,,,,,,
275,24,7,67,80,62,275,75,63,91,97,6,LIVINGSTON,TX,South Texas,503,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk4,,,,,,,
276,0,0,0,No Kayak Modular would need to Request Modular,2,276,0,2,0,-1,44,STIGLER,OK,"Oklahoma, N TX",351,No Modular,0,,,,,,,,
277,0,0,0,No Kayak Modular would need to Request Modular,0,277,0,0,0,1,44,MOORE,OK,"Oklahoma, N TX",353,No Modular,0,,,,,,,,
278,0,0,0,No Kayak Modular would need to Request Modular,0,278,0,0,-1,1,42,SHREVEPORT,LA,"AR, MO, LA",127,No Modular,0,,,,,,,,
279,13,8,36,39,54,279,36,54,30,79,42,DE QUEEN,AR,"AR, MO, LA",321,Angler - Low Volume,10,5,,,,,,,
280,0,0,0,No Kayak Modular would need to Request Modular,0,280,0,0,0,0,5,ROCKDALE,TX,Dallas,83,No Modular,0,,,,,,,,
281,56,24,369,401,302,281,375,306,255,204,42,HEBER SPGS,AR,"AR, MO, LA",328,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 5,2,,,,,,
282,1,0,1,No Kayak Modular would need to Request Modular,34,282,1,35,64,49,41,FRANKLIN,KY,Kentucky,253,No Modular,0,,,,,,,,
283,0,0,0,No Kayak Modular would need to Request Modular,2,283,0,2,0,0,13,BRIDGE CITY,TX,"LA, MS",66,No Modular,0,,,,,,,,
284,23,7,36,41,45,284,38,45,16,37,5,MANSFIELD,TX,Dallas,44,MID TIER REC,10,4,,,,,,,
285,11,7,20,26,21,285,24,21,8,6,6,HUNTSVILLE,TX,South Texas,503,LOW VOLUME/BASIC,6,4,,,,,,,
286,7,7,29,29,31,286,27,32,13,19,5,ENNIS,TX,Dallas,55,LOW VOLUME/BASIC,6,4,,,,,,,
287,92,18,100,109,84,287,102,84,60,123,14,JASPER,AL,"AL, FL",11,Combo,16,DTS 5,1 (Store Set Only),,,,,,
288,18,4,31,35,52,288,33,54,50,16,6,WOODVILLE,TX,South Texas,503,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
289,0,0,0,No Kayak Modular would need to Request Modular,1,289,0,1,0,0,42,MCGEHEE,AR,"AR, MO, LA",327,No Modular,0,,,,,,,,
290,0,0,0,No Kayak Modular would need to Request Modular,1,290,0,1,0,1,6,GONZALES,TX,South Texas,77,No Modular,0,,,,,,,,
292,0,0,0,No Kayak Modular would need to Request Modular,2,292,0,2,0,0,6,LOCKHART,TX,South Texas,87,No Modular,0,,,,,,,,
293,0,0,0,No Kayak Modular would need to Request Modular,0,293,0,0,0,0,6,NAVASOTA,TX,South Texas,85,No Modular,0,,,,,,,,
294,0,0,0,No Kayak Modular would need to Request Modular,11,294,1,11,13,2,41,CENTRAL CITY,KY,Kentucky,253,No Modular,0,,,,,,,,
295,1,7,14,15,26,295,14,26,44,67,40,EUREKA,MO,Missouri,340,LOW VOLUME/BASIC,6,7,,,,,,,
296,4,4,24,26,36,296,24,36,14,56,42,DARDANELLE,AR,"AR, MO, LA",325,LOW VOLUME/BASIC,6,5,,,,,,,
297,14,10,32,39,36,297,36,36,30,24,6,PORTER,TX,South Texas,59,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
298,27,7,62,67,56,298,63,56,54,87,12,BOAZ,AL,"MS, AL, TN",5,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
299,14,15,52,59,40,299,55,41,63,83,41,BOWLING GREEN,KY,Kentucky,254,Angler - Low Volume,10,6,,,,,,,
300,29,7,90,96,72,300,90,72,48,55,14,JACKSONVILLE,AL,"AL, FL",3,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
301,129,7,139,150,43,301,140,44,50,75,14,GADSDEN,AL,"AL, FL",3,SOT,15,DTS 5,1 (Store Set Only),,,,,,
302,0,0,0,No Kayak Modular would need to Request Modular,0,302,0,0,0,0,25,MURPHYSBORO,IL,IL / S IN,271,No Modular,0,,,,,,,,
303,0,0,0,No Kayak Modular would need to Request Modular,2,303,0,2,0,0,12,HOLLY SPRINGS,MS,"MS, AL, TN",4,No Modular,0,,,,,,,,
304,0,0,0,No Kayak Modular would need to Request Modular,12,304,0,12,0,0,12,SPRINGFIELD,TN,"MS, AL, TN",149,No Modular,0,,,,,,,,
305,0,0,0,No Kayak Modular would need to Request Modular,1,305,0,1,1,-1,14,CARTHAGE,MS,"AL, FL",138,No Modular,0,,,,,,,,
306,16,2,25,31,30,306,29,30,30,40,12,ARAB,AL,"MS, AL, TN",5,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
307,18,4,47,51,39,307,48,39,13,47,42,WEST MONROE,LA,"AR, MO, LA",135,MID TIER REC,10,4,,,,,,,
308,41,22,209,228,128,308,213,131,164,92,41,MANCHESTER,TN,Kentucky,152,Avid Angler SOT,19,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
309,4,4,12,18,16,309,17,16,6,5,13,ABBEVILLE,LA,"LA, MS",132,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
310,26,1,11,12,23,310,11,23,34,16,13,CROWLEY,LA,"LA, MS",132,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
311,0,0,0,No Kayak Modular would need to Request Modular,3,311,0,3,0,0,13,FRANKLIN,LA,"LA, MS",129,No Modular,0,,,,,,,,
312,2,0,0,No Kayak Modular would need to Request Modular,1,312,0,1,0,2,13,VILLE PLATTE,LA,"LA, MS",134,No Modular,0,,,,,,,,
313,13,15,56,58,38,313,54,38,63,88,40,HIGH RIDGE,MO,Missouri,335,Angler - Low Volume,10,7,,,,,,,
314,34,11,63,67,76,314,63,76,63,97,12,FAYETTEVILLE,TN,"MS, AL, TN",151,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
315,-1,3,25,29,28,315,27,29,30,44,14,ONEONTA,AL,"AL, FL",3,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
316,21,4,44,49,50,316,46,52,55,93,14,ATTALLA,AL,"AL, FL",3,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk5,,,,,,,
317,0,0,0,No Kayak Modular would need to Request Modular,0,317,0,0,0,4,25,VANDALIA,IL,IL / S IN,272,No Modular,0,,,,,,,,
318,5,4,14,21,32,318,20,32,43,80,42,ARKADELPHIA,AR,"AR, MO, LA",325,LOW VOLUME/BASIC,6,5,,,,,,,
319,6,13,34,37,15,319,35,15,9,15,40,RAYMORE,MO,Missouri,361,Angler - Low Volume,10,7,,,,,,,
320,0,0,0,No Kayak Modular would need to Request Modular,1,320,0,1,0,0,5,MARLIN,TX,Dallas,76,No Modular,0,,,,,,,,
321,18,10,15,16,43,321,15,43,12,21,6,BRENHAM,TX,South Texas,85,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
322,0,0,0,No Kayak Modular would need to Request Modular,0,322,0,0,0,0,6,BRYAN,TX,South Texas,85,No Modular,0,,,,,,,,
323,0,0,0,No Kayak Modular would need to Request Modular,1,323,0,1,2,2,42,MANSFIELD,LA,"AR, MO, LA",127,No Modular,0,,,,,,,,
324,0,0,0,No Kayak Modular would need to Request Modular,2,324,0,2,0,0,44,BRISTOW,OK,"Oklahoma, N TX",356,No Modular,0,,,,,,,,
325,0,0,0,No Kayak Modular would need to Request Modular,0,325,0,0,0,1,40,RICHMOND,MO,Missouri,360,No Modular,0,,,,,,,,
326,0,0,0,No Kayak Modular would need to Request Modular,0,326,0,0,0,0,40,HIGGINSVILLE,MO,Missouri,361,No Modular,0,,,,,,,,
328,0,0,0,No Kayak Modular would need to Request Modular,-1,328,0,-1,0,0,25,WATERLOO,IL,IL / S IN,341,No Modular,0,,,,,,,,
329,12,2,28,31,36,329,29,36,31,43,14,ANNISTON,AL,"AL, FL",10,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
330,24,9,28,32,45,330,30,45,36,28,6,VICTORIA,TX,South Texas,84,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
331,7,4,23,28,31,331,26,31,52,50,13,SULPHUR,LA,"LA, MS",66,LOW VOLUME/BASIC,6,4,,,,,,,
332,17,0,6,9,7,332,8,7,8,9,12,HUNTSVILLE,AL,"MS, AL, TN",5,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
333,0,0,0,No Kayak Modular would need to Request Modular,4,333,0,4,1,5,41,BEAVER DAM,KY,Kentucky,254,No Modular,0,,,,,,,,
334,0,0,0,No Kayak Modular would need to Request Modular,0,334,0,0,0,0,25,CARLINVILLE,IL,IL / S IN,275,No Modular,0,,,,,,,,
335,11,8,28,30,33,335,28,33,38,51,41,JACKSON,TN,Kentucky,146,LOW VOLUME/BASIC,6,6,,,,,,,
336,4,5,28,31,15,336,29,16,15,50,42,SHERIDAN,AR,"AR, MO, LA",325,LOW VOLUME/BASIC,6,5,,,,,,,
337,22,94,118,131,50,337,122,53,57,125,40,FREDERICKTOWN,MO,Missouri,335,Angler - Mid to High Volume,16,DTS 7,1 (Store Set Only),,,,,,
338,5,5,22,24,20,338,22,20,24,59,42,LAMAR,MO,"AR, MO, LA",334,LOW VOLUME/BASIC,6,6,,,,,,,
339,0,0,0,No Kayak Modular would need to Request Modular,0,339,2,0,0,0,42,FORDYCE,AR,"AR, MO, LA",327,No Modular,0,,,,,,,,
340,33,25,93,102,105,340,95,106,87,110,44,CHECOTAH,OK,"Oklahoma, N TX",351,Angler - Mid to High Volume,16,6,,,,,,,
341,0,0,0,No Kayak Modular would need to Request Modular,0,341,0,0,0,12,47,MARYSVILLE,KS,Frontier Region,407,No Modular,0,,,,,,,,
342,1,9,31,33,17,342,31,17,8,19,47,HIAWATHA,KS,Frontier Region,411,LOW VOLUME/BASIC,6,7,,,,,,,
343,0,0,-1,No Kayak Modular would need to Request Modular,2,343,-1,2,0,1,25,TAYLORVILLE,IL,IL / S IN,275,No Modular,0,,,,,,,,
344,0,0,0,No Kayak Modular would need to Request Modular,0,344,0,0,0,0,6,EL CAMPO,TX,South Texas,65,No Modular,0,,,,,,,,
345,17,9,42,47,57,345,44,57,39,45,5,PALESTINE,TX,Dallas,46,Angler - Low Volume,10,4,,,,,,,
346,0,0,0,No Kayak Modular would need to Request Modular,2,346,1,2,4,10,44,AUGUSTA,KS,"Oklahoma, N TX",409,No Modular,0,,,,,,,,
347,2,0,0,No Kayak Modular would need to Request Modular,4,347,0,4,1,0,12,INDIANOLA,MS,"MS, AL, TN",136,No Modular,0,,,,,,,,
348,4,7,22,24,19,348,22,19,18,36,42,MONTICELLO,AR,"AR, MO, LA",327,LOW VOLUME/BASIC,6,5,,,,,,,
350,7,11,48,51,27,350,48,27,29,47,47,YORK,NE,Frontier Region,433,Angler - Low Volume,10,7,,,,,,,
351,0,0,0,No Kayak Modular would need to Request Modular,0,351,0,0,0,0,6,TOMBALL,TX,South Texas,68,No Modular,0,,,,,,,,
352,1,7,23,26,16,352,24,16,20,14,25,CHESTER,IL,IL / S IN,271,LOW VOLUME/BASIC,6,7,,,,,,,
353,20,1,38,43,52,353,40,52,36,36,5,GRAHAM,TX,Dallas,48,Angler - Low Volume,10,5,,,,,,,
354,2,7,26,29,31,354,27,31,54,35,40,OWENSVILLE,MO,Missouri,336,LOW VOLUME/BASIC,6,7,,,,,,,
355,18,14,32,35,41,355,33,41,21,33,14,OPELIKA,AL,"AL, FL",10,MID TIER REC,10,5,,,,,,,
356,0,0,0,No Kayak Modular would need to Request Modular,2,356,0,2,0,4,14,AUBURN,AL,"AL, FL",10,No Modular,0,,,,,,,,
357,11,27,66,73,105,357,68,105,96,74,40,VERSAILLES,MO,Missouri,336,Angler - Mid to High Volume,16,7,,,,,,,
358,0,0,0,No Kayak Modular would need to Request Modular,2,358,0,2,0,0,42,ALMA,AR,"AR, MO, LA",321,No Modular,0,,,,,,,,
359,8,23,52,56,38,359,52,38,60,105,42,FAYETTEVILLE,AR,"AR, MO, LA",322,MID TIER REC,10,6,,,,,,,
360,4,4,24,26,29,360,24,28,35,26,44,CUSHING,OK,"Oklahoma, N TX",352,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
361,0,0,0,No Kayak Modular would need to Request Modular,0,361,0,0,0,-2,25,COLLINSVILLE,IL,IL / S IN,341,No Modular,0,,,,,,,,
362,0,0,0,No Kayak Modular would need to Request Modular,4,362,0,4,0,2,14,WINFIELD,AL,"AL, FL",11,No Modular,0,,,,,,,,
363,0,0,0,No Kayak Modular would need to Request Modular,0,363,0,0,0,2,40,MARSHALL,MO,Missouri,361,No Modular,0,,,,,,,,
364,9,7,26,34,40,364,32,40,34,17,6,CENTER,TX,South Texas,503,LOW VOLUME/BASIC,6,4,,,,,,,
365,7,4,11,12,34,365,11,34,26,37,13,PEARL,MS,"LA, MS",140,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
366,9,22,57,62,126,366,58,128,86,126,2,MADISONVILLE,TN,"TN, GA - Atlanta",121,Angler - Mid to High Volume,16,6,,,,,,,
368,0,0,0,No Kayak Modular would need to Request Modular,4,368,0,4,0,-1,44,PARSONS,KS,"Oklahoma, N TX",410,No Modular,0,,,,,,,,
369,5,9,38,43,18,369,40,18,43,68,47,WINFIELD,KS,Frontier Region,406,LOW VOLUME/BASIC,6,7,,,,,,,
370,0,0,0,No Kayak Modular would need to Request Modular,5,370,0,5,9,14,47,WELLINGTON,KS,Frontier Region,406,No Modular,0,,,,,,,,
371,22,125,215,234,237,371,219,245,260,203,5,GRANBURY,TX,Dallas,48,Avid Rec SOT,18,DTS 5,1 (Store Set Only),,,,,,
372,24,17,42,46,57,372,43,57,25,44,47,DODGE CITY,KS,Frontier Region,406,MID TIER REC,10,No Store Set Use Cur Inventory was wk5,,,,,,,
373,54,38,158,167,129,373,156,130,169,61,42,HUNTSVILLE,AR,"AR, MO, LA",322,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
374,0,0,0,No Kayak Modular would need to Request Modular,2,374,0,2,0,0,44,COWETA,OK,"Oklahoma, N TX",347,No Modular,0,,,,,,,,
375,0,0,0,No Kayak Modular would need to Request Modular,0,375,0,0,1,4,12,HUNTSVILLE,AL,"MS, AL, TN",5,No Modular,0,,,,,,,,
376,13,7,38,43,36,376,40,36,56,34,42,BOSSIER CITY,LA,"AR, MO, LA",127,LOW VOLUME/BASIC,6,4,,,,,,,
377,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
378,0,0,0,No Kayak Modular would need to Request Modular,23,378,0,23,24,30,47,HOLTON,KS,Frontier Region,411,No Modular,0,,,,,,,,
379,30,34,379,409,278,379,382,290,379,276,40,OZARK,MO,Missouri,333,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 7,2,,,,,,
381,27,12,32,37,48,381,35,49,21,20,5,COPPERAS COVE,TX,Dallas,81,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
382,3,13,41,44,28,382,41,28,31,48,44,OTTAWA,KS,"Oklahoma, N TX",410,Angler - Low Volume,10,7,,,,,,,
383,4,11,22,27,45,383,25,45,44,51,13,SILSBEE,TX,"LA, MS",66,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
384,17,9,28,31,20,384,29,21,36,38,13,LUMBERTON,TX,"LA, MS",66,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
385,0,0,0,No Kayak Modular would need to Request Modular,0,385,0,0,0,-1,6,CUERO,TX,South Texas,84,No Modular,0,,,,,,,,
386,12,2,12,14,28,386,13,28,28,28,13,JENNINGS,LA,"LA, MS",132,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
387,9,4,29,32,23,387,30,23,31,46,44,CHANDLER,OK,"Oklahoma, N TX",352,LOW VOLUME/BASIC,6,6,,,,,,,
388,0,0,0,No Kayak Modular would need to Request Modular,2,388,0,2,0,-1,42,FORT SMITH,AR,"AR, MO, LA",321,No Modular,0,,,,,,,,
