Region,Market,Store,BU,Final Tier,Comments
14,2,1158,SOUTHEAST BU,Tier 2 - GM Pause,
2,123,1159,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,243,1160,NORTH BU,Tier 1 - ISA On in Total Store,
40,339,1161,NORTH BU,Tier 1 - ISA On in Total Store,
25,580,1162,NORTH BU,Tier 1 - ISA On in Total Store,
13,125,1163,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4,41,1164,EAST BU,Tier 2 - GM Pause,
41,256,1165,NORTH BU,Tier 1 - ISA On in Total Store,
26,300,1166,EAST BU,Tier 1 - ISA On in Total Store,
53,435,1167,NORTH BU,Tier 2 - GM Pause,
13,141,1168,SOUTWEST BU,Tier 2 - GM Pause,
42,127,1169,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
41,256,1170,NORTH BU,Tier 1 - ISA On in Total Store,
9,115,1171,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,98,1172,SOUTHEAST BU,Tier 2 - GM Pause,
3,98,1173,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
14,14,1174,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
46,364,1175,SOUTWEST BU,Tier 2 - GM Pause,
53,441,1176,NORTH BU,Tier 2 - GM Pause,
40,340,1177,NORTH BU,Tier 2 - GM Pause,
5,50,1178,SOUTWEST BU,Tier 2 - GM Pause,
2,294,1179,SOUTHEAST BU,Tier 2 - GM Pause,
25,243,1180,NORTH BU,Tier 1 - ISA On in Total Store,
2,23,1181,SOUTHEAST BU,Tier 2 - GM Pause,
3,94,1182,SOUTHEAST BU,Tier 2 - GM Pause,
4,41,1183,EAST BU,Tier 2 - GM Pause,
2,20,1184,SOUTHEAST BU,Tier 2 - GM Pause,
5,83,1185,SOUTWEST BU,Tier 2 - GM Pause,
6,60,1186,SOUTWEST BU,Tier 2 - GM Pause,
44,410,1187,SOUTWEST BU,Tier 2 - GM Pause,
40,339,1188,NORTH BU,Tier 2 - GM Pause,
41,258,1189,NORTH BU,Tier 2 - GM Pause,
41,257,1190,NORTH BU,Tier 1 - ISA On in Total Store,
26,296,1191,EAST BU,Tier 2 - GM Pause,
13,141,1192,SOUTWEST BU,Tier 2 - GM Pause,
42,135,1193,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,122,1194,SOUTHEAST BU,Tier 2 - GM Pause,
13,143,1195,SOUTWEST BU,Tier 1 - ISA On in Total Store,
13,131,1196,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,301,1197,EAST BU,Tier 2 - GM Pause,
6,506,1198,SOUTWEST BU,Tier 1 - ISA On in Total Store,
54,388,1199,WEST BU,Tier 2 - GM Pause,
47,391,1200,WEST BU,Tier 2 - GM Pause,
14,3,1201,SOUTHEAST BU,Tier 2 - GM Pause,
53,438,1202,NORTH BU,Tier 2 - GM Pause,
9,116,1203,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,66,1204,SOUTWEST BU,Tier 2 - GM Pause,
3,101,1205,SOUTHEAST BU,Tier 2 - GM Pause,
13,130,1206,SOUTWEST BU,Tier 2 - GM Pause,
14,15,1207,SOUTHEAST BU,Tier 2 - GM Pause,
4,305,1209,EAST BU,Tier 2 - GM Pause,
41,260,1210,NORTH BU,Tier 2 - GM Pause,
25,270,1211,NORTH BU,Tier 1 - ISA On in Total Store,
14,1,1212,SOUTHEAST BU,Tier 2 - GM Pause,
9,104,1213,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
47,406,1214,WEST BU,Tier 2 - GM Pause,
2,120,1215,SOUTHEAST BU,Tier 2 - GM Pause,
5,53,1216,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,294,1217,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
46,366,1218,SOUTWEST BU,Tier 2 - GM Pause,
3,101,1219,SOUTHEAST BU,Tier 2 - GM Pause,
9,90,1220,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
44,409,1221,SOUTWEST BU,Tier 2 - GM Pause,
14,14,1222,SOUTHEAST BU,Tier 2 - GM Pause,
3,97,1223,SOUTHEAST BU,Tier 2 - GM Pause,
14,14,1224,SOUTHEAST BU,Tier 2 - GM Pause,
3,101,1225,SOUTHEAST BU,Tier 2 - GM Pause,
12,149,1226,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,30,1227,SOUTHEAST BU,Tier 2 - GM Pause,
25,269,1228,NORTH BU,Tier 2 - GM Pause,
14,13,1229,SOUTHEAST BU,Tier 2 - GM Pause,
46,364,1230,SOUTWEST BU,Tier 1 - ISA On in Total Store,
47,379,1231,WEST BU,Tier 1 - ISA On in Total Store,
5,81,1232,SOUTWEST BU,Tier 2 - GM Pause,
41,258,1233,NORTH BU,Tier 2 - GM Pause,
41,257,1234,NORTH BU,Tier 1 - ISA On in Total Store,
6,86,1235,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,302,1236,EAST BU,Tier 2 - GM Pause,
26,299,1237,EAST BU,Tier 2 - GM Pause,
26,310,1238,EAST BU,Tier 2 - GM Pause,
21,217,1239,NORTH BU,Tier 2 - GM Pause,
46,367,1240,SOUTWEST BU,Tier 1 - ISA On in Total Store,
52,418,1241,WEST BU,Tier 2 - GM Pause,
2,294,1242,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,312,1243,EAST BU,Tier 2 - GM Pause,
2,35,1244,SOUTHEAST BU,Tier 2 - GM Pause,
9,114,1245,SOUTHEAST BU,Tier 2 - GM Pause,
41,258,1247,NORTH BU,Tier 2 - GM Pause,
12,144,1248,SOUTHEAST BU,Tier 2 - GM Pause,
5,74,1249,SOUTWEST BU,Tier 2 - GM Pause,
47,380,1252,WEST BU,Tier 2 - GM Pause,
5,82,1253,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,76,1254,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,309,1255,EAST BU,Tier 2 - GM Pause,
25,266,1256,NORTH BU,Tier 2 - GM Pause,
5,74,1257,SOUTWEST BU,Tier 1 - ISA On in Total Store,
41,258,1259,NORTH BU,Tier 2 - GM Pause,
13,143,1260,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,310,1261,EAST BU,Tier 2 - GM Pause,
41,254,1263,NORTH BU,Tier 2 - GM Pause,
21,222,1264,NORTH BU,Tier 1 - ISA On in Total Store,
40,340,1265,NORTH BU,Tier 2 - GM Pause,
13,130,1266,SOUTWEST BU,Tier 2 - GM Pause,
53,441,1267,NORTH BU,Tier 1 - ISA On in Total Store,
26,300,1268,EAST BU,Tier 2 - GM Pause,
2,39,1270,SOUTHEAST BU,Tier 2 - GM Pause,
14,138,1271,SOUTHEAST BU,Tier 2 - GM Pause,
5,74,1272,SOUTWEST BU,Tier 2 - GM Pause,
47,389,1273,WEST BU,Tier 1 - ISA On in Total Store,
53,441,1274,NORTH BU,Tier 2 - GM Pause,
25,482,1275,NORTH BU,Tier 1 - ISA On in Total Store,
53,444,1276,NORTH BU,Tier 2 - GM Pause,
53,438,1277,NORTH BU,Tier 2 - GM Pause,
6,59,1279,SOUTWEST BU,Tier 2 - GM Pause,
54,388,1280,WEST BU,Tier 1 - ISA On in Total Store,
4,42,1281,EAST BU,Tier 2 - GM Pause,
47,407,1282,WEST BU,Tier 1 - ISA On in Total Store,
3,93,1283,SOUTHEAST BU,Tier 2 - GM Pause,
3,16,1284,SOUTHEAST BU,Tier 2 - GM Pause,
52,418,1285,WEST BU,Tier 2 - GM Pause,
4,41,1286,EAST BU,Tier 2 - GM Pause,
26,296,1287,EAST BU,Tier 1 - ISA On in Total Store,
26,296,1288,EAST BU,Tier 2 - GM Pause,
21,221,1289,NORTH BU,Tier 2 - GM Pause,
4,304,1290,EAST BU,Tier 2 - GM Pause,
46,367,1291,SOUTWEST BU,Tier 1 - ISA On in Total Store,
75,312,1292,EAST BU,Tier 2 - GM Pause,
3,30,1293,SOUTHEAST BU,Tier 2 - GM Pause,
21,247,1294,NORTH BU,Tier 2 - GM Pause,
44,350,1295,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,569,1296,SOUTWEST BU,Tier 2 - GM Pause,
3,93,1297,SOUTHEAST BU,Tier 2 - GM Pause,
26,302,1298,EAST BU,Tier 2 - GM Pause,
46,364,1299,SOUTWEST BU,Tier 2 - GM Pause,
26,302,1300,EAST BU,Tier 1 - ISA On in Total Store,
75,312,1301,EAST BU,Tier 2 - GM Pause,
20,311,1302,NORTH BU,Tier 3 - Total Store ISA Pause,
5,81,1303,SOUTWEST BU,Tier 2 - GM Pause,
21,247,1304,NORTH BU,Tier 2 - GM Pause,
53,441,1305,NORTH BU,Tier 2 - GM Pause,
46,387,1306,SOUTWEST BU,Tier 2 - GM Pause,
25,262,1307,NORTH BU,Tier 2 - GM Pause,
47,380,1308,WEST BU,Tier 1 - ISA On in Total Store,
75,312,1309,EAST BU,Tier 2 - GM Pause,
25,251,1310,NORTH BU,Tier 1 - ISA On in Total Store,
3,16,1311,SOUTHEAST BU,Tier 2 - GM Pause,
26,310,1312,EAST BU,Tier 2 - GM Pause,
6,77,1313,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,24,1314,SOUTHEAST BU,Tier 2 - GM Pause,
54,381,1315,WEST BU,Tier 1 - ISA On in Total Store,
53,439,1316,NORTH BU,Tier 3 - Total Store ISA Pause,
2,294,1317,SOUTHEAST BU,Tier 2 - GM Pause,
2,122,1318,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
2,122,1319,SOUTHEAST BU,Tier 2 - GM Pause,
2,122,1320,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
26,299,1321,EAST BU,Tier 2 - GM Pause,
26,308,1322,EAST BU,Tier 1 - ISA On in Total Store,
25,278,1323,NORTH BU,Tier 1 - ISA On in Total Store,
46,366,1324,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,366,1325,SOUTWEST BU,Tier 2 - GM Pause,
47,429,1326,WEST BU,Tier 2 - GM Pause,
25,243,1327,NORTH BU,Tier 2 - GM Pause,
46,364,1328,SOUTWEST BU,Tier 2 - GM Pause,
21,247,1329,NORTH BU,Tier 2 - GM Pause,
21,222,1330,NORTH BU,Tier 1 - ISA On in Total Store,
21,223,1331,NORTH BU,Tier 2 - GM Pause,
52,426,1332,WEST BU,Tier 1 - ISA On in Total Store,
21,222,1333,NORTH BU,Tier 1 - ISA On in Total Store,
46,372,1334,SOUTWEST BU,Tier 2 - GM Pause,
75,315,1335,EAST BU,Tier 1 - ISA On in Total Store,
20,311,1336,NORTH BU,Tier 2 - GM Pause,
4,304,1337,EAST BU,Tier 2 - GM Pause,
3,16,1338,SOUTHEAST BU,Tier 2 - GM Pause,
4,41,1339,EAST BU,Tier 1 - ISA On in Total Store,
2,20,1340,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
41,254,1341,NORTH BU,Tier 2 - GM Pause,
13,128,1342,SOUTWEST BU,Tier 1 - ISA On in Total Store,
75,315,1344,EAST BU,Tier 2 - GM Pause,
75,314,1345,EAST BU,Tier 2 - GM Pause,
13,143,1346,SOUTWEST BU,Tier 2 - GM Pause,
6,87,1347,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,300,1348,EAST BU,Tier 2 - GM Pause,
9,109,1349,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,315,1350,EAST BU,Tier 1 - ISA On in Total Store,
20,317,1351,NORTH BU,Tier 2 - GM Pause,
26,300,1352,EAST BU,Tier 1 - ISA On in Total Store,
13,128,1353,SOUTWEST BU,Tier 2 - GM Pause,
26,301,1354,EAST BU,Tier 2 - GM Pause,
26,302,1355,EAST BU,Tier 2 - GM Pause,
25,251,1356,NORTH BU,Tier 2 - GM Pause,
46,387,1357,SOUTWEST BU,Tier 2 - GM Pause,
4,36,1358,EAST BU,Tier 2 - GM Pause,
4,36,1359,EAST BU,Tier 2 - GM Pause,
20,317,1360,NORTH BU,Tier 2 - GM Pause,
52,426,1361,WEST BU,Tier 1 - ISA On in Total Store,
14,15,1362,SOUTHEAST BU,Tier 2 - GM Pause,
2,21,1363,SOUTHEAST BU,Tier 2 - GM Pause,
57,365,1364,WEST BU,Tier 1 - ISA On in Total Store,
53,436,1365,NORTH BU,Tier 2 - GM Pause,
53,440,1366,NORTH BU,Tier 2 - GM Pause,
3,32,1367,SOUTHEAST BU,Tier 2 - GM Pause,
21,218,1368,NORTH BU,Tier 1 - ISA On in Total Store,
46,364,1369,SOUTWEST BU,Tier 2 - GM Pause,
57,365,1370,WEST BU,Tier 1 - ISA On in Total Store,
25,580,1371,NORTH BU,Tier 1 - ISA On in Total Store,
26,299,1372,EAST BU,Tier 2 - GM Pause,
2,24,1373,SOUTHEAST BU,Tier 2 - GM Pause,
9,91,1374,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,97,1375,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,1376,NORTH BU,Tier 2 - GM Pause,
25,270,1377,NORTH BU,Tier 1 - ISA On in Total Store,
21,247,1378,NORTH BU,Tier 2 - GM Pause,
26,301,1379,EAST BU,Tier 2 - GM Pause,
46,375,1380,SOUTWEST BU,Tier 2 - GM Pause,
46,372,1381,SOUTWEST BU,Tier 2 - GM Pause,
2,39,1382,SOUTHEAST BU,Tier 2 - GM Pause,
4,29,1383,EAST BU,Tier 2 - GM Pause,
47,389,1384,WEST BU,Tier 1 - ISA On in Total Store,
4,305,1385,EAST BU,Tier 2 - GM Pause,
25,262,1386,NORTH BU,Tier 2 - GM Pause,
9,108,1387,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
21,248,1388,NORTH BU,Tier 2 - GM Pause,
52,414,1389,WEST BU,Tier 1 - ISA On in Total Store,
9,111,1390,SOUTHEAST BU,Tier 2 - GM Pause,
3,94,1391,SOUTHEAST BU,Tier 2 - GM Pause,
26,300,1392,EAST BU,Tier 2 - GM Pause,
52,413,1393,WEST BU,Tier 1 - ISA On in Total Store,
53,435,1394,NORTH BU,Tier 2 - GM Pause,
25,272,1395,NORTH BU,Tier 1 - ISA On in Total Store,
53,441,1396,NORTH BU,Tier 2 - GM Pause,
46,384,1397,SOUTWEST BU,Tier 2 - GM Pause,
9,108,1398,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,315,1399,EAST BU,Tier 1 - ISA On in Total Store,
2,21,1400,SOUTHEAST BU,Tier 2 - GM Pause,
25,265,1401,NORTH BU,Tier 2 - GM Pause,
2,18,1403,SOUTHEAST BU,Tier 2 - GM Pause,
25,269,1404,NORTH BU,Tier 1 - ISA On in Total Store,
6,61,1405,SOUTWEST BU,Tier 2 - GM Pause,
75,286,1406,EAST BU,Tier 1 - ISA On in Total Store,
21,221,1407,NORTH BU,Tier 2 - GM Pause,
3,97,1408,SOUTHEAST BU,Tier 2 - GM Pause,Requested Per MM
6,65,1409,SOUTWEST BU,Tier 2 - GM Pause,
21,223,1410,NORTH BU,Tier 2 - GM Pause,
46,366,1411,SOUTWEST BU,Tier 2 - GM Pause,
54,381,1412,WEST BU,Tier 2 - GM Pause,
25,270,1413,NORTH BU,Tier 2 - GM Pause,
46,384,1414,SOUTWEST BU,Tier 2 - GM Pause,
52,421,1415,WEST BU,Tier 1 - ISA On in Total Store,
19,207,1416,NORTH BU,Tier 1 - ISA On in Total Store,
46,364,1417,SOUTWEST BU,Tier 1 - ISA On in Total Store,
25,341,1418,NORTH BU,Tier 2 - GM Pause,
21,248,1419,NORTH BU,Tier 2 - GM Pause,
25,264,1420,NORTH BU,Tier 1 - ISA On in Total Store,
25,278,1421,NORTH BU,Tier 2 - GM Pause,
19,204,1422,NORTH BU,Tier 2 - GM Pause,
19,203,1423,NORTH BU,Tier 2 - GM Pause,
75,290,1424,EAST BU,Tier 2 - GM Pause,
21,248,1425,NORTH BU,Tier 2 - GM Pause,
41,259,1426,NORTH BU,Tier 2 - GM Pause,
21,218,1427,NORTH BU,Tier 2 - GM Pause,
19,204,1428,NORTH BU,Tier 2 - GM Pause,
19,213,1429,NORTH BU,Tier 2 - GM Pause,
53,439,1430,NORTH BU,Tier 2 - GM Pause,
52,418,1431,WEST BU,Tier 1 - ISA On in Total Store,
19,204,1432,NORTH BU,Tier 2 - GM Pause,
21,222,1433,NORTH BU,Tier 1 - ISA On in Total Store,
47,391,1434,WEST BU,Tier 2 - GM Pause,
52,413,1435,WEST BU,Tier 1 - ISA On in Total Store,
9,107,1436,SOUTHEAST BU,Tier 2 - GM Pause,
47,406,1437,WEST BU,Tier 2 - GM Pause,
46,405,1438,SOUTWEST BU,Tier 2 - GM Pause,
46,405,1439,SOUTWEST BU,Tier 2 - GM Pause,
54,403,1440,WEST BU,Tier 1 - ISA On in Total Store,
21,221,1441,NORTH BU,Tier 2 - GM Pause,
46,405,1442,SOUTWEST BU,Tier 2 - GM Pause,
21,225,1443,NORTH BU,Tier 1 - ISA On in Total Store,
3,98,1444,SOUTHEAST BU,Tier 2 - GM Pause,
19,213,1445,NORTH BU,Tier 2 - GM Pause,
53,436,1446,NORTH BU,Tier 2 - GM Pause,
52,419,1447,WEST BU,Tier 1 - ISA On in Total Store,
19,213,1448,NORTH BU,Tier 3 - Total Store ISA Pause,
53,439,1449,NORTH BU,Tier 2 - GM Pause,
20,316,1450,NORTH BU,Tier 2 - GM Pause,
25,275,1451,NORTH BU,Tier 1 - ISA On in Total Store,
26,309,1452,EAST BU,Tier 2 - GM Pause,
53,440,1453,NORTH BU,Tier 1 - ISA On in Total Store,
25,275,1454,NORTH BU,Tier 1 - ISA On in Total Store,
5,44,1455,SOUTWEST BU,Tier 1 - ISA On in Total Store,
54,381,1456,WEST BU,Tier 1 - ISA On in Total Store,
54,381,1457,WEST BU,Tier 1 - ISA On in Total Store,
2,120,1458,SOUTHEAST BU,Tier 2 - GM Pause,
25,249,1459,NORTH BU,Tier 2 - GM Pause,
47,429,1460,WEST BU,Tier 2 - GM Pause,
54,381,1461,WEST BU,Tier 1 - ISA On in Total Store,
14,7,1462,SOUTHEAST BU,Tier 2 - GM Pause,
21,221,1463,NORTH BU,Tier 1 - ISA On in Total Store,
4,305,1464,EAST BU,Tier 2 - GM Pause,
75,314,1465,EAST BU,Tier 2 - GM Pause,
2,121,1466,SOUTHEAST BU,Tier 2 - GM Pause,
2,121,1467,SOUTHEAST BU,Tier 2 - GM Pause,
12,136,1468,SOUTHEAST BU,Tier 2 - GM Pause,
2,120,1469,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
52,421,1470,WEST BU,Tier 1 - ISA On in Total Store,
53,439,1471,NORTH BU,Tier 1 - ISA On in Total Store,
52,423,1472,WEST BU,Tier 1 - ISA On in Total Store,
52,421,1473,WEST BU,Tier 3 - Total Store ISA Pause,
57,365,1474,WEST BU,Tier 1 - ISA On in Total Store,
52,418,1475,WEST BU,Tier 1 - ISA On in Total Store,
25,243,1476,NORTH BU,Tier 1 - ISA On in Total Store,
20,317,1477,NORTH BU,Tier 2 - GM Pause,
41,259,1478,NORTH BU,Tier 2 - GM Pause,
19,238,1479,NORTH BU,Tier 1 - ISA On in Total Store,
21,239,1480,NORTH BU,Tier 2 - GM Pause,
14,13,1481,SOUTHEAST BU,Tier 2 - GM Pause,
9,112,1482,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
54,430,1483,WEST BU,Tier 1 - ISA On in Total Store,
54,382,1485,WEST BU,Tier 2 - GM Pause,
75,314,1486,EAST BU,Tier 2 - GM Pause,
19,238,1487,NORTH BU,Tier 2 - GM Pause,
2,22,1488,SOUTHEAST BU,Tier 2 - GM Pause,per danny
25,269,1489,NORTH BU,Tier 1 - ISA On in Total Store,
53,263,1490,NORTH BU,Tier 2 - GM Pause,
52,413,1491,WEST BU,Tier 1 - ISA On in Total Store,
47,376,1492,WEST BU,Tier 2 - GM Pause,
14,14,1493,SOUTHEAST BU,Tier 2 - GM Pause,
6,78,1494,SOUTWEST BU,Tier 2 - GM Pause,
21,223,1495,NORTH BU,Tier 2 - GM Pause,
52,415,1496,WEST BU,Tier 1 - ISA On in Total Store,
25,266,1497,NORTH BU,Tier 3 - Total Store ISA Pause,
26,298,1498,EAST BU,Tier 2 - GM Pause,
20,317,1499,NORTH BU,Tier 2 - GM Pause,
54,430,1500,WEST BU,Tier 1 - ISA On in Total Store,
9,112,1501,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
26,301,1502,EAST BU,Tier 2 - GM Pause,
21,221,1503,NORTH BU,Tier 1 - ISA On in Total Store,
21,221,1504,NORTH BU,Tier 1 - ISA On in Total Store,
41,258,1505,NORTH BU,Tier 2 - GM Pause,
52,415,1506,WEST BU,Tier 1 - ISA On in Total Store,
44,409,1507,SOUTWEST BU,Tier 2 - GM Pause,
54,382,1508,WEST BU,Tier 1 - ISA On in Total Store,
52,415,1509,WEST BU,Tier 1 - ISA On in Total Store,
21,225,1510,NORTH BU,Tier 2 - GM Pause,
9,553,1511,SOUTHEAST BU,Tier 2 - GM Pause,
46,371,1512,SOUTWEST BU,Tier 2 - GM Pause,
9,111,1513,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
40,340,1514,NORTH BU,Tier 1 - ISA On in Total Store,
53,442,1515,NORTH BU,Tier 3 - Total Store ISA Pause,
46,70,1516,SOUTWEST BU,Tier 2 - GM Pause,
9,108,1517,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,482,1518,NORTH BU,Tier 2 - GM Pause,
21,218,1519,NORTH BU,Tier 1 - ISA On in Total Store,
54,430,1520,WEST BU,Tier 1 - ISA On in Total Store,
21,225,1521,NORTH BU,Tier 2 - GM Pause,
75,320,1522,EAST BU,Tier 2 - GM Pause,
75,287,1523,EAST BU,Tier 2 - GM Pause,
75,290,1524,EAST BU,Tier 2 - GM Pause,
75,287,1525,EAST BU,Tier 2 - GM Pause,
52,426,1526,WEST BU,Tier 1 - ISA On in Total Store,
26,301,1527,EAST BU,Tier 2 - GM Pause,
52,415,1528,WEST BU,Tier 1 - ISA On in Total Store,
22,233,1529,EAST BU,Tier 2 - GM Pause,
12,136,1530,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
25,270,1531,NORTH BU,Tier 2 - GM Pause,
46,369,1532,SOUTWEST BU,Tier 2 - GM Pause,
46,369,1533,SOUTWEST BU,Tier 2 - GM Pause,
54,427,1534,WEST BU,Tier 1 - ISA On in Total Store,
54,430,1535,WEST BU,Tier 1 - ISA On in Total Store,
9,111,1536,SOUTHEAST BU,Tier 2 - GM Pause,
22,234,1537,EAST BU,Tier 2 - GM Pause,
54,430,1538,WEST BU,Tier 1 - ISA On in Total Store,
19,213,1539,NORTH BU,Tier 3 - Total Store ISA Pause,
19,201,1540,NORTH BU,Tier 1 - ISA On in Total Store,
9,107,1541,SOUTHEAST BU,Tier 2 - GM Pause,
53,196,1542,NORTH BU,Tier 2 - GM Pause,
54,430,1543,WEST BU,Tier 1 - ISA On in Total Store,
75,320,1544,EAST BU,Tier 2 - GM Pause,
52,412,1545,WEST BU,Tier 3 - Total Store ISA Pause,
52,426,1546,WEST BU,Tier 1 - ISA On in Total Store,
21,246,1547,NORTH BU,Tier 2 - GM Pause,
25,262,1548,NORTH BU,Tier 2 - GM Pause,
46,368,1549,SOUTWEST BU,Tier 2 - GM Pause,
54,388,1550,WEST BU,Tier 1 - ISA On in Total Store,
53,435,1551,NORTH BU,Tier 3 - Total Store ISA Pause,
26,308,1552,EAST BU,Tier 1 - ISA On in Total Store,
25,264,1553,NORTH BU,Tier 2 - GM Pause,
56,452,1554,WEST BU,Tier 1 - ISA On in Total Store,
57,463,1555,WEST BU,Tier 1 - ISA On in Total Store,
25,266,1556,NORTH BU,Tier 3 - Total Store ISA Pause,
25,482,1557,NORTH BU,Tier 2 - GM Pause,
26,298,1558,EAST BU,Tier 2 - GM Pause,
57,394,1559,WEST BU,Tier 1 - ISA On in Total Store,
57,396,1560,WEST BU,Tier 1 - ISA On in Total Store,
12,145,1561,SOUTHEAST BU,Tier 2 - GM Pause,
52,424,1562,WEST BU,Tier 1 - ISA On in Total Store,
57,448,1563,WEST BU,Tier 1 - ISA On in Total Store,
21,218,1564,NORTH BU,Tier 2 - GM Pause,
54,427,1565,WEST BU,Tier 1 - ISA On in Total Store,
21,247,1566,NORTH BU,Tier 2 - GM Pause,
54,427,1567,WEST BU,Tier 1 - ISA On in Total Store,
20,229,1568,NORTH BU,Tier 2 - GM Pause,
41,259,1569,NORTH BU,Tier 1 - ISA On in Total Store,
21,248,1570,NORTH BU,Tier 2 - GM Pause,
53,442,1571,NORTH BU,Tier 2 - GM Pause,
54,582,1572,WEST BU,Tier 1 - ISA On in Total Store,
46,405,1573,SOUTWEST BU,Tier 2 - GM Pause,
57,447,1574,WEST BU,Tier 1 - ISA On in Total Store,
56,457,1575,WEST BU,Tier 2 - GM Pause,
19,238,1576,NORTH BU,Tier 2 - GM Pause,
52,424,1577,WEST BU,Tier 1 - ISA On in Total Store,
2,23,1578,SOUTHEAST BU,Tier 1 - ISA On in Total Store,Requested per MM
26,296,1579,EAST BU,Tier 1 - ISA On in Total Store,
25,249,1580,NORTH BU,Tier 2 - GM Pause,
54,427,1581,WEST BU,Tier 1 - ISA On in Total Store,
57,449,1583,WEST BU,Tier 1 - ISA On in Total Store,
57,396,1584,WEST BU,Tier 2 - GM Pause,
47,429,1585,WEST BU,Tier 2 - GM Pause,
2,26,1586,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
56,450,1587,WEST BU,Tier 1 - ISA On in Total Store,
57,445,1588,WEST BU,Tier 2 - GM Pause,
9,108,1589,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,553,1590,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
22,234,1591,EAST BU,Tier 2 - GM Pause,
19,205,1592,NORTH BU,Tier 1 - ISA On in Total Store,
19,202,1593,NORTH BU,Tier 2 - GM Pause,
21,219,1594,NORTH BU,Tier 1 - ISA On in Total Store,
21,217,1595,NORTH BU,Tier 2 - GM Pause,
25,265,1596,NORTH BU,Tier 1 - ISA On in Total Store,
44,356,1597,SOUTWEST BU,Tier 2 - GM Pause,
46,370,1598,SOUTWEST BU,Tier 2 - GM Pause,
40,362,1599,NORTH BU,Tier 2 - GM Pause,
57,447,1600,WEST BU,Tier 1 - ISA On in Total Store,
25,482,1601,NORTH BU,Tier 1 - ISA On in Total Store,
25,275,1602,NORTH BU,Tier 1 - ISA On in Total Store,
4,42,1603,EAST BU,Tier 2 - GM Pause,
54,430,1604,WEST BU,Tier 1 - ISA On in Total Store,
14,14,1605,SOUTHEAST BU,Tier 2 - GM Pause,
2,119,1606,SOUTHEAST BU,Tier 2 - GM Pause,
22,237,1607,EAST BU,Tier 2 - GM Pause,
56,457,1608,WEST BU,Tier 2 - GM Pause,
52,419,1609,WEST BU,Tier 1 - ISA On in Total Store,
17,192,1610,EAST BU,Tier 2 - GM Pause,
19,205,1611,NORTH BU,Tier 1 - ISA On in Total Store,
46,366,1612,SOUTWEST BU,Tier 2 - GM Pause,
26,308,1613,EAST BU,Tier 2 - GM Pause,
26,297,1614,EAST BU,Tier 2 - GM Pause,
56,452,1615,WEST BU,Tier 1 - ISA On in Total Store,
56,457,1616,WEST BU,Tier 2 - GM Pause,
54,381,1617,WEST BU,Tier 1 - ISA On in Total Store,
19,238,1618,NORTH BU,Tier 2 - GM Pause,
17,192,1619,EAST BU,Tier 2 - GM Pause,
14,14,1620,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
52,418,1621,WEST BU,Tier 1 - ISA On in Total Store,
19,213,1622,NORTH BU,Tier 2 - GM Pause,
17,226,1623,EAST BU,Tier 2 - GM Pause,
57,447,1624,WEST BU,Tier 2 - GM Pause,
52,426,1625,WEST BU,Tier 1 - ISA On in Total Store,
44,352,1626,SOUTWEST BU,Tier 1 - ISA On in Total Store,
