Store,Item Nbr,# of Whse Packs
1733,676597873,7
1733,676597874,7
1735,676597872,6
1735,676597873,5
1735,676597874,6
1736,676597872,6
1736,676597873,5
1736,676597874,6
1738,676597872,6
1738,676597873,6
1738,676597874,6
1739,676597872,6
1739,676597873,7
1739,676597874,8
1740,676597872,6
1740,676597873,5
1740,676597874,6
1741,676597872,6
1741,676597873,6
1741,676597874,6
1748,676597872,6
1748,676597873,7
1748,676597874,7
1749,676597872,6
1749,676597873,6
1749,676597874,6
1752,676597872,6
1752,676597873,5
1752,676597874,6
1753,676597872,6
1753,676597873,7
1753,676597874,8
1757,676597872,6
1757,676597873,6
1757,676597874,6
1758,676597872,6
1758,676597873,5
1758,676597874,6
1763,676597872,6
1763,676597873,5
1763,676597874,6
1765,676597872,6
1765,676597873,5
1765,676597874,6
1767,676597872,6
1767,676597873,7
1767,676597874,7
1768,676597872,6
1768,676597873,7
1768,676597874,7
1769,676597872,6
1769,676597873,5
1769,676597874,6
1773,676597872,6
1773,676597873,5
1773,676597874,6
1775,676597872,6
1775,676597873,7
1775,676597874,7
1777,676597872,6
1777,676597873,5
1777,676597874,6
1778,676597872,6
1778,676597873,7
1778,676597874,8
1781,676597872,6
1781,676597873,7
1781,676597874,7
1782,676597872,6
1782,676597873,6
1782,676597874,6
1784,676597872,6
1784,676597873,6
1784,676597874,6
1788,676597872,6
1788,676597873,7
1788,676597874,8
1789,676597872,6
1789,676597873,7
1789,676597874,7
1792,676597872,6
1792,676597873,7
1792,676597874,7
1796,676597872,6
1796,676597873,6
1796,676597874,6
1797,676597872,6
1797,676597873,7
1797,676597874,8
1798,676597872,6
1798,676597873,5
1798,676597874,6
1804,676597872,6
1804,676597873,5
1804,676597874,6
1805,676597872,6
1805,676597873,5
1805,676597874,6
1806,676597872,6
1806,676597873,7
1806,676597874,8
1807,676597872,6
1807,676597873,7
1807,676597874,8
1810,676597872,6
1810,676597873,7
1810,676597874,8
1817,676597872,6
1817,676597873,7
1817,676597874,8
1819,676597872,6
1819,676597873,6
1819,676597874,6
1823,676597872,6
1823,676597873,7
1823,676597874,8
1825,676597872,6
1825,676597873,5
1825,676597874,6
1828,676597872,6
1828,676597873,5
1828,676597874,6
1831,676597872,6
1831,676597873,5
1831,676597874,6
1834,676597872,6
1834,676597873,7
1834,676597874,8
1835,676597872,6
1835,676597873,7
1835,676597874,8
1836,676597872,6
1836,676597873,7
1836,676597874,8
1837,676597872,6
1837,676597873,5
1837,676597874,6
1841,676597872,6
1841,676597873,7
1841,676597874,7
1842,676597872,6
1842,676597873,5
1842,676597874,6
1846,676597872,6
1846,676597873,7
1846,676597874,8
1849,676597872,6
1849,676597873,5
1849,676597874,6
1850,676597872,6
1850,676597873,7
1850,676597874,7
1856,676597872,6
1856,676597873,7
1856,676597874,8
1860,676597872,6
1860,676597873,7
1860,676597874,7
1862,676597872,6
1862,676597873,7
1862,676597874,8
1863,676597872,6
1863,676597873,5
1863,676597874,6
1868,676597872,6
1868,676597873,7
1868,676597874,8
1870,676597872,6
1870,676597873,5
1870,676597874,6
1871,676597872,6
1871,676597873,7
1871,676597874,8
1872,676597872,6
1872,676597873,7
1872,676597874,8
1879,676597872,6
1879,676597873,7
1879,676597874,8
1882,676597872,6
1882,676597873,5
1882,676597874,6
1883,676597872,6
1883,676597873,5
1883,676597874,6
1884,676597872,6
1884,676597873,7
1884,676597874,8
1885,676597872,6
1885,676597873,6
1885,676597874,6
1886,676597872,6
1886,676597873,6
1886,676597874,6
1888,676597872,6
1888,676597873,7
1888,676597874,8
1890,676597872,6
1890,676597873,7
1890,676597874,7
1891,676597872,6
1891,676597873,7
1891,676597874,7
1899,676597872,6
1899,676597873,7
1899,676597874,7
1901,676597872,6
1901,676597873,7
1901,676597874,8
1904,676597872,6
1904,676597873,5
1904,676597874,6
1907,676597872,6
1907,676597873,7
1907,676597874,8
1909,676597872,6
1909,676597873,6
1909,676597874,6
1913,676597872,6
1913,676597873,5
1913,676597874,6
1914,676597872,6
1914,676597873,5
1914,676597874,6
1915,676597872,6
1915,676597873,6
1915,676597874,6
1923,676597872,6
1923,676597873,5
1923,676597874,6
1926,676597872,6
1926,676597873,5
1926,676597874,6
1929,676597872,6
1929,676597873,5
1929,676597874,6
1931,676597872,6
1931,676597873,7
1931,676597874,8
1935,676597872,6
1935,676597873,7
1935,676597874,7
1937,676597872,6
1937,676597873,5
1937,676597874,6
1939,676597872,6
1939,676597873,7
1939,676597874,8
1940,676597872,6
1940,676597873,7
1940,676597874,8
1941,676597872,6
1941,676597873,7
1941,676597874,8
1947,676597872,6
1947,676597873,5
1947,676597874,6
1948,676597872,6
1948,676597873,5
1948,676597874,6
1954,676597872,6
1954,676597873,7
1954,676597874,7
1959,676597872,6
1959,676597873,5
1959,676597874,6
1961,676597872,6
1961,676597873,5
1961,676597874,6
1964,676597872,6
1964,676597873,7
1964,676597874,8
1966,676597872,6
1966,676597873,6
1966,676597874,6
1968,676597872,6
1968,676597873,6
1968,676597874,6
1971,676597872,6
1971,676597873,7
1971,676597874,7
1980,676597872,6
1980,676597873,7
1980,676597874,8
1982,676597872,6
1982,676597873,5
1982,676597874,6
1984,676597872,6
1984,676597873,7
1984,676597874,8
1985,676597872,6
1985,676597873,7
1985,676597874,8
1987,676597872,6
1987,676597873,7
1987,676597874,7
1995,676597872,6
1995,676597873,7
1995,676597874,8
1997,676597872,6
1997,676597873,7
1997,676597874,8
1999,676597872,6
1999,676597873,7
1999,676597874,7
2004,676597872,6
2004,676597873,7
2004,676597874,7
2005,676597872,6
2005,676597873,7
2005,676597874,8
2012,676597872,6
2012,676597873,6
2012,676597874,6
2019,676597872,6
2019,676597873,7
2019,676597874,7
2021,676597872,6
2021,676597873,5
2021,676597874,6
2022,676597872,6
2022,676597873,7
2022,676597874,8
2023,676597872,6
2023,676597873,7
2023,676597874,7
2024,676597872,6
2024,676597873,6
2024,676597874,6
2025,676597872,6
2025,676597873,6
2025,676597874,6
2036,676597872,6
2036,676597873,5
2036,676597874,6
2037,676597872,6
2037,676597873,7
2037,676597874,8
2048,676597872,6
2048,676597873,5
2048,676597874,6
2049,676597872,6
2049,676597873,7
2049,676597874,8
2056,676597872,6
2056,676597873,7
2056,676597874,8
2059,676597872,6
2059,676597873,7
2059,676597874,7
2062,676597872,6
2062,676597873,5
2062,676597874,6
2063,676597872,6
2063,676597873,7
2063,676597874,7
2064,676597872,6
2064,676597873,7
2064,676597874,8
2068,676597872,6
2068,676597873,7
2068,676597874,7
2069,676597872,6
2069,676597873,5
2069,676597874,6
2070,676597872,6
2070,676597873,6
2070,676597874,6
2071,676597872,6
2071,676597873,7
2071,676597874,7
2074,676597872,6
2074,676597873,7
2074,676597874,8
2075,676597872,6
2075,676597873,5
2075,676597874,6
2078,676597872,6
2078,676597873,7
2078,676597874,7
2079,676597872,6
2079,676597873,7
2079,676597874,7
2081,676597872,6
2081,676597873,5
2081,676597874,6
2088,676597872,6
2088,676597873,6
2088,676597874,6
2089,676597872,6
2089,676597873,5
2089,676597874,6
2093,676597872,6
2093,676597873,7
2093,676597874,8
2094,676597872,6
2094,676597873,7
2094,676597874,8
2095,676597872,6
2095,676597873,7
2095,676597874,8
2097,676597872,6
2097,676597873,5
2097,676597874,6
2098,676597872,6
2098,676597873,5
2098,676597874,6
2102,676597872,6
2102,676597873,5
2102,676597874,6
2103,676597872,6
2103,676597873,5
2103,676597874,6
2104,676597872,6
2104,676597873,7
2104,676597874,8
2107,676597872,6
2107,676597873,5
2107,676597874,6
2111,676597872,6
2111,676597873,7
2111,676597874,7
2112,676597872,6
2112,676597873,5
2112,676597874,6
2115,676597872,6
2115,676597873,5
2115,676597874,6
2122,676597872,6
2122,676597873,5
2122,676597874,6
2123,676597872,6
2123,676597873,5
2123,676597874,6
2124,676597872,6
2124,676597873,5
2124,676597874,6
2127,676597872,6
2127,676597873,7
2127,676597874,7
2129,676597872,6
2129,676597873,7
2129,676597874,7
2131,676597872,6
2131,676597873,6
2131,676597874,6
2134,676597872,6
2134,676597873,7
2134,676597874,7
2137,676597872,6
2137,676597873,5
2137,676597874,6
2140,676597872,6
2140,676597873,5
2140,676597874,6
2141,676597872,6
2141,676597873,7
2141,676597874,7
2145,676597872,6
2145,676597873,5
2145,676597874,6
2147,676597872,6
2147,676597873,7
2147,676597874,7
2153,676597872,6
2153,676597873,7
2153,676597874,7
2157,676597872,6
2157,676597873,7
2157,676597874,8
2158,676597872,6
2158,676597873,5
2158,676597874,6
2164,676597872,6
2164,676597873,7
2164,676597874,7
2166,676597872,6
2166,676597873,7
2166,676597874,7
2169,676597872,6
2169,676597873,5
2169,676597874,6
2174,676597872,6
2174,676597873,7
2174,676597874,8
2175,676597872,6
2175,676597873,7
2175,676597874,8
2181,676597872,6
2181,676597873,5
2181,676597874,6
2185,676597872,6
2185,676597873,5
2185,676597874,6
2189,676597872,6
2189,676597873,6
2189,676597874,6
2193,676597872,6
2193,676597873,5
2193,676597874,6
2195,676597872,6
2195,676597873,5
2195,676597874,6
2196,676597872,6
2196,676597873,7
2196,676597874,7
2201,676597872,6
2201,676597873,7
2201,676597874,7
2202,676597872,6
2202,676597873,7
2202,676597874,8
2204,676597872,6
2204,676597873,5
2204,676597874,6
2205,676597872,6
2205,676597873,6
2205,676597874,6
2208,676597872,6
2208,676597873,7
2208,676597874,7
2209,676597872,6
2209,676597873,5
2209,676597874,6
2210,676597872,6
2210,676597873,5
2210,676597874,6
2214,676597872,6
2214,676597873,6
2214,676597874,6
2221,676597872,6
2221,676597873,5
2221,676597874,6
2225,676597872,6
2225,676597873,7
2225,676597874,8
2231,676597872,6
2231,676597873,5
2231,676597874,6
2233,676597872,6
2233,676597873,5
2233,676597874,6
2234,676597872,6
2234,676597873,7
2234,676597874,7
2239,676597872,6
2239,676597873,5
2239,676597874,6
2242,676597872,6
2242,676597873,7
2242,676597874,7
2245,676597872,6
2245,676597873,7
2245,676597874,8
2247,676597872,6
2247,676597873,6
2247,676597874,6
2253,676597872,6
2253,676597873,7
2253,676597874,8
2255,676597872,6
2255,676597873,5
2255,676597874,6
2259,676597872,6
2259,676597873,7
2259,676597874,8
2262,676597872,6
2262,676597873,7
2262,676597874,7
2263,676597872,6
2263,676597873,5
2263,676597874,6
2264,676597872,6
2264,676597873,5
2264,676597874,6
2265,676597872,6
2265,676597873,6
2265,676597874,6
2269,676597872,6
2269,676597873,7
2269,676597874,7
2270,676597872,6
2270,676597873,7
2270,676597874,8
2271,676597872,6
2271,676597873,5
2271,676597874,6
2272,676597872,6
2272,676597873,5
2272,676597874,6
2274,676597872,6
2274,676597873,7
2274,676597874,8
2275,676597872,6
2275,676597873,5
2275,676597874,6
2278,676597872,6
2278,676597873,5
2278,676597874,6
2279,676597872,6
2279,676597873,6
2279,676597874,6
2285,676597872,6
2285,676597873,7
2285,676597874,7
2294,676597872,6
2294,676597873,7
2294,676597874,7
2299,676597872,6
2299,676597873,7
2299,676597874,8
2300,676597872,6
2300,676597873,6
2300,676597874,6
2307,676597872,6
2307,676597873,5
2307,676597874,6
2312,676597872,6
2312,676597873,5
2312,676597874,6
2323,676597872,6
2323,676597873,7
2323,676597874,7
2325,676597872,6
2325,676597873,7
2325,676597874,8
2331,676597872,6
2331,676597873,7
2331,676597874,8
2336,676597872,6
2336,676597873,5
2336,676597874,6
2338,676597872,6
2338,676597873,7
2338,676597874,7
2340,676597872,6
2340,676597873,7
2340,676597874,8
2362,676597872,6
2362,676597873,5
2362,676597874,6
2366,676597872,6
2366,676597873,7
2366,676597874,8
2369,676597872,6
2369,676597873,7
2369,676597874,7
2370,676597872,6
2370,676597873,5
2370,676597874,6
2385,676597872,6
2385,676597873,6
2385,676597874,6
2386,676597872,6
2386,676597873,7
2386,676597874,7
2387,676597872,6
2387,676597873,5
2387,676597874,6
2396,676597872,6
2396,676597873,5
2396,676597874,6
2399,676597872,6
2399,676597873,5
2399,676597874,6
2405,676597872,6
2405,676597873,7
2405,676597874,8
2420,676597872,6
2420,676597873,6
2420,676597874,6
2421,676597872,6
2421,676597873,7
2421,676597874,7
2426,676597872,6
2426,676597873,5
2426,676597874,6
2427,676597872,6
2427,676597873,5
2427,676597874,6
2428,676597872,6
2428,676597873,5
2428,676597874,6
2431,676597872,6
2431,676597873,5
2431,676597874,6
2432,676597872,6
2432,676597873,5
2432,676597874,6
2435,676597872,6
2435,676597873,7
2435,676597874,7
2437,676597872,6
2437,676597873,7
2437,676597874,7
2442,676597872,6
2442,676597873,5
2442,676597874,6
2444,676597872,6
2444,676597873,7
2444,676597874,8
2445,676597872,6
2445,676597873,7
2445,676597874,7
2446,676597872,6
2446,676597873,5
2446,676597874,6
2448,676597872,6
2448,676597873,5
2448,676597874,6
2459,676597872,6
2459,676597873,5
2459,676597874,6
2472,676597872,6
2472,676597873,5
2472,676597874,6
2475,676597872,6
2475,676597873,5
2475,676597874,6
2480,676597872,6
2480,676597873,7
2480,676597874,8
2482,676597872,6
2482,676597873,5
2482,676597874,6
2493,676597872,6
2493,676597873,5
2493,676597874,6
2497,676597872,6
2497,676597873,5
2497,676597874,6
2502,676597872,6
2502,676597873,7
2502,676597874,7
2503,676597872,6
2503,676597873,6
2503,676597874,6
2504,676597872,6
2504,676597873,5
2504,676597874,6
2512,676597872,6
2512,676597873,6
2512,676597874,6
2513,676597872,6
2513,676597873,6
2513,676597874,6
2528,676597872,6
2528,676597873,7
2528,676597874,8
2532,676597872,6
2532,676597873,5
2532,676597874,6
2534,676597872,6
2534,676597873,5
2534,676597874,6
2535,676597872,6
2535,676597873,5
2535,676597874,6
2543,676597872,6
2543,676597873,6
2543,676597874,6
2545,676597872,6
2545,676597873,7
2545,676597874,8
2548,676597872,6
2548,676597873,5
2548,676597874,6
2560,676597872,6
2560,676597873,7
2560,676597874,7
2561,676597872,6
2561,676597873,7
2561,676597874,8
2574,676597872,6
2574,676597873,6
2574,676597874,6
2577,676597872,6
2577,676597873,5
2577,676597874,6
2581,676597872,6
2581,676597873,5
2581,676597874,6
2588,676597872,6
2588,676597873,7
2588,676597874,7
2592,676597872,6
2592,676597873,6
2592,676597874,6
2593,676597872,6
2593,676597873,7
2593,676597874,8
2597,676597872,6
2597,676597873,5
2597,676597874,6
2600,676597872,6
2600,676597873,5
2600,676597874,6
2611,676597872,6
2611,676597873,5
2611,676597874,6
2612,676597872,6
2612,676597873,6
2612,676597874,6
2614,676597872,6
2614,676597873,7
2614,676597874,7
2615,676597872,6
2615,676597873,5
2615,676597874,6
2616,676597872,6
2616,676597873,5
2616,676597874,6
2630,676597872,6
2630,676597873,5
2630,676597874,6
2632,676597872,6
2632,676597873,5
2632,676597874,6
2637,676597872,6
2637,676597873,5
2637,676597874,6
2642,676597872,6
2642,676597873,5
2642,676597874,6
2644,676597872,6
2644,676597873,5
2644,676597874,6
2651,676597872,6
2651,676597873,5
2651,676597874,6
2658,676597872,6
2658,676597873,7
2658,676597874,8
2662,676597872,6
2662,676597873,5
2662,676597874,6
2663,676597872,6
2663,676597873,6
2663,676597874,6
2667,676597872,6
2667,676597873,5
2667,676597874,6
2668,676597872,6
2668,676597873,6
2668,676597874,6
2679,676597872,6
2679,676597873,5
2679,676597874,6
2686,676597872,6
2686,676597873,5
2686,676597874,6
2687,676597872,6
2687,676597873,5
2687,676597874,6
2688,676597872,6
2688,676597873,7
2688,676597874,8
2690,676597872,6
2690,676597873,6
2690,676597874,6
2693,676597872,6
2693,676597873,7
2693,676597874,8
2694,676597872,6
2694,676597873,5
2694,676597874,6
2704,676597872,6
2704,676597873,5
2704,676597874,6
2706,676597872,6
2706,676597873,7
2706,676597874,7
2714,676597872,6
2714,676597873,5
2714,676597874,6
2715,676597872,6
2715,676597873,7
2715,676597874,8
2716,676597872,6
2716,676597873,5
2716,676597874,6
2720,676597872,6
2720,676597873,6
2720,676597874,6
2722,676597872,6
2722,676597873,7
2722,676597874,7
2723,676597872,6
2723,676597873,5
2723,676597874,6
2726,676597872,6
2726,676597873,5
2726,676597874,6
2728,676597872,6
2728,676597873,5
2728,676597874,6
2729,676597872,6
2729,676597873,7
2729,676597874,8
2735,676597872,6
2735,676597873,5
2735,676597874,6
2751,676597872,6
2751,676597873,5
2751,676597874,6
2755,676597872,6
2755,676597873,7
2755,676597874,7
2757,676597872,6
2757,676597873,7
2757,676597874,7
2758,676597872,6
2758,676597873,5
2758,676597874,6
2767,676597872,6
2767,676597873,7
2767,676597874,7
2777,676597872,6
2777,676597873,7
2777,676597874,7
2786,676597872,6
2786,676597873,5
2786,676597874,6
2787,676597872,6
2787,676597873,5
2787,676597874,6
2788,676597872,6
2788,676597873,7
2788,676597874,7
2789,676597872,6
2789,676597873,5
2789,676597874,6
2790,676597872,6
2790,676597873,6
2790,676597874,6
2793,676597872,6
2793,676597873,6
2793,676597874,6
2803,676597872,6
2803,676597873,6
2803,676597874,6
2804,676597872,6
2804,676597873,5
2804,676597874,6
2812,676597872,6
2812,676597873,7
2812,676597874,7
2813,676597872,6
2813,676597873,7
2813,676597874,8
2814,676597872,6
2814,676597873,7
2814,676597874,8
2821,676597872,6
2821,676597873,5
2821,676597874,6
2823,676597872,6
2823,676597873,7
2823,676597874,7
2827,676597872,6
2827,676597873,5
2827,676597874,6
2835,676597872,6
2835,676597873,5
2835,676597874,6
2836,676597872,6
2836,676597873,5
2836,676597874,6
2838,676597872,6
2838,676597873,7
2838,676597874,8
2840,676597872,6
2840,676597873,5
2840,676597874,6
2846,676597872,6
2846,676597873,5
2846,676597874,6
2850,676597872,6
2850,676597873,7
2850,676597874,8
2852,676597872,6
2852,676597873,5
2852,676597874,6
2862,676597872,6
2862,676597873,7
2862,676597874,7
2872,676597872,6
2872,676597873,5
2872,676597874,6
2873,676597872,6
2873,676597873,5
2873,676597874,6
2874,676597872,6
2874,676597873,6
2874,676597874,6
2875,676597872,6
2875,676597873,5
2875,676597874,6
2881,676597872,6
2881,676597873,6
2881,676597874,6
2884,676597872,6
2884,676597873,7
2884,676597874,8
2889,676597872,6
2889,676597873,5
2889,676597874,6
2891,676597872,6
2891,676597873,5
2891,676597874,6
2892,676597872,6
2892,676597873,7
2892,676597874,7
2893,676597872,6
2893,676597873,5
2893,676597874,6
2910,676597872,6
2910,676597873,7
2910,676597874,7
2912,676597872,6
2912,676597873,5
2912,676597874,6
2914,676597872,6
2914,676597873,7
2914,676597874,7
2918,676597872,6
2918,676597873,5
2918,676597874,6
2921,676597872,6
2921,676597873,7
2921,676597874,8
2922,676597872,6
2922,676597873,7
2922,676597874,8
2924,676597872,6
2924,676597873,7
2924,676597874,7
2929,676597872,6
2929,676597873,7
2929,676597874,7
2937,676597872,6
2937,676597873,6
2937,676597874,6
2938,676597872,6
2938,676597873,5
2938,676597874,6
2950,676597872,6
2950,676597873,7
2950,676597874,7
2951,676597872,6
2951,676597873,7
2951,676597874,7
2953,676597872,6
2953,676597873,7
2953,676597874,8
2955,676597872,6
2955,676597873,5
2955,676597874,6
2964,676597872,6
2964,676597873,7
2964,676597874,8
2966,676597872,6
2966,676597873,5
2966,676597874,6
2973,676597872,6
2973,676597873,5
2973,676597874,6
2978,676597872,6
2978,676597873,5
2978,676597874,6
2980,676597872,6
2980,676597873,5
2980,676597874,6
2986,676597872,6
2986,676597873,6
2986,676597874,6
3004,676597872,6
3004,676597873,5
3004,676597874,6
3017,676597872,6
3017,676597873,5
3017,676597874,6
3043,676597872,6
3043,676597873,5
3043,676597874,6
3049,676597872,6
3049,676597873,5
3049,676597874,6
3050,676597872,6
3050,676597873,5
3050,676597874,6
3055,676597872,6
3055,676597873,6
3055,676597874,6
3057,676597872,6
3057,676597873,5
3057,676597874,6
3077,676597872,6
3077,676597873,7
3077,676597874,8
3081,676597872,6
3081,676597873,5
3081,676597874,6
3088,676597872,6
3088,676597873,5
3088,676597874,6
3093,676597872,6
3093,676597873,7
3093,676597874,8
3101,676597872,6
3101,676597873,5
3101,676597874,6
3103,676597872,6
3103,676597873,5
3103,676597874,6
3112,676597872,6
3112,676597873,5
3112,676597874,6
3119,676597872,6
3119,676597873,7
3119,676597874,7
3136,676597872,6
3136,676597873,5
3136,676597874,6
3139,676597872,6
3139,676597873,5
3139,676597874,6
3144,676597872,6
3144,676597873,5
3144,676597874,6
3151,676597872,6
3151,676597873,5
3151,676597874,6
3152,676597872,6
3152,676597873,5
3152,676597874,6
3159,676597872,6
3159,676597873,7
3159,676597874,8
3161,676597872,6
3161,676597873,5
3161,676597874,6
3176,676597872,6
3176,676597873,5
3176,676597874,6
3179,676597872,6
3179,676597873,5
3179,676597874,6
3188,676597872,6
3188,676597873,5
3188,676597874,6
3192,676597872,6
3192,676597873,5
3192,676597874,6
3206,676597872,6
3206,676597873,5
3206,676597874,6
3207,676597872,6
3207,676597873,5
3207,676597874,6
3208,676597872,6
3208,676597873,5
3208,676597874,6
3209,676597872,6
3209,676597873,6
3209,676597874,6
3212,676597872,6
3212,676597873,5
3212,676597874,6
3214,676597872,6
3214,676597873,5
3214,676597874,6
3217,676597872,6
3217,676597873,5
3217,676597874,6
3218,676597872,6
3218,676597873,7
3218,676597874,7
3220,676597872,6
3220,676597873,7
3220,676597874,8
3221,676597872,6
3221,676597873,5
3221,676597874,6
3224,676597872,6
3224,676597873,5
3224,676597874,6
3230,676597872,6
3230,676597873,7
3230,676597874,8
3232,676597872,6
3232,676597873,6
3232,676597874,6
3235,676597872,6
3235,676597873,5
3235,676597874,6
3236,676597872,6
3236,676597873,5
3236,676597874,6
3237,676597872,6
3237,676597873,7
3237,676597874,8
3238,676597872,6
3238,676597873,5
3238,676597874,6
3239,676597872,6
3239,676597873,7
3239,676597874,8
3243,676597872,6
3243,676597873,7
3243,676597874,8
3245,676597872,6
3245,676597873,7
3245,676597874,8
3247,676597872,6
3247,676597873,5
3247,676597874,6
3248,676597872,6
3248,676597873,7
3248,676597874,8
3251,676597872,6
3251,676597873,5
3251,676597874,6
3254,676597872,6
3254,676597873,7
3254,676597874,8
3255,676597872,6
3255,676597873,5
3255,676597874,6
3262,676597872,6
3262,676597873,5
3262,676597874,6
3271,676597872,6
3271,676597873,6
3271,676597874,6
3273,676597872,6
3273,676597873,5
3273,676597874,6
3274,676597872,6
3274,676597873,5
3274,676597874,6
3277,676597872,6
3277,676597873,7
3277,676597874,7
3278,676597872,6
3278,676597873,7
3278,676597874,7
3279,676597872,6
3279,676597873,5
3279,676597874,6
3282,676597872,6
3282,676597873,7
3282,676597874,7
3283,676597872,6
3283,676597873,6
3283,676597874,6
3286,676597872,6
3286,676597873,5
3286,676597874,6
3287,676597872,6
3287,676597873,5
3287,676597874,6
3294,676597872,6
3294,676597873,5
3294,676597874,6
3297,676597872,6
3297,676597873,5
3297,676597874,6
3309,676597872,6
3309,676597873,5
3309,676597874,6
3329,676597872,6
3329,676597873,7
3329,676597874,8
3334,676597872,6
3334,676597873,5
3334,676597874,6
3336,676597872,6
3336,676597873,5
3336,676597874,6
3338,676597872,6
3338,676597873,5
3338,676597874,6
3341,676597872,6
3341,676597873,5
3341,676597874,6
3344,676597872,6
3344,676597873,7
3344,676597874,8
3347,676597872,6
3347,676597873,7
3347,676597874,7
3354,676597872,6
3354,676597873,5
3354,676597874,6
3355,676597872,6
3355,676597873,5
3355,676597874,6
3357,676597872,6
3357,676597873,5
3357,676597874,6
3370,676597872,6
3370,676597873,5
3370,676597874,6
3372,676597872,6
3372,676597873,5
3372,676597874,6
3377,676597872,6
3377,676597873,5
3377,676597874,6
3380,676597872,6
3380,676597873,5
3380,676597874,6
3386,676597872,6
3386,676597873,7
3386,676597874,7
3403,676597872,6
3403,676597873,7
3403,676597874,8
3414,676597872,6
3414,676597873,5
3414,676597874,6
3430,676597872,6
3430,676597873,5
3430,676597874,6
3431,676597872,6
3431,676597873,7
3431,676597874,7
3439,676597872,6
3439,676597873,7
3439,676597874,7
3442,676597872,6
3442,676597873,5
3442,676597874,6
3443,676597872,6
3443,676597873,5
3443,676597874,6
3449,676597872,6
3449,676597873,5
3449,676597874,6
3453,676597872,6
3453,676597873,5
3453,676597874,6
3454,676597872,6
3454,676597873,7
3454,676597874,8
3460,676597872,6
3460,676597873,5
3460,676597874,6
3476,676597872,6
3476,676597873,5
3476,676597874,6
3482,676597872,6
3482,676597873,5
3482,676597874,6
3484,676597872,6
3484,676597873,7
3484,676597874,8
3486,676597872,6
3486,676597873,5
3486,676597874,6
3489,676597872,6
3489,676597873,5
3489,676597874,6
3492,676597872,6
3492,676597873,5
3492,676597874,6
3495,676597872,6
3495,676597873,7
3495,676597874,8
3497,676597872,6
3497,676597873,5
3497,676597874,6
3499,676597872,6
3499,676597873,5
3499,676597874,6
3502,676597872,6
3502,676597873,5
3502,676597874,6
3503,676597872,6
3503,676597873,7
3503,676597874,8
3504,676597872,6
3504,676597873,5
3504,676597874,6
3511,676597872,6
3511,676597873,7
3511,676597874,8
3512,676597872,6
3512,676597873,5
3512,676597874,6
3513,676597872,6
3513,676597873,5
3513,676597874,6
3514,676597872,6
3514,676597873,7
3514,676597874,7
3515,676597872,6
3515,676597873,5
3515,676597874,6
3520,676597872,6
3520,676597873,7
3520,676597874,8
3523,676597872,6
3523,676597873,7
3523,676597874,8
3525,676597872,6
3525,676597873,7
3525,676597874,8
3528,676597872,6
3528,676597873,5
3528,676597874,6
3534,676597872,6
3534,676597873,5
3534,676597874,6
3538,676597872,6
3538,676597873,7
3538,676597874,7
3541,676597872,6
3541,676597873,5
3541,676597874,6
3560,676597872,6
3560,676597873,7
3560,676597874,8
3566,676597872,6
3566,676597873,5
3566,676597874,6
3568,676597872,6
3568,676597873,7
3568,676597874,7
3569,676597872,6
3569,676597873,5
3569,676597874,6
3580,676597872,6
3580,676597873,5
3580,676597874,6
3582,676597872,6
3582,676597873,7
3582,676597874,8
3583,676597872,6
3583,676597873,5
3583,676597874,6
3587,676597872,6
3587,676597873,5
3587,676597874,6
3589,676597872,6
3589,676597873,5
3589,676597874,6
3590,676597872,6
3590,676597873,5
3590,676597874,6
3594,676597872,6
3594,676597873,5
3594,676597874,6
3597,676597872,6
3597,676597873,5
3597,676597874,6
3599,676597872,6
3599,676597873,5
3599,676597874,6
3602,676597872,6
3602,676597873,5
3602,676597874,6
3603,676597872,6
3603,676597873,5
3603,676597874,6
3605,676597872,6
3605,676597873,5
3605,676597874,6
3624,676597872,6
3624,676597873,5
3624,676597874,6
3631,676597872,6
3631,676597873,5
3631,676597874,6
3638,676597872,6
3638,676597873,5
3638,676597874,6
3644,676597872,6
3644,676597873,5
3644,676597874,6
3646,676597872,6
3646,676597873,5
3646,676597874,6
3655,676597872,6
3655,676597873,5
3655,676597874,6
3659,676597872,6
3659,676597873,7
3659,676597874,7
3703,676597872,6
3703,676597873,5
3703,676597874,6
3708,676597872,6
3708,676597873,5
3708,676597874,6
3713,676597872,6
3713,676597873,5
3713,676597874,6
3725,676597872,6
3725,676597873,5
3725,676597874,6
3727,676597872,6
3727,676597873,5
3727,676597874,6
3728,676597872,6
3728,676597873,5
3728,676597874,6
3740,676597872,6
3740,676597873,5
3740,676597874,6
3742,676597872,6
3742,676597873,5
3742,676597874,6
3747,676597872,6
3747,676597873,5
3747,676597874,6
3757,676597872,6
3757,676597873,7
3757,676597874,8
3760,676597872,6
3760,676597873,5
3760,676597874,6
3763,676597872,6
3763,676597873,7
3763,676597874,8
3772,676597872,6
3772,676597873,5
3772,676597874,6
3773,676597872,6
3773,676597873,7
3773,676597874,7
3774,676597872,6
3774,676597873,7
3774,676597874,7
3780,676597872,6
3780,676597873,7
3780,676597874,8
3785,676597872,6
3785,676597873,5
3785,676597874,6
3788,676597872,6
3788,676597873,5
3788,676597874,6
3795,676597872,6
3795,676597873,7
3795,676597874,8
3796,676597872,6
3796,676597873,7
3796,676597874,8
3804,676597872,6
3804,676597873,7
3804,676597874,7
