Store,GV Tomato Soup,GV Broth ,GV Trail Mix,GV Apple Juice,Clear American APPLE 1L,Clear American BLACK CHERRY 1L,Clear American GOLDEN PEACH 1L,GV PINTO BEANS,GV BLACK BEANS,GV KIDNEY BEAN,GV WHOLE KERNEL CORN,GV GREEN BEANS 14.5,GV CHUNK CHKN 2PK,GV SALTINES
1154,30,31,44793,Arrived,Arrived,Arrived,8/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1155,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1156,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1157,30,29,44794,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1158,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1160,30,29,44794,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1161,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
1162,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1163,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1164,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1165,31,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
1167,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1168,Arrived,29,44793,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1169,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1170,31,29,44794,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
1171,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1172,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1173,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1176,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1177,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W29
1178,30,30,44792,Arrived,8/22,8/22,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1179,Arrived,30,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1180,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1181,30,29,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1182,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1183,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1184,Arrived,29,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1185,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1186,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1187,30,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
1188,Arrived,Arrived,08/17-8/29,Arrived,Arrived,8/22,9/3,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1190,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1191,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1192,Arrived,29,08/18-8/20,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1193,30,29,Arrived,Arrived,Arrived,#N/A,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1194,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1195,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1196,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1197,30,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1198,30,31,44793,Arrived,8/22,Arrived,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1200,Arrived,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1201,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1202,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1203,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1204,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1205,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1206,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1207,Arrived,Arrived,44800,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1209,Arrived,Arrived,08/17-8/29,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1210,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W29
1211,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1212,Arrived,29,44793,Arrived,Arrived,8/26,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1213,Arrived,Arrived,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1214,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1215,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1216,30,31,44792,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1217,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1218,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1219,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1220,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1221,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
1222,Arrived,29,44793,Arrived,Arrived,8/26,8/22,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1223,Arrived,Arrived,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1224,Arrived,29,08/18-8/20,Arrived,Arrived,8/26,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1225,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1226,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1227,Arrived,Arrived,44800,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1228,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
1229,Arrived,Arrived,44795,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1230,Arrived,Arrived,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1231,30,31,44791,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
1232,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W29
1233,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1234,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1236,Arrived,Arrived,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1237,Arrived,Arrived,08/17-8/29,Arrived,8/22,8/22,8/22,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1238,Arrived,Arrived,08/17-8/29,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1239,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
1240,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1241,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
1242,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1243,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1244,Arrived,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1245,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1247,Arrived,30,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1248,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W29
1249,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W29
1252,30,31,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1253,30,31,Arrived,Arrived,Arrived,Arrived,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1254,30,31,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
1255,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1256,30,30,08/17-8/29,Arrived,Arrived,Arrived,8/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1257,30,30,Arrived,Arrived,9/3,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1259,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1260,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1261,Arrived,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1263,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1264,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
1266,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1267,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1268,Arrived,Arrived,Arrived,Arrived,8/22,8/22,8/22,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1270,Arrived,Arrived,44800,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1271,Arrived,29,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1272,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W30
1273,Arrived,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1274,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived, 8/18 - 8/25,N/A,W30
1276,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1277,30,30,44802,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1279,30,30,08/17-8/29,Arrived,Arrived,Arrived,8/22,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1280,Arrived,31,44791,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1281,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1282,30,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1283,Arrived,Arrived,Arrived,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1284,Arrived,29,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1285,Arrived,Arrived,44795,Arrived,Arrived,8/22,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,Arrived,N/A,W30
1286,30,Arrived,Arrived,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1287,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1288,Arrived,Arrived,08/17-8/21,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1289,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1290,Arrived,30,08/17-8/21,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1291,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1292,Arrived,Arrived,08/17-8/28,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1293,Arrived,Arrived,44800,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1294,30,29,44794,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1295,30,30,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,N/A,W30
1296,30,31,44793,8/23,Arrived,#N/A,8/22,8/18/22 - 8/27/22,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1297,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1298,Arrived,Arrived,08/17-8/29,Arrived,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1299,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1300,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1301,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1302,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1303,30,31,44793,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1304,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1305,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1306,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived,N/A,W29
1307,30,30,08/17-8/29,Arrived,Arrived,Arrived,8/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,Arrived,Arrived,Arrived,N/A,W30
1308,30,31,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1309,Arrived,Arrived,08/17-8/21,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1310,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W29
1311,Arrived,29,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1312,30,Arrived,Arrived,Arrived,8/22,Arrived,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1313,30,31,44793,8/23,Arrived,Arrived,8/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22,#N/A, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1314,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1315,Arrived,31,Arrived,Arrived,Arrived,8/22,8/22,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1316,30,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,N/A,W30
1317,31,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1318,31,30,08/17-8/29,8/23,9/3,8/26,9/3,8/18/22 - 8/27/22,8/18/22 - 8/27/22,8/18/22 - 8/27/22, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1319,Arrived,30,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1320,Arrived,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
1321,Arrived,Arrived,08/17-8/29,Arrived,8/22,8/22,8/22,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1322,Arrived,Arrived,Arrived,Arrived,9/3,8/22,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1324,30,30,44792,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1326,30,Arrived,08/17-8/29,Arrived,Arrived,#N/A,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1327,30,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1328,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W29
1329,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1330,30,30,44801,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1331,30,30,44801,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,N/A,W30
1332,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1333,30,30,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22,Arrived,Arrived, 8/18 - 8/25,Arrived,N/A,W30
1335,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1337,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1338,Arrived,29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1339,Arrived,Arrived,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived, 8/18 - 8/25,8/23/22 - 8/30/22,N/A
1340,30,29,08/17-8/29,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/18/22 - 8/27/22, 8/18 - 8/25,Arrived,8/23/22 - 8/30/22,N/A
1341,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,Arrived,8/23/22 - 8/30/22,N/A
