Store #,Expected Delivery Date,Quantity
533,07/15/2024,2
532,07/15/2024,2
521,07/15/2024,2
469,07/15/2024,2
415,07/15/2024,2
402,07/15/2024,2
386,07/15/2024,1
331,07/15/2024,2
312,07/15/2024,2
311,07/15/2024,2
310,07/15/2024,2
7342,07/12/2024,1
7324,07/12/2024,2
5925,07/12/2024,1
5740,07/12/2024,1
5716,07/12/2024,1
5703,07/12/2024,2
5098,07/12/2024,1
4672,07/12/2024,1
4657,07/12/2024,1
4648,07/12/2024,1
4581,07/12/2024,2
4407,07/12/2024,2
4318,07/12/2024,2
4210,07/12/2024,1
2760,07/12/2024,2
2690,07/12/2024,2
1493,07/12/2024,2
991,07/12/2024,2
938,07/12/2024,2
930,07/12/2024,2
866,07/12/2024,2
853,07/12/2024,1
562,07/12/2024,2
300,07/12/2024,2
287,07/12/2024,1
7099,07/09/2024,1
6588,07/09/2024,1
6577,07/09/2024,1
5832,07/09/2024,1
5774,07/09/2024,1
4129,07/09/2024,2
3616,07/09/2024,2
3483,07/09/2024,2
3042,07/09/2024,1
2938,07/09/2024,2
2665,07/09/2024,2
761,07/09/2024,2
553,07/09/2024,2
542,07/09/2024,2
540,07/09/2024,2
531,07/09/2024,2
502,07/09/2024,1
489,07/09/2024,2
485,07/09/2024,2
309,07/09/2024,2
6813,07/09/2024,1
5108,07/09/2024,1
3763,07/09/2024,2
2612,07/09/2024,2
5722,07/08/2024,1
5464,07/08/2024,1
5102,07/08/2024,1
5081,07/08/2024,1
5022,07/08/2024,2
3703,07/08/2024,1
3167,07/08/2024,2
2913,07/08/2024,2
2706,07/08/2024,2
1353,07/08/2024,2
1342,07/08/2024,2
1163,07/08/2024,2
1016,07/08/2024,2
989,07/08/2024,2
961,07/08/2024,2
912,07/08/2024,2
911,07/08/2024,2
909,07/08/2024,2
5960,07/08/2024,1
3136,07/08/2024,2
6587,07/08/2024,1
4105,07/08/2024,1
3661,07/08/2024,1
512,07/08/2024,2
3381,07/04/2024,1
1257,07/04/2024,1
1272,07/04/2024,1
898,07/04/2024,2
2891,07/04/2024,2
537,07/04/2024,2
3645,07/04/2024,1
608,07/04/2024,2
6898,07/04/2024,2
5702,07/04/2024,1
4299,07/04/2024,1
945,07/04/2024,2
861,07/04/2024,2
897,07/04/2024,2
7229,07/04/2024,1
5962,07/04/2024,1
5947,07/04/2024,2
5717,07/04/2024,1
4415,07/04/2024,1
4366,07/04/2024,1
2201,07/04/2024,2
1015,07/04/2024,2
964,07/04/2024,2
500,07/04/2024,2
513,07/04/2024,2
782,07/03/2024,2
626,07/03/2024,2
927,07/03/2024,2
600,07/03/2024,2
3826,07/03/2024,2
1051,07/03/2024,2
846,07/03/2024,1
443,07/03/2024,2
3384,07/03/2024,2
473,07/03/2024,1
461,07/03/2024,2
812,07/03/2024,2
447,07/03/2024,2
503,07/03/2024,2
900,07/03/2024,1
793,07/03/2024,2
1516,07/03/2024,2
5317,07/03/2024,2
4554,07/03/2024,2
3569,07/03/2024,2
1185,07/03/2024,2
1041,07/02/2024,1
404,07/02/2024,2
5480,07/02/2024,2
475,07/02/2024,2
5479,07/02/2024,2
781,07/02/2024,2
3169,07/02/2024,2
292,07/02/2024,2
4130,07/02/2024,2
290,07/02/2024,2
1303,07/02/2024,1
1154,07/02/2024,2
3170,07/02/2024,2
4163,07/02/2024,2
2991,07/02/2024,2
1046,07/02/2024,1
4219,07/02/2024,2
1042,07/02/2024,2
2133,07/02/2024,2
1253,07/02/2024,2
1129,07/02/2024,2
6159,07/01/2024,1
1296,07/01/2024,1
413,07/01/2024,2
4508,07/01/2024,2
6850,07/01/2024,1
395,07/01/2024,2
6786,07/01/2024,1
452,07/01/2024,2
397,07/01/2024,2
2765,07/01/2024,2
3567,07/01/2024,2
595,07/01/2024,1
5808,07/01/2024,2
5809,07/01/2024,2
3886,07/01/2024,2
429,07/01/2024,2
2763,07/01/2024,2
490,07/01/2024,2
470,07/01/2024,2
4112,07/01/2024,2
1000,07/01/2024,2
456,07/01/2024,2
4108,06/27/2024,2
100,06/27/2024,1
5490,06/27/2024,1
5226,06/27/2024,1
5224,06/27/2024,1
5146,06/27/2024,2
4162,06/27/2024,2
4131,06/27/2024,2
3888,06/27/2024,2
3112,06/27/2024,2
3107,06/27/2024,1
2864,06/27/2024,2
2835,06/27/2024,1
2599,06/27/2024,2
2239,06/27/2024,2
1198,06/27/2024,2
999,06/27/2024,2
765,06/27/2024,2
440,06/27/2024,1
5460,06/27/2024,2
6098,06/27/2024,1
442,06/27/2024,2
5898,06/27/2024,2
1494,06/27/2024,2
464,06/27/2024,2
4055,06/26/2024,2
3056,06/26/2024,2
901,06/26/2024,1
3391,06/26/2024,1
2769,06/26/2024,2
5290,06/26/2024,1
5245,06/26/2024,2
3279,06/26/2024,2
3106,06/26/2024,2
3058,06/26/2024,1
2404,06/26/2024,2
1803,06/26/2024,2
1347,06/26/2024,2
1313,06/26/2024,2
1235,06/26/2024,2
757,06/26/2024,2
865,06/26/2024,2
524,06/26/2024,2
465,06/26/2024,2
5144,06/26/2024,2
4056,06/26/2024,1
463,06/26/2024,2
4194,06/24/2024,2
330,06/24/2024,2
1098,06/24/2024,2
293,06/24/2024,2
446,06/24/2024,2
384,06/24/2024,2
5713,06/24/2024,2
3623,06/24/2024,2
3518,06/24/2024,2
554,06/24/2024,2
508,06/24/2024,2
3057,06/24/2024,2
1067,06/24/2024,2
4103,06/24/2024,2
385,06/24/2024,2
1150,06/24/2024,2
4115,06/24/2024,1
4102,06/24/2024,2
567,06/24/2024,2
1126,06/24/2024,2
457,06/20/2024,1
383,06/20/2024,1
449,06/20/2024,1
408,06/20/2024,2
478,06/20/2024,2
7361,06/20/2024,1
3572,06/20/2024,2
3510,06/20/2024,2
872,06/20/2024,2
1186,06/20/2024,2
5388,06/20/2024,2
808,06/20/2024,2
5116,06/20/2024,2
529,06/20/2024,2
3298,06/20/2024,2
504,06/20/2024,2
1062,06/20/2024,2
522,06/20/2024,2
4183,06/20/2024,2
322,06/20/2024,2
283,06/20/2024,1
651,06/20/2024,2
5246,06/19/2024,2
482,06/19/2024,2
4466,06/19/2024,1
2993,06/19/2024,2
915,06/19/2024,2
437,06/19/2024,2
546,06/19/2024,2
2724,06/19/2024,2
752,06/19/2024,2
5449,06/19/2024,2
2505,06/19/2024,2
4618,06/19/2024,1
4512,06/19/2024,1
4538,06/19/2024,2
4468,06/19/2024,1
3226,06/19/2024,2
768,06/19/2024,2
951,06/19/2024,2
344,06/19/2024,2
7357,06/19/2024,1
5091,06/19/2024,2
194,06/19/2024,2
3390,06/14/2024,2
5045,06/14/2024,2
703,06/14/2024,2
351,06/14/2024,2
3213,06/14/2024,2
5353,06/14/2024,1
5287,06/14/2024,2
3585,06/14/2024,2
849,06/14/2024,2
602,06/14/2024,2
4111,06/14/2024,1
3827,06/14/2024,2
297,06/14/2024,2
6579,06/14/2024,1
3591,06/14/2024,1
275,06/14/2024,2
3579,06/14/2024,1
285,06/14/2024,2
7309,06/14/2024,1
4298,06/14/2024,2
744,06/14/2024,2
4465,06/14/2024,1
1405,06/14/2024,2
1837,06/12/2024,2
1409,06/12/2024,2
5094,06/12/2024,1
4416,06/12/2024,2
3640,06/12/2024,2
3584,06/12/2024,2
3509,06/12/2024,1
3452,06/12/2024,1
3425,06/12/2024,2
3302,06/12/2024,2
3297,06/12/2024,2
3296,06/12/2024,2
2718,06/12/2024,2
2257,06/12/2024,2
2066,06/12/2024,2
1279,06/12/2024,2
1103,06/12/2024,2
1040,06/12/2024,2
772,06/12/2024,2
400,06/12/2024,2
249,06/12/2024,2
5389,06/11/2024,2
939,06/11/2024,2
77,06/11/2024,2
7311,06/11/2024,1
7281,06/11/2024,2
7220,06/11/2024,1
1249,06/11/2024,2
601,06/11/2024,1
280,06/11/2024,2
320,06/11/2024,2
1073,06/11/2024,2
5959,06/11/2024,2
5612,06/11/2024,2
4526,06/11/2024,1
3542,06/11/2024,1
3500,06/11/2024,2
1137,06/11/2024,2
211,06/11/2024,1
7156,06/11/2024,1
813,06/11/2024,2
917,06/11/2024,2
1254,06/11/2024,2
1078,06/11/2024,2
1148,06/07/2024,2
414,06/07/2024,2
3229,06/07/2024,2
6929,06/07/2024,2
746,06/07/2024,1
610,06/07/2024,1
5316,06/07/2024,2
5247,06/07/2024,2
3274,06/07/2024,2
807,06/07/2024,1
6286,06/07/2024,2
3450,06/07/2024,1
3449,06/07/2024,1
407,06/07/2024,2
2981,06/07/2024,1
6459,06/07/2024,1
3319,06/07/2024,2
353,06/07/2024,2
476,06/07/2024,2
561,06/07/2024,2
381,06/07/2024,2
438,06/07/2024,2
271,06/07/2024,2
288,06/05/2024,2
940,06/05/2024,2
6578,06/05/2024,1
3594,06/05/2024,1
345,06/05/2024,1
4674,06/05/2024,1
163,06/05/2024,2
2397,06/05/2024,1
284,06/05/2024,2
140,06/05/2024,2
972,06/05/2024,2
214,06/05/2024,1
7347,06/05/2024,1
5080,06/05/2024,2
3431,06/05/2024,1
7251,06/05/2024,1
4165,06/05/2024,2
3631,06/05/2024,2
236,06/05/2024,2
5614,06/05/2024,1
364,06/05/2024,2
3653,06/05/2024,1
220,06/05/2024,1
3392,06/05/2024,1
1178,06/05/2024,2
5359,06/05/2024,2
4373,06/03/2024,1
5700,06/03/2024,1
4605,06/03/2024,1
4193,06/03/2024,1
2688,06/03/2024,2
1044,06/03/2024,1
1022,06/03/2024,2
4371,06/03/2024,1
2123,06/03/2024,2
4215,06/03/2024,2
148,06/03/2024,2
181,06/03/2024,2
251,06/03/2024,2
918,06/03/2024,2
4114,06/03/2024,1
3828,06/03/2024,2
399,06/03/2024,2
398,06/03/2024,2
3764,06/03/2024,2
572,06/03/2024,1
180,06/03/2024,2
165,06/03/2024,2
146,06/03/2024,2
523,06/03/2024,1
260,05/29/2024,2
4367,05/29/2024,1
3530,05/29/2024,1
259,05/29/2024,2
1958,05/29/2024,2
3433,05/29/2024,2
6300,05/29/2024,1
2973,05/29/2024,2
131,05/29/2024,2
5672,05/29/2024,2
7224,05/29/2024,1
471,05/29/2024,2
4240,05/29/2024,1
3286,05/29/2024,2
516,05/29/2024,1
202,05/29/2024,1
5866,05/29/2024,2
3777,05/29/2024,2
2463,05/29/2024,1
5963,05/29/2024,1
147,05/29/2024,2
240,05/29/2024,2
426,05/29/2024,2
827,05/29/2024,2
6078,05/24/2024,1
5210,05/24/2024,2
963,05/24/2024,1
265,05/24/2024,2
417,05/24/2024,2
3521,05/24/2024,1
947,05/24/2024,1
5288,05/24/2024,2
6851,05/24/2024,1
5673,05/24/2024,2
5987,05/24/2024,2
7240,05/24/2024,1
3225,05/24/2024,2
2974,05/24/2024,1
7178,05/24/2024,2
5657,05/24/2024,1
4182,05/24/2024,1
3482,05/24/2024,2
3199,05/24/2024,1
2995,05/24/2024,1
2926,05/24/2024,2
2883,05/24/2024,2
2086,05/24/2024,2
1117,05/24/2024,2
804,05/24/2024,2
5824,05/24/2024,1
4279,05/21/2024,2
789,05/21/2024,2
6966,05/21/2024,1
5311,05/21/2024,2
5211,05/21/2024,2
206,05/21/2024,2
5092,05/21/2024,2
3287,05/21/2024,1
217,05/21/2024,2
4164,05/21/2024,2
2649,05/21/2024,2
880,05/21/2024,1
4453,05/21/2024,1
427,05/21/2024,1
266,05/21/2024,2
4503,05/21/2024,1
896,05/21/2024,2
371,05/21/2024,2
4046,05/21/2024,1
3224,05/21/2024,2
2975,05/21/2024,1
2433,05/21/2024,1
1800,05/21/2024,2
1055,05/21/2024,2
185,05/17/2024,2
5764,05/17/2024,2
5312,05/17/2024,2
3773,05/17/2024,2
3419,05/17/2024,1
3135,05/17/2024,1
3044,05/17/2024,2
3043,05/17/2024,1
2980,05/17/2024,2
2979,05/17/2024,1
2978,05/17/2024,2
2834,05/17/2024,1
1455,05/17/2024,2
590,05/17/2024,2
5191,05/17/2024,2
5624,05/17/2024,1
286,05/17/2024,2
7232,05/17/2024,1
3432,05/17/2024,2
4627,05/17/2024,1
4104,05/17/2024,1
467,05/17/2024,2
421,05/17/2024,2
8930,05/17/2024,2
3015,05/14/2024,1
5889,05/14/2024,2
5823,05/14/2024,2
5810,05/14/2024,2
5147,05/14/2024,2
5021,05/14/2024,1
3406,05/14/2024,2
3341,05/14/2024,1
3014,05/14/2024,2
2996,05/14/2024,2
2667,05/14/2024,2
2427,05/14/2024,2
2105,05/14/2024,2
565,05/14/2024,2
228,05/14/2024,2
3285,05/14/2024,2
3204,05/14/2024,1
1216,05/14/2024,2
158,05/14/2024,2
1118,05/14/2024,2
226,05/14/2024,2
5295,05/13/2024,2
4697,05/10/2024,1
3198,05/10/2024,1
412,05/10/2024,2
5613,05/10/2024,1
5416,05/10/2024,2
3870,05/10/2024,1
3284,05/10/2024,2
2977,05/10/2024,1
1801,05/10/2024,2
458,05/10/2024,1
6963,05/10/2024,2
527,05/10/2024,2
7362,05/10/2024,1
7349,05/10/2024,1
5216,05/10/2024,2
4464,05/10/2024,1
3383,05/10/2024,2
822,05/10/2024,2
755,05/10/2024,2
462,05/10/2024,2
3574,05/10/2024,1
2918,05/10/2024,2
791,05/10/2024,2
5165,05/10/2024,2
5715,05/10/2024,1
536,05/10/2024,1
966,05/03/2024,2
7177,03/07/2024,1
