,900,901,902,903,904,905,584 (SPRING 27'),804
5193,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5196,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5197,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5199,Yes,No,Yes,Yes,Yes,Yes,No,No
5200,No,No,No,No,No,No,No,No
5201,No,No,No,No,No,No,No,No
5202,No,No,No,No,No,No,No,No
5203,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5210,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5211,Yes,No,Yes,Yes,Yes,Yes,No,No
5214,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5215,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5216,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5218,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5219,Yes,No,Yes,Yes,Yes,Yes,No,No
5220,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5227,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5228,No,No,No,No,No,No,No,No
5229,No,No,No,No,No,No,Yes,No
5231,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5232,Yes,No,Yes,Yes,Yes,No,Yes,No
5233,No,No,No,No,No,No,Yes,No
5234,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5235,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5236,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5239,No,No,No,No,No,No,Yes,No
5240,No,No,No,No,No,No,Yes,No
5241,No,No,No,No,No,No,No,No
5242,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5244,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5245,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5246,No,No,No,No,No,No,No,No
5247,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5250,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5251,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5252,No,No,No,No,No,No,No,No
5253,No,No,No,No,No,No,Yes,No
5254,No,No,No,No,No,No,Yes,No
5260,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5261,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5262,No,No,No,No,No,No,No,No
5263,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5264,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5266,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5270,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5272,No,No,No,No,No,No,No,No
5273,Yes,No,Yes,Yes,Yes,Yes,No,No
5274,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5275,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5276,Yes,No,Yes,Yes,Yes,Yes,No,No
5278,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5280,No,No,No,No,No,No,Yes,No
5281,No,No,No,No,No,No,No,No
5282,No,No,No,No,No,No,No,No
5285,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5287,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5288,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5292,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5293,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5294,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5295,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5296,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5298,Yes,No,Yes,Yes,Yes,Yes,No,No
5299,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5300,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5301,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5303,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5305,No,No,No,No,No,No,No,No
5307,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5309,Yes,No,Yes,Yes,Yes,No,Yes,No
5311,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5312,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5313,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5316,Yes,No,Yes,Yes,Yes,No,Yes,No
5317,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5319,Yes,No,Yes,Yes,Yes,No,Yes,No
5320,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5325,Yes,No,Yes,Yes,Yes,Yes,No,No
5326,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5329,No,No,No,No,No,No,Yes,No
5330,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5331,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5334,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5335,No,No,No,No,No,No,Yes,No
5337,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5338,No,No,No,No,No,No,No,No
5340,No,No,No,No,No,No,No,No
5341,No,No,No,No,No,No,No,No
5342,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5343,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5345,Yes,No,Yes,Yes,Yes,Yes,No,No
5346,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5347,No,No,No,No,No,No,Yes,No
5348,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5350,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5352,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5355,Yes,No,Yes,Yes,Yes,Yes,No,No
5356,No,No,No,No,No,No,Yes,No
5358,No,No,No,No,No,No,Yes,No
5359,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5360,No,No,No,No,No,No,Yes,No
5361,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5363,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5368,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5369,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5370,No,No,No,No,No,No,No,No
5373,No,No,No,No,No,No,Yes,No
5374,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5376,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5379,Yes,No,Yes,Yes,Yes,Yes,No,No
5381,No,No,No,No,No,No,Yes,No
5382,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5384,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5385,No,No,No,No,No,No,Yes,No
5386,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5387,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5388,No,No,No,No,No,No,Yes,No
5389,Yes,No,Yes,Yes,Yes,No,Yes,No
5390,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5391,No,No,No,No,No,No,No,No
5392,Yes,No,Yes,Yes,Yes,Yes,No,No
5394,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5396,No,No,No,No,No,No,Yes,No
5397,Yes,No,Yes,Yes,Yes,No,Yes,No
5398,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5399,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5402,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5403,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5409,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5410,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5411,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5414,No,No,No,No,No,No,No,No
5416,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5417,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5418,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5419,Yes,No,Yes,Yes,Yes,Yes,No,No
5420,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5422,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5424,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5425,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5428,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5429,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5430,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5432,No,No,No,No,No,No,No,No
5433,Yes,No,Yes,Yes,Yes,Yes,No,No
5434,No,No,No,No,No,No,No,No
5435,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5436,No,No,No,No,No,No,No,No
5438,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5439,No,No,No,No,No,No,No,No
5440,No,No,No,No,No,No,No,No
5441,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5442,Yes,No,Yes,Yes,Yes,No,Yes,No
5443,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5444,Yes,No,Yes,Yes,Yes,Yes,No,No
5445,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5446,No,No,No,No,No,No,No,No
5447,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5448,No,No,No,No,No,No,Yes,No
5449,Yes,No,Yes,Yes,No,Yes,Yes,No
5450,No,No,No,No,No,No,No,No
5455,No,No,No,No,No,No,No,No
5458,No,No,No,No,No,No,No,No
5460,No,No,No,No,No,No,No,No
5461,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5462,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5463,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5466,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5469,No,No,No,No,No,No,Yes,No
5470,Yes,No,Yes,Yes,Yes,No,No,No
5471,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5472,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5476,No,No,No,No,No,No,No,No
5477,No,No,No,No,No,No,Yes,No
5479,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5480,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5481,Yes,No,Yes,Yes,Yes,Yes,No,No
5482,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5483,Yes,No,Yes,Yes,Yes,Yes,No,Yes
5485,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5486,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5487,No,No,No,No,No,No,No,No
5488,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5489,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5491,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5492,Yes,No,Yes,Yes,Yes,Yes,No,No
5494,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5495,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5497,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5498,Yes,No,Yes,Yes,Yes,Yes,No,No
5499,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5612,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5616,Yes,No,Yes,Yes,Yes,No,No,No
5617,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5626,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5628,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5629,Yes,No,Yes,Yes,Yes,Yes,No,No
5632,Yes,No,Yes,Yes,Yes,Yes,No,No
5641,Yes,No,Yes,Yes,Yes,Yes,No,No
5644,No,No,No,No,No,No,Yes,No
5649,No,No,No,No,No,No,Yes,No
5667,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5668,Yes,No,Yes,Yes,Yes,No,No,No
5669,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5671,No,No,No,No,No,No,No,No
5672,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5673,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5676,Yes,No,Yes,Yes,No,No,Yes,No
5686,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5701,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5703,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5705,Yes,No,Yes,Yes,Yes,Yes,No,No
5706,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5707,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5709,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5710,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5713,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5717,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5727,Yes,No,Yes,Yes,Yes,Yes,No,No
5728,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5731,Yes,No,Yes,Yes,Yes,Yes,No,No
5732,No,No,No,No,No,No,Yes,No
5735,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5743,No,No,No,No,No,No,No,No
5745,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5747,No,No,No,No,No,No,Yes,No
5748,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5751,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5752,No,No,No,No,No,No,Yes,No
5753,Yes,No,Yes,Yes,No,No,No,No
5761,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5763,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5764,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5766,No,No,No,No,No,No,Yes,No
5768,Yes,No,Yes,Yes,No,No,No,No
5772,Yes,No,Yes,Yes,Yes,No,Yes,No
5777,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5779,Yes,No,Yes,Yes,Yes,Yes,No,No
5786,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5787,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5793,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5795,No,No,No,No,No,No,No,No
5797,No,No,No,No,No,No,Yes,No
5799,Yes,No,Yes,Yes,Yes,No,Yes,No
5802,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5803,Yes,No,Yes,Yes,Yes,Yes,No,No
5806,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5807,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5808,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5809,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5810,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5812,Yes,No,Yes,Yes,Yes,No,Yes,No
5814,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5823,Yes,No,Yes,Yes,Yes,No,Yes,No
5835,Yes,No,Yes,Yes,Yes,Yes,No,No
5839,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5841,Yes,No,Yes,Yes,Yes,No,Yes,No
5842,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5843,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5844,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5845,No,No,No,No,No,No,Yes,No
5847,Yes,No,Yes,Yes,Yes,No,No,No
5848,No,No,No,No,No,No,No,No
5851,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5853,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5854,No,No,No,No,No,No,Yes,No
5857,Yes,No,Yes,Yes,Yes,Yes,No,No
5858,Yes,No,Yes,Yes,Yes,Yes,No,No
5859,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5861,No,No,No,No,No,No,Yes,No
5864,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5866,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5867,Yes,No,Yes,Yes,Yes,No,No,No
5869,No,No,No,No,No,No,No,No
5871,Yes,No,Yes,Yes,No,No,No,No
5872,No,No,Yes,No,No,No,No,No
5874,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5879,Yes,No,Yes,Yes,Yes,Yes,No,No
5880,Yes,No,Yes,Yes,Yes,Yes,No,No
5881,Yes,No,Yes,Yes,No,No,No,No
5882,No,No,No,No,No,No,No,No
5883,Yes,No,Yes,Yes,Yes,No,Yes,No
5884,No,No,No,No,No,No,No,No
5886,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5888,Yes,No,Yes,Yes,Yes,No,Yes,No
5889,Yes,No,Yes,Yes,No,No,Yes,No
5890,No,No,No,No,No,No,Yes,No
5891,Yes,No,Yes,Yes,Yes,No,No,No
5893,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5894,Yes,No,Yes,Yes,Yes,Yes,No,No
5898,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5911,No,No,No,No,No,No,Yes,No
5912,Yes,No,Yes,Yes,No,No,No,No
5922,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5927,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5929,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5930,Yes,No,Yes,Yes,Yes,Yes,No,No
5932,No,No,No,No,No,No,Yes,No
5935,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5936,No,No,No,No,No,No,No,No
5938,No,No,No,No,No,No,Yes,No
5944,No,No,No,No,No,No,Yes,No
5947,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5956,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5957,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5959,No,No,No,No,No,No,No,No
5964,Yes,No,Yes,Yes,Yes,No,Yes,No
5965,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5968,No,No,No,No,No,No,Yes,No
5969,Yes,No,Yes,Yes,Yes,Yes,No,No
5976,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5977,No,No,No,No,No,No,Yes,No
5987,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5992,Yes,No,Yes,Yes,Yes,Yes,No,No
5996,Yes,No,Yes,Yes,Yes,Yes,No,No
6173,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6190,No,No,No,No,No,No,Yes,No
6286,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6300,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6370,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6392,Yes,No,Yes,Yes,Yes,Yes,No,No
6394,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6395,No,No,No,No,No,No,No,No
6397,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6467,No,No,No,No,No,No,Yes,No
6469,No,No,No,No,No,No,Yes,No
6476,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6477,No,No,No,No,No,No,No,No
6480,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6576,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6579,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6789,Yes,No,Yes,Yes,Yes,Yes,No,No
6807,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6878,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6879,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6887,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6898,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6929,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6930,Yes,No,Yes,Yes,Yes,No,Yes,No
6931,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6932,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6951,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6952,Yes,No,Yes,Yes,Yes,Yes,No,No
6958,No,No,No,No,No,No,Yes,No
6963,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6964,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6978,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6998,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7009,Yes,No,Yes,Yes,Yes,Yes,No,No
7020,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7032,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
7087,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7129,No,No,No,No,No,No,No,No
7156,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7178,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7179,No,No,No,No,No,No,Yes,No
7181,No,No,No,No,No,No,Yes,No
7185,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7188,No,No,No,No,No,No,Yes,No
7194,Yes,No,Yes,Yes,No,No,Yes,No
7199,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7238,Yes,No,Yes,Yes,No,No,No,No
7243,Yes,No,Yes,Yes,Yes,No,No,No
7245,Yes,No,Yes,Yes,No,No,No,No
7246,Yes,No,Yes,Yes,Yes,No,No,No
7247,Yes,No,Yes,Yes,No,No,No,No
7249,Yes,No,Yes,Yes,Yes,No,No,No
7280,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7281,No,No,No,No,No,No,Yes,No
7290,Yes,No,Yes,Yes,Yes,Yes,No,No
7294,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7301,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7324,Yes,No,Yes,Yes,Yes,Yes,Yes,No
7326,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8331,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8930,Yes,No,Yes,Yes,Yes,No,No,No
,,,,,,,No,
