Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
168,3810,6,5,5
168,4612,8,6,8
170,2068,10,9,10
170,2096,5,4,4
170,2445,6,4,4
170,2446,7,5,6
170,2650,8,7,7
170,3564,9,6,6
170,5649,6,4,4
171,8331,14,12,13
172,5293,28,22,21
172,5295,13,10,9
173,2284,12,9,10
174,2003,6,3,4
174,2294,5,3,3
174,2365,9,7,7
174,2368,9,8,8
174,2497,7,6,7
174,2503,5,3,3
175,2651,6,5,5
175,3078,4,3,3
175,3469,9,7,8
175,4153,6,5,5
175,5201,0,0,0
176,3912,5,4,4
176,5447,9,7,7
176,5867,12,8,8
178,1977,8,6,5
178,2195,4,3,3
178,3236,6,5,4
178,3830,8,6,7
178,5012,8,6,6
178,5142,4,3,4
178,5414,6,5,5
179,1797,9,7,6
179,1856,9,9,9
179,1924,13,11,11
179,1932,12,8,7
179,2013,9,7,8
179,2047,10,8,9
179,2143,8,6,7
179,2178,8,7,6
179,5076,9,7,8
180,1866,9,7,7
180,1868,12,10,9
180,1939,10,8,7
180,2046,11,8,8
180,2140,7,6,5
180,2183,8,6,6
180,2202,8,5,5
180,2634,9,6,6
180,3269,6,4,5
181,1975,8,7,7
181,2369,7,5,5
181,2639,8,6,5
181,2682,6,5,5
181,2758,5,3,3
181,4156,7,6,6
181,4389,7,5,5
183,1698,7,5,5
183,1749,7,5,5
183,1788,6,4,4
183,1954,7,5,5
183,2055,8,5,5
183,2130,5,3,2
183,2153,7,5,5
183,2330,9,7,7
184,1753,7,5,5
184,1796,8,6,6
184,1907,7,6,6
184,2142,7,5,5
184,2399,7,5,5
187,1871,15,12,12
187,1946,11,10,10
187,1994,14,12,11
187,2092,3,2,2
187,2116,11,8,7
187,2424,7,5,6
187,3329,10,8,8
187,3334,7,7,6
187,4403,8,7,7
187,5497,11,9,9
187,5498,8,6,6
188,1940,9,7,7
188,1997,9,6,7
188,2056,10,8,8
188,2097,6,5,5
188,2152,7,5,6
188,2351,8,6,5
188,2370,9,6,7
188,2504,8,6,6
188,2844,11,8,7
188,3583,8,7,6
189,1677,10,9,8
189,1806,11,10,10
189,2093,13,10,10
189,2146,9,7,7
189,2234,13,11,11
189,2285,11,10,11
189,2444,11,10,9
189,2874,10,8,10
190,1781,10,9,10
190,1835,16,12,12
190,1976,11,10,11
190,2120,12,11,11
190,2135,8,8,7
190,2262,12,11,11
190,2992,13,11,11
190,3221,7,6,6
190,5240,7,6,7
190,5732,9,8,8
191,1705,9,8,7
191,1830,11,9,8
191,1831,10,8,8
191,1926,10,8,8
191,2166,12,9,9
191,2581,11,10,10
191,2911,11,8,9
191,3332,10,10,10
191,5242,10,9,9
192,1619,8,6,6
192,1673,9,7,7
192,1731,7,5,6
192,1744,9,8,8
192,1813,9,8,9
192,2785,5,3,3
192,3280,9,7,8
192,3842,8,6,6
192,5282,9,8,8
194,1949,11,8,7
194,1966,12,7,7
194,1973,12,10,10
194,2159,19,17,17
194,2164,9,7,6
194,2405,10,9,9
194,2859,12,10,10
194,5027,16,13,13
195,1909,16,14,13
195,1993,11,10,9
195,2088,10,8,8
195,2107,10,8,9
195,2210,10,7,7
195,2355,9,7,7
195,2586,12,10,9
195,3607,7,6,6
195,4597,10,7,8
196,1542,11,11,12
196,1936,10,9,9
196,2079,9,7,8
196,2100,8,7,8
196,2338,9,8,8
196,2358,9,8,8
196,2417,8,7,7
196,2434,8,7,7
196,2522,7,6,6
196,2545,9,8,8
197,1790,18,17,17
197,2631,10,9,9
197,2872,14,12,12
197,2912,18,16,15
197,3336,9,8,8
197,3476,10,8,10
197,4383,14,12,13
197,5761,7,7,7
197,5842,14,13,14
200,1791,9,8,8
200,1923,8,7,7
200,1942,6,5,5
200,2102,6,6,6
200,2238,11,9,10
200,2493,6,6,6
200,2567,7,6,6
200,3328,6,6,6
200,3453,8,6,7
200,3458,10,9,9
200,3876,6,5,6
200,5386,6,6,5
201,1540,9,8,8
201,2010,13,10,10
201,2061,10,9,9
201,2062,9,7,8
201,2678,9,8,9
201,3436,9,8,8
201,4439,9,8,8
201,5064,8,7,6
201,5065,7,6,7
201,5280,6,5,5
202,1593,9,8,8
202,1642,7,7,7
202,1771,8,7,7
202,1809,9,8,8
202,1836,12,10,11
202,2080,14,11,12
202,2620,8,7,7
202,3791,8,6,7
202,5160,16,13,14
202,5411,6,4,5
202,5472,6,6,6
203,1423,7,5,6
203,1733,8,7,7
203,1754,8,8,7
203,2618,5,5,5
203,2700,7,7,7
203,2869,9,8,8
203,4540,7,7,7
203,5048,5,5,5
203,5893,6,5,5
204,1422,8,7,7
204,1428,11,10,10
204,1432,9,8,9
204,1719,11,10,10
204,1752,9,8,9
204,2014,12,10,11
204,2619,11,9,10
204,2644,9,8,8
204,5097,9,8,8
204,5159,37,34,34
204,5376,10,9,9
205,1592,9,8,8
205,1611,13,12,13
205,1798,9,9,9
205,1928,11,10,10
205,1987,12,11,11
205,2273,15,12,13
205,2354,8,8,8
205,2693,11,10,10
205,3632,9,9,9
205,3726,12,10,11
205,4243,13,11,12
206,2559,9,8,8
206,2692,11,10,10
206,2873,7,6,6
206,2959,17,16,16
206,3487,7,6,6
206,4424,15,12,14
206,4660,7,6,6
206,5844,14,12,14
207,1416,6,5,5
207,1913,7,6,6
207,2191,11,9,9
207,2350,10,8,9
207,3445,10,8,8
207,4479,8,7,7
207,5028,10,9,10
207,5029,14,12,13
207,5030,9,8,9
207,5385,8,7,8
208,1707,13,12,14
208,2063,14,12,13
208,2197,22,19,20
208,2211,14,12,14
208,2506,9,7,8
208,2541,13,12,13
208,2910,11,10,11
208,3722,17,15,15
208,3860,14,11,13
209,1863,16,13,15
209,1927,16,14,14
209,2313,9,8,8
209,2359,21,18,20
209,2362,18,17,16
209,3250,11,10,10
209,3293,12,10,11
209,3608,15,12,13
209,5387,13,12,13
213,1429,12,11,12
213,1445,6,5,5
213,1448,14,12,14
213,1539,17,15,15
213,1622,9,8,8
213,1628,8,7,7
213,1986,14,13,13
213,2613,9,7,8
213,3809,7,5,5
213,5309,12,11,12
213,5471,14,11,12
214,1839,20,17,17
214,2073,16,15,16
214,2266,12,11,12
214,2316,11,10,11
214,4255,18,16,17
214,4285,18,15,16
214,5066,12,11,12
214,5082,14,12,13
215,1812,11,10,11
215,1894,11,10,12
215,1911,18,16,18
215,2323,11,9,10
215,2914,17,16,17
215,2966,17,15,15
215,5285,13,12,13
215,5410,16,15,16
216,1724,8,6,6
216,1782,19,16,16
216,1937,13,11,12
216,2078,15,14,14
216,2115,16,13,15
216,2149,12,11,12
216,2209,17,16,17
216,2684,13,11,12
216,2823,16,13,15
216,2852,10,9,10
216,3262,18,16,17
216,3581,15,14,15
217,1239,8,7,7
217,1595,9,8,8
217,2426,11,8,10
217,2471,4,3,3
217,2725,6,5,5
217,2774,5,3,4
217,3812,5,4,4
217,5185,16,13,14
217,5203,10,8,9
218,1368,16,15,14
218,1427,12,11,12
218,1519,19,17,18
218,1564,20,17,19
218,2400,21,19,20
218,2572,11,10,10
218,2605,16,15,15
218,3251,13,11,12
218,3282,11,9,11
218,3486,13,11,12
218,3515,15,14,15
219,1594,15,13,15
219,2098,12,9,9
219,2726,12,11,11
219,3447,10,8,8
219,3580,15,13,14
219,3792,12,11,13
219,5184,13,11,11
219,5466,13,12,12
219,5857,7,5,5
221,1289,16,13,15
221,1407,7,6,7
221,1441,6,3,5
221,1503,8,7,7
221,1504,7,6,6
221,2309,6,4,5
221,2441,8,7,7
221,3502,8,7,8
221,3571,8,7,7
221,3784,13,11,11
221,5499,7,6,6
222,1264,12,10,12
222,1330,12,11,12
222,1333,9,8,8
222,1433,10,8,9
222,1718,10,9,10
222,1750,13,12,13
222,2542,7,6,6
222,3206,14,12,13
222,3300,8,8,8
222,3840,9,8,8
222,5355,10,9,9
223,1331,11,10,11
223,1410,10,9,9
223,1463,12,10,11
223,1495,12,10,11
223,2124,10,9,9
223,2429,10,9,9
223,3641,11,9,9
223,3765,8,7,7
223,3783,9,7,8
223,5104,9,7,8
223,5409,11,8,9
225,1443,10,9,10
225,1510,11,9,9
225,1521,7,4,4
225,1961,9,8,8
225,2250,6,4,4
225,2447,7,6,6
225,2967,9,8,9
225,3342,11,10,11
225,3749,6,5,5
225,4609,9,6,8
226,1623,13,12,12
226,1884,12,10,11
226,1945,9,9,9
226,2024,10,10,10
226,2064,8,7,7
226,2208,16,14,14
226,2480,12,10,11
226,2543,10,9,9
226,4276,7,6,6
227,1948,11,10,10
227,2193,16,14,15
227,2300,13,11,12
227,2588,16,14,16
227,3738,9,8,10
227,3838,13,12,12
227,4644,8,7,9
228,1656,10,10,10
228,2278,12,10,12
228,2561,9,8,9
228,2597,11,10,10
228,2674,8,7,8
228,2909,7,5,6
228,3253,7,6,7
228,3281,8,8,8
228,3429,11,8,8
228,3514,11,9,9
228,5360,6,5,5
228,5445,9,8,9
229,1568,16,14,15
229,1770,10,7,9
229,1820,10,9,10
229,1883,10,9,10
229,1885,15,14,15
229,2287,13,12,14
229,2540,10,8,8
229,3223,13,13,13
229,4643,8,7,7
231,1765,13,9,8
231,1935,18,14,15
231,2059,11,10,11
231,2318,12,10,9
231,2502,12,10,9
231,2663,9,8,8
231,2664,7,5,5
231,3228,9,8,9
231,5241,11,9,11
231,5356,7,6,6
232,1644,6,4,5
232,1794,7,7,7
232,2169,11,10,11
232,2185,6,5,5
232,2255,9,8,7
232,2481,8,7,7
232,2528,10,8,9
232,2535,10,9,9
232,3412,6,5,5
232,3634,8,7,7
233,1529,13,10,10
233,2023,8,6,6
233,2205,11,8,8
233,2334,8,6,6
233,2340,8,7,7
233,2519,14,8,8
233,2888,8,6,6
233,4404,8,7,7
234,1591,9,6,7
234,1823,13,10,9
234,1850,13,10,10
234,1886,9,8,8
234,2574,9,6,6
234,3633,13,10,11
234,5358,8,7,7
234,5469,12,9,9
234,5888,6,5,5
235,1739,16,15,17
235,2019,19,15,16
235,2199,14,13,13
235,2281,21,17,19
235,2420,14,12,13
235,2611,12,8,8
235,4501,10,9,9
235,5088,10,8,10
235,5379,10,9,8
235,5446,9,8,9
237,1607,8,7,7
237,1640,6,3,3
237,1769,16,13,13
237,1792,9,7,6
237,2049,12,9,8
237,2129,12,9,8
237,2230,8,6,6
237,4348,8,7,7
237,5470,8,6,6
238,1479,12,11,11
238,1487,10,10,9
238,1618,13,12,12
238,2276,10,9,10
238,2544,14,13,14
238,2817,14,11,12
238,2818,19,16,16
238,4631,14,12,12
239,1480,7,5,7
239,1665,16,15,16
239,1728,14,12,13
239,1729,9,8,8
239,1745,14,12,14
239,1758,11,11,11
239,2035,12,10,11
239,2275,6,5,6
239,2388,9,8,8
239,3747,12,11,12
239,5374,11,9,10
242,497,13,10,11
242,526,8,5,5
242,1053,11,10,9
242,3294,12,9,10
242,4450,8,6,6
242,5417,15,12,12
242,5418,8,6,6
242,7290,8,5,6
243,922,12,11,12
243,1033,9,8,8
243,1142,10,9,9
243,1157,10,12,13
243,1160,14,12,14
243,1180,12,11,11
243,1327,15,14,15
243,1476,17,14,16
243,2691,15,12,12
243,2968,10,8,8
243,7087,11,9,10
246,854,11,10,9
246,1329,10,8,9
246,1547,11,9,11
246,1962,16,14,16
246,2339,8,6,7
246,2771,9,8,8
246,3851,12,11,11
247,1294,17,15,16
247,1304,12,10,11
247,1378,10,8,9
247,1425,9,7,8
247,1566,8,7,8
247,1639,7,5,6
247,1667,11,9,10
247,1978,12,11,12
247,2311,9,8,9
247,2679,11,9,10
247,4399,8,8,8
248,1388,10,8,8
248,1419,8,7,7
248,1570,10,9,9
248,1647,8,6,8
248,1709,10,9,10
248,1804,10,8,9
248,2819,9,7,7
248,4230,9,7,8
248,4231,8,7,7
248,5025,10,9,10
249,884,13,11,12
249,1141,17,16,17
249,1459,9,8,9
249,1580,13,10,10
249,2787,8,7,7
249,3435,11,9,11
249,3529,10,8,9
249,5443,14,13,14
249,5483,13,11,12
251,828,11,10,11
251,902,12,10,11
251,995,14,12,11
251,1310,15,11,12
251,1356,14,12,13
251,1629,0,0,0
251,1991,12,10,11
251,4235,16,11,11
251,4417,15,13,14
253,143,11,9,10
253,204,10,8,9
253,282,14,11,13
253,294,6,5,5
253,430,12,9,11
253,431,11,8,10
253,491,17,13,15
253,653,14,12,14
253,655,11,8,9
253,736,11,10,12
253,3362,14,12,12
254,257,4,3,3
254,299,14,11,13
254,333,7,4,5
254,694,7,5,6
254,701,6,5,5
254,1263,11,8,10
254,1341,11,8,10
254,1676,8,5,6
254,3363,7,5,5
254,5236,11,9,10
254,5728,8,6,6
256,445,16,15,15
256,589,16,13,14
256,709,20,19,20
256,729,14,13,13
256,1165,17,16,16
256,1170,10,8,8
256,1675,10,7,8
256,4118,17,14,16
256,6931,10,7,7
257,569,13,11,13
257,665,15,12,13
257,689,22,19,21
257,711,20,16,18
257,719,22,19,20
257,825,15,13,13
257,1048,15,13,14
257,1190,21,18,20
257,1234,16,12,13
257,2654,8,6,6
258,552,2,1,2
258,739,23,20,22
258,1113,35,29,31
258,1233,33,29,32
258,1247,41,35,37
258,1259,24,20,22
258,1505,28,26,27
259,591,14,12,13
259,702,23,13,14
259,1139,24,20,21
259,1140,20,16,17
259,1426,20,18,20
259,1478,19,16,18
259,1569,18,17,17
259,2638,14,13,14
259,3894,14,10,11
259,4461,12,10,12
260,493,14,11,12
260,507,13,9,10
260,519,13,10,10
260,571,16,12,14
260,584,15,13,14
260,692,19,15,17
260,720,14,11,12
260,1210,15,12,13
260,2628,10,7,9
260,2783,10,8,8
262,844,12,10,10
262,852,8,6,7
262,1003,8,7,8
262,1307,12,11,11
262,1386,8,7,9
262,1548,8,6,7
262,2956,11,9,10
262,4323,8,7,7
262,4699,5,4,4
263,802,6,5,6
263,933,8,6,7
263,958,9,6,6
263,1490,11,9,10
263,1740,11,10,10
263,1955,11,9,10
263,2532,9,7,8
263,3837,8,7,7
263,5044,4,3,4
263,5398,11,9,10
264,786,9,8,9
264,1420,7,4,6
264,1553,6,5,5
264,1814,7,6,6
264,1848,5,4,4
264,1898,5,4,4
264,4405,8,6,7
264,5352,5,4,5
264,5442,6,5,5
265,1401,6,5,5
265,1596,7,5,6
265,2215,6,4,5
265,3400,9,7,8
265,3790,9,7,8
265,4286,8,7,7
265,4531,8,6,7
266,1256,10,8,8
266,1497,10,8,10
266,1556,8,6,7
266,3601,11,8,9
266,4049,12,9,11
266,4529,8,7,7
266,5486,10,7,8
266,5965,14,11,13
267,1998,6,5,5
267,2204,12,10,10
267,3725,4,3,3
267,5402,9,8,8
267,5617,7,6,6
268,1681,5,4,4
268,1737,6,4,6
268,1892,12,9,10
268,1897,6,4,5
268,1938,12,10,11
268,3004,13,11,12
268,5485,13,10,11
269,1228,9,8,8
269,1404,5,3,3
269,1668,8,6,6
269,1735,5,3,3
269,3891,10,8,8
269,3893,9,7,8
269,5199,8,7,8
270,1211,5,3,4
270,1377,8,7,7
270,1413,11,8,8
270,1531,7,5,6
270,3434,5,4,4
270,3597,11,9,11
270,4641,6,5,6
270,5060,6,4,4
271,196,7,6,6
271,216,14,11,11
271,222,8,7,7
271,233,8,5,5
271,237,10,8,9
271,252,6,4,4
271,262,10,7,8
271,302,7,5,5
271,833,6,4,4
272,198,8,6,7
272,213,15,10,11
272,224,10,8,9
272,317,9,7,7
272,435,8,7,7
272,436,6,3,4
272,454,6,4,4
272,506,7,5,5
272,936,15,11,12
272,1395,10,8,9
272,4259,7,4,6
273,254,8,6,6
273,422,7,6,6
273,481,13,10,10
273,550,6,4,4
273,612,8,6,6
273,798,6,5,5
273,1093,7,5,5
273,1734,8,6,6
273,2491,11,10,10
273,2934,8,6,7
273,3255,9,7,8
273,5403,9,7,7
275,200,13,12,13
275,334,6,5,5
275,343,12,9,10
275,609,12,10,12
275,1451,4,4,4
275,1454,10,10,10
275,1602,10,7,8
275,1690,16,12,12
275,2728,11,9,9
275,3210,15,10,11
275,3602,12,10,10
278,197,9,8,8
278,199,8,7,8
278,603,12,11,11
278,1028,9,8,9
278,1125,11,9,10
278,1421,9,7,7
278,3459,8,7,7
278,3460,11,9,10
278,5157,7,6,6
279,633,9,7,7
279,636,7,6,6
279,775,11,10,10
279,796,13,11,12
279,891,11,9,11
279,2231,12,10,11
279,4511,9,8,8
279,5399,8,8,8
280,1674,17,12,11
280,1703,20,17,17
280,2233,14,11,11
280,2357,9,6,6
280,2566,13,11,11
280,2756,12,8,9
280,2790,14,12,11
280,4423,24,20,19
281,1968,13,11,11
281,2045,16,11,12
281,2577,11,8,8
281,3489,12,10,10
281,3780,18,16,15
282,1875,15,13,15
282,2279,12,11,13
282,2435,14,14,14
282,5382,12,10,11
283,1985,8,7,8
283,3035,8,8,9
283,5753,15,13,14
283,5936,4,4,4
283,5968,4,4,4
284,1736,12,12,12
284,1741,16,13,14
284,1860,12,10,12
284,3802,16,12,14
284,5039,16,14,16
284,5450,12,11,12
284,5795,8,7,7
285,1890,17,13,14
285,2272,9,10,10
285,2460,15,12,12
285,2514,12,10,11
285,2560,14,12,11
285,2791,9,8,8
285,2931,12,9,9
285,3843,17,15,16
285,4378,9,8,8
286,1406,15,12,12
286,1825,12,11,10
286,2437,13,11,12
286,2564,10,9,9
286,2647,10,10,11
286,3344,20,17,17
286,3573,7,6,7
286,4514,14,11,10
286,5105,15,14,14
286,6952,12,11,10
287,1523,10,8,9
287,1525,14,12,14
287,1730,13,11,11
287,2295,8,8,8
287,2795,10,8,10
287,3869,4,4,4
287,4191,5,3,5
287,4350,9,6,7
287,7032,15,13,14
288,1631,15,11,12
288,1682,18,11,11
288,1687,16,9,10
288,1759,16,15,16
288,1773,13,11,12
288,3214,15,12,13
288,3219,14,12,13
288,3265,20,19,20
288,3831,8,6,6
288,4623,10,8,9
289,1688,9,8,9
289,1811,12,10,10
289,1841,15,11,12
289,2529,14,11,13
289,3216,14,12,13
289,3644,16,12,12
289,4064,16,13,14
289,5253,11,9,8
289,5488,10,8,9
289,5922,7,7,7
290,1424,17,14,16
290,1524,14,13,14
290,1969,10,8,9
290,2160,12,11,12
290,2808,11,10,11
290,2821,8,7,7
290,4476,11,10,11
290,5847,11,8,10
291,1833,14,12,14
291,1852,12,10,11
291,2136,19,17,17
291,2438,11,11,12
291,2520,11,11,11
291,3588,10,8,10
291,4258,11,9,11
291,4638,13,11,13
291,5343,22,20,22
291,5731,10,9,9
292,1904,9,7,8
292,2015,8,6,7
292,2038,8,7,8
292,3077,10,8,10
292,3639,4,4,4
292,5880,6,5,5
292,5969,4,4,4
293,2412,16,10,10
293,2436,17,12,11
293,2850,11,9,9
293,3720,16,10,10
293,3804,13,10,11
294,1036,19,16,18
294,1179,10,8,8
294,1217,12,11,11
294,1242,13,10,10
294,1663,19,15,17
294,2440,13,10,12
294,4334,17,14,15
294,4428,11,9,10
296,1191,9,8,9
296,1287,15,14,14
296,1288,11,11,11
296,1579,11,6,6
296,2137,5,5,5
296,2256,17,13,14
296,2845,9,8,10
296,3182,4,4,4
296,3612,9,7,8
296,5346,11,10,11
297,1614,5,5,5
297,1953,12,9,8
297,2058,9,5,5
297,4250,8,6,6
297,4484,14,8,9
297,5118,7,7,7
297,5254,14,9,11
297,5292,14,9,9
298,1132,18,17,19
298,1498,8,7,9
298,1558,16,15,15
298,1842,9,9,9
298,2704,13,12,14
298,3304,9,8,9
298,3305,12,11,12
298,3658,9,8,9
298,5320,13,11,13
299,1237,18,14,13
299,1321,19,13,14
299,1372,8,6,8
299,1664,16,10,10
299,2247,6,5,6
299,2836,9,9,9
299,3889,6,5,5
299,4458,7,6,6
299,4499,17,13,13
299,4564,16,10,11
299,5046,19,12,12
299,5743,14,11,12
300,1268,17,13,12
300,1348,14,9,10
300,1352,12,6,6
300,1392,13,9,8
300,1767,16,11,10
300,2580,14,9,9
300,2772,12,9,9
300,4065,12,8,8
300,4273,16,11,12
300,7243,9,6,6
301,1197,18,12,12
301,1354,14,10,10
301,1379,14,12,12
301,1502,23,18,18
301,1527,18,14,15
301,1641,11,7,8
301,1950,7,6,6
301,2000,10,6,6
301,2730,10,6,6
301,4459,13,8,8
301,5851,12,8,8
302,1236,14,9,9
302,1298,18,15,15
302,1300,14,10,10
302,1355,16,11,11
302,1661,13,7,7
302,3701,10,5,5
302,3825,15,10,10
302,3864,21,17,16
302,7009,15,12,12
302,7179,18,13,14
302,7238,6,4,4
304,948,13,10,12
304,1039,18,17,19
304,1060,15,14,15
304,1064,16,15,17
304,1096,12,11,12
304,1131,11,10,11
304,1290,19,16,19
304,1337,15,14,14
304,1662,19,16,17
304,4224,14,13,14
304,4410,11,11,11
305,1034,18,15,18
305,1209,14,13,15
305,1385,12,10,11
305,1464,9,6,7
305,4274,12,12,12
305,4594,10,10,11
305,5085,13,11,12
305,5298,13,10,11
305,5481,9,8,8
305,5745,13,11,12
306,1027,10,10,11
306,1133,13,12,12
306,1156,11,10,10
306,2005,16,13,15
306,2134,8,20,21
306,4574,8,8,9
306,5747,13,11,11
306,5879,7,7,7
308,1322,13,12,12
308,1552,12,11,12
308,1613,10,8,10
308,1849,12,11,13
308,2472,12,11,11
308,2793,14,13,13
308,3503,17,16,18
308,3626,14,13,13
308,4477,8,7,8
308,6789,16,13,15
309,877,14,11,12
309,1010,15,12,14
309,1097,12,11,11
309,1255,14,11,11
309,1452,5,4,4
309,1666,5,5,5
309,2908,8,8,8
309,3371,9,6,8
309,3700,7,7,7
309,5063,10,7,7
310,1155,18,13,12
310,1238,15,13,15
310,1261,12,10,12
310,1312,10,9,10
310,1774,18,16,17
310,2929,15,13,15
310,3595,15,13,15
310,5489,14,9,9
310,5787,8,8,8
310,6879,15,13,15
310,6958,15,15,15
311,154,17,15,16
311,1023,21,18,21
311,1302,24,23,24
311,1763,19,18,20
311,2089,17,14,16
311,2761,15,13,14
311,3270,16,15,17
311,3303,11,9,10
311,3480,14,12,12
311,3772,17,14,16
312,1243,12,12,13
312,1292,13,11,13
312,1301,10,9,11
312,1309,10,9,11
312,1652,12,11,12
312,2312,8,7,8
312,2337,14,13,14
312,2762,10,8,10
312,3243,12,11,12
312,3770,9,9,9
314,1345,10,9,10
314,1465,15,12,14
314,1486,14,13,14
314,1934,16,11,10
314,2645,9,7,7
314,2705,12,7,7
314,2805,8,5,5
314,3768,10,9,9
314,4636,9,10,10
315,1335,15,13,15
315,1344,16,14,16
315,1350,12,12,12
315,1399,10,8,10
315,1726,9,8,8
315,1780,7,6,6
315,2565,12,10,11
315,2807,11,9,10
315,4682,14,12,13
315,4697,8,7,9
315,5117,17,14,16
316,1450,11,10,12
316,2244,17,14,16
316,2548,17,14,15
316,2576,17,14,16
316,2610,21,19,21
316,2792,6,5,6
316,2810,8,7,8
316,2849,9,8,9
316,4277,24,20,20
316,5296,13,11,12
317,1351,18,17,19
317,1360,12,11,13
317,1477,20,17,17
317,1499,18,17,19
317,2036,19,18,18
317,2646,9,9,9
317,2662,13,11,12
317,2933,16,15,16
317,4278,12,10,10
317,5319,18,15,17
317,6951,10,9,9
320,1522,19,14,16
320,1544,19,17,18
320,1653,12,11,11
320,1714,19,17,18
320,2027,21,18,18
320,2083,10,9,11
320,2474,18,17,16
320,2696,11,9,9
320,2809,17,10,10
320,2833,9,9,9
320,2894,13,10,9
320,3215,12,11,12
320,4372,8,7,8
321,16,21,16,18
321,55,12,8,9
321,66,18,14,14
321,67,16,12,12
321,125,23,19,21
321,141,21,16,19
321,230,1,1,1
321,279,9,6,6
321,358,19,15,15
321,388,14,10,12
321,3231,13,10,11
322,2,21,17,18
322,54,15,10,10
322,76,14,10,10
322,144,19,14,15
322,359,17,15,15
322,373,8,6,6
322,914,12,9,9
323,1,17,13,13
323,4,24,20,21
323,100,20,14,15
323,4108,16,12,14
323,5260,17,13,15
323,5261,19,14,15
324,85,19,16,18
324,124,13,10,10
324,126,12,9,9
324,3230,22,18,20
324,4460,13,10,11
324,5244,11,7,7
324,5706,13,9,10
325,33,12,8,8
325,52,16,13,14
325,58,21,17,18
325,127,13,10,11
325,133,5,5,5
325,261,16,12,13
325,296,12,9,9
325,318,13,10,10
325,336,14,11,12
325,1065,11,9,9
325,5433,13,9,9
326,5,17,13,14
326,7,17,14,15
326,8,11,8,8
326,24,13,10,10
326,169,10,6,6
326,1105,17,13,14
326,2575,12,9,9
326,2587,19,17,18
326,4168,19,18,17
327,83,12,9,9
327,102,13,10,11
327,167,10,6,6
327,171,12,9,9
327,348,15,11,13
327,530,19,14,15
327,714,7,6,8
327,3331,23,18,20
328,11,22,17,19
328,18,11,8,9
328,71,16,12,14
328,119,22,18,19
328,157,24,21,23
328,160,16,11,12
328,281,13,10,10
328,788,10,8,8
328,1114,11,9,9
328,1147,9,7,7
329,36,21,19,20
329,45,20,14,15
329,62,11,8,9
329,68,10,8,9
329,70,14,13,13
329,74,7,5,6
329,91,9,8,9
329,128,17,12,14
329,190,16,14,15
329,229,10,8,10
333,15,23,19,21
333,56,10,6,6
333,379,13,9,10
333,444,13,10,11
333,1009,16,12,13
333,2175,13,9,9
333,2221,17,12,13
333,2702,14,10,11
333,4381,19,15,16
334,13,15,10,11
334,17,21,14,15
334,34,16,12,13
334,48,15,9,9
334,59,21,15,17
334,79,18,12,13
334,92,13,9,9
334,267,17,11,13
334,338,10,6,6
334,888,10,6,6
334,7249,10,5,6
335,9,17,14,15
335,19,22,21,23
335,30,15,12,13
335,37,13,11,12
335,69,15,12,14
335,82,6,5,6
335,95,12,9,11
335,122,9,7,7
335,152,10,9,10
335,188,18,13,13
335,337,8,7,7
336,21,15,13,15
336,29,14,13,14
336,65,9,9,9
336,89,12,10,12
336,101,13,11,13
336,219,15,13,14
336,354,5,4,5
336,357,6,6,6
336,815,9,8,9
336,5477,9,8,9
339,60,11,10,10
339,145,7,6,7
339,243,10,8,10
339,648,6,5,6
339,1021,9,8,9
339,1161,9,7,9
339,1188,6,5,6
339,1265,9,8,9
339,2600,4,3,4
339,2616,9,7,9
339,5313,8,7,8
339,5927,10,9,10
340,99,7,7,7
340,172,11,10,11
340,295,7,6,6
340,313,9,8,9
340,805,7,6,6
340,1177,5,5,5
340,1514,10,9,9
340,2213,7,6,6
340,2694,5,5,5
340,3061,5,5,5
340,5150,7,6,7
341,201,12,10,11
341,253,8,7,8
341,256,11,9,9
341,328,7,7,7
341,361,9,7,7
341,1071,14,13,14
341,1418,13,11,12
341,1761,11,9,11
341,4695,11,9,10
344,108,14,8,9
344,132,11,5,5
344,134,16,14,16
344,150,19,12,13
344,178,9,5,5
344,221,13,10,11
344,227,9,8,9
344,392,26,23,22
344,499,21,14,15
344,564,19,12,13
344,622,21,14,16
345,41,23,18,20
345,168,21,17,20
345,207,11,6,6
345,246,14,9,10
345,576,21,13,14
345,823,22,16,18
345,838,24,20,21
345,3055,16,11,10
347,10,23,17,19
347,12,22,16,18
347,22,17,12,12
347,28,19,14,15
347,50,13,7,8
347,63,14,8,8
347,81,13,12,11
347,90,20,15,17
347,130,27,22,24
347,374,15,9,11
349,113,17,15,16
349,162,7,7,7
349,269,25,21,22
349,271,14,9,9
349,414,11,8,10
349,420,15,13,15
349,479,19,16,17
349,1116,22,17,17
349,1148,16,13,13
349,3229,6,5,6
349,5071,25,22,24
350,129,21,18,20
350,147,19,15,17
350,151,26,19,21
350,158,10,8,8
350,185,19,16,17
350,225,8,7,7
350,947,19,14,15
350,975,18,16,17
350,1043,11,9,9
350,1295,13,10,10
351,31,18,14,14
351,47,20,15,16
351,103,24,24,25
351,121,20,13,15
351,123,16,11,12
351,231,24,23,22
351,276,10,7,7
351,340,18,13,13
352,137,18,12,12
352,360,21,18,19
352,387,15,13,12
352,389,16,11,12
352,1626,16,14,15
352,2803,16,11,12
352,2804,16,10,11
352,3430,13,7,7
352,4195,20,14,15
352,4241,13,10,10
