DC,BANNER,PICK TYPE,DESC,WEEK 31,WEEK 32,WEEK 33,WEEK 34,WEEK 35,WEEK 36,WEEK 37,WEEK 38,WEEK 39
7084,WM,Case Pick,MINI PUMPKIN,5,0,0,0,0,0,0,0,0
7084,WM,Case Pick,TIGER PUMPKIN,5,0,0,0,0,0,0,0,0
8348,WM,FPP,AUTUMN COLOURS,85,0,0,0,0,0,0,0,0
8348,WM,FPP,PUMPKIN,574,119,252,644,1015,1302,1876,2282,410
8348,WM,FPP,PUMPKIN WHITE,88,0,0,0,0,0,0,0,0
8348,WM,FPP,CANDY CORN PUMPKIN,17,32,0,0,0,0,0,0,0
8348,WM,Case Pick,GOURDS,3,0,0,0,0,0,0,0,0
8348,WM,Case Pick,ORNAMENTALS,42,0,0,0,0,0,0,0,0
8348,WM,Case Pick,PIE PUMPKIN,53,0,0,0,0,0,0,0,0
8348,WM,Case Pick,MINI PUMPKIN,3,0,0,0,0,0,0,0,0
8348,WM,Case Pick,TIGER PUMPKIN,3,0,0,0,0,0,0,0,0
8397,SAMS,FPP,PUMPKIN,650,250,300,350,500,650,900,250,0
8851,SAMS,FPP,PUMPKIN,650,250,300,300,400,400,600,200,0
8851,WM,FPP,PUMPKIN,231,56,63,168,224,252,560,980,175
8851,WM,FPP,PUMPKIN WHITE,30,0,0,0,0,0,0,0,0
8851,WM,Case Pick,GOURDS,2,0,0,0,0,0,0,0,0
8851,WM,Case Pick,ORNAMENTALS,6,1,0,0,0,0,0,0,0
8851,WM,Case Pick,TIGER PUMPKIN,2,0,0,0,0,0,0,0,0
8852,WM,FPP,PUMPKIN,399,91,154,385,581,1022,1869,2576,455
8852,WM,FPP,PUMPKIN WHITE,182,0,0,0,0,0,0,0,0
8852,WM,Case Pick,GOURDS,12,0,0,0,0,0,0,0,0
8852,WM,Case Pick,ORNAMENTALS,65,0,0,0,0,0,0,0,0
8852,WM,Case Pick,PIE PUMPKIN,86,0,0,0,0,0,0,0,0
8852,WM,Case Pick,MINI PUMPKIN,12,0,0,0,0,0,0,0,0
8852,WM,Case Pick,TIGER PUMPKIN,12,0,0,0,0,0,0,0,0
