Site,Quantity,Ship Date,Carrier,Tracking,Delivery Date,
6397,2,01-MAY-2023,FedEx,397730080250,05-MAY-2023,
6467,1,02-MAY-2023,FedEx,397755800156,03-MAY-2023,
6469,5,27-APR-2023,FedEx,397554016357,01-MAY-2023,
6470,1,02-MAY-2023,FedEx,397772835473,05-MAY-2023,
6476,3,28-APR-2023,FedEx,397638711475,03-MAY-2023,
6477,2,01-MAY-2023,FedEx,397695128275,03-MAY-2023,
6480,1,03-MAY-2023,FedEx,397805660062,05-MAY-2023,
6500,3,28-APR-2023,FedEx,397631372758,02-MAY-2023,
6531,1,03-MAY-2023,FedEx,397821721318,05-MAY-2023,
6576,3,28-APR-2023,FedEx,397631470909,02-MAY-2023,
6578,3,28-APR-2023,FedEx,397632292834,29-APR-2023,
6586,1,03-MAY-2023,FedEx,397816766932,08-MAY-2023,
6732,1,02-MAY-2023,FedEx,397776255029,04-MAY-2023,
6798,4,01-MAY-2023,FedEx,397730054952,05-MAY-2023,
6813,6,27-APR-2023,FedEx,397580110999,01-MAY-2023,
6814,3,02-MAY-2023,FedEx,397792115577,08-MAY-2023,
6828,3,02-MAY-2023,FedEx,397789912632,08-MAY-2023,
6849,2,03-MAY-2023,FedEx,397795918691,05-MAY-2023,
6851,1,02-MAY-2023,FedEx,397740959103,03-MAY-2023,
6878,3,01-MAY-2023,FedEx,397646350068,03-MAY-2023,
6931,1,02-MAY-2023,FedEx,397749451551,05-MAY-2023,
6932,4,28-APR-2023,FedEx,397622466831,01-MAY-2023,
6937,1,03-MAY-2023,FedEx,397812335098, ,
6942,6,27-APR-2023,FedEx,397559932647,28-APR-2023,
6943,5,01-MAY-2023,FedEx,397689217242,03-MAY-2023,
6951,1,03-MAY-2023,FedEx,397810362283, ,
6962,4,01-MAY-2023,FedEx,397707708921,05-MAY-2023,
6963,1,03-MAY-2023,FedEx,397816730151,04-MAY-2023,
6964,3,01-MAY-2023,FedEx,397647298272,03-MAY-2023,
6966,3,02-MAY-2023,FedEx,397786348075,03-MAY-2023,
6971,2,02-MAY-2023,FedEx,397742273291,04-MAY-2023,
6978,4,01-MAY-2023,FedEx,397698580604,05-MAY-2023,
6998,4,01-MAY-2023,FedEx,397694738688,04-MAY-2023,
7020,2,01-MAY-2023,FedEx,397687318753,03-MAY-2023,
7062,2,01-MAY-2023,FedEx,397728581309,05-MAY-2023,
7087,1,02-MAY-2023,FedEx,397757647770,05-MAY-2023,
7127,1,02-MAY-2023,FedEx,397777242264,04-MAY-2023,
7137,3,02-MAY-2023,FedEx,397786130295,05-MAY-2023,
7146,2,03-MAY-2023,FedEx,397808537965,08-MAY-2023,
7168,4,01-MAY-2023,FedEx,397696960130,05-MAY-2023,
7174,1,02-MAY-2023,FedEx,397762762874,05-MAY-2023,
7177,1,01-MAY-2023,FedEx,397694247509,04-MAY-2023,
7178,1,03-MAY-2023,FedEx,397804418880,05-MAY-2023,
7181,1,02-MAY-2023,FedEx,397742620597,04-MAY-2023,
7199,1,03-MAY-2023,FedEx,397824282040,08-MAY-2023,
7205,3,02-MAY-2023,FedEx,397786368927,08-MAY-2023,
7206,1,02-MAY-2023,FedEx,397780096184,05-MAY-2023,
7229,1,28-APR-2023,FedEx,397642770216,03-MAY-2023,
7233,7,26-APR-2023,FedEx,397544851603,01-MAY-2023,
7235,2,01-MAY-2023,FedEx,397647574148,04-MAY-2023,
7240,5,01-MAY-2023,FedEx,397688167178,02-MAY-2023,
7242,3,03-MAY-2023,FedEx,397805787565,05-MAY-2023,
7243,2,28-APR-2023,FedEx,397644955821,04-MAY-2023,
7245,3,03-MAY-2023,FedEx,397808796890,05-MAY-2023,
7247,4,01-MAY-2023,FedEx,397689875035,03-MAY-2023,
7251,3,01-MAY-2023,FedEx,397647403852,02-MAY-2023,
7254,1,02-MAY-2023,FedEx,397779560437,04-MAY-2023,
7256,1,02-MAY-2023,FedEx,397766196768,08-MAY-2023,
7259,1,02-MAY-2023,FedEx,397779483538, ,
7260,2,01-MAY-2023,FedEx,397735569435,05-MAY-2023,
7261,2,28-APR-2023,FedEx,397640712324,02-MAY-2023,
7262,3,01-MAY-2023,FedEx,397724683721,04-MAY-2023,
7263,1,01-MAY-2023,FedEx,397688926560,02-MAY-2023,
7266,1,02-MAY-2023,FedEx,397770937650,05-MAY-2023,
7281,6,27-APR-2023,FedEx,397565180263,28-APR-2023,
7294,4,01-MAY-2023,FedEx,397710626100,02-MAY-2023,
7296,3,28-APR-2023,FedEx,397622532560,01-MAY-2023,
7298,1,02-MAY-2023,FedEx,397769450513,05-MAY-2023,
7310,2,02-MAY-2023,FedEx,397767391312,04-MAY-2023,
7311,1,02-MAY-2023,FedEx,397767036413,03-MAY-2023,
7329,2,01-MAY-2023,FedEx,397698366292,05-MAY-2023,
7337,3,28-APR-2023,FedEx,397639026155,04-MAY-2023,
7339,1,01-MAY-2023,FedEx,397740053280,04-MAY-2023,
7347,2,01-MAY-2023,FedEx,397712667684,03-MAY-2023,
7361,7,26-APR-2023,FedEx,397528223287,27-APR-2023,
7362,1,02-MAY-2023,FedEx,397778917410,05-MAY-2023,
8930,4,01-MAY-2023,FedEx,397647609260,02-MAY-2023,
8958,2,01-MAY-2023,FedEx,397647244125,05-MAY-2023,
2070,1,02-MAY-2023,FedEx,397777931884,08-MAY-2023,
2074,2,03-MAY-2023,FedEx,397797065467,,
2126,2,03-MAY-2023,FedEx,397804626564,,
2188,3,03-MAY-2023,FedEx,397820162874,,
2308,2,03-MAY-2023,FedEx,397805334056,,
2314,1,03-MAY-2023,FedEx,397795856266,,
2473,2,03-MAY-2023,FedEx,397808998924,,
2711,4,03-MAY-2023,FedEx,397820243334,,
2722,7,03-MAY-2023,FedEx,397809417945,,
4359,4,03-MAY-2023,FedEx,397816593850,,
4474,1,02-MAY-2023,FedEx,397766944306,08-MAY-2023,
2067,1,03-MAY-2023,FedEx,397820405740,05-MAY-2023,
2302,1,01-MAY-2023,FedEx,397728085642,03-MAY-2023,
2346,3,02-MAY-2023,FedEx,397781823901,05-MAY-2023,
2449,4,02-MAY-2023,FedEx,397776526189,04-MAY-2023,
2501,2,03-MAY-2023,FedEx,397807161723,08-MAY-2023,
2721,1,03-MAY-2023,FedEx,397807057154,05-MAY-2023,
5802,1,03-MAY-2023,FedEx,397807287049,05-MAY-2023,
5803,1,03-MAY-2023,FedEx,397821416663,05-MAY-2023,
