Market,Region,Store,BU,Final Tier,Details
248,21,1570,NORTH BU,Tier 2 - GM Pause,
442,53,1571,NORTH BU,Tier 2 - GM Pause,
582,54,1572,WEST BU,Tier 1 - ISA On in Total Store,
405,46,1573,SOUTWEST BU,Tier 2 - GM Pause,
447,57,1574,WEST BU,Tier 1 - ISA On in Total Store,
457,56,1575,WEST BU,Tier 2 - GM Pause,
238,19,1576,NORTH BU,Tier 2 - GM Pause,
424,52,1577,WEST BU,Tier 1 - ISA On in Total Store,
23,2,1578,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
296,26,1579,EAST BU,Tier 1 - ISA On in Total Store,
249,25,1580,NORTH BU,Tier 2 - GM Pause,
427,54,1581,WEST BU,Tier 1 - ISA On in Total Store,
449,57,1583,WEST BU,Tier 1 - ISA On in Total Store,
396,57,1584,WEST BU,Tier 2 - GM Pause,
429,47,1585,WEST BU,Tier 1 - ISA On in Total Store,
26,2,1586,SOUTHEAST BU,Tier 2 - GM Pause,
450,56,1587,WEST BU,Tier 1 - ISA On in Total Store,
445,57,1588,WEST BU,Tier 2 - GM Pause,
108,9,1589,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
553,9,1590,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
234,22,1591,EAST BU,Tier 2 - GM Pause,
205,19,1592,NORTH BU,Tier 1 - ISA On in Total Store,
202,19,1593,NORTH BU,Tier 2 - GM Pause,
219,21,1594,NORTH BU,Tier 1 - ISA On in Total Store,
217,21,1595,NORTH BU,Tier 1 - ISA On in Total Store,
265,25,1596,NORTH BU,Tier 1 - ISA On in Total Store,
356,44,1597,SOUTWEST BU,Tier 2 - GM Pause,
370,46,1598,SOUTWEST BU,Tier 2 - GM Pause,
362,40,1599,NORTH BU,Tier 2 - GM Pause,
447,57,1600,WEST BU,Tier 1 - ISA On in Total Store,
482,25,1601,NORTH BU,Tier 1 - ISA On in Total Store,
275,25,1602,NORTH BU,Tier 1 - ISA On in Total Store,
42,4,1603,EAST BU,Tier 2 - GM Pause,
430,54,1604,WEST BU,Tier 1 - ISA On in Total Store,
14,14,1605,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
119,2,1606,SOUTHEAST BU,Tier 2 - GM Pause,
237,22,1607,EAST BU,Tier 2 - GM Pause,
457,56,1608,WEST BU,Tier 2 - GM Pause,
419,52,1609,WEST BU,Tier 1 - ISA On in Total Store,
192,17,1610,EAST BU,Tier 1 - ISA On in Total Store,
205,19,1611,NORTH BU,Tier 1 - ISA On in Total Store,
366,46,1612,SOUTWEST BU,Tier 2 - GM Pause,
308,26,1613,EAST BU,Tier 1 - ISA On in Total Store,
297,26,1614,EAST BU,Tier 2 - GM Pause,
452,56,1615,WEST BU,Tier 1 - ISA On in Total Store,
457,56,1616,WEST BU,Tier 2 - GM Pause,
381,54,1617,WEST BU,Tier 1 - ISA On in Total Store,
238,19,1618,NORTH BU,Tier 2 - GM Pause,
192,17,1619,EAST BU,Tier 1 - ISA On in Total Store,
14,14,1620,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
418,52,1621,WEST BU,Tier 1 - ISA On in Total Store,
213,19,1622,NORTH BU,Tier 2 - GM Pause,
226,17,1623,EAST BU,Tier 1 - ISA On in Total Store,
447,57,1624,WEST BU,Tier 2 - GM Pause,
426,52,1625,WEST BU,Tier 1 - ISA On in Total Store,
352,44,1626,SOUTWEST BU,Tier 1 - ISA On in Total Store,
427,54,1627,WEST BU,Tier 1 - ISA On in Total Store,
213,19,1628,NORTH BU,Tier 3 - Total Store ISA Pause,
251,25,1629,NORTH BU,Tier 1 - ISA On in Total Store,
457,56,1630,WEST BU,Tier 2 - GM Pause,
288,75,1631,EAST BU,Tier 1 - ISA On in Total Store,
412,52,1632,WEST BU,Tier 2 - GM Pause,Will re-evaluate on a weekly basis
424,52,1633,WEST BU,Tier 2 - GM Pause,
419,52,1634,WEST BU,Tier 2 - GM Pause,
442,53,1635,NORTH BU,Tier 2 - GM Pause,
427,54,1636,WEST BU,Tier 1 - ISA On in Total Store,
432,47,1637,WEST BU,Tier 1 - ISA On in Total Store,
7,14,1638,SOUTHEAST BU,Tier 2 - GM Pause,
247,21,1639,NORTH BU,Tier 2 - GM Pause,
237,22,1640,EAST BU,Tier 2 - GM Pause,
301,26,1641,EAST BU,Tier 1 - ISA On in Total Store,
202,19,1642,NORTH BU,Tier 2 - GM Pause,
439,53,1643,NORTH BU,Tier 2 - GM Pause,
232,22,1644,EAST BU,Tier 1 - ISA On in Total Store,
581,57,1645,WEST BU,Tier 1 - ISA On in Total Store,
372,46,1646,SOUTWEST BU,Tier 2 - GM Pause,
248,21,1647,NORTH BU,Tier 2 - GM Pause,
392,56,1648,WEST BU,Tier 2 - GM Pause,
427,54,1649,WEST BU,Tier 1 - ISA On in Total Store,
444,53,1650,NORTH BU,Tier 1 - ISA On in Total Store,
453,56,1651,WEST BU,Tier 2 - GM Pause,
312,75,1652,EAST BU,Tier 1 - ISA On in Total Store,
320,75,1653,EAST BU,Tier 1 - ISA On in Total Store,
419,52,1654,WEST BU,Tier 2 - GM Pause,
482,25,1655,NORTH BU,Tier 1 - ISA On in Total Store,
228,17,1656,EAST BU,Tier 1 - ISA On in Total Store,
425,53,1657,NORTH BU,Tier 2 - GM Pause,
30,3,1658,SOUTHEAST BU,Tier 2 - GM Pause,
379,47,1659,WEST BU,Tier 1 - ISA On in Total Store,
448,57,1660,WEST BU,Tier 1 - ISA On in Total Store,
302,26,1661,EAST BU,Tier 2 - GM Pause,
304,4,1662,EAST BU,Tier 2 - GM Pause,
294,2,1663,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
299,26,1664,EAST BU,Tier 2 - GM Pause,
239,21,1665,NORTH BU,Tier 2 - GM Pause,
306,4,1666,EAST BU,Tier 2 - GM Pause,
247,21,1667,NORTH BU,Tier 2 - GM Pause,
269,25,1668,NORTH BU,Tier 1 - ISA On in Total Store,
438,53,1669,NORTH BU,Tier 3 - Total Store ISA Pause,
168,22,1670,EAST BU,Tier 1 - ISA On in Total Store,
433,47,1671,WEST BU,Tier 1 - ISA On in Total Store,
436,53,1672,NORTH BU,Tier 2 - GM Pause,
192,17,1673,EAST BU,Tier 1 - ISA On in Total Store,
280,75,1674,EAST BU,Tier 1 - ISA On in Total Store,
256,41,1675,NORTH BU,Tier 1 - ISA On in Total Store,
580,25,1676,NORTH BU,Tier 1 - ISA On in Total Store,
189,17,1677,EAST BU,Tier 1 - ISA On in Total Store,
442,53,1678,NORTH BU,Tier 2 - GM Pause,
438,53,1679,NORTH BU,Tier 3 - Total Store ISA Pause,
110,9,1680,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
268,25,1681,NORTH BU,Tier 1 - ISA On in Total Store,
288,75,1682,EAST BU,Tier 1 - ISA On in Total Store,
413,52,1683,WEST BU,Tier 1 - ISA On in Total Store,
237,22,1684,EAST BU,Tier 2 - GM Pause,
430,54,1685,WEST BU,Tier 2 - GM Pause,
403,54,1686,WEST BU,Tier 1 - ISA On in Total Store,
289,75,1687,EAST BU,Tier 1 - ISA On in Total Store,
289,75,1688,EAST BU,Tier 1 - ISA On in Total Store,
376,47,1689,WEST BU,Tier 1 - ISA On in Total Store,
275,25,1690,NORTH BU,Tier 1 - ISA On in Total Store,
362,40,1691,NORTH BU,Tier 1 - ISA On in Total Store,
445,57,1692,WEST BU,Tier 1 - ISA On in Total Store,
445,57,1693,WEST BU,Tier 2 - GM Pause,
124,4,1694,EAST BU,Tier 2 - GM Pause,
427,54,1695,WEST BU,Tier 1 - ISA On in Total Store,
412,52,1696,WEST BU,Tier 1 - ISA On in Total Store,
454,56,1697,WEST BU,Tier 1 - ISA On in Total Store,
183,16,1698,EAST BU,Tier 2 - GM Pause,
401,54,1699,WEST BU,Tier 1 - ISA On in Total Store,
459,57,1700,WEST BU,Tier 1 - ISA On in Total Store,
21,2,1701,SOUTHEAST BU,Tier 2 - GM Pause,
92,9,1702,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
280,75,1703,EAST BU,Tier 1 - ISA On in Total Store,
453,56,1704,WEST BU,Tier 2 - GM Pause,
191,17,1705,EAST BU,Tier 1 - ISA On in Total Store,
208,20,1707,NORTH BU,Tier 2 - GM Pause,
401,54,1708,WEST BU,Tier 2 - GM Pause,
248,21,1709,NORTH BU,Tier 2 - GM Pause,
140,13,1710,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,14,1711,SOUTHEAST BU,Tier 2 - GM Pause,
111,9,1712,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
278,25,1713,NORTH BU,Tier 1 - ISA On in Total Store,
320,75,1714,EAST BU,Tier 1 - ISA On in Total Store,
285,75,1715,EAST BU,Tier 1 - ISA On in Total Store,
508,75,1716,EAST BU,Tier 1 - ISA On in Total Store,
508,75,1717,EAST BU,Tier 1 - ISA On in Total Store,
222,21,1718,NORTH BU,Tier 1 - ISA On in Total Store,
204,19,1719,NORTH BU,Tier 2 - GM Pause,
25,2,1720,SOUTHEAST BU,Tier 2 - GM Pause,
418,52,1721,WEST BU,Tier 1 - ISA On in Total Store,
421,52,1722,WEST BU,Tier 3 - Total Store ISA Pause,
413,52,1723,WEST BU,Tier 1 - ISA On in Total Store,
216,20,1724,NORTH BU,Tier 2 - GM Pause,
315,75,1726,EAST BU,Tier 1 - ISA On in Total Store,
439,53,1727,NORTH BU,Tier 1 - ISA On in Total Store,
239,21,1728,NORTH BU,Tier 2 - GM Pause,
239,21,1729,NORTH BU,Tier 2 - GM Pause,
287,75,1730,EAST BU,Tier 2 - GM Pause,
192,17,1731,EAST BU,Tier 1 - ISA On in Total Store,
414,52,1732,WEST BU,Tier 1 - ISA On in Total Store,
203,19,1733,NORTH BU,Tier 2 - GM Pause,
246,21,1734,NORTH BU,Tier 2 - GM Pause,
269,25,1735,NORTH BU,Tier 2 - GM Pause,
284,75,1736,EAST BU,Tier 2 - GM Pause,
268,25,1737,NORTH BU,Tier 2 - GM Pause,
421,52,1738,WEST BU,Tier 2 - GM Pause,
227,20,1739,NORTH BU,Tier 2 - GM Pause,
263,53,1740,NORTH BU,Tier 2 - GM Pause,
284,75,1741,EAST BU,Tier 1 - ISA On in Total Store,
165,22,1742,EAST BU,Tier 2 - GM Pause,
258,41,1743,NORTH BU,Tier 1 - ISA On in Total Store,
192,17,1744,EAST BU,Tier 1 - ISA On in Total Store,
239,21,1745,NORTH BU,Tier 2 - GM Pause,
371,46,1746,SOUTWEST BU,Tier 2 - GM Pause,
461,57,1747,WEST BU,Tier 2 - GM Pause,
36,4,1748,EAST BU,Tier 2 - GM Pause,
183,16,1749,EAST BU,Tier 2 - GM Pause,
222,21,1750,NORTH BU,Tier 1 - ISA On in Total Store,
297,26,1751,EAST BU,Tier 2 - GM Pause,
204,19,1752,NORTH BU,Tier 2 - GM Pause,
184,16,1753,EAST BU,Tier 1 - ISA On in Total Store,
203,19,1754,NORTH BU,Tier 2 - GM Pause,
453,56,1755,WEST BU,Tier 2 - GM Pause,
462,57,1756,WEST BU,Tier 1 - ISA On in Total Store,
419,52,1757,WEST BU,Tier 2 - GM Pause,
239,21,1758,NORTH BU,Tier 2 - GM Pause,
288,75,1759,EAST BU,Tier 1 - ISA On in Total Store,
455,56,1760,WEST BU,Tier 1 - ISA On in Total Store,
341,25,1761,NORTH BU,Tier 1 - ISA On in Total Store,
157,16,1762,EAST BU,Tier 1 - ISA On in Total Store,
311,20,1763,NORTH BU,Tier 1 - ISA On in Total Store,
413,52,1764,WEST BU,Tier 1 - ISA On in Total Store,
237,22,1765,EAST BU,Tier 2 - GM Pause,
23,2,1766,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
300,26,1767,EAST BU,Tier 2 - GM Pause,
582,54,1768,WEST BU,Tier 1 - ISA On in Total Store,
231,22,1769,EAST BU,Tier 1 - ISA On in Total Store,
229,20,1770,NORTH BU,Tier 2 - GM Pause,
202,19,1771,NORTH BU,Tier 2 - GM Pause,
468,56,1772,WEST BU,Tier 2 - GM Pause,
288,75,1773,EAST BU,Tier 1 - ISA On in Total Store,
310,26,1774,EAST BU,Tier 2 - GM Pause,
478,60,1775,WEST BU,Tier 1 - ISA On in Total Store,
442,53,1776,NORTH BU,Tier 2 - GM Pause,
168,22,1777,EAST BU,Tier 1 - ISA On in Total Store,
382,54,1778,WEST BU,Tier 1 - ISA On in Total Store,
265,25,1779,NORTH BU,Tier 1 - ISA On in Total Store,
315,75,1780,EAST BU,Tier 1 - ISA On in Total Store,
190,17,1781,EAST BU,Tier 1 - ISA On in Total Store,
216,20,1782,NORTH BU,Tier 2 - GM Pause,
580,25,1783,NORTH BU,Tier 1 - ISA On in Total Store,
477,60,1784,WEST BU,Tier 2 - GM Pause,
184,16,1785,EAST BU,Tier 2 - GM Pause,
423,52,1786,WEST BU,Tier 1 - ISA On in Total Store,
414,52,1787,WEST BU,Tier 1 - ISA On in Total Store,
183,16,1788,EAST BU,Tier 2 - GM Pause,
452,56,1789,WEST BU,Tier 1 - ISA On in Total Store,
197,19,1790,NORTH BU,Tier 2 - GM Pause,
200,19,1791,NORTH BU,Tier 2 - GM Pause,
231,22,1792,EAST BU,Tier 1 - ISA On in Total Store,
477,60,1793,WEST BU,Tier 2 - GM Pause,
232,22,1794,EAST BU,Tier 1 - ISA On in Total Store,
294,2,1795,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
184,16,1796,EAST BU,Tier 2 - GM Pause,
179,16,1797,EAST BU,Tier 2 - GM Pause,
205,19,1798,NORTH BU,Tier 1 - ISA On in Total Store,
441,53,1799,NORTH BU,Tier 3 - Total Store ISA Pause,
583,5,1800,SOUTWEST BU,Tier 2 - GM Pause,
44,5,1801,SOUTWEST BU,Tier 2 - GM Pause,
411,47,1802,WEST BU,Tier 2 - GM Pause,
87,6,1803,SOUTWEST BU,Tier 1 - ISA On in Total Store,
248,21,1804,NORTH BU,Tier 2 - GM Pause,
463,57,1805,WEST BU,Tier 1 - ISA On in Total Store,
189,17,1806,EAST BU,Tier 1 - ISA On in Total Store,
165,22,1807,EAST BU,Tier 2 - GM Pause,
388,54,1808,WEST BU,Tier 1 - ISA On in Total Store,
202,19,1809,NORTH BU,Tier 2 - GM Pause,
164,17,1810,EAST BU,Tier 1 - ISA On in Total Store,
288,75,1811,EAST BU,Tier 1 - ISA On in Total Store,
215,20,1812,NORTH BU,Tier 2 - GM Pause,
192,17,1813,EAST BU,Tier 1 - ISA On in Total Store,
264,25,1814,NORTH BU,Tier 2 - GM Pause,
449,57,1815,WEST BU,Tier 2 - GM Pause,
297,26,1816,EAST BU,Tier 1 - ISA On in Total Store,
475,60,1817,WEST BU,Tier 2 - GM Pause,
436,53,1819,NORTH BU,Tier 2 - GM Pause,
229,20,1820,NORTH BU,Tier 2 - GM Pause,
306,4,1821,EAST BU,Tier 1 - ISA On in Total Store,
801,29,1822,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
234,22,1823,EAST BU,Tier 2 - GM Pause,
286,75,1825,EAST BU,Tier 1 - ISA On in Total Store,
581,57,1826,WEST BU,Tier 1 - ISA On in Total Store,
582,54,1827,WEST BU,Tier 1 - ISA On in Total Store,
439,53,1828,NORTH BU,Tier 3 - Total Store ISA Pause,
37,4,1829,EAST BU,Tier 1 - ISA On in Total Store,
191,17,1830,EAST BU,Tier 1 - ISA On in Total Store,
191,17,1831,EAST BU,Tier 1 - ISA On in Total Store,
463,57,1832,WEST BU,Tier 1 - ISA On in Total Store,
291,75,1833,EAST BU,Tier 1 - ISA On in Total Store,
468,56,1834,WEST BU,Tier 1 - ISA On in Total Store,
190,17,1835,EAST BU,Tier 1 - ISA On in Total Store,
202,19,1836,NORTH BU,Tier 2 - GM Pause,
59,6,1837,SOUTWEST BU,Tier 1 - ISA On in Total Store,
394,57,1838,WEST BU,Tier 1 - ISA On in Total Store,
214,20,1839,NORTH BU,Tier 2 - GM Pause,
511,56,1840,WEST BU,Tier 1 - ISA On in Total Store,
289,75,1841,EAST BU,Tier 1 - ISA On in Total Store,
298,26,1842,EAST BU,Tier 2 - GM Pause,
477,60,1843,WEST BU,Tier 2 - GM Pause,
178,22,1844,EAST BU,Tier 2 - GM Pause,
109,9,1845,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
366,46,1846,SOUTWEST BU,Tier 1 - ISA On in Total Store,
93,3,1847,SOUTHEAST BU,Tier 2 - GM Pause,
264,25,1848,NORTH BU,Tier 1 - ISA On in Total Store,
308,26,1849,EAST BU,Tier 2 - GM Pause,
234,22,1850,EAST BU,Tier 2 - GM Pause,
109,9,1851,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
291,75,1852,EAST BU,Tier 1 - ISA On in Total Store,
461,57,1853,WEST BU,Tier 1 - ISA On in Total Store,
801,29,1854,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
423,52,1855,WEST BU,Tier 1 - ISA On in Total Store,
179,16,1856,EAST BU,Tier 2 - GM Pause,
209,20,1857,NORTH BU,Tier 2 - GM Pause,
421,52,1858,WEST BU,Tier 1 - ISA On in Total Store,
463,57,1859,WEST BU,Tier 1 - ISA On in Total Store,
284,75,1860,EAST BU,Tier 2 - GM Pause,
422,52,1861,WEST BU,Tier 2 - GM Pause,
462,57,1862,WEST BU,Tier 1 - ISA On in Total Store,
209,20,1863,NORTH BU,Tier 2 - GM Pause,
422,52,1864,WEST BU,Tier 1 - ISA On in Total Store,
421,52,1865,WEST BU,Tier 1 - ISA On in Total Store,
180,16,1866,EAST BU,Tier 2 - GM Pause,
293,75,1867,EAST BU,Tier 1 - ISA On in Total Store,
180,16,1868,EAST BU,Tier 2 - GM Pause,
165,22,1869,EAST BU,Tier 2 - GM Pause,
475,60,1870,WEST BU,Tier 2 - GM Pause,
187,17,1871,EAST BU,Tier 1 - ISA On in Total Store,
383,54,1872,WEST BU,Tier 1 - ISA On in Total Store,
161,16,1873,EAST BU,Tier 2 - GM Pause,
118,9,1874,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
282,75,1875,EAST BU,Tier 1 - ISA On in Total Store,
476,60,1876,WEST BU,Tier 1 - ISA On in Total Store,
581,57,1877,WEST BU,Tier 1 - ISA On in Total Store,
400,56,1878,WEST BU,Tier 1 - ISA On in Total Store,
445,57,1879,WEST BU,Tier 1 - ISA On in Total Store,
468,56,1880,WEST BU,Tier 2 - GM Pause,
454,56,1881,WEST BU,Tier 1 - ISA On in Total Store,
581,57,1882,WEST BU,Tier 1 - ISA On in Total Store,
208,20,1883,NORTH BU,Tier 2 - GM Pause,
226,17,1884,EAST BU,Tier 1 - ISA On in Total Store,
229,20,1885,NORTH BU,Tier 2 - GM Pause,
234,22,1886,EAST BU,Tier 2 - GM Pause,
232,22,1887,EAST BU,Tier 1 - ISA On in Total Store,
401,54,1888,WEST BU,Tier 1 - ISA On in Total Store,
475,60,1889,WEST BU,Tier 2 - GM Pause,
285,75,1890,EAST BU,Tier 2 - GM Pause,
162,17,1891,EAST BU,Tier 1 - ISA On in Total Store,
268,25,1892,NORTH BU,Tier 3 - Total Store ISA Pause,
508,75,1893,EAST BU,Tier 1 - ISA On in Total Store,
214,20,1894,NORTH BU,Tier 1 - ISA On in Total Store,
215,20,1895,NORTH BU,Tier 1 - ISA On in Total Store,
391,47,1896,WEST BU,Tier 1 - ISA On in Total Store,
268,25,1897,NORTH BU,Tier 2 - GM Pause,
264,25,1898,NORTH BU,Tier 1 - ISA On in Total Store,
461,57,1899,WEST BU,Tier 1 - ISA On in Total Store,
400,56,1900,WEST BU,Tier 1 - ISA On in Total Store,
383,54,1901,WEST BU,Tier 1 - ISA On in Total Store,
400,56,1902,WEST BU,Tier 1 - ISA On in Total Store,
455,56,1903,WEST BU,Tier 2 - GM Pause,
292,75,1904,EAST BU,Tier 2 - GM Pause,
400,56,1905,WEST BU,Tier 1 - ISA On in Total Store,
160,16,1906,EAST BU,Tier 1 - ISA On in Total Store,
184,16,1907,EAST BU,Tier 2 - GM Pause,
440,53,1908,NORTH BU,Tier 2 - GM Pause,
195,17,1909,EAST BU,Tier 1 - ISA On in Total Store,
457,56,1910,WEST BU,Tier 2 - GM Pause,
215,20,1911,NORTH BU,Tier 2 - GM Pause,
461,57,1912,WEST BU,Tier 1 - ISA On in Total Store,
207,19,1913,NORTH BU,Tier 2 - GM Pause,
445,57,1914,WEST BU,Tier 1 - ISA On in Total Store,
463,57,1915,WEST BU,Tier 1 - ISA On in Total Store,
108,9,1916,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
459,57,1917,WEST BU,Tier 1 - ISA On in Total Store,
156,16,1918,EAST BU,Tier 2 - GM Pause,
179,16,1919,EAST BU,Tier 1 - ISA On in Total Store,
477,60,1920,WEST BU,Tier 1 - ISA On in Total Store,
178,22,1921,EAST BU,Tier 1 - ISA On in Total Store,
462,57,1922,WEST BU,Tier 1 - ISA On in Total Store,
200,19,1923,NORTH BU,Tier 3 - Total Store ISA Pause,
179,16,1924,EAST BU,Tier 2 - GM Pause,
478,60,1925,WEST BU,Tier 2 - GM Pause,
191,17,1926,EAST BU,Tier 1 - ISA On in Total Store,
214,20,1927,NORTH BU,Tier 2 - GM Pause,
205,19,1928,NORTH BU,Tier 2 - GM Pause,
419,52,1929,WEST BU,Tier 1 - ISA On in Total Store,
184,16,1930,EAST BU,Tier 2 - GM Pause,
440,53,1931,NORTH BU,Tier 2 - GM Pause,
179,16,1932,EAST BU,Tier 2 - GM Pause,
267,25,1933,NORTH BU,Tier 1 - ISA On in Total Store,
314,75,1934,EAST BU,Tier 1 - ISA On in Total Store,
237,22,1935,EAST BU,Tier 2 - GM Pause,
196,53,1936,NORTH BU,Tier 2 - GM Pause,
216,20,1937,NORTH BU,Tier 1 - ISA On in Total Store,
268,25,1938,NORTH BU,Tier 2 - GM Pause,
180,16,1939,EAST BU,Tier 2 - GM Pause,
188,17,1940,EAST BU,Tier 1 - ISA On in Total Store,
462,57,1941,WEST BU,Tier 1 - ISA On in Total Store,
200,19,1942,NORTH BU,Tier 3 - Total Store ISA Pause,
433,47,1943,WEST BU,Tier 2 - GM Pause,
226,17,1945,EAST BU,Tier 1 - ISA On in Total Store,
187,17,1946,EAST BU,Tier 1 - ISA On in Total Store,
473,60,1947,WEST BU,Tier 2 - GM Pause,
227,20,1948,NORTH BU,Tier 2 - GM Pause,
194,17,1949,EAST BU,Tier 1 - ISA On in Total Store,
301,26,1950,EAST BU,Tier 2 - GM Pause,
399,56,1951,WEST BU,Tier 1 - ISA On in Total Store,
422,52,1952,WEST BU,Tier 2 - GM Pause,
297,26,1953,EAST BU,Tier 2 - GM Pause,
183,16,1954,EAST BU,Tier 2 - GM Pause,
263,53,1955,NORTH BU,Tier 2 - GM Pause,
382,54,1956,WEST BU,Tier 1 - ISA On in Total Store,
105,9,1957,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
80,6,1958,SOUTWEST BU,Tier 1 - ISA On in Total Store,
164,17,1959,EAST BU,Tier 2 - GM Pause,
112,9,1960,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
225,21,1961,NORTH BU,Tier 1 - ISA On in Total Store,
247,21,1962,NORTH BU,Tier 2 - GM Pause,
450,56,1963,WEST BU,Tier 1 - ISA On in Total Store,
161,16,1964,EAST BU,Tier 1 - ISA On in Total Store,
432,47,1965,WEST BU,Tier 1 - ISA On in Total Store,
194,17,1966,EAST BU,Tier 1 - ISA On in Total Store,
154,16,1967,EAST BU,Tier 2 - GM Pause,
281,75,1968,EAST BU,Tier 2 - GM Pause,
290,75,1969,EAST BU,Tier 2 - GM Pause,
159,16,1970,EAST BU,Tier 2 - GM Pause,
425,53,1971,NORTH BU,Tier 2 - GM Pause,
511,56,1972,WEST BU,Tier 2 - GM Pause,
194,17,1973,EAST BU,Tier 1 - ISA On in Total Store,
179,16,1974,EAST BU,Tier 2 - GM Pause,
181,16,1975,EAST BU,Tier 2 - GM Pause,
190,17,1976,EAST BU,Tier 1 - ISA On in Total Store,
178,22,1977,EAST BU,Tier 2 - GM Pause,
247,21,1978,NORTH BU,Tier 2 - GM Pause,
453,56,1979,WEST BU,Tier 3 - Total Store ISA Pause,
162,17,1980,EAST BU,Tier 1 - ISA On in Total Store,
508,75,1981,EAST BU,Tier 1 - ISA On in Total Store,
439,53,1982,NORTH BU,Tier 2 - GM Pause,
450,56,1983,WEST BU,Tier 2 - GM Pause,
154,16,1984,EAST BU,Tier 2 - GM Pause,
508,75,1985,EAST BU,Tier 2 - GM Pause,
213,19,1986,NORTH BU,Tier 2 - GM Pause,
205,19,1987,NORTH BU,Tier 1 - ISA On in Total Store,
455,56,1988,WEST BU,Tier 1 - ISA On in Total Store,
447,57,1989,WEST BU,Tier 1 - ISA On in Total Store,
217,21,1990,NORTH BU,Tier 1 - ISA On in Total Store,
251,25,1991,NORTH BU,Tier 2 - GM Pause,
462,57,1992,WEST BU,Tier 1 - ISA On in Total Store,
195,17,1993,EAST BU,Tier 1 - ISA On in Total Store,
187,17,1994,EAST BU,Tier 1 - ISA On in Total Store,
400,56,1995,WEST BU,Tier 1 - ISA On in Total Store,
553,9,1996,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
188,17,1997,EAST BU,Tier 1 - ISA On in Total Store,
267,25,1998,NORTH BU,Tier 1 - ISA On in Total Store,
424,52,1999,WEST BU,Tier 1 - ISA On in Total Store,
301,26,2000,EAST BU,Tier 2 - GM Pause,
449,57,2001,WEST BU,Tier 1 - ISA On in Total Store,
451,56,2002,WEST BU,Tier 1 - ISA On in Total Store,
174,17,2003,EAST BU,Tier 1 - ISA On in Total Store,
415,52,2004,WEST BU,Tier 1 - ISA On in Total Store,
306,4,2005,EAST BU,Tier 1 - ISA On in Total Store,
475,60,2006,WEST BU,Tier 2 - GM Pause,
473,60,2007,WEST BU,Tier 2 - GM Pause,
229,20,2008,NORTH BU,Tier 2 - GM Pause,
281,75,2009,EAST BU,Tier 1 - ISA On in Total Store,
201,19,2010,NORTH BU,Tier 2 - GM Pause,
156,16,2012,EAST BU,Tier 2 - GM Pause,
179,16,2013,EAST BU,Tier 2 - GM Pause,
204,19,2014,NORTH BU,Tier 2 - GM Pause,
292,75,2015,EAST BU,Tier 1 - ISA On in Total Store,
473,60,2016,WEST BU,Tier 1 - ISA On in Total Store,
235,20,2019,NORTH BU,Tier 2 - GM Pause,
246,21,2020,NORTH BU,Tier 2 - GM Pause,
160,16,2021,EAST BU,Tier 1 - ISA On in Total Store,
162,17,2022,EAST BU,Tier 1 - ISA On in Total Store,
233,22,2023,EAST BU,Tier 2 - GM Pause,
226,17,2024,EAST BU,Tier 1 - ISA On in Total Store,
511,56,2025,WEST BU,Tier 1 - ISA On in Total Store,
811,29,2026,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
280,75,2027,EAST BU,Tier 1 - ISA On in Total Store,
461,57,2028,WEST BU,Tier 1 - ISA On in Total Store,
450,56,2030,WEST BU,Tier 1 - ISA On in Total Store,
511,56,2031,WEST BU,Tier 2 - GM Pause,
446,57,2032,WEST BU,Tier 1 - ISA On in Total Store,
427,54,2033,WEST BU,Tier 1 - ISA On in Total Store,
239,21,2035,NORTH BU,Tier 1 - ISA On in Total Store,
317,20,2036,NORTH BU,Tier 3 - Total Store ISA Pause,
472,60,2037,WEST BU,Tier 1 - ISA On in Total Store,
292,75,2038,EAST BU,Tier 1 - ISA On in Total Store,
450,56,2039,WEST BU,Tier 1 - ISA On in Total Store,
170,22,2040,EAST BU,Tier 2 - GM Pause,
284,75,2041,EAST BU,Tier 1 - ISA On in Total Store,
194,17,2043,EAST BU,Tier 1 - ISA On in Total Store,
457,56,2044,WEST BU,Tier 2 - GM Pause,
281,75,2045,EAST BU,Tier 1 - ISA On in Total Store,
180,16,2046,EAST BU,Tier 2 - GM Pause,
