Store # ,Qty,Earliest Received Date,Latest Received Date
2833,9,1/17/2023,1/25/2023
558,9,1/17/2023,1/25/2023
952,9,1/17/2023,1/25/2023
5374,9,1/17/2023,1/25/2023
2682,9,1/17/2023,1/25/2023
2597,9,1/17/2023,1/25/2023
4681,9,1/17/2023,1/25/2023
2440,9,1/17/2023,1/25/2023
2825,9,1/17/2023,1/25/2023
628,9,1/17/2023,1/25/2023
4430,9,1/17/2023,1/25/2023
201,9,1/17/2023,1/25/2023
5064,9,1/17/2023,1/25/2023
1882,9,1/17/2023,1/25/2023
1983,9,1/17/2023,1/25/2023
2103,9,1/17/2023,1/25/2023
3723,9,1/17/2023,1/25/2023
5048,9,1/17/2023,1/25/2023
951,9,1/17/2023,1/25/2023
1406,9,1/17/2023,1/25/2023
3701,9,1/17/2023,1/25/2023
5235,9,1/17/2023,1/25/2023
4335,9,1/17/2023,1/25/2023
808,9,1/17/2023,1/25/2023
839,9,1/17/2023,1/25/2023
1076,9,1/17/2023,1/25/2023
484,9,1/17/2023,1/25/2023
3713,9,1/17/2023,1/25/2023
5701,9,1/17/2023,1/25/2023
5451,9,1/17/2023,1/25/2023
2194,9,1/17/2023,1/25/2023
5220,9,1/17/2023,1/25/2023
443,9,1/17/2023,1/25/2023
986,9,1/17/2023,1/25/2023
1969,9,1/17/2023,1/25/2023
7220,9,1/17/2023,1/25/2023
811,9,1/17/2023,1/25/2023
3118,9,1/17/2023,1/25/2023
1814,9,1/17/2023,1/25/2023
861,9,1/17/2023,1/25/2023
1880,9,1/17/2023,1/25/2023
1436,9,1/17/2023,1/25/2023
4118,9,1/17/2023,1/25/2023
5816,9,1/17/2023,1/25/2023
296,9,1/17/2023,1/25/2023
4274,9,1/17/2023,1/25/2023
232,9,1/17/2023,1/25/2023
338,9,1/17/2023,1/25/2023
942,9,1/17/2023,1/25/2023
4341,9,1/17/2023,1/25/2023
5115,9,1/17/2023,1/25/2023
5041,9,1/17/2023,1/25/2023
1296,9,1/17/2023,1/25/2023
1569,9,1/17/2023,1/25/2023
3322,9,1/17/2023,1/25/2023
4350,9,1/17/2023,1/25/2023
524,9,1/17/2023,1/25/2023
3452,9,1/17/2023,1/25/2023
2989,9,1/17/2023,1/25/2023
1427,9,1/17/2023,1/25/2023
356,9,1/17/2023,1/25/2023
827,9,1/17/2023,1/25/2023
3042,9,1/17/2023,1/25/2023
7009,9,1/17/2023,1/25/2023
2123,9,1/17/2023,1/25/2023
968,9,1/17/2023,1/25/2023
1086,9,1/17/2023,1/25/2023
5063,9,1/17/2023,1/25/2023
2293,9,1/17/2023,1/25/2023
1859,9,1/17/2023,1/25/2023
4231,9,1/17/2023,1/25/2023
1193,9,1/17/2023,1/25/2023
1997,9,1/17/2023,1/25/2023
4619,9,1/17/2023,1/25/2023
2696,9,1/17/2023,1/25/2023
5103,9,1/17/2023,1/25/2023
1581,9,1/17/2023,1/25/2023
5330,9,1/17/2023,1/25/2023
2836,9,1/17/2023,1/25/2023
2732,9,1/17/2023,1/25/2023
3788,9,1/17/2023,1/25/2023
1271,9,1/17/2023,1/25/2023
857,9,1/17/2023,1/25/2023
746,9,1/17/2023,1/25/2023
2814,9,1/17/2023,1/25/2023
590,9,1/17/2023,1/25/2023
5195,8,1/17/2023,1/25/2023
5265,8,1/17/2023,1/25/2023
7342,8,1/17/2023,1/25/2023
4655,8,1/17/2023,1/25/2023
1324,8,1/17/2023,1/25/2023
1199,8,1/17/2023,1/25/2023
1281,8,1/17/2023,1/25/2023
906,8,1/17/2023,1/25/2023
3278,8,1/17/2023,1/25/2023
2132,8,1/17/2023,1/25/2023
2590,8,1/17/2023,1/25/2023
7309,8,1/17/2023,1/25/2023
7315,8,1/17/2023,1/25/2023
7222,8,1/17/2023,1/25/2023
5297,8,1/17/2023,1/25/2023
3501,8,1/17/2023,1/25/2023
3224,8,1/17/2023,1/25/2023
186,8,1/17/2023,1/25/2023
1143,8,1/17/2023,1/25/2023
4654,8,1/17/2023,1/25/2023
5461,8,1/17/2023,1/25/2023
6207,8,1/17/2023,1/25/2023
3534,8,1/17/2023,1/25/2023
1851,8,1/17/2023,1/25/2023
5397,8,1/17/2023,1/25/2023
598,8,1/17/2023,1/25/2023
6190,8,1/17/2023,1/25/2023
733,8,1/17/2023,1/25/2023
166,8,1/17/2023,1/25/2023
5855,8,1/17/2023,1/25/2023
1153,8,1/17/2023,1/25/2023
4423,8,1/17/2023,1/25/2023
609,8,1/17/2023,1/25/2023
4706,8,1/17/2023,1/25/2023
3111,8,1/17/2023,1/25/2023
4653,8,1/17/2023,1/25/2023
5812,8,1/17/2023,1/25/2023
271,8,1/24/2023,2/1/2023
2424,8,1/24/2023,2/1/2023
5472,8,1/24/2023,2/1/2023
3456,8,1/24/2023,2/1/2023
1993,8,1/24/2023,2/1/2023
1416,8,1/24/2023,2/1/2023
5753,8,1/24/2023,2/1/2023
6967,8,1/24/2023,2/1/2023
3059,8,1/24/2023,2/1/2023
5499,8,1/24/2023,2/1/2023
2414,8,1/24/2023,2/1/2023
1689,8,1/24/2023,2/1/2023
3387,8,1/24/2023,2/1/2023
1103,8,1/24/2023,2/1/2023
981,8,1/24/2023,2/1/2023
3652,8,1/24/2023,2/1/2023
637,8,1/24/2023,2/1/2023
5197,8,1/24/2023,2/1/2023
3291,8,1/24/2023,2/1/2023
2341,8,1/24/2023,2/1/2023
2900,8,1/24/2023,2/1/2023
2222,8,1/24/2023,2/1/2023
1704,8,1/24/2023,2/1/2023
3852,8,1/24/2023,2/1/2023
3423,8,1/24/2023,2/1/2023
473,8,1/24/2023,2/1/2023
5294,8,1/24/2023,2/1/2023
809,8,1/24/2023,2/1/2023
1464,8,1/24/2023,2/1/2023
714,8,1/24/2023,2/1/2023
795,8,1/24/2023,2/1/2023
2586,8,1/24/2023,2/1/2023
3159,8,1/24/2023,2/1/2023
3523,8,1/24/2023,2/1/2023
5264,8,1/24/2023,2/1/2023
940,8,1/24/2023,2/1/2023
5872,8,1/24/2023,2/1/2023
442,8,1/24/2023,2/1/2023
530,8,1/24/2023,2/1/2023
2096,8,1/24/2023,2/1/2023
1876,8,1/24/2023,2/1/2023
4249,8,1/24/2023,2/1/2023
4525,8,1/24/2023,2/1/2023
5106,8,1/24/2023,2/1/2023
731,8,1/24/2023,2/1/2023
627,8,1/24/2023,2/1/2023
4324,8,1/24/2023,2/1/2023
2784,8,1/24/2023,2/1/2023
2548,8,1/24/2023,2/1/2023
7098,8,1/24/2023,2/1/2023
4138,8,1/24/2023,2/1/2023
5459,8,1/24/2023,2/1/2023
5191,8,1/24/2023,2/1/2023
5434,8,1/24/2023,2/1/2023
1216,8,1/24/2023,2/1/2023
1375,8,1/24/2023,2/1/2023
5755,8,1/24/2023,2/1/2023
1623,8,1/24/2023,2/1/2023
4579,8,1/24/2023,2/1/2023
6098,8,1/24/2023,2/1/2023
199,8,1/24/2023,2/1/2023
2650,8,1/24/2023,2/1/2023
6952,8,1/24/2023,2/1/2023
2555,8,1/24/2023,2/1/2023
355,8,1/24/2023,2/1/2023
3574,8,1/24/2023,2/1/2023
5419,8,1/24/2023,2/1/2023
5482,8,1/24/2023,2/1/2023
7304,8,1/24/2023,2/1/2023
3646,8,1/24/2023,2/1/2023
2768,8,1/24/2023,2/1/2023
414,8,1/24/2023,2/1/2023
4275,8,1/24/2023,2/1/2023
1556,8,1/24/2023,2/1/2023
3757,8,1/24/2023,2/1/2023
2722,8,1/24/2023,2/1/2023
1746,8,1/24/2023,2/1/2023
5768,8,1/24/2023,2/1/2023
3585,8,1/24/2023,2/1/2023
4457,8,1/24/2023,2/1/2023
3428,8,1/24/2023,2/1/2023
2924,8,1/24/2023,2/1/2023
5154,8,1/24/2023,2/1/2023
150,8,1/24/2023,2/1/2023
227,8,1/24/2023,2/1/2023
3214,8,1/24/2023,2/1/2023
3731,8,1/24/2023,2/1/2023
756,8,1/24/2023,2/1/2023
1779,8,1/24/2023,2/1/2023
424,8,1/24/2023,2/1/2023
83,8,1/24/2023,2/1/2023
2889,8,1/24/2023,2/1/2023
5641,8,1/24/2023,2/1/2023
5007,8,1/24/2023,2/1/2023
347,8,1/24/2023,2/1/2023
2028,8,1/24/2023,2/1/2023
419,8,1/24/2023,2/1/2023
1525,8,1/24/2023,2/1/2023
196,8,1/24/2023,2/1/2023
5082,7,1/24/2023,2/1/2023
1016,7,1/24/2023,2/1/2023
1958,7,1/24/2023,2/1/2023
5654,7,1/24/2023,2/1/2023
3801,7,1/24/2023,2/1/2023
5205,7,1/24/2023,2/1/2023
4388,7,1/24/2023,2/1/2023
4639,7,1/24/2023,2/1/2023
1810,7,1/24/2023,2/1/2023
802,7,1/24/2023,2/1/2023
1562,7,1/24/2023,2/1/2023
210,7,1/24/2023,2/1/2023
618,7,1/24/2023,2/1/2023
5304,7,1/24/2023,2/1/2023
5094,7,1/24/2023,2/1/2023
694,7,1/24/2023,2/1/2023
492,7,1/24/2023,2/1/2023
85,7,1/24/2023,2/1/2023
1248,7,1/24/2023,2/1/2023
2508,7,1/24/2023,2/1/2023
1055,7,1/24/2023,2/1/2023
93,7,1/24/2023,2/1/2023
546,7,1/24/2023,2/1/2023
345,7,1/24/2023,2/1/2023
4487,7,1/24/2023,2/1/2023
3106,7,1/24/2023,2/1/2023
1135,7,1/24/2023,2/1/2023
3605,7,1/24/2023,2/1/2023
741,7,1/24/2023,2/1/2023
829,7,1/24/2023,2/1/2023
3817,7,1/24/2023,2/1/2023
3784,7,1/24/2023,2/1/2023
3204,7,1/24/2023,2/1/2023
5036,7,1/24/2023,2/1/2023
353,7,1/24/2023,2/1/2023
5183,7,1/24/2023,2/1/2023
1520,7,1/24/2023,2/1/2023
1661,7,1/24/2023,2/1/2023
1304,7,1/24/2023,2/1/2023
5979,7,1/24/2023,2/1/2023
3252,7,1/24/2023,2/1/2023
3462,7,1/24/2023,2/1/2023
4589,7,1/24/2023,2/1/2023
3479,7,1/24/2023,2/1/2023
3161,7,1/24/2023,2/1/2023
5624,7,1/24/2023,2/1/2023
6170,7,1/24/2023,2/1/2023
3184,7,1/24/2023,2/1/2023
3395,7,1/24/2023,2/1/2023
5846,7,1/24/2023,2/1/2023
529,7,1/24/2023,2/1/2023
1080,7,1/24/2023,2/1/2023
974,7,1/24/2023,2/1/2023
2936,7,1/24/2023,2/1/2023
2939,7,1/24/2023,2/1/2023
2396,7,1/24/2023,2/1/2023
2897,7,1/24/2023,2/1/2023
2432,7,1/24/2023,2/1/2023
1158,7,1/24/2023,2/1/2023
1984,7,1/24/2023,2/1/2023
2013,7,1/24/2023,2/1/2023
2965,7,1/24/2023,2/1/2023
6166,7,1/24/2023,2/1/2023
4131,7,1/24/2023,2/1/2023
2850,7,1/24/2023,2/1/2023
921,7,1/24/2023,2/1/2023
5175,7,1/24/2023,2/1/2023
2141,7,1/24/2023,2/1/2023
7299,7,1/24/2023,2/1/2023
7072,7,1/24/2023,2/1/2023
3317,7,1/24/2023,2/1/2023
3543,7,1/24/2023,2/1/2023
3047,7,1/24/2023,2/1/2023
752,7,1/24/2023,2/1/2023
1279,7,1/24/2023,2/1/2023
2660,7,1/24/2023,2/1/2023
2457,7,1/24/2023,2/1/2023
1391,7,1/24/2023,2/1/2023
2228,7,1/24/2023,2/1/2023
4048,7,1/24/2023,2/1/2023
224,7,1/24/2023,2/1/2023
5449,7,1/24/2023,2/1/2023
7043,7,1/24/2023,2/1/2023
6323,7,1/24/2023,2/1/2023
3175,7,1/24/2023,2/1/2023
3157,7,1/24/2023,2/1/2023
3331,7,1/24/2023,2/1/2023
697,7,1/24/2023,2/1/2023
3627,7,1/24/2023,2/1/2023
3425,7,1/24/2023,2/1/2023
3477,7,1/24/2023,2/1/2023
3615,7,1/24/2023,2/1/2023
4257,7,1/24/2023,2/1/2023
4272,7,1/24/2023,2/1/2023
2014,7,1/24/2023,2/1/2023
1867,7,1/24/2023,2/1/2023
1272,7,1/24/2023,2/1/2023
3635,7,1/24/2023,2/1/2023
5941,7,1/24/2023,2/1/2023
2702,7,1/24/2023,2/1/2023
3777,7,1/24/2023,2/1/2023
3727,7,1/24/2023,2/1/2023
2257,7,1/24/2023,2/1/2023
2004,7,1/24/2023,2/1/2023
1215,7,1/24/2023,2/1/2023
4409,7,1/24/2023,2/1/2023
2839,7,1/24/2023,2/1/2023
5737,7,1/24/2023,2/1/2023
1535,7,1/24/2023,2/1/2023
5911,7,1/24/2023,2/1/2023
4068,7,1/24/2023,2/1/2023
5633,7,1/24/2023,2/1/2023
4588,7,1/24/2023,2/1/2023
1981,7,1/24/2023,2/1/2023
3046,7,1/24/2023,2/1/2023
7218,7,1/24/2023,2/1/2023
5073,7,1/24/2023,2/1/2023
7241,7,1/24/2023,2/1/2023
982,7,1/24/2023,2/1/2023
4238,7,1/24/2023,2/1/2023
1760,7,1/24/2023,2/1/2023
4046,7,1/24/2023,2/1/2023
700,7,1/24/2023,2/1/2023
5058,7,1/24/2023,2/1/2023
3600,7,1/24/2023,2/1/2023
1750,7,1/24/2023,2/1/2023
7334,7,1/24/2023,2/1/2023
875,7,1/24/2023,2/1/2023
3262,7,1/24/2023,2/1/2023
3579,7,1/24/2023,2/1/2023
3295,7,1/24/2023,2/1/2023
1455,7,1/24/2023,2/1/2023
5467,7,1/24/2023,2/1/2023
3138,7,1/24/2023,2/1/2023
4762,7,1/24/2023,2/1/2023
972,7,1/24/2023,2/1/2023
3597,7,1/24/2023,2/1/2023
4700,7,1/24/2023,2/1/2023
3251,7,1/24/2023,2/1/2023
801,7,1/24/2023,2/1/2023
4491,7,1/24/2023,2/1/2023
4057,7,1/24/2023,2/1/2023
5988,7,1/24/2023,2/1/2023
5314,7,1/24/2023,2/1/2023
5346,7,1/24/2023,2/1/2023
5353,7,1/24/2023,2/1/2023
117,7,1/24/2023,2/1/2023
2608,7,1/24/2023,2/1/2023
3183,7,1/24/2023,2/1/2023
5637,7,1/24/2023,2/1/2023
5338,7,1/24/2023,2/1/2023
2104,7,1/24/2023,2/1/2023
4209,7,1/24/2023,2/1/2023
190,7,1/24/2023,2/1/2023
572,7,1/24/2023,2/1/2023
3770,7,1/24/2023,2/1/2023
5754,7,1/24/2023,2/1/2023
4141,7,1/24/2023,2/1/2023
2567,7,1/24/2023,2/1/2023
4309,7,1/24/2023,2/1/2023
5922,7,1/24/2023,2/1/2023
3364,7,1/24/2023,2/1/2023
5810,7,1/24/2023,2/1/2023
2826,7,1/24/2023,2/1/2023
3850,7,1/24/2023,2/1/2023
2360,6,1/24/2023,2/1/2023
3861,6,1/24/2023,2/1/2023
5828,6,1/24/2023,2/1/2023
612,6,1/24/2023,2/1/2023
4464,6,1/24/2023,2/1/2023
6459,6,1/24/2023,2/1/2023
3648,6,1/24/2023,2/1/2023
4211,6,1/24/2023,2/1/2023
348,6,1/24/2023,2/1/2023
5646,6,1/24/2023,2/1/2023
5150,6,1/24/2023,2/1/2023
3729,6,1/24/2023,2/1/2023
463,6,1/24/2023,2/1/2023
7357,6,1/24/2023,2/1/2023
1922,6,1/24/2023,2/1/2023
3894,6,1/24/2023,2/1/2023
5259,6,1/24/2023,2/1/2023
3740,6,1/24/2023,2/1/2023
5874,6,1/24/2023,2/1/2023
3835,6,1/24/2023,2/1/2023
2052,6,1/24/2023,2/1/2023
5875,6,1/24/2023,2/1/2023
2975,6,1/24/2023,2/1/2023
5752,6,1/24/2023,2/1/2023
5131,6,1/24/2023,2/1/2023
5889,6,1/24/2023,2/1/2023
3599,6,1/24/2023,2/1/2023
4393,6,1/24/2023,2/1/2023
4330,6,1/24/2023,2/1/2023
908,6,1/24/2023,2/1/2023
3848,6,1/24/2023,2/1/2023
2956,6,1/24/2023,2/1/2023
482,6,1/24/2023,2/1/2023
298,6,1/24/2023,2/1/2023
6173,6,1/24/2023,2/1/2023
3805,6,1/24/2023,2/1/2023
6394,6,1/24/2023,2/1/2023
5253,6,1/24/2023,2/1/2023
4586,6,1/24/2023,2/1/2023
4569,6,1/24/2023,2/1/2023
869,6,1/24/2023,2/1/2023
5366,6,1/24/2023,2/1/2023
5098,6,1/24/2023,2/1/2023
5707,6,1/24/2023,2/1/2023
5807,6,1/24/2023,2/1/2023
5370,6,1/24/2023,2/1/2023
6960,6,1/24/2023,2/1/2023
4600,6,1/24/2023,2/1/2023
5334,6,1/24/2023,2/1/2023
5962,6,1/24/2023,2/1/2023
6172,6,1/24/2023,2/1/2023
513,6,1/24/2023,2/1/2023
39,6,1/24/2023,2/1/2023
107,6,1/24/2023,2/1/2023
4631,6,1/24/2023,2/1/2023
2600,6,1/24/2023,2/1/2023
4466,6,1/24/2023,2/1/2023
3392,6,1/24/2023,2/1/2023
5907,6,1/24/2023,2/1/2023
5938,6,1/24/2023,2/1/2023
4054,6,1/24/2023,2/1/2023
6936,6,1/24/2023,2/1/2023
7004,6,1/24/2023,2/1/2023
7209,6,1/24/2023,2/1/2023
5381,6,1/24/2023,2/1/2023
4357,6,1/24/2023,2/1/2023
4697,6,1/24/2023,2/1/2023
5040,6,1/24/2023,2/1/2023
3619,6,1/24/2023,2/1/2023
4264,6,1/24/2023,2/1/2023
1809,6,1/24/2023,2/1/2023
4198,6,1/24/2023,2/1/2023
4354,6,1/24/2023,2/1/2023
6850,6,1/24/2023,2/1/2023
4477,6,1/24/2023,2/1/2023
3573,6,1/24/2023,2/1/2023
2917,5,1/24/2023,2/1/2023
1183,5,1/24/2023,2/1/2023
1800,5,1/24/2023,2/1/2023
3520,5,1/24/2023,2/1/2023
1286,5,1/24/2023,2/1/2023
2348,5,1/24/2023,2/1/2023
872,5,1/24/2023,2/1/2023
632,5,1/24/2023,2/1/2023
6390,5,1/24/2023,2/1/2023
256,5,1/24/2023,2/1/2023
5612,5,1/24/2023,2/1/2023
5368,5,1/24/2023,2/1/2023
5379,5,1/24/2023,2/1/2023
203,4,1/24/2023,2/1/2023
5113,4,1/24/2023,2/1/2023
3293,7,1/24/2023,2/1/2023
1742,7,1/24/2023,2/1/2023
2282,7,1/24/2023,2/1/2023
77,7,1/24/2023,2/1/2023
128,7,1/24/2023,2/1/2023
106,7,1/24/2023,2/1/2023
243,7,1/24/2023,2/1/2023
192,7,1/24/2023,2/1/2023
55,7,1/24/2023,2/1/2023
364,7,1/24/2023,2/1/2023
236,7,1/24/2023,2/1/2023
849,7,1/24/2023,2/1/2023
3176,7,1/24/2023,2/1/2023
3351,7,1/24/2023,2/1/2023
3049,7,1/24/2023,2/1/2023
619,7,1/24/2023,2/1/2023
865,7,1/24/2023,2/1/2023
1920,7,1/24/2023,2/1/2023
1474,7,1/24/2023,2/1/2023
1636,7,1/24/2023,2/1/2023
2391,7,1/24/2023,2/1/2023
998,7,1/24/2023,2/1/2023
1576,7,1/24/2023,2/1/2023
3062,7,1/24/2023,2/1/2023
1715,7,1/24/2023,2/1/2023
2101,7,1/24/2023,2/1/2023
1557,7,1/24/2023,2/1/2023
1318,7,1/24/2023,2/1/2023
3355,7,1/24/2023,2/1/2023
3298,7,1/24/2023,2/1/2023
3141,7,1/24/2023,2/1/2023
1539,7,1/24/2023,2/1/2023
2307,6,1/24/2023,2/1/2023
3494,6,1/24/2023,2/1/2023
450,6,1/24/2023,2/1/2023
3572,6,1/24/2023,2/1/2023
2904,6,1/24/2023,2/1/2023
2954,6,1/24/2023,2/1/2023
5100,6,1/24/2023,2/1/2023
3292,6,1/24/2023,2/1/2023
3548,6,1/24/2023,2/1/2023
368,6,1/24/2023,2/1/2023
4355,6,1/24/2023,2/1/2023
2919,6,1/24/2023,2/1/2023
2827,6,1/24/2023,2/1/2023
2245,6,1/24/2023,2/1/2023
3019,6,1/24/2023,2/1/2023
3303,6,1/24/2023,2/1/2023
3650,6,1/24/2023,2/1/2023
3885,6,1/24/2023,2/1/2023
3140,6,1/24/2023,2/1/2023
2258,6,1/24/2023,2/1/2023
3402,6,1/24/2023,2/1/2023
2926,6,1/24/2023,2/1/2023
2306,6,1/24/2023,2/1/2023
3382,6,1/24/2023,2/1/2023
3517,6,1/24/2023,2/1/2023
3290,6,1/24/2023,2/1/2023
3015,6,1/24/2023,2/1/2023
5442,6,1/24/2023,2/1/2023
6585,6,1/24/2023,2/1/2023
3359,6,1/24/2023,2/1/2023
2908,6,1/24/2023,2/1/2023
3050,6,1/24/2023,2/1/2023
5857,6,1/24/2023,2/1/2023
2248,6,1/24/2023,2/1/2023
5980,6,1/24/2023,2/1/2023
5959,6,1/24/2023,2/1/2023
2847,6,1/24/2023,2/1/2023
4428,6,1/24/2023,2/1/2023
3202,6,1/24/2023,2/1/2023
3131,6,1/24/2023,2/1/2023
3344,6,1/24/2023,2/1/2023
2808,6,1/24/2023,2/1/2023
2906,6,1/24/2023,2/1/2023
3094,6,1/24/2023,2/1/2023
3139,6,1/24/2023,2/1/2023
3315,6,1/24/2023,2/1/2023
5876,6,1/24/2023,2/1/2023
2987,6,1/24/2023,2/1/2023
3239,6,1/24/2023,2/1/2023
5643,6,1/24/2023,2/1/2023
5486,6,1/24/2023,2/1/2023
11,2,1/24/2023,2/1/2023
3716,7,1/24/2023,2/1/2023
1822,9,1/24/2023,2/1/2023
1854,10,1/24/2023,2/1/2023
