Store,Invoice Date,Store Invoice Period,Invoice #,Machine,Total,OOS Billing Category,Area of Machine,Memo
5369,12/07/2021,Feb 2022,539037,8000,$404.96,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
2916,12/08/2021,Feb 2022,539202,8000 - BCR2,$461.65,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
657,12/08/2021,Feb 2022,539357,8000 - BCR2,$408.49,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
1523,12/08/2021,Feb 2022,539359,8000 - BCR2,$394.53,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
3720,12/08/2021,Feb 2022,539360,8000 - BCR2,$394.54,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
3736,12/08/2021,Feb 2022,539414,Quantum 4 AV,$467.29,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
182,12/08/2021,Feb 2022,539465,8000 - BCR2,$801.98,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
3151,12/08/2021,Feb 2022,539466,8000 - BCR2,$517.58,IMPROPER HANDLING - SHUTTER,BNR,
286,12/08/2021,Feb 2022,539467,8000 - BCR2,$437.55,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2152,12/08/2021,Feb 2022,539482,8000 - BCR2,$419.04,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#improper"">IMPROPER HANDLING - IMPROPER RACKING OF NR</a>",BNR,
1816,12/08/2021,Feb 2022,539483,DUAL - 7000 - BCR2,$321.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1281,12/08/2021,Feb 2022,539484,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1041,12/08/2021,Feb 2022,539486,8000 - BCR2,$562.77,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
1525,12/08/2021,Feb 2022,539488,8000 - BCR2,$374.40,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2152,12/08/2021,Feb 2022,539490,8000 - BCR2,$557.37,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#improper"">IMPROPER HANDLING - IMPROPER RACKING OF NR</a>",BNR,
2005,12/08/2021,Feb 2022,539493,8000 - BCR2,$381.35,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5939,12/08/2021,Feb 2022,539494,DUAL - 7000 - BCR2,$330.30,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BCR,
904,12/08/2021,Feb 2022,539496,8000 - BCR2,$312.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1889,12/08/2021,Feb 2022,539498,8000 - BCR2,$483.72,IMPROPER HANDLING - SHUTTER,BNR,
1707,12/08/2021,Feb 2022,539499,8000 - BCR2,$321.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
5691,12/08/2021,Feb 2022,539500,7000,$445.01,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
675,12/08/2021,Feb 2022,539501,8000 - BCR2,$329.25,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
2332,12/08/2021,Feb 2022,539502,8000 - BCR2,$429.38,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#improper"">IMPROPER HANDLING - IMPROPER RACKING OF NR</a>",BNR,
5129,12/08/2021,Feb 2022,539503,8000 - BCR2,$551.08,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
1454,12/08/2021,Feb 2022,539506,8000 - BCR2,$969.71,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
2733,12/08/2021,Feb 2022,539507,8000 - BCR2,$390.65,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1266,12/08/2021,Feb 2022,539508,8000 - BCR2,$409.23,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
1361,12/08/2021,Feb 2022,539509,8000 - BCR2,$373.76,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1051,12/08/2021,Feb 2022,539510,8000 - BCR2,$379.37,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5267,12/08/2021,Feb 2022,539511,7000,$324.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
108,12/08/2021,Feb 2022,539512,8000 - BCR2,$334.67,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
3236,12/08/2021,Feb 2022,539513,8000 - BCR2,$832.72,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1463,12/08/2021,Feb 2022,539515,8000 - BCR2,$380.45,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
420,12/08/2021,Feb 2022,539516,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
1693,12/08/2021,Feb 2022,539518,8000 - BCR2,$326.25,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1763,12/08/2021,Feb 2022,539519,8000 - BCR2,$315.90,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
5667,12/08/2021,Feb 2022,539521,DUAL - 7000 - BCR2,$338.42,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1424,12/08/2021,Feb 2022,539523,8000 - BCR2,$447.53,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
1596,12/08/2021,Feb 2022,539524,8000 - BCR2,$868.90,IMPROPER HANDLING - SHUTTER,BNR,
158,12/08/2021,Feb 2022,539526,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2118,12/08/2021,Feb 2022,539530,8000 - BCR2,$608.72,IMPROPER HANDLING - SHUTTER,BNR,
5728,12/08/2021,Feb 2022,539537,8000 - BCR2,$454.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
565,12/08/2021,Feb 2022,539538,8000 - BCR2,$514.68,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2538,12/08/2021,Feb 2022,539541,8000 - BCR2,$780.98,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1108,12/08/2021,Feb 2022,539543,8000 - BCR2,$913.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2251,12/08/2021,Feb 2022,539544,8000,$609.17,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
3661,12/08/2021,Feb 2022,539545,7000,$948.85,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
1581,12/08/2021,Feb 2022,539552,8000 - BCR2,$423.27,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
3053,12/08/2021,Feb 2022,539555,8000 - BCR2,$857.51,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1018,12/08/2021,Feb 2022,539570,8000 - BCR2,$324.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2584,12/08/2021,Feb 2022,539571,8000 - BCR2,$384.91,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2733,12/08/2021,Feb 2022,539572,8000 - BCR2,$508.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
3088,12/08/2021,Feb 2022,539573,8000 - BCR2,$457.41,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
412,12/08/2021,Feb 2022,539574,8000 - BCR2,$929.12,IMPROPER HANDLING - SHUTTER,BNR,
3864,12/08/2021,Feb 2022,539575,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
1539,12/08/2021,Feb 2022,539576,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
3585,12/08/2021,Feb 2022,539577,8000,$324.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
2716,12/08/2021,Feb 2022,539578,8000 - BCR2,$961.83,IMPROPER HANDLING - SHUTTER,BNR,
595,12/08/2021,Feb 2022,539579,8000 - BCR2,$332.35,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
2550,12/08/2021,Feb 2022,539582,8000 - BCR2,"$1,615.35","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,Site did not return old cassette within 30 days of part delivery.
6807,12/08/2021,Feb 2022,539583,8000,"$1,633.96","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,Site did not return old cassette within 30 days of part delivery.
859,12/09/2021,Feb 2022,539630,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
5410,12/09/2021,Feb 2022,539643,8000 - BCR2,$443.99,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2785,12/09/2021,Feb 2022,539805,8000 - BCR2,$456.88,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
1746,12/09/2021,Feb 2022,539820,DUAL - 7000 - BCR2,$448.08,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
2244,12/09/2021,Feb 2022,539859,Quantum 4 AV,$318.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
3489,12/09/2021,Feb 2022,539881,8000,$437.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
3220,12/09/2021,Feb 2022,539886,8000 - BCR2,$374.13,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
678,12/09/2021,Feb 2022,539890,8000 - BCR2,$512.97,IMPROPER HANDLING - SHUTTER,BNR,
1955,12/09/2021,Feb 2022,539894,8000 - BCR2,$530.43,IMPROPER HANDLING - SHUTTER,BNR,
3309,12/09/2021,Feb 2022,539906,8000 - BCR2,$558.87,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
6937,12/09/2021,Feb 2022,539910,7000,"$1,387.31","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
461,12/09/2021,Feb 2022,539913,8000 - BCR2,$984.51,IMPROPER HANDLING - SHUTTER,BNR,
2794,12/09/2021,Feb 2022,539914,8000 - BCR2,$849.91,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1,12/09/2021,Feb 2022,539916,8000,$417.79,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
793,12/09/2021,Feb 2022,539917,8000 - BCR2,$649.77,IMPROPER HANDLING - SHUTTER,BNR,
5060,12/09/2021,Feb 2022,539920,DUAL - 7000 - BCR2,$432.97,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
285,12/09/2021,Feb 2022,539921,8000 - BCR2,$677.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
472,12/09/2021,Feb 2022,539923,8000 - BCR2,$956.71,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2251,12/09/2021,Feb 2022,539936,8000,$465.37,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
2177,12/09/2021,Feb 2022,539937,8000,$686.12,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
