ZIP       ,DEALER ID,SITE NAME,LOCNO,BW,ADDRESS,CITY,STATE,MOBILE PAY STATUS
08055,4767836,FASHION OIL INC,315751,LEHIGH GAS WHOLESALE ,210 TUCKERTON ROAD       ,MEDFORD,NJ,Participating – Online
08648,4767885,SAI VIJAYA RTE 1 LLC,315799,LEHIGH GAS WHOLESALE ,2890 BRUNSWICK PIKE      ,LAWRENCEVILLE,NJ,Participating – Online
08619,4767901,GSFM CORP.,315884,LEHIGH GAS WHOLESALE ,1824 WHITEHORSE          ,TRENTON,NJ,Participating – Online
08046,4767653,7-ELEVEN 35862,317907,LEHIGH GAS WHOLESALE ,4212 RT 130              ,WILLINGBORO,NJ,Participating – Online
08003,4823399,CHERRY HILL - SABIR INC.,323677,LEHIGH GAS WHOLESALE ,1898 EAST MARLTON PIKE   ,CHERRY HILL,NJ,Participating – Online
16801,4776522,AARON DRIVE UNI MART,308850,LEHIGH GAS WHOLESALE ,315 WEST AARON DR        ,STATE COLLEGE,PA,Participating – Online
17055,4776548,MECHANICSBURG UNI MART,308887,LEHIGH GAS WHOLESALE ,1004 WESLEY DR           ,MECHANICSBURG,PA,Participating – Online
18104,4762803,UNI-MART #342,308938,LEHIGH GAS WHOLESALE ,1825 ROUTE 309           ,ALLENTOWN,PA,Participating – Online
24017,4200929,3 S HOLDINGS LLS,308976,LEHIGH GAS WHOLESALE ,2825 HERSHBERGER RD NW   ,ROANOKE,VA,Participating – Online
19139,4764486,63RD STREET EXXON,309116,LEHIGH GAS WHOLESALE ,234 N 63RD ST            ,PHILADELPHIA,PA,Participating – Online
24311,4769832,ARNOLDS'S EXXON,309635,LEHIGH GAS WHOLESALE ,5535 LEE HIGHWAY         ,ATKINS,VA,Participating – Online
23227,4787941,ARSHAD MARKET,309644,LEHIGH GAS WHOLESALE ,2607 CHAMBERLAYNE AVE    ,RICHMOND,VA,Non-participating – Offline (≥ 15 days)
24179,4779716,BEE QUICK,309816,LEHIGH GAS WHOLESALE ,2116 HARDY ROAD          ,VINTON,VA,Participating – Temporarily Offline (< 15 days)
19020,4764437,BENSALEM TIGER MART,309865,LEHIGH GAS WHOLESALE ,5716 HULMEVILLE RD       ,BENSALEM,PA,Participating – Online
22942,4200580,BKC STORE 2,309953,LEHIGH GAS WHOLESALE ,11518 JAMES MADISON HWY  ,GORDONSVILLE,VA,Participating – Online
16701,4793162,BRADFORD UNI-MART,310072,LEHIGH GAS WHOLESALE ,76 CHESTNUT ST.          ,BRADFORD,PA,Participating – Online
26554,4201075,ONE STOP #536,310075,LEHIGH GAS WHOLESALE ,I-79 & ROUTE 3 BOX 99    ,FAIRMONT,WV,Participating – Online
23060,4785531,BROOK ROAD CONVENIENCE,310138,LEHIGH GAS WHOLESALE ,8627 BROOK ROAD          ,GLEN ALLEN,VA,Participating – Online
15825,4793170,BROOKVILLE UNI-MART,310148,LEHIGH GAS WHOLESALE ,63 WHITE ST.             ,BROOKVILLE,PA,Participating – Online
24090,4747390,BRUGHS MILL COUNTRY STR,310176,LEHIGH GAS WHOLESALE ,345 BRUGH'S MILL RD      ,FINCASTLE,VA,Participating – Online
23921,4724696,BUCKINGHAM EXXON,310190,LEHIGH GAS WHOLESALE ,14241 W JAMES ANDERSON   ,BUCKINGHAM,VA,Participating – Online
19438,4764130,"CINJO, INC.",310655,LEHIGH GAS WHOLESALE ,590 MAIN ST              ,HARLEYSVILLE,PA,Participating – Online
25314,4202123,COLONIAL EXXON,310918,LEHIGH GAS WHOLESALE ,1400 BRIDGE ROAD         ,CHARLESTON,WV,Participating – Online
24554,4779708,COMMUNITY MINI MART,310936,LEHIGH GAS WHOLESALE ,10 PIGEON RUN RD         ,GLADYS,VA,Participating – Online
19406,4764288,CORDISIO EXXON,310973,LEHIGH GAS WHOLESALE ,113 NORTH GULPH RD       ,KING OF PRUSSIA,PA,Participating – Online
18974,4764692,DICK & RIPS TRUCK & AUTO,311286,LEHIGH GAS WHOLESALE ,299 EAST STREET ROAD     ,WARMINSTER,PA,Participating – Online
19025,4764247,DRESHER EXXON,311396,LEHIGH GAS WHOLESALE ,1801 LIMEKILN PIKE       ,DRESHER,PA,Participating – Online
15801,4793188,CHOICE STORE,311408,LEHIGH GAS WHOLESALE ,114 W. DUBOIS AVE.       ,DUBOIS,PA,Participating – Online
23958,4207916,PAMPLIN SERVICENTER,311457,LEHIGH GAS WHOLESALE ,18729 RICHMOND HWY       ,PAMPLIN,VA,Participating – Online
19094,4764023,"ELITE ENTERPRISE, INC.",311628,LEHIGH GAS WHOLESALE ,1229 MCDADE BOULEVARD    ,WOODLYN,PA,Participating – Online
16117,4793196,ELLWOOD CITY UNI-MART,311646,LEHIGH GAS WHOLESALE ,600 BEAVER ST.           ,ELLWOOD CITY,PA,Participating – Online
19428,4764346,EVB SERVICE CENTER,311703,LEHIGH GAS WHOLESALE ,1608 BUTLER PIKE         ,CONSHOHOCKEN,PA,Participating – Online
19341,4764395,EXTON EXXON,311816,LEHIGH GAS WHOLESALE ,103 N POTTSTOWN PIKE     ,EXTON,PA,Participating – Online
19036,4764163,GLENOLDEN EXXON,312375,LEHIGH GAS WHOLESALE ,330 N CHESTER PK         ,GLENOLDEN,PA,Participating – Online
24588,4776290,GOLDY'S,312407,LEHIGH GAS WHOLESALE ,7335 WARDS ROAD          ,RUSTBURG,VA,Participating – Online
19406,4763959,TOP STAR #126 KING OF PR,312507,LEHIGH GAS WHOLESALE ,710 SOUTH GULPH ROAD     ,KING OF PRUSSIA,PA,Participating – Online
25053,4770624,HATFIELD -MCCOY QUICK ST,312717,LEHIGH GAS WHOLESALE ,384 PRITCHARD RD         ,DANVILLE,WV,Non-participating – Offline (≥ 15 days)
19003,4764049,HAVERFORD ROAD EXXON,312721,LEHIGH GAS WHOLESALE ,2401 HAVERFORD ROAD      ,ARDMORE,PA,Participating – Online
19082,4764304,HK MANAGEMENT CO. LLC,312808,LEHIGH GAS WHOLESALE ,7424 WEST CHESTER PIKE   ,UPPER DARBY,PA,Participating – Online
16648,4793204,UNI-MART #3132,312826,LEHIGH GAS WHOLESALE ,115 S. JUNIATA ST.       ,HOLLIDAYSBURG,PA,Participating – Online
15701,4793212,UNI-MART #3111,312934,LEHIGH GAS WHOLESALE ,400 PHILADELPHIA STREET  ,INDIANA,PA,Participating – Online
17361,4201836,JIGAR PETROLEUM INC,313122,LEHIGH GAS WHOLESALE ,4 EAST FOREST AVE        ,SHREWSBURY,PA,Participating – Online
18427,4776183,JOE'S KWIK MARTS #161,313178,LEHIGH GAS WHOLESALE ,RT 590                   ,HAMLIN,PA,Participating – Online
18640,4776365,JOE'S KWIK MARTS #163,313179,LEHIGH GAS WHOLESALE ,345 HWY.315              ,PITTSTON,PA,Participating – Online
18512,4776431,JOE'S KWIK MARTS #164,313180,LEHIGH GAS WHOLESALE ,620 N. BLAKELY ST        ,DUNMORE,PA,Participating – Online
18424,4776373,AL'S QUICK MART #3,313181,LEHIGH GAS WHOLESALE ,RTS. 435 & 307           ,GOULDSBORO,PA,Participating – Online
18436,4776449,FILL & FLY LLC,313182,LEHIGH GAS WHOLESALE ,950 LINE RD              ,MOUNT COBB,PA,Participating – Online
18337,4776209,JOE'S KWIK MART #135,313183,LEHIGH GAS WHOLESALE ,US HWY 6 (EXIT 46 I-84)  ,MILFORD,PA,Participating – Online
18661,4776456,JOE'S KWIK MART #140,313184,LEHIGH GAS WHOLESALE ,500 CHURCH ST            ,WHITE HAVEN,PA,Participating – Online
18431,4776191,JOE'S KWIK MARTS #181,313185,LEHIGH GAS WHOLESALE ,1125 TEXAS PALMYRA HWY   ,HONESDALE,PA,Participating – Online
18346,4776464,UNI-MART #170,313186,LEHIGH GAS WHOLESALE ,RT 940 (I-380 EXIT 3)    ,POCONO SUMMIT,PA,Participating – Online
18505,4787933,JOE'S KWIK MARTS #171,313187,LEHIGH GAS WHOLESALE ,300 MEADOW AVENUE        ,SCRANTON,PA,Participating – Online
18517,4776035,JOE'S KWIK MART #197,313188,LEHIGH GAS WHOLESALE ,527 N MAIN ST            ,TAYLOR,PA,Participating – Online
18508,4776340,JOE'S KWIK MART #210,313189,LEHIGH GAS WHOLESALE ,1696 N. KEYSER AVE.      ,SCRANTON,PA,Participating – Online
18015,4775631,UNI-MART #301,313229,LEHIGH GAS WHOLESALE ,3655 ROUTE 378           ,BETHLEHEM,PA,Participating – Online
18104,4776381,EXXON #1006,313464,LEHIGH GAS WHOLESALE ,5743 W. TILGHMAN ST.     ,ALLENTOWN,PA,Participating – Online
19050,4764429,LANSDOWNE EXXON,313619,LEHIGH GAS WHOLESALE ,1001 BALTIMORE PIKE      ,EAST LANSDOWNE,PA,Participating – Online
19047,4764445,LANGHORNE TIGER MART,313623,LEHIGH GAS WHOLESALE ,123 NORTH PINE           ,LANGHORNE,PA,Participating – Online
16233,4793220,LEEPER UNI-MART,313659,LEHIGH GAS WHOLESALE ,6700 SR-36               ,LEEPER,PA,Participating – Online
18944,4721825,TOP STAR #118 PERKASIE,313661,LEHIGH GAS WHOLESALE ,515 DUBLIN PIKE          ,PERKASIE,PA,Participating – Online
18321,4762779,UNI-MART #306,313662,LEHIGH GAS WHOLESALE ,I-80 AND ROUTE 611       ,BARTONSVILLE,PA,Participating – Online
19341,4763942,UNI-MART #304,313705,LEHIGH GAS WHOLESALE ,100 EAST UWCHLAN AVENUE  ,EXTON,PA,Participating – Online
23113,4777934,LUCKY'S # 8,313832,LEHIGH GAS WHOLESALE ,14051 STEEPLE STONE DRIVE,MIDLOTHIAN,VA,Participating – Online
23112,4780755,LUCKY'S #7 - BRANDERMILL,313834,LEHIGH GAS WHOLESALE ,13636 GENITO ROAD        ,MIDLOTHIAN,VA,Participating – Online
19002,4764478,MAPLE GLEN EXXON,313974,LEHIGH GAS WHOLESALE ,450 LIMEKILN PIKE        ,AMBLER,PA,Participating – Online
16662,4793238,UNI-MART #3103,314024,LEHIGH GAS WHOLESALE ,110 NORTH MARKET STREET  ,MARTINSBURG,PA,Participating – Online
23803,4205936,MATOACA SUPER MARKET,314043,LEHIGH GAS WHOLESALE ,21507 PICKETT AVE        ,SOUTH CHESTERFIELD,VA,Participating – Online
19507,4746988,MIDWAY EXXON,314187,LEHIGH GAS WHOLESALE ,321 MIDWAY RD            ,BETHEL,PA,Participating – Temporarily Offline (< 15 days)
19003,4764015,UNI-MART #356,314347,LEHIGH GAS WHOLESALE ,200 W MONTGOMERY AVE     ,ARDMORE,PA,Participating – Online
17066,4793246,UNI-MART #3122,314376,LEHIGH GAS WHOLESALE ,3 N. JEFFERSON ST.       ,MOUNT UNION,PA,Participating – Online
24578,4211272,NATURAL BRIDGE EXXON,314483,LEHIGH GAS WHOLESALE ,7247 S LEE HWY           ,NATURAL BRIDGE,VA,Participating – Online
24093,4209243,NEIGHBORS EXXON,314496,LEHIGH GAS WHOLESALE ,100 BALL AVE             ,GLEN LYN,VA,Participating – Online
16242,4793253,NEW BETHLEHEM UNI-MART,314509,LEHIGH GAS WHOLESALE ,600 BROAD STREET         ,NEW BETHLEHEM,PA,Participating – Online
18067,4761367,NORTHAMPTON EXXON,314597,LEHIGH GAS WHOLESALE ,2428 MAIN STREET         ,NORTHAMPTON,PA,Participating – Online
25314,4753299,ONE STOP #522,314658,LEHIGH GAS WHOLESALE ,289 OAKWOOD ROAD         ,CHARLESTON,WV,Participating – Online
23129,4209201,OILVILLE CONVENIENCE,314669,LEHIGH GAS WHOLESALE ,2400 OILVILLE RD         ,OILVILLE,VA,Participating – Online
25177,4731063,ONE STOP # 102,314719,LEHIGH GAS WHOLESALE ,501 MACCORKLE AVENUE     ,SAINT ALBANS,WV,Participating – Online
25311,4590170,ONE STOP # 508,314720,LEHIGH GAS WHOLESALE ,1639 WASHINGTON STREET E ,CHARLESTON,WV,Participating – Online
25303,4785739,ONE STOP #101,314724,LEHIGH GAS WHOLESALE ,512 MACCORKLE AVENUE     ,SOUTH CHARLESTON,WV,Participating – Online
25313,4785721,ONE STOP #103,314725,LEHIGH GAS WHOLESALE ,320 GOFF MOUNTAIN ROAD   ,CHARLESTON,WV,Participating – Online
25309,4785713,ONE STOP #109,314729,LEHIGH GAS WHOLESALE ,2541 MOUNTAINEER BLVD    ,SOUTH CHARLESTON,WV,Participating – Online
25601,4785705,ONE STOP #110,314730,LEHIGH GAS WHOLESALE ,305 JUSTICE AVENUE       ,LOGAN,WV,Participating – Online
25302,4730669,ONE STOP #111,314731,LEHIGH GAS WHOLESALE ,129 WEST LEE STREET      ,CHARLESTON,WV,Participating – Online
25304,4728010,ONE STOP #115,314733,LEHIGH GAS WHOLESALE ,4928 MACCORKLE AVENUE    ,CHARLESTON,WV,Participating – Online
25143,4763827,ONE STOP #135,314736,LEHIGH GAS WHOLESALE ,4117 1ST AVE             ,NITRO,WV,Participating – Online
25801,4590113,LITTLE GENERAL #7555,314743,LEHIGH GAS WHOLESALE ,2005 HARPER RD           ,BECKLEY,WV,Participating – Online
26330,4590139,ONE STOP #512,314745,LEHIGH GAS WHOLESALE ,171 BARNETT RUN RD       ,BRIDGEPORT,WV,Participating – Online
26501,4590147,ONE STOP #513,314746,LEHIGH GAS WHOLESALE ,991 FAIRMONT ROAD        ,MORGANTOWN,WV,Participating – Online
25309,4724795,ONE STOP #517,314748,LEHIGH GAS WHOLESALE ,81 R H L BLVD            ,SOUTH CHARLESTON,WV,Participating – Online
25248,4731378,ONE STOP #520,314750,LEHIGH GAS WHOLESALE ,946 KENTUCK ROAD         ,KENNA,WV,Participating – Online
25302,4762308,ONE STOP #523,314751,LEHIGH GAS WHOLESALE ,4512 PENNSYLVANIA AVE    ,BIG CHIMNEY,WV,Participating – Online
24740,4785697,ONE STOP #531,314754,LEHIGH GAS WHOLESALE ,191 AMBROSE LANE         ,PRINCETON,WV,Participating – Online
25541,4207007,ONE STOP #532,314755,LEHIGH GAS WHOLESALE ,I-64 & W ROUTE 13        ,MILTON,WV,Participating – Online
24422,4208740,ONE STOP MART,314764,LEHIGH GAS WHOLESALE ,2211 GRAFTON ST          ,CLIFTON FORGE,VA,Participating – Online
24472,4208872,ORCHARD CREEK AUTO-RV PL,314790,LEHIGH GAS WHOLESALE ,2440 RAPHINE RD          ,RAPHINE,VA,Non-participating – Offline HBD Card Not Updated
19124,4764189,"PARAGON TRADER'S, INC.",314884,LEHIGH GAS WHOLESALE ,4200 WHITAKER AVE        ,PHILADELPHIA,PA,Participating – Online
18330,4775714,PATEL & ARYA LLC,314915,LEHIGH GAS WHOLESALE ,RT 115 BOX 381           ,EFFORT,PA,Participating – Online
19401,4764353,PENN SQUARE EXXON,314950,LEHIGH GAS WHOLESALE ,201 W GERMANTOWN PIKE    ,NORRISTOWN,PA,Participating – Online
24426,4208633,PINEHURST EXXON,315040,LEHIGH GAS WHOLESALE ,800 E MADISON AVE        ,COVINGTON,VA,Participating – Online
24019,4748224,PLANTATION EXXON,315084,LEHIGH GAS WHOLESALE ,8110 PLANTATION RD       ,ROANOKE,VA,Participating – Online
24151,4211066,PLATEAU PLAZA,315085,LEHIGH GAS WHOLESALE ,20430 VIRGIL H GOODE HWY ,ROCKY MOUNT,VA,Participating – Online
19047,4763975,PA0025,315194,LEHIGH GAS WHOLESALE ,1266 E OLD LINCOLN       ,LANGHORNE,PA,Participating – Online
23238,4780656,PUMP MART,315207,LEHIGH GAS WHOLESALE ,10504 PATTERSON AVENUE   ,HENRICO,VA,Participating – Online
17028,4203436,FUNCK'S EXXON,315409,LEHIGH GAS WHOLESALE ,480 BOW CREEK RD         ,GRANTVILLE,PA,Participating – Online
19460,4764544,RITTENBAUGH'S EXXON SHOP,315515,LEHIGH GAS WHOLESALE ,799 VALLEY FORGE RD      ,PHOENIXVILLE,PA,Participating – Online
19551,4721080,TOP STAR #130 ROBESONIA,315553,LEHIGH GAS WHOLESALE ,406 E. PENN AVE.         ,ROBESONIA,PA,Participating – Online
19446,4764122,LEHIGH GAS,316134,LEHIGH GAS WHOLESALE ,1419 W MAIN STREET       ,LANSDALE,PA,Participating – Online
24153,4763421,STOP IN,316465,LEHIGH GAS WHOLESALE ,351 WILDWOOD RD          ,SALEM,VA,Participating – Online
24122,4776605,STOP IN #143,316466,LEHIGH GAS WHOLESALE ,11268 W LYNCHBURG-SALEM  ,MONTVALE,VA,Participating – Temporarily Offline (< 15 days)
24087,4776308,STOP IN #144,316467,LEHIGH GAS WHOLESALE ,5151 NORTH FORK ROAD     ,ELLISTON,VA,Participating – Temporarily Offline (< 15 days)
24179,4776316,STOP IN #146,316468,LEHIGH GAS WHOLESALE ,15720 STEWARTSVILLE RD   ,VINTON,VA,Participating – Online
25976,4756094,STOP IN #148,316469,LEHIGH GAS WHOLESALE ,2623 LAWN RD             ,MEADOW BRIDGE,WV,Non-participating – Offline (≥ 15 days)
24018,4779690,STOP IN #202,316470,LEHIGH GAS WHOLESALE ,4040 ELECTRIC ROAD       ,ROANOKE,VA,Participating – Online
24018,4759403,STOP IN FOOD STORE #64,316471,LEHIGH GAS WHOLESALE ,3809 BRAMBLETON AVE      ,ROANOKE,VA,Participating – Online
22980,4211074,STOP IN FOOD STORE #112,316472,LEHIGH GAS WHOLESALE ,2030 ROSSER AVE          ,WAYNESBORO,VA,Participating – Online
24901,4208658,COLEMAN DRIVE,316473,LEHIGH GAS WHOLESALE ,177 COLEMAN DRIVE        ,LEWISBURG,WV,Participating – Online
24019,4779120,STOP IN FOOD STORE,316474,LEHIGH GAS WHOLESALE ,8201 WILLAMSON ROAD      ,ROANOKE,VA,Participating – Online
24015,4211009,STOP IN FOOD STORE #41,316475,LEHIGH GAS WHOLESALE ,1828 MEMORIAL AVE SW     ,ROANOKE,VA,Participating – Online
24416,4210902,STOP IN FOOD STORE #45,316476,LEHIGH GAS WHOLESALE ,608 WEST 29TH STREET     ,BUENA VISTA,VA,Participating – Online
24426,4211025,STOP IN FOOD STORE #55,316477,LEHIGH GAS WHOLESALE ,1410 S DURANT RD         ,COVINGTON,VA,Participating – Online
24083,4211033,STOP IN FOOD STORE #56,316478,LEHIGH GAS WHOLESALE ,225 ROANOKE RD           ,DALEVILLE,VA,Participating – Temporarily Offline (< 15 days)
22701,4211041,STOP IN FOOD STORE #69,316479,LEHIGH GAS WHOLESALE ,16390 BRANDY ROAD        ,CULPEPER,VA,Participating – Online
24066,4211058,STOP IN FOOD STORE #71,316480,LEHIGH GAS WHOLESALE ,19782 WEST MAIN STREET   ,BUCHANAN,VA,Participating – Temporarily Offline (< 15 days)
24014,4210993,STOP IN FOOD STORE #93,316481,LEHIGH GAS WHOLESALE ,4111 FRANKLIN RD.        ,ROANOKE,VA,Participating – Online
24925,4722989,STOP IN FOOD STORE 132,316482,LEHIGH GAS WHOLESALE ,HC 30 BOX 182E           ,CALDWELL,WV,Participating – Online
24179,4209540,STOP IN FOOD STORE 86,316483,LEHIGH GAS WHOLESALE ,104 GUS NICKS BLVD       ,VINTON,VA,Participating – Online
24482,4210399,STOP IN FOODS 155,316484,LEHIGH GAS WHOLESALE ,265 LAUREL HILL ROAD     ,VERONA,VA,Participating – Online
24486,4209169,STOP IN FOODS 157,316485,LEHIGH GAS WHOLESALE ,3354 LEE HWY             ,WEYERS CAVE,VA,Participating – Online
24450,4211017,STOP-IN FOOD STORE #44,316496,LEHIGH GAS WHOLESALE ,113 NORTH MAIN STREET    ,LEXINGTON,VA,Participating – Online
24504,4211520,THOMAS TERRACE EXXON,317011,LEHIGH GAS WHOLESALE ,9966 RICHMOND HWY        ,LYNCHBURG,VA,Participating – Online
17970,4209953,TIGER DEN SNACK SHOPPE I,317031,LEHIGH GAS WHOLESALE ,100 W. RUSSELL ST        ,SAINT CLAIR,PA,Participating – Online
17972,4209946,TIGER'S DEN 61 INC,317184,LEHIGH GAS WHOLESALE ,1618 RT 61 S             ,SCHUYLKILL HAVEN,PA,Participating – Online
17067,4776076,TOP STAR #125 MYERSTOWN,317353,LEHIGH GAS WHOLESALE ,299 W. LINCOLN AVE.      ,MYERSTOWN,PA,Participating – Online
18031,4776407,TOP STAR #103 TREXLERTOW,317355,LEHIGH GAS WHOLESALE ,7739 HAMILTON BLVD.      ,BREINIGSVILLE,PA,Participating – Online
19610,4212528,TOP STAR #30,317356,LEHIGH GAS WHOLESALE ,1000 N PARK RD           ,WYOMISSING,PA,Participating – Online
19605,4775698,TOP STAR #131 READING,317357,LEHIGH GAS WHOLESALE ,2588 BERNVILLE RD.       ,READING,PA,Participating – Online
18040,4775672,TOP STAR #137 FORKS,317358,LEHIGH GAS WHOLESALE ,"1434 KNOX AVE.,          ",EASTON,PA,Participating – Online
18951,4775615,TOP STAR #104 QUAKERTOWN,317359,LEHIGH GAS WHOLESALE ,2030 JOHN FRIES HWY      ,QUAKERTOWN,PA,Participating – Online
18020,4775656,TOP STAR #107 RT. 191,317360,LEHIGH GAS WHOLESALE ,216 NAZARETH PIKE        ,BETHLEHEM,PA,Participating – Online
18052,4776423,UNI-MART #1005,317361,LEHIGH GAS WHOLESALE ,2724 MACARTHUR RD.       ,WHITEHALL,PA,Participating – Online
18049,4776415,TOP STAR #111 EMMAUS,317362,LEHIGH GAS WHOLESALE ,14 E. MAIN ST.           ,EMMAUS,PA,Participating – Online
18055,4776399,TOP STAR #112 HELLERTOWN,317363,LEHIGH GAS WHOLESALE ,1570 MAIN ST             ,HELLERTOWN,PA,Participating – Online
18104,4776357,TOP STAR #109 PARK MANOR,317364,LEHIGH GAS WHOLESALE ,4141 W. TILGHMAN ST      ,ALLENTOWN,PA,Participating – Online
18059,4776332,TOP STAR #105 LAURYS,317365,LEHIGH GAS WHOLESALE ,5626 ROUTE 145           ,LAURYS STATION,PA,Participating – Online
19530,4776472,TOP STAR #108 KUTZTOWN,317366,LEHIGH GAS WHOLESALE ,15518 KUTZTOWN RD.       ,KUTZTOWN,PA,Participating – Online
19124,4764064,TORRESDALE EXXON,317371,LEHIGH GAS WHOLESALE ,5250 TORRESDALE AVE      ,PHILADELPHIA,PA,Participating – Online
17931,4776043,TPI FRACKVILLE,317390,LEHIGH GAS WHOLESALE ,521 ALTAMONT BLVD        ,FRACKVILLE,PA,Participating – Online
16686,4793261,TYRONE UNI-MART,317462,LEHIGH GAS WHOLESALE ,100 W. 10TH ST.          ,TYRONE,PA,Participating – Online
17110,4210332,UNI-MART #3125,317476,LEHIGH GAS WHOLESALE ,4361 N FRONT ST          ,HARRISBURG,PA,Participating – Online
16823,4776563,BELLEFONTE UNI MART,317478,LEHIGH GAS WHOLESALE ,300 WILLOWBANK ST        ,BELLEFONTE,PA,Participating – Online
16801,4776555,UNI-MART #191,317479,LEHIGH GAS WHOLESALE ,1381 EAST COLLEGE AVE    ,STATE COLLEGE,PA,Participating – Online
17339,4776530,LEWISBERRY UNI MART,317480,LEHIGH GAS WHOLESALE ,658 WYNDAMERE RD         ,LEWISBERRY,PA,Participating – Online
16822,4784245,UNI-MART #3117,317481,LEHIGH GAS WHOLESALE ,42 MAIN ST               ,BEECH CREEK,PA,Participating – Online
17082,4784393,UNI-MART #4120,317482,LEHIGH GAS WHOLESALE ,800 MARKET STREET        ,PORT ROYAL,PA,Participating – Online
17252,4784260,UNI-MART #3126,317484,LEHIGH GAS WHOLESALE ,7391 LINCOLN WAY W       ,SAINT THOMAS,PA,Participating – Online
18330,4784187,UNI-MART #4345,317487,LEHIGH GAS WHOLESALE ,2420 SR - 115            ,EFFORT,PA,Participating – Online
15944,4784195,NEW FLORENCE UNI MART,317488,LEHIGH GAS WHOLESALE ,100 13TH ST              ,NEW FLORENCE,PA,Participating – Online
18702,4771952,AL'S QUICK MART #6,317491,LEHIGH GAS WHOLESALE ,3000 BEAR CREEK BLVD.    ,WILKES BARRE,PA,Participating – Online
18301,4771945,UNI-MART #94333,317492,LEHIGH GAS WHOLESALE ,350 EAST PROSPECT ST     ,EAST STROUDSBURG,PA,Participating – Online
16870,4211751,PORT MATILDA UNI MART,317495,LEHIGH GAS WHOLESALE ,5140 BUFFALO RUN ROAD    ,PORT MATILDA,PA,Participating – Online
16801,4211793,UNI-MART #192,317497,LEHIGH GAS WHOLESALE ,3180 W. COLLEGE AVENUE   ,STATE COLLEGE,PA,Participating – Online
15931,4211827,UNI-MART #190,317499,LEHIGH GAS WHOLESALE ,542 S. CENTER STREET     ,EBENSBURG,PA,Participating – Online
17009,4211892,BURNHAM UNI MART,317500,LEHIGH GAS WHOLESALE ,207 FREEDOM AVENUE       ,BURNHAM,PA,Participating – Online
16866,4211934,UNI-MART #3106,317502,LEHIGH GAS WHOLESALE ,1473 PORT MATILDA HWY    ,PHILIPSBURG,PA,Participating – Online
15767,4211868,PUNXSUTAWNEY UNI MART,317503,LEHIGH GAS WHOLESALE ,512 E. MAHONING STREET   ,PUNXSUTAWNEY,PA,Non-participating – Offline (≥ 15 days)
15851,4211918,"UNI-MARTS, INC. #4090",317504,LEHIGH GAS WHOLESALE ,501 E MAIN ST            ,REYNOLDSVILLE,PA,Participating – Online
23805,4788352,US GAS,317589,LEHIGH GAS WHOLESALE ,16729 S CRATER RD        ,PETERSBURG,VA,Participating – Online
18940,4740270,VILLAGE MARKET,317676,LEHIGH GAS WHOLESALE ,599 WASHINGTON CROSSING  ,NEWTOWN,PA,Participating – Online
18088,4775649,VISTA FUEL #1,317690,LEHIGH GAS WHOLESALE ,225 S BEST AVENUE        ,WALNUTPORT,PA,Participating – Online
18235,4775680,VISTA FUEL #2,317691,LEHIGH GAS WHOLESALE ,24 BLAKESLEE BLVD EAST   ,LEHIGHTON,PA,Participating – Online
18211,4775722,VISTA FUEL #3,317692,LEHIGH GAS WHOLESALE ,2083 W PENN PIKE STE 16  ,ANDREAS,PA,Participating – Online
25820,4211421,WHITING-JAMISON #712,317875,LEHIGH GAS WHOLESALE ,MILEPOST 17-I77N         ,CAMP CREEK,WV,Participating – Online
25801,4211405,WHITING-JAMISON #713,317876,LEHIGH GAS WHOLESALE ,500 VANKIRK DR           ,BECKLEY,WV,Participating – Online
25083,4211413,WHITING-JAMISON #714,317877,LEHIGH GAS WHOLESALE ,MILEPOST 72 - I-77 N     ,GALLAGHER,WV,Participating – Online
23487,4201760,WINDSOR C-STORE,317950,LEHIGH GAS WHOLESALE ,59 W WINDSOR BLVD        ,WINDSOR,VA,Participating – Online
19056,4781175,JSB NEWGAS INC,318435,LEHIGH GAS WHOLESALE ,5300 NEW FALLS RD        ,LEVITTOWN,PA,Participating – Online
17303,4801171,ARENDTSVILLE,318595,LEHIGH GAS WHOLESALE ,2 S HIGH ST              ,ARENDTSVILLE,PA,Participating – Online
19540,4801213,MOHNTON MART,318599,LEHIGH GAS WHOLESALE ,308 E WYOMISSING AVE     ,MOHNTON,PA,Participating – Online
17557,4801221,NEW HOLLAND,318600,LEHIGH GAS WHOLESALE ,312 W MAIN ST.           ,NEW HOLLAND,PA,Participating – Online
15237,4801510,4616 MCKNIGHT ROAD,318721,LEHIGH GAS WHOLESALE ,4616 MCKNIGHT ROAD       ,PITTSBURGH,PA,Participating – Online
15122,4801536,5700 HOMEVILLE ROAD,318723,LEHIGH GAS WHOLESALE ,5700 HOMEVILLE ROAD      ,WEST MIFFLIN,PA,Participating – Online
15212,4801577,2501 BRIGHTON ROAD,318727,LEHIGH GAS WHOLESALE ,2501 BRIGHTON ROAD       ,PITTSBURGH,PA,Participating – Online
15025,4801601,1405 N. STATE ST.,318729,LEHIGH GAS WHOLESALE ,1405 N. STATE ST.        ,CLAIRTON,PA,Participating – Online
15024,4801627,1003 FREEPORT ROAD,318732,LEHIGH GAS WHOLESALE ,1003 FREEPORT ROAD       ,CHESWICK,PA,Participating – Online
15239,4801635,2405 ROUTE 286,318733,LEHIGH GAS WHOLESALE ,2405 ROUTE 286           ,PITTSBURGH,PA,Participating – Online
