Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
41,253,491,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
41,253,491,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,253,491,233,Tablets,,,8 feet,Moved tablets to the table
41,253,653,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,253,653,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,253,655,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,253,655,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,253,736,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,253,3362,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,253,3362,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,254,299,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,254,694,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,254,694,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,694,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,254,694,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,254,694,233,Tablets,,,4 feet,Moved tablets to the table
41,254,701,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,254,701,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,254,701,233,Tablets,,,4 feet,Moved tablets to the table
41,254,701,267,Tonies,,,4 feet,Repurposed tablet – footage
41,254,701,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,254,1263,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,254,1263,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,1263,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,254,1263,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,254,1263,233,Tablets,,,4 feet,Moved tablets to the table
41,254,1341,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,1341,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,254,1341,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,254,1341,233,Tablets,,,4 feet,Moved tablets to the table
41,254,1676,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,254,1676,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,1676,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,254,1676,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,254,1676,233,Tablets,,,4 feet,Moved tablets to the table
41,254,3363,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,254,3363,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,3363,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,254,3363,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,254,3363,233,Tablets,,,4 feet,Moved tablets to the table
41,254,5236,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,254,5728,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,254,5728,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,254,5728,233,Tablets,,,4 feet,Moved tablets to the table
41,254,5728,267,Tonies,,,4 feet,Repurposed tablet – footage
41,254,5728,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,256,445,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,256,445,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,256,445,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,256,445,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,256,445,233,Tablets,,,4 feet,Moved tablets to the table
41,256,589,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,256,589,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,256,589,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,256,709,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,256,709,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,256,729,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,256,729,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,256,729,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,256,1165,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,256,1165,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,256,1165,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,256,1170,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,256,1170,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,256,1170,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,256,1675,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
41,256,1675,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,256,4118,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,256,4118,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,256,6931,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,257,569,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,257,569,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
41,257,569,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,257,665,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,257,689,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,257,689,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,257,689,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,257,689,233,Tablets,,,4 feet,Moved tablets to the table
41,257,689,267,Tonies,,,4 feet,Repurposed tablet – footage
41,257,689,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,257,711,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,257,711,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,257,711,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,257,711,233,Tablets,,,4 feet,Moved tablets to the table
41,257,719,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,257,719,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,257,719,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,257,719,233,Tablets,,,4 feet,Moved tablets to the table
41,257,719,267,Tonies,,,4 feet,Repurposed tablet – footage
41,257,719,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,257,1048,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,257,1048,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,257,1234,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
41,257,1234,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,260,493,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,260,493,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,260,493,233,Tablets,,,4 feet,Moved tablets to the table
41,260,493,267,Tonies,,,4 feet,Repurposed tablet – footage
41,260,493,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,260,507,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,260,519,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,260,519,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,260,519,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,260,571,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,260,571,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,260,571,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,260,571,233,Tablets,,,4 feet,Moved tablets to the table
41,260,571,267,Tonies,,,4 feet,Repurposed tablet – footage
41,260,571,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,260,692,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,260,692,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,260,692,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,260,692,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,260,692,233,Tablets,,,4 feet,Moved tablets to the table
41,260,720,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,260,720,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,260,720,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,260,720,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,260,720,233,Tablets,,,4 feet,Moved tablets to the table
41,260,1210,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,260,1210,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,260,2628,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,260,2783,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,260,2783,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,260,2783,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,260,2783,233,Tablets,,,4 feet,Moved tablets to the table
41,271,196,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,271,196,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,271,196,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
41,271,196,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,271,196,233,Tablets,,,8 feet,Moved tablets to the table
41,271,216,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,271,216,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,271,216,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,271,216,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,271,216,233,Tablets,,,4 feet,Moved tablets to the table
41,271,222,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,271,237,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,271,237,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,271,237,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
41,271,237,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,271,237,233,Tablets,,,4 feet,Moved tablets to the table
41,271,262,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,271,262,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,271,262,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,271,302,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,271,302,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,271,302,233,Tablets,,,4 feet,Moved tablets to the table
41,271,302,267,Tonies,,,4 feet,Repurposed tablet – footage
41,271,302,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,271,352,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
41,271,352,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,482,923,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,482,923,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,482,923,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,482,1275,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,482,1275,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,482,1275,233,Tablets,,,4 feet,Moved tablets to the table
41,482,1275,267,Tonies,,,4 feet,Repurposed tablet – footage
41,482,1275,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,482,1518,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
41,482,1518,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,482,1557,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,482,1557,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,482,1557,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,482,1601,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,482,1601,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,482,1601,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,482,1601,233,Tablets,,,4 feet,Moved tablets to the table
41,482,1655,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,482,1655,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,482,1655,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,482,1655,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,482,1655,233,Tablets,,,4 feet,Moved tablets to the table
41,482,2786,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,482,2786,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,482,2786,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,482,2786,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,482,2786,233,Tablets,,,4 feet,Moved tablets to the table
41,482,2788,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,482,2788,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,482,2788,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,482,3781,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,482,3781,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,482,3781,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,482,3781,233,Tablets,,,4 feet,Moved tablets to the table
41,580,492,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,580,492,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,580,492,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,580,492,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,580,492,233,Tablets,,,4 feet,Moved tablets to the table
41,580,566,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,580,566,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
41,580,566,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,580,870,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,580,870,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,580,870,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,580,870,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,580,870,233,Tablets,,,4 feet,Moved tablets to the table
41,580,1002,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,580,1002,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,580,1002,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,580,1002,233,Tablets,,,4 feet,Moved tablets to the table
41,580,1002,267,Tonies,,,4 feet,Repurposed tablet – footage
41,580,1002,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,580,1026,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,580,1026,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,580,1026,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,580,1026,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,580,1026,233,Tablets,,,4 feet,Moved tablets to the table
41,580,1162,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,580,1162,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,580,1162,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,580,1162,233,Tablets,,,4 feet,Moved tablets to the table
41,580,1162,267,Tonies,,,4 feet,Repurposed tablet – footage
