Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
40,339,5927,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,339,5927,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,340,172,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
40,340,172,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,340,172,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,340,172,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
40,340,172,233,Tablets,,,4 feet,Moved tablets to the table
40,340,295,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,340,313,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,340,313,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,340,805,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
40,340,805,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,340,805,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,340,805,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
40,340,805,233,Tablets,,,4 feet,Moved tablets to the table
40,340,1177,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,340,1177,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,340,1177,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,340,1177,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,340,1177,233,Tablets,,,4 feet,Moved tablets to the table
40,340,1514,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,340,1514,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,340,1514,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,340,1514,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,340,1514,233,Tablets,,,4 feet,Moved tablets to the table
40,340,2213,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,340,2213,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
40,340,2213,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,340,2213,233,Tablets,,,8 feet,Moved tablets to the table
40,340,2694,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
40,340,2694,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,340,2694,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,340,3061,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,340,3061,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,340,5150,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
40,340,5150,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
40,340,5150,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,341,201,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,341,201,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,201,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,341,201,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,341,201,233,Tablets,,,4 feet,Moved tablets to the table
40,341,253,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,341,253,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
40,341,253,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,341,253,233,Tablets,,,4 feet,Moved tablets to the table
40,341,256,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,256,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,341,256,233,Tablets,,,4 feet,Moved tablets to the table
40,341,256,267,Tonies,,,4 feet,Repurposed tablet – footage
40,341,256,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,341,328,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,341,328,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,328,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,341,328,233,Tablets,,,4 feet,Moved tablets to the table
40,341,328,267,Tonies,,,4 feet,Repurposed tablet – footage
40,341,328,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,341,361,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,361,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,341,361,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,341,361,233,Tablets,,,4 feet,Moved tablets to the table
40,341,1071,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,1071,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,341,1071,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,341,1071,233,Tablets,,,4 feet,Moved tablets to the table
40,341,1418,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,341,1418,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,341,1418,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,341,1418,233,Tablets,,,4 feet,Moved tablets to the table
40,341,1761,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,341,1761,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,341,4695,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,357,14,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,357,14,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,357,14,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,357,14,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,357,14,233,Tablets,,,4 feet,Moved tablets to the table
40,357,46,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,357,46,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,357,46,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,357,78,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,357,86,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,357,86,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,357,86,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,357,86,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,357,86,233,Tablets,,,4 feet,Moved tablets to the table
40,357,88,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,357,138,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,357,138,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,357,138,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,357,138,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,357,138,233,Tablets,,,4 feet,Moved tablets to the table
40,357,179,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,357,179,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,357,179,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,359,25,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,359,25,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,359,40,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,359,159,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,359,159,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,359,159,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,359,189,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,359,189,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,359,189,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,359,189,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
40,359,189,233,Tablets,,,4 feet,Moved tablets to the table
40,359,203,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
40,359,203,100,Laptops,8 feet,20 feet,12 feet,Increasing laptop footage
40,359,203,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,359,363,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,359,363,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,359,451,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,359,451,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
40,359,451,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,359,451,233,Tablets,,,8 feet,Moved tablets to the table
40,359,820,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
40,359,820,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,359,820,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
40,359,820,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
40,359,820,233,Tablets,,,4 feet,Moved tablets to the table
40,360,135,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,360,135,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,360,195,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,360,195,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,360,195,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,360,195,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,360,195,233,Tablets,,,4 feet,Moved tablets to the table
40,360,234,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,360,234,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,360,234,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,360,234,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,360,234,233,Tablets,,,4 feet,Moved tablets to the table
40,360,325,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,360,325,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,360,325,233,Tablets,,,4 feet,Moved tablets to the table
40,360,325,267,Tonies,,,4 feet,Repurposed tablet – footage
40,360,325,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,360,560,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,360,560,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,360,560,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,360,560,233,Tablets,,,4 feet,Moved tablets to the table
40,360,801,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,360,801,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,360,834,100,Laptops,4 feet,8 feet,4 feet,Increasing laptop footage
40,360,834,221,Chromebook,4 feet,0 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,360,1120,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,360,1120,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,360,1120,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,360,1120,233,Tablets,,,4 feet,Moved tablets to the table
40,360,2857,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,360,2994,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,360,2994,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
40,361,61,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,361,61,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,361,61,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,361,61,233,Tablets,,,4 feet,Moved tablets to the table
40,361,61,267,Tonies,,,4 feet,Repurposed tablet – footage
40,361,61,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,361,96,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,361,96,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,361,96,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,361,184,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,361,184,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,361,184,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,361,184,233,Tablets,,,4 feet,Moved tablets to the table
40,361,184,267,Tonies,,,4 feet,Repurposed tablet – footage
40,361,184,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,361,319,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,361,319,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
40,361,319,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,361,319,233,Tablets,,,4 feet,Moved tablets to the table
40,361,573,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
40,361,1014,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,361,1014,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,361,1014,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,361,1014,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,361,1014,233,Tablets,,,4 feet,Moved tablets to the table
40,361,1094,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,361,1094,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
40,361,1094,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,361,1094,233,Tablets,,,4 feet,Moved tablets to the table
40,361,4553,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,361,4553,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,361,4553,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,361,4553,233,Tablets,,,4 feet,Moved tablets to the table
40,361,4590,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,361,4590,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
40,361,4590,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,577,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,362,577,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,362,577,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
40,362,577,233,Tablets,,,4 feet,Moved tablets to the table
40,362,577,267,Tonies,,,4 feet,Repurposed tablet – footage
40,362,577,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,362,1151,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,1151,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
40,362,1151,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,1151,233,Tablets,,,4 feet,Moved tablets to the table
40,362,1599,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
40,362,1691,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,1691,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,1691,233,Tablets,,,4 feet,Moved tablets to the table
40,362,1691,267,Tonies,,,4 feet,Repurposed tablet – footage
40,362,1691,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,362,2490,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,2490,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
40,362,2490,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,2490,233,Tablets,,,4 feet,Moved tablets to the table
40,362,2855,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,2855,217,Refurbished Hardware,,,8 feet,Repurposed tablet – fixtures/footage
40,362,2855,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,362,2855,233,Tablets,,,8 feet,Moved tablets to the table
40,362,2955,100,Laptops,16 feet,36,20 feet,Increasing laptop footage
40,362,2955,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,3273,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
40,362,3273,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,3273,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
40,362,3273,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
40,362,3273,233,Tablets,,,4 feet,Moved tablets to the table
40,362,4475,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
40,362,4475,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
40,362,4475,233,Tablets,,,4 feet,Moved tablets to the table
40,362,4475,267,Tonies,,,4 feet,Repurposed tablet – footage
40,362,4475,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
40,362,4611,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
40,362,4611,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,242,497,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
41,242,497,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,242,497,221,Chromebook,8 feet,0 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,242,526,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,242,526,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,242,526,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,242,1053,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,242,1053,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,242,1053,233,Tablets,,,4 feet,Moved tablets to the table
41,242,1053,267,Tonies,,,4 feet,Repurposed tablet – footage
41,242,1053,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,242,3294,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,242,3294,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,242,3294,233,Tablets,,,8 feet,Moved tablets to the table
41,242,3294,267,Tonies,,,8 feet,Repurposed tablet – footage
41,242,3294,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,242,4450,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,242,4450,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,242,4450,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,242,4450,233,Tablets,,,4 feet,Moved tablets to the table
41,242,5417,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,242,5417,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,242,5417,233,Tablets,,,4 feet,Moved tablets to the table
41,242,5417,267,Tonies,,,4 feet,Repurposed tablet – footage
41,242,5417,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,242,5418,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,242,7290,100,Laptops,20 feet,36,16 feet,Increasing laptop footage
41,242,7290,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,243,922,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,243,922,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
41,243,922,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,243,1033,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,243,1033,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,243,1033,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,243,1033,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,243,1033,233,Tablets,,,4 feet,Moved tablets to the table
41,243,1142,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
41,243,1142,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,243,1157,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,243,1160,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,243,1160,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,243,1180,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,243,1180,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,243,1180,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,243,1180,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,243,1180,233,Tablets,,,4 feet,Moved tablets to the table
41,243,1327,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,243,1476,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,243,1476,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,243,1476,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,243,1476,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,243,1476,233,Tablets,,,4 feet,Moved tablets to the table
41,243,2691,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,243,2691,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,243,2691,233,Tablets,,,4 feet,Moved tablets to the table
41,243,2691,267,Tonies,,,4 feet,Repurposed tablet – footage
41,243,2691,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
41,243,7087,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,243,7087,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,243,7087,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,249,884,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,249,884,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,249,884,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,249,884,233,Tablets,,,4 feet,Moved tablets to the table
41,249,1141,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,249,1141,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,249,1141,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,249,1141,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,249,1141,233,Tablets,,,4 feet,Moved tablets to the table
41,249,1459,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,249,1459,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,249,1459,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,249,1459,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,249,1459,233,Tablets,,,4 feet,Moved tablets to the table
41,249,1580,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,249,3435,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,249,3435,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,249,3435,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,249,3435,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,249,3435,233,Tablets,,,4 feet,Moved tablets to the table
41,249,3529,100,Laptops,20 feet,40,20 feet,Increasing laptop footage
41,249,3529,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,249,5443,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,249,5443,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,249,5443,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,249,5443,233,Tablets,,,4 feet,Moved tablets to the table
41,251,828,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,251,828,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,828,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,251,828,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,251,828,233,Tablets,,,4 feet,Moved tablets to the table
41,251,902,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,251,902,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,902,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,251,902,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,251,902,233,Tablets,,,4 feet,Moved tablets to the table
41,251,995,100,Laptops,16 feet,32 feet,16 feet,Increasing laptop footage
41,251,995,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,251,1310,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,1310,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,251,1310,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,251,1310,233,Tablets,,,4 feet,Moved tablets to the table
41,251,1356,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,251,1356,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,1356,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,251,1356,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,251,1356,233,Tablets,,,4 feet,Moved tablets to the table
41,251,1629,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,251,1991,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,251,1991,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,251,4235,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,251,4235,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,4235,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
41,251,4235,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
41,251,4235,233,Tablets,,,4 feet,Moved tablets to the table
41,251,4417,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
41,251,4417,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
41,251,4417,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
41,251,4417,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
41,251,4417,233,Tablets,,,4 feet,Moved tablets to the table
41,253,143,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,253,143,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,253,143,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,253,294,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,253,294,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,253,294,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
41,253,430,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
41,253,431,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,253,431,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
41,253,431,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
41,253,491,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
41,253,491,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
