Region,BU,Day,Start,End,Session,Room/Level
22,East,Aug. 13,12:30 p.m.,1:15 p.m.,Operations,Exhibit Hall A-D / L1
26,East,Aug. 13,12:30 p.m.,1:15 p.m.,Fashion,Exhibit Hall A-D / L1
75,East,Aug. 13,12:30 p.m.,1:15 p.m.,Fashion,Exhibit Hall A-D / L1
76,East,Aug. 13,12:30 p.m.,1:15 p.m.,Fashion,Exhibit Hall A-D / L1
19,North,Aug. 13,12:30 p.m.,1:15 p.m.,Food/Fresh,Exhibit Hall A-D / L1
20,North,Aug. 13,12:30 p.m.,1:15 p.m.,Food/Fresh,Exhibit Hall A-D / L1
21,North,Aug. 13,12:30 p.m.,1:15 p.m.,Consumables,Exhibit Hall A-D / L1
25,North,Aug. 13,12:30 p.m.,1:15 p.m.,Food/Fresh,Exhibit Hall A-D / L1
40,North,Aug. 13,12:30 p.m.,1:15 p.m.,Consumables,Exhibit Hall A-D / L1
41,North,Aug. 13,12:30 p.m.,1:15 p.m.,Consumables,Exhibit Hall A-D / L1
53,North,Aug. 13,12:30 p.m.,1:15 p.m.,Food/Fresh,Exhibit Hall A-D / L1
2,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Holiday Home,Exhibit Hall A-D / L1
3,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Gifting,Exhibit Hall A-D / L1
9,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Gifting,Exhibit Hall A-D / L1
11,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Holiday Home,Exhibit Hall A-D / L1
12,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Holiday Home,Exhibit Hall A-D / L1
14,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Gifting,Exhibit Hall A-D / L1
29,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Gifting,Exhibit Hall A-D / L1
42,Southeast,Aug. 13,12:30 p.m.,1:15 p.m.,Holiday Home,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
6,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
7,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
13,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
44,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
46,Southwest,Aug. 13,12:30 p.m.,1:15 p.m.,Lunch,Hall B3 / L3
59,NHM,Aug. 13,12:45 p.m. ,1:30 p.m.,Lunch,Hall B3 / L3
61,NHM,Aug. 13,12:45 p.m. ,1:30 p.m.,Lunch,Hall B3 / L3
64,NHM,Aug. 13,12:45 p.m. ,1:30 p.m.,Lunch,Hall B3 / L3
72,NHM,Aug. 13,12:45 p.m. ,1:30 p.m.,Lunch,Hall B3 / L3
47,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
52,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
54,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
56,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
57,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
58,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
60,West,Aug. 13,12:45 p.m. ,2:45 p.m.,West Business Unit Meeting,General Assembly / L3
4,East,Aug. 13,1:15 p.m.,2 p.m.,Gifting,Exhibit Hall A-D / L1
16,East,Aug. 13,1:15 p.m.,2 p.m.,Consumables,Exhibit Hall A-D / L1
17,East,Aug. 13,1:15 p.m.,2 p.m.,Consumables,Exhibit Hall A-D / L1
22,East,Aug. 13,1:15 p.m.,2 p.m.,Consumables,Exhibit Hall A-D / L1
26,East,Aug. 13,1:15 p.m.,2 p.m.,Gifting,Exhibit Hall A-D / L1
75,East,Aug. 13,1:15 p.m.,2 p.m.,Gifting,Exhibit Hall A-D / L1
76,East,Aug. 13,1:15 p.m.,2 p.m.,Gifting,Exhibit Hall A-D / L1
19,North,Aug. 13,1:15 p.m.,2 p.m.,Seasonal,Exhibit Hall A-D / L1
20,North,Aug. 13,1:15 p.m.,2 p.m.,Seasonal,Exhibit Hall A-D / L1
21,North,Aug. 13,1:15 p.m.,2 p.m.,Food/Fresh,Exhibit Hall A-D / L1
25,North,Aug. 13,1:15 p.m.,2 p.m.,Seasonal,Exhibit Hall A-D / L1
40,North,Aug. 13,1:15 p.m.,2 p.m.,Food/Fresh,Exhibit Hall A-D / L1
41,North,Aug. 13,1:15 p.m.,2 p.m.,Food/Fresh,Exhibit Hall A-D / L1
53,North,Aug. 13,1:15 p.m.,2 p.m.,Seasonal,Exhibit Hall A-D / L1
5,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 371 / L3
6,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 361 / L3
7,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 370 / L3
13,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 360 / L3
44,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 310 / L3
46,Southwest,Aug. 13,1:45 p.m.,2:45 p.m.,Regional Meeting,RM 351 / L3
59,NHM,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
61,NHM,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
64,NHM,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
72,NHM,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
2,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
3,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
9,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
11,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
12,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
14,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
29,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
42,Southeast,Aug. 13 ,1:45 p.m.,3 p.m.,Listening Session,Grand Ballroom ABC / L3
4,East,Aug. 13,2 p.m.,2:45 p.m.,Seasonal,Exhibit Hall A-D / L1
16,East,Aug. 13,2 p.m.,2:45 p.m.,Fashion,Exhibit Hall A-D / L1
17,East,Aug. 13,2 p.m.,2:45 p.m.,Fashion,Exhibit Hall A-D / L1
22,East,Aug. 13,2 p.m.,2:45 p.m.,Fashion,Exhibit Hall A-D / L1
26,East,Aug. 13,2 p.m.,2:45 p.m.,Seasonal,Exhibit Hall A-D / L1
75,East,Aug. 13,2 p.m.,2:45 p.m.,Seasonal,Exhibit Hall A-D / L1
76,East,Aug. 13,2 p.m.,2:45 p.m.,Seasonal,Exhibit Hall A-D / L1
19,North,Aug. 13,2 p.m.,2:45 p.m.,Gifting,Exhibit Hall A-D / L1
20,North,Aug. 13,2 p.m.,2:45 p.m.,Gifting,Exhibit Hall A-D / L1
21,North,Aug. 13,2 p.m.,2:45 p.m.,Holiday Home,Exhibit Hall A-D / L1
25,North,Aug. 13,2 p.m.,2:45 p.m.,Gifting,Exhibit Hall A-D / L1
40,North,Aug. 13,2 p.m.,2:45 p.m.,Holiday Home,Exhibit Hall A-D / L1
41,North,Aug. 13,2 p.m.,2:45 p.m.,Holiday Home,Exhibit Hall A-D / L1
53,North,Aug. 13,2 p.m.,2:45 p.m.,Gifting,Exhibit Hall A-D / L1
12,Southeast,Aug. 13,4:15 p.m.,5 p.m.,Food/Fresh,Exhibit Hall A-D / L1
42,Southeast,Aug. 13,4:15 p.m.,5 p.m.,Food/Fresh,Exhibit Hall A-D / L1
