Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
2627,,1,,2,2,3,34,18,16
2628,,1,4,,,2,18,11,7
2629,2,2,4,7,,4,36,28,8
2630,2,1,4,3,,3,37,22,15
2631,3,,4,,1,2,25,18,7
2632,,,4,,2,4,21,16,5
2634,2,1,4,,,2,15,11,4
2637,2,1,4,3,1,3,39,27,12
2638,,2,4,8,4,1,37,26,11
2639,,1,4,,,1,16,12,4
2641,3,,4,,,4,25,17,8
2642,3,1,,4,,1,27,17,10
2643,3,1,4,,,2,23,17,6
2644,1,1,4,,,4,27,19,8
2645,3,,3,,,3,16,11,5
2646,,1,4,,,2,16,10,6
2647,3,1,5,6,,2,36,27,9
2649,2,1,4,2,2,4,32,22,10
2650,3,,3,,,,19,12,7
2651,3,,4,5,,4,25,20,5
2652,1,2,,,,4,27,16,11
2653,2,,4,,1,3,34,24,10
2654,1,1,3,,,1,12,7,5
2656,3,3,4,6,3,3,64,39,25
2658,1,1,4,,,2,21,14,7
2662,,1,,,,3,22,13,9
2663,,5,4,,1,1,37,24,13
2664,3,1,4,,,2,27,18,9
2665,1,1,1,,,,16,7,9
2667,,3,,2,2,1,31,14,17
2668,2,1,4,,,1,21,12,9
2671,,,5,10,3,2,43,28,15
2672,1,,,,,1,13,10,3
2674,3,2,4,1,2,4,26,17,9
2678,3,1,3,,,3,32,24,8
2679,1,,4,7,,2,56,38,18
2682,3,1,3,,,3,17,11,6
2684,,1,4,,3,1,33,22,11
2686,,1,3,,,1,15,10,5
2687,3,,4,,1,,38,19,19
2688,,1,5,,1,3,43,32,11
2689,1,,7,7,,2,29,26,3
2690,3,2,3,,1,,31,19,12
2691,3,,4,,,,17,10,7
2692,3,1,3,4,1,1,34,23,11
2693,3,,4,6,,3,42,33,9
2694,1,,,,,2,16,9,7
2695,3,2,4,6,,4,62,49,13
2696,,1,3,,,1,25,15,10
2697,3,,3,2,,1,23,17,6
2699,1,,2,,,,9,7,2
2700,3,,3,,,2,15,12,3
2702,1,2,3,5,1,2,35,21,14
2703,,1,2,6,2,1,40,29,11
2704,,,4,,,4,29,19,10
2705,2,1,4,,,3,24,15,9
2706,,,1,,,,24,13,11
2708,,1,3,2,2,3,31,16,15
2712,3,2,,5,1,4,49,28,21
2713,,1,4,,1,1,24,14,10
2714,2,,4,,,1,12,8,4
2715,3,1,4,6,3,1,47,29,18
2716,1,1,4,,,2,20,12,8
2717,2,2,4,5,1,1,34,20,14
2720,2,1,4,,,4,23,12,11
2723,3,1,3,,1,1,27,19,8
2724,2,5,4,4,3,,54,34,20
2725,1,1,4,,,,14,7,7
2726,2,,3,,,2,21,12,9
2727,1,1,3,9,,,30,18,12
2728,1,1,3,,,2,22,15,7
2729,,2,4,4,1,2,37,27,10
2730,1,2,4,,,3,25,16,9
2731,,,3,1,,1,18,10,8
2732,3,3,,7,,1,36,23,13
2733,2,,3,,,2,16,10,6
2734,2,2,3,6,2,2,29,20,9
2735,,1,4,,,2,26,17,9
2739,,,4,,1,4,22,9,13
2740,1,2,3,9,2,1,34,22,12
2741,,,4,,1,1,22,15,7
2742,,,4,,1,4,20,15,5
2743,2,,3,,,1,9,8,1
2744,1,,3,,,1,11,8,3
2745,2,,4,2,,1,23,16,7
2748,1,2,5,,,1,16,9,7
2749,,1,4,,1,2,18,11,7
2751,2,,3,,,1,17,12,5
2752,,1,3,3,3,1,32,16,16
2753,2,1,2,,,2,17,10,7
2754,3,,2,,,2,16,7,9
2755,2,,,1,,3,18,11,7
2756,2,1,4,5,,4,43,30,13
2757,,2,4,,,2,28,19,9
2758,1,1,3,,1,4,15,12,3
2760,2,,4,,,3,23,15,8
2761,,1,3,,,2,23,17,6
2762,,1,3,,,2,23,16,7
2763,3,2,4,5,3,,72,48,24
2764,,1,2,,,3,18,10,8
2765,1,2,4,3,2,4,55,41,14
2766,2,2,5,5,3,1,27,17,10
2767,1,2,4,7,,2,33,23,10
2768,1,1,4,9,,3,40,29,11
2769,1,1,4,3,,1,26,14,12
2771,,1,4,,,2,18,11,7
2772,1,2,4,,2,,24,12,12
2773,2,,4,,,1,15,9,6
2774,2,1,4,,,2,22,18,4
2777,3,2,4,7,,,34,23,11
2778,3,1,,,1,,22,16,6
2780,2,3,,4,2,,41,19,22
2781,,3,4,,,4,37,21,16
2782,2,1,3,2,,3,33,23,10
2783,3,,4,1,,2,16,11,5
2784,1,1,4,,1,1,19,13,6
2785,3,1,3,,,1,16,11,5
2786,1,2,2,,,2,28,19,9
2787,1,,3,,,1,12,7,5
2788,3,2,4,5,1,2,35,27,8
2789,3,1,3,4,,1,25,17,8
2790,3,,3,,,1,43,29,14
2791,3,4,4,7,1,3,51,34,17
2792,2,1,3,,,2,21,15,6
2793,1,,2,5,1,1,33,19,14
2794,,2,4,4,1,1,28,15,13
2795,3,1,3,4,,2,29,20,9
2796,,1,3,9,2,4,39,26,13
2801,1,,,,,3,17,12,5
2803,1,2,5,3,1,,34,19,15
2804,2,,3,3,,3,26,18,8
2805,2,,1,,,1,17,12,5
2806,1,,4,9,1,4,58,42,16
2807,3,2,4,5,2,3,37,21,16
2808,1,2,5,,2,,20,10,10
2809,,1,4,,3,1,52,38,14
2810,3,,4,,1,1,19,13,6
2811,,1,4,,,2,18,9,9
2812,2,,2,2,,3,27,16,11
2813,,1,4,,1,1,22,11,11
2814,2,,3,,,1,18,13,5
2817,1,1,4,7,,3,32,23,9
2818,2,,5,7,,2,36,28,8
2819,1,1,3,,,1,24,18,6
2820,,,5,,,1,20,12,8
2821,1,1,5,,1,1,21,11,10
2822,,2,,,,,25,16,9
2823,2,1,4,,,3,37,25,12
2826,2,1,5,5,1,,37,25,12
2827,1,1,3,,,1,17,12,5
2828,,1,3,,1,4,23,15,8
2831,3,1,3,5,2,2,41,26,15
2832,1,1,,9,1,4,32,23,9
2833,2,,5,,2,1,28,18,10
2834,2,1,1,,,3,19,8,11
2835,2,,4,,,4,23,18,5
2836,1,1,4,7,,2,50,33,17
2838,1,2,4,4,1,4,34,22,12
2839,,,3,,1,2,14,7,7
2840,,,3,,,1,12,10,2
2842,1,1,3,2,1,2,25,14,11
2843,,2,3,1,1,2,25,16,9
2844,2,1,3,6,1,1,24,17,7
2845,1,2,4,,2,1,37,20,17
2846,1,1,4,3,1,1,46,30,16
2847,1,2,,2,,4,39,18,21
2849,2,1,4,,,2,25,16,9
2850,,2,4,,,4,21,14,7
2852,1,2,4,,1,2,27,17,10
2854,3,2,4,,1,4,40,29,11
2855,,1,,,,1,19,12,7
2856,,1,4,,,,21,13,8
2857,1,1,4,,,1,27,15,12
2858,3,2,1,,,2,17,10,7
2859,,1,2,,,,30,14,16
2860,2,2,4,8,,1,46,38,8
2861,3,1,4,,,1,19,12,7
2862,,2,4,,1,1,19,10,9
2864,,2,,9,,4,52,36,16
2869,1,,3,,1,4,26,20,6
2870,2,,3,,,2,18,11,7
2871,3,1,3,,,1,18,9,9
2872,,1,,,1,1,16,10,6
2873,1,,3,,,2,21,14,7
2874,3,,3,4,,2,32,23,9
2875,1,1,4,2,,1,15,11,4
2876,,1,5,,,,12,6,6
2877,3,,4,,,2,17,14,3
2878,1,1,3,2,,2,18,12,6
2880,3,,2,,1,4,16,13,3
2881,2,1,5,10,1,,51,31,20
2882,3,1,3,,1,1,22,17,5
2883,,1,3,2,,1,24,12,12
2884,,2,5,,1,1,25,8,17
2886,3,,5,6,3,2,35,22,13
2887,1,,4,,,2,15,13,2
2888,1,2,4,,,2,24,17,7
2889,2,1,,,,4,19,13,6
2890,2,1,1,,,,12,6,6
2891,2,2,3,5,2,4,36,19,17
2892,1,1,4,,,1,21,12,9
2893,1,1,4,,1,4,24,18,6
2894,3,2,3,4,,3,39,24,15
2907,1,,4,,,3,11,8,3
2908,2,2,5,,1,3,21,16,5
2909,1,1,4,,2,1,18,11,7
2910,3,2,4,,2,,27,19,8
2911,1,2,4,5,1,1,36,22,14
2912,3,1,4,11,1,4,60,47,13
2913,,1,,,,,14,6,8
2914,,1,4,,1,3,35,18,17
2918,3,,2,,1,1,17,9,8
2919,3,,1,,,,11,9,2
2920,3,2,4,12,2,2,74,64,10
2921,2,4,4,4,,2,28,15,13
2922,,1,6,7,3,,30,22,8
2923,1,1,4,4,2,3,56,41,15
2924,1,2,5,,4,1,48,28,20
2925,2,,3,6,,2,22,16,6
2926,,,3,1,,3,17,11,6
2927,1,1,4,,,1,18,12,6
2928,1,3,,2,2,3,55,30,25
2929,,1,,8,2,1,50,35,15
2930,,,3,2,,2,19,14,5
2931,,3,4,3,,2,35,20,15
2932,2,,2,,,3,20,13,7
2933,,2,4,,,3,27,17,10
2934,2,1,,,,1,15,8,7
2935,2,,,,,1,12,9,3
2937,,1,4,,1,,22,12,10
2938,2,,1,,,,12,5,7
2939,3,1,4,,1,,17,11,6
2940,,,,,,,8,3,5
2941,,,4,,,,12,6,6
2944,,,4,,,3,19,14,5
2945,2,3,3,2,,2,25,15,10
2946,3,1,4,,1,,24,16,8
2948,2,1,,6,1,3,16,12,4
2950,3,1,6,7,3,2,54,40,14
2951,1,2,5,7,1,4,47,33,14
2953,3,1,,,,2,22,12,10
2955,3,,4,,,,18,10,8
2956,2,2,4,2,1,,47,33,14
2957,,1,4,9,1,1,42,32,10
2958,,1,4,6,2,,47,35,12
2959,3,,4,,,2,29,21,8
2962,3,1,,6,,3,28,16,12
2963,3,,4,2,1,,31,19,12
2964,,1,4,5,2,1,34,22,12
2966,1,1,4,8,1,2,41,27,14
2967,,,4,2,1,,23,15,8
2968,2,,4,,,,14,11,3
2973,1,,4,1,1,1,23,15,8
2974,2,,6,,,3,18,13,5
2975,2,,,,,3,11,6,5
2976,,1,3,3,1,3,19,13,6
2977,2,,4,,,2,14,9,5
2978,,4,3,2,2,1,38,16,22
2979,3,,3,,,2,17,10,7
2980,3,1,3,6,1,4,32,17,15
2981,1,,3,,,2,12,9,3
2984,1,,,,1,2,9,3,6
2985,2,,6,7,1,1,50,39,11
2986,,1,4,,,3,15,8,7
2987,,,4,,1,,26,16,10
2988,,1,4,,,1,23,17,6
2990,1,1,4,,,2,25,17,8
2991,2,1,3,,1,2,26,17,9
2992,,,4,,1,4,34,23,11
2993,2,,2,5,,1,24,16,8
2994,1,1,4,5,,1,28,15,13
2995,3,,3,,,1,10,8,2
2996,3,1,4,3,,2,25,15,10
2998,2,,4,,1,3,16,14,2
3004,,2,3,,,2,29,16,13
3011,1,1,,,,1,8,4,4
3013,,,3,3,1,2,22,17,5
3014,3,2,3,5,,1,33,20,13
3015,,1,6,5,1,1,36,25,11
3017,,1,3,,,2,21,11,10
3018,,1,4,7,1,4,52,36,16
3019,3,1,2,2,1,2,28,25,3
3022,3,,4,1,,1,15,10,5
3023,1,,3,5,,2,17,12,5
3026,,,4,,,4,17,10,7
3035,3,1,4,4,1,,24,16,8
3042,2,,,,,,5,3,2
3043,1,,6,,,2,17,10,7
3044,,3,5,4,2,1,33,15,18
3046,,,5,,,2,12,7,5
3047,3,1,5,6,,,22,18,4
3049,1,,,,,2,9,7,2
3050,,1,3,,,1,9,5,4
3053,,,4,,,2,16,13,3
3055,,3,,,1,1,16,6,10
3056,2,1,4,5,,3,38,30,8
3057,3,1,3,2,1,1,35,24,11
3058,3,2,4,4,,3,46,35,11
3059,,1,4,,,1,19,10,9
3060,,,6,,,3,19,14,5
3061,2,1,1,,,1,11,6,5
3062,3,,3,,1,1,15,7,8
3066,1,,3,1,,1,13,10,3
3067,3,2,4,4,,4,32,21,11
3069,2,,2,,,,10,7,3
3070,,,1,,,2,21,13,8
3071,,,3,,,2,17,11,6
3072,,,,,,2,9,3,6
3074,3,,2,1,,3,16,14,2
3075,2,,3,8,,3,36,27,9
3077,2,1,3,,1,1,32,18,14
3078,2,2,3,5,,2,31,20,11
3081,,2,5,1,1,,32,21,11
3082,2,,4,,,3,17,13,4
3083,,1,3,,,1,10,7,3
3084,3,,3,,,3,12,11,1
3088,,,3,,,3,13,8,5
3090,,,3,,,2,11,7,4
3093,1,3,4,3,,3,35,22,13
3094,,,3,,,2,10,5,5
3098,2,,3,,,2,10,9,1
3099,,1,2,,,1,13,8,5
3101,1,1,3,1,,3,18,12,6
3102,,1,5,,,3,24,18,6
3103,2,1,4,,2,2,17,9,8
3104,3,,3,2,,,14,9,5
3106,2,3,5,9,2,4,56,37,19
3107,2,,4,7,,3,31,25,6
3110,1,,3,,,2,14,11,3
3111,3,,3,,1,1,13,8,5
3112,,3,4,,2,4,38,25,13
3114,,,4,,,2,15,10,5
3118,,,4,3,,2,22,12,10
3119,2,,3,,1,,23,13,10
3123,1,,4,1,,3,14,12,2
3126,1,,2,,1,1,11,8,3
3127,3,,5,1,3,1,38,26,12
3128,2,,3,,,1,7,6,1
3131,,,3,,,1,14,8,6
3132,,1,4,2,,,16,11,5
3133,1,,4,,,2,13,9,4
3135,3,1,4,1,,4,27,18,9
3136,,4,4,12,3,2,85,54,31
3137,3,1,4,,,1,19,11,8
3138,,1,3,,1,2,20,13,7
3139,,1,5,,,1,16,11,5
3140,3,1,5,2,,,18,15,3
3141,2,1,4,,1,,21,17,4
3143,3,,5,,1,,13,10,3
3144,,,4,,,1,10,7,3
3145,3,,4,,,2,18,15,3
3146,2,,2,,,2,9,9,0
3147,1,,4,,1,1,12,8,4
3150,2,1,4,,,4,17,12,5
3151,3,,3,,,3,19,15,4
3152,,,3,,,2,7,5,2
3153,,,4,,,3,15,10,5
3154,,1,4,,,3,20,13,7
3155,2,,3,,1,2,13,8,5
3156,3,,4,,,1,14,13,1
3157,3,,4,,,3,18,15,3
3159,,3,3,4,1,2,26,14,12
3161,3,,2,,,,13,9,4
3162,3,,3,,,1,16,11,5
3163,3,1,5,4,,1,29,18,11
3164,3,,3,,,1,15,11,4
3167,,1,1,,,,13,5,8
3168,3,,4,,,1,9,8,1
3169,3,3,5,9,2,1,63,42,21
3170,2,,3,,2,1,24,16,8
3172,,1,4,4,1,,28,20,8
3173,2,,3,,1,,12,8,4
3175,,,4,,,1,13,9,4
3176,1,1,4,,1,,14,12,2
3177,3,,3,,,2,14,12,2
3178,2,,4,,1,2,13,10,3
3179,1,,2,,,2,7,5,2
3180,1,,3,7,,4,24,21,3
3182,,1,3,,1,3,20,14,6
3183,3,,4,,,1,13,10,3
3184,3,,3,1,,2,17,13,4
3185,2,,4,,,1,12,12,0
3188,1,1,3,,,2,22,11,11
3191,,1,,,,1,16,7,9
3192,1,1,4,,,2,29,17,12
3197,,2,3,,,3,22,15,7
3198,2,,4,,,1,15,9,6
3199,2,,3,,,,10,7,3
3201,,1,3,,,1,32,16,16
3202,2,1,2,,,4,17,13,4
3204,,,3,,,1,14,7,7
3205,3,1,4,2,,4,37,21,16
3206,3,,4,,1,,34,20,14
3207,1,2,4,9,1,3,49,30,19
3208,3,1,4,,1,,35,21,14
3209,,1,4,9,3,3,42,29,13
3210,1,2,4,,1,4,25,12,13
3212,2,2,5,1,1,1,40,27,13
3213,3,1,3,4,,2,33,22,11
3214,,2,4,6,,1,37,24,13
3215,2,1,,6,,1,36,22,14
3216,1,2,4,1,2,1,21,11,10
3217,1,2,4,7,3,2,49,30,19
3218,3,1,5,4,2,2,48,38,10
3219,,1,4,,2,1,24,12,12
3220,2,3,3,4,,4,29,15,14
3221,,1,4,5,,1,19,13,6
3222,2,2,5,,,2,35,26,9
3223,2,2,5,,2,1,35,25,10
3224,2,1,3,2,2,3,30,18,12
3225,1,2,3,3,2,2,30,14,16
3226,2,3,4,,1,1,31,16,15
3227,1,1,4,,,1,26,19,7
3228,2,2,,5,3,,26,12,14
3229,3,,4,,1,1,27,17,10
3230,2,3,3,,2,3,49,25,24
3231,3,1,4,,,4,29,19,10
3232,3,2,6,3,,4,41,23,18
3233,2,1,4,2,2,1,48,34,14
3234,,1,4,,1,,23,18,5
3235,3,,4,,,1,19,12,7
3236,,1,4,,,1,11,5,6
3237,3,1,4,,,2,18,10,8
3238,2,1,3,,,1,15,9,6
3239,3,1,4,7,2,4,60,49,11
3241,1,1,4,,2,1,25,17,8
3243,3,,4,,,,24,17,7
3245,3,1,4,,,4,25,20,5
3247,3,1,2,5,,4,38,27,11
3248,2,1,3,6,1,1,29,19,10
3250,1,1,3,,,3,17,11,6
3251,2,,2,,,2,20,16,4
3253,3,,5,6,1,1,33,28,5
3254,,1,4,3,,2,24,14,10
3255,3,,2,,,3,24,16,8
3258,,1,3,3,1,,24,17,7
3259,3,1,3,7,,2,31,24,7
3260,,1,4,,1,1,24,15,9
3261,2,1,4,7,4,2,54,35,19
3262,1,2,4,5,2,,48,33,15
3265,2,2,4,7,3,,45,27,18
3267,1,1,4,,1,4,22,16,6
3268,2,1,4,,,3,20,15,5
3269,2,1,3,,,3,23,17,6
3270,,1,3,5,1,1,30,21,9
3271,,1,4,,,3,30,18,12
3273,,1,,,,1,15,9,6
3274,2,1,,,2,1,14,3,11
3275,,1,5,4,,1,25,21,4
3277,3,1,4,5,,2,36,24,12
3278,3,1,2,,1,2,19,11,8
3279,3,2,6,9,,4,56,35,21
3280,2,,,,,4,25,14,11
3281,3,2,,,,4,22,13,9
3282,2,,5,,,2,31,24,7
3283,2,1,3,,,3,20,11,9
3284,3,1,4,4,1,4,32,19,13
3285,3,1,5,,2,3,27,13,14
3286,,1,3,1,2,4,25,15,10
3287,3,,3,,1,,17,12,5
3288,1,1,,,,,25,16,9
3289,,1,1,2,1,3,19,13,6
3293,,1,3,7,1,4,30,21,9
3294,3,,3,,1,2,24,12,12
3295,3,2,3,5,1,1,33,24,9
3296,2,1,,3,,3,24,14,10
3297,2,2,5,,3,2,29,17,12
3298,,1,2,,1,1,17,9,8
3299,,1,4,,,1,16,10,6
3300,,1,,,2,1,20,12,8
3302,1,2,4,2,,,38,23,15
3303,2,1,4,,,4,21,16,5
3304,,1,4,,1,3,29,20,9
3305,3,,4,,1,3,21,12,9
3307,3,1,4,8,1,,42,34,8
3308,3,3,4,7,3,,52,41,11
3309,,,5,5,,4,30,25,5
3310,1,1,5,,2,1,32,18,14
3311,2,1,4,,,1,20,13,7
3313,2,1,4,,1,2,20,13,7
3314,,1,4,,,3,20,16,4
3315,3,,4,,1,,17,12,5
3317,3,1,4,,1,3,16,10,6
3319,2,1,3,8,1,2,54,36,18
3320,,3,4,6,1,,52,35,17
3324,1,1,4,,,4,24,15,9
3327,3,1,1,,1,1,16,8,8
3328,,1,5,,,3,19,13,6
3329,,1,4,,1,1,27,19,8
3330,3,,6,,,1,19,14,5
3331,3,1,2,5,1,1,33,18,15
3332,,1,,,,1,23,16,7
3334,3,1,3,,,1,27,18,9
3336,2,1,4,,1,,24,16,8
3337,2,1,2,,1,3,18,8,10
3338,1,1,4,,,3,15,12,3
3339,3,2,4,6,,3,59,41,18
3340,1,,4,,,3,16,10,6
3341,,,4,1,,2,13,7,6
3342,3,1,4,,,1,18,15,3
3344,1,4,4,2,1,1,41,25,16
3347,,2,5,8,1,4,56,40,16
3348,1,1,4,,,4,25,18,7
3349,1,1,6,8,1,1,45,35,10
3350,,1,6,7,2,2,50,36,14
3351,,,,,,,10,5,5
3352,,1,3,2,,2,32,23,9
3354,1,,4,1,,4,15,11,4
3355,2,,3,,,1,11,9,2
3356,1,,2,,,1,9,6,3
3357,2,,,,,3,12,9,3
3359,,1,3,,,2,14,8,6
3360,,,4,,,4,33,21,12
3362,1,1,5,4,1,2,41,30,11
3363,3,2,3,,,2,27,19,8
3364,2,,,3,,3,22,15,7
3366,2,2,4,2,,2,30,21,9
3367,3,,3,,,3,44,29,15
3370,3,2,4,3,2,1,40,26,14
3371,,,3,2,,3,40,24,16
3372,3,1,2,,1,3,27,14,13
3377,,,3,,1,1,20,13,7
3379,3,,3,,3,,20,10,10
3380,,,4,4,4,2,62,42,20
3381,,1,4,,2,1,15,5,10
3382,3,2,4,,2,1,47,29,18
3383,2,,4,,,2,44,29,15
3384,3,1,5,,1,,38,25,13
3385,2,2,4,,1,3,37,26,11
3386,,,5,,3,4,29,19,10
3387,3,,,9,1,4,42,27,15
3388,1,1,1,9,,2,42,27,15
3389,3,1,4,3,,1,26,14,12
3390,,1,4,,,3,29,19,10
3391,,1,3,7,2,4,50,33,17
3392,3,,3,,,2,12,9,3
3394,2,,4,,,2,15,14,1
3395,3,1,4,5,1,4,35,26,9
3397,,,4,,,1,23,13,10
3400,2,2,2,6,,4,39,29,10
3401,3,1,4,,,,27,17,10
3402,1,1,3,5,,,36,22,14
3403,2,2,4,,,2,28,16,12
3404,1,,4,,,1,21,15,6
3406,3,1,3,1,1,2,30,18,12
3407,,3,5,5,3,2,56,40,16
3408,3,,2,2,,4,33,25,8
3409,1,1,3,2,1,3,37,28,9
3411,2,,7,1,,2,19,15,4
3412,2,,3,,,,16,9,7
3414,2,,2,5,,2,25,19,6
3415,2,1,4,,1,2,31,19,12
3417,,2,4,8,1,3,43,26,17
3418,,2,4,9,1,4,54,39,15
3419,2,,3,,,2,13,9,4
3422,3,1,4,4,1,1,32,21,11
3423,,1,5,11,,2,53,36,17
3424,1,1,4,,,4,16,10,6
3425,3,4,4,9,4,4,59,39,20
3427,1,1,,5,2,1,32,16,16
3428,2,1,4,,3,4,48,35,13
3429,2,1,3,,,3,28,21,7
3430,2,,4,,,4,26,20,6
3431,1,2,4,6,3,,35,21,14
3432,1,,3,2,1,1,27,15,12
3433,,1,4,2,2,4,43,24,19
3434,1,1,4,,,2,30,22,8
3435,1,3,4,,,1,30,22,8
3436,3,1,3,,1,1,39,28,11
3439,1,2,6,12,1,1,62,43,19
3442,3,,4,,1,,19,12,7
3445,,1,4,,1,1,25,17,8
3447,3,,4,,,2,24,18,6
3449,1,,4,,,4,17,12,5
3450,3,,5,,,3,23,16,7
3452,3,,2,2,,1,16,12,4
3453,,1,3,4,1,,26,16,10
3454,,,4,,,2,33,22,11
3456,3,,3,1,,2,18,13,5
3457,,,4,,,1,14,8,6
3458,1,2,4,,1,1,21,13,8
3459,,1,4,,,2,24,15,9
3460,,1,3,,,1,15,8,7
3461,,1,2,,1,,14,7,7
3462,3,2,4,3,,,29,18,11
3463,1,1,,,1,2,37,20,17
3464,3,2,3,,1,1,28,17,11
3465,,2,4,11,,3,50,29,21
3469,3,3,4,,2,,24,9,15
3471,,1,4,,,,18,11,7
3472,,1,3,,3,1,48,33,15
3473,1,,1,,,,16,6,10
3474,2,,3,8,1,1,48,34,14
3475,3,1,4,3,,2,21,14,7
3476,3,,4,,,2,25,19,6
3477,3,,3,,,4,17,11,6
3479,,1,,2,2,4,24,16,8
3480,3,,4,,1,,27,22,5
3482,2,,3,,2,1,20,11,9
3483,,1,,,,,16,7,9
3484,,1,3,3,,1,25,13,12
3485,2,1,7,,,,22,19,3
3486,1,1,4,,,3,20,12,8
3487,1,1,4,6,,1,39,31,8
3488,3,1,4,4,,2,25,18,7
3489,1,1,,,,1,11,3,8
3492,3,,4,,1,3,18,11,7
3495,,2,4,9,2,,49,32,17
3497,1,1,4,,2,3,26,19,7
3498,3,1,4,,,1,20,14,6
3499,1,1,4,3,2,1,25,19,6
3500,2,4,,,2,2,43,26,17
3501,3,2,5,8,,2,31,21,10
3502,1,,,5,,1,20,12,8
3503,1,2,4,7,,4,49,36,13
3504,2,,3,,1,3,24,18,6
3505,,1,3,,1,1,29,20,9
3508,1,,4,,1,1,10,6,4
3509,3,,3,3,,3,26,19,7
3510,2,2,3,,,3,27,15,12
3511,,2,3,6,1,2,34,24,10
3512,2,,2,,,2,9,8,1
3513,2,,,,1,4,21,14,7
3514,3,1,4,,,,29,19,10
3515,3,,4,,,3,19,14,5
3516,1,2,3,3,1,4,45,26,19
3517,2,,,,,1,9,6,3
3518,1,2,,9,3,4,82,59,23
3520,1,,3,4,,2,37,24,13
3521,1,,3,,1,,10,4,6
3522,3,2,4,4,1,2,37,27,10
3523,3,1,1,1,,4,27,14,13
3525,2,1,4,6,,2,37,28,9
3526,,1,4,,2,4,27,16,11
3527,,3,3,2,,3,31,13,18
3528,1,1,4,,1,3,28,22,6
3529,3,1,4,4,,1,40,28,12
3530,2,,3,,,3,13,9,4
3531,1,2,4,,1,2,21,10,11
3533,1,1,3,4,,1,24,13,11
3534,1,1,4,,,2,21,13,8
3535,3,,2,,,3,27,21,6
3537,2,1,5,,,3,27,17,10
3538,,1,3,5,1,2,29,14,15
3541,,,3,,,,11,3,8
3542,,,3,,,4,19,12,7
3560,2,1,,4,1,4,40,24,16
3564,1,,,1,,1,20,10,10
3566,3,,4,6,,4,33,25,8
3567,,1,,5,3,,38,23,15
3568,2,2,4,,2,1,43,25,18
3569,1,1,3,4,1,4,37,20,17
3570,1,1,3,,,3,19,10,9
3571,2,,4,,1,2,16,10,6
3572,,1,3,5,,1,25,11,14
3573,1,3,4,,2,1,38,20,18
3574,,,4,,,2,11,6,5
3579,3,,4,,,4,17,13,4
3580,,,3,,,1,26,16,10
3581,3,1,4,,1,3,28,20,8
3582,,2,3,5,1,4,51,30,21
3583,,1,2,,,2,18,10,8
3584,3,2,4,5,,4,44,37,7
3585,,,3,9,,2,28,21,7
3587,3,,4,,1,,22,16,6
3588,1,2,3,5,4,2,38,21,17
3589,2,1,3,1,,2,19,9,10
3590,2,2,4,4,2,1,43,30,13
3591,3,1,4,4,,3,29,23,6
3593,1,,,,,3,14,12,2
3594,2,,1,,,2,15,8,7
3595,,3,1,7,2,1,40,24,16
3596,,2,4,6,,2,33,20,13
3597,1,1,4,7,2,1,54,32,22
3599,2,,5,,,,11,8,3
3600,2,,4,,,2,18,13,5
3601,,2,4,,,4,32,19,13
3602,2,,,2,,,21,12,9
3603,,,4,1,,4,15,12,3
3604,2,1,4,,,2,15,12,3
3605,2,,3,,,3,17,12,5
3606,3,1,4,,1,2,20,16,4
3607,,1,3,,1,1,11,4,7
3608,3,1,5,5,1,3,34,24,10
3609,,,2,8,1,4,49,31,18
3611,1,,3,9,1,2,36,25,11
3612,2,1,4,5,1,4,48,31,17
3614,1,,4,,,,8,8,0
3615,2,,3,3,,1,20,17,3
3616,,1,2,3,,,24,17,7
3617,3,1,4,,1,1,24,17,7
3619,2,,2,,,2,10,7,3
3620,1,2,4,3,1,2,39,25,14
3621,3,,3,3,,3,28,19,9
3622,2,,3,,,,7,5,2
3623,1,2,4,,3,3,68,49,19
3624,3,1,5,,,2,28,20,8
3625,3,1,3,,,2,25,17,8
3626,3,2,4,5,,3,55,38,17
3627,3,,3,8,,1,51,33,18
3628,1,,4,,,,12,6,6
3629,3,1,4,,,4,22,16,6
3630,,1,4,,1,2,17,8,9
3631,2,1,,5,2,2,28,14,14
3632,,1,3,,,3,23,19,4
3633,3,2,,,,,18,9,9
3634,2,,4,,,1,26,16,10
3635,,,,,,,7,2,5
3637,1,1,,,,3,19,12,7
3638,1,,4,,1,2,24,18,6
3639,2,1,4,7,,1,42,30,12
3640,2,,4,4,1,4,26,18,8
3641,1,,4,,,2,24,17,7
3643,,1,4,,,4,17,14,3
3644,3,2,3,2,,3,25,15,10
3645,2,1,4,5,1,,58,30,28
3646,1,1,4,5,1,4,35,27,8
3648,,1,4,9,1,4,54,37,17
3652,3,,6,4,,2,38,29,9
3653,,1,4,,,1,11,5,6
3654,1,1,3,2,,1,22,16,6
3655,2,,2,7,,,17,14,3
3658,1,1,2,3,3,4,46,28,18
3659,3,1,5,4,,3,33,23,10
3660,1,1,4,,,2,27,19,8
3661,1,2,5,3,4,,45,30,15
3700,3,,,6,2,2,38,25,13
3701,,,1,2,2,2,33,23,10
3702,2,2,4,5,3,,38,28,10
