Store Number,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor
1179,3,TBD,7/26/2023,Wachter,8/8/2023,Mettler - Toledo
1242,3,TBD,7/27/2023,Wachter,8/9/2023,Mettler - Toledo
1317,3,TBD,7/24/2023,Wachter,8/2/2023,Mettler - Toledo
2440,3,TBD,7/20/2023,Wachter,8/14/2023,Mettler - Toledo
1217,3,TBD,7/19/2023,Wachter,8/4/2023,Mettler - Toledo
1663,3,TBD,7/23/2023,Wachter,8/1/2023,Mettler - Toledo
1036,3,TBD,7/30/2023,Wachter,8/14/2023,Mettler - Toledo
1034,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
5481,3,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
1464,3,TBD,8/16/2023,Wachter,8/14/2023,Mettler - Toledo
1209,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
4594,3,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
5085,4,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
1666,3,TBD,8/20/2023,Wachter,8/14/2023,Mettler - Toledo
4848,2,TBD,6/8/2023,Wachter,7/12/2023,Mettler - Toledo
681,3,399681122538; 399681123832; 399681125228; 399681126809,6/6/2023,Wachter,6/23/2023,Mettler - Toledo
5126,3,TBD,6/8/2023,Wachter,8/14/2023,Mettler - Toledo
691,3,Tech on site and no power to the outlets 780165279602; 780165275033; 780165277286; 780165278742,6/7/2023,Wachter,6/29/2023,Mettler - Toledo
1080,3,399729062011; 399729063165; 399729064518; 399729065834,6/8/2023,Wachter,6/26/2023,Mettler - Toledo
3829,3,399574028701; 399511674790; 399511676006; 399511678443,6/7/2023,Wachter,6/26/2023,Mettler - Toledo
690,3,780225562410; 780225564700; 780225566390; 780225567617,6/8/2023,Wachter,7/17/2023,Mettler - Toledo
3852,3,399528963466; 399521973819; 399521974940; 399521972249,6/7/2023,Wachter,6/26/2023,Mettler - Toledo
5057,3,399529099712; 399508858613; 399508862031; 399508859995,6/5/2023,Wachter,6/20/2023,Mettler - Toledo
667,3,780225353188; 780225353810; 780225354520; 780225358168,6/7/2023,Wachter,6/28/2023,Mettler - Toledo
416,3,399574308086; 399507009889; 399507011536; 399507012289,6/5/2023,Wachter,6/21/2023,Mettler - Toledo
656,3,399728912666; 399728914280; 399728914706; 399728915507,6/6/2023,Wachter,6/26/2023,Mettler - Toledo
735,3,780124139400; 780124137029; 780124136765; 780124135037,6/8/2023,Wachter,6/28/2023,Mettler - Toledo
6962,2,780511724450; 780511725787; 780511725949,6/7/2023,Wachter,7/10/2023,Mettler - Toledo
3629,2,399530848430; 399534074968; 399534076310,6/8/2023,Wachter,6/21/2023,Mettler - Toledo
3862,3,399530435977; 399522166708; 399522164749; 399522167760,6/7/2023,Wachter,6/19/2023,Mettler - Toledo
54,3,TBD,6/25/2023,Wachter,8/14/2023,Mettler - Toledo
1087,4,TBD,10/2/2023,Wachter,10/6/2023,Mettler - Toledo
4690,3,TBD,8/14/2023,Wachter,8/16/2023,Mettler - Toledo
1712,4,TBD,8/6/2023,Wachter,8/7/2023,Mettler - Toledo
1536,4,TBD,8/9/2023,Wachter,8/10/2023,Mettler - Toledo
2796,3,TBD,7/27/2023,Wachter,8/11/2023,Mettler - Toledo
3372,3,TBD,8/3/2023,Wachter,8/4/2023,Mettler - Toledo
1390,4,TBD,8/16/2023,Wachter,8/18/2023,Mettler - Toledo
1513,3,TBD,7/25/2023,Wachter,8/7/2023,Mettler - Toledo
2081,3,TBD,8/1/2023,Wachter,8/2/2023,Mettler - Toledo
5218,4,TBD,8/13/2023,Wachter,8/15/2023,Mettler - Toledo
3197,3,TBD,8/31/2023,Wachter,9/4/2023,Mettler - Toledo
4681,3,TBD,8/17/2023,Wachter,8/21/2023,Mettler - Toledo
1960,3,TBD,8/21/2023,Wachter,8/23/2023,Mettler - Toledo
5220,3,TBD,8/23/2023,Wachter,8/25/2023,Mettler - Toledo
5964,3,TBD,8/29/2023,Wachter,8/31/2023,Mettler - Toledo
2627,3,TBD,8/30/2023,Wachter,9/1/2023,Mettler - Toledo
5036,4,TBD,8/24/2023,Wachter,8/28/2023,Mettler - Toledo
3418,4,TBD,9/6/2023,Wachter,9/6/2023,Mettler - Toledo
2740,4,TBD,9/7/2023,Wachter,9/7/2023,Mettler - Toledo
718,3,TBD,9/6/2023,Wachter,9/6/2023,Mettler - Toledo
547,4,TBD,8/28/2023,Wachter,8/30/2023,Mettler - Toledo
3463,4,TBD,9/10/2023,Wachter,9/12/2023,Mettler - Toledo
2387,4,TBD,9/13/2023,Wachter,9/15/2023,Mettler - Toledo
779,3,TBD,8/29/2023,Wachter,8/31/2023,Mettler - Toledo
1245,3,TBD,8/27/2023,Wachter,8/29/2023,Mettler - Toledo
706,4,TBD,8/24/2023,Wachter,8/28/2023,Mettler - Toledo
725,3,TBD,9/7/2023,Wachter,9/7/2023,Mettler - Toledo
769,3,TBD,10/5/2023,Wachter,10/9/2023,Mettler - Toledo
3370,3,TBD,9/20/2023,Wachter,9/22/2023,Mettler - Toledo
2459,3,TBD,10/2/2023,Wachter,10/4/2023,Mettler - Toledo
666,4,TBD,9/13/2023,Wachter,9/15/2023,Mettler - Toledo
5264,3,TBD,10/4/2023,Wachter,10/6/2023,Mettler - Toledo
3474,3,TBD,9/21/2023,Wachter,9/25/2023,Mettler - Toledo
1171,3,TBD,9/27/2023,Wachter,9/29/2023,Mettler - Toledo
3887,3,TBD,9/12/2023,Wachter,9/14/2023,Mettler - Toledo
528,3,TBD,9/26/2023,Wachter,9/28/2023,Mettler - Toledo
1203,3,TBD,9/19/2023,Wachter,9/21/2023,Mettler - Toledo
859,3,TBD,9/11/2023,Wachter,9/13/2023,Mettler - Toledo
941,4,TBD,9/11/2023,Wachter,9/13/2023,Mettler - Toledo
968,3,TBD,9/5/2023,Wachter,9/5/2023,Mettler - Toledo
5035,3,TBD,8/30/2023,Wachter,9/1/2023,Mettler - Toledo
5300,4,TBD,9/17/2023,Wachter,9/19/2023,Mettler - Toledo
3347,3,TBD,9/10/2023,Wachter,9/12/2023,Mettler - Toledo
580,3,TBD,8/31/2023,Wachter,9/4/2023,Mettler - Toledo
6190,3,TBD,10/2/2023,Wachter,10/4/2023,Mettler - Toledo
3387,4,TBD,10/9/2023,Wachter,10/11/2023,Mettler - Toledo
778,3,TBD,10/15/2023,Wachter,10/17/2023,Mettler - Toledo
2484,3,TBD,10/3/2023,Wachter,10/5/2023,Mettler - Toledo
721,4,TBD,10/11/2023,Wachter,10/13/2023,Mettler - Toledo
811,3,TBD,9/17/2023,Wachter,9/19/2023,Mettler - Toledo
3349,3,TBD,10/12/2023,Wachter,10/16/2023,Mettler - Toledo
698,4,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
1089,3,TBD,7/16/2023,Wachter,7/25/2023,Mettler - Toledo
477,3,TBD,7/24/2023,Wachter,8/3/2023,Mettler - Toledo
4226,3,TBD,7/25/2023,Wachter,8/7/2023,Mettler - Toledo
619,3,TBD,7/26/2023,Wachter,8/9/2023,Mettler - Toledo
1606,3,TBD,7/20/2023,Wachter,8/1/2023,Mettler - Toledo
3835,3,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
663,3,TBD,7/27/2023,Wachter,8/10/2023,Mettler - Toledo
5263,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
3659,3,TBD,7/18/2023,Wachter,7/27/2023,Mettler - Toledo
669,3,TBD,8/20/2023,Wachter,8/21/2023,Mettler - Toledo
1215,4,TBD,8/21/2023,Wachter,8/22/2023,Mettler - Toledo
5151,3,TBD,8/23/2023,Wachter,8/24/2023,Mettler - Toledo
756,3,TBD,8/15/2023,Wachter,8/16/2023,Mettler - Toledo
5251,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
5173,3,TBD,8/16/2023,Wachter,8/17/2023,Mettler - Toledo
1469,4,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
658,3,TBD,8/22/2023,Wachter,8/23/2023,Mettler - Toledo
2988,3,TBD,8/14/2023,Wachter,8/15/2023,Mettler - Toledo
1458,3,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
3660,3,TBD,7/17/2023,Wachter,7/26/2023,Mettler - Toledo
1467,3,TBD,8/28/2023,Wachter,8/29/2023,Mettler - Toledo
4635,3,TBD,8/31/2023,Wachter,9/1/2023,Mettler - Toledo
583,3,TBD,8/29/2023,Wachter,8/30/2023,Mettler - Toledo
687,3,TBD,8/27/2023,Wachter,8/28/2023,Mettler - Toledo
676,3,TBD,9/12/2023,Wachter,9/13/2023,Mettler - Toledo
366,4,TBD,7/30/2023,Wachter,8/11/2023,Mettler - Toledo
741,3,TBD,9/13/2023,Wachter,9/14/2023,Mettler - Toledo
1466,3,TBD,8/30/2023,Wachter,8/31/2023,Mettler - Toledo
1319,3,TBD,9/5/2023,Wachter,9/4/2023,Mettler - Toledo
1318,3,TBD,9/6/2023,Wachter,9/5/2023,Mettler - Toledo
1194,3,TBD,9/11/2023,Wachter,9/12/2023,Mettler - Toledo
672,4,TBD,9/17/2023,Wachter,9/18/2023,Mettler - Toledo
2065,3,TBD,9/10/2023,Wachter,9/7/2023,Mettler - Toledo
4223,3,TBD,9/18/2023,Wachter,9/19/2023,Mettler - Toledo
578,4,TBD,9/19/2023,Wachter,9/20/2023,Mettler - Toledo
685,3,TBD,9/25/2023,Wachter,9/26/2023,Mettler - Toledo
6370,3,TBD,9/24/2023,Wachter,9/25/2023,Mettler - Toledo
678,3,TBD,9/21/2023,Wachter,9/22/2023,Mettler - Toledo
680,3,TBD,10/1/2023,Wachter,10/2/2023,Mettler - Toledo
3234,3,TBD,9/27/2023,Wachter,9/28/2023,Mettler - Toledo
2665,4,TBD,8/15/2023,Wachter,8/21/2023,Mettler - Toledo
553,3,TBD,8/14/2023,Wachter,8/18/2023,Mettler - Toledo
3167,3,TBD,8/23/2023,Wachter,8/29/2023,Mettler - Toledo
909,3,TBD,8/22/2023,Wachter,8/28/2023,Mettler - Toledo
5022,4,TBD,8/24/2023,Wachter,8/30/2023,Mettler - Toledo
1163,3,TBD,8/27/2023,Wachter,8/31/2023,Mettler - Toledo
2706,3,TBD,8/29/2023,Wachter,9/4/2023,Mettler - Toledo
1353,4,TBD,8/31/2023,Wachter,9/6/2023,Mettler - Toledo
4129,3,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
803,3,TBD,8/10/2023,Wachter,8/16/2023,Mettler - Toledo
1342,3,TBD,9/6/2023,Wachter,9/12/2023,Mettler - Toledo
911,4,TBD,8/30/2023,Wachter,9/5/2023,Mettler - Toledo
989,3,TBD,9/5/2023,Wachter,9/7/2023,Mettler - Toledo
489,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
541,4,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
2913,3,TBD,9/10/2023,Wachter,9/14/2023,Mettler - Toledo
1016,3,TBD,9/18/2023,Wachter,9/22/2023,Mettler - Toledo
485,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
542,3,TBD,9/14/2023,Wachter,9/20/2023,Mettler - Toledo
540,3,TBD,9/21/2023,Wachter,9/27/2023,Mettler - Toledo
761,3,TBD,9/11/2023,Wachter,9/15/2023,Mettler - Toledo
961,3,TBD,9/7/2023,Wachter,9/13/2023,Mettler - Toledo
3483,3,TBD,9/13/2023,Wachter,9/19/2023,Mettler - Toledo
502,3,TBD,9/12/2023,Wachter,9/18/2023,Mettler - Toledo
1206,4,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
935,3,TBD,7/12/2023,Wachter,8/14/2023,Mettler - Toledo
1266,3,TBD,7/16/2023,Wachter,8/14/2023,Mettler - Toledo
428,3,TBD,7/6/2023,Wachter,8/2/2023,Mettler - Toledo
2132,4,TBD,7/19/2023,Wachter,8/14/2023,Mettler - Toledo
2822,3,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
401,3,TBD,7/25/2023,Wachter,8/14/2023,Mettler - Toledo
1196,3,TBD,7/5/2023,Wachter,7/27/2023,Mettler - Toledo
3288,3,TBD,7/10/2023,Wachter,8/9/2023,Mettler - Toledo
1136,3,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
2690,3,TBD,7/18/2023,Wachter,8/14/2023,Mettler - Toledo
394,3,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
409,3,TBD,8/21/2023,Wachter,8/22/2023,Mettler - Toledo
4187,3,TBD,8/15/2023,Wachter,8/16/2023,Mettler - Toledo
1124,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
662,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
661,4,TBD,7/13/2023,Wachter,8/1/2023,Mettler - Toledo
660,3,TBD,8/17/2023,Wachter,8/18/2023,Mettler - Toledo
403,3,TBD,8/20/2023,Wachter,8/21/2023,Mettler - Toledo
766,3,TBD,8/16/2023,Wachter,8/17/2023,Mettler - Toledo
6469,4,TBD,7/13/2023,Wachter,8/8/2023,Mettler - Toledo
365,3,TBD,7/19/2023,Wachter,8/14/2023,Mettler - Toledo
1710,3,TBD,7/17/2023,Wachter,8/14/2023,Mettler - Toledo
875,3,TBD,7/18/2023,Wachter,8/14/2023,Mettler - Toledo
2939,3,TBD,7/20/2023,Wachter,8/14/2023,Mettler - Toledo
903,3,TBD,7/16/2023,Wachter,8/10/2023,Mettler - Toledo
2717,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
887,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
785,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
501,3,TBD,7/30/2023,Wachter,8/14/2023,Mettler - Toledo
1192,3,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
916,4,TBD,7/25/2023,Wachter,8/14/2023,Mettler - Toledo
1168,3,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
2715,4,TBD,8/15/2023,Wachter,8/16/2023,Mettler - Toledo
970,3,TBD,8/13/2023,Wachter,8/17/2023,Mettler - Toledo
969,4,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
1088,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
1195,4,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
1346,3,TBD,8/20/2023,Wachter,8/21/2023,Mettler - Toledo
5079,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
3528,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
1066,3,TBD,8/21/2023,Wachter,8/22/2023,Mettler - Toledo
1260,3,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
177,3,TBD,7/16/2023,Wachter,8/4/2023,Mettler - Toledo
161,3,TBD,7/13/2023,Wachter,8/7/2023,Mettler - Toledo
738,3,TBD,7/17/2023,Wachter,8/11/2023,Mettler - Toledo
4483,3,TBD,8/15/2023,Wachter,8/16/2023,Mettler - Toledo
3137,3,TBD,7/20/2023,Wachter,8/14/2023,Mettler - Toledo
3495,3,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
304,3,TBD,8/14/2023,Wachter,8/15/2023,Mettler - Toledo
695,3,TBD,8/16/2023,Wachter,8/17/2023,Mettler - Toledo
1226,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
673,3,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
1075,4,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
264,4,TBD,7/19/2023,Wachter,8/14/2023,Mettler - Toledo
390,3,TBD,7/18/2023,Wachter,8/14/2023,Mettler - Toledo
5175,3,TBD,8/24/2023,Wachter,8/25/2023,Mettler - Toledo
671,4,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
657,3,TBD,8/23/2023,Wachter,8/24/2023,Mettler - Toledo
568,3,TBD,8/22/2023,Wachter,8/23/2023,Mettler - Toledo
308,3,TBD,7/13/2023,Wachter,7/24/2023,Mettler - Toledo
879,3,TBD,8/21/2023,Wachter,8/22/2023,Mettler - Toledo
1376,3,TBD,8/17/2023,Wachter,8/18/2023,Mettler - Toledo
4482,3,TBD,7/30/2023,Wachter,8/14/2023,Mettler - Toledo
710,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
2852,3,TBD,9/12/2023,Wachter,9/15/2023,Hobart
1782,3,TBD,9/17/2023,Wachter,7/28/2023,Hobart
2684,3,TBD,9/13/2023,Wachter,8/25/2023,Hobart
2823,3,TBD,9/14/2023,Wachter,8/11/2023,Hobart
2967,3,TBD,8/9/2023,Wachter,9/26/2023,Hobart
1510,3,TBD,8/7/2023,Wachter,9/22/2023,Hobart
1961,3,TBD,8/10/2023,Wachter,10/11/2023,Hobart
3781,3,TBD,9/25/2023,Wachter,8/7/2023,Hobart
4546,2,TBD,9/20/2023,Wachter,9/26/2023,Mettler - Toledo
5704,2,TBD,9/28/2023,Wachter,10/4/2023,Mettler - Toledo
4357,2,TBD,9/25/2023,Wachter,9/26/2023,Mettler - Toledo
3817,3,TBD,9/5/2023,Wachter,9/7/2023,Mettler - Toledo
674,3,TBD,8/20/2023,Wachter,8/21/2023,Mettler - Toledo
5046,4,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
4477,3,TBD,7/13/2023,Wachter,8/14/2023,Mettler - Toledo
4053,2,TBD,9/26/2023,Wachter,9/29/2023,Hobart
840,2,TBD,9/20/2023,Wachter,9/21/2023,Mettler - Toledo
4159,2,TBD,8/17/2023,Wachter,8/23/2023,Mettler - Toledo
4166,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
902,3,TBD,8/21/2023,Wachter,8/24/2023,Hobart
6952,3,TBD,8/10/2023,Wachter,8/4/2023,Hobart
1321,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
5327,3,TBD,7/20/2023,Wachter,8/14/2023,Mettler - Toledo
4142,2,TBD,8/22/2023,Wachter,8/28/2023,Mettler - Toledo
2626,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
3415,3,TBD,7/24/2023,Wachter,8/3/2023,Mettler - Toledo
5703,4,TBD,7/16/2023,Wachter,8/2/2023,Mettler - Toledo
2566,3,TBD,8/21/2023,Wachter,8/24/2023,Hobart
1833,4,TBD,7/30/2023,Wachter,8/2/2023,Hobart
5292,3,TBD,8/28/2023,Wachter,9/1/2023,Mettler - Toledo
1197,3,TBD,8/31/2023,Wachter,9/6/2023,Mettler - Toledo
2788,3,TBD,9/21/2023,Wachter,9/26/2023,Hobart
1311,3,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
3402,3,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
396,3,TBD,9/5/2023,Wachter,9/5/2023,Mettler - Toledo
5326,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
1225,3,TBD,7/13/2023,Wachter,8/10/2023,Mettler - Toledo
5727,3,TBD,9/24/2023,Wachter,9/26/2023,Mettler - Toledo
912,4,TBD,8/20/2023,Wachter,8/24/2023,Mettler - Toledo
4679,3,TBD,7/11/2023,Wachter,8/14/2023,Mettler - Toledo
435,3,TBD,7/13/2023,Wachter,7/18/2023,Hobart
1950,3,TBD,9/18/2023,Wachter,9/22/2023,Mettler - Toledo
256,4,TBD,7/16/2023,Wachter,7/19/2023,Hobart
1164,3,TBD,8/21/2023,Wachter,8/23/2023,Mettler - Toledo
759,3,TBD,9/14/2023,Wachter,9/18/2023,Mettler - Toledo
532,4,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
1165,4,TBD,9/27/2023,Wachter,9/29/2023,Hobart
5100,3,TBD,9/18/2023,Wachter,9/19/2023,Mettler - Toledo
3161,2,TBD,8/10/2023,Wachter,8/11/2023,Mettler - Toledo
2256,3,TBD,8/22/2023,Wachter,8/28/2023,Mettler - Toledo
5005,2,TBD,7/9/2023,Wachter,8/3/2023,Mettler - Toledo
2499,2,TBD,8/17/2023,Wachter,8/21/2023,Mettler - Toledo
6323,2,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
4504,3,TBD,9/5/2023,Wachter,9/10/2023,Mettler - Toledo
6937,2,TBD,10/10/2023,Wachter,10/12/2023,Mettler - Toledo
2807,3,TBD,8/8/2023,Wachter,8/2/2023,Hobart
3184,3,TBD,8/30/2023,Wachter,8/31/2023,Mettler - Toledo
2391,2,TBD,7/20/2023,Wachter,8/1/2023,Mettler - Toledo
375,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
952,3,TBD,7/13/2023,Wachter,7/20/2023,Mettler - Toledo
641,3,TBD,9/14/2023,Wachter,9/18/2023,Mettler - Toledo
3616,3,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
1140,3,TBD,8/15/2023,Wachter,8/18/2023,Hobart
1557,3,TBD,10/3/2023,Wachter,10/5/2023,Hobart
571,3,TBD,8/21/2023,Wachter,8/24/2023,Hobart
4657,3,TBD,8/29/2023,Wachter,8/30/2023,Mettler - Toledo
1111,3,TBD,8/29/2023,Wachter,8/31/2023,Mettler - Toledo
272,4,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
4638,3,TBD,8/6/2023,Wachter,8/9/2023,Hobart
5132,3,TBD,8/27/2023,Wachter,8/31/2023,Mettler - Toledo
1379,3,TBD,9/12/2023,Wachter,9/18/2023,Mettler - Toledo
5119,3,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
3414,2,TBD,7/26/2023,Wachter,8/10/2023,Mettler - Toledo
1948,3,TBD,9/11/2023,Wachter,9/14/2023,Hobart
6878,3,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
1047,3,TBD,8/15/2023,Wachter,8/16/2023,Mettler - Toledo
7290,3,TBD,7/31/2023,Wachter,8/3/2023,Hobart
1580,3,TBD,10/5/2023,Wachter,10/6/2023,Hobart
1256,3,TBD,8/20/2023,Wachter,8/23/2023,Hobart
1726,3,TBD,8/9/2023,Wachter,8/3/2023,Hobart
3215,3,TBD,9/10/2023,Wachter,9/13/2023,Hobart
3701,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
742,3,TBD,10/18/2023,Wachter,10/12/2023,Mettler - Toledo
1233,3,TBD,10/16/2023,Wachter,10/12/2023,Hobart
2038,3,TBD,7/13/2023,Wachter,7/17/2023,Hobart
4333,3,TBD,9/13/2023,Wachter,9/14/2023,Mettler - Toledo
866,3,TBD,8/23/2023,Wachter,8/24/2023,Mettler - Toledo
4581,3,TBD,8/30/2023,Wachter,8/31/2023,Mettler - Toledo
904,3,TBD,9/17/2023,Wachter,9/18/2023,Mettler - Toledo
1212,3,TBD,9/10/2023,Wachter,9/7/2023,Mettler - Toledo
6173,3,TBD,9/14/2023,Wachter,9/15/2023,Mettler - Toledo
2748,4,TBD,9/18/2023,Wachter,9/19/2023,Mettler - Toledo
991,3,TBD,8/24/2023,Wachter,8/25/2023,Mettler - Toledo
934,3,TBD,9/12/2023,Wachter,9/13/2023,Mettler - Toledo
5174,3,TBD,9/7/2023,Wachter,9/6/2023,Mettler - Toledo
853,3,TBD,8/31/2023,Wachter,9/1/2023,Mettler - Toledo
562,3,TBD,9/20/2023,Wachter,9/21/2023,Mettler - Toledo
1158,3,TBD,8/24/2023,Wachter,8/25/2023,Mettler - Toledo
670,3,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
5113,3,TBD,9/21/2023,Wachter,9/22/2023,Mettler - Toledo
7280,4,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
2723,3,TBD,8/23/2023,Wachter,8/24/2023,Mettler - Toledo
1711,3,TBD,9/19/2023,Wachter,9/20/2023,Mettler - Toledo
5197,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
434,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
298,3,TBD,8/2/2023,Wachter,8/4/2023,Mettler - Toledo
7324,3,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
306,3,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
332,3,TBD,7/19/2023,Wachter,8/14/2023,Mettler - Toledo
712,3,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
730,3,TBD,9/27/2023,Wachter,9/28/2023,Mettler - Toledo
329,3,TBD,9/24/2023,Wachter,9/25/2023,Mettler - Toledo
432,3,TBD,9/26/2023,Wachter,9/27/2023,Mettler - Toledo
733,3,TBD,7/26/2023,Wachter,8/7/2023,Mettler - Toledo
863,3,TBD,10/1/2023,Wachter,10/2/2023,Mettler - Toledo
726,3,TBD,9/28/2023,Wachter,9/29/2023,Mettler - Toledo
809,3,TBD,9/25/2023,Wachter,9/26/2023,Mettler - Toledo
287,3,TBD,8/22/2023,Wachter,8/23/2023,Mettler - Toledo
764,3,TBD,8/28/2023,Wachter,8/29/2023,Mettler - Toledo
2111,3,TBD,9/17/2023,Wachter,9/18/2023,Mettler - Toledo
1481,3,TBD,9/6/2023,Wachter,9/11/2023,Mettler - Toledo
1229,3,TBD,8/29/2023,Wachter,8/30/2023,Mettler - Toledo
423,3,TBD,9/13/2023,Wachter,9/14/2023,Mettler - Toledo
4497,3,TBD,8/27/2023,Wachter,8/28/2023,Mettler - Toledo
4330,3,TBD,9/14/2023,Wachter,9/15/2023,Mettler - Toledo
5262,3,TBD,9/10/2023,Wachter,9/13/2023,Mettler - Toledo
2533,3,TBD,10/2/2023,Wachter,10/3/2023,Mettler - Toledo
1224,3,TBD,9/28/2023,Wachter,9/29/2023,Mettler - Toledo
3785,3,TBD,9/21/2023,Wachter,9/22/2023,Mettler - Toledo
3484,3,TBD,9/20/2023,Wachter,9/21/2023,Mettler - Toledo
990,4,TBD,9/27/2023,Wachter,9/28/2023,Mettler - Toledo
2739,3,TBD,9/11/2023,Wachter,9/12/2023,Mettler - Toledo
1605,3,TBD,9/24/2023,Wachter,9/25/2023,Mettler - Toledo
1362,3,TBD,10/8/2023,Wachter,10/9/2023,Mettler - Toledo
5872,3,TBD,10/9/2023,Wachter,10/10/2023,Mettler - Toledo
3119,3,TBD,10/10/2023,Wachter,10/11/2023,Mettler - Toledo
944,3,TBD,10/4/2023,Wachter,10/5/2023,Mettler - Toledo
5845,3,TBD,10/5/2023,Wachter,10/6/2023,Mettler - Toledo
1032,4,TBD,10/12/2023,Wachter,10/13/2023,Mettler - Toledo
1207,3,TBD,10/15/2023,Wachter,10/16/2023,Mettler - Toledo
818,3,TBD,10/11/2023,Wachter,10/12/2023,Mettler - Toledo
4200,3,TBD,7/25/2023,Wachter,8/14/2023,Mettler - Toledo
1338,3,TBD,7/17/2023,Wachter,8/11/2023,Mettler - Toledo
4283,3,TBD,7/19/2023,Wachter,8/14/2023,Mettler - Toledo
494,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
5363,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
932,3,TBD,8/9/2023,Wachter,8/14/2023,Mettler - Toledo
1284,3,TBD,7/16/2023,Wachter,8/4/2023,Mettler - Toledo
3461,4,TBD,8/1/2023,Wachter,8/14/2023,Mettler - Toledo
614,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
1112,3,TBD,10/2/2023,Wachter,10/3/2023,Mettler - Toledo
1403,3,TBD,9/24/2023,Wachter,9/25/2023,Mettler - Toledo
3874,3,TBD,7/17/2023,Wachter,8/14/2023,Mettler - Toledo
2513,3,TBD,9/20/2023,Wachter,9/21/2023,Mettler - Toledo
5786,3,TBD,9/18/2023,Wachter,9/19/2023,Mettler - Toledo
