Store Number,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor
5087,4,TBD,7/16/2023,Wachter,8/14/2023,Mettler - Toledo
468,3,TBD,7/31/2023,Wachter,8/4/2023,Mettler - Toledo
1436,3,TBD,7/23/2023,Wachter,7/20/2023,Mettler - Toledo
5301,4,TBD,7/24/2023,Wachter,7/24/2023,Mettler - Toledo
1541,3,TBD,7/26/2023,Wachter,7/26/2023,Mettler - Toledo
1398,3,TBD,8/1/2023,Wachter,8/2/2023,Mettler - Toledo
2789,4,TBD,8/3/2023,Wachter,8/7/2023,Mettler - Toledo
1916,4,TBD,8/20/2023,Wachter,8/18/2023,Mettler - Toledo
5882,3,TBD,7/19/2023,Wachter,1/0/1900,Mettler - Toledo
2963,3,TBD,8/21/2023,Wachter,8/19/2023,Mettler - Toledo
2962,4,TBD,8/14/2023,Wachter,8/9/2023,Mettler - Toledo
1387,4,TBD,8/16/2023,Wachter,8/11/2023,Mettler - Toledo
3858,3,TBD,8/17/2023,Wachter,8/14/2023,Mettler - Toledo
5911,3,TBD,8/6/2023,Wachter,8/8/2023,Mettler - Toledo
1517,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
5325,3,TBD,8/15/2023,Wachter,8/10/2023,Mettler - Toledo
87,3,TBD,8/15/2023,Wachter,8/15/2023,Mettler - Toledo
1169,3,TBD,8/14/2023,Wachter,8/17/2023,Mettler - Toledo
716,3,TBD,7/23/2023,Wachter,8/10/2023,Mettler - Toledo
1468,3,TBD,7/18/2023,Wachter,7/27/2023,Mettler - Toledo
1074,3,TBD,7/20/2023,Wachter,8/8/2023,Mettler - Toledo
239,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
112,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
981,3,TBD,8/1/2023,Wachter,8/1/2023,Mettler - Toledo
183,3,TBD,8/9/2023,Wachter,8/14/2023,Mettler - Toledo
205,3,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
115,3,TBD,8/14/2023,Wachter,8/14/2023,Mettler - Toledo
1059,3,TBD,7/30/2023,Wachter,8/14/2023,Mettler - Toledo
305,3,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
1271,3,TBD,8/3/2023,Wachter,8/3/2023,Mettler - Toledo
3059,3,TBD,7/25/2023,Wachter,8/14/2023,Mettler - Toledo
2720,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
2755,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
3060,3,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
2846,3,TBD,7/23/2023,Wachter,8/3/2023,Mettler - Toledo
466,3,TBD,7/30/2023,Wachter,8/14/2023,Mettler - Toledo
106,3,TBD,8/13/2023,Wachter,9/12/2023,Hobart
107,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
97,3,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
64,3,TBD,7/31/2023,Wachter,8/14/2023,Mettler - Toledo
410,4,TBD,8/14/2023,Wachter,9/15/2023,Hobart
677,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
268,3,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
218,3,TBD,7/26/2023,Wachter,8/14/2023,Mettler - Toledo
431,3,TBD,8/16/2023,Wachter,8/8/2023,Hobart
491,4,TBD,8/17/2023,Wachter,8/9/2023,Hobart
4699,3,TBD,8/1/2023,Wachter,8/1/2023,Hobart
852,3,TBD,8/2/2023,Wachter,8/2/2023,Hobart
844,3,TBD,8/3/2023,Wachter,8/1/2023,Hobart
1386,3,TBD,7/31/2023,Wachter,8/1/2023,Hobart
302,3,TBD,8/21/2023,Wachter,8/11/2023,Hobart
262,3,TBD,8/24/2023,Wachter,8/16/2023,Hobart
233,3,TBD,8/20/2023,Wachter,8/10/2023,Hobart
196,3,TBD,8/22/2023,Wachter,8/14/2023,Hobart
216,3,TBD,8/23/2023,Wachter,8/15/2023,Hobart
1454,3,TBD,8/15/2023,Wachter,8/10/2023,Hobart
3460,4,TBD,7/24/2023,Wachter,7/19/2023,Hobart
3459,3,TBD,7/27/2023,Wachter,7/28/2023,Hobart
1125,4,TBD,7/30/2023,Wachter,7/31/2023,Hobart
197,3,TBD,8/14/2023,Wachter,8/9/2023,Hobart
633,3,TBD,8/8/2023,Wachter,8/3/2023,Hobart
2231,3,TBD,8/9/2023,Wachter,8/4/2023,Hobart
636,3,TBD,8/7/2023,Wachter,8/7/2023,Hobart
1523,4,TBD,8/14/2023,Wachter,8/9/2023,Hobart
5847,3,TBD,8/15/2023,Wachter,8/10/2023,Hobart
4476,4,TBD,8/20/2023,Wachter,8/15/2023,Hobart
1969,3,TBD,8/16/2023,Wachter,8/11/2023,Hobart
2808,4,TBD,8/17/2023,Wachter,8/14/2023,Hobart
7243,3,TBD,7/13/2023,Wachter,8/14/2023,Mettler - Toledo
3243,3,TBD,7/31/2023,Wachter,7/21/2023,Hobart
2312,3,TBD,8/2/2023,Wachter,8/3/2023,Hobart
2645,3,TBD,8/21/2023,Wachter,8/16/2023,Hobart
2805,3,TBD,8/23/2023,Wachter,8/18/2023,Hobart
1934,3,TBD,8/22/2023,Wachter,8/17/2023,Hobart
3768,3,TBD,7/26/2023,Wachter,7/27/2023,Hobart
4682,3,TBD,8/13/2023,Wachter,8/8/2023,Hobart
1335,3,TBD,8/8/2023,Wachter,8/9/2023,Hobart
4697,3,TBD,7/23/2023,Wachter,7/25/2023,Hobart
5117,3,TBD,8/9/2023,Wachter,8/10/2023,Hobart
2565,3,TBD,7/20/2023,Wachter,7/21/2023,Hobart
1399,3,TBD,7/30/2023,Wachter,7/20/2023,Hobart
1350,3,TBD,7/25/2023,Wachter,7/26/2023,Hobart
1499,3,TBD,8/6/2023,Wachter,8/1/2023,Hobart
2662,3,TBD,8/7/2023,Wachter,8/9/2023,Hobart
358,3,TBD,7/17/2023,Wachter,7/26/2023,Mettler - Toledo
67,3,TBD,7/25/2023,Wachter,8/3/2023,Mettler - Toledo
66,3,TBD,7/18/2023,Wachter,7/27/2023,Mettler - Toledo
16,3,TBD,7/16/2023,Wachter,7/24/2023,Mettler - Toledo
279,3,TBD,7/26/2023,Wachter,7/28/2023,Mettler - Toledo
55,3,TBD,7/24/2023,Wachter,8/2/2023,Mettler - Toledo
76,3,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
359,4,TBD,7/27/2023,Wachter,8/2/2023,Mettler - Toledo
2,4,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
373,3,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
133,3,TBD,7/30/2023,Wachter,8/1/2023,Mettler - Toledo
33,3,TBD,7/27/2023,Wachter,8/7/2023,Mettler - Toledo
58,3,TBD,7/20/2023,Wachter,7/31/2023,Mettler - Toledo
1065,3,TBD,8/1/2023,Wachter,8/8/2023,Mettler - Toledo
318,3,TBD,8/2/2023,Wachter,8/9/2023,Mettler - Toledo
52,3,TBD,8/7/2023,Wachter,8/14/2023,Mettler - Toledo
296,3,TBD,7/23/2023,Wachter,8/1/2023,Mettler - Toledo
261,3,TBD,8/3/2023,Wachter,8/10/2023,Mettler - Toledo
5433,3,TBD,8/8/2023,Wachter,8/14/2023,Mettler - Toledo
7,3,TBD,8/27/2023,Wachter,8/17/2023,Mettler - Toledo
8,3,TBD,8/20/2023,Wachter,8/14/2023,Mettler - Toledo
24,3,TBD,8/24/2023,Wachter,8/16/2023,Mettler - Toledo
2575,3,TBD,8/22/2023,Wachter,8/14/2023,Mettler - Toledo
5,3,TBD,8/17/2023,Wachter,8/14/2023,Mettler - Toledo
1105,3,TBD,8/23/2023,Wachter,8/15/2023,Mettler - Toledo
171,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
83,3,TBD,8/13/2023,Wachter,8/11/2023,Mettler - Toledo
281,3,TBD,8/14/2023,Wachter,8/14/2023,Mettler - Toledo
11,4,TBD,8/10/2023,Wachter,8/14/2023,Mettler - Toledo
1114,3,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
1147,3,TBD,8/9/2023,Wachter,8/14/2023,Mettler - Toledo
788,3,TBD,8/15/2023,Wachter,8/14/2023,Mettler - Toledo
3104,3,TBD,8/9/2023,Wachter,8/14/2023,Mettler - Toledo
5758,3,TBD,7/30/2023,Wachter,7/31/2023,Mettler - Toledo
6967,2,TBD,7/27/2023,Wachter,7/27/2023,Mettler - Toledo
4560,3,TBD,7/25/2023,Wachter,7/25/2023,Mettler - Toledo
4441,2,TBD,7/20/2023,Wachter,7/19/2023,Mettler - Toledo
3011,3,TBD,8/2/2023,Wachter,8/3/2023,Mettler - Toledo
2396,2,TBD,8/7/2023,Wachter,8/9/2023,Mettler - Toledo
3599,3,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
4619,2,TBD,8/16/2023,Wachter,8/14/2023,Mettler - Toledo
2887,2,TBD,7/27/2023,Wachter,8/14/2023,Mettler - Toledo
3899,2,TBD,8/13/2023,Wachter,8/10/2023,Mettler - Toledo
3442,2,TBD,7/31/2023,Wachter,7/31/2023,Mettler - Toledo
5923,2,TBD,7/25/2023,Wachter,8/14/2023,Mettler - Toledo
3646,2,TBD,8/10/2023,Wachter,8/9/2023,Mettler - Toledo
5367,2,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
2870,4,TBD,7/18/2023,Wachter,8/7/2023,Mettler - Toledo
4388,2,TBD,8/10/2023,Wachter,8/11/2023,Hobart
3605,2,TBD,7/27/2023,Wachter,7/31/2023,Hobart
3622,2,TBD,8/3/2023,Wachter,8/4/2023,Hobart
3603,2,TBD,7/24/2023,Wachter,7/25/2023,Hobart
3614,2,TBD,8/1/2023,Wachter,7/28/2023,Hobart
4686,2,TBD,7/26/2023,Wachter,8/1/2023,Mettler - Toledo
5738,3,TBD,8/3/2023,Wachter,8/14/2023,Mettler - Toledo
6953,2,TBD,7/25/2023,Wachter,7/31/2023,Mettler - Toledo
4376,2,TBD,7/24/2023,Wachter,8/14/2023,Mettler - Toledo
2745,2,TBD,8/2/2023,Wachter,8/14/2023,Mettler - Toledo
7242,2,TBD,7/31/2023,Wachter,8/9/2023,Mettler - Toledo
5737,2,TBD,7/30/2023,Wachter,8/7/2023,Mettler - Toledo
5790,2,TBD,8/9/2023,Wachter,8/14/2023,Mettler - Toledo
7317,2,TBD,8/16/2023,Wachter,8/14/2023,Mettler - Toledo
4516,2,TBD,8/1/2023,Wachter,8/10/2023,Mettler - Toledo
3168,2,TBD,8/21/2023,Wachter,8/14/2023,Mettler - Toledo
5789,2,TBD,8/6/2023,Wachter,8/14/2023,Mettler - Toledo
4128,2,TBD,7/19/2023,Wachter,7/28/2023,Mettler - Toledo
6971,2,TBD,7/23/2023,Wachter,8/14/2023,Mettler - Toledo
3752,2,TBD,8/16/2023,Wachter,8/16/2023,Mettler - Toledo
3990,2,TBD,8/2/2023,Wachter,8/2/2023,Mettler - Toledo
5459,2,TBD,8/13/2023,Wachter,8/14/2023,Mettler - Toledo
7009,3,TBD,7/6/2023,Wachter,8/7/2023,Mettler - Toledo
3593,3,780218487794; 780218483300; 780218484740; 780218486537,7/17/2023,Wachter,7/19/2023,Mettler - Toledo
2713,3,TBD,6/8/2023,Wachter,7/24/2023,Mettler - Toledo
5420,3,TBD,7/11/2023,Wachter,7/26/2023,Mettler - Toledo
908,3,TBD,7/6/2023,Wachter,7/21/2023,Mettler - Toledo
5250,3,TBD,7/13/2023,Wachter,7/31/2023,Mettler - Toledo
817,3,TBD,7/12/2023,Wachter,7/27/2023,Mettler - Toledo
2881,3,TBD,7/5/2023,Wachter,7/18/2023,Mettler - Toledo
1220,3,TBD,7/9/2023,Wachter,7/24/2023,Mettler - Toledo
5214,3,TBD,7/10/2023,Wachter,7/25/2023,Mettler - Toledo
1086,3,TBD,6/22/2023,Wachter,7/17/2023,Mettler - Toledo
4365,3,780515740440; 780515736286; 780515737960; 780515739171,6/21/2023,Wachter,7/10/2023,Mettler - Toledo
543,3,Per call this site needs a new switch 399574914846; 399574916459; 399574917617; 399574919333,6/12/2023,Wachter,6/21/2023,Mettler - Toledo
406,3,TBD,6/28/2023,Wachter,7/13/2023,Mettler - Toledo
1298,3,TBD,6/29/2023,Wachter,7/26/2023,Mettler - Toledo
3864,3,TBD,7/5/2023,Wachter,7/31/2023,Mettler - Toledo
1355,3,TBD,6/26/2023,Wachter,7/24/2023,Mettler - Toledo
5816,2,780118993183; 780118994580; 780118996263,6/18/2023,Wachter,7/19/2023,Mettler - Toledo
2176,3,780226310663; 780226307255; 780226308490; 780226309590,7/16/2023,Wachter,7/18/2023,Mettler - Toledo
3348,4,TBD,7/17/2023,Wachter,7/13/2023,Mettler - Toledo
4446,4,TBD,7/18/2023,Wachter,7/17/2023,Mettler - Toledo
773,3,TBD,6/26/2023,Wachter,7/17/2023,Mettler - Toledo
347,3,TBD,7/13/2023,Wachter,8/14/2023,Mettler - Toledo
1530,3,780532516969; 780532517726; 780532518321; 780532519270,7/16/2023,Wachter,7/12/2023,Mettler - Toledo
182,3,780217498280; 780217499758; 780217499931; 780217500870,7/12/2023,Wachter,7/13/2023,Mettler - Toledo
155,3,TBD,7/18/2023,Wachter,7/14/2023,Mettler - Toledo
707,3,TBD,7/17/2023,Wachter,7/25/2023,Mettler - Toledo
708,3,TBD,6/28/2023,Wachter,7/24/2023,Mettler - Toledo
848,3,TBD,7/20/2023,Wachter,7/26/2023,Mettler - Toledo
5419,3,TBD,7/19/2023,Wachter,7/24/2023,Mettler - Toledo
6964,3,780123864595; 780123861070; 780123861519; 780123863956,7/16/2023,Wachter,7/17/2023,Mettler - Toledo
200,3,TBD,7/16/2023,Wachter,7/18/2023,Hobart
3602,3,TBD,7/18/2023,Wachter,7/19/2023,Hobart
1602,3,TBD,7/17/2023,Wachter,7/18/2023,Hobart
1558,3,TBD,7/16/2023,Wachter,8/14/2023,Mettler - Toledo
1352,3,TBD,7/12/2023,Wachter,8/14/2023,Mettler - Toledo
1486,3,TBD,7/18/2023,Wachter,7/10/2023,Hobart
1345,3,TBD,7/17/2023,Wachter,7/18/2023,Hobart
125,3,TBD,7/6/2023,Wachter,8/4/2023,Mettler - Toledo
141,4,780064603530; 780064605028; 780064606929; 780064607708; 780064608895; 780064610704,6/28/2023,Wachter,7/13/2023,Mettler - Toledo
3231,3,TBD,7/12/2023,Wachter,8/11/2023,Mettler - Toledo
388,3,TBD,7/13/2023,Wachter,8/14/2023,Mettler - Toledo
4,4,TBD,7/16/2023,Wachter,8/14/2023,Mettler - Toledo
1,3,TBD,7/13/2023,Wachter,8/14/2023,Mettler - Toledo
7098,2,TBD,7/10/2023,Wachter,8/14/2023,Mettler - Toledo
7162,2,TBD,7/11/2023,Wachter,8/14/2023,Mettler - Toledo
7137,2,TBD,7/9/2023,Wachter,8/9/2023,Mettler - Toledo
5837,3,780119419990; 780119415262; 780119416615; 780119417909,6/25/2023,Wachter,6/29/2023,Mettler - Toledo
3479,3,TBD,7/20/2023,Wachter,8/14/2023,Mettler - Toledo
2741,2,TBD,7/18/2023,Wachter,8/4/2023,Mettler - Toledo
3654,2,TBD,7/19/2023,Wachter,8/11/2023,Mettler - Toledo
4375,2,780160657971; 780160658360; 780160659595,7/13/2023,Wachter,7/12/2023,Mettler - Toledo
2742,2,TBD,10/1/2023,Wachter,7/24/2023,Mettler - Toledo
4579,2,TBD,7/10/2023,Wachter,8/14/2023,Mettler - Toledo
6960,2,TBD,7/17/2023,Wachter,8/14/2023,Mettler - Toledo
2744,2,780127230622; 780127234308; 780127234385,6/29/2023,Wachter,6/29/2023,Mettler - Toledo
3075,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1113,3,TBD,10/17/2023,Wachter,6/21/2023,Hobart
1444,4,TBD,6/29/2023,Wachter,7/31/2023,Mettler - Toledo
6233,2,TBD,6/21/2023,Wachter,7/25/2023,Mettler - Toledo
3606,2,780160857716; 780160855426; 780160855882,6/19/2023,Wachter,6/29/2023,Mettler - Toledo
300,3,TBD,6/28/2023,Wachter,8/14/2023,Mettler - Toledo
3386,3,399640705690; 399640702602; 399640703506; 399640703767,6/7/2023,Wachter,6/22/2023,Mettler - Toledo
315,3,399534743773; 399526822894; 399526825242; 399526823798,6/6/2023,Wachter,6/19/2023,Mettler - Toledo
314,3,780218503419; 780218505227; 780218507344; 780218508465,6/11/2023,Wachter,6/30/2023,Mettler - Toledo
3748,3,780162068493; 780162067590; 780162070004; 780162071581,7/9/2023,Wachter,7/17/2023,Mettler - Toledo
1586,3,TBD,7/5/2023,Wachter,7/27/2023,Mettler - Toledo
518,3,TBD,7/13/2023,Wachter,7/14/2023,Mettler - Toledo
618,3,399574929470; 399574930154; 399574931687; 399574932981,6/29/2023,Wachter,7/12/2023,Mettler - Toledo
3611,3,399682225455; 399682226679; 399682227491; 399682228590,7/5/2023,Wachter,7/18/2023,Mettler - Toledo
5275,3,TBD,6/28/2023,Wachter,7/21/2023,Mettler - Toledo
937,3,TBD,7/11/2023,Wachter,7/26/2023,Mettler - Toledo
3471,3,780222470298; 780222471537; 780222472728; 780222474113,7/10/2023,Wachter,7/13/2023,Mettler - Toledo
5814,3,780515289253; 780515285122; 780515286520; 780515287515,7/12/2023,Wachter,8/14/2023,Mettler - Toledo
3403,3,399728606824; 399728607420; 399728608426; 399728609867,7/6/2023,Wachter,7/17/2023,Mettler - Toledo
3702,3,399574948226; 399574945065; 399574946598; 399574946760,6/8/2023,Wachter,6/21/2023,Mettler - Toledo
5037,3,399528794069; 399504254498; 399504256814; 399504258405,6/7/2023,Wachter,6/19/2023,Mettler - Toledo
4444,3,780515350186; 780515351285; 780515352465; 780515353689,6/21/2023,Wachter,7/14/2023,Mettler - Toledo
1172,3,780219723732; 780219724121; 780219725323; 780219726694,6/19/2023,Wachter,6/30/2023,Mettler - Toledo
5054,3,"scale 664, no network at junction box 399728862613; 399728864190; 399728865380; 399728866387",6/15/2023,Wachter,6/26/2023,Mettler - Toledo
928,3,TBD,6/26/2023,Wachter,7/25/2023,Mettler - Toledo
1173,3,TBD,6/20/2023,Wachter,7/24/2023,Mettler - Toledo
3309,3,780515861100; 780515858261; 780515859073; 780515860180,6/21/2023,Wachter,7/10/2023,Mettler - Toledo
3289,3,780513174196; 780513174954; 780513176800; 780513178077,6/11/2023,Wachter,7/10/2023,Mettler - Toledo
2496,3,780555245041; 780555246633; 780555247905; 780555248420,6/12/2023,Wachter,7/12/2023,Mettler - Toledo
2749,3,399529722331; 399535054815; 399535057744; 399535055866,6/13/2023,Wachter,6/19/2023,Mettler - Toledo
1694,3,399575083517; 399575085071; 399575086137; 399575088037,6/15/2023,Wachter,6/21/2023,Mettler - Toledo
620,3,TBD,6/11/2023,Wachter,7/17/2023,Mettler - Toledo
2938,3,399729739067; 399729739814; 399729740895; 399729741582,6/15/2023,Wachter,6/26/2023,Mettler - Toledo
415,3,780167491314; 780167493269; 780167493464; 780167495170,6/15/2023,Wachter,6/29/2023,Mettler - Toledo
310,3,780553100555; 780553102021; 780553102570; 780553103326,6/22/2023,Wachter,7/12/2023,Mettler - Toledo
309,3,TBD,6/19/2023,Wachter,7/24/2023,Mettler - Toledo
533,3,780217400454; 780217397190; 780217398748; 780217399480,6/18/2023,Wachter,6/30/2023,Mettler - Toledo
531,3,780514286291; 780514282907; 780514284370; 780514285424,6/21/2023,Wachter,7/10/2023,Mettler - Toledo
402,3,399530255664; 399527066660; 399527068180; 399527068993,6/11/2023,Wachter,6/19/2023,Mettler - Toledo
386,3,TBD,6/25/2023,Wachter,7/14/2023,Mettler - Toledo
7301,3,399684122971; 399684124600; 399684125385; 399684126197,6/15/2023,Wachter,6/23/2023,Mettler - Toledo
682,3,780513624964; 780513625548; 780513628124; 780513629896,6/4/2023,Wachter,7/26/2023,Mettler - Toledo
7020,3,TBD,6/29/2023,Wachter,7/17/2023,Mettler - Toledo
737,3,TBD,6/12/2023,Wachter,7/24/2023,Mettler - Toledo
1735,3,TBD,6/15/2023,Wachter,7/19/2023,Hobart
1228,3,TBD,6/20/2023,Wachter,6/21/2023,Hobart
5880,3,TBD,7/11/2023,Wachter,7/6/2023,Hobart
2015,3,TBD,7/10/2023,Wachter,6/22/2023,Hobart
5969,3,TBD,7/9/2023,Wachter,7/11/2023,Hobart
3077,3,TBD,7/12/2023,Wachter,7/14/2023,Hobart
1904,3,TBD,7/6/2023,Wachter,6/19/2023,Hobart
7238,3,780217536892; 780217537605; 780217538417; 780217539766,6/22/2023,Wachter,6/30/2023,Mettler - Toledo
1236,3,TBD,6/15/2023,Wachter,7/14/2023,Mettler - Toledo
1661,3,TBD,6/20/2023,Wachter,7/17/2023,Mettler - Toledo
3825,3,TBD,6/25/2023,Wachter,7/21/2023,Mettler - Toledo
1300,3,TBD,6/21/2023,Wachter,7/20/2023,Mettler - Toledo
7146,2,TBD,6/18/2023,Wachter,7/21/2023,Mettler - Toledo
7062,2,TBD,6/20/2023,Wachter,7/24/2023,Mettler - Toledo
4148,2,TBD,6/12/2023,Wachter,7/17/2023,Mettler - Toledo
7180,2,TBD,6/11/2023,Wachter,7/14/2023,Mettler - Toledo
7004,2,780223184796; 780223185244; 780223185667,6/19/2023,Wachter,6/30/2023,Mettler - Toledo
7206,2,TBD,6/26/2023,Wachter,8/2/2023,Mettler - Toledo
4431,2,TBD,6/22/2023,Wachter,7/26/2023,Mettler - Toledo
7205,2,TBD,6/25/2023,Wachter,7/27/2023,Mettler - Toledo
5818,3,TBD,6/22/2023,Wachter,7/17/2023,Mettler - Toledo
4561,2,TBD,6/20/2023,Wachter,7/13/2023,Mettler - Toledo
2944,2,399682913277; 399682914836; 399682916600,6/15/2023,Wachter,6/23/2023,Mettler - Toledo
5817,3,399678912521; 399678914270; 399678914513; 399678915704,6/11/2023,Wachter,6/23/2023,Mettler - Toledo
6398,2,399730307075; 399730307903; 399730307936,6/18/2023,Wachter,6/26/2023,Mettler - Toledo
5819,3,TBD,6/27/2023,Wachter,7/26/2023,Mettler - Toledo
525,2,780223364285; 780223366391; 780223366943,6/20/2023,Wachter,6/30/2023,Mettler - Toledo
355,3,TBD,7/12/2023,Wachter,8/14/2023,Mettler - Toledo
356,3,TBD,6/29/2023,Wachter,8/14/2023,Mettler - Toledo
5812,3,TBD,7/16/2023,Wachter,7/13/2023,Mettler - Toledo
2941,3,TBD,7/9/2023,Wachter,7/24/2023,Mettler - Toledo
878,4,TBD,7/13/2023,Wachter,8/2/2023,Mettler - Toledo
4436,3,TBD,7/11/2023,Wachter,7/31/2023,Mettler - Toledo
5797,3,TBD,7/10/2023,Wachter,7/17/2023,Mettler - Toledo
843,3,TBD,7/11/2023,Wachter,7/18/2023,Mettler - Toledo
960,3,780512741345; 780512742444; 780512743267; 780512745373,7/5/2023,Wachter,7/10/2023,Mettler - Toledo
1297,3,780218213271; 780218207600; 780218208868; 780218211496,6/28/2023,Wachter,6/30/2023,Mettler - Toledo
1219,3,TBD,7/5/2023,Wachter,8/1/2023,Mettler - Toledo
1083,4,TBD,7/6/2023,Wachter,8/2/2023,Mettler - Toledo
1104,4,TBD,7/11/2023,Wachter,7/20/2023,Mettler - Toledo
5772,3,TBD,7/9/2023,Wachter,7/17/2023,Mettler - Toledo
1029,3,TBD,7/12/2023,Wachter,7/21/2023,Mettler - Toledo
1128,3,TBD,6/29/2023,Wachter,7/26/2023,Mettler - Toledo
1106,3,TBD,6/29/2023,Wachter,7/25/2023,Mettler - Toledo
954,3,TBD,7/12/2023,Wachter,8/3/2023,Mettler - Toledo
1025,3,TBD,7/6/2023,Wachter,7/31/2023,Mettler - Toledo
816,3,TBD,7/10/2023,Wachter,8/1/2023,Mettler - Toledo
120,3,TBD,7/6/2023,Wachter,7/17/2023,Mettler - Toledo
104,3,TBD,7/10/2023,Wachter,7/19/2023,Mettler - Toledo
393,3,780514529801; 780514531786; 780514533080; 780514534270,6/29/2023,Wachter,7/10/2023,Mettler - Toledo
684,3,TBD,7/12/2023,Wachter,7/31/2023,Mettler - Toledo
238,3,TBD,7/12/2023,Wachter,7/31/2023,Mettler - Toledo
192,3,TBD,6/29/2023,Wachter,7/21/2023,Mettler - Toledo
683,3,TBD,7/10/2023,Wachter,7/28/2023,Mettler - Toledo
1115,3,TBD,7/6/2023,Wachter,7/26/2023,Mettler - Toledo
587,3,TBD,7/10/2023,Wachter,7/18/2023,Mettler - Toledo
668,3,TBD,7/12/2023,Wachter,7/21/2023,Mettler - Toledo
4414,3,TBD,7/6/2023,Wachter,7/14/2023,Mettler - Toledo
1341,3,TBD,6/29/2023,Wachter,1/0/1900,Hobart
5728,3,TBD,7/12/2023,Wachter,7/17/2023,Hobart
1377,3,TBD,6/22/2023,Wachter,6/26/2023,Hobart
3434,3,TBD,6/25/2023,Wachter,6/27/2023,Hobart
2845,3,TBD,7/5/2023,Wachter,8/14/2023,Mettler - Toledo
2704,3,TBD,6/28/2023,Wachter,8/14/2023,Mettler - Toledo
3658,3,TBD,6/29/2023,Wachter,8/14/2023,Mettler - Toledo
1132,4,TBD,7/9/2023,Wachter,8/14/2023,Mettler - Toledo
1010,3,TBD,7/12/2023,Wachter,8/1/2023,Mettler - Toledo
2908,3,TBD,7/11/2023,Wachter,7/27/2023,Mettler - Toledo
201,3,TBD,6/29/2023,Wachter,7/12/2023,Hobart
1418,3,TBD,7/6/2023,Wachter,7/11/2023,Hobart
361,3,TBD,7/10/2023,Wachter,7/13/2023,Hobart
2425,2,TBD,7/12/2023,Wachter,9/22/2023,Hobart
4673,2,TBD,7/6/2023,Wachter,8/14/2023,Mettler - Toledo
5062,2,TBD,7/10/2023,Wachter,8/14/2023,Mettler - Toledo
2801,2,780217087710; 780217088874; 780217089734,6/29/2023,Wachter,6/30/2023,Mettler - Toledo
4517,2,780515376050; 780515373670; 780515375227,7/6/2023,Wachter,7/10/2023,Mettler - Toledo
566,3,TBD,7/10/2023,Wachter,10/6/2023,Hobart
3205,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
616,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
5179,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1874,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1320,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1102,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
4533,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
94,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
5058,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1180,3,TBD,,Wachter,1/0/1900,Hobart
1547,3,TBD,,Wachter,1/0/1900,Hobart
3255,3,TBD,,Wachter,1/0/1900,Hobart
1378,3,TBD,,Wachter,1/0/1900,Hobart
1310,3,TBD,,Wachter,1/0/1900,Hobart
430,3,TBD,,Wachter,1/0/1900,Hobart
7032,3,TBD,,Wachter,1/0/1900,Hobart
3644,3,TBD,,Wachter,1/0/1900,Hobart
5851,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
5879,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1655,3,TBD,,Wachter,1/0/1900,Hobart
2406,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
3703,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
3311,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
1783,3,TBD,,Wachter,1/0/1900,Hobart
1201,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
615,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
4332,3,TBD,,Wachter,1/0/1900,Mettler - Toledo
739,3,TBD,,Wachter,1/0/1900,Hobart
3359,2,TBD,,Wachter,1/0/1900,Mettler - Toledo
