Location Number,June 3 Hours,Week 19 (6/4-5) Additional Hours
932,13,28
933,8,18
934,13,28
935,13,28
936,8,18
937,13,28
938,13,28
939,13,28
940,13,28
941,13,28
942,13,28
943,13,28
944,13,28
945,13,28
947,13,28
948,13,28
950,13,28
952,8,18
953,13,28
954,8,18
955,13,28
958,8,18
959,8,18
960,13,28
961,13,28
962,8,18
963,13,28
964,13,28
965,8,18
966,8,18
967,13,28
968,13,28
969,13,28
970,8,18
971,8,18
972,16,33
973,13,28
974,13,28
975,8,18
976,8,18
978,8,18
979,8,18
980,13,28
981,13,28
982,8,18
984,13,28
985,8,18
987,13,28
988,13,28
989,13,28
990,13,28
991,13,28
992,13,28
993,8,18
994,13,28
995,13,28
999,16,33
1000,13,28
1001,13,28
1002,8,18
1003,13,28
1004,13,28
1005,8,18
1006,8,18
1007,8,18
1008,13,28
1009,13,28
1010,13,28
1011,13,28
1012,8,18
1014,13,28
1015,13,28
1016,13,28
1017,8,18
1018,8,18
1019,8,18
1020,8,18
1021,8,18
1022,13,28
1023,8,18
1024,8,18
1025,13,28
1026,13,28
1027,13,28
1028,13,28
1029,13,28
1030,13,28
1032,13,28
1033,13,28
1034,13,28
1035,13,28
1036,8,18
1037,13,28
1038,8,18
1039,13,28
1040,13,28
1041,13,28
1042,8,18
1043,8,18
1044,13,28
1045,13,28
1047,13,28
1048,13,28
1051,8,18
1052,8,18
1053,13,28
1054,8,18
1055,13,28
1056,13,28
1057,8,18
1058,8,18
1059,8,18
1060,13,28
1061,8,18
1062,13,28
1064,13,28
1065,8,18
1066,13,28
1068,13,28
1069,8,18
1070,8,18
1071,13,28
1072,8,18
1073,8,18
1074,8,18
1075,13,28
1076,13,28
1077,13,28
1079,13,28
1080,13,28
1081,13,28
1082,13,28
1083,13,28
1085,13,28
1086,13,28
1087,13,28
1088,13,28
1089,8,18
1090,13,28
1091,8,18
1093,13,28
1094,13,28
1096,8,18
1097,13,28
1098,8,18
1099,13,28
1100,8,18
1101,8,18
1102,13,28
1103,13,28
1104,13,28
1105,13,28
1106,8,18
1107,8,18
1108,8,18
1109,8,18
1110,8,18
1111,8,18
1112,8,18
1113,13,28
1114,8,18
1115,8,18
1116,8,18
1117,13,28
1118,13,28
1120,13,28
1121,13,28
1122,8,18
1123,13,28
1124,13,28
1125,13,28
1126,13,28
1128,8,18
1129,13,28
1130,8,18
1131,8,18
1132,13,28
1133,13,28
1134,13,28
1135,13,28
1136,13,28
1137,16,33
1139,8,18
1140,8,18
1141,13,28
1142,13,28
1143,8,18
1144,8,18
1146,13,28
1147,8,18
1148,13,28
1149,13,28
1150,13,28
1151,13,28
1152,8,18
1153,13,28
1154,8,18
1155,13,28
1156,13,28
1157,8,18
1158,13,28
1160,13,28
1161,13,28
1162,8,18
1163,13,28
1164,13,28
1165,13,28
1167,13,28
1168,8,18
1169,8,18
1170,8,18
1171,13,28
1172,13,28
1173,13,28
1174,8,18
1176,13,28
1177,13,28
1178,13,28
1179,13,28
1180,8,18
1181,13,28
1182,13,28
1183,13,28
1184,13,28
1185,13,28
1186,8,18
1187,8,18
1188,13,28
1190,13,28
1191,13,28
1192,8,18
1193,13,28
1194,13,28
1195,13,28
1196,8,18
1197,13,28
1198,13,28
1199,8,18
1200,13,28
1201,13,28
1202,13,28
1203,13,28
1204,13,28
1205,8,18
1206,13,28
1207,13,28
1209,13,28
1210,13,28
1211,8,18
1212,13,28
1213,13,28
1214,8,18
1215,13,28
1216,13,28
1217,8,18
1218,13,28
1219,13,28
1220,13,28
1221,13,28
1222,13,28
1223,13,28
1224,13,28
1225,13,28
1226,8,18
1227,13,28
1228,13,28
1229,13,28
1230,13,28
1231,13,28
1232,13,28
1233,8,18
1234,8,18
1235,13,28
1236,13,28
1237,13,28
1238,13,28
1239,8,18
1240,13,28
1241,13,28
1242,13,28
1243,8,18
1244,13,28
1245,13,28
1247,8,18
1248,13,28
1249,13,28
1252,13,28
1253,13,28
1254,13,28
1255,8,18
1256,13,28
1257,11,23
1259,8,18
1260,8,18
1261,13,28
1263,13,28
1264,8,18
1265,13,28
1266,13,28
1267,13,28
1268,8,18
1270,13,28
1271,13,28
1272,8,18
1273,13,28
1274,8,18
1275,13,28
1276,13,28
1277,8,18
1279,13,28
1280,13,28
1281,13,28
1282,8,18
1283,13,28
1284,13,28
1285,8,18
1286,13,28
1287,13,28
1288,13,28
1289,8,18
1290,8,18
1291,13,28
1292,13,28
1293,13,28
1294,13,28
1295,8,18
1296,13,28
1297,8,18
1298,13,28
1299,8,18
1300,13,28
1301,13,28
1302,8,18
1303,13,28
1304,8,18
1305,13,28
1306,13,28
1307,13,28
1308,13,28
1309,13,28
1310,13,28
1311,13,28
1312,13,28
1313,13,28
1314,13,28
1315,13,28
1316,8,18
1317,13,28
1318,13,28
1319,13,28
1320,13,28
1321,13,28
1322,13,28
1324,8,18
1326,13,28
1327,8,18
1328,8,18
1329,8,18
1330,13,28
1331,13,28
1332,13,28
1333,8,18
1334,8,18
1335,8,18
1337,8,18
1338,16,33
1339,13,28
1340,13,28
1341,13,28
1342,13,28
1344,13,28
1345,13,28
1346,13,28
1347,13,28
1348,13,28
1349,13,28
1350,13,28
1351,13,28
1352,8,18
1353,13,28
1354,8,18
1355,13,28
1356,8,18
1357,8,18
1358,8,18
1359,13,28
1360,8,18
1361,13,28
1362,13,28
1363,8,18
1364,8,18
1366,8,18
1367,13,28
1368,8,18
1369,13,28
1370,13,28
1371,13,28
1372,13,28
1373,13,28
1375,8,18
1376,13,28
1377,13,28
1378,13,28
1379,13,28
1380,8,18
1381,13,28
1382,13,28
1383,13,28
1384,8,18
1385,13,28
1386,8,18
1387,13,28
1388,13,28
1389,8,18
1390,13,28
1391,13,28
1392,13,28
1393,8,18
1394,13,28
1395,11,23
1396,8,18
1397,13,28
1398,13,28
1399,8,18
1400,13,28
1401,13,28
1403,8,18
1404,13,28
1405,13,28
1406,13,28
1407,13,28
1408,13,28
1409,13,28
1410,13,28
1411,13,28
1412,8,18
1413,13,28
1414,8,18
1415,8,18
1416,8,18
1417,13,28
1418,13,28
1419,13,28
1420,16,33
1421,13,28
1422,8,18
1423,8,18
1424,13,28
1425,8,18
1426,13,28
1427,8,18
1428,13,28
1429,8,18
1430,13,28
1431,8,18
1432,8,18
1433,8,18
1434,13,28
1435,8,18
1436,13,28
1437,8,18
1438,13,28
1439,13,28
1440,16,33
1441,13,28
1442,8,18
1443,13,28
1444,13,28
1445,8,18
1446,8,18
1447,13,28
1448,13,28
1449,13,28
1450,8,18
1451,8,18
1453,13,28
1454,13,28
1455,13,28
1456,8,18
1457,8,18
1458,13,28
1459,13,28
1460,8,18
1461,8,18
1462,8,18
1463,13,28
1464,13,28
1465,13,28
1466,8,18
1467,8,18
1468,8,18
1469,13,28
1470,8,18
1472,13,28
1473,13,28
1474,13,28
1475,8,18
1476,13,28
1477,8,18
1478,13,28
1479,13,28
1480,8,18
1481,13,28
1483,8,18
1485,13,28
1486,13,28
1487,13,28
1488,13,28
1490,13,28
1491,8,18
1492,13,28
1493,8,18
1494,16,33
1495,13,28
1496,13,28
1497,16,33
1498,13,28
1499,11,23
1500,8,18
1502,8,18
1503,13,28
1504,13,28
1505,8,18
1506,8,18
1507,13,28
1508,8,18
1509,8,18
1510,13,28
1511,13,28
1512,13,28
1513,13,28
1514,13,28
1515,13,28
1516,11,23
1517,13,28
1518,16,33
1519,8,18
1520,8,18
1521,13,28
1522,11,23
1523,13,28
1524,13,28
1525,13,28
1526,8,18
1527,13,28
1528,13,28
1529,13,28
1530,8,18
1531,16,33
1532,13,28
1533,13,28
1534,13,28
1535,13,28
1536,13,28
1538,8,18
1539,13,28
1540,8,18
1541,13,28
1542,8,18
1543,8,18
1544,13,28
1545,13,28
1547,13,28
1548,8,18
1549,13,28
1551,13,28
1552,13,28
1553,13,28
1554,13,28
1555,13,28
1556,13,28
1557,13,28
1558,13,28
1560,13,28
1561,13,28
1563,13,28
1564,13,28
1565,8,18
1566,13,28
1567,13,28
1568,13,28
1569,8,18
1570,13,28
1571,13,28
1572,11,23
1573,11,23
1574,13,28
1575,8,18
1577,13,28
1578,13,28
1579,8,18
1580,13,28
1581,13,28
1584,13,28
1585,13,28
1586,13,28
1588,13,28
1589,13,28
1590,13,28
1591,13,28
1592,8,18
1593,8,18
1594,13,28
1595,13,28
1596,13,28
1597,13,28
1598,13,28
1599,13,28
1600,13,28
1601,13,28
1602,13,28
1603,8,18
1604,13,28
1605,13,28
1606,13,28
1607,8,18
1608,13,28
1609,8,18
1611,13,28
1612,8,18
1613,13,28
1614,13,28
1617,13,28
1618,13,28
1619,16,33
1620,8,18
1621,8,18
1622,8,18
1623,13,28
1624,13,28
1625,8,18
1626,13,28
1627,13,28
1628,13,28
1630,8,18
1631,13,28
1632,8,18
1633,13,28
1634,8,18
1635,13,28
1636,13,28
1637,13,28
1638,8,18
1639,8,18
1640,13,28
1641,8,18
1642,8,18
1643,13,28
1644,13,28
1645,13,28
1646,13,28
1647,8,18
1648,13,28
1649,8,18
1650,8,18
1651,13,28
1652,13,28
1653,16,33
1654,8,18
1655,8,18
1656,13,28
1657,8,18
1658,8,18
1659,13,28
1660,13,28
1661,13,28
1662,13,28
1663,13,28
1664,13,28
1665,13,28
1666,13,28
1667,8,18
1668,13,28
1669,13,28
1671,13,28
1672,8,18
1673,13,28
1674,13,28
1675,8,18
1676,8,18
1677,13,28
1678,13,28
1679,13,28
1680,8,18
1681,13,28
1682,13,28
1683,8,18
1685,8,18
1686,13,28
1687,13,28
1688,13,28
1689,13,28
1690,13,28
1692,13,28
1694,8,18
1695,13,28
1696,8,18
1698,13,28
1699,16,33
1700,13,28
1702,13,28
1703,13,28
1704,13,28
1705,8,18
1707,8,18
1708,13,28
1709,8,18
1710,13,28
1711,13,28
1712,13,28
1714,16,33
1718,13,28
1719,8,18
1720,13,28
1721,13,28
1722,8,18
1723,13,28
1724,8,18
1726,16,33
1727,8,18
1728,13,28
1729,8,18
1730,8,18
1731,8,18
1732,8,18
1733,8,18
1734,13,28
1735,13,28
1736,13,28
1737,13,28
1738,8,18
1739,13,28
1740,8,18
1741,13,28
1742,13,28
1744,13,28
1745,13,28
1746,13,28
1747,13,28
1748,13,28
1749,16,33
1750,8,18
1752,13,28
1753,8,18
1754,13,28
1757,13,28
1758,13,28
1759,8,18
1760,13,28
1761,13,28
1762,13,28
1763,13,28
1764,13,28
1765,8,18
1766,13,28
1767,13,28
1768,13,28
1769,13,28
1770,13,28
1771,8,18
1772,8,18
1773,13,28
1774,13,28
1775,13,28
1776,13,28
1777,13,28
1778,8,18
1780,13,28
1781,13,28
1782,13,28
1783,8,18
1784,13,28
1787,8,18
1788,13,28
1789,13,28
1790,13,28
1791,8,18
1792,8,18
1793,13,28
1794,13,28
1796,13,28
1797,8,18
1798,8,18
1799,8,18
1800,13,28
1801,16,33
1802,13,28
1803,13,28
1804,13,28
1805,13,28
1806,13,28
1807,13,28
1809,8,18
1810,13,28
1811,13,28
1812,13,28
1813,8,18
1814,13,28
1815,13,28
1817,8,18
1819,8,18
1820,13,28
1823,13,28
1825,13,28
1826,8,18
1827,13,28
1828,13,28
1829,8,18
1830,13,28
1831,13,28
1832,13,28
1833,16,33
1834,13,28
1835,13,28
1836,13,28
1837,13,28
1839,13,28
1840,13,28
1841,13,28
1842,13,28
1845,13,28
1846,8,18
1847,13,28
1848,13,28
1849,13,28
1850,16,33
1851,13,28
1852,13,28
1853,13,28
1855,13,28
1856,13,28
1858,8,18
1859,13,28
1860,13,28
1861,13,28
1862,13,28
1863,13,28
1864,13,28
1865,8,18
1866,8,18
1868,16,33
1870,13,28
1871,13,28
1872,13,28
1873,13,28
1874,13,28
1875,13,28
1878,16,33
1879,8,18
1880,8,18
1881,13,28
1882,8,18
1883,13,28
1884,13,28
1885,13,28
1886,13,28
1888,13,28
1889,8,18
1890,13,28
1891,13,28
1892,13,28
1894,13,28
1896,13,28
1897,13,28
1898,13,28
1899,13,28
1900,8,18
1901,13,28
1902,16,33
1903,13,28
1904,13,28
1905,8,18
1907,8,18
1908,13,28
1909,13,28
1910,8,18
1911,13,28
1912,13,28
1913,13,28
1914,13,28
1915,13,28
1916,13,28
1923,13,28
1924,8,18
1925,8,18
1926,13,28
1927,13,28
1928,13,28
1929,13,28
1931,8,18
1932,8,18
1934,13,28
1935,13,28
1936,8,18
1937,8,18
1938,13,28
1939,13,28
1940,13,28
1941,13,28
1942,13,28
1943,13,28
1945,8,18
1946,8,18
1947,8,18
1948,8,18
1949,13,28
1950,8,18
1951,8,18
1952,13,28
1953,8,18
1954,13,28
1955,13,28
1956,13,28
1957,13,28
1958,13,28
1959,13,28
1960,13,28
1961,13,28
1962,13,28
1964,13,28
1965,13,28
1966,8,18
1967,13,28
1968,13,28
1969,13,28
1970,13,28
1971,13,28
1973,13,28
1975,8,18
1976,13,28
1977,13,28
1978,8,18
1980,13,28
1981,13,28
1982,13,28
1984,8,18
1985,13,28
1986,8,18
1987,13,28
1988,13,28
1989,13,28
1991,13,28
1993,13,28
1994,13,28
1995,13,28
1996,8,18
1997,13,28
1998,13,28
1999,13,28
2000,8,18
2001,13,28
2002,13,28
2003,13,28
2004,13,28
2005,13,28
2006,8,18
2007,8,18
2010,13,28
2012,13,28
2013,13,28
2014,8,18
2015,13,28
2016,8,18
2019,13,28
2021,13,28
2022,13,28
2023,16,33
2024,8,18
2025,13,28
2027,13,28
2028,13,28
2030,8,18
2032,8,18
2033,13,28
2035,8,18
2036,13,28
2037,8,18
2038,13,28
2040,13,28
2045,13,28
2046,13,28
2047,8,18
2048,13,28
2049,13,28
2050,13,28
2051,13,28
2053,8,18
2055,13,28
2056,13,28
2058,13,28
2059,13,28
2061,13,28
2062,13,28
2063,13,28
2064,8,18
2065,13,28
2066,13,28
2068,13,28
2069,13,28
2070,13,28
2071,13,28
2073,13,28
2074,13,28
2075,8,18
2077,13,28
2078,13,28
2079,8,18
2080,13,28
2081,13,28
2082,13,28
2083,13,28
2084,13,28
2086,13,28
2087,13,28
2088,13,28
2089,13,28
2091,13,28
2093,13,28
2094,13,28
2095,13,28
2096,13,28
2097,13,28
2098,13,28
2100,8,18
2101,13,28
2102,8,18
2103,13,28
2104,13,28
2105,16,33
2106,13,28
2107,13,28
2108,13,28
2110,13,28
2111,13,28
2112,13,28
2113,13,28
2114,8,18
2115,13,28
2116,13,28
2117,13,28
2119,13,28
2120,8,18
2121,8,18
2122,13,28
2123,13,28
2124,13,28
2125,13,28
2127,13,28
2128,13,28
2129,13,28
2130,13,28
2131,13,28
2132,13,28
2133,13,28
2134,13,28
2135,8,18
2136,13,28
2137,13,28
2140,8,18
2141,13,28
2142,13,28
2143,8,18
2145,13,28
2146,13,28
2147,13,28
2149,8,18
2151,8,18
2152,13,28
2153,13,28
2154,13,28
2155,13,28
2157,13,28
2158,13,28
2159,8,18
2160,13,28
2164,11,23
2166,13,28
2169,8,18
2174,13,28
2175,8,18
2176,13,28
2178,8,18
2181,13,28
2183,8,18
2185,13,28
2187,13,28
2188,13,28
2189,13,28
2191,8,18
2192,8,18
2193,8,18
2195,13,28
2196,8,18
2197,13,28
2198,13,28
2199,13,28
2201,13,28
2202,13,28
2204,13,28
2205,13,28
2207,13,28
2208,13,28
2209,13,28
2210,13,28
2211,13,28
2213,13,28
2214,13,28
2215,13,28
2218,13,28
2221,13,28
2222,13,28
2223,13,28
2225,13,28
2230,13,28
2231,13,28
2233,13,28
2234,13,28
2237,13,28
2238,13,28
2239,13,28
2241,8,18
2242,13,28
2243,13,28
2244,16,33
2245,13,28
2247,13,28
2249,13,28
2250,13,28
2251,13,28
2252,13,28
2253,13,28
2255,13,28
2256,8,18
2257,13,28
2259,8,18
2261,13,28
2262,8,18
2263,8,18
2265,13,28
2266,13,28
2269,13,28
2270,8,18
2271,8,18
2272,8,18
2273,13,28
2274,13,28
2275,13,28
2276,13,28
2277,13,28
2278,13,28
2279,13,28
2281,13,28
2282,13,28
2283,13,28
2284,13,28
2285,13,28
2287,13,28
2289,8,18
2292,13,28
2293,13,28
2294,13,28
2295,13,28
2299,13,28
2300,13,28
2306,13,28
2307,13,28
2309,13,28
2310,13,28
2311,8,18
2312,13,28
2313,13,28
2316,13,28
2318,13,28
2320,13,28
2322,13,28
2323,13,28
2325,13,28
2329,8,18
2330,13,28
2331,13,28
2334,13,28
2335,13,28
2336,13,28
2337,8,18
2338,13,28
2339,13,28
2340,13,28
2348,13,28
2350,8,18
2351,13,28
2352,8,18
2354,13,28
2355,13,28
2357,13,28
2358,8,18
2359,13,28
2360,13,28
2362,13,28
2365,13,28
2366,13,28
2367,8,18
2368,16,33
2369,8,18
2370,13,28
2371,13,28
2385,16,33
2386,13,28
2387,13,28
2388,8,18
2399,13,28
2400,13,28
2402,8,18
2403,13,28
2404,13,28
2405,13,28
2412,13,28
2417,8,18
2420,13,28
2421,8,18
2424,8,18
2426,13,28
2427,13,28
2428,8,18
2429,13,28
2432,13,28
2434,8,18
2436,13,28
2437,13,28
2438,13,28
2439,8,18
2440,13,28
2441,13,28
2443,13,28
2444,13,28
2445,13,28
2446,13,28
2447,13,28
2448,13,28
2452,13,28
2453,8,18
2455,13,28
2457,13,28
2458,13,28
2459,13,28
2460,13,28
2463,16,33
2464,13,28
2469,13,28
2471,13,28
2472,13,28
2474,16,33
2475,13,28
2476,13,28
2477,13,28
2479,13,28
2480,8,18
2481,11,23
2482,13,28
2483,13,28
2484,8,18
2485,8,18
2491,8,18
2492,8,18
2493,13,28
2494,13,28
2496,13,28
2497,13,28
2502,13,28
2503,13,28
2504,13,28
2505,16,33
2506,13,28
2508,16,33
2509,8,18
2510,8,18
2511,13,28
2512,13,28
2513,13,28
2514,8,18
2515,13,28
2516,13,28
2517,13,28
2519,13,28
2520,13,28
2522,8,18
2526,8,18
2528,8,18
2529,13,28
2532,13,28
2533,13,28
2534,13,28
2535,13,28
2537,13,28
2539,13,28
2540,8,18
2541,13,28
2542,8,18
2543,13,28
2544,13,28
2545,13,28
2547,8,18
2548,8,18
2549,13,28
2550,13,28
2552,13,28
2554,13,28
2557,13,28
2559,13,28
2560,13,28
2561,13,28
2562,8,18
2563,8,18
2564,8,18
2565,13,28
2566,13,28
2567,13,28
2572,8,18
2574,13,28
2575,13,28
2576,13,28
2577,13,28
2579,8,18
2580,8,18
2581,13,28
2584,13,28
2586,13,28
2587,13,28
2588,16,33
2591,13,28
2592,13,28
2593,13,28
2595,13,28
2596,13,28
2597,8,18
2599,13,28
2600,13,28
2605,8,18
2607,8,18
2608,8,18
2609,13,28
2610,8,18
2611,13,28
2612,13,28
2613,8,18
2614,13,28
2615,13,28
2616,13,28
2617,8,18
2618,13,28
2619,13,28
2620,13,28
2626,8,18
2627,13,28
2628,13,28
2629,13,28
2630,8,18
2631,13,28
2634,8,18
2637,13,28
2638,13,28
2639,8,18
2641,13,28
2642,13,28
2643,13,28
2644,13,28
2645,8,18
2646,8,18
2647,8,18
2649,13,28
2650,13,28
2651,13,28
2652,8,18
2653,8,18
2654,8,18
2656,8,18
2658,13,28
2662,8,18
2663,8,18
2664,8,18
2665,13,28
2667,13,28
2668,13,28
2671,13,28
2672,8,18
2674,8,18
2678,13,28
2679,13,28
2680,8,18
2682,13,28
2684,11,23
2687,13,28
2688,13,28
2690,13,28
2691,13,28
2692,13,28
2693,13,28
2694,13,28
2695,13,28
2696,8,18
2697,13,28
2700,13,28
2702,13,28
2703,13,28
2704,13,28
2705,13,28
2706,13,28
2708,13,28
2712,13,28
2713,13,28
2714,8,18
2715,13,28
2716,13,28
2717,13,28
2720,13,28
2722,13,28
2723,8,18
2724,13,28
2725,13,28
2726,13,28
2727,13,28
2728,13,28
2729,13,28
2730,13,28
2732,13,28
2733,13,28
2734,13,28
2735,13,28
2739,13,28
2740,13,28
2748,13,28
2749,8,18
2751,13,28
2752,13,28
2753,8,18
2754,8,18
2755,13,28
2756,13,28
2757,13,28
2758,8,18
2760,8,18
2761,11,23
2762,16,33
2763,13,28
2764,13,28
2765,16,33
2766,16,33
2767,13,28
2768,13,28
2769,16,33
2771,8,18
2772,8,18
2774,13,28
2777,13,28
2778,8,18
2780,13,28
2781,13,28
2782,8,18
2783,13,28
2784,8,18
2785,8,18
2786,13,28
2787,13,28
2788,13,28
2789,13,28
2790,13,28
2791,8,18
2792,8,18
2793,13,28
2794,8,18
2795,13,28
2796,13,28
2803,13,28
2804,13,28
2805,8,18
2806,13,28
2807,13,28
2808,13,28
2809,8,18
2810,8,18
2811,13,28
2812,13,28
2813,13,28
2814,13,28
2817,13,28
2818,13,28
2819,8,18
2820,8,18
2821,13,28
2822,13,28
2823,16,33
2827,13,28
2828,13,28
2831,8,18
2832,13,28
2833,8,18
2834,16,33
2836,13,28
2838,13,28
2842,8,18
2843,13,28
2844,13,28
2845,13,28
2846,16,33
2847,13,28
2849,11,23
2850,13,28
2852,16,33
2854,13,28
2855,13,28
2856,13,28
2857,13,28
2859,13,28
2860,13,28
2861,13,28
2862,16,33
2864,13,28
2869,13,28
2871,13,28
2872,13,28
2873,13,28
2874,13,28
2881,13,28
2882,13,28
2883,13,28
2884,13,28
2886,13,28
2888,13,28
2889,13,28
2890,13,28
2891,13,28
2892,13,28
2893,8,18
2894,8,18
2908,8,18
2909,8,18
2910,13,28
2911,13,28
2912,13,28
2913,13,28
2914,13,28
2918,13,28
2920,13,28
2921,13,28
2922,13,28
2923,13,28
2924,13,28
2925,13,28
2926,16,33
2927,13,28
2928,13,28
2929,13,28
2931,13,28
2932,13,28
2933,11,23
2934,8,18
2935,8,18
2936,13,28
2937,8,18
2938,13,28
2939,13,28
2941,13,28
2945,13,28
2946,13,28
2948,13,28
2950,13,28
2951,13,28
2953,13,28
2955,13,28
2956,13,28
2957,8,18
2958,13,28
2959,13,28
2962,13,28
2963,13,28
2964,13,28
2966,13,28
2967,13,28
2968,8,18
2973,13,28
2978,13,28
2980,13,28
2985,13,28
2986,13,28
2987,13,28
2988,8,18
2990,8,18
2991,13,28
2992,8,18
2993,13,28
2994,13,28
2996,13,28
3004,13,28
3008,13,28
3014,13,28
3017,13,28
3018,16,33
3035,13,28
3044,13,28
3053,13,28
3055,13,28
3056,11,23
3057,13,28
3058,13,28
3059,8,18
3060,11,23
3061,13,28
3067,13,28
3075,13,28
3077,13,28
3078,13,28
3081,13,28
3088,13,28
3093,16,33
3102,8,18
3103,13,28
3106,13,28
3107,13,28
3112,13,28
3114,13,28
3118,13,28
3119,13,28
3129,8,18
3136,13,28
3137,8,18
3150,13,28
3151,13,28
3159,13,28
3163,13,28
3167,13,28
3169,16,33
3170,11,23
3177,13,28
3180,13,28
3182,13,28
3188,13,28
3191,8,18
3192,13,28
3197,13,28
3201,13,28
3205,13,28
3206,13,28
3207,13,28
3208,13,28
3209,13,28
3210,13,28
3212,13,28
3213,13,28
3214,13,28
3215,13,28
3216,13,28
3217,8,18
3218,13,28
3219,13,28
3220,13,28
3221,8,18
3222,13,28
3223,13,28
3224,13,28
3225,13,28
3226,13,28
3227,13,28
3228,13,28
3229,8,18
3230,13,28
3231,13,28
3232,13,28
3233,8,18
3234,8,18
3235,13,28
3236,13,28
3237,13,28
3239,13,28
3241,13,28
3243,13,28
3245,8,18
3247,13,28
3248,13,28
3250,13,28
3251,8,18
3253,8,18
3254,13,28
3255,13,28
3258,13,28
3259,13,28
3260,8,18
3261,13,28
3262,8,18
3265,16,33
3267,13,28
3268,8,18
3269,8,18
3270,8,18
3271,13,28
3273,13,28
3274,13,28
3277,13,28
3278,13,28
3279,13,28
3280,13,28
3281,13,28
3282,8,18
3283,13,28
3284,13,28
3285,13,28
3286,13,28
3288,13,28
3289,8,18
3293,13,28
3294,13,28
3295,13,28
3296,13,28
3297,13,28
3298,13,28
3300,8,18
3302,13,28
3303,8,18
3304,13,28
3305,8,18
3307,8,18
3308,13,28
3309,13,28
3310,13,28
3311,13,28
3313,13,28
3319,13,28
3320,13,28
3324,13,28
3328,8,18
3329,8,18
3331,8,18
3332,13,28
3334,8,18
3336,13,28
3337,13,28
3339,13,28
3342,13,28
3344,13,28
3347,13,28
3348,13,28
3349,13,28
3350,13,28
3351,13,28
3352,13,28
3360,13,28
3362,13,28
3363,13,28
3364,13,28
3366,13,28
3367,13,28
3370,13,28
3371,13,28
3372,13,28
3379,13,28
3380,13,28
3381,8,18
3382,13,28
3383,13,28
3384,8,18
3386,8,18
3387,13,28
3388,13,28
3389,13,28
3390,13,28
3391,13,28
3394,8,18
3395,13,28
3397,13,28
3400,13,28
3401,13,28
3402,13,28
3403,13,28
3404,13,28
3406,13,28
3407,13,28
3408,13,28
3409,13,28
3412,8,18
3415,13,28
3417,13,28
3418,13,28
3422,13,28
3423,13,28
3425,13,28
3427,11,23
3428,13,28
3429,8,18
3430,13,28
3431,13,28
3432,13,28
3433,13,28
3434,13,28
3435,13,28
3436,13,28
3439,13,28
3445,13,28
3447,13,28
3453,13,28
3454,13,28
3458,8,18
3459,13,28
3460,13,28
3461,13,28
3462,13,28
3463,13,28
3464,13,28
3465,13,28
3469,13,28
3471,13,28
3472,16,33
3473,13,28
3474,13,28
3475,13,28
3476,13,28
3477,13,28
3480,11,23
3482,13,28
3483,13,28
3484,13,28
3485,8,18
3486,13,28
3487,13,28
3488,13,28
3489,13,28
3492,13,28
3495,13,28
3497,13,28
3498,13,28
3499,8,18
3500,13,28
3501,13,28
3502,13,28
3503,13,28
3505,8,18
3510,13,28
3511,16,33
3513,13,28
3514,8,18
3515,8,18
3516,13,28
3518,13,28
3520,13,28
3522,13,28
3523,13,28
3525,13,28
3526,13,28
3527,13,28
3528,8,18
3529,13,28
3531,13,28
3533,13,28
3534,8,18
3535,13,28
3537,13,28
3538,13,28
3541,13,28
3560,8,18
3564,13,28
3566,13,28
3567,11,23
3568,16,33
3569,13,28
3570,13,28
3571,13,28
3572,13,28
3573,13,28
3580,13,28
3581,13,28
3582,13,28
3583,13,28
3584,13,28
3585,16,33
3587,13,28
3588,13,28
3589,13,28
3590,13,28
3591,13,28
3595,13,28
3596,13,28
3597,13,28
3601,13,28
3602,13,28
3607,8,18
3608,13,28
3609,13,28
3610,13,28
3611,13,28
3612,13,28
3616,8,18
3620,13,28
3621,13,28
3623,13,28
3624,13,28
3625,13,28
3626,13,28
3627,13,28
3630,13,28
3631,16,33
3632,8,18
3633,13,28
3634,8,18
3639,13,28
3640,13,28
3641,13,28
3643,8,18
3644,13,28
3645,13,28
3648,13,28
3652,13,28
3656,8,18
3658,13,28
3659,13,28
3660,13,28
3700,13,28
3701,8,18
3702,13,28
3705,13,28
3708,13,28
3709,13,28
3710,13,28
3712,13,28
3717,13,28
3720,13,28
3722,13,28
3725,13,28
3726,13,28
3728,13,28
3729,13,28
3730,13,28
3731,13,28
3732,13,28
3733,13,28
3734,8,18
3738,13,28
3739,16,33
3741,13,28
3742,8,18
3747,13,28
3748,13,28
3749,13,28
3750,13,28
3751,13,28
3754,8,18
3757,13,28
3758,8,18
3760,8,18
3761,8,18
3762,13,28
3763,13,28
3764,8,18
3765,13,28
3768,11,23
3770,8,18
3771,13,28
3772,8,18
3773,13,28
3774,13,28
3775,13,28
3777,13,28
3778,13,28
3780,13,28
3781,13,28
3782,13,28
3783,13,28
3784,13,28
3785,13,28
3786,13,28
3789,13,28
3790,13,28
3791,8,18
3792,13,28
3794,13,28
3795,13,28
3796,13,28
3799,13,28
3801,13,28
3802,13,28
3804,13,28
3805,8,18
3806,8,18
3807,8,18
3809,8,18
3810,13,28
3812,13,28
3823,13,28
3824,13,28
3825,8,18
3826,13,28
3827,13,28
3828,13,28
3829,13,28
3830,13,28
3831,13,28
3833,13,28
3835,13,28
3837,16,33
3838,13,28
3840,13,28
3842,13,28
3843,8,18
3847,8,18
3848,13,28
3850,13,28
3851,13,28
