Mkt,Wk,Reg,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Points For the Week,YTD Points, Five Star ,Sales Growth,BU Rank,Company Rank
378,38,54,0,1,3,1,0,0,0,5,16, 4.41 ,10.27%,20,187
454,38,56,2,0,3,1,0,0,0,6,16, 4.41 ,9.31%,21,189
433,38,47,2,0,3,0,0,0,0,5,16, 4.40 ,10.70%,22,190
465,38,57,2,1,3,1,0,0,0,7,15, 4.54 ,13.32%,23,197
458,38,57,0,0,3,1,0,0,0,4,15, 4.52 ,12.27%,24,198
585,38,47,0,1,3,0,0,0,0,4,15, 4.51 ,9.35%,25,199
394,38,57,2,0,3,0,0,0,0,5,15, 4.48 ,6.21%,26,203
380,38,47,2,0,3,1,0,0,0,6,15, 4.43 ,8.57%,27,208
464,38,57,0,0,3,0,0,0,0,3,14, 4.58 ,6.78%,28,228
463,38,57,2,1,3,0,0,0,0,6,14, 4.56 ,11.67%,29,230
446,38,57,2,0,3,0,0,0,0,5,14, 4.53 ,9.05%,30,233
424,38,52,0,0,3,1,0,0,0,4,14, 4.46 ,11.10%,31,238
365,38,57,0,1,3,1,0,0,0,5,13, 4.60 ,7.46%,32,253
448,38,57,2,0,3,1,0,0,0,6,13, 4.56 ,7.52%,33,255
396,38,57,0,1,3,0,0,0,0,4,13, 4.49 ,7.57%,34,259
581,38,57,2,0,3,1,0,0,0,6,13, 4.47 ,11.00%,35,262
469,38,60,0,1,3,1,0,0,0,5,13, 4.46 ,8.79%,36,263
413,38,52,2,0,3,0,0,0,0,5,13, 4.45 ,10.58%,37,267
451,38,56,2,0,3,0,0,0,0,5,13, 4.43 ,7.71%,38,270
477,38,60,0,1,3,0,0,0,0,4,13, 4.41 ,4.05%,39,277
445,38,57,0,0,3,1,0,0,0,4,12, 4.52 ,8.33%,40,300
382,38,54,0,1,3,1,0,0,0,5,12, 4.50 ,9.34%,41,302
461,38,57,2,0,3,0,0,0,0,5,12, 4.50 ,6.94%,42,303
582,38,54,2,1,0,0,0,0,0,3,12, 4.50 ,5.89%,43,304
447,38,57,2,0,3,1,0,0,0,6,12, 4.48 ,6.57%,44,306
391,38,47,0,1,0,0,0,0,0,1,12, 4.47 ,6.88%,45,309
511,38,56,0,1,3,0,0,0,-3,1,12, 4.46 ,5.82%,46,312
453,38,56,2,1,0,0,0,0,0,3,12, 4.45 ,5.93%,47,314
471,38,60,2,0,3,0,0,0,0,5,12, 4.43 ,9.93%,48,317
472,38,60,0,0,3,0,0,0,-3,0,12, 4.38 ,7.35%,49,326
467,38,60,0,0,3,0,0,0,0,3,12, 4.38 ,6.79%,50,327
478,38,60,2,1,3,0,0,0,-3,3,12, 4.36 ,6.04%,51,328
381,38,54,0,1,3,1,0,0,0,5,12, 4.30 ,8.03%,52,334
462,38,57,2,1,0,1,0,0,0,4,11, 4.54 ,3.24%,53,341
459,38,57,0,0,3,1,0,0,0,4,11, 4.50 ,6.27%,54,345
379,38,47,2,1,3,0,0,0,0,6,11, 4.48 ,8.82%,55,347
392,38,56,2,0,3,1,0,0,-3,3,11, 4.35 ,2.21%,56,364
418,38,52,0,1,3,0,0,0,0,4,10, 4.52 ,10.61%,57,368
430,38,54,2,0,3,1,0,0,-3,3,10, 4.45 ,12.40%,58,373
400,38,56,0,0,3,0,0,0,0,3,10, 4.45 ,10.88%,59,374
514,38,60,0,0,3,0,0,0,0,3,10, 4.39 ,10.80%,60,381
470,38,60,2,1,3,1,0,0,0,7,9, 4.57 ,8.36%,61,390
466,38,57,0,0,3,1,0,0,-3,1,9, 4.51 ,5.71%,62,391
455,38,56,2,1,3,0,0,0,-6,0,9, 4.50 ,6.37%,63,392
414,38,52,0,0,3,0,0,0,-3,0,9, 4.45 ,8.98%,64,393
399,38,56,0,0,0,1,0,0,0,1,9, 4.44 ,7.70%,65,396
460,38,57,2,1,0,1,0,0,-3,1,8, 4.58 ,5.38%,66,406
475,38,60,2,0,0,1,0,0,0,3,8, 4.38 ,7.87%,67,411
388,38,54,2,1,0,1,0,0,-3,1,7, 4.54 ,9.38%,68,416
457,38,56,0,1,0,0,0,0,-3,-2,7, 4.41 ,0.71%,69,418
383,38,54,0,0,3,0,0,0,0,3,7, 4.40 ,12.27%,70,419
484,38,57,0,1,0,1,0,0,0,2,6, 4.55 ,13.78%,71,425
432,38,47,0,1,0,0,0,0,0,1,6, 4.43 ,12.51%,72,426
403,38,54,0,0,3,0,0,0,0,3,6, 4.40 ,6.38%,73,427
476,38,60,0,0,3,0,0,0,-3,0,5, 4.41 ,4.33%,74,434
474,38,60,2,0,0,0,0,0,-3,-1,4, 4.32 ,13.11%,75,445
422,38,52,0,1,0,0,0,0,-3,-2,1, 4.43 ,15.98%,76,449
542,38,64,2,1,3,1,7,0,0,14,34, 4.61 ,21.14%,1,3
544,38,72,2,1,3,1,7,0,0,14,34, 4.52 ,16.72%,2,4
490,38,61,2,1,3,1,7,0,0,14,34, 4.52 ,16.45%,3,5
537,38,72,2,1,3,1,7,0,0,14,33, 4.53 ,18.19%,4,7
562,38,64,0,1,3,0,0,0,0,4,32, 4.65 ,15.68%,5,11
9,38,61,2,1,3,0,0,0,-3,3,31, 4.57 ,13.04%,6,13
397,38,61,2,0,3,0,0,0,-3,2,30, 4.63 ,11.26%,7,15
495,38,59,2,1,3,1,7,0,0,14,30, 4.44 ,16.78%,8,16
481,38,61,2,1,3,1,7,0,0,14,29, 4.57 ,17.38%,9,17
103,38,72,2,0,3,1,0,0,0,6,26, 4.63 ,9.20%,10,21
512,38,61,2,1,3,0,0,0,0,6,26, 4.56 ,16.91%,11,22
507,38,64,2,1,3,0,0,0,0,6,26, 4.56 ,16.91%,12,23
566,38,59,2,0,3,1,0,0,0,6,26, 4.55 ,18.65%,13,24
491,38,61,2,1,3,0,0,0,0,6,26, 4.53 ,17.21%,14,25
492,38,72,2,1,3,0,0,0,0,6,26, 4.53 ,13.69%,15,26
534,38,72,2,1,3,0,0,0,0,6,26, 4.52 ,19.97%,16,28
510,38,61,2,0,3,0,0,0,0,5,25, 4.68 ,10.83%,17,39
559,38,72,2,1,3,1,7,0,0,14,25, 4.60 ,7.36%,18,40
58,38,64,2,1,3,0,0,0,0,6,25, 4.54 ,15.42%,19,42
528,38,64,0,1,3,0,0,0,0,4,24, 4.69 ,17.78%,20,49
515,38,61,0,1,3,0,0,0,0,4,24, 4.62 ,14.76%,21,51
500,38,59,2,0,3,0,0,0,0,5,24, 4.58 ,10.55%,22,52
96,38,72,2,1,0,1,0,0,0,4,24, 4.58 ,8.57%,23,53
488,38,72,2,1,3,1,7,0,0,14,24, 4.56 ,8.84%,24,54
497,38,59,2,1,3,1,7,0,0,14,24, 4.52 ,17.77%,25,56
546,38,72,2,0,3,0,0,0,0,5,24, 4.51 ,9.25%,26,58
549,38,72,0,1,3,1,0,0,0,5,23, 4.62 ,10.61%,27,71
548,38,72,2,1,3,1,7,0,0,14,23, 4.55 ,10.12%,28,73
545,38,72,0,1,3,1,0,0,0,5,23, 4.53 ,12.75%,29,75
504,38,64,2,1,3,1,7,0,0,14,21, 4.58 ,16.55%,30,96
554,38,59,2,1,0,1,0,0,0,4,21, 4.53 ,18.16%,31,99
485,38,59,2,1,3,0,0,0,-3,3,20, 4.51 ,16.28%,32,106
102,38,72,2,0,3,1,0,0,0,6,19, 4.60 ,0.31%,33,119
561,38,64,2,1,3,1,7,0,0,14,19, 4.58 ,15.02%,34,120
533,38,64,0,1,3,0,0,0,0,4,18, 4.58 ,14.54%,35,129
498,38,59,2,1,3,0,0,0,0,6,17, 4.61 ,17.22%,36,144
541,38,64,2,0,3,0,0,0,0,5,17, 4.59 ,24.18%,37,145
526,38,64,2,0,3,0,0,0,0,5,16, 4.65 ,14.78%,38,171
551,38,61,2,0,3,1,0,0,0,6,16, 4.59 ,15.17%,39,173
496,38,59,0,1,3,1,0,0,0,5,14, 4.56 ,12.38%,40,229
509,38,59,2,1,0,0,0,0,0,3,14, 4.54 ,10.74%,41,232
557,38,61,0,1,3,1,0,0,0,5,13, 4.62 ,12.85%,42,252
552,38,61,0,1,3,0,0,0,0,4,13, 4.58 ,14.57%,43,254
499,38,59,0,0,3,0,0,0,0,3,13, 4.53 ,11.05%,44,256
502,38,59,2,1,3,0,0,0,-3,3,13, 4.51 ,13.10%,45,257
494,38,59,2,1,3,0,0,0,-3,3,13, 4.47 ,15.55%,46,260
550,38,61,2,1,0,0,0,0,0,3,11, 4.54 ,13.69%,47,339
538,38,72,0,1,3,1,0,0,0,5,11, 4.50 ,15.29%,48,343
543,38,64,0,0,3,1,0,0,0,4,7, 4.58 ,12.66%,49,415
