WeekNumber,STORE_NBR ,ITEM1_DESC,ITEM_NBR3,TY_Projection,LY_UNITS,LLY_UNITS
2,1429,12CT WHITE CUPCAKES,9804080,4,3,10
2,1242,12CT WHITE CUPCAKES,9804080,16,13,6
2,4553,12CT ASRT CUPCAKES,9809315,147,122,83
2,2836,6CT ASRT CUPCAKES,568472664,0,0,12
2,66,6CT ASRT CUPCAKES,568472664,11,9,7
2,3313,24CT CPCK ASRT BCRM,9873326,0,0,5
2,1414,24CT CPCK ASRT BCRM,9873326,3,2,20
2,3331,24CT CPCK ASRT BCRM,9873326,29,24,20
2,744,6CT ASRT CUPCAKES,568472664,8,6,5
2,3102,12CT ASRT CUPCAKES,9809315,41,34,53
2,1444,6CT ASRT CUPCAKES,568472664,2,1,14
2,1292,6CT ASRT CUPCAKES,568472664,6,5,11
2,636,6CT ASRT CUPCAKES,568472664,8,6,12
2,5444,12CT ASRT CUPCAKES,9809315,16,13,26
2,805,12CT WHITE CUPCAKES,9804080,10,8,5
2,3319,6CT ASRT CUPCAKES,568472664,4,3,9
2,28,24CT CPCK ASRT BCRM,9873326,28,23,24
2,785,24CT CPCK ASRT BCRM,9873326,11,9,13
2,663,24CT CPCK ASRT BCRM,9873326,42,35,8
2,5127,12CT WHITE CUPCAKES,9804080,4,3,25
2,5479,12CT ASRT CUPCAKES,9809315,45,37,80
2,1212,24CT CPCK ASRT BCRM,9873326,0,0,8
2,5839,12CT WHITE CUPCAKES,9804080,0,0,9
2,1053,12CT CHOC CUPCAKES,9804094,4,3,14
2,1040,24CT CPCK ASRT BCRM,9873326,12,10,6
2,2128,12CT WHITE CUPCAKES,9804080,0,0,5
2,2771,6CT ASRT CUPCAKES,568472664,4,3,7
2,1263,12CT ASRT CUPCAKES,9809315,32,26,36
2,4321,6CT ASRT CUPCAKES,568472664,9,7,14
2,457,12CT CHOC CUPCAKES,9804094,9,7,19
2,1361,12CT ASRT CUPCAKES,9809315,46,38,34
2,1577,6CT WHITE CUPCAKES,568472602,10,8,5
2,2189,12CT CHOC CUPCAKES,9804094,0,0,7
2,5740,12CT CHOC CUPCAKES,9804094,0,0,5
2,2734,6CT ASRT CUPCAKES,568472664,4,3,40
2,506,6CT WHITE CUPCAKES,568472602,8,6,7
2,1802,12CT CHOC CUPCAKES,9804094,0,0,10
2,1331,12CT ASRT CUPCAKES,9809315,53,44,33
2,1101,24CT CPCK ASRT BCRM,9873326,11,9,13
2,1914,6CT WHITE CUPCAKES,568472602,15,12,13
2,1428,12CT ASRT CUPCAKES,9809315,56,46,58
2,5810,6CT ASRT CUPCAKES,568472664,15,12,13
2,1588,24CT CPCK ASRT BCRM,9873326,16,13,8
2,2862,12CT WHITE CUPCAKES,9804080,9,7,23
2,25,6CT ASRT CUPCAKES,568472664,14,11,5
2,1271,12CT WHITE CUPCAKES,9804080,18,15,150
2,694,12CT ASRT CUPCAKES,9809315,54,45,55
2,2221,12CT ASRT CUPCAKES,9809315,120,100,46
2,5082,24CT CPCK ASRT BCRM,9873326,35,29,13
2,707,6CT WHITE CUPCAKES,568472602,14,11,19
2,1568,24CT CPCK ASRT BCRM,9873326,18,15,10
2,2704,12CT ASRT CUPCAKES,9809315,17,14,19
2,2820,6CT ASRT CUPCAKES,568472664,0,0,12
2,80,12CT ASRT CUPCAKES,9809315,46,38,20
2,2006,12CT WHITE CUPCAKES,9804080,18,15,9
2,1647,12CT WHITE CUPCAKES,9804080,0,0,4
2,3014,24CT CPCK ASRT BCRM,9873326,18,15,14
2,5090,12CT WHITE CUPCAKES,9804080,16,13,13
2,4215,12CT WHITE CUPCAKES,9804080,0,0,16
2,702,12CT WHITE CUPCAKES,9804080,44,36,25
2,196,12CT WHITE CUPCAKES,9804080,8,6,13
2,1577,12CT WHITE CUPCAKES,9804080,15,12,9
2,1645,12CT ASRT CUPCAKES,9809315,39,32,116
2,1782,12CT CHOC CUPCAKES,9804094,6,5,20
2,5192,24CT CPCK ASRT BCRM,9873326,0,0,5
2,4243,12CT ASRT CUPCAKES,9809315,34,28,70
2,3431,24CT CPCK ASRT BCRM,9873326,14,11,13
2,958,24CT CPCK ASRT BCRM,9873326,15,12,9
2,1373,12CT ASRT CUPCAKES,9809315,117,97,135
2,725,12CT CHOC CUPCAKES,9804094,20,16,13
2,5777,6CT WHITE CUPCAKES,568472602,8,6,13
2,1195,12CT ASRT CUPCAKES,9809315,26,21,9
2,2124,6CT ASRT CUPCAKES,568472664,18,15,21
2,1430,12CT ASRT CUPCAKES,9809315,17,14,4
2,4446,12CT ASRT CUPCAKES,9809315,56,46,54
2,1191,24CT CPCK ASRT BCRM,9873326,8,6,8
2,1197,24CT CPCK ASRT BCRM,9873326,0,0,2
2,3407,12CT ASRT CUPCAKES,9809315,84,70,161
2,2762,6CT ASRT CUPCAKES,568472664,2,1,5
2,820,12CT ASRT CUPCAKES,9809315,82,68,24
2,2210,12CT ASRT CUPCAKES,9809315,41,34,30
2,5326,12CT ASRT CUPCAKES,9809315,36,30,26
2,1753,12CT ASRT CUPCAKES,9809315,11,9,26
2,2074,24CT CPCK ASRT BCRM,9873326,0,0,6
2,5300,6CT ASRT CUPCAKES,568472664,4,3,4
2,1068,6CT ASRT CUPCAKES,568472664,0,0,7
2,5489,12CT ASRT CUPCAKES,9809315,0,0,9
2,5768,6CT ASRT CUPCAKES,568472664,0,0,22
2,1434,12CT ASRT CUPCAKES,9809315,15,12,16
2,34,12CT ASRT CUPCAKES,9809315,11,9,26
2,752,12CT WHITE CUPCAKES,9804080,0,0,13
2,3774,12CT ASRT CUPCAKES,9809315,100,83,45
2,4660,24CT CPCK ASRT BCRM,9873326,9,7,5
2,2581,24CT CPCK ASRT BCRM,9873326,22,18,12
2,3284,12CT ASRT CUPCAKES,9809315,32,26,21
2,1569,12CT WHITE CUPCAKES,9804080,15,12,22
2,2311,12CT ASRT CUPCAKES,9809315,27,22,25
2,3228,6CT WHITE CUPCAKES,568472602,12,10,12
2,1473,6CT ASRT CUPCAKES,568472664,3,2,13
2,5245,12CT ASRT CUPCAKES,9809315,65,54,93
2,5165,12CT CHOC CUPCAKES,9804094,30,25,129
2,5051,12CT ASRT CUPCAKES,9809315,56,46,98
2,2871,12CT WHITE CUPCAKES,9804080,4,3,2
2,3332,12CT ASRT CUPCAKES,9809315,100,83,34
2,5807,12CT ASRT CUPCAKES,9809315,82,68,244
2,5843,12CT WHITE CUPCAKES,9804080,0,0,4
2,623,12CT ASRT CUPCAKES,9809315,35,29,31
2,1780,12CT WHITE CUPCAKES,9804080,12,10,9
2,592,12CT WHITE CUPCAKES,9804080,12,10,13
2,2012,24CT CPCK ASRT BCRM,9873326,6,5,2
2,76,24CT CPCK ASRT BCRM,9873326,6,5,14
2,1292,12CT ASRT CUPCAKES,9809315,17,14,18
2,844,6CT ASRT CUPCAKES,568472664,5,4,9
2,5394,12CT CHOC CUPCAKES,9804094,0,0,18
2,3573,12CT WHITE CUPCAKES,9804080,11,9,2
2,1687,12CT WHITE CUPCAKES,9804080,4,3,17
2,1765,12CT WHITE CUPCAKES,9804080,8,6,6
2,6576,12CT ASRT CUPCAKES,9809315,14,11,21
2,3,12CT WHITE CUPCAKES,9804080,16,13,17
2,1885,12CT CHOC CUPCAKES,9804094,3,2,13
2,1314,12CT ASRT CUPCAKES,9809315,52,43,21
2,5118,12CT ASRT CUPCAKES,9809315,34,28,8
2,678,12CT ASRT CUPCAKES,9809315,16,13,36
2,3738,12CT ASRT CUPCAKES,9809315,84,70,53
2,2088,6CT ASRT CUPCAKES,568472664,10,8,6
2,1998,6CT ASRT CUPCAKES,568472664,4,3,7
2,3764,12CT ASRT CUPCAKES,9809315,62,51,57
2,5071,24CT CPCK ASRT BCRM,9873326,0,0,32
2,2592,12CT ASRT CUPCAKES,9809315,35,29,97
2,3482,12CT WHITE CUPCAKES,9804080,27,22,13
2,1401,12CT ASRT CUPCAKES,9809315,48,40,52
2,1104,12CT ASRT CUPCAKES,9809315,66,55,36
2,1300,12CT ASRT CUPCAKES,9809315,29,24,25
2,702,24CT CPCK ASRT BCRM,9873326,17,14,8
2,669,24CT CPCK ASRT BCRM,9873326,26,21,20
2,1469,12CT CHOC CUPCAKES,9804094,9,7,15
2,1778,12CT ASRT CUPCAKES,9809315,3,2,12
2,1327,6CT ASRT CUPCAKES,568472664,0,0,47
2,3225,6CT ASRT CUPCAKES,568472664,0,0,3.39
2,2927,6CT WHITE CUPCAKES,568472602,0,0,4
2,1654,6CT WHITE CUPCAKES,568472602,10,8,8
2,1891,12CT ASRT CUPCAKES,9809315,66,55,20
2,992,6CT ASRT CUPCAKES,568472664,0,0,96
2,2024,12CT ASRT CUPCAKES,9809315,66,55,45
2,434,12CT WHITE CUPCAKES,9804080,21,17,8
2,1337,6CT WHITE CUPCAKES,568472602,14,11,15
2,1441,12CT ASRT CUPCAKES,9809315,16,13,142
2,1432,12CT ASRT CUPCAKES,9809315,18,15,11
2,87,6CT WHITE CUPCAKES,568472602,17,14,18
2,1781,12CT ASRT CUPCAKES,9809315,72,60,32
2,2084,12CT WHITE CUPCAKES,9804080,15,12,11
2,346,24CT CPCK ASRT BCRM,9873326,15,12,9
2,3568,12CT ASRT CUPCAKES,9809315,26,21,27
2,3534,12CT WHITE CUPCAKES,9804080,11,9,7
2,664,12CT WHITE CUPCAKES,9804080,10,8,4
2,789,24CT CPCK ASRT BCRM,9873326,11,9,28
2,880,24CT CPCK ASRT BCRM,9873326,26,21,25
2,637,12CT ASRT CUPCAKES,9809315,32,26,33
2,4520,12CT WHITE CUPCAKES,9804080,0,0,5
2,174,12CT ASRT CUPCAKES,9809315,51,42,59
2,3347,6CT WHITE CUPCAKES,568472602,0,0,6
2,1032,12CT ASRT CUPCAKES,9809315,35,29,49
2,1810,12CT WHITE CUPCAKES,9804080,11,9,7
2,749,6CT ASRT CUPCAKES,568472664,4,3,7
2,955,12CT CHOC CUPCAKES,9804094,9,7,6
2,5455,12CT ASRT CUPCAKES,9809315,38,31,71
2,1839,12CT WHITE CUPCAKES,9804080,8,6,8
2,5095,12CT ASRT CUPCAKES,9809315,5,4,58
2,1316,24CT CPCK ASRT BCRM,9873326,3,2,2
2,2862,12CT ASRT CUPCAKES,9809315,16,13,33
2,535,24CT CPCK ASRT BCRM,9873326,20,16,10
2,2283,6CT ASRT CUPCAKES,568472664,16,13,63
2,1495,12CT ASRT CUPCAKES,9809315,20,16,49
2,852,12CT ASRT CUPCAKES,9809315,14,11,45
2,1702,12CT ASRT CUPCAKES,9809315,48,40,66
2,3525,12CT ASRT CUPCAKES,9809315,38,31,51
2,1280,12CT CHOC CUPCAKES,9804094,8,6,9
2,1302,12CT CHOC CUPCAKES,9804094,0,0,14
2,4567,12CT ASRT CUPCAKES,9809315,30,25,54
2,4508,12CT ASRT CUPCAKES,9809315,143,119,43
2,1431,12CT ASRT CUPCAKES,9809315,4,3,41
2,3625,12CT CHOC CUPCAKES,9804094,0,0,6
2,189,12CT ASRT CUPCAKES,9809315,70,58,12
2,2692,12CT ASRT CUPCAKES,9809315,10,8,15
2,3783,12CT ASRT CUPCAKES,9809315,3,2,21
2,502,12CT WHITE CUPCAKES,9804080,5,4,6
2,5211,6CT ASRT CUPCAKES,568472664,0,0,10
2,1505,12CT WHITE CUPCAKES,9804080,14,11,26
2,1267,24CT CPCK ASRT BCRM,9873326,6,5,3
2,739,12CT ASRT CUPCAKES,9809315,24,20,53
2,4677,12CT ASRT CUPCAKES,9809315,26,21,20
2,344,6CT ASRT CUPCAKES,568472664,4,3,3
2,2790,24CT CPCK ASRT BCRM,9873326,5,4,4
2,3784,12CT ASRT CUPCAKES,9809315,42,35,98
2,2855,12CT ASRT CUPCAKES,9809315,2,1,19
2,2973,12CT ASRT CUPCAKES,9809315,18,15,38
2,1429,6CT ASRT CUPCAKES,568472664,5,4,13
2,1680,12CT ASRT CUPCAKES,9809315,60,50,86
2,5728,24CT CPCK ASRT BCRM,9873326,12,10,5
2,506,12CT WHITE CUPCAKES,9804080,3,2,12
2,151,24CT CPCK ASRT BCRM,9873326,12,10,14
2,417,12CT ASRT CUPCAKES,9809315,150,125,60
2,219,12CT ASRT CUPCAKES,9809315,150,125,33
2,7294,12CT WHITE CUPCAKES,9804080,0,0,7
2,3790,6CT ASRT CUPCAKES,568472664,4,3,13
2,254,12CT CHOC CUPCAKES,9804094,6,5,5
2,2763,12CT ASRT CUPCAKES,9809315,53,44,226
2,5076,6CT ASRT CUPCAKES,568472664,3,2,7
2,2059,12CT ASRT CUPCAKES,9809315,11,9,31
2,7326,24CT CPCK ASRT BCRM,9873326,0,0,18
2,457,12CT ASRT CUPCAKES,9809315,84,70,24
2,2634,24CT CPCK ASRT BCRM,9873326,4,3,3
2,2963,12CT WHITE CUPCAKES,9804080,0,0,15
2,1388,6CT ASRT CUPCAKES,568472664,2,1,13
2,1116,12CT ASRT CUPCAKES,9809315,87,72,64
2,2208,12CT ASRT CUPCAKES,9809315,33,27,21
2,2075,24CT CPCK ASRT BCRM,9873326,4,3,6
2,877,12CT WHITE CUPCAKES,9804080,18,15,24
2,1362,6CT WHITE CUPCAKES,568472602,9,7,2
2,1240,24CT CPCK ASRT BCRM,9873326,17,14,16
2,1199,6CT ASRT CUPCAKES,568472664,0,0,22
2,89,12CT ASRT CUPCAKES,9809315,62,51,26
2,45,6CT ASRT CUPCAKES,568472664,12,10,12
2,7326,12CT ASRT CUPCAKES,9809315,22,18,155
2,755,12CT WHITE CUPCAKES,9804080,4,3,5
2,1091,24CT CPCK ASRT BCRM,9873326,14,11,14
2,1938,12CT ASRT CUPCAKES,9809315,69,57,46
2,796,12CT ASRT CUPCAKES,9809315,106,88,15
2,572,12CT ASRT CUPCAKES,9809315,48,40,37
2,5264,24CT CPCK ASRT BCRM,9873326,0,0,4
2,6932,12CT ASRT CUPCAKES,9809315,50,41,21
2,2166,24CT CPCK ASRT BCRM,9873326,36,30,20
2,5903,6CT WHITE CUPCAKES,568472602,0,0,20
2,1151,12CT CHOC CUPCAKES,9804094,0,0,28
2,2452,12CT ASRT CUPCAKES,9809315,84,70,168
2,794,12CT ASRT CUPCAKES,9809315,82,68,11
2,1595,12CT WHITE CUPCAKES,9804080,9,7,7
2,670,12CT WHITE CUPCAKES,9804080,59,49,15
2,1638,12CT WHITE CUPCAKES,9804080,0,0,18
2,5165,12CT WHITE CUPCAKES,9804080,66,55,194
2,3243,12CT ASRT CUPCAKES,9809315,15,12,14
2,1205,6CT ASRT CUPCAKES,568472664,0,0,11
2,1931,12CT CHOC CUPCAKES,9804094,4,3,3
2,743,12CT ASRT CUPCAKES,9809315,58,48,97
2,3843,12CT ASRT CUPCAKES,9809315,32,26,35
2,1302,12CT ASRT CUPCAKES,9809315,18,15,22
2,665,6CT ASRT CUPCAKES,568472664,17,14,21
2,1951,24CT CPCK ASRT BCRM,9873326,6,5,22
2,220,12CT ASRT CUPCAKES,9809315,64,53,157
2,5234,12CT WHITE CUPCAKES,9804080,10,8,8
2,1226,6CT ASRT CUPCAKES,568472664,9,7,6
2,1373,24CT CPCK ASRT BCRM,9873326,11,9,11
2,3305,12CT ASRT CUPCAKES,9809315,5,4,81
2,4405,12CT WHITE CUPCAKES,9804080,4,3,8
2,48,6CT ASRT CUPCAKES,568472664,10,8,12
2,6932,6CT ASRT CUPCAKES,568472664,14,11,21
2,3848,6CT ASRT CUPCAKES,568472664,9,7,12
2,1975,12CT ASRT CUPCAKES,9809315,29,24,20
2,3102,6CT ASRT CUPCAKES,568472664,5,4,4
2,3215,12CT ASRT CUPCAKES,9809315,57,47,66
2,5247,24CT CPCK ASRT BCRM,9873326,28,23,25
2,1668,24CT CPCK ASRT BCRM,9873326,0,0,3
2,2265,12CT WHITE CUPCAKES,9804080,5,4,10
2,1750,24CT CPCK ASRT BCRM,9873326,23,19,14
2,2283,12CT ASRT CUPCAKES,9809315,29,24,41
2,6579,6CT ASRT CUPCAKES,568472664,11,9,17
2,11,12CT CHOC CUPCAKES,9804094,9,7,11
2,741,6CT ASRT CUPCAKES,568472664,8,6,13
2,3433,6CT ASRT CUPCAKES,568472664,11,9,15
2,1705,24CT CPCK ASRT BCRM,9873326,4,3,3
2,1111,24CT CPCK ASRT BCRM,9873326,3,2,3
2,2005,12CT ASRT CUPCAKES,9809315,42,35,18
2,614,6CT ASRT CUPCAKES,568472664,5,4,2
2,1810,12CT ASRT CUPCAKES,9809315,12,10,18
2,5772,12CT ASRT CUPCAKES,9809315,56,46,44
2,2130,12CT WHITE CUPCAKES,9804080,2,1,2
2,2387,12CT WHITE CUPCAKES,9804080,5,4,7
2,1687,12CT ASRT CUPCAKES,9809315,5,4,3
2,652,12CT CHOC CUPCAKES,9804094,0,0,8
2,4285,6CT ASRT CUPCAKES,568472664,15,12,12
2,1553,12CT WHITE CUPCAKES,9804080,0,0,11
2,2287,24CT CPCK ASRT BCRM,9873326,15,12,8
2,3778,12CT WHITE CUPCAKES,9804080,0,0,12
2,3408,12CT ASRT CUPCAKES,9809315,0,0,32
2,20,12CT WHITE CUPCAKES,9804080,0,0,5
2,573,6CT ASRT CUPCAKES,568472664,0,0,42
2,1466,12CT ASRT CUPCAKES,9809315,51,42,48
2,1608,6CT ASRT CUPCAKES,568472664,0,0,11
2,1107,6CT WHITE CUPCAKES,568472602,0,0,7
2,1348,6CT ASRT CUPCAKES,568472664,0,0,2
2,3660,6CT ASRT CUPCAKES,568472664,6,5,1
2,2066,24CT CPCK ASRT BCRM,9873326,17,14,14
2,2715,12CT ASRT CUPCAKES,9809315,62,51,69
2,4255,6CT ASRT CUPCAKES,568472664,26,21,46
2,1306,24CT CPCK ASRT BCRM,9873326,26,21,18
2,4219,6CT ASRT CUPCAKES,568472664,0,0,5
2,3412,12CT WHITE CUPCAKES,9804080,0,0,1
2,5253,12CT WHITE CUPCAKES,9804080,2,1,11
2,379,6CT WHITE CUPCAKES,568472602,0,0,5
2,961,12CT WHITE CUPCAKES,9804080,10,8,5
2,1555,24CT CPCK ASRT BCRM,9873326,4,3,25
2,3799,12CT ASRT CUPCAKES,9809315,22,18,6
2,715,12CT WHITE CUPCAKES,9804080,143,119,26
2,2284,6CT WHITE CUPCAKES,568472602,2,1,6
2,3163,12CT CHOC CUPCAKES,9804094,0,0,5
2,2055,12CT WHITE CUPCAKES,9804080,8,6,5
2,914,12CT WHITE CUPCAKES,9804080,17,14,8
2,4697,12CT ASRT CUPCAKES,9809315,32,26,32
2,1679,12CT ASRT CUPCAKES,9809315,15,12,34
2,277,12CT WHITE CUPCAKES,9804080,0,0,18
2,3572,24CT CPCK ASRT BCRM,9873326,15,12,13
2,1627,12CT ASRT CUPCAKES,9809315,6,5,25
2,1284,12CT ASRT CUPCAKES,9809315,95,79,105
2,129,12CT ASRT CUPCAKES,9809315,174,145,36
2,1801,12CT ASRT CUPCAKES,9809315,8,6,30
2,476,12CT ASRT CUPCAKES,9809315,18,15,43
2,4461,6CT ASRT CUPCAKES,568472664,23,19,26
2,189,12CT CHOC CUPCAKES,9804094,14,11,17
2,450,24CT CPCK ASRT BCRM,9873326,17,14,10
2,170,12CT ASRT CUPCAKES,9809315,0,0,7
2,1290,6CT WHITE CUPCAKES,568472602,0,0,5
2,771,12CT ASRT CUPCAKES,9809315,0,0,26
2,65,12CT ASRT CUPCAKES,9809315,48,40,41
2,1399,24CT CPCK ASRT BCRM,9873326,6,5,6
2,2576,6CT ASRT CUPCAKES,568472664,2,1,42
2,1503,6CT ASRT CUPCAKES,568472664,3,2,25
2,2649,12CT WHITE CUPCAKES,9804080,4,3,35
2,5236,12CT ASRT CUPCAKES,9809315,22,18,59
2,1268,24CT CPCK ASRT BCRM,9873326,0,0,12
2,3477,12CT WHITE CUPCAKES,9804080,0,0,2
2,5346,6CT ASRT CUPCAKES,568472664,0,0,21
2,1658,24CT CPCK ASRT BCRM,9873326,14,11,13
2,3778,12CT ASRT CUPCAKES,9809315,41,34,62
2,2494,6CT ASRT CUPCAKES,568472664,10,8,9
2,3804,6CT ASRT CUPCAKES,568472664,26,21,21
2,3469,6CT WHITE CUPCAKES,568472602,0,0,34
2,5891,12CT ASRT CUPCAKES,9809315,102,85,36
2,1351,12CT CHOC CUPCAKES,9804094,11,9,17
2,1274,12CT WHITE CUPCAKES,9804080,4,3,2
2,1006,12CT ASRT CUPCAKES,9809315,0,0,42
2,400,6CT ASRT CUPCAKES,568472664,14,11,9
2,2854,24CT CPCK ASRT BCRM,9873326,6,5,4
2,3044,12CT ASRT CUPCAKES,9809315,18,15,34
2,1573,6CT ASRT CUPCAKES,568472664,14,11,6
2,1655,6CT WHITE CUPCAKES,568472602,9,7,14
2,2059,6CT ASRT CUPCAKES,568472664,10,8,57
2,2082,12CT WHITE CUPCAKES,9804080,3,2,6
2,1337,12CT WHITE CUPCAKES,9804080,15,12,12
2,1565,12CT ASRT CUPCAKES,9809315,96,80,43
2,2014,12CT ASRT CUPCAKES,9809315,50,41,34
2,599,12CT CHOC CUPCAKES,9804094,10,8,3
2,1503,6CT WHITE CUPCAKES,568472602,0,0,7
2,517,12CT WHITE CUPCAKES,9804080,0,0,13
2,258,6CT ASRT CUPCAKES,568472664,14,11,20
2,1654,6CT ASRT CUPCAKES,568472664,14,11,19
2,1952,12CT ASRT CUPCAKES,9809315,15,12,9
2,3215,12CT WHITE CUPCAKES,9804080,9,7,10
2,1413,6CT WHITE CUPCAKES,568472602,9,7,6
2,4068,12CT ASRT CUPCAKES,9809315,24,20,15
2,1071,12CT ASRT CUPCAKES,9809315,48,40,59
2,2922,12CT CHOC CUPCAKES,9804094,8,6,10
2,4440,12CT WHITE CUPCAKES,9804080,9,7,9
2,4526,12CT ASRT CUPCAKES,9809315,106,88,44
2,165,24CT CPCK ASRT BCRM,9873326,22,18,13
2,2424,12CT ASRT CUPCAKES,9809315,38,31,15
2,55,12CT WHITE CUPCAKES,9804080,9,7,1
2,3234,6CT ASRT CUPCAKES,568472664,4,3,13
2,3527,12CT WHITE CUPCAKES,9804080,4,3,8
2,5346,24CT CPCK ASRT BCRM,9873326,4,3,13
2,2781,24CT CPCK ASRT BCRM,9873326,33,27,20
2,623,12CT CHOC CUPCAKES,9804094,0,0,6
2,4416,6CT ASRT CUPCAKES,568472664,12,10,18
2,1636,12CT ASRT CUPCAKES,9809315,87,72,62
2,1792,6CT WHITE CUPCAKES,568472602,8,6,14
2,3304,12CT ASRT CUPCAKES,9809315,47,39,64
2,563,12CT WHITE CUPCAKES,9804080,0,0,4
2,5287,6CT WHITE CUPCAKES,568472602,4,3,4
2,1271,24CT CPCK ASRT BCRM,9873326,12,10,7
2,881,6CT ASRT CUPCAKES,568472664,6,5,4
2,512,12CT ASRT CUPCAKES,9809315,28,23,20
2,18,12CT ASRT CUPCAKES,9809315,33,27,23
2,924,12CT ASRT CUPCAKES,9809315,54,45,27
2,5236,12CT CHOC CUPCAKES,9804094,0,0,4
2,1432,12CT WHITE CUPCAKES,9804080,14,11,6
2,256,24CT CPCK ASRT BCRM,9873326,15,12,12
2,2881,24CT CPCK ASRT BCRM,9873326,8,6,15
2,1660,12CT WHITE CUPCAKES,9804080,0,0,6
2,3851,6CT WHITE CUPCAKES,568472602,0,0,15
2,213,12CT ASRT CUPCAKES,9809315,102,85,66
2,827,12CT WHITE CUPCAKES,9804080,0,0,15
2,1611,12CT ASRT CUPCAKES,9809315,26,21,35
2,2541,6CT ASRT CUPCAKES,568472664,33,27,39
2,4185,6CT ASRT CUPCAKES,568472664,10,8,12
2,5968,6CT WHITE CUPCAKES,568472602,2,1,3.39
2,2882,12CT WHITE CUPCAKES,9804080,3,2,6
2,757,6CT ASRT CUPCAKES,568472664,5,4,6
2,4389,6CT ASRT CUPCAKES,568472664,8,6,1
2,3220,6CT ASRT CUPCAKES,568472664,8,6,13
2,1937,24CT CPCK ASRT BCRM,9873326,12,10,10
2,5890,24CT CPCK ASRT BCRM,9873326,2,1,6
2,3722,12CT WHITE CUPCAKES,9804080,14,11,13
2,3572,6CT ASRT CUPCAKES,568472664,2,1,15
2,1635,24CT CPCK ASRT BCRM,9873326,3,2,4
2,3106,24CT CPCK ASRT BCRM,9873326,17,14,17
2,3462,24CT CPCK ASRT BCRM,9873326,5,4,4
2,2000,24CT CPCK ASRT BCRM,9873326,0,0,3
2,3893,6CT ASRT CUPCAKES,568472664,8,6,18
2,2234,12CT ASRT CUPCAKES,9809315,92,76,65
2,5185,12CT ASRT CUPCAKES,9809315,8,6,38
2,2642,12CT ASRT CUPCAKES,9809315,6,5,19
2,5470,6CT WHITE CUPCAKES,568472602,2,1,6
2,668,6CT WHITE CUPCAKES,568472602,9,7,13
2,6286,12CT WHITE CUPCAKES,9804080,16,13,9
2,1009,24CT CPCK ASRT BCRM,9873326,2,1,14
2,3645,6CT ASRT CUPCAKES,568472664,8,6,6
2,1645,12CT WHITE CUPCAKES,9804080,0,0,8
2,7,6CT WHITE CUPCAKES,568472602,15,12,14
2,2428,12CT ASRT CUPCAKES,9809315,51,42,23
2,5079,6CT WHITE CUPCAKES,568472602,16,13,5
2,1675,12CT ASRT CUPCAKES,9809315,39,32,45
2,4381,12CT ASRT CUPCAKES,9809315,77,64,19
2,5288,12CT ASRT CUPCAKES,9809315,99,82,98
2,3887,24CT CPCK ASRT BCRM,9873326,0,0,15
2,1845,12CT ASRT CUPCAKES,9809315,12,10,24
2,1321,12CT ASRT CUPCAKES,9809315,71,59,65
2,2946,12CT ASRT CUPCAKES,9809315,47,39,29
2,5898,12CT CHOC CUPCAKES,9804094,6,5,9
2,2087,12CT ASRT CUPCAKES,9809315,28,23,74
2,964,24CT CPCK ASRT BCRM,9873326,42,35,14
2,331,6CT WHITE CUPCAKES,568472602,16,13,23
2,445,12CT ASRT CUPCAKES,9809315,76,63,40
2,79,6CT WHITE CUPCAKES,568472602,10,8,12
2,130,24CT CPCK ASRT BCRM,9873326,30,25,14
2,746,24CT CPCK ASRT BCRM,9873326,11,9,14
2,5123,12CT ASRT CUPCAKES,9809315,5,4,61
2,2250,6CT ASRT CUPCAKES,568472664,9,7,6
2,968,12CT WHITE CUPCAKES,9804080,4,3,7
2,3395,12CT WHITE CUPCAKES,9804080,5,4,2
2,5145,12CT CHOC CUPCAKES,9804094,28,23,23
2,1626,12CT CHOC CUPCAKES,9804094,0,0,6
2,523,6CT ASRT CUPCAKES,568472664,22,18,8
2,2861,6CT ASRT CUPCAKES,568472664,0,0,12
2,1936,24CT CPCK ASRT BCRM,9873326,3,2,1
2,1566,6CT ASRT CUPCAKES,568472664,6,5,45
2,430,12CT ASRT CUPCAKES,9809315,132,110,70
2,1746,12CT ASRT CUPCAKES,9809315,52,43,39
2,622,6CT ASRT CUPCAKES,568472664,0,0,61
2,1483,12CT WHITE CUPCAKES,9804080,5,4,11
2,1847,12CT WHITE CUPCAKES,9804080,0,0,7
2,3283,12CT WHITE CUPCAKES,9804080,3,2,10
2,6469,12CT CHOC CUPCAKES,9804094,0,0,15
2,659,12CT WHITE CUPCAKES,9804080,15,12,8
2,77,12CT WHITE CUPCAKES,9804080,12,10,2
2,302,24CT CPCK ASRT BCRM,9873326,10,8,12
2,2706,12CT WHITE CUPCAKES,9804080,8,6,19
2,5374,24CT CPCK ASRT BCRM,9873326,0,0,17
2,3742,24CT CPCK ASRT BCRM,9873326,3,2,2
2,1529,24CT CPCK ASRT BCRM,9873326,15,12,10
2,1266,6CT ASRT CUPCAKES,568472664,4,3,16
2,1807,6CT ASRT CUPCAKES,568472664,11,9,6
2,4130,24CT CPCK ASRT BCRM,9873326,4,3,14
2,1383,24CT CPCK ASRT BCRM,9873326,0,0,26
2,429,6CT ASRT CUPCAKES,568472664,10,8,181
2,130,6CT ASRT CUPCAKES,568472664,30,25,32
2,2244,12CT WHITE CUPCAKES,9804080,27,22,19
