Store Nbr,Brilliant Roses WS (20),Mixed BQT Plt (81),Mixed BQT Dbl Bkt WS (18),Mixed BQT Dbl Plt (234),Rose Lily Dbl Bkt WS (20),Small Bqt Dbl Bkt WS (32),Wild Mix Plt (54),Tulips Dbl Bkt WS (28)
3742,0,2,2,1,0,2,0,0
3743,0,2,0,0,0,0,0,0
3745,0,1,3,1,2,0,0,1
3746,0,0,2,1,0,0,0,0
3747,0,2,1,1,1,0,0,3
3748,0,0,0,0,3,0,0,0
3749,0,0,3,1,1,4,0,0
3750,0,0,0,2,2,0,1,0
3751,7,0,1,9,2,0,0,3
3752,0,0,2,1,0,0,0,3
3754,5,1,3,1,0,0,0,1
3757,0,0,4,0,1,0,0,3
3758,0,1,2,0,0,0,0,0
3760,1,0,0,0,0,0,0,1
3761,0,1,0,1,0,0,0,0
3762,1,0,1,1,2,0,0,3
3763,7,1,1,9,2,0,2,3
3764,0,0,1,5,3,0,0,1
3765,0,1,2,1,2,0,0,0
3768,0,1,3,1,2,0,0,0
3770,0,1,3,0,2,0,0,0
3771,9,2,0,5,4,0,2,1
3772,0,1,0,1,0,0,0,0
3773,5,0,0,5,2,0,0,3
3774,0,1,2,3,0,0,0,0
3777,1,2,0,7,1,0,0,3
3778,0,0,0,4,2,4,0,3
3780,0,0,0,2,0,3,0,3
3781,0,1,1,4,1,6,0,1
3782,0,0,0,5,1,0,0,1
3783,0,2,2,1,1,3,0,0
3784,0,0,3,1,3,0,0,0
3785,0,0,2,2,2,0,0,0
3786,0,0,0,2,0,0,0,1
3788,0,1,0,1,0,0,0,0
3789,5,0,1,4,3,0,1,3
3790,0,2,2,1,4,0,0,1
3791,0,1,3,0,0,2,0,0
3792,0,1,1,2,0,0,0,0
3794,4,2,0,1,3,3,0,3
3795,0,2,2,1,3,5,0,3
3796,9,0,0,2,2,4,0,0
3799,10,1,0,4,2,1,0,1
3801,0,0,3,0,0,2,0,0
3802,0,1,0,5,2,3,0,1
3804,0,0,0,2,1,3,0,0
3805,0,1,2,0,1,0,0,0
3806,1,1,3,1,0,1,0,1
3807,5,1,3,2,0,0,0,0
3809,0,1,2,1,0,0,0,0
3810,0,1,2,1,3,2,0,1
3812,0,1,2,1,2,2,0,0
3817,0,1,1,0,2,2,0,0
3823,1,1,3,1,0,0,0,3
3824,4,0,0,2,0,2,0,0
3825,0,1,0,2,3,4,0,0
3826,7,1,0,3,2,0,1,1
3827,1,1,3,2,0,0,0,0
3828,7,0,1,5,1,0,0,3
3829,0,0,2,1,1,0,0,0
3830,0,1,2,5,0,4,0,0
3831,0,0,3,1,1,0,0,0
3833,6,0,1,4,2,0,2,3
3835,0,0,1,2,1,3,0,1
3837,0,1,2,2,3,0,2,3
3838,0,0,0,3,3,0,1,1
3840,0,1,2,3,1,0,2,3
3842,0,1,2,1,0,0,1,1
3843,0,0,0,5,2,2,0,1
3844,6,1,4,0,0,0,0,0
3845,8,1,0,1,2,0,0,0
3846,0,1,2,1,2,0,0,0
3847,3,1,2,0,2,1,0,0
3848,0,2,0,4,2,0,1,1
3850,0,0,0,1,0,2,0,0
3851,0,0,0,2,4,0,0,3
3852,0,1,4,1,0,0,0,0
3853,1,0,0,2,0,0,0,3
3857,1,2,1,1,2,3,0,3
3858,0,0,3,0,2,2,0,0
3860,0,0,0,2,1,3,0,3
3861,3,0,0,4,2,2,0,3
3862,0,2,1,0,0,0,0,0
3864,0,1,2,5,3,0,0,0
3867,1,2,0,2,1,5,0,3
3868,1,1,0,2,0,0,0,3
3869,0,0,2,3,0,2,0,0
3870,1,1,1,1,0,1,0,0
3872,0,0,0,3,2,4,0,0
3874,0,1,1,2,1,0,0,3
3875,0,1,0,1,0,0,0,3
3876,0,1,3,0,0,2,0,3
3877,0,1,3,0,2,0,0,0
3880,0,2,1,0,0,0,0,1
3884,4,2,2,1,0,0,0,0
3886,7,0,0,6,1,0,2,0
3887,0,1,2,5,3,0,0,1
3888,13,1,0,7,2,0,1,3
3889,0,1,0,1,0,0,0,1
3891,9,1,1,5,1,0,3,1
3893,5,1,1,5,1,6,0,3
3894,0,2,0,1,2,2,0,1
3896,0,1,2,1,2,0,0,3
3897,0,1,0,3,2,0,1,3
3899,0,0,2,1,1,2,0,0
3912,0,1,4,0,0,0,0,3
3935,0,0,4,0,0,0,0,0
3947,6,2,0,1,3,1,0,3
3959,0,0,4,1,0,0,0,3
3988,0,0,1,2,1,0,0,3
3990,0,1,1,0,0,0,0,0
4046,5,2,0,1,2,2,0,0
4048,0,0,0,0,0,0,0,0
4049,4,0,0,2,5,6,0,3
4053,0,2,1,0,0,0,1,3
4054,0,2,2,1,0,2,0,0
4055,3,1,0,4,2,2,0,0
4056,6,1,1,3,0,0,0,0
4057,0,2,1,0,0,0,0,3
4063,0,0,2,1,2,1,0,0
4064,0,0,0,5,1,3,0,0
4065,0,1,2,1,2,0,0,3
4068,0,1,0,4,3,0,0,0
4100,0,1,1,1,0,2,0,1
4101,9,0,0,2,0,0,0,0
4102,7,1,2,4,1,0,1,0
4103,7,2,1,2,2,0,0,0
4104,0,2,2,1,0,0,0,3
4105,8,1,2,1,6,4,0,1
4108,1,1,0,4,1,6,2,1
4111,1,0,0,4,0,0,0,0
4112,7,1,0,7,3,6,0,0
4114,0,1,3,1,2,0,0,0
4115,4,1,0,3,2,0,0,3
4118,0,0,0,2,0,2,0,0
4127,5,0,2,0,0,0,0,0
4128,0,0,1,1,1,0,0,3
4129,0,0,1,4,2,2,0,0
4130,5,1,1,5,3,6,0,0
4131,6,1,2,4,2,0,0,0
4132,13,1,4,2,10,0,0,0
4134,2,0,1,2,2,0,0,0
4137,0,3,1,0,2,1,0,0
4138,0,1,2,0,0,0,0,0
4139,0,1,1,0,0,0,0,3
4140,0,1,4,0,0,0,0,0
4141,0,0,1,1,0,0,0,0
4142,0,0,3,0,1,1,0,0
4144,0,0,0,3,0,0,0,0
4145,0,1,2,1,0,0,0,1
4147,0,1,2,0,1,0,0,0
4148,4,1,2,0,1,1,0,0
4153,0,0,0,4,3,0,2,0
4156,0,1,0,1,0,0,0,0
4157,0,0,0,0,0,0,0,0
4159,0,0,1,3,1,0,0,0
4160,0,2,3,0,0,0,0,0
4161,0,1,3,0,2,0,0,0
4162,1,0,2,2,0,0,1,0
4163,2,1,1,2,0,0,0,0
4164,7,0,1,6,4,0,0,3
4165,5,2,1,2,0,3,0,0
4166,2,0,0,2,0,0,0,0
4168,0,0,0,4,2,0,0,0
4169,7,1,1,0,3,1,0,0
4171,8,0,1,2,2,3,0,0
4174,8,0,2,1,3,0,0,0
4176,0,2,0,0,0,0,0,0
4178,0,1,1,0,0,0,0,0
4180,4,1,0,3,0,2,0,3
4182,0,2,1,0,0,0,0,0
4183,6,0,0,5,2,0,0,0
4184,0,0,1,2,0,0,0,3
4185,0,1,2,0,1,0,0,0
4187,0,0,1,3,3,0,1,0
4188,0,0,2,1,0,0,0,0
4189,0,0,0,0,0,0,0,0
4191,0,1,1,0,2,3,0,0
4193,0,0,0,2,0,0,0,3
4194,6,1,0,2,2,0,0,0
4195,0,1,2,1,2,2,0,0
4196,0,1,1,0,2,0,0,0
4197,0,1,1,1,0,0,0,0
4198,0,2,2,1,2,3,0,1
4200,0,2,1,1,2,0,1,1
4201,4,0,0,2,2,2,0,0
4202,0,1,3,0,0,1,0,0
4203,0,2,0,1,1,0,0,0
4206,0,1,2,1,0,0,0,0
4208,0,1,3,1,0,0,0,3
4209,0,2,1,0,0,1,0,0
4210,0,1,3,1,0,0,0,0
4211,0,1,0,1,0,0,0,0
4215,1,1,3,5,2,1,0,1
4216,0,0,0,2,0,4,0,3
4218,0,0,2,0,0,0,0,0
4219,8,0,0,7,3,2,0,0
4220,0,0,0,1,0,0,0,0
4221,4,0,0,1,4,4,0,0
4223,0,0,1,2,0,0,1,3
4224,0,2,0,4,2,0,2,0
4226,0,1,2,1,0,0,0,0
4230,0,0,1,2,3,3,0,1
4231,0,1,2,1,0,3,0,1
4232,2,0,2,0,0,0,0,3
4233,0,1,4,0,0,0,0,0
4235,0,2,0,1,1,2,0,1
4237,0,1,2,1,2,0,0,0
4238,1,0,2,5,10,11,0,1
4239,3,1,1,1,0,1,0,0
4240,3,0,0,5,2,0,0,1
4241,0,1,3,1,1,0,0,1
4243,0,1,0,4,3,6,0,1
4244,0,1,2,1,0,0,0,3
4246,0,1,0,1,1,0,0,3
4247,0,0,0,2,2,0,0,0
4249,0,0,3,1,0,0,0,0
4250,0,0,1,1,2,0,0,3
4252,3,1,4,3,0,1,0,0
4253,0,2,2,1,0,0,0,1
4255,0,0,0,5,2,0,0,1
4256,1,1,0,1,1,2,0,3
4257,1,1,2,0,2,0,0,3
4258,0,2,2,0,2,0,1,0
4259,0,0,0,2,1,0,0,0
4260,0,0,0,6,1,0,0,3
4262,0,0,0,2,0,0,0,1
4264,0,1,3,0,0,0,0,0
4272,0,1,1,3,1,3,0,1
4273,0,0,0,2,2,0,2,1
4274,0,0,1,2,1,3,0,1
4275,3,1,3,0,0,0,0,3
4276,0,0,2,1,0,2,0,0
4277,0,0,0,4,2,4,0,1
4278,0,1,0,1,1,0,0,0
4279,3,0,0,4,1,0,1,3
4281,0,1,3,1,0,0,0,0
4283,0,1,0,1,3,0,1,0
4284,9,0,0,2,2,5,0,0
4285,0,0,0,2,2,0,0,1
4286,8,1,1,4,3,2,0,0
4288,1,0,0,2,0,2,0,3
4293,4,0,2,1,0,1,0,0
4295,0,2,1,1,1,0,0,3
4298,3,0,3,1,3,6,0,3
4299,4,1,0,4,1,0,1,0
4303,0,1,2,0,0,0,0,0
4309,0,2,1,0,4,2,0,0
4317,0,3,1,0,0,0,0,0
4318,0,1,2,1,3,0,0,3
4321,0,0,0,0,2,0,0,3
4322,5,2,1,0,1,0,0,3
4323,0,0,2,3,2,4,0,0
4324,4,0,0,2,0,0,0,3
4325,11,1,0,7,3,7,0,3
4330,0,1,0,2,2,0,0,0
4332,0,0,2,1,0,0,0,1
4333,0,0,2,2,1,0,1,1
4334,0,2,2,1,1,0,0,0
4335,0,1,1,2,2,4,0,1
4336,5,1,0,4,1,0,2,0
4337,8,0,3,6,6,0,2,0
4339,0,0,2,1,0,0,0,0
4340,13,2,2,1,5,0,2,0
4341,3,1,4,2,0,0,0,0
4348,0,0,1,2,0,0,0,1
4350,0,0,1,1,2,0,0,3
4352,1,2,1,0,2,0,0,3
4354,0,1,1,1,2,0,0,0
4355,0,1,1,2,3,0,0,0
4356,0,0,0,4,2,4,0,0
4357,0,1,2,2,0,0,0,0
4358,1,0,1,2,0,2,0,1
4365,0,1,4,4,1,5,0,1
4366,9,1,2,1,0,0,1,3
4367,0,0,2,1,1,0,0,0
4368,0,0,1,2,0,0,0,0
4370,0,1,1,0,2,2,0,1
4371,0,2,0,4,1,0,0,1
4372,0,1,1,0,2,0,0,0
4373,0,1,0,1,0,0,0,0
4374,0,1,3,1,0,0,0,3
4375,4,1,0,0,2,0,0,0
4376,0,2,2,1,5,0,1,3
4377,1,1,3,0,2,0,0,0
4378,0,0,2,1,3,0,1,0
4380,0,1,2,1,0,1,0,0
4381,2,0,0,0,3,0,1,1
4383,0,2,1,1,0,0,0,1
4384,0,1,2,2,2,0,0,0
4387,0,1,1,4,1,0,2,3
4388,0,1,2,0,0,0,0,0
4389,0,3,1,0,0,0,0,1
4390,0,2,1,1,2,1,0,1
4392,3,1,2,1,3,1,0,0
4393,5,0,0,0,3,3,0,0
4394,0,1,2,0,2,0,0,3
4395,0,2,1,1,0,2,0,0
4399,0,1,1,3,6,4,0,3
4403,0,2,1,1,0,0,0,0
4404,0,1,0,1,1,0,1,3
4405,8,1,3,5,0,8,0,3
4407,0,0,0,2,2,0,0,3
4409,0,1,1,0,2,0,0,0
4410,0,1,0,4,2,0,1,0
4412,0,1,1,2,2,2,0,3
4413,0,1,1,0,0,0,0,0
4414,0,1,2,1,0,1,0,0
4415,11,1,2,1,2,3,0,1
4416,6,0,0,6,2,3,0,0
4417,0,0,2,4,1,4,0,3
4420,0,1,0,2,0,3,0,1
4421,0,0,2,1,2,0,0,0
4423,0,2,2,1,5,0,0,3
4424,0,2,2,1,2,2,0,0
4425,0,2,0,0,0,2,0,0
4426,0,1,2,0,2,0,0,0
4427,0,1,0,2,0,0,0,0
4428,0,1,0,0,0,0,0,0
4430,8,0,0,8,1,0,1,3
4431,0,2,1,0,0,0,0,0
4432,0,0,1,2,2,0,0,0
4434,0,1,0,1,2,0,0,0
4435,0,0,0,1,1,0,0,0
4436,0,2,0,1,0,0,0,0
4438,0,0,0,2,3,3,0,3
4439,0,0,0,2,2,2,0,0
4440,0,1,2,3,2,2,0,1
4441,0,0,1,1,1,2,0,0
4443,0,0,0,0,0,0,0,0
4444,0,1,4,3,0,1,0,0
4445,0,1,1,0,0,0,0,3
4446,0,2,1,3,0,0,0,0
4450,0,0,0,2,3,0,0,0
4451,5,1,0,5,4,0,0,3
4452,0,0,3,1,0,2,0,0
4453,6,1,2,1,0,0,0,0
4456,0,1,2,2,0,2,0,0
4457,0,0,2,1,0,0,0,0
4458,0,2,2,1,4,0,2,1
4459,0,1,2,1,1,0,0,0
4460,0,0,2,2,2,0,0,0
4461,0,0,0,0,0,0,0,0
4464,5,1,2,0,0,0,0,1
4465,1,1,2,1,2,0,0,3
4466,1,1,3,1,2,0,0,0
4468,5,1,4,2,0,0,0,0
4469,0,2,1,0,0,0,0,1
4470,0,1,2,0,2,0,0,3
4471,0,0,3,0,1,1,0,0
4472,0,0,3,1,1,3,0,0
4473,4,3,1,0,0,0,0,0
4475,0,0,2,4,3,3,0,3
4476,0,1,1,0,0,2,0,0
4477,0,0,0,2,2,1,0,1
4478,0,1,1,1,2,0,0,3
4479,0,2,0,1,0,0,0,0
4482,0,2,1,1,0,0,0,3
4483,0,1,0,2,0,2,0,1
4484,0,1,0,2,3,2,0,0
4487,5,1,2,1,2,0,1,3
4488,0,0,0,0,9,0,0,0
4490,13,2,2,1,4,0,1,0
4491,0,1,0,1,0,0,0,0
4494,7,2,1,2,1,0,0,3
4497,0,2,1,1,2,2,0,0
4498,0,0,3,0,0,0,0,0
4499,0,0,0,2,2,0,0,1
4501,0,1,0,4,2,2,0,1
4503,6,1,0,5,2,0,0,3
4504,0,1,2,0,0,0,0,0
4506,0,2,1,1,1,3,0,0
4508,8,1,3,5,0,0,2,0
4509,0,0,1,5,7,0,1,0
4511,1,2,2,1,0,3,0,0
4512,5,1,2,7,0,3,2,0
4514,0,2,1,0,2,2,0,1
4516,0,1,2,2,0,0,2,3
4517,0,1,4,0,2,2,0,0
4519,0,0,0,0,2,0,0,0
4520,0,3,1,0,0,0,0,0
4521,0,1,0,4,0,2,0,3
4524,0,0,0,0,0,0,0,0
4525,0,1,4,0,0,0,0,0
4526,5,1,2,7,2,4,0,1
4527,0,0,2,1,0,0,0,0
4528,7,2,1,1,0,0,0,0
4529,0,0,0,2,2,0,0,1
4530,0,0,0,0,0,0,0,0
4531,9,1,2,5,0,6,0,0
4533,0,0,0,2,2,0,1,0
4538,6,1,0,7,1,3,0,3
4540,0,0,1,2,2,2,0,1
4543,3,0,0,1,0,0,0,0
4545,0,0,0,1,0,0,0,0
4546,0,1,3,0,0,0,0,0
4553,0,2,1,1,1,3,0,3
4554,1,0,1,2,0,0,0,3
4556,0,2,1,0,0,0,0,0
4557,3,1,1,1,1,2,0,0
4558,0,2,1,1,2,0,1,0
4560,0,1,1,0,0,0,0,0
4561,0,0,1,0,2,1,0,0
4563,0,2,2,0,2,0,0,0
4564,8,0,1,2,2,0,1,1
4565,0,0,0,0,2,0,0,0
4567,5,0,0,2,2,6,0,1
4568,0,1,4,1,0,2,0,3
4569,0,1,2,1,0,0,0,0
4570,0,2,1,1,2,3,0,3
4574,0,0,1,2,2,1,0,0
4577,0,1,1,1,0,0,0,3
4579,0,0,3,0,2,0,0,0
4580,0,0,0,0,0,0,0,0
4581,0,1,0,2,0,1,0,0
4582,0,1,1,0,2,0,0,0
4583,0,1,3,0,1,1,0,0
4585,0,1,4,0,0,0,0,0
4586,0,0,0,2,3,0,0,3
4588,0,1,0,2,0,0,0,1
4589,1,0,1,1,0,0,0,0
4590,0,0,3,0,2,3,0,3
4591,0,2,1,0,0,0,0,0
4593,0,1,0,3,2,2,0,0
4594,0,0,0,2,3,0,0,0
4595,0,0,2,0,0,0,0,0
4597,0,0,0,0,2,0,0,0
4599,0,0,0,2,2,1,0,3
4600,0,1,2,0,0,3,0,3
4601,1,0,1,7,0,0,2,0
4603,5,1,2,0,0,0,0,0
4605,0,1,1,0,0,0,0,3
4606,2,2,2,1,0,1,0,0
4607,0,0,2,1,0,0,0,0
4609,0,0,0,0,1,0,0,0
4611,0,0,3,0,4,0,0,0
4612,0,1,0,1,4,2,0,3
4615,0,0,0,0,2,4,0,3
4616,0,0,0,2,2,0,0,1
4617,0,1,0,1,2,0,0,0
4618,0,1,3,1,0,0,0,3
4619,0,1,0,0,2,0,0,0
4623,0,0,0,0,1,0,0,0
4625,7,1,2,0,0,0,0,0
4626,1,1,2,0,0,0,0,0
4627,5,0,0,4,2,0,0,3
4631,8,1,1,1,7,5,0,1
4635,0,2,2,5,2,1,0,0
4636,0,1,3,1,2,0,1,0
4637,0,1,2,1,3,0,1,3
4638,0,1,0,2,0,0,1,0
4639,0,3,1,0,1,0,0,3
4641,0,0,1,2,1,0,1,0
4643,0,0,0,2,0,0,0,0
4644,0,0,0,7,3,0,2,3
4648,0,1,0,0,0,0,0,0
4653,0,2,0,1,1,2,0,0
4654,0,1,1,1,0,0,0,0
4655,0,2,2,0,0,0,0,3
4657,0,0,1,1,0,0,0,0
4659,0,0,0,0,0,0,0,0
4660,2,0,0,2,2,3,0,3
4664,0,2,1,1,2,5,0,1
4667,0,2,2,1,2,3,0,0
4672,0,0,0,0,0,0,0,0
4673,0,0,1,0,2,0,0,0
4674,4,1,0,0,0,0,0,0
4676,5,0,0,2,3,4,0,1
4677,0,0,0,2,0,0,0,0
4678,0,2,0,2,2,0,1,1
4679,0,0,0,2,3,0,0,0
4681,0,1,0,2,0,0,0,1
4682,0,1,2,3,5,0,1,3
4683,0,1,0,1,0,0,0,0
4686,1,0,2,3,2,0,0,1
4687,0,1,3,1,2,1,0,0
4689,0,2,1,2,0,1,0,3
4690,0,2,2,0,2,0,0,0
4691,0,0,0,2,0,0,0,0
4692,0,1,1,0,0,0,0,0
4695,0,1,0,3,0,0,0,0
4696,0,0,0,2,2,0,1,1
4697,0,1,1,0,1,0,0,0
4699,1,1,2,0,0,0,0,0
4700,0,1,3,1,0,1,0,3
4706,8,0,1,2,2,0,0,3
4734,1,1,2,1,0,0,0,1
4747,5,0,0,2,0,0,0,0
4756,0,1,4,0,0,0,0,0
4757,0,2,0,0,0,0,0,0
4759,2,1,0,0,0,0,0,3
4762,5,1,1,1,0,0,0,0
4826,0,0,1,0,0,0,0,0
4848,0,0,0,1,0,0,0,0
4849,0,0,0,2,4,0,0,1
4865,0,0,1,2,3,0,0,3
5003,0,2,1,0,0,0,0,0
5005,0,0,3,0,1,0,0,0
5007,0,1,3,1,2,1,0,3
5008,4,1,1,0,0,0,0,0
5012,0,1,3,2,3,3,0,3
5013,0,1,2,0,0,1,0,0
5014,0,1,1,1,3,0,0,0
5021,7,0,0,2,2,3,0,0
5022,0,2,0,1,1,0,0,3
5023,13,0,0,3,3,3,0,3
5025,0,0,0,2,0,0,0,3
5027,0,1,0,1,3,2,0,0
5028,0,1,0,1,2,0,0,1
5029,0,1,4,1,3,0,0,0
5030,0,2,2,1,0,0,0,3
5031,5,1,0,4,5,0,1,3
5033,8,0,0,2,2,5,0,0
5034,10,1,0,1,0,3,0,0
5035,0,1,3,4,0,0,0,1
5036,0,1,0,3,1,4,0,0
5037,0,0,0,2,0,1,0,1
5039,0,0,1,5,10,5,0,3
5041,0,1,3,1,2,3,0,0
5043,0,1,3,0,0,0,1,0
5044,0,1,4,1,0,0,0,1
5045,1,0,2,4,0,0,1,3
5046,0,0,0,6,2,0,0,3
5048,0,1,2,1,2,0,0,1
5049,0,1,2,1,0,0,0,3
5051,8,0,0,2,2,0,2,0
5054,0,0,0,2,0,2,0,1
5055,5,1,0,4,1,0,0,3
5056,0,1,0,2,2,0,0,0
5057,0,1,0,1,2,1,0,1
5058,0,2,3,0,1,0,0,0
5059,0,1,3,0,0,0,0,0
5060,7,0,0,2,0,0,0,1
5062,0,0,3,0,2,0,0,0
5063,0,1,2,0,2,1,0,0
5064,0,0,0,2,2,0,0,0
5065,0,2,2,0,3,0,0,1
5066,0,0,1,2,3,0,1,0
5070,0,0,2,1,2,0,0,0
5071,0,1,0,5,3,0,0,3
5075,3,0,2,1,0,0,0,0
5076,0,1,3,1,0,0,0,3
5078,6,0,3,0,4,3,0,3
5079,0,0,1,6,5,5,0,0
5080,1,1,0,3,4,0,0,0
5081,0,1,1,0,0,0,0,0
5082,0,0,0,2,3,0,0,1
5085,0,1,2,3,2,0,1,1
5087,0,0,2,2,1,2,0,1
5088,0,0,1,1,2,1,0,0
5090,0,0,1,2,6,4,0,3
5091,5,1,0,4,0,0,0,1
5092,5,0,0,3,2,0,1,3
5093,0,0,0,0,0,0,0,0
5094,5,2,2,1,3,4,0,3
5095,0,2,0,1,2,3,0,0
5096,7,2,1,1,4,2,0,3
5097,0,2,2,1,1,0,0,0
5098,0,2,0,0,0,0,0,0
5099,0,0,0,3,0,2,0,0
5100,0,0,2,0,0,0,0,0
5101,0,2,3,0,0,0,0,0
5102,0,0,3,0,0,0,0,0
5104,0,1,2,1,0,0,0,0
5105,0,1,4,2,1,2,0,3
5106,0,1,2,0,0,2,0,0
5107,0,2,2,0,0,0,0,0
5108,8,0,0,0,2,4,0,1
5109,2,0,0,1,0,0,0,0
5110,0,1,0,1,0,0,0,1
5113,0,1,2,1,2,0,0,0
5115,4,0,0,2,0,0,0,1
5116,8,1,0,5,0,0,0,0
5117,0,2,1,1,2,0,1,1
5118,0,0,2,1,1,0,0,0
5119,0,0,4,0,0,0,0,0
5122,0,1,1,0,0,0,0,0
5123,0,1,0,5,0,4,0,3
5124,8,1,0,5,2,0,2,0
5125,0,0,4,0,0,0,0,0
5126,0,0,0,2,0,0,0,0
5127,0,1,3,1,1,1,0,3
5132,0,0,0,0,1,0,0,0
5133,0,1,2,0,3,0,0,0
5134,0,0,0,5,0,0,0,1
5135,0,2,1,1,3,0,0,0
5136,7,1,2,0,6,0,0,1
5137,1,0,0,2,1,2,0,3
5139,6,0,3,0,0,0,0,0
5141,0,0,0,2,3,3,0,3
5142,0,1,1,0,1,3,0,1
5143,0,2,1,0,0,0,0,0
5144,9,1,0,4,1,2,0,0
5145,7,0,0,4,0,1,2,0
5146,6,2,0,3,1,0,0,0
5147,6,1,3,4,3,0,1,1
5148,0,0,2,2,0,0,0,0
5149,0,0,0,2,0,0,0,0
5150,0,2,1,0,0,0,0,3
5151,0,0,3,1,3,0,0,0
5154,7,3,1,0,2,0,1,0
5155,9,1,2,8,0,0,2,1
5156,9,1,2,1,2,0,0,0
5157,0,1,2,1,1,0,0,0
5159,0,0,1,1,1,0,0,0
5160,0,1,0,1,1,2,0,3
5162,0,1,1,4,0,0,0,3
5165,9,0,0,6,2,3,0,0
5166,8,0,1,4,3,0,2,0
5167,0,1,0,4,2,0,1,1
5168,0,1,0,1,1,1,0,3
5170,0,1,2,0,0,0,0,0
5172,0,0,0,0,0,0,0,0
5173,4,2,1,1,2,1,0,0
5174,0,0,1,3,0,0,0,0
5175,0,2,1,1,2,0,0,3
5179,0,0,0,0,0,0,0,0
5182,0,1,2,0,0,0,0,0
5183,0,0,3,1,3,0,0,0
5184,0,2,1,1,1,0,0,0
5185,0,1,1,0,1,0,0,0
5186,5,0,0,2,2,0,0,0
5188,0,0,0,1,0,0,0,0
5189,10,0,2,5,2,5,0,1
5190,0,1,4,3,4,3,0,3
5191,5,1,3,4,4,0,0,3
5192,2,0,4,0,4,2,0,0
5193,8,1,3,1,4,2,0,0
5196,0,0,2,1,0,0,1,0
5197,0,0,0,3,3,2,0,1
5198,0,1,3,1,2,0,0,0
5199,0,1,3,1,2,2,0,1
5203,0,1,0,0,0,0,0,0
5204,0,0,2,1,0,0,0,0
5205,0,0,1,2,0,2,0,3
5206,0,0,2,2,1,2,0,1
5207,1,1,1,1,0,1,0,3
5210,1,1,2,5,0,2,0,3
5211,1,1,3,2,0,3,0,0
5214,0,2,1,2,0,0,0,0
5215,0,1,2,3,0,0,0,0
5216,6,1,0,5,2,0,1,3
5218,0,1,3,1,2,0,0,1
5219,0,1,0,1,1,0,0,3
5220,0,1,0,4,2,0,0,1
5221,0,0,3,0,0,0,0,0
5224,1,1,3,1,0,0,0,3
5226,5,2,1,1,0,0,0,0
5231,7,1,1,0,6,3,0,0
5232,7,2,1,0,2,0,0,3
5233,5,0,0,4,1,0,1,0
5234,0,0,1,2,3,0,2,0
5235,0,1,2,1,1,2,0,3
5236,1,1,3,1,1,4,0,0
5239,0,2,1,0,2,3,0,1
5240,0,1,1,1,0,0,0,0
5241,0,2,2,1,2,0,1,0
5242,0,2,2,1,2,2,0,0
5244,0,1,0,2,0,0,0,0
5245,9,1,2,1,2,0,2,0
5246,3,2,0,1,0,0,0,0
5247,2,0,0,4,4,0,1,3
5248,0,1,0,0,2,0,0,0
5250,7,0,1,6,0,0,0,1
5251,0,1,4,1,0,0,0,0
5252,0,2,1,1,2,2,0,0
5253,0,0,0,6,2,0,1,3
5254,0,2,2,2,1,0,0,0
5255,0,1,0,1,0,0,0,0
5256,0,0,0,0,0,0,0,0
5257,0,0,1,1,0,0,0,0
5258,0,0,3,0,0,0,0,0
5259,8,0,1,1,0,0,0,0
5260,9,0,0,8,3,0,2,3
5261,0,1,0,2,2,0,2,0
5262,0,2,1,1,0,2,0,0
5263,0,1,2,1,2,2,0,0
5264,4,1,0,1,0,0,0,0
5265,0,1,2,1,0,0,0,3
5266,0,0,1,4,3,0,0,1
5267,0,0,3,0,0,0,0,0
5269,0,1,1,0,0,0,0,0
5270,0,1,0,3,1,1,0,3
5272,0,1,4,0,3,2,0,0
5273,0,0,0,0,0,2,0,0
5275,0,2,1,0,2,0,2,1
5278,0,1,2,3,0,4,0,3
5279,0,1,0,0,0,0,0,1
5280,0,1,4,1,0,0,0,0
5282,0,0,2,0,2,2,0,0
5285,0,1,2,1,2,0,1,0
5286,0,0,1,1,3,0,0,1
5287,4,1,2,1,0,0,1,0
5288,2,0,0,10,2,0,1,1
5290,9,0,1,2,2,2,0,0
5291,0,1,4,0,0,0,0,0
5292,0,0,0,2,2,3,0,0
5293,0,0,1,2,0,3,0,0
5295,1,2,2,1,0,0,0,3
5296,0,1,0,1,0,0,0,0
5297,0,2,2,0,0,0,0,0
5298,0,2,1,1,2,2,0,0
5299,0,1,2,3,0,0,0,0
5300,0,1,0,5,2,0,0,3
5301,0,1,1,3,0,0,0,1
5303,0,2,0,1,0,0,0,0
5304,4,1,1,0,0,0,0,0
5306,0,0,2,1,0,0,0,0
5307,0,0,0,2,2,2,0,3
5308,7,0,2,1,0,0,0,0
5309,0,0,1,2,2,0,1,1
5310,0,0,0,0,2,0,0,0
5311,1,2,1,0,2,0,0,0
5312,6,0,0,4,2,3,0,3
5313,0,0,2,4,4,3,0,3
5314,9,1,2,2,2,0,0,1
5316,3,0,0,5,4,0,0,3
5317,4,0,0,4,0,1,0,0
5319,0,2,2,1,2,2,0,0
5320,0,0,0,2,2,4,0,0
5321,0,0,2,0,1,0,0,3
5323,0,0,1,0,4,0,0,0
5325,0,2,1,1,2,6,0,0
5326,0,1,2,1,0,0,2,3
5327,0,1,0,1,0,1,0,0
5328,0,0,0,0,0,0,0,0
5329,2,1,3,0,1,0,0,0
5330,13,1,0,4,2,0,2,0
5331,8,1,4,6,4,0,2,3
