Store Nbr,Brilliant Roses WS (20),Mixed BQT Plt (81),Mixed BQT Dbl Bkt WS (18),Mixed BQT Dbl Plt (234),Rose Lily Dbl Bkt WS (20),Small Bqt Dbl Bkt WS (32),Wild Mix Plt (54),Tulips Dbl Bkt WS (28)
856,0,1,2,3,0,1,0,0
857,0,2,0,4,5,0,0,1
858,0,0,2,2,1,0,0,0
859,2,0,0,5,1,0,0,1
860,0,1,1,7,2,0,2,1
861,5,2,1,1,2,0,1,0
862,0,1,3,6,1,3,0,1
863,0,0,0,2,0,0,0,0
864,0,1,0,3,4,2,0,1
865,9,2,0,4,2,1,0,1
866,0,0,1,3,2,0,1,1
867,5,0,0,2,1,5,0,3
868,9,2,2,1,2,3,0,1
869,7,0,0,6,0,0,1,0
870,0,0,1,2,3,3,0,3
872,6,1,0,6,2,3,0,1
874,0,1,1,5,0,0,0,0
875,0,1,1,1,0,0,0,0
876,0,1,4,0,2,0,0,0
877,0,1,2,2,1,0,0,1
878,0,1,0,2,1,0,0,1
879,0,0,0,2,0,1,0,0
880,6,1,2,4,4,2,0,3
881,0,1,3,1,1,0,0,3
882,0,2,2,1,0,0,0,3
884,0,0,0,2,1,3,0,3
885,0,2,1,1,0,0,0,3
886,1,1,0,3,0,1,0,3
887,0,2,0,5,1,2,0,0
888,0,1,2,0,2,0,0,0
889,0,2,1,0,1,0,0,0
890,0,1,2,6,2,0,0,3
891,0,1,2,1,0,0,0,3
892,1,0,1,3,2,2,0,0
894,1,1,0,2,0,0,0,1
896,6,1,0,5,2,0,1,0
897,6,1,1,3,0,0,0,0
899,0,2,0,3,0,0,0,0
900,4,2,3,0,0,0,0,0
901,8,1,2,4,2,0,0,0
902,0,1,4,1,0,0,0,0
903,0,0,0,0,1,0,0,0
904,0,0,0,4,2,1,0,3
905,5,0,0,2,1,3,0,0
906,0,0,1,6,3,0,0,1
907,0,1,2,2,0,2,0,0
908,0,1,0,2,0,0,0,1
909,0,0,0,2,0,0,0,1
910,0,1,2,3,0,0,2,3
911,0,1,0,4,0,0,1,3
912,0,0,0,2,2,0,0,0
913,0,0,0,2,0,0,0,3
914,0,0,2,1,2,0,0,3
915,4,0,0,8,2,0,2,3
916,0,2,0,4,1,2,0,3
917,5,1,1,2,1,0,0,0
918,1,1,2,4,1,0,0,0
919,0,0,1,2,2,0,0,0
920,0,2,1,1,1,0,1,0
921,0,2,1,1,1,0,0,0
922,0,1,2,1,2,6,0,0
923,0,0,0,3,0,0,0,3
924,1,0,0,2,3,6,0,3
927,8,1,0,4,2,0,1,1
928,0,1,0,6,2,0,0,1
929,0,0,0,5,0,4,0,0
930,0,0,2,2,0,0,0,0
931,0,0,0,5,0,4,0,3
932,0,0,2,4,2,2,0,0
933,0,0,2,2,0,6,0,1
934,0,0,2,2,2,0,0,0
935,0,1,4,3,1,1,0,3
936,0,0,0,2,2,2,0,1
937,0,1,1,0,1,2,0,0
938,0,1,4,0,0,0,0,0
939,4,1,1,3,0,0,0,0
940,7,2,1,2,2,1,0,0
941,0,1,4,3,3,1,0,3
942,2,0,0,6,1,0,0,1
943,0,1,3,4,1,0,0,1
944,0,1,0,2,2,0,1,1
945,9,1,1,4,2,0,0,1
947,1,0,2,1,3,0,0,0
948,0,1,1,3,2,1,0,0
950,0,2,2,1,0,0,0,0
952,0,0,0,5,1,3,0,3
953,1,0,0,2,0,2,0,3
954,0,1,0,2,2,0,0,0
955,0,0,0,6,1,0,0,1
958,0,1,3,1,0,1,0,1
959,7,2,1,3,1,0,0,0
960,0,2,1,2,2,5,0,0
961,0,0,0,2,2,0,0,0
962,4,1,2,1,1,0,0,0
963,6,1,2,6,3,0,2,3
964,9,0,0,6,0,0,1,3
965,6,2,1,1,0,0,0,3
966,0,1,0,1,0,2,0,3
967,0,2,0,1,2,4,0,0
968,2,1,2,6,1,0,0,3
969,0,0,0,9,1,2,0,3
970,0,0,1,7,5,8,0,0
971,0,2,2,1,0,0,0,1
972,4,0,1,5,4,2,0,0
973,0,0,0,7,0,2,0,1
974,0,1,1,6,0,5,0,3
975,0,1,3,5,3,0,0,3
976,0,2,1,0,0,0,0,0
978,1,1,1,0,0,0,0,1
979,0,1,3,1,1,0,0,1
980,9,2,2,1,0,4,0,0
981,0,0,0,2,4,2,0,0
982,1,0,0,0,0,0,0,3
984,0,0,0,4,1,1,0,3
985,0,1,0,2,0,0,0,3
987,0,0,0,3,0,0,0,0
988,0,2,1,2,2,2,0,3
989,0,2,1,2,2,0,0,1
990,0,0,2,2,2,0,0,1
991,0,2,1,1,0,1,0,0
992,1,1,4,2,1,2,0,3
993,0,1,2,1,0,0,0,3
994,0,0,0,6,3,4,0,0
995,0,0,0,2,0,0,0,0
998,0,1,3,1,1,2,0,1
999,9,1,1,4,1,3,0,0
1000,9,0,0,6,0,0,1,1
1001,5,1,4,3,2,5,0,0
1002,0,0,1,2,2,5,0,3
1003,0,0,1,4,0,0,0,3
1004,0,1,0,2,2,0,0,1
1005,0,1,0,1,0,0,0,3
1006,0,0,1,1,2,0,0,3
1007,0,2,1,1,1,0,0,0
1008,0,0,0,2,1,1,0,0
1009,0,1,2,5,0,0,1,3
1010,0,0,0,2,2,2,0,3
1011,0,0,1,3,3,2,0,0
1012,0,0,0,2,3,0,2,3
1014,1,1,2,1,2,2,0,0
1015,8,0,2,1,0,0,0,0
1016,0,0,0,2,2,0,0,0
1017,0,0,2,1,2,0,0,1
1018,0,1,3,0,2,0,0,0
1019,0,1,3,1,0,1,0,3
1020,1,1,0,1,2,0,0,1
1021,0,0,0,2,2,0,1,3
1022,7,0,1,5,1,0,1,0
1023,0,2,0,2,2,0,1,1
1024,0,0,3,0,2,0,0,0
1025,0,0,0,5,0,0,0,0
1026,0,0,0,4,6,4,0,3
1027,0,2,1,1,0,0,1,0
1028,0,2,2,1,0,3,0,0
1029,0,1,0,4,0,0,0,0
1030,0,1,2,3,2,2,0,1
1032,0,1,0,2,1,0,1,0
1033,0,2,1,3,6,3,0,1
1034,0,0,0,2,0,0,0,0
1035,0,1,2,1,2,0,0,0
1036,0,0,0,2,2,0,0,0
1037,0,1,3,5,2,6,0,3
1038,0,0,1,1,0,3,0,3
1039,0,0,0,2,1,3,0,0
1040,6,1,3,2,1,2,0,1
1041,8,0,2,6,0,2,0,0
1042,8,1,0,8,3,0,1,1
1043,0,2,3,0,0,0,0,0
1044,1,1,0,5,2,0,0,1
1045,1,0,0,2,1,0,0,3
1047,0,1,0,4,2,4,0,1
1048,0,2,0,1,2,0,0,1
1051,5,0,0,2,0,0,0,1
1052,0,1,0,1,0,0,0,0
1053,0,2,2,1,2,0,1,0
1054,0,0,0,2,2,0,0,3
1055,1,2,0,5,3,3,0,0
1056,0,2,0,1,1,0,1,3
1057,0,0,1,2,0,0,0,0
1058,0,0,1,2,0,0,0,0
1059,0,0,1,1,1,0,0,0
1060,0,1,0,4,2,0,0,0
1061,0,0,1,3,1,0,0,0
1062,4,1,1,5,2,2,0,0
1064,0,0,0,2,1,0,2,3
1065,0,1,2,2,2,0,0,0
1066,0,0,0,4,0,1,0,0
1068,0,1,1,3,0,4,0,0
1069,0,0,3,1,0,0,0,0
1070,0,1,1,3,0,0,0,0
1071,0,0,1,4,3,2,0,3
1072,0,1,3,3,2,0,0,0
1073,5,0,0,2,1,0,0,0
1074,0,0,0,2,3,0,0,1
1075,1,2,2,1,4,2,0,1
1076,0,0,3,1,0,0,0,0
1077,0,2,2,0,0,0,0,0
1079,0,0,2,4,1,1,0,3
1080,0,0,2,1,3,0,0,0
1081,0,1,3,2,0,4,0,1
1082,0,2,1,1,1,2,0,0
1083,0,0,1,5,2,0,0,0
1085,0,1,0,4,0,5,0,0
1086,1,0,2,6,0,7,0,0
1087,0,0,2,5,0,2,0,0
1088,0,0,0,4,3,2,0,0
1089,0,1,1,1,2,1,0,0
1090,0,1,4,2,1,3,0,0
1091,0,1,3,0,3,0,0,3
1093,5,0,0,2,3,0,0,3
1094,0,1,1,1,2,0,0,0
1096,0,1,2,1,0,1,0,0
1097,0,1,0,4,1,2,0,1
1098,4,0,2,2,0,0,0,0
1099,5,0,1,3,2,1,0,3
1100,0,1,1,1,1,2,0,0
1101,0,2,0,1,1,0,0,0
1102,0,1,3,1,2,0,0,0
1103,5,0,0,8,1,0,2,3
1104,0,1,0,5,1,3,0,1
1105,0,1,0,2,0,0,2,0
1106,0,0,0,2,0,2,0,0
1107,0,1,0,1,1,0,0,0
1108,0,0,2,0,1,0,0,0
1109,0,1,3,1,0,0,0,0
1110,0,1,0,1,0,0,0,0
1111,0,0,0,0,2,1,0,0
1112,0,1,1,2,2,0,0,0
1113,0,0,0,2,1,0,0,0
1114,3,2,1,1,0,0,0,0
1115,0,1,2,1,2,1,0,0
1116,0,0,2,1,3,2,0,0
1117,7,0,1,4,2,2,0,0
1118,3,1,0,8,0,3,0,0
1120,1,1,4,4,1,4,0,1
1121,0,1,3,1,0,0,0,0
1122,0,0,0,2,3,0,0,0
1123,0,1,2,1,1,0,0,3
1124,0,1,3,0,0,0,0,0
1125,1,1,1,2,0,0,0,3
1126,4,1,0,3,1,1,0,0
1128,0,1,4,4,0,0,0,3
1129,4,2,0,1,0,0,2,0
1130,0,0,2,2,2,0,0,0
1131,0,0,0,2,0,0,0,0
1132,0,3,2,7,3,0,2,3
1133,0,2,1,0,2,0,0,0
1134,0,2,0,1,3,0,2,3
1135,0,2,0,2,2,1,0,1
1136,0,0,0,2,2,2,0,1
1137,5,1,4,0,1,2,0,0
1139,0,2,2,1,2,1,0,3
1140,0,0,0,2,2,0,0,0
1141,0,1,1,3,0,5,0,1
1142,0,2,0,1,3,1,0,0
1143,0,1,1,1,1,0,0,0
1144,0,0,0,2,0,0,0,3
1146,0,0,0,8,2,0,0,1
1147,0,2,2,1,0,0,0,0
1148,1,0,0,5,0,3,0,0
1149,7,1,0,4,5,0,2,0
1150,1,1,2,2,2,0,0,0
1151,1,1,0,4,3,2,0,3
1152,1,1,3,1,2,3,0,0
1153,0,2,0,0,0,0,0,0
1154,4,1,0,3,1,0,0,0
1155,0,2,0,3,4,4,0,1
1156,0,0,1,4,0,0,0,0
1157,0,0,0,2,2,0,0,0
1158,0,1,3,1,2,0,1,0
1160,0,2,1,1,0,0,0,3
1161,1,1,0,3,3,2,0,0
1162,0,1,4,1,2,0,0,3
1163,0,0,0,2,1,0,0,3
1164,0,1,1,1,0,0,0,0
1165,0,0,0,4,2,0,1,1
1167,1,1,2,1,0,0,0,3
1168,0,1,1,5,0,0,0,0
1169,0,0,2,1,0,0,0,0
1170,0,1,2,0,0,0,0,0
1171,0,1,2,2,3,1,0,0
1172,0,2,1,2,1,2,0,0
1173,0,0,1,3,2,3,0,1
1174,0,1,2,1,2,0,0,0
1176,0,0,0,2,0,0,0,0
1177,1,2,1,1,2,1,0,3
1178,1,2,0,2,0,1,0,0
1179,0,1,0,1,0,0,0,0
1180,0,0,0,2,1,0,0,3
1181,0,1,0,1,2,0,0,0
1182,0,1,2,5,3,3,0,1
1183,0,0,0,2,2,0,0,1
1184,0,2,0,1,2,0,0,0
1185,5,1,1,1,0,1,2,0
1186,9,1,3,6,2,1,0,3
1187,0,0,3,0,0,0,0,0
1188,0,1,4,1,2,1,0,0
1190,0,1,1,1,3,2,0,0
1191,0,0,0,2,2,2,0,0
1192,0,1,2,6,1,1,0,0
1193,0,2,0,1,0,0,0,1
1194,0,0,0,2,1,2,0,0
1195,0,1,1,4,1,1,0,3
1196,0,1,2,0,0,0,0,0
1197,0,1,1,3,10,0,2,0
1198,4,1,1,1,0,1,2,0
1199,4,1,2,1,2,0,0,0
1200,6,2,0,1,1,3,0,0
1201,0,1,0,4,1,3,0,0
1202,0,0,1,2,3,2,0,1
1203,0,1,0,5,4,3,0,0
1204,0,2,0,0,0,0,0,0
1205,0,0,0,5,0,3,0,1
1206,0,2,1,1,1,0,0,3
1207,0,1,3,1,0,2,0,0
1209,0,0,0,2,2,0,1,0
1210,0,0,0,2,1,0,0,0
1211,8,0,0,2,2,0,0,1
1212,0,0,0,3,0,1,0,0
1213,0,1,0,7,1,0,0,3
1214,0,1,1,0,0,0,0,0
1215,0,0,0,2,1,2,0,0
1216,5,0,0,5,0,0,0,3
1217,0,0,1,3,2,0,0,0
1218,13,0,0,5,3,4,0,0
1219,0,1,0,4,1,1,0,0
1220,0,2,0,4,2,0,0,1
1221,1,2,0,2,0,0,0,3
1222,0,1,0,2,1,0,1,0
1223,0,1,4,1,2,3,0,0
1224,0,0,1,2,1,0,2,1
1225,0,0,0,2,2,2,0,0
1226,0,1,2,1,0,2,0,0
1227,0,2,2,1,2,2,0,0
1228,6,0,0,2,0,6,0,0
1229,0,1,0,1,0,0,0,0
1230,2,0,1,4,1,2,0,3
1231,8,2,2,1,0,6,0,0
1232,5,1,0,5,2,1,0,1
1233,0,0,0,2,2,0,0,0
1234,0,0,3,1,0,2,0,0
1235,4,2,1,2,0,2,0,0
1236,0,0,1,3,1,5,0,0
1237,0,0,0,3,0,0,1,1
1238,0,0,2,3,0,0,0,1
1239,0,1,3,0,0,0,0,0
1240,0,2,0,3,3,0,0,0
1241,1,0,0,3,0,0,0,3
1242,0,1,3,1,1,4,0,1
1243,0,2,2,1,0,0,0,0
1244,0,1,3,1,0,0,0,0
1245,0,0,0,6,3,4,0,0
1247,0,1,3,1,2,2,0,0
1248,0,2,1,0,0,2,0,0
1249,8,0,1,2,2,4,0,0
1252,0,1,1,0,2,0,0,3
1253,5,0,1,3,1,0,1,0
1254,6,0,0,4,1,0,1,0
1255,0,1,4,1,1,3,0,0
1256,1,0,0,2,0,4,0,0
1257,5,2,1,0,2,0,0,0
1259,0,1,3,1,2,0,0,0
1260,0,1,2,3,3,0,0,3
1261,0,2,0,4,3,0,0,3
1263,0,2,1,1,3,1,0,1
1264,0,0,0,2,2,0,0,0
1265,0,2,1,1,0,0,0,0
1266,0,2,1,1,0,0,0,0
1267,0,1,2,1,0,0,0,0
1268,0,2,1,1,2,0,0,0
1270,0,2,1,1,0,0,0,3
1271,0,0,0,2,1,0,0,1
1272,6,1,2,3,2,0,0,0
1273,0,1,1,6,3,3,0,1
1274,0,1,2,1,1,4,0,0
1275,0,2,1,0,2,0,0,0
1276,0,1,3,1,2,4,0,1
1277,0,1,3,1,0,0,0,1
1279,7,1,1,3,1,3,0,1
1280,0,1,0,3,2,0,0,0
1281,0,0,2,1,2,0,0,0
1282,0,1,1,0,0,0,0,3
1283,0,1,2,3,2,2,0,0
1284,0,2,2,1,2,0,2,0
1285,1,2,1,1,2,0,0,3
1286,0,1,1,0,2,2,0,0
1287,0,1,2,4,2,0,2,1
1288,0,2,2,1,1,0,0,0
1289,0,1,2,1,0,0,0,0
1290,0,0,2,4,1,0,1,0
1291,6,1,2,2,1,3,0,3
1292,0,0,1,3,1,0,0,1
1293,6,1,0,3,2,0,1,0
1294,3,2,1,3,0,0,0,3
1295,0,2,2,1,0,0,0,0
1296,7,1,2,5,2,2,0,0
1297,0,1,0,2,0,2,0,0
1298,0,0,0,2,1,5,0,1
1299,5,2,2,1,1,3,0,0
1300,0,1,2,2,1,0,0,1
1301,0,2,1,1,0,0,0,0
1302,0,2,2,1,0,1,0,0
1303,7,0,1,4,0,2,0,0
1304,0,2,0,1,4,6,0,3
1305,0,1,2,1,2,5,0,3
1306,7,2,1,3,2,4,0,0
1307,0,0,2,4,1,3,0,3
1308,0,2,1,1,2,2,0,3
1309,0,1,0,2,0,0,0,0
1310,0,0,0,2,1,2,0,3
1311,0,1,1,3,2,4,0,1
1312,0,1,0,2,2,0,1,0
1313,12,1,3,0,2,0,2,0
1314,0,2,0,3,0,1,0,0
1315,2,0,0,2,1,0,0,3
1316,0,2,1,1,1,0,0,0
1317,0,1,4,1,0,0,0,0
1318,0,0,0,2,0,1,0,0
1319,0,0,0,2,0,0,0,0
1320,0,2,2,1,0,0,0,0
1321,0,0,2,6,2,0,0,3
1322,0,2,1,1,4,0,2,1
1324,12,1,0,4,5,0,2,0
1326,5,0,0,2,1,4,0,3
1327,0,1,2,1,2,1,0,3
1328,2,1,3,0,0,0,0,0
1329,5,2,1,1,5,5,0,3
1330,0,1,2,1,1,2,0,3
1331,0,2,2,1,1,0,0,0
1332,5,1,0,2,0,0,2,3
1333,0,0,0,2,2,0,1,3
1334,5,2,1,1,3,1,0,0
1335,0,2,0,0,1,3,0,1
1337,0,1,2,3,4,0,1,0
1338,0,2,1,1,2,4,0,1
1339,0,0,0,3,0,4,0,0
1340,0,2,1,1,2,1,0,0
1341,0,2,1,1,2,1,0,0
1342,1,0,0,2,2,0,0,0
1344,0,0,0,0,0,0,0,3
1345,0,0,0,2,3,0,0,1
1346,0,0,0,2,1,0,0,3
1347,4,2,1,1,1,0,0,0
1348,0,0,2,2,3,0,2,3
1349,0,1,4,3,1,0,0,1
1350,0,1,0,3,0,2,0,0
1351,0,2,3,4,0,0,0,0
1352,0,2,0,3,2,0,0,0
1353,0,1,2,2,5,2,0,0
1354,0,2,0,3,0,2,0,3
1355,0,0,2,4,2,0,0,0
1356,0,2,2,1,0,0,0,3
1357,13,2,0,1,0,1,0,0
1358,0,1,3,1,2,2,0,1
1359,0,1,0,3,1,6,0,1
1360,0,0,2,3,1,1,0,0
1361,1,0,2,2,0,4,0,3
1362,0,2,0,1,0,1,0,1
1363,0,2,1,1,0,0,0,0
1364,2,1,2,1,0,0,0,3
1366,0,0,0,2,2,0,0,0
1367,0,2,1,2,1,0,0,0
1368,0,2,2,1,0,2,0,0
1369,2,1,2,1,0,0,0,0
1370,6,1,2,1,2,0,0,3
1371,0,2,1,1,1,4,0,3
1372,0,0,0,2,2,5,0,0
1373,0,1,0,3,1,0,0,1
1375,0,2,1,2,1,0,0,3
1376,0,1,4,1,3,2,0,1
1377,0,0,0,2,0,0,0,0
1378,4,2,1,1,2,4,0,3
1379,0,2,1,2,3,2,0,0
1380,0,2,1,2,4,4,0,3
1381,0,2,1,1,2,1,0,3
1382,0,0,0,2,0,0,0,0
1383,0,1,2,4,1,4,0,3
1384,7,1,2,3,1,0,0,0
1385,0,0,0,2,2,0,0,1
1386,0,1,3,3,0,0,0,1
1387,0,2,0,3,0,1,0,3
1388,0,1,2,1,0,3,0,3
1389,0,0,1,1,1,0,0,3
1390,0,0,0,4,0,0,0,1
1391,0,1,4,2,0,2,0,1
1392,0,1,1,0,0,3,0,0
1393,0,0,0,2,0,1,0,3
1394,0,2,1,1,0,0,0,0
1395,0,2,2,1,0,0,0,0
1396,0,1,2,1,1,4,0,3
1397,3,1,0,5,0,0,0,1
1398,0,2,0,4,0,0,0,1
1399,0,0,1,2,2,0,1,1
1400,0,1,3,1,1,3,0,0
1401,1,0,0,2,0,3,0,0
1403,0,0,0,2,1,3,0,0
1404,0,0,2,1,0,0,0,1
1405,5,0,0,3,0,0,0,0
1406,0,2,2,2,1,2,0,1
1407,0,1,4,2,0,0,0,0
1408,0,0,0,0,1,0,0,0
1409,3,2,1,2,1,0,0,1
1410,0,2,2,1,2,0,0,0
1411,7,0,0,4,1,3,0,3
1412,0,0,0,2,3,2,0,1
1413,7,0,0,4,1,0,0,3
1414,5,1,4,3,2,4,0,1
1415,0,2,2,0,2,0,0,3
1416,0,2,1,1,2,2,0,3
1417,0,1,3,1,2,0,0,0
1418,0,0,0,3,0,0,0,3
1419,0,2,0,1,4,2,0,1
1420,7,0,2,2,0,2,0,0
1421,0,2,1,3,2,1,0,3
1422,0,2,0,1,0,3,0,0
1423,0,0,2,1,2,2,0,0
1424,0,2,0,0,2,3,0,3
1425,0,2,2,1,0,0,0,1
1426,0,1,0,4,3,2,0,1
1427,0,0,2,3,2,2,0,0
1428,0,1,2,1,1,0,0,1
1429,0,2,1,2,0,2,0,1
1430,0,0,1,1,2,4,0,3
1431,0,1,2,1,0,0,0,0
1432,0,0,0,2,1,4,0,0
1433,0,0,1,2,2,0,0,3
1434,0,1,3,1,3,0,0,0
1435,1,2,1,1,0,0,0,3
1436,0,1,4,1,0,0,0,1
1437,9,0,0,2,2,6,0,3
1438,0,0,0,6,4,0,0,3
1439,4,1,2,3,0,1,0,0
1440,0,1,2,5,2,0,2,1
1441,0,0,1,1,2,0,0,0
1442,0,1,4,0,0,0,0,0
1443,0,1,2,1,0,0,0,0
1444,0,0,0,4,1,1,0,0
1445,0,1,2,1,3,2,0,0
1446,0,1,2,1,2,1,0,3
1447,0,2,0,1,3,6,0,1
1448,0,0,2,2,2,0,2,3
1449,0,0,0,2,2,0,0,0
1450,0,1,0,1,3,3,0,0
1451,7,1,2,1,0,0,0,0
1453,0,0,0,2,0,0,0,3
1454,0,1,0,2,3,0,0,3
1455,0,2,1,3,2,0,0,0
1456,0,1,0,2,0,0,0,0
1457,0,1,3,1,2,0,0,0
1458,0,0,0,3,2,2,0,0
1459,0,0,3,1,1,0,0,1
1460,0,0,0,2,2,3,0,1
1461,0,0,0,3,1,0,1,3
1462,0,1,4,0,0,0,0,0
1463,0,0,0,4,1,3,0,1
1464,0,1,1,2,1,2,0,0
1465,0,1,2,5,3,3,0,3
1466,0,0,0,2,0,2,0,3
1467,0,1,2,1,0,0,0,0
1468,0,2,0,1,0,0,0,0
1469,1,1,4,1,0,0,0,0
1470,1,1,2,1,0,0,0,1
1472,0,1,3,1,3,0,0,3
1473,2,0,0,1,0,3,0,3
1474,8,1,0,7,4,0,2,0
1475,1,0,0,2,0,0,0,0
1476,0,1,2,1,0,0,0,0
1477,0,0,0,3,1,0,0,3
1478,0,1,0,3,0,0,0,0
1479,0,1,2,3,4,9,0,0
1480,0,0,0,2,1,0,0,0
1481,0,1,3,1,2,0,0,0
1483,1,0,1,2,2,0,0,3
1485,0,1,0,4,6,0,0,0
1486,0,2,2,1,2,0,1,3
1487,0,1,0,3,2,2,0,0
1488,0,1,0,1,1,0,0,0
1490,1,1,1,1,1,0,2,3
1491,0,0,0,2,4,0,1,3
1492,4,1,2,1,2,3,0,0
1493,0,1,0,1,1,0,0,0
1494,7,0,1,4,0,0,0,0
1495,0,0,1,3,2,2,0,0
1496,1,2,0,1,0,0,0,0
1497,0,0,0,2,1,4,0,0
1498,0,2,1,1,0,2,0,0
1499,0,1,2,1,2,0,1,0
1500,1,0,2,1,0,0,0,3
1502,0,0,0,2,0,0,0,0
1503,0,0,1,1,2,0,0,0
1504,0,1,1,1,0,0,0,0
1505,0,1,2,1,3,2,0,0
1506,0,0,0,2,0,0,0,3
1507,0,1,2,2,0,0,0,0
1508,0,0,0,2,2,2,0,3
1509,0,1,0,1,0,0,0,0
1510,1,0,2,3,0,0,0,0
1511,0,1,0,2,0,0,0,1
1512,1,2,2,1,1,2,0,0
1513,0,1,4,3,0,2,0,0
1514,0,0,1,2,4,3,0,3
1515,0,0,0,2,2,0,0,0
1516,5,2,1,0,4,0,0,0
1517,0,1,2,2,2,0,0,1
1518,0,1,2,1,1,0,0,0
1519,0,1,4,1,0,0,0,0
1520,0,2,0,1,2,0,0,1
1521,0,0,3,0,0,0,0,0
1522,0,1,2,2,2,2,0,3
1523,0,1,2,1,1,0,0,0
1524,0,0,0,3,6,0,1,3
1525,0,2,2,1,1,1,0,0
1526,5,1,2,1,1,4,0,0
1527,0,0,0,2,3,0,2,1
1528,1,0,3,0,0,0,0,3
1529,0,1,0,3,0,2,0,3
1530,0,2,3,2,2,0,0,1
1531,9,1,3,4,2,0,3,3
1532,0,0,0,2,1,2,0,3
1533,12,0,1,2,7,3,0,0
1534,1,0,1,2,3,5,0,3
1535,1,1,0,1,2,0,0,3
1536,0,1,2,3,1,0,0,3
1538,1,1,2,1,3,0,0,3
1539,0,0,0,3,0,2,0,0
1540,3,1,4,1,0,0,0,0
1541,0,1,0,4,0,0,0,1
1542,0,1,2,1,2,3,0,3
1543,0,2,2,1,2,5,0,3
1544,0,2,0,1,2,2,0,1
1545,1,1,3,1,0,3,0,3
1547,0,0,0,2,3,3,0,3
1548,2,2,1,1,1,0,0,3
1549,13,1,2,5,5,6,0,1
1551,1,2,2,1,0,0,0,0
1552,0,0,0,2,0,0,0,0
1553,6,0,1,4,0,3,0,0
1554,7,0,0,3,2,2,0,3
1555,11,1,0,10,6,0,1,3
1556,0,0,2,2,0,0,0,0
1557,0,2,2,1,1,2,0,3
1558,0,0,0,2,1,0,0,0
1560,4,2,1,1,2,0,0,1
1561,0,0,2,1,1,0,0,0
1563,10,1,1,0,0,8,0,1
1564,0,0,0,3,2,0,0,0
1565,1,0,0,2,1,4,0,3
1566,5,0,1,2,1,2,0,1
1567,1,1,2,3,0,4,0,3
1568,0,0,0,2,6,0,2,1
1569,0,2,0,1,1,0,0,0
1570,0,0,2,3,2,3,0,3
1571,0,0,1,2,2,0,0,3
1572,0,2,2,1,0,0,0,0
1573,0,1,2,1,0,0,0,0
1574,1,1,1,1,5,1,0,0
1575,1,1,0,1,1,1,0,0
1577,0,1,2,1,1,2,0,3
1578,6,0,2,2,0,2,0,0
1579,0,1,1,2,0,0,1,0
1580,0,2,0,1,2,4,0,3
1581,1,0,1,1,0,2,0,3
1584,5,1,2,3,1,0,0,0
1585,0,1,0,6,2,2,0,1
1586,0,2,0,1,2,1,0,0
1588,10,1,0,6,3,1,0,0
1589,0,1,4,2,0,0,0,1
1590,0,1,3,1,1,0,0,1
1591,0,0,2,1,2,2,0,0
1592,0,0,0,2,2,3,0,0
1593,0,3,1,0,2,3,0,3
1594,0,2,0,2,0,1,0,0
1595,0,1,2,0,0,0,0,0
1596,8,0,0,4,2,2,0,0
1597,0,0,0,3,3,0,2,3
1598,0,1,2,1,2,0,0,0
1599,1,0,2,1,4,3,0,3
1600,0,0,0,0,0,0,0,0
1601,0,2,0,2,4,0,0,0
1602,0,1,2,1,0,2,0,0
1603,0,1,2,1,0,0,0,0
1604,1,0,0,7,1,4,0,1
1605,0,1,4,0,2,0,0,0
1606,0,2,0,1,1,2,0,3
1607,0,0,0,3,2,5,0,0
1608,3,2,0,0,4,1,0,0
1609,7,0,0,2,2,3,0,3
1611,0,1,2,0,0,0,1,0
1612,12,0,0,8,6,0,2,0
1613,0,2,1,0,2,0,0,0
1614,7,2,2,1,2,2,0,1
1617,0,0,0,2,2,2,0,3
1618,0,0,0,2,2,1,0,0
1619,0,2,1,1,0,0,0,0
1620,0,0,2,2,0,0,0,0
1621,0,1,1,1,0,0,0,0
1622,0,0,1,2,0,0,0,0
1623,0,2,1,2,0,3,0,0
1624,1,1,1,0,0,0,0,0
1625,0,2,1,2,0,3,0,3
1626,1,0,1,3,2,0,2,3
1627,1,1,3,1,0,3,0,3
1628,0,1,1,1,0,2,0,0
1630,0,1,1,0,0,0,0,0
1631,0,1,1,2,1,5,0,0
1632,0,2,2,2,0,2,0,3
1633,0,0,1,1,1,2,0,3
1634,0,1,1,1,0,2,0,3
1635,0,2,0,1,1,0,0,0
1636,0,0,0,2,3,5,0,3
1637,1,0,0,2,0,0,0,3
1638,0,2,1,1,0,0,0,0
1639,0,2,0,1,0,0,0,0
1640,0,2,0,1,0,1,0,0
1641,0,0,0,1,0,0,0,0
1642,0,1,2,1,2,2,0,3
1643,0,0,0,2,2,1,0,3
1644,0,1,0,1,3,2,0,3
1645,0,1,0,6,0,7,0,1
1646,3,1,2,2,1,0,0,1
1647,0,1,3,1,0,0,0,0
1648,0,1,0,1,2,3,0,0
1649,0,1,2,1,1,2,0,3
1650,0,0,0,2,1,0,0,3
1651,8,0,3,1,0,0,0,0
1652,0,0,0,2,2,0,0,0
1653,0,1,0,1,2,0,0,0
1654,0,2,2,1,2,2,0,3
1655,0,2,0,2,5,0,0,0
1656,0,0,1,2,0,0,0,1
1657,1,2,1,1,1,3,0,3
1658,0,3,1,0,0,0,0,0
1659,9,1,0,1,1,2,0,0
1660,1,0,0,7,3,0,0,0
1661,0,1,1,3,4,5,0,3
1662,0,1,1,1,2,2,0,0
