DC,BANNER ,Commodity,Pick Type,Item #,21-Apr,22-Apr,23-Apr,24-Apr,28-Apr,29-Apr,30-Apr,1-May,2-May,3-May,4-May,5-May,6-May,7-May,8-May,9-May
6065,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,25,60,0,0,0
6065,WM,CUT FLORAL,PALLET,599976806,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
6065,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
6065,WM,CUT FLORAL,PALLET,650819874,0,0,0,0,0,0,0,0,0,0,0,0,39,39,32,20
6065,WM,CUT FLORAL,PALLET,658419903,0,0,0,0,0,0,0,0,0,0,0,0,78,78,77,156
6065,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0
6071,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6071,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
6071,WM,CUT FLORAL,CASE,599974154,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
6071,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
6071,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,36,58,0,0,0,0
6071,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0
6071,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0
6071,WM,CUT FLORAL,CASE,669179708,0,0,0,0,0,0,0,0,0,576,179,0,0,0,0,0
6071,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,0,52,26,91,89
6071,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0
6071,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,31,156
6071,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
6071,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,78,77,77,72
6071,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
6072,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,599903580,0,0,0,0,0,0,0,0,0,216,109,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,80,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,599974162,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,599974165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
6072,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,658791714,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,658898789,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6072,WM,CUT FLORAL,CASE,658939900,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
6072,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,9,26,26,30,21
6072,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0
6072,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,76,234
6072,WM,CUT FLORAL,PALLET,599974166,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6072,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
6072,WM,CUT FLORAL,PALLET,599976806,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
6072,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,26,26,52,39,72
6072,WM,CUT FLORAL,PALLET,659086592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
6072,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0
6073,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6073,WM,CUT FLORAL,CASE,579770235,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
6073,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0
6073,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
6073,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0
6073,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0
6073,WM,CUT FLORAL,CASE,658419904,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0
6073,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
6073,WM,CUT FLORAL,PALLET,579770230,0,0,0,0,0,0,0,0,0,0,0,5,26,26,34,45
6073,WM,CUT FLORAL,PALLET,579770232,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0
6073,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,28,156
6073,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
6073,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,24,52,50,78,68
6073,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
6073,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0
6074,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
6074,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
6074,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
6074,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
6074,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
6074,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,0,78,78,0,0
6074,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
6074,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
6074,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,78,57,0,0
6074,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
6074,SAMS,LIVE PLANTS,CASE,990293789,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0
6074,SAMS,LIVE PLANTS,CASE,990338204,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
6074,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0
6074,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0
6074,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6074,WM,CUT FLORAL,CASE,594730998,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
6074,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0
6074,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0
6074,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
6074,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0
6074,WM,CUT FLORAL,CASE,658791713,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
6074,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0
6074,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,7,156
6074,WM,CUT FLORAL,PALLET,599974170,0,0,0,0,0,0,0,0,0,0,0,0,63,51,40,86
6074,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
6074,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
6074,WM,CUT FLORAL,PALLET,658898797,0,0,0,0,0,0,0,0,0,0,0,100,45,0,0,0
6074,WM,CUT FLORAL,PALLET,658898798,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,16
6074,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0
6077,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6077,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
6077,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,216,21,0,0,0,0,0
6077,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,252,111,0,0,0,0,0
6077,WM,CUT FLORAL,CASE,599976807,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
6077,WM,CUT FLORAL,CASE,658419905,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
6077,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
6077,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0
6077,WM,CUT FLORAL,PALLET,579770223,0,0,0,0,0,0,0,0,0,0,0,4,26,26,26,31
6077,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0
6077,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,57,156
6077,WM,CUT FLORAL,PALLET,599976806,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
6077,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,0,26,50,38,46
6077,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
6077,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0
6082,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
6082,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,599934311,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,599974162,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
6082,WM,CUT FLORAL,CASE,599974165,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,599974175,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,599977041,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0
6082,WM,CUT FLORAL,CASE,658898789,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0
6082,WM,CUT FLORAL,CASE,658939898,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
6082,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,17,52,60,78,58
6082,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0
6082,WM,CUT FLORAL,PALLET,599934343,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
6082,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,20,26,51,61,58
6082,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,36,234
6082,WM,CUT FLORAL,PALLET,599974166,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
6082,WM,CUT FLORAL,PALLET,599974167,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6082,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
6082,WM,CUT FLORAL,PALLET,659086592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
6082,WM,CUT FLORAL,PALLET,669403688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
6082,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0
6083,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0
6083,WM,CUT FLORAL,CASE,579770257,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0
6083,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,936,27,0,0,0,0,0
6083,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,276,72,0,0,0,0
6083,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,468,94,0,0,0,0,0
6083,WM,CUT FLORAL,CASE,658791714,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
6083,WM,CUT FLORAL,CASE,658898787,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0
6083,WM,CUT FLORAL,CASE,658939897,0,0,0,0,0,0,0,0,0,0,468,138,0,0,0,0
6083,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,48,78,130,104,140
6083,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0
6083,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,52,104,106,122,136
6083,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,312,312,240,468
6083,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
6083,WM,CUT FLORAL,PALLET,669403688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
6083,WM,CUT FLORAL,PALLET,658873739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
6084,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0
6084,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,599903580,0,0,0,0,0,0,0,0,0,234,94,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,208,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
6084,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0
6084,WM,CUT FLORAL,PALLET,579770259,0,0,0,0,0,0,0,0,0,0,0,109,12,0,0,0
6084,WM,CUT FLORAL,PALLET,593017512,0,0,0,0,0,0,0,0,0,0,0,0,48,51,73,63
6084,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
6084,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,7,52,78,58,93
6084,WM,CUT FLORAL,PALLET,599977253,0,0,0,0,0,0,0,0,0,0,0,0,156,156,229,234
6084,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
6084,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
6085,WM,CUT FLORAL,CASE,570195775,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
6085,WM,CUT FLORAL,CASE,579770225,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
6085,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,468,46,0,0,0,0,0
6085,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0
6085,WM,CUT FLORAL,CASE,658791713,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
6085,WM,CUT FLORAL,CASE,658873678,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
6085,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
6085,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0
6085,WM,CUT FLORAL,PALLET,579770224,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0
6085,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,19
6085,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,35,234
6085,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,0,52,65,65,57
6085,WM,CUT FLORAL,PALLET,599974174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
6085,WM,CUT FLORAL,PALLET,658791708,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
6085,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0
6090,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
6090,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
6090,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,165,0,0,0,0,0
6090,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,234,28,0,0,0,0,0
6090,WM,CUT FLORAL,CASE,650819873,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
6090,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0
6090,WM,CUT FLORAL,CASE,658898790,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0
6090,WM,CUT FLORAL,CASE,658968452,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0
6090,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,48,52,55,45
6090,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,129,11,0,0,0
6090,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,64,234
6090,WM,CUT FLORAL,PALLET,599976808,0,0,0,0,0,0,0,0,0,0,0,0,52,73,68,59
6090,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
6090,WM,CUT FLORAL,PALLET,658791817,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
6090,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
6091,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0
6091,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
6091,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
6091,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
6091,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
6091,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,78,0
6091,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,0,78,27,0,0,0,0
6091,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,78,30,0,0,0,0,0,0
6091,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,156,78,78,0,156,78,0
6091,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,156,10,0,0
6091,SAMS,LIVE PLANTS,CASE,990293789,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0
6091,SAMS,LIVE PLANTS,CASE,990338204,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
6091,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0
6091,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,16,16,16,16,16,16,16,16,16,16,0,0
6091,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6091,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,72,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,180,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,658898793,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
6091,WM,CUT FLORAL,CASE,658939902,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0
6091,WM,CUT FLORAL,PALLET,579770232,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0
6091,WM,CUT FLORAL,PALLET,579770258,0,0,0,0,0,0,0,0,0,0,0,13,26,26,26,30
6091,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,65,156
6091,WM,CUT FLORAL,PALLET,599974159,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
6091,WM,CUT FLORAL,PALLET,599974160,0,0,0,0,0,0,0,0,0,0,0,13,26,24,62,68
6091,WM,CUT FLORAL,PALLET,599977042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
6091,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0
6095,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
6095,WM,CUT FLORAL,CASE,579770248,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
6095,WM,CUT FLORAL,CASE,599934311,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
6095,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,183,0,0,0,0,0
6095,WM,CUT FLORAL,CASE,599974163,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0
6095,WM,CUT FLORAL,CASE,599974173,0,0,0,0,0,0,0,0,0,234,84,0,0,0,0,0
6095,WM,CUT FLORAL,CASE,658419904,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0
6095,WM,CUT FLORAL,CASE,658898788,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0
6095,WM,CUT FLORAL,PALLET,579770246,0,0,0,0,0,0,0,0,0,0,0,0,26,24,26,49
6095,WM,CUT FLORAL,PALLET,579770247,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0
6095,WM,CUT FLORAL,PALLET,599934343,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
6095,WM,CUT FLORAL,PALLET,599934350,0,0,0,0,0,0,0,0,0,0,0,26,52,52,52,76
6095,WM,CUT FLORAL,PALLET,599974152,0,0,0,0,0,0,0,0,0,0,0,0,156,156,83,156
6095,WM,CUT FLORAL,PALLET,650819872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
6095,WM,LIVE PLANTS,CASE,651540688,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0
6096,SAMS,CUT FLORAL,CASE,980108723,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
6096,SAMS,CUT FLORAL,CASE,980110933,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0
6096,SAMS,CUT FLORAL,CASE,980248214,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
6096,SAMS,CUT FLORAL,CASE,980248226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
6096,SAMS,CUT FLORAL,CASE,980271243,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
6096,SAMS,CUT FLORAL,PALLET,557745,0,0,0,0,0,0,0,0,0,0,78,78,0,78,0,0
6096,SAMS,CUT FLORAL,PALLET,980010313,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
6096,SAMS,CUT FLORAL,PALLET,980013333,0,0,0,0,0,0,0,0,78,4,0,0,0,0,0,0
6096,SAMS,CUT FLORAL,PALLET,980196784,0,0,0,0,0,0,0,0,0,78,78,78,78,78,0,0
6096,SAMS,CUT FLORAL,PALLET,980199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,SAMS,CUT FLORAL,PALLET,980268803,0,0,0,0,0,0,0,0,0,0,0,0,78,0,31,0
6096,SAMS,LIVE PLANTS,CASE,990293789,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0
6096,SAMS,LIVE PLANTS,CASE,990338204,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
6096,SAMS,LIVE PLANTS,PALLET,980272575,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0
6096,SAMS,LIVE PLANTS,PALLET,980328558,0,0,0,0,7,7,7,7,7,7,7,7,7,7,0,0
6096,WM,CUT FLORAL,CASE,579521638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6096,WM,CUT FLORAL,CASE,599974138,0,0,0,0,0,0,0,0,0,234,205,0,0,0,0,0
6096,WM,CUT FLORAL,CASE,599974155,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
6096,WM,CUT FLORAL,CASE,599974158,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
6096,WM,CUT FLORAL,CASE,599974161,0,0,0,0,0,0,0,0,0,234,137,0,0,0,0,0
6096,WM,CUT FLORAL,CASE,658419906,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0
