Market Nbr,Facility,OKM Tracking ,OKM Delivery Date,OKM Install Date,Digital Lock Tracking,Carrier,Digital Lock Install Week,Digital Lock Installation Date,Total lock count,Length of install
490,3019,,,,,,Live,9/5/24,,
50,3044,,,,,,Live,10/28/24,,
340,3061,,,,,,Live,10/10/24,,
175,3078,,,,,,Live,10/15/24,,
454,3081,,,,,,Live,9/13/24,,
446,3087,,,,,,Live,11/12/24,,
424,3088,,,,,,Live,11/12/24,,
550,3098,,,,,,Live,1/6/25,,
20,3118,,,,,,Live,10/28/24,,
15,3119,,,,,,Live,11/6/24,,
490,3127,,,,,,Live,9/5/24,,
490,3128,,,,,,Live,9/5/24,,
550,3145,,,,,,Live,8/29/24,,
432,3150,,,,,,Live,12/11/24,,
432,3151,,,,,,Live,1/17/25,,
577,3159,,,,,,Live,6/7/23,,
553,3163,,,,,,Live,9/10/24,,
125,3167,,,,,,Live,1/24/25,,
83,3169,,,,,,Live,9/10/24,,
83,3170,,,,,,Live,12/5/24,,
446,3180,,,,,,Live,11/8/24,,
296,3182,,,,,,Live,11/13/24,,
35,3192,,,,,,Live,12/2/24,,
22,3205,,,,,,Live,8/6/24,,
275,3210,,,,,,Live,11/7/24,,
288,3214,,,,,,Live,9/5/24,,
467,3218,,,,,,Live,11/8/24,,
190,3221,,,,,,Live,12/11/24,,
583,3224,,,,,,Live,11/11/24,,
65,3226,,,,,,Live,9/9/24,,
403,3232,,,,,,Live,1/17/25,,
553,3235,,,,,,Live,8/31/22,,
178,3236,,,,,,Live,10/16/24,,
478,3239,,,,,,Live,12/3/24,,
312,3243,,,,,,Live,1/14/25,,
464,3248,,,,,,Live,10/9/24,,
392,3254,,,,,,Live,12/11/24,,
478,3258,,,,,,Live,11/11/24,,
475,3261,,,,,,Live,1/10/25,,
288,3265,,,,,,Live,9/3/24,,
432,3267,,,,,,Live,1/16/25,,
311,3270,,,,,,Live,1/7/25,,
362,3273,,,,,,Live,1/10/25,,
445,3276,,,,,,Live,11/12/24,,
392,3277,,,,,,Live,10/17/24,,
433,3278,,,,,,Live,1/8/25,,
77,3279,,,,,,Live,9/16/24,,
192,3280,,,,,,Live,9/13/24,,
44,3284,,,,,,Live,10/18/24,,
44,3285,,,,,,Live,10/10/23,,
52,3286,,,,,,Live,10/11/23,,
470,3290,,,,,,Live,1/30/25,,
176,3292,,,,,,Live,1/30/25,,
242,3294,,,,,,Live,1/20/25,,
64,3296,,,,,,Live,9/5/24,,
161,3301,,,,,,Live,12/13/24,,
64,3302,,,,,,Live,10/7/24,,
101,3308,,,,,,Live,10/23/24,,
98,3309,,,,,,Live,10/28/24,,
94,3310,,,,,,Live,10/21/24,,
553,3311,,,,,,Live,9/11/24,,
376,3313,,,,,,Live,8/30/24,,
187,3334,,,,,,Live,1/22/25,,
165,3339,,,,,,Live,9/26/24,,
58,3341,,,,,,Live,10/7/23,,
394,3350,,,,,,Live,10/24/24,,
452,3352,,,,,,Live,9/25/24,,
422,3364,,,,,,Live,10/16/24,,
36,3367,,,,,,Live,9/27/24,,
309,3371,,,,,,Live,8/22/22,,
475,3380,,,,,,Live,1/13/25,,
70,3383,,,,,,Live,12/4/24,,
25,3388,,,,,,Live,1/24/25,,
25,3389,,,,,,Live,8/2/24,,
553,3397,,,,,,Live,9/16/24,,
20,3401,,,,,,Live,8/6/24,,
422,3404,,,,,,Live,10/19/24,,
51,3406,,,,,,Live,11/14/24,,
368,3407,,,,,,Live,9/17/24,,
455,3408,,,,,,Live,10/18/24,,
558,3422,,,,,,Live,9/26/23,,
385,3423,,,,,,Live,1/27/25,,
63,3425,,,,,,Live,9/6/24,,
375,3428,,,,,,Live,12/11/24,,
49,3432,,,,,,Live,11/12/24,,
201,3436,,,,,,Live,11/5/24,,
219,3447,,,,,,Live,8/28/24,,
200,3453,,,,,,Live,12/4/24,,
452,3455,,,,,,Live,10/11/24,,
462,3464,,,,,,Live,10/14/24,,
369,3465,,,,,,Live,9/17/24,,
175,3469,,,,,,Live,9/4/24,,
394,3473,,,,,,Live,9/13/22,,
167,3475,,,,,,Live,10/22/24,,
465,3477,,,,,,Live,10/24/24,,
470,3478,,,,,,Live,1/22/25,,
281,3489,,,,,,Live,11/12/24,,
409,3492,,,,,,Live,1/6/25,,
452,3493,,,,,,Live,10/4/24,,
459,3494,,,,,,Live,10/22/24,,
422,3498,,,,,,Live,10/22/24,,
221,3502,,,,,,Live,10/30/24,,
474,3511,,,,,,Live,8/28/24,,
423,3513,,,,,,Live,11/13/24,,
458,3516,,,,,,Live,1/20/25,,
577,3520,,,,,,Live,6/8/23,,
484,3522,,,,,,Live,9/11/24,,
448,3523,,,,,,Live,9/25/24,,
514,3525,,,,,,Live,10/29/24,,
249,3529,,,,,,Live,9/20/24,,
467,3531,,,,,,Live,11/13/24,,
585,3533,,,,,,Live,8/28/24,,
467,3537,,,,,,Live,10/30/24,,
170,3564,,,,,,Live,10/18/24,,
380,3566,,,,,,Live,8/27/24,,
83,3569,,,,,,Live,9/12/24,,
221,3571,,,,,,Live,12/5/24,,
62,3572,,,,,,Live,9/20/24,,
216,3581,,,,,,Live,11/13/24,,
188,3583,,,,,,Live,1/13/25,,
64,3584,,,,,,Live,9/4/24,,
455,3587,,,,,,Live,10/4/24,,
403,3589,,,,,,Live,1/20/25,,
275,3602,,,,,,Live,11/6/24,,
23,3621,,,,,,Live,8/6/24,,
424,3624,,,,,,Live,10/30/24,,
415,3630,,,,,,Live,11/5/24,,
65,3640,,,,,,Live,9/3/24,,
446,3650,,,,,,Live,11/13/24,,
453,3652,,,,,,Live,9/10/24,,
298,3658,,,,,,Live,11/13/24,,
309,3700,,,,,,Live,9/27/24,,
453,3708,,,,,,Live,9/24/24,,
20,3710,,,,,,Live,8/7/24,,
455,3712,,,,,,Live,9/16/24,,
153,3717,,,,,,Live,1/8/25,,
293,3720,,,,,,Live,9/20/24,,
394,3728,,,,,,Live,9/24/24,,
392,3729,,,,,,Live,10/11/24,,
385,3732,,,,,,Live,9/14/24,,
42,3733,,,,,,Live,1/14/25,,
490,3740,,,,,,Live,9/5/24,,
22,3741,,,,,,Live,8/6/24,,
221,3749,,,,,,Live,10/2/24,,
421,3760,,,,,,Live,1/8/25,,
413,3762,,,,,,Live,1/6/25,,
371,3771,,,,,,Live,9/26/24,,
479,3773,,,,,,Live,10/24/24,,
165,3774,,,,,,Live,9/24/24,,
56,3777,,,,,,Live,11/6/24,,
482,3781,,,,,,Live,9/25/24,,
91,3782,,,,,,Live,10/15/24,,
25,3786,,,,,,Live,7/31/24,,
514,3794,,,,,,Live,10/22/24,,
577,3795,,,,,,Live,9/5/24,,
462,3796,,,,,,Live,10/11/24,,
371,3799,,,,,,Live,9/26/24,,
471,3801,,,,,,Live,10/22/24,,
293,3804,,,,,,Live,11/7/24,,
217,3812,,,,,,Live,8/30/24,,
585,3824,,,,,,Live,8/30/24,,
71,3826,,,,,,Live,12/3/24,,
288,3831,,,,,,Live,9/4/24,,
227,3838,,,,,,Live,10/18/24,,
467,3850,,,,,,Live,11/11/24,,
246,3851,,,,,,Live,1/22/25,,
208,3860,,,,,,Live,9/18/24,,
127,3868,,,,,,Live,9/4/24,,
470,3883,,,,,,Live,2/3/25,,
367,3884,,,,,,Live,11/5/24,,
269,3891,,,,,,Live,9/26/22,,
260,3894,,,,,,Live,12/4/24,,
458,3947,,,,,,Live,12/13/24,,
494,4054,,,,,,Live,10/8/24,,
465,4101,,,,,,Live,10/29/24,,
323,4108,,,,,,Live,1/24/22,,
256,4118,,,,,,Live,12/6/24,,
82,4130,,,,,,Live,9/12/24,,
465,4132,,,,,,Live,10/16/24,,
467,4137,,,,,,Live,11/6/24,,
110,4161,,,,,,Live,9/20/24,,
479,4165,,,,,,Live,10/29/24,,
466,4171,,,,,,Live,1/17/25,,
477,4176,,,,,,Live,9/11/24,,
24,4185,,,,,,Live,8/1/24,,
490,4196,,,,,,Live,1/9/25,,
455,4202,,,,,,Live,9/30/24,,
477,4221,,,,,,Live,9/12/24,,
304,4224,,,,,,Live,10/22/24,,
42,4237,,,,,,Live,10/14/24,,
449,4238,,,,,,Live,10/24/24,,
392,4239,,,,,,Live,10/8/24,,
364,4252,,,,,,Live,10/8/24,,
214,4255,,,,,,Live,9/27/24,,
414,4256,,,,,,Live,11/11/24,,
401,4272,,,,,,Live,1/15/25,,
305,4274,,,,,,Live,10/4/24,,
44,4279,,,,,,Live,10/7/24,,
380,4284,,,,,,Live,9/5/24,,
214,4285,,,,,,Live,9/23/22,,
71,4299,,,,,,Live,12/2/24,,
110,4303,,,,,,Live,9/13/24,,
455,4309,,,,,,Live,9/13/24,,
407,4322,,,,,,Live,1/6/25,,
90,4332,,,,,,Live,2/3/25,,
294,4334,,,,,,Live,12/9/24,,
445,4340,,,,,,Live,10/22/24,,
427,4352,,,,,,Live,12/13/24,,
396,4356,,,,,,Live,10/22/24,,
432,4358,,,,,,Live,1/22/25,,
469,4359,,,,,,Live,10/1/24,,
90,4365,,,,,,Live,9/2/22,,
197,4383,,,,,,Live,1/8/25,,
156,4387,,,,,,Live,12/6/24,,
445,4392,,,,,,Live,10/29/24,,
453,4393,,,,,,Live,9/12/24,,
474,4394,,,,,,Live,8/28/24,,
474,4395,,,,,,Live,9/4/24,,
304,4410,,,,,,Live,10/16/24,,
382,4412,,,,,,Live,11/11/24,,
251,4417,,,,,,Live,9/16/24,,
41,4420,,,,,,Live,10/18/24,,
206,4424,,,,,,Live,1/7/25,,
294,4428,,,,,,Live,12/10/24,,
149,4435,,,,,,Live,1/9/25,,
107,4446,,,,,,Live,9/9/24,,
308,4477,,,,,,Live,10/22/24,,
451,4488,,,,,,Live,2/11/22,,
44,4503,,,,,,Live,10/11/24,,
41,4506,,,,,,Live,10/30/24,,
65,4512,,,,,,Live,12/9/24,,
97,4520,,,,,,Live,11/4/24,,
41,4521,,,,,,Live,11/6/24,,
63,4526,,,,,,Live,9/27/24,,
145,4533,,,,,,Live,10/18/24,,
67,4538,,,,,,Live,12/11/24,,
361,4553,,,,,,Live,10/23/24,,
82,4554,,,,,,Live,9/11/24,,
396,4557,,,,,,Live,9/24/24,,
164,4570,,,,,,Live,1/7/25,,
91,4588,,,,,,Live,10/18/24,,
305,4594,,,,,,Live,1/24/25,,
432,4600,,,,,,Live,1/15/25,,
387,4601,,,,,,Live,12/11/24,,
225,4609,,,,,,Live,10/21/24,,
356,4615,,,,,,Live,9/6/22,,
52,4627,,,,,,Live,11/4/24,,
238,4631,,,,,,Live,8/26/24,,
376,4639,,,,,,Live,9/6/24,,
131,4679,,,,,,Live,1/23/25,,
130,4683,,,,,,Live,1/23/25,,
585,4734,,,,,,Live,10/16/24,,
515,4762,,,,,,Live,2/11/22,,
419,4849,,,,,,Live,11/7/24,,
178,5012,,,,,,Live,9/6/24,,
125,5022,,,,,,Live,9/25/24,,
458,5023,,,,,,Live,12/10/24,,
207,5028,,,,,,Live,12/17/24,,
207,5029,,,,,,Live,1/14/25,,
366,5031,,,,,,Live,11/7/24,,
464,5032,,,,,,Live,10/4/24,,
514,5041,,,,,,Live,10/23/24,,
153,5058,,,,,,Live,1/6/25,,
309,5063,,,,,,Live,8/23/22,,
201,5064,,,,,,Live,12/6/24,,
201,5065,,,,,,Live,12/10/24,,
396,5070,,,,,,Live,9/13/24,,
465,5072,,,,,,Live,11/12/24,,
514,5073,,,,,,Live,10/15/24,,
460,5075,,,,,,Live,1/17/25,,
473,5078,,,,,,Live,1/7/25,,
214,5082,,,,,,Live,1/17/25,,
305,5085,,,,,,Live,10/2/24,,
163,5095,,,,,,Live,12/17/24,,
463,5096,,,,,,Live,12/10/24,,
396,5101,,,,,,Live,9/10/24,,
166,5103,,,,,,Live,9/27/23,,
223,5104,,,,,,Live,9/26/24,,
176,5111,,,,,,Live,10/7/24,,
315,5117,,,,,,Live,1/17/25,,
297,5118,,,,,,Live,11/11/24,,
369,5124,,,,,,Live,9/27/24,,
438,5127,,,,,,Live,10/17/24,,
170,5131,,,,,,Live,9/6/24,,
457,5133,,,,,,Live,10/22/24,,
447,5134,,,,,,Live,12/5/24,,
457,5136,,,,,,Live,9/13/24,,
376,5137,,,,,,Live,8/30/24,,
459,5140,,,,,,Live,10/11/24,,
432,5141,,,,,,Live,1/27/25,,
44,5147,,,,,,Live,10/6/23,,
340,5150,,,,,,Live,10/11/24,,
446,5152,,,,,,Live,11/7/24,,
484,5154,,,,,,Live,10/1/24,,
387,5155,,,,,,Live,12/12/24,,
463,5156,,,,,,Live,10/22/24,,
448,5162,,,,,,Live,9/27/24,,
219,5184,,,,,,Live,8/30/24,,
217,5185,,,,,,Live,8/29/24,,
455,5192,,,,,,Live,8/28/24,,
461,5193,,,,,,Live,11/5/24,,
175,5201,,,,,,Live,11/7/24,,
171,5202,,,,,,Live,9/16/24,,
454,5231,,,,,,Live,9/26/24,,
479,5247,,,,,,Live,11/7/24,,
470,5274,,,,,,Live,1/15/25,,
154,5278,,,,,,Live,1/27/25,,
175,5281,,,,,,Live,10/11/24,,
195,5282,,,,,,Live,9/11/24,,
297,5292,,,,,,Live,11/7/24,,
172,5293,,,,,,Live,9/19/24,,
172,5295,,,,,,Live,9/18/24,,
305,5298,,,,,,Live,10/8/24,,
107,5301,,,,,,Live,9/24/24,,
458,5305,,,,,,Live,12/12/24,,
479,5312,,,,,,Live,10/22/24,,
339,5313,,,,,,Live,10/25/24,,
82,5317,,,,,,Live,9/12/24,,
369,5330,,,,,,Live,9/25/24,,
368,5331,,,,,,Live,9/24/24,,
376,5334,,,,,,Live,8/27/24,,
449,5337,,,,,,Live,10/28/24,,
459,5338,,,,,,Live,10/16/24,,
432,5361,,,,,,Live,1/24/25,,
16,5363,,,,,,Live,11/7/24,,
477,5368,,,,,,Live,10/10/24,,
379,5370,,,,,,Live,10/14/24,,
26,5390,,,,,,Live,7/30/24,,
581,5394,,,,,,Live,11/12/24,,
478,5396,,,,,,Live,11/5/24,,
263,5398,,,,,,Live,11/4/24,,
267,5402,,,,,,Live,1/4/23,,
223,5409,,,,,,Live,12/4/24,,
215,5410,,,,,,Live,2/8/25,,
202,5411,,,,,,Live,12/5/24,,
50,5416,,,,,,Live,10/15/24,,
243,5417,,,,,,Live,9/9/22,,
242,5418,,,,,,Live,12/12/24,,
90,5420,,,,,,Live,1/28/25,,
468,5424,,,,,,Live,12/13/24,,
461,5425,,,,,,Live,11/5/24,,
372,5428,,,,,,Live,10/2/24,,
384,5430,,,,,,Live,9/13/24,,
511,5434,,,,,,Live,9/14/24,,
451,5435,,,,,,Live,5/26/23,,
284,5436,,,,,,Live,9/29/23,,
173,5439,,,,,,Live,12/13/24,,
477,5440,,,,,,Live,9/10/24,,
249,5443,,,,,,Live,12/18/24,,
228,5445,,,,,,Live,12/4/24,,
176,5447,,,,,,Live,1/9/25,,
62,5449,,,,,,Live,9/19/24,,
476,5461,,,,,,Live,8/29/24,,
476,5462,,,,,,Live,11/7/24,,
202,5472,,,,,,Live,1/24/25,,
83,5479,,,,,,Live,9/12/24,,
305,5481,,,,,,Live,9/16/22,,
268,5485,,,,,,Live,9/22/23,,
266,5486,,,,,,Live,9/28/22,,
289,5488,,,,,,Live,9/23/24,,
310,5489,,,,,,Live,11/6/24,,
385,5491,,,,,,Live,1/11/23,,
166,5495,,,,,,Live,1/22/25,,
63,5612,,,,,,Live,9/6/24,,
471,5628,,,,,,Live,11/5/24,,
468,5629,,,,,,Live,12/11/24,,
449,5632,,,,,,Live,10/29/24,,
464,5641,,,,,,Live,10/25/24,,
466,5644,,,,,,Live,11/13/24,,
504,5657,,,,,,Live,1/28/22,,
442,5669,,,,,,Live,9/27/22,,
110,5671,,,,,,Live,9/19/24,,
380,5676,,,,,,Live,8/29/24,,
448,5686,,,,,,Live,11/5/24,,
37,5705,,,,,,Live,8/13/24,,
52,5707,,,,,,Live,10/6/23,,
19,5709,,,,,,Live,10/30/24,,
450,5710,,,,,,Live,10/21/24,,
190,5732,,,,,,Live,11/13/24,,
305,5745,,,,,,Live,1/13/25,,
451,5751,,,,,,Live,2/10/22,,
577,5752,,,,,,Live,9/4/24,,
451,5766,,,,,,Live,2/14/22,,
371,5768,,,,,,Live,9/20/24,,
494,5804,,,,,,Live,10/8/24,,
412,5806,,,,,,Live,12/12/24,,
465,5807,,,,,,Live,10/18/24,,
49,5810,,,,,,Live,10/10/24,,
583,5823,,,,,,Live,10/10/23,,
468,5839,,,,,,Live,12/17/24,,
450,5843,,,,,,Live,10/14/24,,
454,5848,,,,,,Live,9/27/24,,
467,5853,,,,,,Live,11/4/24,,
219,5857,,,,,,Live,12/2/24,,
581,5859,,,,,,Live,10/17/24,,
176,5867,,,,,,Live,9/7/24,,
91,5871,,,,,,Live,10/16/24,,
166,5881,,,,,,Live,10/23/24,,
474,5883,,,,,,Live,8/29/24,,
451,5884,,,,,,Live,1/31/22,,
53,5889,,,,,,Live,11/12/24,,
450,5890,,,,,,Live,10/25/24,,
166,5891,,,,,,Live,9/5/24,,
110,5912,,,,,,Live,9/12/24,,
339,5927,,,,,,Live,10/24/24,,
464,5930,,,,,,Live,10/2/24,,
477,5935,,,,,,Live,8/30/24,,
458,5938,,,,,,Live,1/24/25,,
581,5956,,,,,,Live,11/8/24,,
585,5957,,,,,,Live,1/6/25,,
63,5959,,,,,,Live,9/4/24,,
267,5965,,,,,,Live,9/20/23,,
424,5976,,,,,,Live,10/25/24,,
423,5977,,,,,,Live,10/8/24,,
552,5981,,,,,,Live,1/27/25,,
552,5982,,,,,,Live,10/2/24,,
459,5996,,,,,,Live,11/14/24,,
56,6300,,,,,,Live,11/5/24,,
411,6392,,,,,,Live,11/7/24,,
444,6394,,,,,,Live,10/22/24,,
370,6477,,,,,,Live,10/4/24,,
308,6789,,,,,,Live,10/21/24,,
145,6807,,,,,,Live,10/15/24,,
310,6879,,,,,,Live,11/4/24,,
67,6930,,,,,,Live,4/28/25,,
256,6931,,,,,,Live,12/10/24,,
52,6963,,,,,,Live,10/13/23,,
101,6978,,,,,,Live,10/29/24,,
20,6998,,,,,,Live,8/8/24,,
153,7020,,,,,,Live,12/17/24,,
287,7032,,,,,,Live,1/21/25,,
27,7194,,,,,,Live,12/2/24,,
554,7601,,,,,,Live,8/7/24,,
171,8331,,,,,,Live,7/15/23,,
583,8930,,,,,,Live,10/13/23,,
347,12,469700132115,8/18/25,9/4/25,2972538412,Estes,33,9/17/25,214,1 day
334,13,TBD,,9/18/25,TBD,TBD,35,10/1/25,200,1 day
334,17,TBD,,9/19/25,TBD,TBD,35,10/2/25,240,1 day
333,32,TBD,,9/22/25,TBD,TBD,35,10/3/25,167,1 day
334,34,469700132917,,9/16/25,2972504688,ESTES,35,9/29/25,151,1 day
335,69,469700132928,,9/2/25,TBD,TBD,36,9/15/25,213,1 day
410,72,TBD,,9/19/25,TBD,TBD,35,9/30/25,221,1 day
134,75,469700132939,,9/10/25,2972504689,ESTES,34,9/23/25,311,2 day
329,91,TBD,,9/26/25,TBD,TBD,36,10/9/25,100,1 day
351,103,444708591557,8/11/25,9/2/25,2972520704,ESTES,33,9/15/25,172,1 day
138,112,469700132940,,9/10/25,2972504687,ESTES,34,9/23/25,163,1 day
351,121,469700132126,8/18/25,9/5/25,2972521757,ESTES,33,9/18/25,152,1 day
321,125,469700132137,8/18/25,9/4/25,2972520709,ESTES,33,9/17/25,166,1 day
357,138,TBD,,10/1/25,TBD,TBD,37,10/16/25,227,1 day
350,147,469700131510,8/11/25,8/27/25,444708592152,Fedex,32,9/10/25,126,1 day
47,148,469700131520,8/9/25,8/28/25,2972537515,ESTES,32,9/11/25,173,1 day
92,174,TBD,,9/18/25,TBD,TBD,35,10/1/25,211,1 day
144,175,TBD,,9/23/25,TBD,TBD,36,10/6/25,157,1 day
409,186,TBD,,9/19/25,TBD,TBD,35,10/2/25,222,1 day
341,201,469700132950,,9/4/25,TBD,TBD,36,9/17/25,182,1 day
345,246,469700132148,8/19/25,9/3/25,2972520711,ESTES,33,9/16/25,148,1 day
11,287,TBD,,9/24/25,TBD,TBD,36,10/7/25,266,1 day
254,299,469700132961,,9/16/25,2972504695,ESTES,35,9/29/25,256,1 day
149,304,TBD,,9/30/25,TBD,TBD,37,10/13/25,201,1 day
132,309,TBD,,9/29/25,TBD,TBD,36,10/10/25,294,1 day
361,319,469700131531,8/11/25,9/29/25,2972537510,ESTES,32,10/10/25,251,1 day
10,329,TBD,,9/25/25,TBD,TBD,36,10/8/25,202,1 day
66,331,444708591638,8/11/25,9/2/25,2972520710,ESTES,33,9/15/25,210,1 day
5,332,TBD,,9/23/25,TBD,TBD,36,10/6/25,140,1 day
10,355,TBD,,9/19/25,TBD,TBD,35,10/2/25,219,1 day
10,356,TBD,,9/18/25,TBD,TBD,35,10/1/25,189,1 day
132,386,469700132159,8/18/25,9/5/25,2972521121,ESTES,33,9/18/25,208,1 day
321,388,469700132160,8/18/25,9/3/25,2972520703,ESTES,33,9/16/25,156,1 day
352,389,469700131542,8/11/25,8/28/25,2972537509,ESTES,32,9/8/25,158,1 day
46,398,469700132972,,9/15/25,2972504690,ESTES,34,9/26/25,153,1 day
132,402,469700132170,8/18/25,9/8/25,2972521123,ESTES,33,9/19/25,189,1 day
81,407,444708591580,8/12/25,9/2/25,2972520707,ESTES,33,9/15/25,200,1 day
132,415,469700132983,,9/15/25,2972504694,ESTES,34,9/26/25,169,1 day
151,416,TBD,,9/30/25,TBD,TBD,35,10/13/25,127,1 day
130,428,TBD,,9/26/25,TBD,TBD,36,10/9/25,168,1 day
333,444,TBD,,10/1/25,TBD,TBD,37,10/15/25,192,1 day
78,464,469700132994,,9/12/25,943047383,TFORCE,34,9/25/25,218,1 day
77,465,469700133008,,9/16/25,TBD,TBD,35,9/29/25,143,1 day
66,469,469700132181,8/18/25,9/3/25,2972521756,ESTES,33,9/16/25,331,2 day
344,499,469700133019,,9/15/25,2972504686,ESTES,34,9/26/25,204,1 day
21,510,469700131553,8/12/25,8/29/25,932679565,TFORCE,32,9/12/25,154,1 day
24,518,469700133020,,9/11/25,969170226,TFORCE,34,9/24/25,209,1 day
242,526,469700132192,8/19/25,9/10/25,2972521761,ESTES,33,9/23/25,277,1 day
132,531,TBD,,9/22/25,TBD,TBD,35,10/3/25,252,1 day
132,543,469700133030,,9/12/25,TBD,TBD,34,9/25/25,232,1 day
125,553,TBD,,9/18/25,TBD,TBD,35,10/1/25,190,1 day
88,554,469700133041,,9/11/25,969170182,TFORCE,34,9/24/25,171,1 day
27,588,TBD,,9/17/25,TBD,TBD,35,9/30/25,184,1 day
19,594,TBD,,9/22/25,TBD,TBD,35,10/3/25,199,1 day
124,599,TBD,,9/30/25,TBD,TBD,37,10/13/25,174,1 day
22,615,469700133052,,9/12/25,TBD,TBD,34,9/25/25,195,1 day
36,625,TBD,,9/19/25,TBD,TBD,35,10/2/25,227,1 day
433,645,469700133063,,9/16/25,969170215,TFORCE,35,9/29/25,202,1 day
119,663,469700132207,8/13/25,9/3/25,455488305,TFORCE,33,9/16/25,151,1 day
120,669,469700132218,8/18/25,9/5/25,444708592884,FedEx,33,9/18/25,134,1 day
151,682,TBD,,10/1/25,TBD,TBD,35,10/15/25,215,1 day
93,697,469700133074,,9/11/25,969170193,TFORCE,34,9/24/25,213,1 day
67,703,469700131564,8/11/25,8/29/25,2972537506,ESTES,32,9/12/25,263,1 day
116,718,TBD,,9/19/25,TBD,TBD,35,10/2/25,156,1 day
11,731,469700133085,,9/11/25,943047431,TFORCE,34,9/24/25,174,1 day
121,741,444708591579,8/13/25,9/2/25,444708593137,FedEx,33,9/15/25,114,1 day
353,743,469700131575,8/11/25,8/29/25,2972537514,ESTES,32,9/12/25,165,1 day
63,752,469700131586,8/11/25,8/26/25,2972537512,ESTES,32,9/9/25,206,1 day
70,755,TBD,,9/26/25,TBD,TBD,36,10/9/25,295,1 day
66,777,469700131597,8/11/25,8/28/25,2972537513,ESTES,32,9/11/25,193,1 day
409,794,469700132229,8/18/25,9/9/25,945318780,TFORCE,34,9/22/25,306,2 day
406,799,TBD,,9/23/25,TBD,TBD,36,10/6/25,199,1 day
89,800,444708591616,8/12/25,9/5/25,969170064,TFORCE,33,9/18/25,222,1 day
10,809,TBD,,9/26/25,TBD,TBD,36,10/9/25,166,1 day
70,822,TBD,,9/24/25,TBD,TBD,36,10/7/25,211,1 day
345,838,TBD,,9/30/25,TBD,TBD,37,10/13/25,213,1 day
144,848,TBD,,9/24/25,TBD,TBD,36,10/7/25,293,1 day
94,857,469700132230,8/18/25,9/4/25,969170145,TFORCE,33,9/17/25,183,1 day
429,867,444708591605,8/11/25,9/2/25,2972520705,ESTES,33,9/15/25,175,1 day
375,869,TBD,,9/29/25,TBD,TBD,36,10/10/25,243,1 day
141,874,469700132240,8/18/25,9/9/25,2972521120,ESTES,34,9/22/25,185,1 day
24,878,469700133096,,9/10/25,943047265,TFORCE,34,9/23/25,139,1 day
77,901,469700132251,8/15/25,9/5/25,945318791,TFORCE,33,9/18/25,189,1 day
384,906,469700132262,8/15/25,9/9/25,2972504696,ESTES,34,9/22/25,341,2 day
128,911,TBD,,9/19/25,TBD,TBD,35,10/2/25,215,1 day
114,941,TBD,,9/22/25,TBD,TBD,35,10/3/25,135,1 day
89,942,469700132273,8/19/25,9/2/25,711228674,TFORCE,33,9/15/25,297,1 day
48,963,469700131601,8/11/25,8/26/25,932679580,TFORCE,32,9/9/25,234,1 day
375,966,TBD,,9/25/25,TBD,TBD,36,10/8/25,187,1 day
143,969,TBD,,9/25/25,TBD,TBD,36,10/8/25,279,1 day
92,974,TBD,,9/17/25,TBD,TBD,35,9/30/25,170,1 day
378,980,469700132284,8/15/25,9/30/25,945318802,TFORCE,33,10/13/25,313,2 day
376,984,469700133100,,9/15/25,943047361,TFORCE,34,9/26/25,268,1 day
356,992,TBD,,9/22/25,TBD,TBD,35,10/3/25,167,1 day
86,999,TBD,,9/18/25,TBD,TBD,35,10/1/25,156,1 day
36,1017,TBD,,9/18/25,TBD,TBD,35,10/1/25,123,1 day
388,1058,TBD,,9/24/25,TBD,TBD,36,10/7/25,281,1 day
63,1062,469700131612,8/11/25,8/25/25,2972537511,ESTES,32,9/8/25,192,1 day
143,1066,469700133111,,9/16/25,2972504692,ESTES,35,9/29/25,241,1 day
136,1074,469700132295,8/18/25,9/9/25,2972504697,ESTES,34,9/22/25,169,1 day
93,1081,469700132300,8/18/25,9/9/25,945318765,TFORCE,34,9/22/25,185,1 day
298,1132,469700131623,8/12/25,8/25/25,932679591,TFORCE,32,9/11/25,221,1 day
259,1139,TBD,,9/23/25,TBD,TBD,36,10/6/25,158,1 day
36,1146,TBD,,9/17/25,TBD,TBD,35,9/30/25,191,1 day
362,1151,469700131634,8/11/25,9/24/25,2972537505,ESTES,32,10/7/25,283,1 day
310,1155,TBD,,9/25/25,TBD,TBD,36,10/8/25,305,2 day
256,1170,444708591546,8/12/25,9/9/25,2972520708,ESTES,33,9/22/25,281,1 day
366,1218,469700132310,8/14/25,9/4/25,883476403060,Fedex,33,9/17/25,211,1 day
14,1224,TBD,,10/1/25,TBD,TBD,36,10/14/25,163,1 day
144,1248,TBD,,9/24/25,TBD,TBD,36,10/7/25,340,2 day
143,1260,TBD,,9/23/25,TBD,TBD,36,10/6/25,136,1 day
138,1271,469700133122,,9/12/25,2972504698,ESTES,34,9/25/25,151,1 day
304,1290,469700133133,,9/11/25,943047346,TFORCE,34,9/24/25,373,2 day
310,1312,TBD,,9/25/25,TBD,TBD,36,10/8/25,212,1 day
24,1314,469700131645,8/12/25,8/25/25,932679543,TFORCE,32,9/11/25,199,1 day
366,1325,469700132321,8/14/25,9/3/25,444708592807,Fedex,33,9/16/25,147,1 day
315,1335,TBD,,9/25/25,TBD,TBD,36,10/8/25,223,1 day
