Market,Region,Store Number,Percentage
3,14,3386,55.22%
3,14,5126,83.13%
7,14,604,104.77%
7,14,723,67.77%
7,14,734,98.61%
7,14,740,48.95%
7,14,1063,46.22%
7,14,1091,72.91%
7,14,1134,84.50%
7,14,1462,62.92%
7,14,1638,42.80%
7,14,2114,53.70%
7,14,2534,94.60%
8,14,424,113.07%
8,14,483,125.00%
8,14,700,67.04%
8,14,930,124.14%
8,14,938,118.49%
8,14,1101,125.00%
8,14,4318,117.35%
8,14,4407,125.00%
8,14,5348,79.20%
10,14,329,84.61%
10,14,355,78.51%
10,14,356,96.54%
10,14,432,87.89%
10,14,726,110.08%
10,14,730,98.15%
10,14,733,125.00%
10,14,809,88.25%
10,14,863,43.33%
10,14,1057,125.00%
13,14,423,68.23%
13,14,1229,107.64%
13,14,1481,106.35%
13,14,2111,96.74%
13,14,3271,75.94%
13,14,4330,64.01%
13,14,4497,125.00%
13,14,5262,73.01%
14,14,990,107.77%
14,14,1174,59.11%
14,14,1222,101.00%
14,14,1224,92.07%
14,14,1493,70.64%
14,14,1605,97.49%
14,14,1620,70.08%
14,14,2533,44.60%
14,14,2739,102.33%
14,14,2760,39.31%
14,14,3484,103.44%
14,14,3785,41.90%
14,14,7247,125.00%
15,14,818,64.86%
15,14,919,66.28%
15,14,944,49.72%
15,14,1032,85.91%
15,14,1207,52.68%
15,14,1362,37.24%
15,14,3075,76.80%
15,14,3119,29.62%
15,14,3439,53.39%
15,14,5845,93.96%
15,14,5872,82.07%
16,14,494,120.51%
16,14,614,99.19%
16,14,932,99.47%
16,14,1112,47.59%
16,14,1284,108.86%
16,14,1311,91.92%
16,14,1338,82.42%
16,14,3461,89.76%
16,14,4200,100.46%
16,14,4283,87.23%
16,14,5363,47.74%
97,14,488,71.81%
97,14,858,52.96%
97,14,1077,105.20%
97,14,1223,77.29%
97,14,1375,58.32%
97,14,1408,117.05%
97,14,3307,106.26%
97,14,4427,81.98%
97,14,4520,125.00%
97,14,5172,79.01%
97,14,5422,82.86%
Region Total,14,,85.42%
154,16,1967,80.80%
154,16,1984,118.84%
154,16,2174,74.43%
154,16,2228,125.00%
154,16,2289,86.60%
154,16,2386,47.52%
154,16,2683,62.10%
154,16,2797,125.00%
154,16,2901,103.05%
154,16,5278,93.41%
156,16,1918,60.75%
156,16,2012,77.45%
156,16,2118,67.75%
156,16,2155,84.12%
156,16,2158,46.37%
156,16,2267,83.92%
156,16,2329,77.73%
156,16,2629,67.54%
156,16,2964,113.03%
156,16,3409,47.92%
156,16,4387,72.01%
157,16,1762,49.56%
157,16,2139,101.62%
157,16,2180,110.23%
157,16,2222,125.00%
157,16,2640,54.61%
157,16,2660,87.15%
157,16,2903,17.29%
157,16,3114,56.50%
157,16,3535,76.77%
159,16,1970,73.72%
159,16,2103,53.48%
159,16,2122,62.48%
159,16,2128,91.30%
159,16,2227,85.51%
159,16,2336,87.46%
159,16,2341,56.76%
159,16,2902,37.00%
159,16,2904,63.13%
159,16,3200,120.39%
160,16,1906,89.75%
160,16,2021,75.97%
160,16,2095,95.14%
160,16,2157,125.00%
160,16,2184,113.93%
160,16,2366,88.28%
160,16,2953,112.68%
160,16,3560,55.70%
160,16,3561,101.19%
160,16,5448,101.88%
179,16,1797,57.98%
179,16,1856,68.92%
179,16,1919,35.86%
179,16,1924,85.43%
179,16,1932,75.27%
179,16,1974,47.66%
179,16,2013,90.82%
179,16,2047,77.05%
179,16,2143,55.63%
179,16,2178,45.05%
179,16,5076,87.49%
180,16,1866,32.28%
180,16,1868,68.74%
180,16,1939,92.17%
180,16,2046,111.55%
180,16,2140,118.93%
180,16,2183,92.83%
180,16,2202,61.71%
180,16,2634,62.62%
180,16,2681,49.52%
180,16,3269,16.15%
181,16,1975,90.16%
181,16,2138,125.00%
181,16,2224,125.00%
181,16,2332,125.00%
181,16,2369,60.92%
181,16,2530,118.89%
181,16,2639,71.41%
181,16,2682,98.78%
181,16,2758,97.82%
181,16,4156,70.80%
181,16,4389,44.47%
183,16,1698,73.02%
183,16,1749,123.56%
183,16,1788,80.02%
183,16,1954,82.78%
183,16,2055,86.78%
183,16,2130,76.36%
183,16,2153,89.46%
183,16,2330,79.58%
183,16,2398,44.60%
183,16,2659,65.16%
184,16,1753,125.00%
184,16,1785,119.98%
184,16,1796,50.02%
184,16,1907,85.92%
184,16,1930,47.37%
184,16,2057,62.38%
184,16,2142,86.08%
184,16,2399,97.49%
184,16,3491,39.17%
184,16,3549,91.36%
187,16,1871,125.00%
187,16,1946,34.62%
187,16,1994,90.02%
187,16,2092,54.39%
187,16,2116,53.86%
187,16,2424,89.61%
187,16,3329,61.49%
187,16,3334,61.61%
187,16,4403,71.97%
187,16,5497,125.00%
187,16,5498,53.38%
188,16,1940,115.59%
188,16,1997,93.70%
188,16,2056,58.32%
188,16,2097,125.00%
188,16,2152,119.23%
188,16,2351,93.80%
188,16,2370,99.14%
188,16,2504,101.51%
188,16,2844,108.10%
188,16,3583,125.00%
Region Total,16,,81.41%
161,17,1873,69.28%
161,17,1964,92.39%
161,17,2225,83.48%
161,17,2261,96.22%
161,17,2283,62.23%
161,17,2373,95.95%
161,17,2747,55.96%
161,17,2885,64.31%
161,17,3301,27.82%
162,17,1891,45.55%
162,17,1980,39.25%
162,17,2022,68.92%
162,17,2170,54.72%
162,17,2200,53.70%
162,17,2282,82.72%
162,17,2331,68.85%
162,17,2854,85.67%
162,17,2898,29.42%
162,17,5777,63.98%
163,17,2144,72.69%
163,17,2299,58.82%
163,17,2371,78.76%
163,17,2719,29.44%
163,17,2897,60.86%
163,17,2899,73.86%
163,17,2900,38.03%
163,17,2965,80.42%
163,17,3548,61.79%
163,17,5095,77.58%
164,17,1810,94.68%
164,17,1959,55.01%
164,17,2064,70.12%
164,17,2104,66.21%
164,17,2531,40.06%
164,17,2547,81.76%
164,17,2637,45.59%
164,17,2905,70.78%
164,17,4570,102.54%
171,17,2156,48.60%
171,17,2286,99.95%
171,17,2906,95.31%
171,17,2915,40.54%
171,17,2917,63.32%
171,17,5202,91.45%
171,17,8331,81.60%
172,17,2583,80.67%
172,17,2916,70.63%
172,17,3420,95.02%
172,17,5293,29.46%
172,17,5295,74.41%
173,17,2163,49.30%
173,17,2232,125.00%
173,17,2284,65.83%
173,17,2585,41.18%
173,17,2954,38.89%
173,17,3543,125.00%
173,17,3545,102.47%
173,17,3546,31.65%
173,17,3803,99.89%
173,17,5294,97.94%
173,17,5439,114.43%
174,17,2003,52.94%
174,17,2090,68.02%
174,17,2294,93.46%
174,17,2365,55.53%
174,17,2368,52.32%
174,17,2497,65.63%
174,17,2503,28.77%
174,17,2582,120.53%
174,17,2604,80.06%
174,17,3291,47.08%
175,17,2633,55.36%
175,17,2651,55.70%
175,17,2825,36.77%
175,17,3078,87.10%
175,17,3469,39.22%
175,17,4153,44.21%
175,17,5201,65.73%
175,17,5281,48.53%
176,17,3292,105.58%
176,17,3598,90.95%
176,17,3912,75.81%
176,17,5111,68.22%
176,17,5178,24.47%
176,17,5447,54.75%
176,17,5867,17.75%
190,17,1781,91.03%
190,17,1835,54.46%
190,17,1976,70.40%
190,17,2120,55.38%
190,17,2135,95.97%
190,17,2262,78.53%
190,17,2992,60.62%
190,17,3221,59.26%
190,17,5240,81.96%
190,17,5732,103.31%
226,17,1623,75.07%
226,17,1884,59.96%
226,17,1945,47.31%
226,17,2024,54.07%
226,17,2208,71.76%
226,17,2480,67.18%
226,17,2543,46.00%
226,17,4276,46.39%
577,17,3159,51.53%
577,17,3443,35.97%
577,17,3520,28.18%
577,17,3562,13.92%
577,17,3795,24.89%
577,17,5077,29.42%
577,17,5752,25.15%
Region Total,17,,65.08%
197,19,1790,46.64%
197,19,2631,60.59%
197,19,2872,30.80%
197,19,2912,73.64%
197,19,3336,45.27%
197,19,3476,95.25%
197,19,4383,99.78%
197,19,5761,69.28%
197,19,5842,49.13%
200,19,1791,45.48%
200,19,1923,125.00%
200,19,1942,97.14%
200,19,2102,93.98%
200,19,2238,76.34%
200,19,2493,90.15%
200,19,2567,125.00%
200,19,3328,76.73%
200,19,3453,125.00%
200,19,3458,93.80%
200,19,3876,113.48%
200,19,5386,125.00%
201,19,1540,125.00%
201,19,2010,59.91%
201,19,2061,72.11%
201,19,2062,90.24%
201,19,2678,111.94%
201,19,3436,118.19%
201,19,4439,83.54%
201,19,5064,72.46%
201,19,5065,105.34%
201,19,5280,124.30%
202,19,1593,101.90%
202,19,1642,87.76%
202,19,1771,79.13%
202,19,1809,76.64%
202,19,1836,73.71%
202,19,2080,104.83%
202,19,2620,45.67%
202,19,3791,63.06%
202,19,5160,117.78%
202,19,5411,39.25%
202,19,5472,66.88%
203,19,1423,91.29%
203,19,1733,58.46%
203,19,1754,61.10%
203,19,2618,125.00%
203,19,2700,81.84%
203,19,2866,45.40%
203,19,2867,108.69%
203,19,2869,125.00%
203,19,4540,49.85%
203,19,5048,65.99%
203,19,5893,57.27%
204,19,1422,72.62%
204,19,1428,69.81%
204,19,1432,87.27%
204,19,1719,117.45%
204,19,1752,70.22%
204,19,2014,38.71%
204,19,2619,84.98%
204,19,2644,124.12%
204,19,5097,62.19%
204,19,5159,68.65%
204,19,5376,68.40%
205,19,1592,67.47%
205,19,1611,55.27%
205,19,1798,78.83%
205,19,1928,75.08%
205,19,1987,55.49%
205,19,2273,40.57%
205,19,2354,125.00%
205,19,2693,39.16%
205,19,3632,60.21%
205,19,3726,93.75%
205,19,4243,55.52%
206,19,2558,34.00%
206,19,2559,107.51%
206,19,2692,63.03%
206,19,2873,125.00%
206,19,2959,97.84%
206,19,3487,90.89%
206,19,4424,99.81%
206,19,4660,42.90%
206,19,5844,84.39%
207,19,1416,113.86%
207,19,1913,101.73%
207,19,2191,112.47%
207,19,2350,60.33%
207,19,3445,96.74%
207,19,4479,79.48%
207,19,5028,85.67%
207,19,5029,44.91%
207,19,5030,125.00%
207,19,5385,96.09%
213,19,1429,79.36%
213,19,1445,68.52%
213,19,1448,91.85%
213,19,1539,76.73%
213,19,1622,67.71%
213,19,1628,60.10%
213,19,1986,80.25%
213,19,2613,29.65%
213,19,3809,90.78%
213,19,5309,91.83%
213,19,5471,76.04%
238,19,1479,40.03%
238,19,1487,80.33%
238,19,1576,57.03%
238,19,1618,82.62%
238,19,2276,50.27%
238,19,2544,51.39%
238,19,2817,111.28%
238,19,2818,96.59%
238,19,4631,60.86%
Region Total,19,,80.37%
208,20,1707,68.54%
208,20,2063,62.90%
208,20,2197,91.57%
208,20,2211,66.53%
208,20,2506,113.38%
208,20,2541,92.74%
208,20,2910,90.35%
208,20,3722,89.48%
208,20,3860,87.22%
209,20,1857,34.43%
209,20,1863,107.39%
209,20,1927,125.00%
209,20,2313,63.18%
209,20,2359,89.62%
209,20,2362,111.94%
209,20,3250,125.00%
209,20,3293,78.06%
209,20,3608,125.00%
209,20,5387,53.36%
214,20,1839,90.14%
214,20,2073,122.17%
214,20,2266,61.51%
214,20,2316,117.37%
214,20,4255,86.40%
214,20,4285,125.00%
214,20,5066,109.52%
214,20,5082,65.69%
215,20,1812,125.00%
215,20,1894,116.85%
215,20,1895,125.00%
215,20,1911,112.61%
215,20,2323,72.50%
215,20,2361,73.10%
215,20,2914,75.12%
215,20,2966,111.86%
215,20,5285,99.98%
215,20,5410,105.26%
216,20,1724,80.13%
216,20,1782,58.39%
216,20,1937,84.22%
216,20,2078,90.36%
216,20,2115,125.00%
216,20,2149,64.41%
216,20,2209,114.05%
216,20,2684,46.40%
216,20,2823,77.65%
216,20,2852,51.77%
216,20,3262,89.75%
216,20,3581,86.95%
227,20,1948,117.22%
227,20,2193,63.00%
227,20,2300,58.51%
227,20,2588,44.87%
227,20,3738,84.02%
227,20,3838,89.43%
227,20,4644,95.80%
227,20,5040,94.61%
227,20,5381,69.21%
229,20,1568,68.24%
229,20,1770,125.00%
229,20,1820,56.43%
229,20,1883,98.39%
229,20,1885,121.36%
229,20,2008,71.76%
229,20,2287,74.06%
229,20,2540,55.07%
229,20,2603,80.94%
229,20,3223,83.55%
229,20,4643,83.39%
235,20,1739,91.38%
235,20,2019,105.07%
235,20,2199,108.96%
235,20,2281,116.68%
235,20,2420,49.46%
235,20,2611,70.71%
235,20,4501,40.24%
235,20,5088,90.39%
235,20,5379,28.59%
235,20,5446,81.53%
258,20,545,9.03%
258,20,552,18.64%
258,20,696,29.20%
258,20,739,49.18%
258,20,1113,100.40%
258,20,1189,41.34%
258,20,1233,56.47%
258,20,1247,84.20%
258,20,1259,68.32%
258,20,1505,54.08%
258,20,1743,26.67%
311,20,154,115.49%
311,20,1023,81.03%
311,20,1302,84.92%
311,20,1336,45.94%
311,20,1763,68.22%
311,20,2089,77.83%
311,20,2761,63.43%
311,20,3270,103.59%
311,20,3303,44.60%
311,20,3480,28.58%
311,20,3772,75.88%
316,20,1450,39.69%
316,20,2244,106.20%
316,20,2548,73.99%
316,20,2576,98.10%
316,20,2610,112.25%
316,20,2792,32.46%
316,20,2810,57.10%
316,20,2849,53.08%
316,20,4277,57.02%
316,20,5296,83.22%
317,20,1351,100.53%
317,20,1360,93.80%
317,20,1477,63.27%
317,20,1499,91.47%
317,20,2036,109.04%
317,20,2646,76.19%
317,20,2662,97.89%
317,20,2933,67.35%
317,20,4278,79.10%
317,20,5319,119.53%
317,20,6951,41.34%
Region Total,20,,80.63%
217,21,1239,72.65%
217,21,1595,58.80%
217,21,1990,36.84%
217,21,2426,69.35%
217,21,2471,61.34%
217,21,2725,60.76%
217,21,2774,46.64%
217,21,3812,87.03%
217,21,5185,95.91%
217,21,5203,75.87%
218,21,1368,118.00%
218,21,1427,92.07%
218,21,1519,102.31%
218,21,1564,74.81%
218,21,2400,94.00%
218,21,2572,70.17%
218,21,2605,40.75%
218,21,3251,55.12%
218,21,3282,30.96%
218,21,3486,62.07%
218,21,3515,70.51%
219,21,1594,58.83%
219,21,2098,91.45%
219,21,2726,55.57%
219,21,3447,79.50%
219,21,3580,79.32%
219,21,3792,88.56%
219,21,5184,50.88%
219,21,5466,103.47%
219,21,5857,77.09%
221,21,1289,58.03%
221,21,1407,55.49%
221,21,1441,62.09%
221,21,1443,97.68%
221,21,2250,60.86%
221,21,2309,87.62%
221,21,3502,74.92%
221,21,3571,69.18%
221,21,3749,80.13%
221,21,3784,79.94%
221,21,5499,21.70%
222,21,1264,125.00%
222,21,1330,110.16%
222,21,1333,75.01%
222,21,1433,116.91%
222,21,1718,70.16%
222,21,1750,87.57%
222,21,2542,68.19%
222,21,3206,102.44%
222,21,3300,84.94%
222,21,3840,94.08%
222,21,5355,82.74%
223,21,1410,34.97%
223,21,1463,74.38%
223,21,1495,102.18%
223,21,1503,65.75%
223,21,1504,88.43%
223,21,2124,113.60%
223,21,2429,62.32%
223,21,3641,79.91%
223,21,3783,125.00%
223,21,5104,106.81%
223,21,5409,78.62%
225,21,1510,121.90%
225,21,1521,96.30%
225,21,1961,68.55%
225,21,2275,48.39%
225,21,2441,55.60%
225,21,2447,40.43%
225,21,2967,82.56%
225,21,3342,99.16%
225,21,4609,66.99%
239,21,1331,73.17%
239,21,1480,48.98%
239,21,1665,102.02%
239,21,1729,68.02%
239,21,1745,46.68%
239,21,1758,63.16%
239,21,2035,41.45%
239,21,2388,68.32%
239,21,3747,65.88%
239,21,3765,76.40%
239,21,5374,96.23%
246,21,854,60.05%
246,21,1329,63.43%
246,21,1547,110.42%
246,21,1728,69.21%
246,21,1962,94.05%
246,21,2020,88.25%
246,21,2339,88.35%
246,21,2771,91.12%
246,21,3851,79.76%
247,21,1294,83.48%
247,21,1304,125.00%
247,21,1378,125.00%
247,21,1425,92.83%
247,21,1566,62.23%
247,21,1639,89.88%
247,21,1667,96.24%
247,21,1978,96.16%
247,21,2311,80.45%
247,21,2679,110.99%
247,21,4399,72.79%
248,21,1388,94.46%
248,21,1419,98.02%
248,21,1570,111.79%
248,21,1647,40.80%
248,21,1709,92.69%
248,21,1804,86.34%
248,21,2819,82.19%
248,21,4230,125.00%
248,21,4231,55.54%
248,21,5025,82.64%
259,21,493,73.78%
259,21,591,119.05%
259,21,693,20.00%
259,21,702,120.58%
259,21,1139,69.83%
259,21,1140,85.81%
259,21,1426,125.00%
259,21,1478,114.71%
259,21,1569,47.83%
259,21,2638,59.21%
259,21,4461,103.97%
Region Total,21,,79.65%
165,22,1742,78.00%
165,22,2108,45.50%
165,22,2109,31.86%
165,22,2254,68.15%
165,22,3212,114.12%
165,22,3337,74.10%
165,22,3339,51.62%
165,22,3774,61.86%
165,22,5384,48.31%
165,22,5476,88.34%
166,22,2141,76.28%
166,22,2830,55.48%
166,22,3252,48.57%
166,22,5103,61.05%
166,22,5229,32.73%
166,22,5495,111.49%
166,22,5881,43.15%
166,22,5891,41.67%
167,22,2167,95.85%
167,22,2236,61.92%
167,22,2263,61.49%
167,22,2945,61.81%
167,22,3475,51.27%
167,22,3501,64.49%
167,22,3541,29.67%
167,22,4687,125.00%
167,22,5239,69.83%
168,22,1670,41.22%
168,22,1777,67.07%
168,22,2145,52.50%
168,22,2252,54.55%
168,22,2614,125.00%
168,22,2641,77.43%
168,22,3563,20.48%
168,22,3810,78.06%
168,22,4612,75.47%
170,22,2068,54.67%
170,22,2096,74.30%
170,22,2445,97.06%
170,22,2446,54.41%
170,22,2650,92.71%
170,22,3564,120.27%
170,22,5130,66.54%
170,22,5131,66.63%
170,22,5649,73.11%
178,22,1844,89.91%
178,22,1921,29.88%
178,22,1977,100.95%
178,22,2195,83.55%
178,22,2518,69.19%
178,22,3236,93.12%
178,22,3266,24.21%
178,22,3830,59.30%
178,22,5012,76.12%
178,22,5142,67.42%
178,22,5414,42.43%
232,22,1644,63.11%
232,22,1794,96.85%
232,22,1887,94.11%
232,22,2169,63.22%
232,22,2185,83.29%
232,22,2255,56.12%
232,22,2481,80.68%
232,22,2528,28.07%
232,22,2535,106.91%
232,22,3412,110.23%
232,22,3634,87.12%
233,22,1529,83.22%
233,22,2023,48.30%
233,22,2205,125.00%
233,22,2334,65.72%
233,22,2340,62.20%
233,22,2519,112.66%
233,22,2888,84.27%
233,22,4404,91.35%
233,22,5200,44.60%
234,22,1537,50.60%
234,22,1591,125.00%
234,22,1823,86.74%
234,22,1850,65.24%
234,22,1886,116.89%
234,22,2574,67.49%
234,22,3633,76.86%
234,22,5358,56.24%
234,22,5469,36.02%
234,22,5888,125.00%
237,22,1607,59.59%
237,22,1640,100.69%
237,22,1684,102.33%
237,22,1769,70.10%
237,22,1792,86.79%
237,22,2049,76.44%
237,22,2129,37.58%
237,22,2230,90.78%
237,22,4348,68.81%
237,22,5470,79.72%
284,22,1736,72.05%
284,22,1741,71.97%
284,22,1860,98.02%
284,22,2041,72.34%
284,22,2555,117.75%
284,22,3802,85.07%
284,22,5039,69.25%
284,22,5436,125.00%
284,22,5795,95.92%
285,22,1715,80.00%
285,22,1890,87.40%
285,22,2272,68.53%
285,22,2419,125.00%
285,22,2460,42.13%
285,22,2514,47.35%
285,22,2560,59.64%
285,22,2791,102.76%
285,22,2931,107.21%
285,22,3843,71.77%
285,22,4378,23.21%
558,22,1807,73.85%
558,22,1869,48.62%
558,22,2040,67.17%
558,22,2841,43.83%
558,22,2871,52.58%
558,22,3422,63.82%
558,22,4456,60.07%
558,22,5047,58.40%
558,22,5340,100.73%
558,22,5944,78.72%
Region Total,22,,73.15%
262,25,844,95.39%
262,25,852,64.35%
262,25,1003,31.36%
262,25,1307,73.05%
262,25,1386,87.23%
262,25,1548,31.94%
262,25,4323,82.49%
262,25,4699,67.42%
264,25,786,85.56%
264,25,1420,35.36%
264,25,1553,46.84%
264,25,1814,50.22%
264,25,1848,91.46%
264,25,1898,39.18%
264,25,4405,19.00%
264,25,5352,59.13%
264,25,5442,94.40%
265,25,1401,82.13%
265,25,1596,33.51%
265,25,1779,76.02%
265,25,2215,70.53%
265,25,3400,68.81%
265,25,3790,44.13%
265,25,4286,86.25%
265,25,4531,45.74%
266,25,1256,68.94%
266,25,1497,69.91%
266,25,1556,83.53%
266,25,2956,82.24%
266,25,3601,112.47%
266,25,4049,81.25%
266,25,4529,86.71%
266,25,5486,86.19%
267,25,1933,38.20%
267,25,1998,49.57%
267,25,2204,45.92%
267,25,2816,47.37%
267,25,3725,48.63%
267,25,5402,82.76%
267,25,5617,50.05%
267,25,5965,68.27%
268,25,1681,50.10%
268,25,1737,123.66%
268,25,1892,75.81%
268,25,1897,64.12%
268,25,1938,54.61%
268,25,2815,36.80%
268,25,3004,80.77%
268,25,5485,67.30%
269,25,1228,48.10%
269,25,1404,44.98%
269,25,1489,33.74%
269,25,1668,39.25%
269,25,1735,26.56%
269,25,3891,61.67%
269,25,3893,42.37%
269,25,5199,69.77%
269,25,5276,25.01%
270,25,1211,89.96%
270,25,1377,64.68%
270,25,1413,93.41%
270,25,1531,47.78%
270,25,3434,64.15%
270,25,3597,68.07%
270,25,4641,65.13%
270,25,5060,55.70%
272,25,198,78.74%
272,25,213,71.09%
272,25,224,122.96%
272,25,317,82.68%
272,25,435,74.95%
272,25,436,94.11%
272,25,454,82.90%
272,25,506,52.06%
272,25,936,125.00%
272,25,1395,33.40%
272,25,4259,35.76%
273,25,254,67.24%
273,25,422,51.78%
273,25,481,125.00%
273,25,550,59.41%
273,25,612,113.80%
273,25,798,82.15%
273,25,1093,37.40%
273,25,1734,125.00%
273,25,2491,125.00%
273,25,2934,114.12%
273,25,3255,125.00%
273,25,5403,123.67%
275,25,200,97.60%
275,25,334,95.64%
275,25,343,67.26%
275,25,480,91.45%
275,25,609,105.51%
275,25,1451,78.51%
275,25,1454,68.98%
275,25,1602,125.00%
275,25,1690,123.11%
275,25,2728,116.53%
275,25,3210,94.72%
275,25,3602,87.17%
278,25,197,84.95%
278,25,199,105.71%
278,25,603,109.08%
278,25,1028,125.00%
278,25,1125,114.01%
278,25,1323,112.71%
278,25,1421,81.09%
278,25,1713,68.07%
278,25,3459,106.74%
278,25,3460,125.00%
278,25,5157,82.74%
279,25,633,53.86%
279,25,636,47.66%
279,25,775,89.41%
279,25,792,65.16%
279,25,796,57.00%
279,25,830,30.35%
279,25,891,53.59%
279,25,957,24.36%
279,25,2231,80.54%
279,25,4511,80.66%
279,25,5399,74.94%
Region Total,25,,73.86%
296,26,1191,55.69%
296,26,1287,74.48%
296,26,1288,53.16%
296,26,1579,85.25%
296,26,2137,125.00%
296,26,2256,69.46%
296,26,2845,30.96%
296,26,3182,125.00%
296,26,3612,106.72%
296,26,5346,125.00%
297,26,1614,125.00%
297,26,1751,73.20%
297,26,1816,51.37%
297,26,1953,48.92%
297,26,2058,125.00%
297,26,4250,125.00%
297,26,4484,109.14%
297,26,5118,125.00%
297,26,5254,125.00%
297,26,5292,93.39%
298,26,1132,45.94%
298,26,1498,105.73%
298,26,1558,94.35%
298,26,1842,76.02%
298,26,2704,22.96%
298,26,3304,71.13%
298,26,3305,82.22%
298,26,3658,66.23%
298,26,5320,68.17%
299,26,1237,125.00%
299,26,1321,52.80%
299,26,1372,80.09%
299,26,1664,118.10%
299,26,2247,113.90%
299,26,2836,94.09%
299,26,3889,66.62%
299,26,4458,83.29%
299,26,4499,97.01%
299,26,4564,55.30%
299,26,5046,90.02%
299,26,5743,69.52%
301,26,1197,68.53%
301,26,1354,54.10%
301,26,1379,45.71%
301,26,1502,90.31%
301,26,1527,60.66%
301,26,1641,51.30%
301,26,1950,107.73%
301,26,2000,52.68%
301,26,2730,44.46%
301,26,4459,76.82%
301,26,5851,85.19%
302,26,1236,121.73%
302,26,1298,83.86%
302,26,1300,70.99%
302,26,1355,75.44%
302,26,1661,77.22%
302,26,3701,78.14%
302,26,3825,62.87%
302,26,3864,83.73%
302,26,7009,35.84%
302,26,7179,100.06%
302,26,7238,67.92%
304,26,948,91.14%
304,26,1039,22.54%
304,26,1060,116.21%
304,26,1064,45.05%
304,26,1096,83.78%
304,26,1131,45.40%
304,26,1290,61.64%
304,26,1337,23.21%
304,26,1662,53.50%
304,26,4224,52.75%
304,26,4410,81.90%
305,26,1034,63.69%
305,26,1209,105.05%
305,26,1385,87.12%
305,26,1464,94.13%
305,26,4274,49.07%
305,26,4594,90.85%
305,26,5085,41.22%
305,26,5298,90.70%
305,26,5481,102.34%
305,26,5745,55.48%
306,26,1027,94.03%
306,26,1133,62.18%
306,26,1156,48.50%
306,26,1821,125.00%
306,26,2005,57.51%
306,26,2134,125.00%
306,26,4574,87.04%
306,26,5747,63.86%
306,26,5879,46.90%
308,26,1322,120.02%
308,26,1552,46.68%
308,26,1613,111.86%
308,26,1849,125.00%
308,26,2472,125.00%
308,26,2793,90.80%
308,26,3503,90.58%
308,26,3626,124.10%
308,26,4477,89.05%
308,26,6789,28.07%
309,26,877,81.91%
309,26,1010,83.28%
309,26,1097,77.41%
309,26,1255,109.05%
309,26,1452,114.36%
309,26,1666,109.56%
309,26,2908,30.23%
309,26,3371,86.89%
309,26,3700,101.62%
309,26,5063,125.00%
Region Total,26,,81.09%
801,29,1822,#N/A
801,29,2026,#N/A
801,29,2072,#N/A
801,29,2240,#N/A
801,29,2423,#N/A
801,29,2449,#N/A
801,29,2721,#N/A
801,29,3693,#N/A
801,29,5793,#N/A
801,29,5802,#N/A
811,29,1854,#N/A
811,29,2067,#N/A
811,29,2085,#N/A
811,29,2302,#N/A
811,29,2346,#N/A
811,29,2501,#N/A
811,29,3716,#N/A
811,29,5803,#N/A
333,40,15,42.43%
333,40,32,62.52%
333,40,56,17.05%
333,40,379,83.44%
333,40,444,97.24%
333,40,837,0.00%
333,40,871,19.85%
333,40,1009,45.80%
333,40,2175,35.20%
333,40,2221,67.37%
333,40,2702,54.43%
333,40,4381,61.46%
335,40,9,122.39%
335,40,19,105.97%
335,40,30,63.32%
335,40,37,73.28%
335,40,69,72.79%
335,40,82,57.33%
335,40,95,69.13%
335,40,122,67.60%
335,40,152,66.66%
335,40,188,89.27%
335,40,337,41.85%
336,40,21,81.72%
336,40,29,97.26%
336,40,44,20.64%
336,40,65,77.33%
336,40,89,84.99%
336,40,101,77.97%
336,40,219,116.48%
336,40,354,64.52%
336,40,357,36.90%
336,40,815,59.06%
336,40,895,71.73%
336,40,5477,114.05%
339,40,60,106.38%
339,40,145,81.17%
339,40,243,87.35%
339,40,648,103.29%
339,40,1021,66.24%
339,40,1161,125.00%
339,40,1188,125.00%
339,40,1265,125.00%
339,40,2600,125.00%
339,40,2616,88.62%
339,40,5313,62.76%
339,40,5927,94.15%
340,40,99,91.23%
340,40,172,87.71%
340,40,295,57.70%
340,40,313,77.10%
340,40,805,56.69%
340,40,1177,67.02%
340,40,1514,82.00%
340,40,2213,123.55%
340,40,2694,125.00%
340,40,3061,95.82%
340,40,5150,125.00%
341,40,201,112.65%
341,40,253,59.69%
341,40,256,62.26%
341,40,328,69.65%
341,40,361,105.65%
341,40,1071,60.86%
341,40,1418,78.63%
341,40,1761,89.27%
341,40,4695,67.46%
357,40,14,73.13%
357,40,27,36.54%
357,40,46,79.05%
357,40,78,51.45%
357,40,86,72.30%
357,40,88,55.45%
357,40,138,62.00%
357,40,166,41.00%
357,40,173,46.77%
357,40,179,81.62%
357,40,250,35.69%
357,40,845,0.00%
359,40,25,49.76%
359,40,40,74.24%
359,40,51,100.50%
359,40,80,102.00%
359,40,159,78.58%
359,40,189,101.79%
359,40,203,88.13%
359,40,363,57.75%
359,40,451,97.50%
359,40,783,59.89%
359,40,820,100.69%
360,40,109,99.46%
360,40,135,51.75%
360,40,195,70.27%
360,40,234,120.94%
360,40,325,46.22%
360,40,560,100.90%
360,40,801,43.99%
360,40,834,98.21%
360,40,1120,116.03%
360,40,2857,112.11%
360,40,2994,104.86%
361,40,20,86.32%
361,40,61,99.38%
361,40,96,48.26%
361,40,184,62.89%
361,40,319,95.31%
361,40,326,36.71%
361,40,573,109.08%
