Store #,City,State,Walmart Responsibility?,Service Frequency,Walmart Contractor
6331,Somers,Wisconsin,Walmart,1,Aqualis (New Restoration)
6332,Philadelphia,Pennsylvania,Walmart,4,Apex
6333,Bangor,Maine,Walmart,10,Apex
6334,Decatur,Illinois,Walmart,12,Apex
6335,Ocala,Florida,Walmart,16,Apex
6336,Temple,Texas,Walmart,12,Apex
6338,College Station,Texas,Walmart,4,Apex
6339,Crystal Lake,Illinois,Walmart,12,Apex
6341,Sunrise,Florida,Walmart,16,Apex
6342,Tulsa (E),Oklahoma,Walmart,1,Apex
6343,Richmond,Virginia,Walmart,12,Apex
6344,Des Moines,Iowa,Walmart,1,Apex
6345,Idaho Falls,Idaho,Walmart,1,Apex
6347,Farmington,New Mexico,Walmart,8,Apex
6348,Pineville,North Carolina,Walmart,12,Apex
6349,Evergreen Park,Illinois,Walmart,12,Apex
6350,Sherman,Texas,Walmart,1,Apex
6351,Newport News,Virginia,Walmart,12,Apex
6352,Hudson,New Hampshire,Walmart,12,Apex
6353,Myrtle Beach,South Carolina,Walmart,12,Opterra Solutions 
6354,Midlothian,Virginia,Walmart,12,Apex
6355,Hickory,North Carolina,Walmart,12,Apex
6356,Fishkill,New York,Walmart,12,Apex
6357,Annapolis,Maryland,Walmart,12,Apex
6358,Northlake,Illinois,Walmart,12,Apex
6359,Comstock Park,Michigan,Walmart,12,Aqualis (New Restoration)
6359,Comstock Park,Michigan,Walmart,12,Aqualis (New Restoration)
6360,Grand Junction,Colorado,Walmart,6,Apex
6361,Ft. Walton Beach,Florida,Walmart,12,Apex
6363,Jacksonville,Florida,Walmart,12,Apex
6364,Naples,Florida,Walmart,16,Apex
6365,Charlottesville,Virginia,Walmart,12,Apex
6366,Vestal,New York,No- Third Party,,n/a
6367,Humble,Texas,Walmart,12,Apex
6368,Chesapeake,Virginia,Walmart,12,Apex
6369,Edison,New Jersey,Walmart,2,Apex
6370,Morristown,Tennessee,Walmart,12,Apex
6371,Woodbridge,Virginia,Walmart,4,Apex
6372,Dallas,Texas,Walmart,4,Apex
6373,Vienna,West Virginia,Walmart,1,Aqualis (New Restoration)
6375,Lima,Ohio,Walmart,12,Apex
6376,Dallas,Texas,Walmart,4,Apex
6377,Jonesboro,Arkansas,Walmart,10,Aqualis (New Restoration)
6378,Riverside,California,Walmart,4,Apex
6379,Great Falls,Montana,Walmart,8,Apex
6380,Dayton,Ohio,Walmart,10,Apex
6381,Lewisville,Texas,Walmart,12,Apex
6382,Las Vegas,Nevada,Walmart,1,Apex
6383,Salisbury,Maryland,Walmart,12,Apex
6384,Hodgkins,Illinois,Walmart,1,Apex
6385,Grand Forks,North Dakota,Walmart,8,Apex
6386,Concord,New Hampshire,Walmart,10,Apex
6387,Pinellas Park,Florida,Walmart,16,Apex
6388,Montgomery,Illinois,Combination,2,Apex
6390,Indianapolis,Indiana,Walmart,12,Aqualis (New Restoration)
6392,Topeka,Kansas,Walmart,12,Apex
6394,Brown Deer,Wisconsin,Walmart,12,Aqualis (New Restoration)
6395,Bluffton,South Carolina,Walmart,12,Opterra Solutions 
6397,Miami,Florida,Walmart,8,Apex
6398,Deltona,Florida,No- Landlord,,n/a
6401,Tampa,Florida,Walmart,16,Apex
6402,Greensboro,North Carolina,Walmart,12,Apex
6403,Brandon,Florida,Walmart,16,Apex
6404,Fairlawn,Ohio,No- Landlord,,n/a
6405,Yuba City,California,Walmart,12,Apex
6406,Niagara Falls,New York,No- Landlord,,n/a
6407,Mansfield,Ohio,Walmart,10,Apex
6408,Santa Fe,New Mexico,Walmart,8,Apex
6409,Tucker,Georgia,Walmart,12,Opterra Solutions 
6412,Southgate,Michigan,Walmart,12,Aqualis (New Restoration)
6413,Lincoln,Nebraska,Walmart,1,Apex
6414,Gastonia,North Carolina,Walmart,12,Apex
6415,Joplin,Missouri,Walmart,1,Apex
6417,Holland,Michigan,Walmart,12,Aqualis (New Restoration)
6418,Wichita,Kansas,Walmart,1,Apex
6419,Traverse City,Michigan,Walmart,10,Aqualis (New Restoration)
6420,Clearwater,Florida,Walmart,16,Apex
6421,Conroe,Texas,Walmart,12,Apex
6422,Longview,Texas,Walmart,1,Apex
6423,Middletown,New York,Combination,1,Apex
6424,Kokomo,Indiana,Walmart,12,Aqualis (New Restoration)
6425,Casper,Wyoming,Walmart,1,Apex
6426,Salina,Kansas,Walmart,8,Apex
6427,Rochester,Minnesota,Walmart,12,Aqualis (New Restoration)
6428,Medford,New York,Combination,1,Apex
6429,Battle Creek,Michigan,Walmart,10,Aqualis (New Restoration)
6430,Cheyenne,Wyoming,Walmart,8,Apex
6431,Elmira,New York,No- Landlord,,n/a
6432,Sioux City,Iowa,Walmart,10,Apex
6433,Vacaville,California,Walmart,1,Apex
6434,Laurel (Baltimore),Maryland,Walmart,1,Apex
6435,Tuscaloosa,Alabama,Walmart,1,Aqualis (New Restoration)
6436,Onalaska,Wisconsin,Walmart,1,Aqualis (New Restoration)
6437,Bloomington,Indiana,Walmart,12,Aqualis (New Restoration)
6439,Odessa,Texas,Walmart,4,Apex
6440,Latham,New York,Walmart,12,Apex
6441,Lakeland,Florida,Walmart,16,Apex
6443,Goldsboro,North Carolina,Walmart,12,Apex
6444,Evanston,Illinois,Walmart,1,Apex
6445,Port Charlotte,Florida,Walmart,16,Apex
6448,New Port Richey,Florida,Walmart,16,Apex
6449,Paducah,Kentucky,Walmart,1,Opterra Solutions 
6450,Cincinnati,Ohio,Walmart,1,Apex
6452,Asheville,North Carolina,Walmart,12,Apex
6453,Austin,Texas,Walmart,12,Apex
6454,Southfield,Michigan,Walmart,12,Aqualis (New Restoration)
6455,Oxnard,California,Walmart,2,Apex
6456,Plattsburgh,New York,No- Landlord,,n/a
6457,South Charleston,West Virginia,Walmart,1,Aqualis (New Restoration)
6458,Lynchburg,Virginia,Walmart,12,Apex
6459,Harker Heights,Texas,Walmart,12,Apex
6460,Altoona,Pennsylvania,Walmart,12,Apex
6461,Grand Island,Nebraska,Walmart,8,Apex
6462,Augusta,Maine,Combination,10,Apex
6463,Anderson,South Carolina,Walmart,12,Opterra Solutions 
6464,Des Plaines,Illinois,Walmart,12,Apex
6467,Tyler,Texas,Walmart,12,Apex
6469,Byram,Mississippi,Walmart,12,Apex
6470,Plainfield,Indiana,Walmart,12,Aqualis (New Restoration)
6471,Victoria,Texas,Walmart,12,Apex
6472,Council Bluffs,Iowa,Walmart,10,Apex
6474,Maplewood,Missouri,Walmart,1,Apex
6476,Danville,Indiana,Walmart,4,Aqualis (New Restoration)
6477,Phoenix,Arizona,Walmart,1,Stormwater Pros
6479,Cape Girardeau,Missouri,Walmart,10,Apex
6480,Chandler,Arizona,Combination,4,Stormwater Pros
6482,Dallas,Texas,Walmart,12,Apex
6485,Tinley Park,Illinois,Combination,1,Apex
6487,Addison,Illinois,Walmart,12,Apex
6489,Calumet City,Illinois,Walmart,1,Apex
6500,Independence,Missouri,Walmart,10,Apex
6501,Murfreesboro,Tennessee,Walmart,12,Apex
6502,El Paso,Texas,Walmart,12,Apex
6503,Hattiesburg,Mississippi,Walmart,12,Apex
6505,Jefferson City,Missouri,No- Landlord,,n/a
6506,Albany,Georgia,Walmart,12,Opterra Solutions 
6507,Jackson,Tennessee,Walmart,12,Apex
6509,Rome,Georgia,Walmart,12,Opterra Solutions 
6510,Mankato,Minnesota,Walmart,1,Aqualis (New Restoration)
6512,Clarksville,Tennessee,Walmart,12,Apex
6514,Waterloo,Iowa,Walmart,10,Apex
6517,Beavercreek,Ohio,Combination,1,Apex
6518,Bristol,Virginia,Walmart,1,Apex
6520,Vero Beach,Florida,Walmart,16,Apex
6521,Houma,Louisiana,Walmart,12,Apex
6524,Colonial Heights,Virginia,Walmart,12,Apex
6527,Baton Rouge,Louisiana,Walmart,4,Apex
6528,Cincinnati,Ohio,Walmart,1,Apex
6531,Pensacola,Florida,Walmart,12,Apex
6533,State College,Pennsylvania,Combination,12,Apex
6535,Wausau,Wisconsin,Walmart,12,Aqualis (New Restoration)
6536,Allentown,Pennsylvania,Combination,2,Apex
6539,Watertown,New York,Walmart,12,Apex
6540,Charlotte,North Carolina,Walmart,12,Apex
6543,Carolina,Puerto Rico,Walmart,4,Rod Rodder
6547,Muncy,Pennsylvania,Walmart,12,Apex
6548,Tampa,Florida,No- Landlord,,n/a
6549,Pueblo,Colorado,Walmart,8,Apex
6556,St. Clairsville,Ohio,Walmart,1,Apex
6562,Muskegon,Michigan,Combination,10,Aqualis (New Restoration)
6565,Rapid City,South Dakota,Walmart,4,Apex
6567,Easton,Pennsylvania,Walmart,2,Apex
6568,Ames,Iowa,Walmart,12,Apex
6569,Bluefield,Virginia,Walmart,12,Apex
6570,Raleigh,North Carolina,Combination,4,Apex
6571,Florence,South Carolina,Walmart,12,Opterra Solutions 
6572,Knoxville,Tennessee,Walmart,4,Apex
6573,Jacksonville,North Carolina,Walmart,12,Apex
6575,Pittsburgh,Pennsylvania,Walmart,12,Apex
6576,North Augusta,South Carolina,No- Landlord,,n/a
6577,Slidell,Louisiana,Walmart,12,Apex
6578,Richland Hills,Texas,Walmart,1,Apex
6579,New Caney,Texas,Walmart,12,Apex
6581,Scranton,Pennsylvania,Walmart,12,Apex
6582,Bluffton,South Carolina,Walmart,12,Opterra Solutions 
6583,Lake Charles,Louisiana,Walmart,12,Apex
6585,Topeka,Kansas,Walmart,10,Apex
6586,Concord,North Carolina,Combination,12,Apex
6587,El Paso,Texas,Walmart,4,Apex
6588,Slidell,Louisiana,Walmart,12,Apex
6590,Moss Bluff,Louisiana,Walmart,12,Apex
6592,Savannah,Georgia,No- Third Party,,n/a
6604,Flagstaff,Arizona,Walmart,12,Stormwater Pros
6605,Gilbert,Arizona,Walmart,2,Stormwater Pros
6606,Phoenix,Arizona,Walmart,4,Stormwater Pros
6608,Phoenix,Arizona,Walmart,8,Stormwater Pros
6609,Palm Desert,California,No- Third Party,,n/a
6610,Chino,California,Walmart,12,Apex
6612,Concord,California,Combination,4,Apex
6613,Long Beach,California,Walmart,4,Apex
6614,El Monte,California,Walmart,6,Apex
6615,Fountain Valley,California,Walmart,4,Apex
6616,Fullerton,California,No- Landlord,,n/a
6617,Gardena,California,Walmart,4,Apex
6619,Ontario,California,Walmart,6,Apex
6620,Folsom,California,Walmart,4,Apex
6621,Roseville,California,Walmart,4,Apex
6622,Sacramento,California,Walmart,12,Apex
6624,San Bernardino,California,Walmart,1,Apex
6626,South Gate,California,No- Third Party,,n/a
6628,Torrance,California,Walmart,4,Apex
6630,Arvada,Colorado,No- Landlord,,n/a
6631,Aurora,Colorado,Walmart,1,Apex
6632,Denver,Colorado,Walmart,1,Apex
6633,Fort Collins,Colorado,Walmart,6,Apex
6634,Lone Tree,Colorado,Walmart,12,Apex
6635,Littleton,Colorado,Walmart,12,Apex
6636,Newington,Connecticut,Combination,2,Apex
6637,Coral Springs,Florida,No- Third Party,,n/a
6643,Atlanta (Clairmont),Georgia,Walmart,12,Opterra Solutions 
6644,Oakwood,Georgia,Walmart,12,Opterra Solutions 
6646,Alpharetta,Georgia,Walmart,12,Opterra Solutions 
6650,Baltimore (Rosedale),Maryland,Walmart,4,Apex
6651,Catonsville (Baltimore),Maryland,No- Landlord,,n/a
6652,Frederick,Maryland,Walmart,12,Apex
6653,Gaithersburg,Maryland,Walmart,4,Apex
6655,Waldorf,Maryland,Walmart,12,Apex
6657,Novi,Michigan,Walmart,1,Aqualis (New Restoration)
6658,Jackson,Michigan,Walmart,1,Aqualis (New Restoration)
6659,Madison Heights,Michigan,Walmart,1,Aqualis (New Restoration)
6660,Port Huron,Michigan,Combination,1,Aqualis (New Restoration)
6661,Portage,Michigan,Walmart,12,Aqualis (New Restoration)
6662,Roseville,Michigan,Walmart,1,Aqualis (New Restoration)
6663,Saginaw,Michigan,Walmart,1,Aqualis (New Restoration)
6664,Utica,Michigan,Combination,1,Aqualis (New Restoration)
6666,Canton,Michigan,Walmart,1,Aqualis (New Restoration)
6667,Ypsilanti,Michigan,Walmart,12,Aqualis (New Restoration)
6670,Deptford,New Jersey,Combination,2,Apex
6671,Freehold,New Jersey,Walmart,12,Apex
6672,Albuquerque,New Mexico,Walmart,8,Apex
6673,Cheektowaga,New York,No- Landlord,,n/a
6674,Elmsford,New York,Walmart,12,Apex
6675,Erie,Pennsylvania,Combination,2,Apex
6676,Willow Grove,Pennsylvania,No- Third Party,,n/a
6677,Monroeville,Pennsylvania,Walmart,2,Apex
6678,Pittsburgh,Pennsylvania,No- Third Party,,n/a
6679,West Mifflin,Pennsylvania,Walmart,4,Apex
6680,Bayamon,Puerto Rico,Walmart,4,Rod Rodder
6682,Layton,Utah,Walmart,6,Apex
6683,Murray,Utah,Walmart,1,Apex
6684,Riverdale,Utah,Walmart,6,Apex
6685,Provo,Utah,Walmart,4,Apex
6686,Salt Lake City,Utah,Walmart,6,Apex
6689,Caguas,Puerto Rico,Walmart,4,Rod Rodder
6690,Ponce,Puerto Rico,Walmart,12,Rod Rodder
6692,Tucson,Arizona,Walmart,2,Stormwater Pros
6693,Langhorne,Pennsylvania,Walmart,2,Apex
6732,Valdosta,Georgia,Walmart,12,Opterra Solutions 
6779,Moore,Oklahoma,Walmart,8,Apex
6781,Keller,Texas,Walmart,4,Apex
6786,McAllen,Texas,Combination,4,Apex
6789,King,North Carolina,Walmart,12,Apex
6798,Norfolk,Virginia,Walmart,12,Apex
6807,Memphis,Tennessee,Walmart,12,Apex
6813,El Paso,Texas,Walmart,1,Apex
6814,Winston Salem,North Carolina,No- Third Party,,n/a
6828,Kernersville,North Carolina,Combination,12,Apex
6849,Biloxi,Mississippi,Walmart,12,Apex
6850,Mission,Texas,Walmart,12,Apex
6851,Sachse,Texas,Walmart,12,Apex
6867,Richmond,Texas,Walmart,4,Apex
6876,Jonesboro,Arkansas,Walmart,10,Aqualis (New Restoration)
6878,Hazel Green,Alabama,Walmart,12,Aqualis (New Restoration)
6879,Fayetteville,North Carolina,Combination,12,Apex
6887,Greenwood,South Carolina,Walmart,12,Opterra Solutions 
6894,Apopka,Florida,Combination,4,Apex
6898,Lubbock,Texas,Walmart,12,Apex
6929,Temple,Texas,Walmart,12,Apex
6931,Louisville,Kentucky,Walmart,4,Opterra Solutions 
6932,Shreveport,Louisiana,Walmart,12,Apex
6936,Stafford,Virginia,No- Third Party,,n/a
6937,Port Charlotte,Florida,No- Landlord,,n/a
6941,Cape Coral,Florida,Combination,12,Apex
6942,Broken Arrow,Oklahoma,Walmart,12,Apex
6943,Jonesboro,Arkansas,Walmart,10,Aqualis (New Restoration)
6951,Sutton,West Virginia,Walmart,12,Aqualis (New Restoration)
6952,Timberville,Virginia,Walmart,12,Apex
6953,Centerton,Arkansas,Walmart,12,Aqualis (New Restoration)
6958,Cameron,North Carolina,Walmart,12,Apex
6960,Siloam Springs,Arkansas,Walmart,10,Aqualis (New Restoration)
6962,Rock Hill,South Carolina,Walmart,12,Opterra Solutions 
6963,Anna,Texas,Walmart,4,Apex
6964,Horn Lake,Mississippi,Walmart,12,Apex
6966,McKinney,Texas,Walmart,4,Apex
6967,Wellington,Florida,Combination,4,Apex
6968,Riverview,Florida,No- Landlord,,n/a
6971,Pea Ridge,Arkansas,Walmart,10,Aqualis (New Restoration)
6975,Cabot,Arkansas,Walmart,10,Aqualis (New Restoration)
6976,Wake Forest,North Carolina,Walmart,12,Apex
6978,Jacksonville,Florida,Combination,4,Apex
6979,Ankeny,Iowa,Walmart,12,Apex
6998,East Point,Georgia,No- Third Party,,n/a
7004,Dallas,North Carolina,Walmart,12,Apex
7009,Richlands,North Carolina,Walmart,12,Apex
7020,La Vergne,Tennessee,Walmart,12,Apex
7032,Richmond,Virginia,No- Third Party,,n/a
7043,Riverton,Utah,Walmart,8,Apex
7062,Gastonia,North Carolina,Walmart,12,Apex
7072,Cape Girardeau,Missouri,Walmart,10,Apex
7087,Salem,Indiana,Walmart,12,Aqualis (New Restoration)
7098,Newport,North Carolina,Walmart,12,Apex
7099,Morgan City,Louisiana,Walmart,4,Apex
7127,Poplar Bluff,Missouri,Walmart,1,Apex
7129,Ogallala,Nebraska,Walmart,8,Apex
7137,Jacksonville,North Carolina,Walmart,12,Apex
7146,Kings Mountain,North Carolina,Walmart,12,Apex
7156,Hewitt,Texas,Walmart,12,Apex
7162,Surf City,North Carolina,Combination,6,Apex
7168,Herriman,Utah,Walmart,12,Apex
7174,North Chesterfield,Virginia,Walmart,4,Apex
7177,Harrisonburg,Virginia,Walmart,4,Apex
7178,Princeton,Texas,Walmart,12,Apex
7179,Swansboro,North Carolina,Walmart,12,Apex
7180,Waxhaw,North Carolina,No- Landlord,,n/a
7181,Beaufort,South Carolina,Walmart,12,Opterra Solutions 
7185,Cumming,Georgia,No- Third Party,,n/a
7188,Darlington,South Carolina,Walmart,12,Opterra Solutions 
7189,Oklahoma City,Oklahoma,Walmart,1,Apex
7191,Hollywood,Florida,No- Third Party,,n/a
7194,Adel,Georgia,Walmart,12,Opterra Solutions 
7199,Great Falls,Montana,Walmart,12,Apex
7205,Lexington,North Carolina,Walmart,12,Apex
7206,Archdale,North Carolina,Combination,12,Apex
7209,Lumberton,North Carolina,Walmart,12,Apex
7218,New Bern,North Carolina,Walmart,12,Apex
7220,San Angelo,Texas,Walmart,1,Apex
7221,North Port,Florida,Combination,4,Apex
7222,Greenville,North Carolina,Walmart,12,Apex
7224,Lancaster,Texas,Walmart,12,Apex
7229,El Paso,Texas,No- Third Party,,n/a
7232,DeSoto,Texas,Walmart,12,Apex
7233,Baton Rouge,Louisiana,Walmart,12,Apex
7235,Winterville,North Carolina,Walmart,12,Apex
7238,Grantsboro,North Carolina,Walmart,12,Apex
7240,Rowlett,Texas,Walmart,12,Apex
7241,Denham Springs,Louisiana,Walmart,12,Apex
7242,Farmington,Arkansas,Walmart,10,Aqualis (New Restoration)
7243,Burgaw,North Carolina,Walmart,12,Apex
7245,Sylvester,Georgia,Walmart,12,Opterra Solutions 
7246,Cochran,Georgia,Walmart,12,Opterra Solutions 
7247,Atmore,Alabama,Walmart,12,Aqualis (New Restoration)
7249,Mount Vernon,Missouri,Walmart,10,Apex
7251,Ft. Worth,Texas,Combination,1,Apex
7254,Huntsville,Alabama,No- Third Party,,n/a
7256,Buffalo,West Virginia,No- Landlord,,n/a
7259,Georgetown,Kentucky,No- Landlord,,n/a
7260,Saline,Michigan,No- Third Party,,n/a
7262,Baton Rouge,Louisiana,Walmart,12,Apex
7263,San Antonio,Texas,No- Third Party,,n/a
7266,Princeton,Indiana,No- Third Party,,n/a
7280,Cullman,Alabama,Walmart,12,Aqualis (New Restoration)
7281,San Angelo,Texas,Walmart,12,Apex
7290,Crestwood,Kentucky,Walmart,12,Opterra Solutions 
7294,Norman,Oklahoma,Walmart,10,Apex
7296,Hudson,North Carolina,Walmart,12,Apex
7298,Sarasota,Florida,Combination,4,Apex
7299,Port St. Lucie,Florida,Walmart,4,Apex
7301,Carencro,Louisiana,Walmart,12,Apex
7304,Morganton,North Carolina,Walmart,12,Apex
7307,Bradenton,Florida,Combination,4,Apex
7308,Norman,Oklahoma,Walmart,8,Apex
7309,Humble,Texas,Walmart,1,Apex
7311,San Angelo,Texas,Walmart,12,Apex
7315,Hickory,North Carolina,Walmart,12,Apex
7317,Greenbrier,Arkansas,Walmart,10,Aqualis (New Restoration)
7320,Yuma,Arizona,Walmart,8,Stormwater Pros
7324,Huntsville,Alabama,Walmart,12,Aqualis (New Restoration)
7326,Oklahoma City,Oklahoma,Walmart,12,Apex
7329,St. Pauls,North Carolina,Walmart,12,Apex
7334,Goldsboro,North Carolina,Walmart,12,Apex
7337,Greenville,North Carolina,Walmart,12,Apex
7339,Grovetown,Georgia,Walmart,12,Opterra Solutions 
7340,Goldsboro,North Carolina,Walmart,12,Apex
7342,Madison,Alabama,Walmart,12,Aqualis (New Restoration)
7347,Hurst,Texas,Walmart,4,Apex
7349,Amarillo,Texas,Walmart,1,Apex
7357,Cypress,Texas,Walmart,1,Apex
7361,Pearland,Texas,Walmart,1,Apex
7362,Amarillo,Texas,Walmart,1,Apex
7368,Bentonville,Arkansas,Walmart,6,Aqualis (New Restoration)
7658,Brunswick,Georgia,Walmart,12,Opterra Solutions 
7676,Amarillo,Texas,Walmart,12,Apex
8102,Mobile,Alabama,Walmart,1,Aqualis (New Restoration)
8104,Little Rock,Arkansas,Walmart,12,Aqualis (New Restoration)
8106,Montgomery,Alabama,Walmart,12,Aqualis (New Restoration)
8107,Huntsville,Alabama,Walmart,1,Aqualis (New Restoration)
8111,Jeffersontown,Kentucky,Walmart,12,Opterra Solutions 
8112,Chattanooga,Tennessee,Walmart,12,Apex
8114,Lafayette,Louisiana,Walmart,4,Apex
8115,Augusta,Georgia,Walmart,12,Opterra Solutions 
8116,Jacksonville,Florida,Walmart,12,Apex
8117,Oklahoma City,Oklahoma,Walmart,4,Apex
8119,Pensacola,Florida,Walmart,12,Apex
8120,Tallahassee,Florida,Walmart,12,Apex
8123,Evansville,Indiana,Walmart,12,Aqualis (New Restoration)
8125,Ferguson-St.Louis,Missouri,Walmart,4,Apex
8126,Brownsville,Texas,Walmart,12,Apex
8128,Peoria,Illinois,Walmart,12,Apex
8129,Wilmington,North Carolina,Walmart,12,Apex
8130,FT. MYERS,Florida,Walmart,16,Apex
8132,Springdale,Ohio,Walmart,1,Apex
8133,Florence,Kentucky,Walmart,12,Opterra Solutions 
8134,Ft. Smith,Arkansas,Walmart,10,Aqualis (New Restoration)
8135,Terre Haute,Indiana,Walmart,4,Aqualis (New Restoration)
8136,Dayton,Ohio,Walmart,1,Apex
8138,Daytona,Florida,Walmart,16,Apex
8139,Holland,Ohio,Walmart,1,Apex
8141,Melbourne,Florida,Walmart,12,Apex
8142,Spartanburg,South Carolina,Walmart,12,Opterra Solutions 
8144,Pleasantville,New Jersey,Walmart,12,Apex
8145,Cinnaminson,New Jersey,Walmart,12,Apex
8146,Omaha,Nebraska,Walmart,1,Apex
8147,Loveland,Colorado,Walmart,4,Apex
8149,Green Bay,Wisconsin,Walmart,1,Aqualis (New Restoration)
8150,Port St. Lucie,Florida,Walmart,16,Apex
8151,Panama City,Florida,Walmart,12,Apex
8152,South Point,Ohio,Walmart,10,Apex
8153,El Paso,Texas,Walmart,1,Apex
8155,Gainesville,Florida,Walmart,12,Apex
8156,Laredo,Texas,Walmart,12,Apex
8157,WEST PALM BEACH,Florida,Walmart,16,Apex
8158,Woodstock,Georgia,Walmart,12,Opterra Solutions 
8160,Temple,Pennsylvania,Walmart,12,Apex
8161,York,Pennsylvania,No- Third Party,,n/a
8162,Cedar Rapids,Iowa,Walmart,1,Apex
8163,Columbia,Missouri,Walmart,1,Apex
8164,Waukesha,Wisconsin,Walmart,6,Aqualis (New Restoration)
8165,Sioux Falls,South Dakota,Walmart,8,Apex
8166,Duluth,Georgia,Walmart,12,Opterra Solutions 
8167,Franklin,Wisconsin,Walmart,10,Aqualis (New Restoration)
8168,Indianapolis,Indiana,Walmart,1,Aqualis (New Restoration)
8169,Lafayette,Indiana,Walmart,12,Aqualis (New Restoration)
8172,Fargo,North Dakota,Walmart,8,Apex
8173,Miramar,Florida,Walmart,16,Apex
8174,Merrillville,Indiana,Walmart,1,Aqualis (New Restoration)
8175,Harrisburg,Pennsylvania,Combination,12,Apex
8176,Topeka,Kansas,Walmart,8,Apex
8177,Las Vegas,Nevada,No- Landlord,,n/a
8180,Marion,Illinois,Walmart,12,Apex
8181,Alexandria,Louisiana,Walmart,12,Apex
8182,St. Louis,Missouri,Walmart,10,Apex
8183,Sartell,Minnesota,Walmart,12,Aqualis (New Restoration)
8184,Gurnee,Illinois,Walmart,4,Apex
8185,Eau Claire,Wisconsin,Walmart,1,Aqualis (New Restoration)
8186,Scarborough,Maine,Walmart,10,Apex
8188,Lexington,Kentucky,Walmart,12,Opterra Solutions 
8189,Clarksburg,West Virginia,Walmart,12,Aqualis (New Restoration)
8190,Texas City,Texas,Walmart,8,Apex
8191,WILKES-BARRE,Pennsylvania,Walmart,1,Apex
8192,Dothan,Alabama,Walmart,12,Aqualis (New Restoration)
8193,Hagerstown,Maryland,Walmart,12,Apex
8194,Bogart (Athens),Georgia,Walmart,12,Opterra Solutions 
8196,Florence,Alabama,Walmart,12,Aqualis (New Restoration)
8197,Champaign,Illinois,Walmart,1,Apex
8201,Bradenton,Florida,Walmart,16,Apex
8202,Savannah,Georgia,Walmart,12,Opterra Solutions 
8203,Marietta,Georgia,Walmart,12,Opterra Solutions 
8205,St. Louis,Missouri,Walmart,10,Apex
8207,Kansas City,Missouri,Walmart,1,Apex
