Store #,City,State,Walmart Responsibility?,Service Frequency,Walmart Contractor
2822,Walker,Louisiana,Walmart,12,Apex
2823,Parkersburg,West Virginia,Walmart,12,Aqualis (New Restoration)
2825,Old Bridge,New Jersey,No- Landlord,,n/a
2826,Coachella,California,No- Landlord,,n/a
2827,Coralville,Iowa,Walmart,1,Apex
2828,Milwaukee,Wisconsin,Walmart,1,Aqualis (New Restoration)
2830,Eddystone,Pennsylvania,Walmart,2,Apex
2831,Jerome,Idaho,Walmart,12,Apex
2832,Hardeeville,South Carolina,Walmart,12,Opterra Solutions 
2833,Grafton,West Virginia,Walmart,2,Aqualis (New Restoration)
2834,Fort Worth,Texas,Walmart,12,Apex
2835,San Antonio,Texas,Walmart,4,Apex
2836,Fuquay-Varina,North Carolina,Walmart,12,Apex
2838,Henderson,Nevada,Walmart,1,Apex
2839,Springfield,Missouri,Walmart,4,Apex
2840,Brunswick,Georgia,Walmart,12,Opterra Solutions 
2841,Lumberton,New Jersey,Walmart,12,Apex
2842,Corona,California,Walmart,12,Apex
2843,Summerfield,Florida,Walmart,16,Apex
2844,Halfmoon,New York,Walmart,12,Apex
2845,Siler City,North Carolina,Walmart,12,Apex
2846,Olive Branch,Mississippi,Walmart,12,Apex
2847,Bellevue,Nebraska,Walmart,8,Apex
2849,Mason,West Virginia,Walmart,12,Aqualis (New Restoration)
2850,Hampstead,Maryland,Walmart,12,Apex
2852,Moundsville,West Virginia,Walmart,8,Aqualis (New Restoration)
2853,La Plata,Maryland,Walmart,1,Apex
2854,Lisbon,Connecticut,Combination,2,Apex
2855,Shawnee,Kansas,Walmart,8,Apex
2856,Oak Grove,Missouri,Walmart,10,Apex
2857,Kansas City,Missouri,Walmart,10,Apex
2858,Statesboro,Georgia,No- Third Party,,n/a
2859,Rochester,New York,No- Landlord,,n/a
2860,Pooler,Georgia,Walmart,12,Opterra Solutions 
2861,Garden City,Idaho,Walmart,12,Apex
2862,Meridian,Idaho,Walmart,1,Apex
2864,San Antonio,Texas,Walmart,12,Apex
2865,Spokane,Washington,No- Landlord,,n/a
2866,Okemos,Michigan,Walmart,1,Aqualis (New Restoration)
2867,Lansing,Michigan,Walmart,1,Aqualis (New Restoration)
2869,Lansing,Michigan,Walmart,1,Aqualis (New Restoration)
2870,Myrtle Beach,South Carolina,Walmart,12,Opterra Solutions 
2871,Cinnaminson,New Jersey,Walmart,12,Apex
2872,Belleville,Michigan,Walmart,12,Aqualis (New Restoration)
2873,Troy,Michigan,No- Landlord,,n/a
2874,Glenville,New York,Walmart,12,Apex
2875,Warr Acres,Oklahoma,Walmart,12,Apex
2876,Edmond,Oklahoma,Walmart,4,Apex
2877,OKLAHOMA CITY (NW),Oklahoma,Walmart,4,Apex
2878,OKLAHOMA CITY (SW),Oklahoma,Walmart,8,Apex
2880,Tulsa,Oklahoma,Walmart,1,Apex
2881,Kissimmee,Florida,Walmart,16,Apex
2882,Maple Grove,Minnesota,Walmart,12,Aqualis (New Restoration)
2883,Plano,Texas,Walmart,1,Apex
2884,Las Vegas,Nevada,Walmart,4,Apex
2885,Newport,Rhode Island,No- Landlord,,n/a
2886,Pico Rivera,California,Walmart,4,Apex
2887,Myrtle Beach,South Carolina,Walmart,12,Opterra Solutions 
2888,Palmyra,Pennsylvania,Combination,12,Apex
2889,Clinton,Iowa,Walmart,12,Apex
2890,Macon,Georgia,Walmart,12,Opterra Solutions 
2891,Odessa,Texas,Walmart,1,Apex
2892,Parker,Colorado,Walmart,12,Apex
2893,Independence,Kansas,Walmart,8,Apex
2894,Oakland,Maryland,Walmart,12,Apex
2897,Southington,Connecticut,No- Landlord,,n/a
2898,Old Saybrook,Connecticut,No- Landlord,,n/a
2899,Avon,Connecticut,No- Landlord,,n/a
2900,Rocky Hill,Connecticut,Combination,2,Apex
2901,Northampton,Massachusetts,Walmart,10,Apex
2902,Framingham,Massachusetts,Walmart,12,Apex
2903,Chelmsford,Massachusetts,No- Landlord,,n/a
2904,Brockton,Massachusetts,Walmart,10,Apex
2905,Airmont,New York,Combination,1,Apex
2906,Riverhead,New York,Walmart,4,Apex
2907,Miami Gardens,Florida,Walmart,12,Apex
2908,BISCOE,North Carolina,Walmart,12,Apex
2909,Corry,Pennsylvania,Walmart,2,Apex
2910,Salem,Ohio,Walmart,10,Apex
2911,Central Square,New York,Walmart,10,Apex
2912,Taylor,Michigan,Walmart,12,Aqualis (New Restoration)
2913,Boutte,Louisiana,Walmart,12,Apex
2914,Massillon,Ohio,No- Landlord,,n/a
2915,South Setauket,New York,Combination,1,Apex
2916,East Meadow,New York,Combination,2,Apex
2917,Islandia,New York,Walmart,2,Apex
2918,Allen,Texas,Walmart,12,Apex
2919,Monroe,Louisiana,Walmart,12,Apex
2920,Orange Park,Florida,Walmart,16,Apex
2921,Harrisville,Utah,Walmart,6,Apex
2922,Tucson,Arizona,Walmart,12,Stormwater Pros
2923,Billings,Montana,Walmart,8,Apex
2924,Albuquerque,New Mexico,Walmart,1,Apex
2925,Napa,California,Walmart,1,Apex
2926,PLANO,Texas,Walmart,1,Apex
2927,Wood Village,Oregon,Walmart,12,Aqualis (New Restoration)
2928,Goose Creek,South Carolina,Walmart,12,Opterra Solutions 
2929,Hope Mills,North Carolina,Walmart,12,Apex
2930,Tamarac,Florida,Combination,1,Apex
2931,Fruitland,Maryland,Walmart,12,Apex
2932,Knoxville,Tennessee,Walmart,4,Apex
2933,Princeton,West Virginia,Walmart,8,Aqualis (New Restoration)
2934,Paris,Illinois,Walmart,12,Apex
2935,Knoxville,Iowa,Walmart,12,Apex
2937,Hibbing,Minnesota,Walmart,9,Aqualis (New Restoration)
2938,Lafayette,Louisiana,Walmart,12,Apex
2939,Richland,Mississippi,Walmart,12,Apex
2940,West Monroe,Louisiana,Walmart,12,Apex
2941,Alpharetta,Georgia,Walmart,12,Opterra Solutions 
2944,Deland,Florida,No- Third Party,,n/a
2945,Parkesburg,Pennsylvania,No- Landlord,,n/a
2946,Fort Lauderdale,Florida,No- Landlord,,n/a
2947,Vancouver,Washington,Walmart,12,Aqualis (New Restoration)
2948,Santa Fe Springs,California,No- Third Party,,n/a
2950,Palmdale,California,Walmart,12,Apex
2951,Lancaster,California,Walmart,4,Apex
2952,Murrieta,California,Walmart,12,Apex
2953,Swansea,Massachusetts,Walmart,2,Apex
2954,Norwalk,Connecticut,Combination,2,Apex
2955,Kansas City,Missouri,Combination,4,Apex
2956,Shorewood,Illinois,Walmart,12,Apex
2957,Detroit Lakes,Minnesota,Walmart,9,Aqualis (New Restoration)
2958,Appleton,Wisconsin,Walmart,1,Aqualis (New Restoration)
2959,Roseville,Michigan,Walmart,1,Aqualis (New Restoration)
2962,Pompano Beach,Florida,Walmart,16,Apex
2963,Coral Springs,Florida,Walmart,16,Apex
2964,Leominster,Massachusetts,Walmart,12,Apex
2965,Newington,Connecticut,Walmart,2,Apex
2966,Wadsworth,Ohio,Walmart,2,Apex
2967,Fort Wright,Kentucky,Walmart,4,Opterra Solutions 
2968,Carrollton,Kentucky,Walmart,12,Opterra Solutions 
2973,Murphy,Texas,Walmart,12,Apex
2974,Richardson,Texas,Walmart,1,Apex
2975,Garland,Texas,Walmart,1,Apex
2976,Mesquite,Texas,Walmart,1,Apex
2977,Arlington,Texas,Walmart,1,Apex
2978,Fort Worth,Texas,Walmart,12,Apex
2979,Fort Worth,Texas,Walmart,12,Apex
2980,Fort Worth,Texas,Walmart,12,Apex
2981,Keller,Texas,Walmart,12,Apex
2984,Lawton,Oklahoma,Walmart,8,Apex
2985,Fresno,California,Walmart,6,Apex
2986,Neenah,Wisconsin,Walmart,12,Aqualis (New Restoration)
2987,Davie,Florida,Walmart,16,Apex
2988,La Fayette,Georgia,Walmart,12,Opterra Solutions 
2989,Fremont,California,Walmart,12,Apex
2990,Mitchell,South Dakota,Walmart,8,Apex
2991,Cedar Park,Texas,Walmart,12,Apex
2992,Painted Post,New York,Walmart,12,Apex
2993,Sugar Land,Texas,Combination,12,Apex
2994,St. Joseph,Missouri,Walmart,10,Apex
2995,Plano,Texas,Walmart,12,Apex
2996,Dallas,Texas,Walmart,12,Apex
2997,Fayetteville,Arkansas,No- Third Party,,n/a
2998,Loma Linda,California,No- Landlord,,n/a
3004,Cicero,Illinois,Walmart,12,Apex
3011,Boynton Beach,Florida,Walmart,1,Apex
3013,Pinellas Park,Florida,Combination,4,Apex
3014,Dallas,Texas,Walmart,4,Apex
3015,Dallas,Texas,Combination,12,Apex
3017,Spring Hill,Tennessee,Walmart,12,Apex
3018,Fountain,Colorado,Walmart,4,Apex
3019,Thornton,Colorado,Walmart,8,Apex
3022,Stockton,California,No- Landlord,,n/a
3023,San Jose,California,No- Landlord,,n/a
3026,Palm Desert,California,No- Landlord,,n/a
3035,Washington,D.C.,Walmart,4,Apex
3042,Covington,Louisiana,Walmart,12,Apex
3043,Fort Worth,Texas,Walmart,4,Apex
3044,Fort Worth (SE),Texas,Walmart,4,Apex
3046,Modesto,California,No- Landlord,,n/a
3047,Turlock,California,Walmart,4,Apex
3049,Tucson,Arizona,Walmart,4,Stormwater Pros
3050,Beaverton,Oregon,Walmart,12,Aqualis (New Restoration)
3053,Everett,Washington,Walmart,12,Aqualis (New Restoration)
3055,Catoosa,Oklahoma,Walmart,1,Apex
3056,Spring Branch,Texas,Walmart,4,Apex
3057,Helotes,Texas,Walmart,12,Apex
3058,San Antonio,Texas,Walmart,12,Apex
3059,Canton,Mississippi,Walmart,12,Apex
3060,Yazoo City,Mississippi,Walmart,12,Apex
3061,Shrewsbury,Missouri,Walmart,10,Apex
3062,Springfield,Missouri,Walmart,10,Apex
3066,Sarasota,Florida,Walmart,4,Apex
3067,Norcross,Georgia,Walmart,12,Opterra Solutions 
3070,Dunwoody,Georgia,No- Landlord,,n/a
3071,Tucker,Georgia,No- Landlord,,n/a
3072,Snellville,Georgia,Walmart,12,Opterra Solutions 
3074,Lawrenceville,Georgia,No- Landlord,,n/a
3075,Panama City,Florida,Walmart,4,Apex
3077,Haymarket,Virginia,Combination,4,Apex
3078,East Brunswick,New Jersey,No- Landlord,,n/a
3081,Sacramento,California,Walmart,6,Apex
3082,Colorado Springs,Colorado,Walmart,4,Apex
3083,Colorado Springs,Colorado,Walmart,4,Apex
3084,Escondido,California,Combination,4,Apex
3087,Oxnard,California,Combination,4,Apex
3088,St. Cloud,Minnesota,Walmart,4,Aqualis (New Restoration)
3090,Rocklin,California,Walmart,6,Apex
3093,Meridian,Idaho,Walmart,4,Apex
3094,Boise,Idaho,No- Third Party,,n/a
3098,Bellevue,Washington,No- Landlord,,n/a
3099,La Palma,California,No- Landlord,,n/a
3101,Anaheim,California,Combination,4,Apex
3102,Princeton,Minnesota,Walmart,12,Aqualis (New Restoration)
3103,Goddard,Kansas,Walmart,10,Apex
3104,Deerfield Beach,Florida,Walmart,12,Apex
3106,San Antonio,Texas,Walmart,4,Apex
3107,San Antonio,Texas,Walmart,12,Apex
3110,Chicago,Illinois,Walmart,12,Apex
3111,Springfield,Missouri,Walmart,4,Apex
3112,San Antonio,Texas,Walmart,12,Apex
3114,Saugus,Massachusetts,Walmart,4,Apex
3118,Decatur,Georgia,Walmart,12,Opterra Solutions 
3119,Panama City Beach,Florida,No- Third Party,,n/a
3123,Santa Clara,California,No- Landlord,,n/a
3126,Centennial,Colorado,Walmart,4,Apex
3127,Denver,Colorado,Walmart,12,Apex
3128,Denver,Colorado,Walmart,12,Apex
3131,Rialto,California,No- Third Party,,n/a
3132,Pomona,California,No- Landlord,,n/a
3133,La Puente,California,Walmart,6,Apex
3135,Fort Worth,Texas,Walmart,4,Apex
3136,Horizon City,Texas,Combination,4,Apex
3137,Fairview,Tennessee,Walmart,12,Apex
3138,Bakersfield,California,Walmart,6,Apex
3139,Bakersfield,California,Combination,4,Apex
3140,Bakersfield,California,Walmart,6,Apex
3141,Bakersfield,California,Walmart,8,Apex
3143,Tucson,Arizona,No- Third Party,,n/a
3144,Milwaukie,Oregon,Walmart,4,Aqualis (New Restoration)
3145,Vancouver,Washington,Walmart,4,Aqualis (New Restoration)
3146,Corvallis,Oregon,Walmart,1,Aqualis (New Restoration)
3147,Simi Valley,California,No- Landlord,,n/a
3150,Council Bluffs,Iowa,Walmart,12,Apex
3151,Omaha,Nebraska,Walmart,6,Apex
3152,Omaha,Nebraska,Walmart,6,Apex
3153,Omaha,Nebraska,Walmart,8,Apex
3154,Bellevue,Nebraska,Walmart,8,Apex
3155,Derby,Kansas,Walmart,10,Apex
3156,Hampton,Virginia,No- Landlord,,n/a
3157,Newport News (Harpersville),Virginia,Walmart,12,Apex
3159,Teterboro,New Jersey,Combination,2,Apex
3161,South Pasadena,Florida,Combination,1,Apex
3162,Orlando,Florida,Combination,4,Apex
3163,Hollywood,Florida,Walmart,12,Apex
3164,Bentonville,Arkansas,Walmart,1,Aqualis (New Restoration)
3167,New Orleans,Louisiana,Walmart,8,Apex
3168,Conway,Arkansas,Walmart,4,Aqualis (New Restoration)
3169,Manor,Texas,Walmart,4,Apex
3170,Elgin,Texas,Walmart,4,Apex
3172,Omaha,Nebraska,Walmart,8,Apex
3173,La Vista,Nebraska,Walmart,8,Apex
3175,Colorado Springs,Colorado,No- Third Party,,n/a
3176,Colorado Springs,Colorado,Walmart,4,Apex
3177,Fort Collins,Colorado,Walmart,4,Apex
3178,Gresham,Oregon,No- Third Party,,n/a
3179,Thousand Oaks,California,Walmart,12,Apex
3180,South Gate,California,Walmart,4,Apex
3182,Chapel Hill,North Carolina,Walmart,12,Apex
3183,Homestead,Florida,Walmart,1,Apex
3184,Hoover,Alabama,Walmart,12,Aqualis (New Restoration)
3188,Stone Mountain,Georgia,Walmart,12,Opterra Solutions 
3191,Pickens,South Carolina,Walmart,12,Opterra Solutions 
3192,Powdersville,South Carolina,No- Third Party,,n/a
3197,Tampa,Florida,Walmart,16,Apex
3198,Carrollton,Texas,Walmart,12,Apex
3199,Plano,Texas,Walmart,4,Apex
3200,Weymouth,Massachusetts,Walmart,2,Apex
3201,McDonough,Georgia,No- Landlord,,n/a
3202,Del City,Oklahoma,Walmart,12,Apex
3204,Cedar Hill,Texas,Walmart,12,Apex
3205,Lithia Springs,Georgia,Walmart,12,Opterra Solutions 
3206,Lima,Ohio,Walmart,10,Apex
3207,Sanford,Florida,Walmart,16,Apex
3208,Springville,Utah,Walmart,6,Apex
3209,Elk River,Minnesota,Walmart,12,Aqualis (New Restoration)
3210,Springfield,Illinois,Walmart,12,Apex
3212,Egg Harbor,New Jersey,No- Landlord,,n/a
3213,The Woodlands,Texas,Walmart,1,Apex
3214,Suffolk,Virginia,Walmart,1,Apex
3215,Morgantown,West Virginia,No- Landlord,,n/a
3216,Virginia Beach,Virginia,Walmart,1,Apex
3217,Othello,Washington,Walmart,6,Aqualis (New Restoration)
3218,Spanaway,Washington,Walmart,12,Aqualis (New Restoration)
3219,Williamsburg,Virginia,Walmart,12,Apex
3220,St. George,Utah,Walmart,6,Apex
3221,Watkins Glen,New York,Walmart,12,Apex
3222,Central,South Carolina,Walmart,12,Opterra Solutions 
3223,Beaver Falls,Pennsylvania,Walmart,12,Apex
3224,Garland,Texas,Walmart,4,Apex
3225,Rowlett,Texas,Walmart,12,Apex
3226,Katy,Texas,Walmart,4,Apex
3227,Monument,Colorado,Combination,4,Apex
3228,Delmont,Pennsylvania,Walmart,12,Apex
3229,Vernon,Texas,Walmart,12,Apex
3230,Bryant,Arkansas,Walmart,10,Aqualis (New Restoration)
3231,Greenwood,Arkansas,Walmart,10,Aqualis (New Restoration)
3232,West Jordan,Utah,Walmart,8,Apex
3233,Bemidji,Minnesota,Walmart,9,Aqualis (New Restoration)
3234,Rogersville,Tennessee,Walmart,10,Apex
3235,North Miami Beach,Florida,Walmart,1,Apex
3236,Freehold,New Jersey,Combination,4,Apex
3237,Sioux Falls,South Dakota,Walmart,4,Apex
3238,Springfield,Missouri,Walmart,10,Apex
3239,Springfield,Oregon,Walmart,12,Aqualis (New Restoration)
3241,Glendale,Arizona,Walmart,12,Stormwater Pros
3243,Roanoke,Virginia,Walmart,12,Apex
3245,Hayward,Wisconsin,Walmart,12,Aqualis (New Restoration)
3247,Delavan,Wisconsin,Combination,1,Aqualis (New Restoration)
3248,La Habra,California,No- Landlord,,n/a
3250,Bainbridge,Ohio,Combination,1,Apex
3251,Washington Court House,Ohio,Walmart,12,Apex
3252,Boothwyn,Pennsylvania,No- Landlord,,n/a
3253,Edinboro,Pennsylvania,Walmart,2,Apex
3254,Reno,Nevada,Combination,12,Apex
3255,Savoy,Illinois,Combination,12,Apex
3258,Eugene,Oregon,Walmart,12,Aqualis (New Restoration)
3259,Missoula,Montana,Walmart,6,Apex
3260,Ephrata,Washington,Walmart,6,Aqualis (New Restoration)
3261,Richland,Washington,Walmart,6,Aqualis (New Restoration)
3262,Cambridge,Ohio,Walmart,10,Apex
3265,Yorktown,Virginia,Walmart,12,Apex
3266,East Windsor,New Jersey,Walmart,12,Apex
3267,Omaha,Nebraska,Walmart,4,Apex
3268,Antigo,Wisconsin,Walmart,12,Aqualis (New Restoration)
3269,Mexico,Maine,Walmart,10,Apex
3270,Wytheville,Virginia,Walmart,12,Apex
3271,Calera,Alabama,Walmart,12,Aqualis (New Restoration)
3273,Overland Park,Kansas,Walmart,4,Apex
3274,North Richland Hills,Texas,Walmart,12,Apex
3275,Edmond,Oklahoma,Walmart,4,Apex
3276,San Bernardino,California,Walmart,12,Apex
3277,Reno,Nevada,No- Third Party,,n/a
3278,Lincoln,Nebraska,Walmart,1,Apex
3279,San Antonio,Texas,Walmart,12,Apex
3280,Rochester,New York,Combination,1,Apex
3281,Harborcreek,Pennsylvania,Walmart,10,Apex
3282,Logan,Ohio,Walmart,12,Apex
3283,Wichita,Kansas,No- Third Party,,n/a
3284,Arlington,Texas,Walmart,12,Apex
3285,Cedar Hill,Texas,Walmart,12,Apex
3286,Hickory Creek,Texas,Walmart,12,Apex
3287,Lewisville,Texas,Walmart,1,Apex
3288,Baton Rouge,Louisiana,Walmart,12,Apex
3289,West Jefferson,North Carolina,Walmart,12,Apex
3290,Kahului,Hawaii,Walmart,1,Apex
3291,Flanders,New Jersey,Walmart,12,Apex
3292,Union,New Jersey,Combination,2,Apex
3293,Chardon,Ohio,Walmart,12,Apex
3294,Louisville,Kentucky,Walmart,12,Opterra Solutions 
3295,Broken Arrow,Oklahoma,Walmart,8,Apex
3296,Houston,Texas,Walmart,1,Apex
3297,Houston,Texas,Walmart,12,Apex
3298,Kemah,Texas,Walmart,12,Apex
3299,Chesapeake,Virginia,No- Landlord,,n/a
3300,Wapakoneta,Ohio,Walmart,12,Apex
3301,Providence,Rhode Island,Walmart,2,Apex
3302,Houston,Texas,Walmart,12,Apex
3303,Grundy,Virginia,No- Third Party,,n/a
3304,Reidsville,North Carolina,Walmart,12,Apex
3305,Mayodan,North Carolina,Walmart,12,Apex
3307,Crawfordville,Florida,Walmart,16,Apex
3308,Middleburg,Florida,Walmart,16,Apex
3309,Jacksonville,Florida,Walmart,12,Apex
3310,Deltona,Florida,Walmart,16,Apex
3311,Miami Gardens,Florida,Walmart,16,Apex
3313,Centennial,Colorado,Walmart,12,Apex
3314,Glendale,Arizona,Walmart,12,Stormwater Pros
3315,GLENDALE,Arizona,Walmart,8,Stormwater Pros
3317,Albuquerque,New Mexico,Walmart,1,Apex
3319,Harker Heights,Texas,Walmart,12,Apex
3320,Palmhurst,Texas,Walmart,12,Apex
3322,Pewaukee,Wisconsin,Walmart,1,Aqualis (New Restoration)
3324,Sheboygan,Wisconsin,Walmart,12,Aqualis (New Restoration)
3327,Oklahoma City,Oklahoma,Walmart,10,Apex
3328,Greenville,Michigan,Walmart,12,Aqualis (New Restoration)
3329,Potsdam,New York,Walmart,10,Apex
3330,Chesapeake,Virginia,Walmart,12,Apex
3331,Pine Bluff,Arkansas,Walmart,1,Aqualis (New Restoration)
3332,Fulton,New York,Walmart,12,Apex
3334,Malone,New York,Walmart,10,Apex
3336,Woodhaven,Michigan,Walmart,12,Aqualis (New Restoration)
3337,Rio Grande,New Jersey,Walmart,18,Apex
3338,Spartanburg,South Carolina,No- Landlord,,n/a
3339,Vineland,New Jersey,Walmart,12,Apex
3340,Tulsa,Oklahoma,Walmart,1,Apex
3341,Dallas,Texas,Walmart,1,Apex
3342,Amelia,Ohio,Walmart,10,Apex
3344,Winchester,Virginia,Walmart,12,Apex
3347,Winter Haven,Florida,Walmart,16,Apex
3348,Lake Park,Florida,Walmart,16,Apex
3349,Port Charlotte,Florida,Walmart,52,Apex
3350,Las Vegas,Nevada,Walmart,4,Apex
3351,North Las Vegas,Nevada,Walmart,1,Apex
3352,Stockton,California,Walmart,6,Apex
3354,Henderson,Nevada,Walmart,4,Apex
3355,Las Vegas,Nevada,Walmart,4,Apex
3356,Las Vegas,Nevada,Walmart,4,Apex
3357,Tucson,Arizona,Walmart,2,Stormwater Pros
3359,Fort Mill,South Carolina,Walmart,12,Opterra Solutions 
3360,Chandler,Arizona,No- Third Party,,n/a
3362,Oak Grove,Kentucky,Walmart,12,Opterra Solutions 
3363,Owensboro,Kentucky,Walmart,12,Opterra Solutions 
3364,West St. Paul,Minnesota,Walmart,1,Aqualis (New Restoration)
3366,Centerville,Utah,Walmart,6,Apex
3367,North Charleston,South Carolina,Walmart,12,Opterra Solutions 
3370,Palmetto,Florida,Walmart,16,Apex
3371,CHARLOTTE,North Carolina,Walmart,12,Apex
3372,Largo,Florida,Combination,16,Apex
3377,Tucson,Arizona,Walmart,12,Stormwater Pros
3379,Oro Valley,Arizona,Walmart,1,Stormwater Pros
3380,Pasco,Washington,Walmart,4,Aqualis (New Restoration)
3381,Sweetwater,Texas,Walmart,12,Apex
3382,Pueblo West,Colorado,Walmart,12,Apex
3383,AMARILLO,Texas,Walmart,1,Apex
3384,Hereford,Texas,Walmart,8,Apex
3385,Albuquerque,New Mexico,Walmart,8,Apex
3386,Springville,Alabama,Walmart,1,Aqualis (New Restoration)
3387,North Port,Florida,Walmart,16,Apex
3388,Lawrenceville,Georgia,Combination,12,Opterra Solutions 
3389,Snellville,Georgia,Walmart,12,Opterra Solutions 
3390,The Woodlands,Texas,Walmart,1,Apex
3391,Schertz,Texas,Walmart,12,Apex
3392,Bedford,Texas,Walmart,1,Apex
3394,Atlantic,Iowa,Walmart,12,Apex
3395,Grand Island,Nebraska,Walmart,8,Apex
3397,Miami Gardens,Florida,Walmart,16,Apex
3400,Oswego,Illinois,Combination,1,Apex
3401,College Park,Georgia,Walmart,12,Opterra Solutions 
3402,Stockbridge,Georgia,Walmart,12,Opterra Solutions 
3403,Dallas,Georgia,Walmart,12,Opterra Solutions 
3404,Roseville,Minnesota,Walmart,12,Aqualis (New Restoration)
3406,Dallas,Texas,Walmart,1,Apex
3407,Buckeye,Arizona,No- Third Party,,n/a
3408,Carson City,Nevada,Walmart,1,Apex
3409,Leicester,Massachusetts,Walmart,12,Apex
3411,Fayetteville,North Carolina,Walmart,12,Apex
3412,Elizabethville,Pennsylvania,Walmart,12,Apex
3414,Palm Harbor,Florida,No- Landlord,,n/a
3415,Tarpon Springs,Florida,Walmart,16,Apex
3417,Naples,Florida,Walmart,16,Apex
3418,Wesley Chapel,Florida,Walmart,16,Apex
3419,FORT WORTH,Texas,Walmart,1,Apex
3420,Westbury,New York,No- Landlord,,n/a
3422,Woodbury,New Jersey,Combination,2,Apex
3423,Santa Fe,New Mexico,Walmart,8,Apex
3424,Birmingham,Alabama,No- Landlord,,n/a
3425,Houston,Texas,Combination,12,Apex
3427,Artesia,New Mexico,Walmart,8,Apex
3428,Farmington,New Mexico,Walmart,8,Apex
3429,Warren,Pennsylvania,Walmart,12,Apex
3430,Midwest City,Oklahoma,Walmart,10,Apex
3431,Hudson Oaks,Texas,Walmart,10,Apex
3432,Desoto,Texas,Walmart,12,Apex
3433,Red Oak,Texas,Walmart,12,Apex
3434,Woodstock,Illinois,Walmart,12,Apex
3435,Greenwood,Indiana,Combination,1,Aqualis (New Restoration)
3436,South Bend,Indiana,Walmart,12,Aqualis (New Restoration)
3439,Navarre,Florida,Walmart,12,Apex
3442,Murrells Inlet,South Carolina,No- Landlord,,n/a
3443,Riverdale,New Jersey,No- Landlord,,n/a
3445,Holland,Ohio,Walmart,12,Apex
3447,Whitehall,Ohio,Walmart,12,Apex
3449,Killeen,Texas,Walmart,12,Apex
3450,Killeen,Texas,Walmart,12,Apex
3452,Houston,Texas,Walmart,12,Apex
3453,Wyoming,Michigan,Walmart,12,Aqualis (New Restoration)
3454,Perry,Utah,Walmart,6,Apex
3455,Richmond,California,Combination,4,Apex
3456,Hope Mills,North Carolina,Walmart,12,Apex
3457,Tulsa,Oklahoma,Walmart,1,Apex
3458,Whitehall,Michigan,Walmart,12,Aqualis (New Restoration)
3459,Bloomington,Illinois,Walmart,12,Apex
3460,Peoria,Illinois,Walmart,12,Apex
3461,Peachtree City,Georgia,Walmart,12,Opterra Solutions 
3462,Suwanee,Georgia,Walmart,12,Opterra Solutions 
3463,Brandon,Florida,Walmart,16,Apex
3464,Chino,California,Walmart,12,Apex
3465,Glendale,Arizona,Walmart,18,Stormwater Pros
3471,ACWORTH,Georgia,Walmart,12,Opterra Solutions 
3472,Post Falls,Idaho,Walmart,12,Apex
3473,Las Vegas,Nevada,Walmart,4,Apex
3474,Bradenton,Florida,Walmart,16,Apex
3475,Norristown,Pennsylvania,No- Third Party,,n/a
3476,Canton,Michigan,Walmart,12,Aqualis (New Restoration)
3477,Long Beach,California,Walmart,12,Apex
3478,Honolulu,Hawaii,Walmart,12,Apex
3479,Rogers,Arkansas,Walmart,10,Aqualis (New Restoration)
3480,Lebanon,Virginia,Walmart,1,Apex
3481,BALTIMORE,Maryland,Walmart,4,Apex
3482,Plano,Texas,Walmart,12,Apex
3483,Houma,Louisiana,Walmart,19,Apex
3484,Pensacola,Florida,Walmart,12,Apex
3485,Blairsville,Georgia,Walmart,12,Opterra Solutions 
3486,Athens,Ohio,Walmart,10,Apex
3487,Shelby Township,Michigan,Combination,1,Aqualis (New Restoration)
3488,Burlington,Wisconsin,Walmart,12,Aqualis (New Restoration)
3489,Baltimore,Maryland,Walmart,4,Apex
3490,Hanover,Maryland,Walmart,12,Apex
3491,Methuen,Massachusetts,No- Landlord,,n/a
3492,Wichita,Kansas,No- Third Party,,n/a
3493,Martinez,California,No- Third Party,,n/a
3494,San Marcos,California,Combination,6,Apex
3495,Clarksville,Tennessee,Walmart,12,Apex
3497,Plymouth,Wisconsin,Walmart,12,Aqualis (New Restoration)
3498,Blaine,Minnesota,Walmart,12,Aqualis (New Restoration)
3499,Jefferson,Wisconsin,Walmart,12,Aqualis (New Restoration)
3500,Houston,Texas,Walmart,1,Apex
3501,Elverson,Pennsylvania,Combination,2,Apex
3502,Hamilton,Ohio,Walmart,10,Apex
3503,Thomasville,North Carolina,Walmart,12,Apex
3504,Hickory,North Carolina,Walmart,12,Apex
3505,Wisconsin Dells,Wisconsin,Walmart,1,Aqualis (New Restoration)
3508,BROKEN ARROW (N),Oklahoma,Walmart,8,Apex
3509,HOUSTON,Texas,Walmart,12,Apex
3510,Pearland,Texas,Walmart,12,Apex
3511,Hayden,Idaho,Walmart,12,Apex
3512,Albuquerque,New Mexico,No- Landlord,,n/a
3513,Shakopee,Minnesota,Walmart,1,Aqualis (New Restoration)
3514,Bradford,Pennsylvania,Walmart,2,Apex
3515,Hillsboro,Ohio,Walmart,10,Apex
3516,Chula Vista,California,Walmart,12,Apex
3517,Rio Rancho,New Mexico,Walmart,6,Apex
3518,Laredo,Texas,Walmart,12,Apex
3520,Secaucus,New Jersey,Walmart,12,Apex
3521,Sherman,Texas,Walmart,12,Apex
3522,Baldwin Park,California,Walmart,4,Apex
3523,Santa Clarita,California,Walmart,12,Apex
