Store,Curr Total Baseline TL HC,Curr Total Budgeted TL HC,New Total Baseline TL HC,New Total Budgeted TL HC,Curr F&C TL Baseline HC,Curr F&C TL Budgeted HC,New F&C Baseline HC,New F&C Budgeted HC,Total Added Budgeted HC
903,23,23,23,23,2,2,2,2,0
3607,23,23,23,23,2,2,2,2,0
5977,21,22,21,22,2,2,2,2,0
1170,21,21,21,21,2,2,2,2,0
5871,21,21,21,21,2,2,2,2,0
5861,21,22,21,22,2,2,2,2,0
875,23,23,23,23,2,2,2,2,0
5392,23,23,23,23,2,2,2,2,0
2682,21,21,21,21,2,2,2,2,0
1504,23,23,23,23,2,2,2,2,0
1731,23,23,23,23,2,2,2,2,0
3761,23,23,23,23,2,2,2,2,0
4734,25,25,25,25,2,2,2,2,0
4488,21,21,21,21,2,2,2,2,0
1407,23,23,23,23,2,2,2,2,0
91,23,23,23,23,2,2,2,2,0
1779,20,20,20,20,2,2,2,2,0
413,23,23,23,23,2,2,2,2,0
1635,23,23,23,23,2,2,2,2,0
5889,21,21,21,21,2,2,2,2,0
1493,21,21,21,21,2,2,2,2,0
5227,20,20,20,20,2,2,2,2,0
5064,25,26,25,26,2,2,2,2,0
3889,23,23,23,23,2,2,2,2,0
4202,25,25,25,25,2,2,2,2,0
7194,21,21,21,21,2,2,2,2,0
1843,20,20,20,20,2,2,2,2,0
1328,23,23,23,23,2,2,2,2,0
5935,23,23,23,23,2,2,2,2,0
829,18,18,18,18,2,2,2,2,0
728,25,25,25,25,2,2,2,2,0
1917,22,22,22,22,2,2,2,2,0
759,21,21,21,21,2,2,2,2,0
3458,23,24,23,24,2,2,2,2,0
7290,23,23,23,23,2,2,2,2,0
803,21,21,21,21,2,2,2,2,0
5930,23,23,23,23,2,2,2,2,0
2856,21,21,21,21,2,2,2,2,0
2841,22,22,22,22,2,2,2,2,0
4102,24,24,24,24,2,2,2,2,0
976,23,23,23,23,2,2,2,2,0
38,21,22,21,22,2,2,2,2,0
784,23,23,23,23,2,2,2,2,0
5442,25,25,25,25,2,2,2,2,0
1352,21,22,21,22,2,2,2,2,0
3137,23,23,23,23,2,3,2,3,0
486,23,23,23,23,2,2,2,2,0
4278,21,21,21,21,2,2,2,2,0
5938,18,19,18,19,2,2,2,2,0
632,23,23,23,23,2,2,2,2,0
2523,22,23,22,23,2,2,2,2,0
5922,25,25,25,25,2,2,2,2,0
2128,21,21,21,21,2,2,2,2,0
4253,23,23,23,23,2,2,2,2,0
271,21,21,21,21,2,2,2,2,0
2694,23,23,23,23,2,2,2,2,0
2719,20,20,20,20,2,2,2,2,0
5384,20,20,20,20,2,2,2,2,0
933,21,21,21,21,2,2,2,2,0
731,25,25,25,25,2,3,2,3,0
6476,25,25,25,25,2,2,2,2,0
1695,25,25,25,25,2,3,2,3,0
5499,23,24,23,24,2,2,2,2,0
7181,23,23,23,23,2,2,2,2,0
2714,25,25,25,25,2,2,2,2,0
83,23,23,23,23,2,2,2,2,0
88,23,23,23,23,2,2,2,2,0
171,23,24,23,24,2,3,2,3,0
801,25,25,25,25,2,2,2,2,0
3710,21,21,21,21,2,2,2,2,0
2369,25,25,25,25,2,2,2,2,0
2335,25,25,25,25,2,2,2,2,0
5731,23,23,23,23,2,2,2,2,0
3231,21,21,21,21,2,2,2,2,0
5440,18,18,18,18,2,2,2,2,0
1785,20,21,20,21,2,2,2,2,0
2556,20,20,20,20,2,2,2,2,0
2915,22,22,22,22,2,2,2,2,0
2918,23,23,23,23,2,2,2,2,0
2762,26,27,26,27,2,2,2,2,0
1638,23,23,23,23,2,3,2,3,0
3853,23,24,23,24,2,2,2,2,0
2664,23,23,23,23,2,2,2,2,0
1787,23,23,23,23,2,2,2,2,0
1596,23,23,23,23,2,2,2,2,0
5894,23,23,23,23,2,2,2,2,0
3088,23,23,23,23,2,2,2,2,0
4427,23,23,23,23,2,3,2,3,0
440,25,25,25,25,2,2,2,2,0
1717,20,20,20,20,2,2,2,2,0
1844,20,20,20,20,2,2,2,2,0
2771,23,23,23,23,2,2,2,2,0
4540,23,24,23,24,2,2,2,2,0
2825,22,23,22,23,2,2,2,2,0
3324,25,25,25,25,2,2,2,2,0
1693,22,22,22,22,2,2,2,2,0
1576,20,21,20,21,2,2,2,2,0
3754,25,24,25,24,2,2,2,2,0
4247,25,25,25,25,2,2,2,2,0
1599,23,23,23,23,2,2,2,2,0
1445,25,25,25,25,2,2,2,2,0
3803,20,21,20,21,2,2,2,2,0
521,25,25,25,25,2,2,2,2,0
1724,25,25,25,25,2,2,2,2,0
246,23,23,23,23,2,2,2,2,0
186,25,25,25,25,2,2,2,2,0
5433,21,22,21,22,2,2,2,2,0
1153,23,24,23,24,2,2,2,2,0
3494,20,20,20,20,2,2,2,2,0
1540,25,25,25,25,2,2,2,2,0
629,23,23,23,23,2,2,2,2,0
2388,23,23,23,23,2,2,2,2,0
2816,22,22,22,22,2,2,2,2,0
2572,21,21,21,21,2,2,2,2,0
4176,23,23,23,23,2,2,2,2,0
4583,21,21,21,21,2,2,2,2,0
539,25,26,25,26,2,2,2,2,0
51,21,21,21,21,2,2,2,2,0
5203,23,23,23,23,2,2,2,2,0
4508,24,25,24,25,2,2,2,2,0
5649,21,22,21,22,2,2,2,2,0
2753,25,25,25,25,2,2,2,2,0
4623,23,22,23,22,2,2,2,2,0
3053,21,21,21,21,2,2,2,2,0
1957,23,23,23,23,2,2,2,2,0
2893,23,23,23,23,2,2,2,2,0
2000,23,23,23,23,2,2,2,2,0
2598,20,20,20,20,2,2,2,2,0
4226,21,21,21,21,2,3,2,3,0
3765,23,23,23,23,2,2,2,2,0
2594,20,20,20,20,2,2,2,2,0
4533,25,25,25,25,2,2,2,2,0
1456,25,25,25,25,2,2,2,2,0
1462,25,25,25,25,2,2,2,2,0
930,23,24,23,24,2,2,2,2,0
4163,25,25,25,25,2,2,2,2,0
3268,25,25,25,25,2,2,2,2,0
3499,23,23,23,23,2,2,2,2,0
4683,23,23,23,23,2,2,2,2,0
2747,20,20,20,20,2,2,2,2,0
921,23,23,23,23,2,2,2,2,0
3480,23,23,23,23,2,2,2,2,0
2751,23,23,23,23,2,2,2,2,0
2765,22,23,22,23,2,2,2,2,0
1404,23,23,23,23,2,2,2,2,0
642,25,25,25,25,2,2,2,2,0
433,23,24,23,24,2,2,2,2,0
2583,20,20,20,20,2,2,2,2,0
2653,23,23,23,23,2,2,2,2,0
3313,25,25,25,25,2,2,2,2,0
727,23,23,23,23,2,2,2,2,0
7281,26,27,26,27,2,2,2,2,0
3877,23,23,23,23,2,2,2,2,0
2503,23,23,23,23,2,2,2,2,0
2062,23,24,23,24,2,2,2,2,0
1979,22,23,22,23,2,2,2,2,0
325,23,23,23,23,2,2,2,2,0
375,23,23,23,23,2,2,2,2,0
6394,23,24,23,24,2,2,2,2,0
993,25,25,25,25,2,3,2,3,0
636,25,25,25,25,2,2,2,2,0
1970,21,21,21,21,2,2,2,2,0
1308,23,23,23,23,2,2,2,2,0
5140,20,21,20,21,2,2,2,2,0
5111,20,20,20,20,2,2,2,2,0
825,21,21,21,21,2,2,2,2,0
4643,25,25,25,25,2,2,2,2,0
5460,25,25,25,25,2,2,2,2,0
1129,25,25,25,25,2,2,2,2,0
2749,23,24,23,24,2,2,2,2,0
3221,25,25,25,25,2,2,2,2,0
6395,23,23,23,23,2,2,2,2,0
123,23,23,23,23,2,2,2,2,0
6480,23,25,23,25,2,2,2,2,0
3857,25,26,25,26,2,2,2,2,0
2787,25,25,25,25,2,2,2,2,0
4514,23,23,23,23,2,2,2,2,0
5040,20,21,20,21,2,2,2,2,0
109,25,25,25,25,2,2,2,2,0
2832,25,25,25,25,2,2,2,2,0
5438,23,23,23,23,2,2,2,2,0
3632,25,25,25,25,2,2,2,2,0
3831,25,25,25,25,2,2,2,2,0
2097,25,25,25,25,2,2,2,2,0
5065,25,25,25,25,2,2,2,2,0
1267,23,24,23,24,2,2,2,2,0
422,23,23,23,23,2,2,2,2,0
2419,20,20,20,20,2,2,2,2,0
4472,23,23,23,23,2,2,2,2,0
1513,23,23,23,23,2,2,2,2,0
4501,23,23,23,23,2,2,2,2,0
3276,20,20,20,20,2,2,2,2,0
1136,25,25,25,25,2,2,2,2,0
527,25,25,25,25,2,2,2,2,0
5273,25,25,25,25,2,2,2,2,0
2784,25,25,25,25,2,2,2,2,0
5992,21,22,21,22,2,2,2,2,0
612,25,25,25,25,2,2,2,2,0
2906,20,20,20,20,2,2,2,2,0
5448,23,23,23,23,2,3,2,3,0
5172,23,23,23,23,2,2,2,2,0
2289,23,22,23,22,2,2,2,2,0
4384,25,25,25,25,2,2,2,2,0
242,21,21,21,21,2,2,2,2,0
1551,23,24,23,24,2,2,2,2,0
4156,23,23,23,23,2,2,2,2,0
2326,22,22,22,22,2,2,2,2,0
4323,25,25,25,25,2,2,2,2,0
92,21,21,21,21,2,2,2,2,0
1907,25,25,25,25,2,2,2,2,0
2620,23,23,23,23,2,2,2,2,0
1829,23,23,23,23,2,2,2,2,0
2139,20,20,20,20,2,2,2,2,0
686,25,25,25,25,2,2,2,2,0
1415,25,26,25,26,2,2,2,2,0
1275,25,25,25,25,2,2,2,2,0
4609,23,23,23,23,2,2,2,2,0
5048,25,24,25,24,2,2,2,2,0
756,23,23,23,23,2,2,2,2,0
3245,21,21,21,21,2,2,2,2,0
4439,21,21,21,21,2,2,2,2,0
3497,25,25,25,25,2,2,2,2,0
1368,23,23,23,23,2,2,2,2,0
624,25,25,25,25,2,2,2,2,0
1760,25,25,25,25,2,2,2,2,0
1730,23,24,23,24,2,3,2,3,0
493,25,25,25,25,2,2,2,2,0
1176,23,23,23,23,2,2,2,2,0
2507,22,22,22,22,2,2,2,2,0
5280,26,26,26,26,2,2,2,2,0
3634,25,25,25,25,2,2,2,2,0
458,25,25,25,25,2,2,2,2,0
1652,25,25,25,25,2,2,2,2,0
3783,25,25,25,25,2,2,2,2,0
1422,23,24,23,24,2,2,2,2,0
633,25,25,25,25,2,2,2,2,0
1124,25,25,25,25,2,2,2,2,0
2845,25,25,25,25,2,2,2,2,0
250,23,23,23,23,2,2,2,2,0
3112,25,26,25,26,2,2,2,2,0
3384,25,25,25,25,2,2,2,2,0
4166,21,21,21,21,2,2,2,2,0
2457,23,23,23,23,2,2,2,2,0
358,23,23,23,23,2,2,2,2,0
749,23,23,23,23,2,2,2,2,0
139,23,23,23,23,2,2,2,2,0
3884,23,23,23,23,2,2,2,2,0
2160,25,26,25,26,2,2,2,2,0
2830,22,22,22,22,2,2,2,2,0
5858,21,21,21,21,2,2,2,2,0
350,25,25,25,25,2,2,2,2,0
1442,25,25,25,25,2,2,2,2,0
5632,21,23,21,23,2,2,2,2,0
4183,25,26,25,26,2,2,2,2,0
1405,25,28,25,28,2,2,2,2,0
2674,25,25,25,25,2,2,2,2,0
1007,25,25,25,25,2,2,2,2,0
3805,25,25,25,25,2,2,2,2,0
5859,25,25,25,25,2,2,2,2,0
1641,23,23,23,23,2,2,2,2,0
5244,25,25,25,25,2,2,2,2,0
2555,22,22,22,22,2,2,2,2,0
3443,20,20,20,20,2,2,2,2,0
738,23,23,23,23,2,2,2,2,0
3118,23,23,23,23,2,2,2,2,0
1922,22,22,22,22,2,2,2,2,0
2705,25,25,25,25,2,2,2,2,0
2939,25,25,25,25,2,2,2,2,0
1065,25,25,25,25,2,2,2,2,0
2058,25,25,25,25,2,2,2,2,0
4378,23,23,23,23,2,2,2,2,0
3401,25,25,25,25,2,2,2,2,0
198,25,26,25,26,2,2,2,2,0
5470,25,26,25,26,2,2,2,2,0
1005,25,25,25,25,2,2,2,2,0
490,23,23,23,23,2,2,2,2,0
4171,23,23,23,23,2,3,2,3,0
2643,25,25,25,25,2,2,2,2,0
1628,25,25,25,25,2,2,2,2,0
135,25,25,25,25,2,2,2,2,0
1059,25,25,25,25,2,2,2,2,0
1468,25,25,25,25,2,2,2,2,0
2831,25,25,25,25,2,2,2,2,0
2441,25,25,25,25,2,2,2,2,0
5126,25,25,25,25,2,2,2,2,0
2061,25,25,25,25,2,2,2,2,0
281,23,23,23,23,2,2,2,2,0
1729,21,21,21,21,2,2,2,2,0
226,25,25,25,25,2,2,2,2,0
1045,25,25,25,25,2,2,2,2,0
8,25,25,25,25,2,2,2,2,0
222,25,25,25,25,2,2,2,2,0
1271,25,25,25,25,2,2,2,2,0
2033,25,25,25,25,2,2,2,2,0
2916,20,20,20,20,2,2,2,2,0
1881,25,25,25,25,2,2,2,2,0
2536,22,22,22,22,2,2,2,2,0
914,25,25,25,25,2,2,2,2,0
1409,23,23,23,23,2,2,2,2,0
785,25,25,25,25,2,2,2,2,0
5936,23,23,23,23,2,2,2,2,0
3471,23,23,23,23,2,2,2,2,0
820,23,23,23,23,2,2,2,2,0
502,25,25,25,25,2,2,2,2,0
1184,25,26,25,26,2,2,2,2,0
695,25,26,25,26,2,3,2,3,0
1958,25,25,25,25,2,2,2,2,0
333,25,25,25,25,2,2,2,2,0
1558,25,25,25,25,2,2,2,2,0
716,25,25,25,25,2,2,2,2,0
3488,25,25,25,25,2,2,2,2,0
2553,23,23,23,23,2,2,2,2,0
1910,23,23,23,23,2,2,2,2,0
62,25,25,25,25,2,2,2,2,0
2432,23,23,23,23,2,3,2,3,0
5787,23,23,23,23,2,2,2,2,0
2634,23,23,23,23,2,3,2,3,0
6931,23,23,23,23,2,2,2,2,0
2647,23,23,23,23,2,2,2,2,0
5262,25,25,25,25,2,2,2,2,0
4479,23,23,23,23,2,2,2,2,0
3342,25,25,25,25,2,2,2,2,0
2102,25,25,25,25,2,2,2,2,0
5847,23,23,23,23,2,2,2,2,0
3455,20,20,20,20,2,2,2,2,0
1102,25,25,25,25,2,2,2,2,0
1076,25,25,25,25,2,2,2,2,0
3250,25,25,25,25,2,2,2,2,0
2133,25,25,25,25,2,2,2,2,0
5808,25,25,25,25,2,2,2,2,0
4407,25,25,25,25,2,2,2,2,0
5495,20,21,20,21,2,2,2,2,0
583,25,25,25,25,2,2,2,2,0
3501,25,25,25,25,2,2,2,2,0
3167,23,23,23,23,2,2,2,2,0
4250,23,23,23,23,2,2,2,2,0
1592,25,25,25,25,2,2,2,2,0
3253,23,23,23,23,2,2,2,2,0
733,25,25,25,25,2,2,2,2,0
317,25,25,25,25,2,2,2,2,0
1158,25,25,25,25,2,2,2,2,0
1481,23,23,23,23,2,2,2,2,0
477,25,25,25,25,2,2,2,2,0
5446,23,23,23,23,2,2,2,2,0
1887,20,20,20,20,2,2,2,2,0
1286,25,25,25,25,2,2,2,2,0
449,25,26,25,26,2,3,2,3,0
3623,25,25,25,25,2,2,2,2,0
3571,25,25,25,25,2,2,2,2,0
99,21,21,21,21,2,2,2,2,0
2861,24,24,24,24,2,2,2,2,0
2086,25,25,25,25,2,2,2,2,0
2865,20,20,20,20,2,2,2,2,0
321,25,26,25,26,2,2,2,2,0
5139,25,25,25,25,2,2,2,2,0
158,23,23,23,23,2,2,2,2,0
1437,25,25,25,25,2,2,2,2,0
114,23,23,23,23,2,2,2,2,0
2778,23,23,23,23,2,2,2,2,0
3391,25,25,25,25,2,2,2,2,0
1236,23,23,23,23,2,2,2,2,0
5251,23,23,23,23,2,2,2,2,0
4638,23,23,23,23,2,2,2,2,0
1157,23,23,23,23,2,2,2,2,0
1384,25,25,25,25,2,2,2,2,0
80,25,25,25,25,2,2,2,2,0
4600,23,23,23,23,2,2,2,2,0
1704,25,25,25,25,2,2,2,2,0
761,25,25,25,25,2,2,2,2,0
118,25,25,25,25,2,3,2,3,0
2565,25,25,25,25,2,2,2,2,0
1688,23,23,23,23,2,2,2,2,0
2294,23,24,23,24,2,3,2,3,0
1870,23,23,23,23,2,2,2,2,0
463,25,25,25,25,2,2,2,2,0
1614,23,23,23,23,2,2,2,2,0
353,25,25,25,25,2,2,2,2,0
1813,23,23,23,23,2,2,2,2,0
5060,25,25,25,25,2,2,2,2,0
5097,25,26,25,26,2,2,2,2,0
160,25,25,25,25,2,2,2,2,0
1226,25,25,25,25,2,3,2,3,0
248,25,25,25,25,2,2,2,2,0
181,25,25,25,25,2,2,2,2,0
5075,23,23,23,23,2,2,2,2,0
1029,21,22,21,22,2,2,2,2,0
5851,23,23,23,23,2,2,2,2,0
3362,25,25,25,25,2,2,2,2,0
7324,25,25,25,25,2,2,2,2,0
1515,25,26,25,26,2,2,2,2,0
791,25,25,25,25,2,2,2,2,0
4581,23,23,23,23,2,2,2,2,0
851,25,26,25,26,2,2,2,2,0
2354,25,25,25,25,2,2,2,2,0
1737,23,24,23,24,2,2,2,2,0
5853,23,23,23,23,2,2,2,2,0
5104,25,25,25,25,2,2,2,2,0
1526,25,25,25,25,2,2,2,2,0
2132,25,26,25,26,2,2,2,2,0
3432,25,25,25,25,2,3,2,3,0
2725,25,25,25,25,2,2,2,2,0
2263,23,23,23,23,2,2,2,2,0
2458,23,23,23,23,2,2,2,2,0
1289,25,25,25,25,2,2,2,2,0
3289,25,25,25,25,2,2,2,2,0
4450,26,26,26,26,2,2,2,2,0
3234,25,25,25,25,2,2,2,2,0
4611,23,23,23,23,2,2,2,2,0
5436,20,20,20,20,2,2,2,2,0
1425,25,25,25,25,2,2,2,2,0
1144,25,25,25,25,2,2,2,2,0
5763,24,24,24,24,2,2,2,2,0
25,25,25,25,25,2,2,2,2,0
1969,24,24,24,24,2,2,2,2,0
1239,25,25,25,25,2,2,2,2,0
5028,25,25,25,25,2,2,2,2,0
740,25,25,25,25,2,2,2,2,0
1312,25,25,25,25,2,2,2,2,0
1642,25,25,25,25,2,2,2,2,0
4594,23,23,23,23,2,2,2,2,0
1780,23,23,23,23,2,2,2,2,0
5628,23,23,23,23,2,2,2,2,0
3644,23,23,23,23,2,2,2,2,0
5957,23,24,23,24,2,3,2,3,0
602,23,23,23,23,2,2,2,2,0
1398,23,23,23,23,2,2,2,2,0
227,25,25,25,25,2,2,2,2,0
854,25,25,25,25,2,2,2,2,0
3075,23,23,23,23,2,2,2,2,0
437,25,25,25,25,2,2,2,2,0
5481,25,26,25,26,2,2,2,2,0
1077,23,24,23,24,2,3,2,3,0
3188,23,23,23,23,2,2,2,2,0
765,26,26,26,26,2,2,2,2,0
5350,23,23,23,23,2,2,2,2,0
1756,22,22,22,22,2,2,2,2,0
1657,25,25,25,25,2,2,2,2,0
332,25,25,25,25,2,2,2,2,0
2795,23,23,23,23,2,2,2,2,0
2820,25,25,25,25,2,2,2,2,0
4435,25,27,25,27,2,3,2,3,0
5956,23,23,23,23,2,2,2,2,0
1441,25,26,25,26,2,2,2,2,0
3067,23,23,23,23,2,2,2,2,0
1338,26,26,26,26,2,2,2,2,0
300,25,25,25,25,2,2,2,2,0
802,25,25,25,25,2,2,2,2,0
1020,25,25,25,25,2,2,2,2,0
2567,25,25,25,25,2,2,2,2,0
1681,23,23,23,23,2,2,2,2,0
4295,25,25,25,25,2,2,2,2,0
3660,25,25,25,25,2,2,2,2,0
2723,25,25,25,25,2,2,2,2,0
2973,23,23,23,23,2,2,2,2,0
5282,24,24,24,24,2,2,2,2,0
5672,23,23,23,23,2,2,2,2,0
5168,25,25,25,25,2,2,2,2,0
1927,25,25,25,25,2,2,2,2,0
4681,23,23,23,23,2,2,2,2,0
2937,25,25,25,25,2,2,2,2,0
2752,25,26,25,26,2,2,2,2,0
5329,25,25,25,25,2,2,2,2,0
1517,23,23,23,23,2,2,2,2,0
1711,23,24,23,24,2,3,2,3,0
294,25,26,25,26,2,3,2,3,0
3616,25,26,25,26,2,2,2,2,0
5231,23,23,23,23,2,3,2,3,0
2580,25,25,25,25,2,2,2,2,0
1491,25,25,25,25,2,2,2,2,0
2514,25,25,25,25,2,2,2,2,0
3611,23,23,23,23,2,2,2,2,0
3789,23,23,23,23,2,2,2,2,0
2474,26,26,26,26,2,2,2,2,0
127,25,26,25,26,2,3,2,3,0
5303,25,25,25,25,2,2,2,2,0
2873,23,23,23,23,2,2,2,2,0
442,25,25,25,25,2,2,2,2,0
1472,25,25,25,25,2,2,2,2,0
146,23,23,23,23,2,2,2,2,0
3741,23,23,23,23,2,2,2,2,0
882,25,25,25,25,2,2,2,2,0
1893,20,20,20,20,2,2,2,2,0
122,23,23,23,23,2,2,2,2,0
4355,23,23,23,23,2,2,2,2,0
2256,25,25,25,25,2,2,2,2,0
2143,25,25,25,25,2,2,2,2,0
757,25,25,25,25,2,2,2,2,0
6469,25,25,25,25,2,2,2,2,0
5814,23,23,23,23,2,2,2,2,0
6576,25,25,25,25,2,2,2,2,0
3640,23,24,23,24,2,3,2,3,0
2546,21,21,21,21,2,2,2,2,0
3367,26,27,26,27,2,2,2,2,0
1006,25,25,25,25,2,2,2,2,0
1266,25,25,25,25,2,2,2,2,0
5779,24,24,24,24,2,2,2,2,0
3061,23,23,23,23,2,2,2,2,0
5483,23,23,23,23,2,2,2,2,0
1647,25,25,25,25,2,2,2,2,0
1048,25,25,25,25,2,2,2,2,0
1952,23,23,23,23,2,2,2,2,0
762,25,25,25,25,2,2,2,2,0
2585,20,20,20,20,2,2,2,2,0
2819,25,25,25,25,2,2,2,2,0
5309,25,25,25,25,2,2,2,2,0
108,25,25,25,25,2,2,2,2,0
5409,25,26,25,26,2,2,2,2,0
1897,23,23,23,23,2,2,2,2,0
600,25,25,25,25,2,2,2,2,0
5872,23,24,23,24,2,2,2,2,0
591,25,25,25,25,2,2,2,2,0
5786,23,23,23,23,2,2,2,2,0
1126,25,25,25,25,2,2,2,2,0
1620,25,25,25,25,2,2,2,2,0
3372,23,23,23,23,2,2,2,2,0
2447,25,25,25,25,2,2,2,2,0
3709,25,25,25,25,2,2,2,2,0
874,25,25,25,25,2,2,2,2,0
2272,23,23,23,23,2,2,2,2,0
5317,25,26,25,26,2,2,2,2,0
4101,23,23,23,23,2,2,2,2,0
295,25,25,25,25,2,2,2,2,0
24,26,27,26,27,2,2,2,2,0
1771,25,26,25,26,2,2,2,2,0
3585,26,26,26,26,2,2,2,2,0
1692,25,25,25,25,2,2,2,2,0
1436,23,23,23,23,2,2,2,2,0
5374,25,25,25,25,2,2,2,2,0
4697,23,23,23,23,2,2,2,2,0
126,23,23,23,23,2,2,2,2,0
1598,23,23,23,23,2,2,2,2,0
2312,25,25,25,25,2,2,2,2,0
318,25,25,25,25,2,2,2,2,0
7185,26,26,26,26,2,2,2,2,0
1589,23,23,23,23,2,2,2,2,0
5706,23,23,23,23,2,2,2,2,0
1516,26,26,26,26,2,3,2,3,0
3641,25,25,25,25,2,2,2,2,0
2309,25,26,25,26,2,2,2,2,0
3251,25,25,25,25,2,2,2,2,0
5879,24,24,24,24,2,2,2,2,0
2292,25,26,25,26,2,2,2,2,0
566,25,25,25,25,2,2,2,2,0
5103,21,21,21,21,2,2,2,2,0
2140,23,23,23,23,2,2,2,2,0
637,25,25,25,25,2,2,2,2,0
1372,24,25,24,25,2,2,2,2,0
238,25,25,25,25,2,2,2,2,0
5912,23,23,23,23,2,2,2,2,0
1848,23,23,23,23,2,2,2,2,0
4849,25,25,25,25,2,2,2,2,0
1340,25,25,25,25,2,2,2,2,0
4446,23,23,23,23,2,2,2,2,0
403,25,25,25,25,2,2,2,2,0
782,25,25,25,25,2,2,2,2,0
2313,25,25,25,25,2,2,2,2,0
1252,25,26,25,26,2,2,2,2,0
5387,25,25,25,25,2,2,2,2,0
1288,25,25,25,25,2,2,2,2,0
48,25,25,25,25,2,3,2,3,0
1379,25,26,25,26,2,3,2,3,0
5144,25,26,25,26,2,2,2,2,0
1088,23,24,23,24,2,2,2,2,0
1192,25,25,25,25,2,2,2,2,0
1601,23,23,23,23,2,2,2,2,0
2955,25,25,25,25,2,2,2,2,0
3300,25,26,25,26,2,2,2,2,0
2700,23,23,23,23,2,2,2,2,0
120,25,25,25,25,2,2,2,2,0
4115,26,26,26,26,2,2,2,2,0
2644,25,26,25,26,2,2,2,2,0
758,25,25,25,25,2,2,2,2,0
3151,23,23,23,23,2,2,2,2,0
1053,25,25,25,25,2,2,2,2,0
2163,20,20,20,20,2,2,2,2,0
2925,23,23,23,23,2,2,2,2,0
2031,23,23,23,23,2,2,2,2,0
196,25,25,25,25,2,2,2,2,0
1024,25,25,25,25,2,2,2,2,0
3543,20,21,20,21,2,2,2,2,0
71,25,25,25,25,2,2,2,2,0
402,25,25,25,25,2,2,2,2,0
1360,25,25,25,25,2,2,2,2,0
4477,23,23,23,23,2,2,2,2,0
5157,25,25,25,25,2,2,2,2,0
3528,25,24,25,24,2,2,2,2,0
2506,25,25,25,25,2,2,2,2,0
4460,25,25,25,25,2,2,2,2,0
1164,25,25,25,25,2,2,2,2,0
1722,25,25,25,25,2,2,2,2,0
937,26,26,26,26,2,2,2,2,0
4405,25,25,25,25,2,2,2,2,0
1658,23,23,23,23,2,2,2,2,0
5145,25,25,25,25,2,2,2,2,0
3828,25,25,25,25,2,2,2,2,0
1530,25,25,25,25,2,2,2,2,0
6998,23,23,23,23,2,2,2,2,0
2739,25,25,25,25,2,2,2,2,0
938,25,25,25,25,2,2,2,2,0
3328,25,25,25,25,2,2,2,2,0
2883,25,25,25,25,2,2,2,2,0
5472,23,24,23,24,2,2,2,2,0
2954,18,18,18,18,2,2,2,2,0
3301,20,20,20,20,2,2,2,2,0
1602,25,25,25,25,2,2,2,2,0
5880,23,23,23,23,2,2,2,2,0
5398,25,26,25,26,2,2,2,2,0
3255,25,25,25,25,2,2,2,2,0
2761,26,26,26,26,2,2,2,2,0
5751,25,25,25,25,2,2,2,2,0
5264,25,25,25,25,2,2,2,2,0
1185,25,27,25,27,2,3,2,3,0
562,25,25,25,25,2,2,2,2,0
1761,25,25,25,25,2,2,2,2,0
3427,25,25,25,25,2,2,2,2,0
153,25,25,25,25,2,2,2,2,0
4144,23,23,23,23,2,2,2,2,0
1399,25,25,25,25,2,2,2,2,0
3784,25,25,25,25,2,2,2,2,0
5118,26,27,26,27,2,2,2,2,0
1497,24,24,24,24,2,2,2,2,0
2337,25,25,25,25,2,2,2,2,0
3858,23,23,23,23,2,2,2,2,0
5196,25,25,25,25,2,2,2,2,0
5298,25,25,25,25,2,2,2,2,0
790,25,25,25,25,2,2,2,2,0
5673,23,23,23,23,2,2,2,2,0
5348,25,25,25,25,2,2,2,2,0
5325,23,23,23,23,2,2,2,2,0
569,23,23,23,23,2,2,2,2,0
3386,25,25,25,25,2,2,2,2,0
1179,24,24,24,24,2,2,2,2,0
5253,26,26,26,26,2,2,2,2,0
3412,25,25,25,25,2,2,2,2,0
5881,23,23,23,23,2,2,2,2,0
1385,24,25,24,25,2,2,2,2,0
815,25,25,25,25,2,2,2,2,0
3453,23,23,23,23,2,2,2,2,0
2428,25,26,25,26,2,2,2,2,0
2355,25,25,25,25,2,2,2,2,0
2494,25,25,25,25,2,2,2,2,0
1234,25,25,25,25,2,2,2,2,0
1791,25,25,25,25,2,2,2,2,0
1181,23,23,23,23,2,2,2,2,0
507,25,25,25,25,2,3,2,3,0
5486,25,25,25,25,2,2,2,2,0
3510,26,26,26,26,2,2,2,2,0
1595,25,25,25,25,2,2,2,2,0
1395,24,25,24,25,2,3,2,3,0
2450,22,22,22,22,2,2,2,2,0
363,25,25,25,25,2,2,2,2,0
3102,23,23,23,23,2,2,2,2,0
2417,25,26,25,26,2,2,2,2,0
4055,26,26,26,26,2,2,2,2,0
2853,23,23,23,23,2,2,2,2,0
4284,25,26,25,26,2,2,2,2,0
4484,23,24,23,24,2,2,2,2,0
1696,23,24,23,24,2,2,2,2,0
1296,25,25,25,25,2,2,2,2,0
6964,26,26,26,26,2,2,2,2,0
469,26,27,26,27,2,2,2,2,0
394,25,25,25,25,2,2,2,2,0
6477,24,24,24,24,2,2,2,2,0
793,25,25,25,25,2,2,2,2,0
1503,25,25,25,25,2,2,2,2,0
1845,23,23,23,23,2,2,2,2,0
3279,25,25,25,25,2,2,2,2,0
