STORE #,Floral Fixture ,Split Bin Dividers,Banana Out Post 
665,TBD,Yes,No
667,TBD,Yes,No
668,TBD,No,No
670,TBD,No,No
671,TBD,No,No
672,TBD,No,No
674,TBD,No,No
676,TBD,Yes,No
678,TBD,No,No
680,TBD,Yes,No
681,TBD,Yes,No
683,TBD,No,Yes
685,TBD,No,No
687,TBD,No,Yes
689,TBD,No,Yes
690,TBD,No,No
691,TBD,No,No
692,TBD,No,Yes
694,TBD,No,Yes
698,TBD,No,Yes
701,TBD,No,Yes
702,TBD,Yes,No
709,TBD,No,Yes
711,TBD,No,Yes
712,TBD,No,No
719,TBD,No,Yes
720,TBD,Yes,Yes
721,TBD,No,No
724,TBD,Yes,No
729,TBD,No,Yes
735,TBD,No,No
736,TBD,No,Yes
738,TBD,Yes,Yes
739,TBD,Yes,Yes
741,TBD,No,No
742,TBD,Yes,No
750,TBD,No,No
751,TBD,No,Yes
753,TBD,No,Yes
767,TBD,No,No
769,TBD,No,No
771,TBD,No,No
775,TBD,No,Yes
778,TBD,No,No
784,TBD,Yes,No
788,TBD,Yes,Yes
790,TBD,Yes,No
793,TBD,Yes,Yes
794,TBD,Yes,Yes
796,TBD,No,Yes
797,TBD,No,Yes
798,TBD,No,No
801,TBD,Yes,No
802,TBD,Yes,Yes
805,TBD,Yes,Yes
810,TBD,Yes,Yes
815,TBD,Yes,Yes
820,TBD,Yes,Yes
823,TBD,No,Yes
825,TBD,Yes,No
827,TBD,No,Yes
833,TBD,No,No
834,TBD,No,No
836,TBD,No,No
838,TBD,No,No
844,TBD,No,Yes
846,TBD,Yes,Yes
847,TBD,No,Yes
852,TBD,No,Yes
854,TBD,Yes,Yes
870,TBD,No,Yes
882,TBD,No,Yes
884,TBD,No,Yes
885,TBD,Yes,No
888,TBD,No,No
891,TBD,No,Yes
902,TBD,Yes,No
910,TBD,No,Yes
913,TBD,No,Yes
914,TBD,Yes,No
921,TBD,Yes,No
922,TBD,Yes,Yes
933,TBD,No,Yes
936,TBD,No,Yes
958,TBD,No,No
959,TBD,Yes,No
960,TBD,No,No
965,TBD,No,Yes
967,TBD,No,No
971,TBD,Yes,Yes
975,TBD,No,Yes
979,TBD,Yes,Yes
985,TBD,Yes,No
993,TBD,Yes,Yes
995,TBD,No,Yes
1002,TBD,Yes,No
1003,TBD,No,Yes
1005,TBD,Yes,No
1007,TBD,No,Yes
1008,TBD,Yes,Yes
1009,TBD,No,Yes
1012,TBD,No,Yes
1019,TBD,No,Yes
1021,TBD,No,Yes
1026,TBD,Yes,Yes
1029,TBD,Yes,No
1033,TBD,No,Yes
1038,TBD,Yes,Yes
1043,TBD,Yes,Yes
1053,TBD,Yes,Yes
1054,TBD,Yes,No
1056,TBD,No,Yes
1068,TBD,No,No
1080,TBD,No,No
1089,TBD,Yes,No
1093,TBD,Yes,Yes
1104,TBD,No,No
1114,TBD,Yes,Yes
1115,TBD,Yes,No
1116,TBD,No,Yes
1124,TBD,Yes,Yes
1126,TBD,Yes,Yes
1140,TBD,Yes,Yes
1141,TBD,No,Yes
1142,TBD,Yes,Yes
1147,TBD,Yes,Yes
1157,TBD,Yes,Yes
1162,TBD,No,No
1180,TBD,Yes,Yes
1187,TBD,Yes,Yes
1190,TBD,No,Yes
1194,TBD,Yes,No
1195,TBD,No,Yes
1202,TBD,No,No
1205,TBD,Yes,No
1210,TBD,Yes,Yes
1214,TBD,No,No
1217,TBD,Yes,Yes
1226,TBD,Yes,No
1234,TBD,Yes,No
1242,TBD,No,Yes
1263,TBD,No,Yes
1264,TBD,Yes,Yes
1267,TBD,Yes,No
1275,TBD,Yes,Yes
1277,TBD,Yes,Yes
1282,TBD,No,No
1295,TBD,Yes,Yes
1297,TBD,No,No
1302,TBD,Yes,Yes
1304,TBD,No,Yes
1305,TBD,No,Yes
1310,TBD,No,Yes
1315,TBD,No,Yes
1316,TBD,No,Yes
1318,TBD,No,No
1319,TBD,Yes,No
1320,TBD,No,No
1327,TBD,No,Yes
1329,TBD,No,Yes
1333,TBD,Yes,Yes
1356,TBD,No,Yes
1360,TBD,Yes,Yes
1366,TBD,Yes,No
1371,TBD,Yes,Yes
1377,TBD,No,Yes
1378,TBD,No,Yes
1386,TBD,No,Yes
1388,TBD,Yes,Yes
1393,TBD,No,No
1395,TBD,Yes,No
1396,TBD,No,Yes
1407,TBD,No,No
1410,TBD,Yes,Yes
1415,TBD,Yes,Yes
1416,TBD,Yes,No
1421,TBD,No,Yes
1423,TBD,Yes,Yes
1425,TBD,Yes,Yes
1428,TBD,No,Yes
1430,TBD,No,Yes
1431,TBD,Yes,No
1432,TBD,Yes,Yes
1433,TBD,Yes,Yes
1446,TBD,No,Yes
1447,TBD,No,Yes
1448,TBD,No,Yes
1450,TBD,Yes,Yes
1454,TBD,Yes,Yes
1457,TBD,No,Yes
1458,TBD,No,No
1460,TBD,No,No
1466,TBD,Yes,Yes
1467,TBD,Yes,No
1472,TBD,No,Yes
1477,TBD,No,Yes
1479,TBD,No,Yes
1480,TBD,Yes,Yes
1485,TBD,No,Yes
1491,TBD,Yes,No
1506,TBD,No,No
1508,TBD,No,Yes
1509,TBD,Yes,No
1514,TBD,No,Yes
1515,TBD,No,Yes
1520,TBD,No,Yes
1522,TBD,No,No
1536,TBD,No,No
1540,TBD,No,Yes
1542,TBD,No,Yes
1543,TBD,No,Yes
1544,TBD,No,No
1548,TBD,Yes,No
1568,TBD,No,Yes
1570,TBD,No,Yes
1577,TBD,No,Yes
1585,TBD,No,No
1592,TBD,No,Yes
1593,TBD,Yes,Yes
1595,TBD,Yes,Yes
1597,TBD,No,Yes
1601,TBD,No,Yes
1606,TBD,No,No
1607,TBD,No,Yes
1609,TBD,No,Yes
1617,TBD,No,Yes
1619,TBD,No,Yes
1621,TBD,No,No
1625,TBD,Yes,Yes
1632,TBD,No,Yes
1633,TBD,No,Yes
1634,TBD,No,Yes
1636,TBD,No,No
1640,TBD,No,Yes
1642,TBD,Yes,No
1643,TBD,No,Yes
1644,TBD,Yes,Yes
1647,TBD,Yes,Yes
1649,TBD,No,Yes
1650,TBD,No,Yes
1653,TBD,Yes,Yes
1654,TBD,No,Yes
1655,TBD,No,Yes
1656,TBD,No,No
1663,TBD,No,Yes
1665,TBD,No,Yes
1667,TBD,No,Yes
1669,TBD,No,Yes
1673,TBD,Yes,Yes
1676,TBD,No,Yes
1677,TBD,No,No
1683,TBD,No,No
1685,TBD,No,Yes
1695,TBD,No,Yes
1696,TBD,No,Yes
1703,TBD,No,No
1705,TBD,No,No
1707,TBD,No,Yes
1709,TBD,No,Yes
1714,TBD,No,No
1718,TBD,Yes,Yes
1724,TBD,Yes,Yes
1727,TBD,Yes,No
1729,TBD,No,No
1731,TBD,Yes,No
1736,TBD,No,Yes
1738,TBD,No,Yes
1739,TBD,No,No
1741,TBD,No,Yes
1744,TBD,No,Yes
1745,TBD,No,No
1753,TBD,Yes,Yes
1754,TBD,No,Yes
1757,TBD,Yes,Yes
1758,TBD,Yes,Yes
1759,TBD,No,Yes
1762,TBD,Yes,No
1765,TBD,No,Yes
1769,TBD,No,Yes
1770,TBD,No,Yes
1776,TBD,No,No
1781,TBD,No,No
1782,TBD,No,Yes
1783,TBD,No,Yes
1787,TBD,No,Yes
1790,TBD,Yes,Yes
1791,TBD,No,Yes
1792,TBD,No,No
1794,TBD,No,Yes
1796,TBD,No,Yes
1797,TBD,No,Yes
1798,TBD,No,Yes
1799,TBD,No,Yes
1802,TBD,No,No
1806,TBD,No,Yes
1809,TBD,Yes,Yes
1812,TBD,No,Yes
1813,TBD,Yes,No
1819,TBD,No,Yes
1820,TBD,No,Yes
1828,TBD,No,Yes
1830,TBD,No,Yes
1831,TBD,No,Yes
1835,TBD,No,No
1847,TBD,No,No
1856,TBD,No,Yes
1865,TBD,Yes,No
1866,TBD,No,Yes
1868,TBD,No,Yes
1871,TBD,No,Yes
1874,TBD,No,No
1883,TBD,No,Yes
1885,TBD,No,Yes
1894,TBD,No,Yes
1907,TBD,Yes,No
1911,TBD,No,Yes
1913,TBD,No,Yes
1924,TBD,Yes,Yes
1926,TBD,No,No
1927,TBD,No,No
1929,TBD,No,Yes
1931,TBD,No,Yes
1932,TBD,No,Yes
1935,TBD,No,Yes
1936,TBD,No,Yes
1937,TBD,Yes,Yes
1939,TBD,No,Yes
1940,TBD,No,No
1945,TBD,No,Yes
1946,TBD,No,Yes
1948,TBD,No,Yes
1954,TBD,Yes,No
1956,TBD,No,Yes
1957,TBD,No,No
1964,TBD,No,Yes
1966,TBD,No,Yes
1971,TBD,No,No
1975,TBD,Yes,No
1976,TBD,No,Yes
1977,TBD,No,Yes
1978,TBD,No,No
1980,TBD,No,Yes
1984,TBD,No,Yes
1986,TBD,No,Yes
1987,TBD,No,Yes
1991,TBD,No,Yes
1993,TBD,Yes,Yes
1994,TBD,No,Yes
1997,TBD,No,No
2004,TBD,No,No
2012,TBD,No,Yes
2013,TBD,No,Yes
2014,TBD,No,No
2019,TBD,No,Yes
2021,TBD,No,Yes
2024,TBD,No,Yes
2033,TBD,No,Yes
2035,TBD,Yes,No
2036,TBD,No,Yes
2046,TBD,No,Yes
2047,TBD,Yes,No
2049,TBD,No,No
2056,TBD,No,Yes
2059,TBD,No,Yes
2061,TBD,Yes,No
2063,TBD,No,Yes
2064,TBD,No,No
2065,TBD,No,No
2078,TBD,No,Yes
2079,TBD,No,No
2083,TBD,No,No
2088,TBD,No,Yes
2089,TBD,No,Yes
2093,TBD,No,Yes
2095,TBD,No,Yes
2100,TBD,No,No
2102,TBD,Yes,Yes
2107,TBD,No,No
2115,TBD,No,Yes
2116,TBD,No,No
2120,TBD,Yes,Yes
2128,TBD,Yes,No
2129,TBD,No,No
2131,TBD,Yes,Yes
2135,TBD,No,Yes
2140,TBD,Yes,No
2143,TBD,Yes,No
2146,TBD,No,Yes
2155,TBD,Yes,No
2157,TBD,No,Yes
2159,TBD,No,Yes
2164,TBD,Yes,Yes
2169,TBD,No,Yes
2174,TBD,No,Yes
2175,TBD,Yes,Yes
2183,TBD,Yes,No
2185,TBD,Yes,No
2192,TBD,No,Yes
2193,TBD,Yes,Yes
2197,TBD,No,Yes
2199,TBD,No,Yes
2202,TBD,No,Yes
2208,TBD,No,Yes
2211,TBD,No,Yes
2213,TBD,No,Yes
2221,TBD,No,Yes
2225,TBD,No,Yes
2230,TBD,No,Yes
2234,TBD,No,Yes
2244,TBD,No,Yes
2261,TBD,No,No
2262,TBD,No,Yes
2266,TBD,No,Yes
2271,TBD,No,No
2274,TBD,No,Yes
2278,TBD,No,Yes
2281,TBD,No,Yes
2283,TBD,No,No
2285,TBD,No,No
2287,TBD,No,Yes
2289,TBD,Yes,No
2293,TBD,Yes,Yes
2300,TBD,No,Yes
2311,TBD,Yes,Yes
2313,TBD,No,Yes
2316,TBD,No,Yes
2318,TBD,No,Yes
2323,TBD,No,Yes
2329,TBD,No,No
2330,TBD,Yes,No
2336,TBD,No,Yes
2338,TBD,Yes,Yes
2340,TBD,No,No
2350,TBD,No,Yes
2351,TBD,No,No
2352,TBD,No,Yes
2355,TBD,No,Yes
2358,TBD,No,No
2359,TBD,No,No
2367,TBD,No,Yes
2370,TBD,No,No
2386,TBD,No,Yes
2388,TBD,Yes,Yes
2393,No,Yes,No
2395,No,Yes,No
2405,TBD,No,Yes
2417,TBD,No,Yes
2421,TBD,No,Yes
2424,TBD,No,Yes
2428,TBD,No,Yes
2431,No,Yes,No
2434,TBD,No,No
2437,TBD,No,Yes
2440,TBD,Yes,Yes
2443,TBD,No,Yes
2444,TBD,No,Yes
2446,TBD,No,Yes
2459,TBD,No,No
2460,TBD,No,No
2474,TBD,Yes,Yes
2480,TBD,No,No
2488,No,Yes,No
2497,TBD,No,No
2499,No,Yes,No
2502,TBD,No,Yes
2506,TBD,No,No
2509,TBD,Yes,No
2519,TBD,No,No
2520,TBD,No,Yes
2522,TBD,No,Yes
2528,TBD,No,Yes
2535,TBD,Yes,No
2540,TBD,No,Yes
2541,TBD,No,Yes
2542,TBD,Yes,Yes
2543,TBD,No,Yes
2545,TBD,No,No
2548,TBD,Yes,No
2561,TBD,No,Yes
2563,TBD,Yes,Yes
2566,TBD,No,No
2576,TBD,No,Yes
2579,TBD,Yes,Yes
2581,TBD,No,Yes
2587,TBD,No,Yes
2597,TBD,No,Yes
2611,TBD,No,Yes
2619,TBD,No,Yes
2620,TBD,No,Yes
2626,TBD,No,No
2628,TBD,No,Yes
2629,TBD,No,Yes
2634,TBD,No,Yes
2662,TBD,Yes,Yes
2663,TBD,No,No
2664,TBD,Yes,Yes
2674,TBD,Yes,No
2682,TBD,Yes,No
2684,TBD,No,Yes
2686,No,Yes,No
2693,TBD,No,Yes
2696,TBD,Yes,No
2702,TBD,No,Yes
2714,TBD,Yes,No
2741,No,Yes,No
2745,No,Yes,No
2748,TBD,No,No
2749,TBD,Yes,No
2753,TBD,Yes,Yes
2771,TBD,Yes,No
2772,TBD,No,No
2784,TBD,Yes,Yes
2785,TBD,No,No
2788,TBD,No,Yes
2803,TBD,No,Yes
2809,TBD,No,No
2810,TBD,Yes,No
2813,TBD,Yes,No
2819,TBD,No,Yes
2823,TBD,No,Yes
2833,TBD,No,Yes
2839,TBD,Yes,No
2843,TBD,No,No
2844,TBD,No,No
2852,TBD,Yes,No
2854,TBD,No,Yes
2855,TBD,No,No
2856,TBD,Yes,No
2874,TBD,No,Yes
2875,No,Yes,No
2876,No,Yes,No
2878,TBD,Yes,No
2880,No,Yes,No
2887,No,No,No
2889,TBD,No,Yes
2893,TBD,Yes,Yes
2894,TBD,No,No
2909,TBD,Yes,Yes
2910,TBD,No,Yes
2911,TBD,No,No
2914,TBD,No,Yes
2923,TBD,No,Yes
2932,TBD,No,No
2934,TBD,Yes,No
2935,TBD,No,No
2937,TBD,Yes,Yes
2940,No,Yes,No
2945,TBD,No,No
2953,TBD,No,Yes
2957,TBD,No,Yes
2966,TBD,No,Yes
2968,TBD,No,No
2986,TBD,No,Yes
2988,TBD,Yes,No
2990,TBD,No,Yes
2992,TBD,No,Yes
2994,TBD,Yes,Yes
3055,TBD,Yes,Yes
3056,TBD,Yes,Yes
3102,TBD,No,Yes
3103,TBD,Yes,Yes
3111,No,Yes,No
3137,TBD,Yes,No
3150,TBD,Yes,Yes
3153,No,Yes,No
3154,No,Yes,No
3155,TBD,Yes,No
3161,No,Yes,No
3164,TBD,No,No
3173,No,Yes,No
3176,No,No,No
3209,TBD,No,Yes
3210,TBD,No,Yes
3215,TBD,No,No
3221,TBD,Yes,Yes
3223,TBD,No,Yes
3228,TBD,No,Yes
3231,TBD,No,Yes
3233,TBD,No,Yes
3234,TBD,Yes,Yes
3238,No,Yes,No
3245,TBD,No,No
3247,TBD,No,Yes
3253,TBD,No,Yes
3255,TBD,No,Yes
3262,TBD,No,Yes
3267,TBD,No,Yes
3268,TBD,No,Yes
3269,TBD,Yes,No
3273,TBD,No,No
3274,TBD,No,Yes
3275,No,Yes,No
3278,TBD,No,Yes
3281,TBD,No,Yes
3283,TBD,No,Yes
3289,TBD,No,No
3293,TBD,No,No
538,Yes,No,No
3295,TBD,No,Yes
3300,TBD,No,Yes
3303,TBD,No,No
3307,TBD,No,No
3327,TBD,Yes,No
3328,TBD,Yes,Yes
3329,TBD,No,Yes
3332,TBD,Yes,Yes
3334,TBD,Yes,No
3344,TBD,No,Yes
3349,TBD,No,No
3363,TBD,No,Yes
3387,TBD,No,No
3394,TBD,Yes,No
3409,TBD,No,Yes
3412,TBD,Yes,No
3414,No,Yes,No
3429,TBD,No,Yes
3431,TBD,No,No
3434,TBD,No,Yes
3442,No,Yes,No
3458,TBD,No,Yes
3485,TBD,Yes,Yes
3486,TBD,No,Yes
3501,TBD,No,No
3508,No,Yes,No
3514,TBD,No,Yes
3534,TBD,No,Yes
3535,TBD,Yes,No
3560,TBD,No,Yes
3607,TBD,Yes,No
3608,TBD,No,Yes
3624,TBD,No,No
3629,No,Yes,No
3630,TBD,Yes,Yes
3632,TBD,No,No
3633,TBD,No,No
3634,TBD,Yes,No
3635,No,Yes,No
3637,No,Yes,No
3648,TBD,No,Yes
3653,TBD,Yes,No
3722,TBD,No,Yes
3723,TBD,Yes,No
3734,TBD,Yes,No
3738,TBD,No,Yes
3758,TBD,No,Yes
3761,TBD,Yes,No
3802,TBD,No,Yes
3805,TBD,Yes,Yes
3809,TBD,No,No
3810,TBD,Yes,No
3829,TBD,No,No
3830,TBD,No,No
3837,TBD,No,Yes
3838,TBD,No,Yes
3840,TBD,No,No
3842,TBD,Yes,Yes
3851,TBD,No,No
3852,TBD,No,No
3872,TBD,No,Yes
3875,TBD,Yes,Yes
3894,TBD,No,Yes
4057,TBD,Yes,No
4063,TBD,No,No
4114,TBD,Yes,No
547,Yes,Yes,No
4128,No,Yes,No
4138,No,Yes,No
4156,TBD,Yes,No
4166,TBD,Yes,Yes
4168,TBD,Yes,Yes
4195,TBD,No,Yes
4209,TBD,Yes,No
4216,TBD,No,Yes
4223,TBD,No,No
4226,TBD,Yes,No
4230,TBD,No,Yes
4235,TBD,No,No
4241,TBD,No,Yes
4244,TBD,No,Yes
4246,TBD,Yes,No
4253,TBD,No,Yes
4255,TBD,No,Yes
4258,TBD,No,Yes
4259,TBD,No,Yes
4277,TBD,No,Yes
4281,TBD,Yes,No
4321,TBD,Yes,Yes
4333,TBD,No,No
4334,TBD,No,Yes
4348,TBD,No,Yes
4371,No,Yes,No
4372,TBD,Yes,No
4374,TBD,Yes,Yes
4375,No,Yes,No
4376,No,Yes,No
4381,TBD,No,Yes
4389,TBD,Yes,Yes
4390,No,No,No
4403,TBD,Yes,Yes
4412,TBD,No,Yes
4413,TBD,Yes,No
4417,TBD,Yes,Yes
4423,TBD,No,No
4434,No,Yes,No
4439,TBD,No,Yes
548,Yes,No,No
4470,No,Yes,No
4478,No,Yes,No
4479,TBD,Yes,Yes
4501,TBD,No,Yes
4509,TBD,No,No
4516,No,Yes,No
4529,TBD,No,Yes
4546,No,Yes,No
4565,No,Yes,No
4568,TBD,Yes,No
4569,TBD,Yes,No
4579,No,Yes,No
4582,No,Yes,No
4585,No,Yes,No
4590,TBD,Yes,No
4599,TBD,No,Yes
4600,TBD,No,Yes
4607,TBD,Yes,No
4611,TBD,Yes,Yes
4612,TBD,No,Yes
4615,TBD,No,Yes
4635,TBD,No,Yes
4637,TBD,No,Yes
4639,TBD,Yes,Yes
4641,TBD,No,No
4643,TBD,No,Yes
4644,TBD,No,Yes
4677,TBD,Yes,Yes
4682,TBD,No,Yes
4849,TBD,No,No
4865,TBD,No,No
5025,TBD,No,No
5027,TBD,No,Yes
5039,TBD,No,Yes
5044,TBD,Yes,No
5059,No,No,No
5066,TBD,No,Yes
5076,TBD,No,Yes
5079,TBD,No,Yes
5082,TBD,No,Yes
5087,TBD,No,No
5088,TBD,Yes,Yes
5093,No,Yes,No
5105,TBD,No,Yes
5127,TBD,No,Yes
5141,TBD,No,Yes
5149,No,Yes,No
5159,TBD,No,Yes
5170,TBD,Yes,No
5173,TBD,Yes,No
5175,TBD,No,No
5183,No,Yes,No
5188,TBD,Yes,No
5199,TBD,No,Yes
5219,TBD,Yes,No
5239,TBD,No,Yes
5240,TBD,No,Yes
5241,TBD,No,Yes
5242,TBD,Yes,Yes
5261,TBD,No,Yes
5263,TBD,No,Yes
5264,TBD,No,No
5297,No,Yes,No
5307,TBD,No,Yes
5309,TBD,No,Yes
5313,TBD,No,Yes
5319,TBD,No,Yes
5323,No,Yes,No
5326,TBD,No,No
5347,TBD,No,No
5355,TBD,Yes,Yes
5356,TBD,Yes,No
5358,TBD,Yes,Yes
5360,TBD,Yes,No
5364,No,Yes,No
5373,TBD,No,Yes
5376,TBD,No,Yes
5379,TBD,Yes,Yes
5386,TBD,Yes,Yes
5387,TBD,No,No
5397,TBD,No,Yes
5399,TBD,No,Yes
5410,TBD,No,Yes
5414,TBD,No,Yes
5421,No,Yes,No
5427,No,Yes,No
5433,TBD,No,No
5441,TBD,No,No
5444,TBD,No,No
5446,TBD,No,Yes
5467,No,Yes,No
5469,TBD,No,Yes
5470,TBD,Yes,No
5477,TBD,Yes,Yes
5483,TBD,No,Yes
5497,TBD,No,Yes
5498,TBD,No,Yes
5499,TBD,No,No
5692,No,Yes,No
5693,No,Yes,No
5695,TBD,Yes,No
5705,TBD,No,Yes
5716,No,Yes,No
5728,TBD,No,Yes
5731,TBD,Yes,No
5732,TBD,Yes,Yes
5734,TBD,No,No
5767,No,Yes,No
5772,TBD,No,No
5777,TBD,No,No
5780,TBD,Yes,No
5786,TBD,Yes,No
5789,No,Yes,No
5791,TBD,No,No
5805,No,Yes,No
5812,TBD,Yes,No
5831,No,Yes,No
5837,No,Yes,No
5855,TBD,Yes,No
5876,No,Yes,No
5908,No,Yes,No
5923,No,Yes,No
5992,TBD,No,Yes
6170,No,No,No
6370,TBD,No,Yes
6470,No,Yes,No
6476,TBD,Yes,Yes
6500,No,Yes,No
6878,TBD,No,No
6937,No,Yes,No
6942,No,Yes,No
6951,TBD,Yes,No
6953,No,Yes,No
6971,No,Yes,No
6975,No,Yes,No
7087,TBD,Yes,No
7127,No,Yes,No
7129,TBD,Yes,Yes
7242,No,Yes,No
7249,TBD,Yes,No
7280,TBD,No,No
7290,TBD,No,Yes
7294,TBD,No,Yes
7307,TBD,No,No
7311,TBD,Yes,No
7317,No,Yes,No
7324,TBD,Yes,Yes
7349,No,Yes,No
8331,TBD,Yes,Yes
3,TBD,Yes,No
7,TBD,No,Yes
9,TBD,Yes,Yes
19,TBD,No,Yes
23,TBD,No,Yes
24,TBD,Yes,Yes
33,TBD,Yes,Yes
36,TBD,Yes,Yes
49,TBD,Yes,Yes
62,TBD,Yes,Yes
68,TBD,No,Yes
70,TBD,No,Yes
74,TBD,No,Yes
75,TBD,Yes,Yes
83,TBD,Yes,Yes
85,TBD,No,No
87,TBD,Yes,Yes
91,TBD,Yes,Yes
93,TBD,Yes,Yes
94,TBD,Yes,Yes
97,TBD,No,Yes
102,TBD,Yes,Yes
104,TBD,Yes,Yes
105,TBD,Yes,No
112,TBD,Yes,Yes
114,TBD,Yes,Yes
115,TBD,Yes,Yes
118,TBD,Yes,Yes
120,TBD,Yes,Yes
121,TBD,Yes,Yes
126,TBD,No,No
127,TBD,Yes,Yes
128,TBD,No,Yes
130,TBD,No,Yes
133,TBD,No,Yes
146,TBD,No,Yes
149,TBD,No,Yes
153,TBD,Yes,No
155,TBD,Yes,Yes
157,TBD,No,Yes
164,TBD,Yes,No
169,TBD,Yes,Yes
170,TBD,Yes,Yes
171,TBD,Yes,Yes
173,TBD,Yes,Yes
174,TBD,No,No
175,TBD,No,No
182,TBD,Yes,No
183,TBD,No,No
188,TBD,No,Yes
190,TBD,Yes,Yes
201,TBD,No,Yes
205,TBD,Yes,Yes
214,TBD,No,Yes
222,TBD,Yes,No
224,TBD,Yes,Yes
226,TBD,Yes,No
229,TBD,No,Yes
233,TBD,No,No
236,TBD,Yes,Yes
239,TBD,Yes,Yes
244,TBD,No,Yes
248,TBD,Yes,Yes
257,TBD,No,No
258,TBD,Yes,No
268,TBD,No,No
273,TBD,Yes,Yes
278,TBD,Yes,Yes
287,TBD,No,No
288,TBD,Yes,Yes
294,TBD,Yes,Yes
300,TBD,Yes,No
301,TBD,Yes,No
305,TBD,Yes,Yes
307,TBD,Yes,Yes
309,TBD,Yes,No
310,TBD,Yes,Yes
312,TBD,Yes,Yes
316,TBD,Yes,Yes
318,TBD,No,Yes
319,TBD,Yes,Yes
321,TBD,Yes,Yes
329,TBD,Yes,No
331,TBD,No,Yes
333,TBD,Yes,Yes
334,TBD,No,No
335,TBD,No,Yes
345,TBD,No,Yes
347,TBD,Yes,Yes
348,TBD,Yes,No
355,TBD,Yes,No
361,TBD,No,Yes
362,TBD,No,Yes
364,TBD,Yes,No
365,TBD,No,No
376,TBD,No,Yes
377,No,Yes,No
383,TBD,Yes,No
386,TBD,Yes,Yes
391,TBD,No,No
393,TBD,Yes,No
401,TBD,No,Yes
402,TBD,Yes,Yes
403,TBD,Yes,Yes
405,TBD,No,Yes
415,TBD,Yes,Yes
423,TBD,Yes,No
424,TBD,No,No
425,TBD,No,Yes
428,TBD,Yes,No
431,TBD,Yes,Yes
432,TBD,Yes,Yes
433,TBD,Yes,Yes
448,TBD,Yes,Yes
450,TBD,No,Yes
457,TBD,Yes,Yes
459,TBD,No,No
466,TBD,No,No
468,TBD,No,Yes
469,TBD,Yes,No
483,TBD,No,No
488,TBD,Yes,Yes
489,TBD,No,Yes
495,TBD,No,No
498,TBD,No,Yes
501,TBD,No,Yes
502,TBD,Yes,Yes
505,TBD,No,No
511,TBD,No,No
514,TBD,Yes,Yes
520,TBD,No,No
521,TBD,Yes,Yes
530,TBD,No,Yes
532,TBD,No,No
533,TBD,No,Yes
539,TBD,Yes,No
540,TBD,No,Yes
541,TBD,No,Yes
542,TBD,Yes,Yes
543,TBD,Yes,Yes
551,TBD,No,No
553,TBD,No,Yes
555,TBD,Yes,Yes
556,TBD,No,No
562,TBD,Yes,No
566,TBD,Yes,Yes
580,TBD,Yes,No
584,TBD,Yes,No
585,TBD,No,No
586,TBD,No,Yes
588,TBD,Yes,No
593,TBD,No,No
604,TBD,No,No
614,TBD,Yes,No
615,No,No,No
616,TBD,No,Yes
621,TBD,Yes,No
624,TBD,Yes,No
625,TBD,No,Yes
627,TBD,No,Yes
629,TBD,Yes,No
630,TBD,No,Yes
632,TBD,Yes,No
634,TBD,No,Yes
638,TBD,Yes,No
639,TBD,No,Yes
642,TBD,Yes,Yes
644,TBD,Yes,Yes
658,TBD,No,No
660,TBD,Yes,No
662,TBD,No,No
675,TBD,No,Yes
677,TBD,Yes,Yes
684,TBD,Yes,Yes
686,TBD,Yes,No
699,TBD,No,Yes
700,TBD,Yes,No
707,TBD,Yes,Yes
708,TBD,Yes,No
714,TBD,No,No
715,TBD,Yes,No
716,TBD,Yes,Yes
722,No,No,No
723,TBD,Yes,No
726,TBD,Yes,Yes
727,TBD,Yes,Yes
730,TBD,Yes,No
731,TBD,Yes,No
733,TBD,No,No
734,TBD,No,No
740,TBD,Yes,No
754,No,No,No
756,TBD,Yes,No
758,No,Yes,Yes
761,TBD,Yes,Yes
762,TBD,No,No
764,TBD,Yes,No
766,TBD,Yes,Yes
773,TBD,Yes,Yes
777,TBD,No,Yes
780,TBD,No,No
785,TBD,Yes,Yes
795,TBD,Yes,No
803,TBD,Yes,Yes
809,TBD,No,No
816,TBD,No,Yes
818,TBD,No,No
828,TBD,Yes,Yes
839,TBD,No,Yes
840,TBD,Yes,No
853,TBD,No,No
856,TBD,Yes,No
858,TBD,No,Yes
859,TBD,No,No
863,TBD,Yes,Yes
864,TBD,No,Yes
866,TBD,No,No
874,TBD,Yes,Yes
876,TBD,Yes,Yes
887,TBD,Yes,Yes
889,TBD,Yes,No
899,TBD,No,No
903,TBD,No,Yes
904,TBD,No,No
907,TBD,Yes,Yes
911,TBD,No,No
912,TBD,No,Yes
916,TBD,No,Yes
920,No,Yes,No
930,TBD,No,No
932,TBD,No,No
934,TBD,No,No
935,TBD,No,Yes
937,TBD,No,No
938,TBD,Yes,No
944,TBD,Yes,No
563,Yes,No,No
954,TBD,Yes,Yes
961,TBD,No,Yes
969,TBD,No,Yes
970,TBD,No,Yes
976,TBD,Yes,Yes
981,TBD,Yes,No
990,TBD,No,Yes
991,TBD,No,No
1006,TBD,Yes,No
1010,TBD,Yes,Yes
1011,TBD,Yes,Yes
1016,TBD,Yes,Yes
1017,TBD,No,Yes
1018,TBD,Yes,Yes
1024,No,Yes,Yes
1025,TBD,No,Yes
1028,TBD,No,Yes
1030,TBD,No,Yes
1032,TBD,No,No
1034,TBD,No,Yes
1036,TBD,No,Yes
1037,TBD,No,No
