DC NBR #,Biz Unit,Commodity,WK 38,WK 39,WK 40,WK 41,WK 42,WK 43,WK 44,WK 45,WK 46,WK 47
6097,WALMART,POTATOES,11526,12209,13152,15231,22924,15368,11335,12524,15215,12286
6097,WALMART,SWEET POTATOES,1056,1149,1477,2238,4650,2661,1035,1111,1401,1226
6099,WALMART,EGGS COMMODITY,25462,24660,27107,27667,35038,28453,27908,28483,31500,23756
6099,WALMART,FROZEN PIES AND COOL WHIP,3307,4392,8545,7246,14584,13995,2718,4257,6326,6300
6099,WALMART,FROZEN ROLLS,5211,5258,7469,6554,8608,7756,5794,5747,6819,5947
6099,WALMART,GREENS,2392,2271,2613,3200,8019,9445,2050,2263,3477,3580
6099,WALMART,OIL AND SHORTENING,12209,9400,11679,13086,19787,13520,8641,9760,10395,6658
6099,WALMART,PIES AND DESSERTS,2180,2816,3660,4519,9833,11124,1872,2052,3269,2963
6099,WALMART,POTATOES,9514,9637,10376,11397,16654,12371,9051,9851,11653,9405
6099,WALMART,SWEET POTATOES,1469,1627,2071,3089,6692,3985,1477,1643,2279,1869
6858,WALMART,EGGS COMMODITY,21502,21458,23499,23889,29645,23366,24061,24636,27299,20170
6858,WALMART,FROZEN PIES AND COOL WHIP,3464,5047,8847,6802,14528,12015,3237,4407,6649,5877
6858,WALMART,FROZEN ROLLS,5480,5446,8997,7546,11614,10502,5571,5663,7820,6958
6858,WALMART,GREENS,1507,1356,1655,1971,4440,4557,1204,1462,1913,1804
6858,WALMART,OIL AND SHORTENING,57,64,53,57,78,82,57,78,85,93
6858,WALMART,PIES AND DESSERTS,1969,2363,3013,3846,8919,7893,1523,1904,2889,2428
6858,WALMART,POTATOES,8282,8424,9052,10174,14996,11317,7769,8707,10187,8317
6858,WALMART,SWEET POTATOES,1245,1385,1881,2988,6746,3856,1316,1404,2069,1754
7010,WALMART,EGGS COMMODITY,34175,34097,37191,37245,45128,37285,37789,38463,41819,30500
7010,WALMART,FROZEN PIES AND COOL WHIP,3072,4403,9807,7399,15636,15030,3076,4125,6043,5764
7010,WALMART,FROZEN ROLLS,5738,5894,9579,7655,10797,9690,6229,6080,7558,6461
7010,WALMART,GREENS,1490,1421,1610,1836,3653,4122,1416,1496,1740,1485
7010,WALMART,OIL AND SHORTENING,14039,11298,15041,15201,23182,13697,10696,11994,12440,7916
7010,WALMART,PIES AND DESSERTS,2386,3090,4035,5390,13822,17197,1909,2188,3602,3493
7010,WALMART,POTATOES,11740,12104,13116,14068,19715,15435,11517,12549,14481,11502
7010,WALMART,SWEET POTATOES,1540,1698,2280,3498,8374,5164,1785,1835,2625,2212
7012,Sam's,CHEESE ADVENT CAL,0,0,0,521,0,0,0,0,0,0
7012,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,5844
7012,Sam's,CRANBERRIES,0,0,0,1813,0,0,0,0,0,0
7012,Sam's,CRANBERRY SAUCE,0,414,2481,3347,2709,0,0,0,0,0
7012,Sam's,HAM,1906,2860,2860,3585,3981,2541,4446,3272,2457,0
7012,Sam's,PIES AND DESSERTS,7088,7001,3634,7605,12972,1148,1844,451,3097,133
7012,Sam's,PRIME RIB,0,0,277,0,212,0,356,0,0,0
7012,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,4722,0,0,0,0,0
7012,Sam's,TURKEY,0,480,1913,3394,6256,0,0,0,0,0
7012,Sam's,TURKEY GRAVY,0,668,2013,3099,2200,0,0,0,0,0
7012,WALMART,EGGS COMMODITY,15944,16138,17776,18028,22933,17554,18224,18588,20308,14805
7012,WALMART,FROZEN PIES AND COOL WHIP,3261,4601,8531,9001,19910,12634,2616,4107,6978,5711
7012,WALMART,FROZEN ROLLS,5721,5888,9425,8048,11146,8289,6004,6566,8082,6658
7012,WALMART,GREENS,905,816,955,1097,2337,2326,761,875,1112,997
7012,WALMART,OIL AND SHORTENING,9640,5351,6684,7113,10413,7888,5313,6017,5945,3535
7012,WALMART,PIES AND DESSERTS,2227,2573,3152,3892,8985,8617,1781,2024,3009,2533
7012,WALMART,POTATOES,7721,8153,8831,10120,15042,10069,7571,8367,9945,8004
7012,WALMART,SWEET POTATOES,565,616,809,1248,2805,1594,556,611,745,692
7013,WALMART,EGGS COMMODITY,37194,37198,41588,40218,48037,37334,40869,41410,44683,32235
7013,WALMART,FROZEN PIES AND COOL WHIP,2689,4011,7916,7482,16789,16100,2151,3131,5085,4732
7013,WALMART,FROZEN ROLLS,4061,4079,6448,5289,7007,6503,4307,4517,5149,4521
7013,WALMART,GREENS,1443,1401,1505,1587,2641,2815,1288,1352,1513,1150
7013,WALMART,OIL AND SHORTENING,9112,7555,10140,8799,10861,8420,7709,8580,8673,5608
7013,WALMART,PIES AND DESSERTS,3810,4998,6152,7498,17299,19404,2570,2505,3493,3076
7013,WALMART,POTATOES,11329,11840,13088,14903,22684,16090,11048,12078,14263,11429
7013,WALMART,SWEET POTATOES,1059,1226,1667,2649,6016,3588,1206,1207,1676,1396
7014,WALMART,EGGS COMMODITY,16112,16039,17798,17313,19904,16196,17476,17761,18950,13895
7014,WALMART,FROZEN PIES AND COOL WHIP,1991,2543,6186,3902,7895,7056,2252,2486,3160,3036
7014,WALMART,FROZEN ROLLS,3074,3011,4519,3736,4332,3480,3212,3451,3891,3356
7014,WALMART,GREENS,911,830,935,957,1372,1335,862,869,924,668
7014,WALMART,OIL AND SHORTENING,5108,3494,4226,4345,5780,4294,3700,4020,4175,2691
7014,WALMART,PIES AND DESSERTS,1961,2395,2863,3175,6651,6020,1926,2119,2455,2033
7014,WALMART,POTATOES,6263,6488,7060,8002,12067,8520,6021,6796,7996,6407
7014,WALMART,SWEET POTATOES,955,1005,1223,1621,3366,2020,919,1007,1408,1156
7015,WALMART,EGGS COMMODITY,22285,22781,24674,24701,31052,24475,25218,25578,27546,20766
7015,WALMART,FROZEN PIES AND COOL WHIP,3445,5172,9968,9949,24688,19438,2139,4246,8218,7722
7015,WALMART,FROZEN ROLLS,5989,6587,10862,8797,13293,11457,6207,6766,8306,8127
7015,WALMART,GREENS,1035,942,1114,1193,2173,2269,967,1038,1180,950
7015,WALMART,OIL AND SHORTENING,7199,4593,6218,5689,7816,5866,4602,5190,5217,3245
7015,WALMART,PIES AND DESSERTS,2025,2552,3152,4074,11092,12520,1655,1913,3315,3084
7015,WALMART,POTATOES,11491,12086,13287,14657,21734,15031,11165,12236,14716,11751
7015,WALMART,SWEET POTATOES,1177,1277,1707,2501,5174,3139,1153,1274,1740,1471
7016,WALMART,EGGS COMMODITY,34151,34004,37316,37064,46007,35224,37922,38705,42150,30940
7016,WALMART,FROZEN PIES AND COOL WHIP,2979,4286,7986,6387,13184,10875,3456,3874,5421,4570
7016,WALMART,FROZEN ROLLS,5388,5429,9779,7997,12725,10725,5702,5915,7465,6799
7016,WALMART,GREENS,2195,2098,2416,2943,7235,7237,2000,2211,3101,2965
7016,WALMART,OIL AND SHORTENING,15581,11193,14369,14412,20324,14508,11399,12326,12428,7872
7016,WALMART,PIES AND DESSERTS,2245,2574,3509,4469,11812,6577,2702,2534,3484,2673
7016,WALMART,POTATOES,8842,8999,9912,11342,17356,12428,8414,9522,11062,9027
7016,WALMART,SWEET POTATOES,1647,1854,2500,4081,9710,5312,1746,1972,2958,2488
7017,WALMART,EGGS COMMODITY,22330,22923,24758,24917,30816,24613,25655,26301,28749,21314
7017,WALMART,FROZEN PIES AND COOL WHIP,4459,5789,10096,10741,23792,15452,3432,5332,8331,7123
7017,WALMART,FROZEN ROLLS,7265,7363,11629,9825,12796,10052,7530,8460,10024,8672
7017,WALMART,GREENS,1392,1326,1513,1831,4029,4203,1209,1365,1808,1724
7017,WALMART,OIL AND SHORTENING,8422,5439,6601,7456,10939,7104,5612,6307,6222,3684
7017,WALMART,PIES AND DESSERTS,2855,3494,4248,4947,10839,11152,2331,2748,3779,3128
7017,WALMART,POTATOES,7927,8300,9186,10612,16907,10656,7662,8697,10749,8635
7017,WALMART,SWEET POTATOES,1205,1270,1650,2384,5310,2953,1014,1252,1796,1527
7018,WALMART,EGGS COMMODITY,29536,28873,31979,30881,36706,26234,22328,22746,24722,18355
7018,WALMART,FROZEN PIES AND COOL WHIP,3189,4489,8955,8613,20512,16280,2611,3739,6329,6055
7018,WALMART,FROZEN ROLLS,4898,5212,8593,6673,9236,7882,5114,5703,6895,6563
7018,WALMART,GREENS,923,926,969,962,1747,1644,868,958,1021,776
7018,WALMART,OIL AND SHORTENING,6639,4574,5708,5475,7436,5683,4778,5358,5432,3592
7018,WALMART,PIES AND DESSERTS,1650,2212,2736,3439,9008,11091,1483,1590,2341,2242
7018,WALMART,POTATOES,10541,10824,11842,13295,20104,13184,9861,11034,13145,10289
7018,WALMART,SWEET POTATOES,955,1031,1373,2082,4481,2521,1053,1054,1407,1202
7019,WALMART,EGGS COMMODITY,21651,21442,23071,23554,29620,26565,23871,24596,26555,20450
7019,WALMART,FROZEN PIES AND COOL WHIP,3313,3969,8901,6905,13542,14082,4532,4479,5990,6082
7019,WALMART,FROZEN ROLLS,5699,5661,8487,7265,9929,9511,7057,5847,7279,6870
7019,WALMART,GREENS,2942,2845,3145,3760,9001,10677,2620,2839,4191,4302
7019,WALMART,OIL AND SHORTENING,9707,7849,9643,10701,15054,13900,7317,8567,9363,6645
7019,WALMART,PIES AND DESSERTS,1883,2302,2815,3578,7536,8751,2444,2408,3154,2855
7019,WALMART,POTATOES,9697,9805,10553,11455,16304,12123,9238,10304,12174,9792
7019,WALMART,SWEET POTATOES,1490,1610,2104,3094,7140,4351,1519,1720,2431,2024
7021,WALMART,EGGS COMMODITY,48773,48178,53501,51994,61035,47068,52622,53404,58523,41359
7021,WALMART,FROZEN PIES AND COOL WHIP,2954,4876,8210,8331,17653,12540,2598,3619,5534,4581
7021,WALMART,FROZEN ROLLS,4449,4384,7196,5824,7504,5929,4606,4936,5622,4642
7021,WALMART,GREENS,1229,1228,1244,1358,2281,1589,1157,1302,1374,951
7021,WALMART,OIL AND SHORTENING,7691,5689,7414,7305,9659,6601,5594,6232,6145,3816
7021,WALMART,PIES AND DESSERTS,2839,3491,4262,5527,11686,9372,2562,2963,3671,2870
7021,WALMART,POTATOES,9850,10340,11044,13118,20700,10372,9641,10524,13218,9555
7021,WALMART,SWEET POTATOES,992,1123,1609,2625,5781,2008,1158,1154,1775,1246
7023,WALMART,EGGS COMMODITY,37795,36300,39894,39607,46985,38613,40296,40661,44398,31354
7023,WALMART,FROZEN PIES AND COOL WHIP,1561,2442,4866,3278,6689,7261,1821,1781,2582,2453
7023,WALMART,FROZEN ROLLS,3056,2973,4366,3471,3989,3925,3313,3168,3486,2705
7023,WALMART,GREENS,1962,1880,2075,2316,5181,5835,1806,1809,2350,2178
7023,WALMART,OIL AND SHORTENING,12366,10676,13372,12685,17762,13480,9706,10606,11582,7784
7023,WALMART,PIES AND DESSERTS,2494,3050,3498,4073,8937,9244,1915,1902,2658,2256
7023,WALMART,POTATOES,8765,8902,9529,10351,14815,11693,8470,8877,10519,8333
7023,WALMART,SWEET POTATOES,1657,1715,2125,2781,5674,3927,1660,1723,2158,1723
7024,Sam's,CHEESE ADVENT CAL,0,0,0,464,0,0,0,0,0,0
7024,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,4176
7024,Sam's,CRANBERRIES,0,0,0,1470,0,0,0,0,0,0
7024,Sam's,CRANBERRY SAUCE,0,287,1698,2293,1854,0,0,0,0,0
7024,Sam's,HAM,1022,1530,1530,1879,2161,1357,2384,1802,1256,0
7024,Sam's,PIES AND DESSERTS,3439,3788,1992,5568,7198,892,1453,347,2785,137
7024,Sam's,PRIME RIB,0,0,226,0,285,0,309,0,0,0
7024,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,3762,0,0,0,0,0
7024,Sam's,TURKEY,0,424,1684,2958,5486,0,0,0,0,0
7024,Sam's,TURKEY GRAVY,0,631,1901,2921,2072,0,0,0,0,0
7024,WALMART,EGGS COMMODITY,26050,26070,28317,28284,34277,27118,28609,29362,31811,23207
7024,WALMART,FROZEN PIES AND COOL WHIP,2962,3948,7723,7008,15122,11232,3411,3808,5716,4664
7024,WALMART,FROZEN ROLLS,5655,5626,8552,6970,8257,6770,6107,6487,7124,5870
7024,WALMART,GREENS,1185,1117,1299,1463,3053,4486,632,906,1277,1129
7024,WALMART,OIL AND SHORTENING,11006,7206,9404,9451,13251,10296,7482,8328,8341,5224
7024,WALMART,PIES AND DESSERTS,1963,2441,3173,4000,10531,7755,2800,2517,3298,2547
7024,WALMART,POTATOES,8082,8392,9218,10500,15333,11438,7683,8681,10227,8037
7024,WALMART,SWEET POTATOES,1096,1142,1515,2157,5038,3799,613,1102,1631,1446
7030,Sam's,CHEESE ADVENT CAL,0,0,0,380,0,0,0,0,0,0
7030,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,4380
7030,Sam's,CRANBERRIES,0,0,0,1127,0,0,0,0,0,0
7030,Sam's,CRANBERRY SAUCE,0,273,1644,2217,1797,0,0,0,0,0
7030,Sam's,HAM,917,1370,1370,1674,1970,1219,2135,1567,1178,0
7030,Sam's,PIES AND DESSERTS,3285,3483,1854,5700,6414,1128,1200,96,2562,0
7030,Sam's,PRIME RIB,0,0,197,0,131,0,257,0,0,0
7030,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,4644,0,0,0,0,0
7030,Sam's,TURKEY,0,197,786,2462,4189,0,0,0,0,0
7030,Sam's,TURKEY GRAVY,0,560,1682,2590,1840,0,0,0,0,0
7030,WALMART,EGGS COMMODITY,37318,36961,40771,39982,49066,36900,40798,41571,45048,32847
7030,WALMART,FROZEN PIES AND COOL WHIP,2423,3715,6492,4628,9068,7835,2948,2851,3761,3179
7030,WALMART,FROZEN ROLLS,4281,4204,5687,5023,5609,4599,4550,4704,5203,4194
7030,WALMART,GREENS,1616,1501,1733,2047,4307,4219,1447,1560,1947,1727
7030,WALMART,OIL AND SHORTENING,12919,9976,12119,11923,14841,10087,10103,10928,10797,6890
7030,WALMART,PIES AND DESSERTS,2939,3907,4902,5990,13388,8700,3730,3424,4223,3219
7030,WALMART,POTATOES,6351,6546,7247,8075,12404,9017,6275,6912,8129,6516
7030,WALMART,SWEET POTATOES,1414,1523,1990,2977,6461,3672,1395,1509,2068,1729
7047,WALMART,EGGS COMMODITY,0,0,0,0,0,0,0,0,0,0
7047,WALMART,FROZEN PIES AND COOL WHIP,0,0,0,0,0,0,0,0,0,0
7047,WALMART,FROZEN ROLLS,0,0,0,0,0,0,0,0,0,0
7047,WALMART,GREENS,0,0,0,0,0,0,0,0,0,0
7047,WALMART,OIL AND SHORTENING,7263,6924,9428,7637,9298,6703,6497,7119,7201,5008
7047,WALMART,PIES AND DESSERTS,0,0,0,0,0,0,0,0,0,0
7047,WALMART,POTATOES,0,0,0,0,0,0,0,0,0,0
7047,WALMART,SWEET POTATOES,0,0,0,0,0,0,0,0,0,0
7048,WALMART,EGGS COMMODITY,19625,19508,21661,21185,25251,19081,21512,21780,23656,16641
7048,WALMART,FROZEN PIES AND COOL WHIP,1555,2620,4745,3645,8088,7303,1450,1790,2473,2386
7048,WALMART,FROZEN ROLLS,2380,2388,3441,3012,3720,3068,2608,2748,3118,2501
7048,WALMART,GREENS,888,891,945,1109,2183,1409,814,921,1050,819
7048,WALMART,OIL AND SHORTENING,8756,7267,10242,8504,11200,6661,7343,7879,8100,5068
7048,WALMART,PIES AND DESSERTS,2251,2677,3147,4093,9718,7629,1713,1875,2603,2177
7048,WALMART,POTATOES,6727,7033,7566,8620,13786,7753,6503,7101,8613,6589
7048,WALMART,SWEET POTATOES,665,728,995,1569,3598,1523,763,750,973,783
7055,WALMART,EGGS COMMODITY,29908,29355,32174,32605,40827,32323,32776,33673,37250,27479
7055,WALMART,FROZEN PIES AND COOL WHIP,4125,5585,10488,10239,23700,18493,3012,4916,8398,7616
7055,WALMART,FROZEN ROLLS,8196,8143,11942,10091,12517,10103,8577,8922,10345,8445
7055,WALMART,GREENS,1634,1508,1819,2221,5450,6196,1437,1570,2152,2107
7055,WALMART,OIL AND SHORTENING,15963,9154,11170,12207,17958,12332,8836,10125,10344,6159
7055,WALMART,PIES AND DESSERTS,2628,3057,3923,4866,11535,12233,2040,2525,4026,3347
7055,WALMART,POTATOES,11676,11918,12957,14771,21953,14839,10972,12229,14597,11588
7055,WALMART,SWEET POTATOES,1156,1219,1616,2481,5960,3639,1063,1229,1728,1545
7077,Sam's,CHEESE ADVENT CAL,0,0,0,378,0,0,0,0,0,0
7077,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,4752
7077,Sam's,CRANBERRIES,0,0,0,1372,0,0,0,0,0,0
7077,Sam's,CRANBERRY SAUCE,0,358,2146,2897,2342,0,0,0,0,0
7077,Sam's,HAM,1554,2334,2334,2907,3294,2071,3629,2633,2042,0
7077,Sam's,PIES AND DESSERTS,2767,4202,2302,5506,9780,857,1505,437,2327,149
7077,Sam's,PRIME RIB,0,0,257,0,59,0,334,0,0,0
7077,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,3924,0,0,0,0,0
7077,Sam's,TURKEY,0,663,2646,4368,8193,0,0,0,0,0
7077,Sam's,TURKEY GRAVY,0,663,1985,3056,2171,0,0,0,0,0
7077,WALMART,EGGS COMMODITY,13872,13984,16100,15544,18719,9380,4909,4923,5367,3931
7077,WALMART,FROZEN PIES AND COOL WHIP,1823,2806,5512,5271,13270,8010,1445,2137,3756,3171
7077,WALMART,FROZEN ROLLS,2699,2705,4564,3754,5843,4405,2839,3126,3916,3646
7077,WALMART,GREENS,759,721,755,823,1379,1319,686,754,829,612
7077,WALMART,OIL AND SHORTENING,6065,4794,6355,6125,8985,6587,4793,5324,5439,3623
7077,WALMART,PIES AND DESSERTS,1063,1556,1874,2376,6790,6100,1040,1127,1624,1534
7077,WALMART,POTATOES,7262,7413,8142,9215,14105,8788,6805,7680,9251,7172
7077,WALMART,SWEET POTATOES,700,770,1085,1596,3550,1768,783,794,1138,903
7079,Sam's,CHEESE ADVENT CAL,0,0,0,439,0,0,0,0,0,0
7079,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,4305
7079,Sam's,CRANBERRIES,0,0,0,1225,0,0,0,0,0,0
7079,Sam's,CRANBERRY SAUCE,0,285,1704,2296,1857,0,0,0,0,0
7079,Sam's,HAM,949,1427,1427,1768,1987,1198,2089,1602,1097,0
7079,Sam's,PIES AND DESSERTS,2391,3316,1858,4510,6851,571,1368,278,2138,110
7079,Sam's,PRIME RIB,0,0,258,0,463,0,338,0,0,0
7079,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,3756,0,0,0,0,0
7079,Sam's,TURKEY,0,355,1403,3512,6137,0,0,0,0,0
7079,Sam's,TURKEY GRAVY,0,629,1892,2912,2070,0,0,0,0,0
7079,WALMART,EGGS COMMODITY,19969,19958,21457,21380,24935,20449,21482,21973,23718,17414
7079,WALMART,FROZEN PIES AND COOL WHIP,2535,3548,7260,6323,13988,11276,2136,2800,4452,4263
7079,WALMART,FROZEN ROLLS,4913,5069,8059,6385,8187,6988,5031,5652,6777,6252
7079,WALMART,GREENS,965,904,1021,1136,2061,2281,832,953,1132,981
7079,WALMART,OIL AND SHORTENING,39,42,39,49,51,42,51,50,60,53
7079,WALMART,PIES AND DESSERTS,1685,1996,2317,2709,6636,6710,1523,1645,2021,1766
7079,WALMART,POTATOES,7314,7508,8152,9414,13987,9889,7003,7832,9296,7480
7079,WALMART,SWEET POTATOES,583,642,790,1187,2530,1638,650,615,788,696
7084,WALMART,EGGS COMMODITY,29863,29826,32687,31765,35690,29362,30850,31487,33834,24662
7084,WALMART,FROZEN PIES AND COOL WHIP,1841,2487,5552,4480,7276,7952,2000,2182,2455,2488
7084,WALMART,FROZEN ROLLS,3478,3496,4291,3946,4191,3740,3711,3874,3958,2978
7084,WALMART,GREENS,1094,1077,1154,1254,2153,2141,958,1081,1170,907
7084,WALMART,OIL AND SHORTENING,97,111,101,116,123,112,121,137,159,137
7084,WALMART,PIES AND DESSERTS,3463,4493,5462,7306,13049,14887,2540,2767,3544,2930
7084,WALMART,POTATOES,7231,7592,8489,9240,12868,10314,7073,7819,8694,7151
7084,WALMART,SWEET POTATOES,810,941,1350,2090,4136,2560,935,915,1200,1019
8397,Sam's,CHEESE ADVENT CAL,0,0,0,882,0,0,0,0,0,0
8397,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,11889
8397,Sam's,CRANBERRIES,0,0,0,3087,0,0,0,0,0,0
8397,Sam's,CRANBERRY SAUCE,0,539,3244,4370,3544,0,0,0,0,0
8397,Sam's,HAM,4408,6620,6620,8162,9475,5891,10299,7403,5863,0
8397,Sam's,PIES AND DESSERTS,9102,12486,6810,18521,28376,1996,3487,968,7845,372
8397,Sam's,PRIME RIB,0,0,304,0,392,0,345,0,0,0
8397,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,11313,0,0,0,0,0
8397,Sam's,TURKEY,0,1607,3929,11444,18470,0,0,0,0,0
8397,Sam's,TURKEY GRAVY,0,1552,4657,7165,5086,0,0,0,0,0
8397,WALMART,EGGS COMMODITY,0,0,0,0,0,0,0,0,0,0
8397,WALMART,FROZEN PIES AND COOL WHIP,0,0,0,0,0,0,0,0,0,0
8397,WALMART,FROZEN ROLLS,0,0,0,0,0,0,0,0,0,0
8397,WALMART,GREENS,0,0,0,0,0,0,0,0,0,0
8397,WALMART,OIL AND SHORTENING,0,0,0,0,0,0,0,0,0,0
8397,WALMART,PIES AND DESSERTS,0,0,0,0,0,0,0,0,0,0
8397,WALMART,POTATOES,0,0,0,0,0,0,0,0,0,0
8397,WALMART,SWEET POTATOES,0,0,0,0,0,0,0,0,0,0
8851,Sam's,CHEESE ADVENT CAL,0,0,0,768,0,0,0,0,0,0
8851,Sam's,CHRISTMAS FOLIAGE,0,0,0,0,0,0,0,0,0,8916
8851,Sam's,CRANBERRIES,0,0,0,2695,0,0,0,0,0,0
8851,Sam's,CRANBERRY SAUCE,0,604,3615,4880,3951,0,0,0,0,0
8851,Sam's,HAM,2332,4407,3497,4233,6224,2957,6538,3724,2929,0
8851,Sam's,PIES AND DESSERTS,4049,6624,3337,9895,13124,2112,2962,625,4554,240
8851,Sam's,PRIME RIB,0,0,358,0,0,0,429,0,0,0
8851,Sam's,THANKSGIVING FOLIAGE,0,0,0,0,8394,0,0,0,0,0
8851,Sam's,TURKEY,0,1076,4311,6840,12962,0,0,0,0,0
8851,Sam's,TURKEY GRAVY,0,1286,3868,5957,4230,0,0,0,0,0
8851,WALMART,EGGS COMMODITY,16729,16321,17788,17722,21561,17252,18126,18337,20146,14285
8851,WALMART,FROZEN PIES AND COOL WHIP,1188,1807,3393,2551,5436,4872,1242,1512,2101,1884
8851,WALMART,FROZEN ROLLS,2299,2213,3310,2662,3444,3103,2572,2361,2730,2193
8851,WALMART,GREENS,1351,1300,1441,1622,3534,4143,1254,1237,1689,1595
8851,WALMART,OIL AND SHORTENING,9,14,11,13,15,14,11,15,20,16
8851,WALMART,PIES AND DESSERTS,1533,1863,2256,2781,6129,5992,1311,1231,1784,1525
8851,WALMART,POTATOES,4935,5049,5420,5986,8940,6845,4704,5079,5967,4760
8851,WALMART,SWEET POTATOES,943,983,1265,1757,3727,2297,913,976,1305,1068
8852,WALMART,EGGS COMMODITY,31569,31298,34449,33366,38829,30608,33326,33882,36234,25807
8852,WALMART,FROZEN PIES AND COOL WHIP,1814,2724,4970,4227,9473,7416,1413,1840,2695,2507
8852,WALMART,FROZEN ROLLS,3092,3196,4107,3754,4237,3070,3360,3552,3865,2924
8852,WALMART,GREENS,1208,1191,1273,1430,2718,2168,1041,1205,1383,1039
8852,WALMART,OIL AND SHORTENING,77,82,95,96,112,91,90,116,139,143
8852,WALMART,PIES AND DESSERTS,2253,3245,3830,4952,11845,10204,1999,2235,2848,2389
8852,WALMART,POTATOES,7804,8142,8775,9757,14671,10154,7454,8206,9559,7469
8852,WALMART,SWEET POTATOES,792,892,1205,1793,3977,2109,894,881,1186,935
