Store #,Store Name,City,State,Associated Signage
2639,"GILFORD, NH",GILFORD,NH,English
2640,"SALEM, MA",SALEM,MA,Bilingual
2641,"ALLENTOWN (SW), PA",ALLENTOWN,PA,Bilingual
2642,"APPLE VALLEY, MN",APPLE VALLEY,MN,English
2643,WOODBURY MN,WOODBURY,MN,English
2644,"SAGINAW, MI",SAGINAW,MI,English
2645,"BLACKSTONE, VA",BLACKSTONE,VA,English
2646,"PEARISBURG, VA",PEARISBURG,VA,English
2647,"WOODSTOCK, VA",WOODSTOCK,VA,English
2648,"SAN LEANDRO, CA EF",SAN LEANDRO,CA,Bilingual
2649,"IRVING (NORTH), TX",IRVING,TX,Bilingual
2650,"PHILADELPHIA (NE), PA",PHILADELPHIA,PA,Bilingual
2651,"MANVILLE, NJ",MANVILLE,NJ,Bilingual
2652,"GRANTS, NM",GRANTS,NM,Bilingual
2653,"PORTALES, NM",PORTALES,NM,Bilingual
2654,"TOMPKINSVILLE, KY",TOMPKINSVILLE,KY,English
2656,"ESPANOLA, NM",ESPANOLA,NM,Bilingual
2658,"WEST BEND, WI",WEST BEND,WI,English
2659,"FALMOUTH, ME",FALMOUTH,ME,English
2660,"NORTH READING, MA",NORTH READING,MA,English
2662,"COVINGTON, VA",COVINGTON,VA,English
2663,"EBENSBURG, PA",EBENSBURG,PA,English
2664,"PUNXSUTAWNEY, PA",PUNXSUTAWNEY,PA,English
2665,"SLIDELL, LA",SLIDELL,LA,English
2667,"DALLAS (E), TX",DALLAS,TX,Bilingual
2668,"RACINE, WI",STURTEVANT,WI,Bilingual
2671,CHANDLER AZ,CHANDLER,AZ,Bilingual
2672,"LAMAR, CO",LAMAR,CO,Bilingual
2674,"GREENVILLE, PA",GREENVILLE,PA,English
2678,"MISHAWAKA, IN",MISHAWAKA,IN,English
2679,"ELKHART, IN",ELKHART,IN,Bilingual
2681,"LITTLETON,NH",LITTLETON,NH,English
2682,"BERLIN, VT",BERLIN,VT,English
2683,"HADLEY, MA",HADLEY,MA,Bilingual
2684,"NEW MARTINSVILLE, WV",NEW MARTINSVILLE,WV,English
2686,BENTONVILLE E CENTRAL AR,BENTONVILLE,AR,English
2687,"GREER, SC",GREER,SC,English
2688,"TYLER, TX",TYLER,TX,English
2689,FRESNO CEDAR CA,FRESNO,CA,Bilingual
2690,"MADISON, AL",MADISON,AL,English
2691,"NEW ALBANY, IN",NEW ALBANY,IN,English
2692,"CHESTERFIELD, MI",CHESTERFIELD,MI,English
2693,"FENTON, MI",FENTON,MI,English
2694,"KIRKWOOD, MO",KIRKWOOD,MO,English
2695,"CLERMONT, FL",CLERMONT,FL,Bilingual
2696,"MOOREFIELD, WV",MOOREFIELD,WV,English
2697,"ANTIOCH, CA EF",ANTIOCH,CA,Bilingual
2698,SEALY.COM STORE,SEALY,TX,English
2699,GAINESVILLE NORTH THOMPSO,GAINESVILLE,GA,Bilingual
2700,WHITE LAKE MI,WHITE LAKE,MI,English
2702,"NIXA, MO",NIXA,MO,English
2703,"FLORENCE, SC",FLORENCE,SC,English
2704,"RANDLEMAN, NC",RANDLEMAN,NC,English
2705,"FRANKLIN, VA",FRANKLIN,VA,English
2706,GRETNA (N) LA,HARVEY,LA,English
2707,BEAVER DAM.COM STORE,BEAVER DAM,WI,English
2708,TEMECULA CA,TEMECULA,CA,Bilingual
2710,"KETCHIKAN, AK",KETCHIKAN,AK,English
2711,"KODIAK, AK",KODIAK,AK,English
2712,"MYRTLE BEACH (S), SC",MYRTLE BEACH,SC,English
2713,BIRMINGHAM AL,BIRMINGHAM,AL,English
2714,"SPENCER, IA",SPENCER,IA,English
2715,"DIBERVILLE, MS",DIBERVILLE,MS,English
2716,"CEDAR RAPIDS, IA",CEDAR RAPIDS,IA,English
2717,"HATTIESBURG, MS",HATTIESBURG,MS,English
2718,"HOUSTON (C), TX",HOUSTON,TX,Bilingual
2719,"BRISTOL, CT",BRISTOL,CT,Bilingual
2720,"MADISON, MS",MADISON,MS,English
2721,"CAYEY, PR",CAYEY,PR,Bilingual
2722,"FAIRBANKS, AK",FAIRBANKS,AK,English
2723,"SUMITON, AL",SUMITON,AL,English
2724,"PASADENA, TX",PASADENA,TX,Bilingual
2725,"LEWIS CENTER, OH",LEWIS CENTER,OH,English
2726,"REYNOLDSBURG, OH",REYNOLDSBURG,OH,Bilingual
2727,"FLORIDA CITY, FL",FLORIDA CITY,FL,Bilingual
2728,"DECATUR, (S), IL",DECATUR,IL,English
2729,"FORT COLLINS-LOVELAND, CO",FORT COLLINS,CO,Bilingual
2730,"TARBORO, NC",TARBORO,NC,English
2731,GAINESVILLE WEST MCEVER R,GAINESVILLE,GA,Bilingual
2732,"VILLA RICA, GA",VILLA RICA,GA,English
2733,"PERRY, GA",PERRY,GA,English
2734,"NORMAN (E), OK",NORMAN,OK,English
2735,"SACRAMENTO, CA",SACRAMENTO,CA,Bilingual
2739,"BAY MINETTE, AL",BAY MINETTE,AL,English
2740,"TAMPA, FL",TAMPA,FL,Bilingual
2741,"BENTONVILLE,AR WNM/NEIGHB",BENTONVILLE,AR,Bilingual
2742,"SPRINGDALE,AR WNM/NEIGHB",SPRINGDALE,AR,Bilingual
2743,"SHERWOOD,AR WNM NEIGH MKT",SHERWOOD,AR,English
2744,"FORT SMITH,AR WNM NEIGH M",FORT SMITH,AR,Bilingual
2745,"FAYETTEVILLE,AR WNM NEIGH",FAYETTEVILLE,AR,English
2747,"WARWICK (W), RI",WARWICK,RI,English
2748,"GULF SHORES, AL",GULF SHORES,AL,English
2749,"SPRUCE PINE, NC",SPRUCE PINE,NC,English
2751,"ENGLEWOOD (N), CO",ENGLEWOOD,CO,Bilingual
2752,"COMMERCE CITY, CO",COMMERCE CITY,CO,Bilingual
2753,"CLAYTON, GA",CLAYTON,GA,English
2754,"WAYNESBORO, GA",WAYNESBORO,GA,English
2755,"FLOWOOD, MS",FLOWOOD,MS,English
2756,FREDERICK (N),FREDERICK,MD,English
2757,MURFREESBORO NORTH TN,MURFREESBORO,TN,English
2758,PLYMOUTH NH,PLYMOUTH,NH,English
2760,"JACKSON, AL",JACKSON,AL,English
2761,"POUNDING MILL, VA",POUNDING MILL,VA,English
2762,FAIRLAWN VA,FAIRLAWN,VA,English
2763,DONNA TX,DONNA,TX,Bilingual
2764,"ALTOONA, IA",ALTOONA,IA,English
2765,LOS FRESNOS TX,LOS FRESNOS,TX,Bilingual
2766,SCOTTSDALE (N) AZ,SCOTTSDALE,AZ,English
2767,MESA (NORTH) AZ,MESA,AZ,Bilingual
2768,"MESA (S), AZ",MESA,AZ,Bilingual
2769,SAN ANTONIO WALZEM & PARK,SAN ANTONIO,TX,Bilingual
2771,"MONTICELLO, IN",MONTICELLO,IN,English
2772,"SOUTHPORT, NC",SOUTHPORT,NC,English
2773,LA GRANGE GA,LAGRANGE,GA,English
2774,DUBLIN OH,DUBLIN,OH,English
2777,"SUPRISE,AZ",SURPRISE,AZ,Bilingual
2778,"COOLIDGE, AZ",COOLIDGE,AZ,Bilingual
2780,"CALDWELL, ID",CALDWELL,ID,Bilingual
2781,"NAMPA, ID",NAMPA,ID,Bilingual
2782,"MOUNTAIN HOME, ID",MOUNTAIN HOME,ID,Bilingual
2783,"LEXINGTON, (NE) KY",LEXINGTON,KY,English
2784,"BEATRICE, NE",BEATRICE,NE,English
2785,"VICTOR, NY",VICTOR,NY,English
2786,AVON IN,AVON,IN,English
2787,"INDIANAPOLIS (N), IN",INDIANAPOLIS,IN,English
2788,"BROWNSBURG, IN",BROWNSBURG,IN,English
2789,"BOYNTON BEACH(E), FL",BOYNTON BEACH,FL,Bilingual
2790,"HAGERSTOWN (S), MD",HAGERSTOWN,MD,English
2791,"GEORGETOWN, DE",GEORGETOWN,DE,English
2792,"WAYNE, WV",WAYNE,WV,English
2793,"KERNERSVILLE, NC",KERNERSVILLE,NC,English
2794,"EPHRAIM, UT",EPHRAIM,UT,English
2795,ASHLAND VA,ASHLAND,VA,English
2796,"OLDSMAR, FL",OLDSMAR,FL,Bilingual
2797,"STURBRIDGE, MA",STURBRIDGE,MA,Bilingual
2799,"CLINTON, MD",CLINTON,MD,English
2801,ALBANY GILLIONVILLE GA,ALBANY,GA,English
2802,IND3S MOUNT COMFORT IN VS,MCCORDSVILLE,IN,English
2803,"EDMOND, (NW) OK",EDMOND,OK,English
2804,"OKLAHOMA CITY (C), OK",OKLAHOMA CITY,OK,English
2805,"EMPORIA, VA",EMPORIA,VA,English
2806,"BOILING SPRINGS, SC",BOILING SPRINGS,SC,English
2807,"HARRISONBURG, VA",HARRISONBURG,VA,English
2808,"MIDLOTHIAN (S), VA",MIDLOTHIAN,VA,English
2809,"BUCKHANNON, WV",BUCKHANNON,WV,English
2810,"SPENCER, WV",SPENCER,WV,English
2811,"ATHENS, GA",ATHENS,GA,English
2812,"ROCHESTER (S), MN",ROCHESTER,MN,English
2813,"MARSHFIELD, WI",MARSHFIELD,WI,English
2814,HIALEAH GARDENS (NW) FL,HIALEAH,FL,Bilingual
2815,"ROLLING MEADOWS, IL",ROLLING MEADOWS,IL,Bilingual
2816,"NILES, IL",NILES,IL,Bilingual
2817,"LANSING, IL",LANSING,IL,Bilingual
2818,"HAMMOND, IN",HAMMOND,IN,Bilingual
2819,"BLUFFTON, IN",BLUFFTON,IN,English
2820,"WORTHINGTON, MN",WORTHINGTON,MN,Bilingual
2821,RICHMOND(CHIPPENHAM) VA,RICHMOND,VA,Bilingual
2822,"WALKER, LA",WALKER,LA,English
2823,"PARKERSBURG, (S) WV",PARKERSBURG,WV,English
2825,"OLD BRIDGE, NJ",OLD BRIDGE,NJ,Bilingual
2826,COACHELLA CA,COACHELLA,CA,Bilingual
2827,"CORALVILLE, IA",CORALVILLE,IA,English
2828,"MILWAUKEE (S), WI",MILWAUKEE,WI,Bilingual
2830,"EDDYSTONE, PA",EDDYSTONE,PA,English
2831,"JEROME, ID",JEROME,ID,Bilingual
2832,"HARDEEVILLE, SC",HARDEEVILLE,SC,English
2833,"GRAFTON, WV",GRAFTON,WV,English
2834,FT WORTH GOLDEN TRIANGLE,FORT WORTH,TX,Bilingual
2835,SAN ANTONIO GILBEAU TX,SAN ANTONIO,TX,Bilingual
2836,"FUQUAY-VARINA, NC",FUQUAY VARINA,NC,English
2838,"HENDERSON (N), NV",HENDERSON,NV,Bilingual
2839,SPRINGFIELD GRAND MO,SPRINGFIELD,MO,English
2840,BRUNSWICK ALTAMA GA,BRUNSWICK,GA,English
2841,"LUMBERTON, NJ",LUMBERTON,NJ,English
2842,"CORONA, CA",CORONA,CA,Bilingual
2843,"SUMMERFIELD, FL",SUMMERFIELD,FL,English
2844,"HALFMOON, NY",CLIFTON PARK,NY,English
2845,"SILER CITY, NC",SILER CITY,NC,Bilingual
2846,"OLIVE BRANCH, MS",OLIVE BRANCH,MS,English
2847,"BELLEVUE, NE",BELLEVUE,NE,Bilingual
2849,"MASON, WV",MASON,WV,English
2850,"HAMPSTEAD, MD",HAMPSTEAD,MD,English
2852,"MOUNDSVILLE, WV",MOUNDSVILLE,WV,English
2853,"LA PLATA, MD",LA PLATA,MD,English
2854,"LISBON, CT",LISBON,CT,English
2855,"SHAWNEE, KS",SHAWNEE,KS,English
2856,"OAK GROVE, MO",OAK GROVE,MO,English
2857,"KANSAS CITY (NW), MO",KANSAS CITY,MO,English
2858,STATESBORO GA,STATESBORO,GA,English
2859,"GATES, NY",ROCHESTER,NY,English
2860,"POOLER, GA",POOLER,GA,English
2861,GARDEN CITY ID,GARDEN CITY,ID,English
2862,"MERIDIAN, ID",MERIDIAN,ID,English
2864,"SAN ANTONIO, TX",SAN ANTONIO,TX,Bilingual
2865,"SPOKANE (W), WA",SPOKANE,WA,English
2866,"OKEMOS, MI",OKEMOS,MI,English
2867,LANSING MI,LANSING,MI,English
2869,"LANSING (W), MI",LANSING,MI,English
2870,MYRTLE BEACH KINGS SC,MYRTLE BEACH,SC,English
2871,CINNAMINSON NJ,CINNAMINSON,NJ,Bilingual
2872,VAN BUREN TOWNSHIP MI,VAN BUREN TWP,MI,English
2873,"TROY, MI",TROY,MI,English
2874,"GLENVILLE, NY",GLENVILLE,NY,English
2875,"BETHANY, OK",WARR ACRES,OK,Bilingual
2876,"EDMOND, OK",EDMOND,OK,English
2877,OKLAHOMA CITY (NW) OK,OKLAHOMA CITY,OK,English
2878,"OKLAHOMA CITY, (SW) OK",OKLAHOMA CITY,OK,English
2880,"TULSA (SHERIDAN), OK",TULSA,OK,English
2881,"KISSIMMEE (E), FL",KISSIMMEE,FL,Bilingual
2882,"MAPLE GROVE, MN",MAPLE GROVE,MN,English
2883,PLANO (N) TX,PLANO,TX,English
2884,"LAS VEGAS, NV",LAS VEGAS,NV,Bilingual
2885,"NEWPORT, RI",NEWPORT,RI,English
2886,PICO RIVERA CA,PICO RIVERA,CA,Bilingual
2887,MYRTLE BEACH SURFSIDE SC,MYRTLE BEACH,SC,English
2888,"PALMYRA, PA",PALMYRA,PA,English
2889,"CLINTON, IA",CLINTON,IA,English
2890,MACON (N) GA,MACON,GA,English
2891,"ODESSA (W), TX",ODESSA,TX,Bilingual
2892,"PARKER, CO",PARKER,CO,English
2893,"INDEPENDENCE, KS",INDEPENDENCE,KS,English
2894,"OAKLAND, MD",OAKLAND,MD,English
2897,"SOUTHINGTON, CT",SOUTHINGTON,CT,Bilingual
2898,"OLD SAYBROOK, CT",OLD SAYBROOK,CT,Bilingual
2899,"AVON, CT",AVON,CT,Bilingual
2900,"ROCKY HILL, CT",ROCKY HILL,CT,Bilingual
2901,"NORTHHAMPTON, MA",NORTHAMPTON,MA,Bilingual
2902,FRAMINGHAM MA,FRAMINGHAM,MA,Bilingual
2903,"CHELMSFORD, MA",CHELMSFORD,MA,English
2904,"BROCKTON, MA",BROCKTON,MA,English
2905,"SUFFREN, NY",SUFFERN,NY,Bilingual
2906,"RIVERHEAD, NY",RIVERHEAD,NY,Bilingual
2907,MIAMI GARDENS OPA LOCKA F,MIAMI GARDENS,FL,Bilingual
2908,"BISCOE, NC",BISCOE,NC,Bilingual
2909,"CORRY, PA",CORRY,PA,English
2910,SALEM OH 11-11-02,SALEM,OH,English
2911,"CENTRAL SQUARE, NY",CENTRAL SQUARE,NY,English
2912,"TAYLOR, MI",TAYLOR,MI,English
2913,"BOUTTE, LA",BOUTTE,LA,English
2914,"MASSILLON, OH",MASSILLON,OH,English
2915,SOUTH SETAUKET NY,EAST SETAUKET,NY,English
2916,"EAST MEADOW, NY",EAST MEADOW,NY,Bilingual
2917,ISLANDIA NY,ISLANDIA,NY,Bilingual
2918,"ALLEN, TX",ALLEN,TX,English
2919,MONROE U OF LA MONROE LA,MONROE,LA,English
2920,"FLEMING ISLAND, FL",ORANGE PARK,FL,English
2921,"HARRISVILLE, UT",HARRISVILLE,UT,Bilingual
2922,"TUCSON (FOOTHILLS), AZ",TUCSON,AZ,Bilingual
2923,"BILLINGS, MT",BILLINGS,MT,English
2924,"ALBUQUERQUE (W), NM",ALBUQUERQUE,NM,Bilingual
2925,"NAPA, CA",NAPA,CA,Bilingual
2926,"PLANO (C), TX",PLANO,TX,Bilingual
2927,"WOOD VILLAGE, OR",WOOD VILLAGE,OR,Bilingual
2928,"GOOSE CREEK, SC",GOOSE CREEK,SC,English
2929,"HOPE MILLS, NC",HOPE MILLS,NC,English
2930,TAMARAC FL,TAMARAC,FL,Bilingual
2931,SALISBURY MD,SALISBURY,MD,English
2932,"KNOXVILLE (SW), TN",KNOXVILLE,TN,English
2933,"PRINCETON, WV",PRINCETON,WV,English
2934,"PARIS, IL",PARIS,IL,English
2935,"KNOXVILLE, IA",KNOXVILLE,IA,English
2937,"HIBBING, MN",HIBBING,MN,English
2938,"LAFAYETTE (S), LA",LAFAYETTE,LA,English
2939,"RICHLAND, MS",RICHLAND,MS,English
2940,WEST MONROE STOCKYARDS LA,WEST MONROE,LA,English
2941,"ATLANTA, GA",ALPHARETTA,GA,English
2942,MCI1 TOPEKA VS FC4034,TOPEKA,KS,English
2944,DELAND FL,DELAND,FL,Bilingual
2945,PARKESBURG PA,PARKESBURG,PA,English
2946,FORT LAUDERDALE BRWD BLVD,FORT LAUDERDALE,FL,Bilingual
2947,"VANCOUVER, WA",VANCOUVER,WA,English
2948,SANTA FE SPRINGS CA,SANTA FE SPRINGS,CA,Bilingual
2950,"PALMDALE (EAST), CA",PALMDALE,CA,Bilingual
2951,"LANCASTER (EAST), CA",LANCASTER,CA,Bilingual
2952,"MURRIETA, CA",MURRIETA,CA,Bilingual
2953,"SWANSEA, MA",SWANSEA,MA,English
2954,"NORWALK, CT",NORWALK,CT,Bilingual
2955,KANSAS CITY MO,KANSAS CITY,MO,English
2956,"JOLIET (N), IL",SHOREWOOD,IL,Bilingual
2957,"DETROIT LAKES, MN",DETROIT LAKES,MN,English
2958,APPLETON (E),APPLETON,WI,English
2959,ROSEVILLE,ROSEVILLE,MI,English
2962,POMPANO BEACH FL,POMPANO BEACH,FL,Bilingual
2963,"CORAL SPRINGS, FL",CORAL SPRINGS,FL,Bilingual
2964,"LEOMINSTER, MA",LEOMINSTER,MA,Bilingual
2965,"NEWINGTON, CT",NEWINGTON,CT,Bilingual
2966,WADSWORTH OH,WADSWORTH,OH,English
2967,"FORT WRIGHT, KY",FT WRIGHT,KY,English
2968,"CARROLLTON, KY",CARROLLTON,KY,English
2973,"MURPHY, TX",MURPHY,TX,Bilingual
2974,RICHARDSON TX,RICHARDSON,TX,Bilingual
2975,"GARLAND, TX",GARLAND,TX,Bilingual
2976,"MESQUITE, TX",MESQUITE,TX,Bilingual
2977,"ARLINGTON, TX",ARLINGTON,TX,Bilingual
2978,"FORT WORTH (S), TX",FORT WORTH,TX,Bilingual
2979,"FORT WORTH (NE), TX",FORT WORTH,TX,Bilingual
2980,"FT WORTH (N), TX",FORT WORTH,TX,Bilingual
2981,"KELLER, TX",KELLER,TX,Bilingual
2982,DFW5 LANCASTER TX VS FC30,LANCASTER,TX,English
2984,LAWTON OK,LAWTON,OK,English
2985,"FRESNO, CA EF",FRESNO,CA,Bilingual
2986,NEENAH WI,NEENAH,WI,English
2987,"DAVIE, FL",DAVIE,FL,Bilingual
2988,"LA FAYETTE, GA",LA FAYETTE,GA,English
2989,"FREMONT, CA",FREMONT,CA,Bilingual
2990,"MITCHELL, SD",MITCHELL,SD,English
2991,"CEDAR PARK, TX",CEDAR PARK,TX,Bilingual
2992,"CORNING, NY",PAINTED POST,NY,English
2993,"SUGAR LAND, TX",SUGAR LAND,TX,Bilingual
2994,"ST. JOSEPH (S), MO",SAINT JOSEPH,MO,English
2995,"PLANO (E), TX",PLANO,TX,Bilingual
2996,"DALLAS (NW), TX",DALLAS,TX,Bilingual
2997,WALMART ON CAMPUS FAYETTE,FAYETTEVILLE,AR,English
2998,LOMA LINDA CA,LOMA LINDA,CA,Bilingual
3004,CHICAGO CICERO IL,CICERO,IL,Bilingual
3011,BOYNTON BEACH FL,BOYNTON BEACH,FL,Bilingual
3013,PINELLAS PARK 66TH FL,PINELLAS PARK,FL,English
3014,DALLAS S TX,DALLAS,TX,Bilingual
3015,PLEASANT GROVE TX,DALLAS,TX,Bilingual
3017,SPRING HILL TN,SPRING HILL,TN,English
3018,FOUNTAIN CO,FOUNTAIN,CO,Bilingual
3019,THORNTON 88TH CO,THORNTON,CO,Bilingual
3022,STOCKTON MARCH LN CA,STOCKTON,CA,Bilingual
3023,SAN JOSE EVERGREEN CA,SAN JOSE,CA,Bilingual
3026,PALM DESERT CA,PALM DESERT,CA,Bilingual
3035,WASHINGTON FT TOTTEN DC,WASHINGTON,DC,Bilingual
3042,COVINGTON LA,COVINGTON,LA,English
3043,FORT WORTH TX,FORT WORTH,TX,Bilingual
3044,FORT WORTH SE TX,FORT WORTH,TX,Bilingual
3046,MODESTO ORANGE CA,MODESTO,CA,Bilingual
3047,TURLOCK C CA,TURLOCK,CA,Bilingual
3049,TUCSON KOLB AZ,TUCSON,AZ,Bilingual
3050,BEAVERTON MURRY OR,BEAVERTON,OR,English
3053,EVERETT MALL WA,EVERETT,WA,Bilingual
3055,CATOOSA OK,CATOOSA,OK,Bilingual
3056,BULVERDE TX,SPRING BRANCH,TX,Bilingual
3057,HELOTES TX,HELOTES,TX,Bilingual
3058,SAN ANTONIO TX,SAN ANTONIO,TX,Bilingual
3059,CANTON MS,CANTON,MS,English
3060,YAZOO CITY MS,YAZOO CITY,MS,English
3061,SHREWSBURY MO,SHREWSBURY,MO,English
3062,SPRINGFIELD MO,SPRINGFIELD,MO,English
3066,SARASOTA FL,SARASOTA,FL,Bilingual
3067,NORCROSS E GA,NORCROSS,GA,Bilingual
3070,DUNWOODY PEELER GA,DUNWOODY,GA,Bilingual
3071,TUCKER PLEASANTDALE GA,TUCKER,GA,Bilingual
3072,SNELLVILLE MCGEE GA,SNELLVILLE,GA,English
3074,LAWRENCEVILLE GA,LAWRENCEVILLE,GA,Bilingual
3075,PANAMA CITY 23RD FL,PANAMA CITY,FL,English
3077,HAYMARKET VA,HAYMARKET,VA,English
3078,EAST BRUNSWICK NJ,EAST BRUNSWICK,NJ,Bilingual
3081,SACRAMENTO SE CA,SACRAMENTO,CA,Bilingual
3082,COLORADO SPRINGS CHELTON,COLORADO SPRINGS,CO,Bilingual
3083,COLORADO SPRINGS PLATTE C,COLORADO SPRINGS,CO,Bilingual
3084,ESCONDIDO VALLEY CA,ESCONDIDO,CA,Bilingual
3087,OXNARD CA,OXNARD,CA,Bilingual
3088,ST CLOUD MN,ST CLOUD,MN,English
3090,ROCKLIN PACIFIC CA,ROCKLIN,CA,Bilingual
3093,MERIDIAN S ID,MERIDIAN,ID,English
3094,BOISE COLE ID,BOISE,ID,English
3098,BELLEVUE WA,BELLEVUE,WA,English
3099,LA PALMA CA,LA PALMA,CA,Bilingual
3101,ANAHEIM CA,ANAHEIM,CA,Bilingual
3102,PRINCETON MN,PRINCETON,MN,English
3103,GODDARD KS,GODDARD,KS,English
3104,DEERFIELD BEACH FL,DEERFIELD BEACH,FL,Bilingual
3105,PHX1 GLENDALE AZ VS-FC310,LITCHFIELD PARK,AZ,English
3106,SAN ANTONIO CITY SOUTH TX,SAN ANTONIO,TX,Bilingual
3107,SAN ANTONIO LEON SPRINGS,SAN ANTONIO,TX,Bilingual
3110,CHICAGO ENGLEWOOD 76TH &,CHICAGO,IL,English
3111,SPRINGFIELD MO,SPRINGFIELD,MO,English
3112,SAN ANTONIO FOSTER TX,SAN ANTONIO,TX,Bilingual
3114,SAUGUS MA,SAUGUS,MA,Bilingual
3118,DECATUR GA,DECATUR,GA,English
3119,PANAMA CITY PIER PARK FL,PANAMA CITY BEACH,FL,English
3123,SANTA CLARA MERCADO CA,SANTA CLARA,CA,Bilingual
3126,CENTENNIAL SMOKY HILL CO,CENTENNIAL,CO,Bilingual
3127,DENVER CHAMBERS CO,DENVER,CO,Bilingual
3128,DENVER PARKER CO,DENVER,CO,Bilingual
3131,RIALTO CA,RIALTO,CA,Bilingual
3132,POMONA ARROW AND TOWNE CA,POMONA,CA,Bilingual
3133,LA PUENTE CA,LA PUENTE,CA,Bilingual
3134,PHL5 GREENCASTLE PA VS FC,GREENCASTLE,PA,English
3135,FORT WORTH TX,FORT WORTH,TX,Bilingual
3136,HORIZON CITY TX,HORIZON CITY,TX,Bilingual
3137,FAIRVIEW TN,FAIRVIEW,TN,English
3138,BAKERSFIELD CALLOWAY CA,BAKERSFIELD,CA,Bilingual
3139,BAKERSFIELD ALLEN CA,BAKERSFIELD,CA,Bilingual
3140,BAKERSFIELD DAY CA,BAKERSFIELD,CA,Bilingual
3141,BAKERSFIELD OSWELL CA,BAKERSFIELD,CA,Bilingual
3143,TUCSON CAMINO SECO AZ,TUCSON,AZ,Bilingual
3144,MILWAUKIE OR,MILWAUKIE,OR,English
3145,VANCOUVER GRAND WA,VANCOUVER,WA,Bilingual
3146,CORVALLIS OR,CORVALLIS,OR,English
3147,SIMI VALLEY TAPO CA,SIMI VALLEY,CA,Bilingual
3150,COUNCIL BLUFFS IA,COUNCIL BLUFFS,IA,English
3151,OMAHA 50TH & AMES NE,OMAHA,NE,English
3152,OMAHA 90TH & LAKE NE,OMAHA,NE,English
3153,OMAHA 168TH ST & HARRISON,OMAHA,NE,English
3154,BELLEVUE CAPEHEART RD & S,BELLEVUE,NE,English
3155,DERBY KS,DERBY,KS,English
3156,HAMPTON MERCURY VA,HAMPTON,VA,English
3157,NEWPORT NEWS HARPERSVILLE,NEWPORT NEWS,VA,English
3159,TETERBORO NJ,TETERBORO,NJ,Bilingual
3161,SOUTH PASEDENA FL,PASADENA,FL,English
3162,ORLANDO MICHIGAN FL,ORLANDO,FL,Bilingual
3163,HOLLYWOOD FL,HOLLYWOOD,FL,Bilingual
3164,BENTONVILLE AR,BENTONVILLE,AR,English
3167,NEW ORLEANS GENTILLY,NEW ORLEANS,LA,English
3168,CONWAY AR,CONWAY,AR,English
3169,MANOR TX,MANOR,TX,Bilingual
3170,ELGIN TX,ELGIN,TX,Bilingual
3172,OMAHA 50TH ST & L ST NE,OMAHA,NE,Bilingual
3173,LA VISTA 96TH & GILES NE,LA VISTA,NE,English
3175,COLORADO SPRINGS AUSTIN B,COLORADO SPRINGS,CO,Bilingual
3176,COLORADO SPRINGS UNION CO,COLORADO SPRINGS,CO,Bilingual
3177,FORT COLLINS S CO,FORT COLLINS,CO,English
3178,GRESHAM POWELL OR,GRESHAM,OR,Bilingual
3179,THOUSAND OAKS CA,THOUSAND OAKS,CA,Bilingual
3180,SOUTHGATE CA,SOUTH GATE,CA,Bilingual
3182,CHAPEL HILL NC,CHAPEL HILL,NC,English
3183,HOMESTEAD FL,HOMESTEAD,FL,Bilingual
3184,HOOVER LORNA RD AL,HOOVER,AL,English
3188,STONE MOUNTAIN W GA,STONE MOUNTAIN,GA,English
3191,PICKENS SC,PICKENS,SC,English
3192,POWDERSVILLE SC,GREENVILLE,SC,English
3197,TAMPA BEARRS FL,TAMPA,FL,Bilingual
3198,CARROLLTON OLD DENTON & H,CARROLLTON,TX,Bilingual
3199,PLANO PARK & SHILOH TX,PLANO,TX,Bilingual
3200,"WEYMOUTH, MA",WEYMOUTH,MA,Bilingual
3201,"MCDONOUGH, GA",MCDONOUGH,GA,English
3202,OKLAHOMA CITY OK,OKLAHOMA CITY,OK,English
3204,CEDAR HILL BELT LINE TX,CEDAR HILL,TX,Bilingual
3205,"LITHIA SPRINGS, GA",LITHIA SPRINGS,GA,Bilingual
3206,LIMA OH,LIMA,OH,English
3207,SANFORD (W) FL,SANFORD,FL,Bilingual
3208,"SPRINGVILLE, UT",SPRINGVILLE,UT,Bilingual
3209,"ELK RIVER, MN",ELK RIVER,MN,English
3210,"SPRINGFIELD, IL",SPRINGFIELD,IL,English
3212,EGG HARBOR NJ,EGG HBR TWP,NJ,Bilingual
3213,"THE WOODLANDS, TX",THE WOODLANDS,TX,Bilingual
3214,"SUFFOLK (N), VA",SUFFOLK,VA,English
3215,MORGANTOWN WV,MORGANTOWN,WV,English
3216,"VIRGINIA BEACH (SE), VA",VIRGINIA BEACH,VA,English
3217,"OTHELLO, WA",OTHELLO,WA,Bilingual
3218,"SPANAWAY, WA",SPANAWAY,WA,English
3219,WILLIAMSBURG VA,WILLIAMSBURG,VA,English
3220,"ST GEORGE, UT",ST GEORGE,UT,English
3221,"WATKINS GLEN, NY 11-11-02",WATKINS GLEN,NY,English
3222,CLEMSON SC,CENTRAL,SC,English
3223,"CHIPPEWA, PA",BEAVER FALLS,PA,English
3224,"GARLAND (SE), TX",GARLAND,TX,Bilingual
3225,"ROWLETT, TX",ROWLETT,TX,Bilingual
3226,"KATY, TX",KATY,TX,Bilingual
3227,MONUMENT CO,MONUMENT,CO,English
3228,DELMONT PA,DELMONT,PA,English
