Store #,Store Name,City,State,Associated Signage
1697,ELK GROVE CA,ELK GROVE,CA,Bilingual
1698,HOOKSETT NH,HOOKSETT,NH,English
1699,LAYTON UT,LAYTON,UT,English
1700,POWAY CA,POWAY,CA,Bilingual
1701,ELBERTON GA,ELBERTON,GA,English
1702,MELBOURNE (N) FL,MELBOURNE,FL,English
1703,MARTINSBURG WV,MARTINSBURG,WV,English
1704,VACAVILLE CA,VACAVILLE,CA,Bilingual
1705,SENECA FALLS NY,WATERLOO,NY,English
1707,"EAST LIVERPOOL, OH",EAST LIVERPOOL,OH,English
1708,RIVERDALE UT,RIVERDALE,UT,Bilingual
1709,ANGOLA IN,ANGOLA,IN,English
1710,CLINTON MS,CLINTON,MS,English
1711,IRONDALE AL,BIRMINGHAM,AL,English
1712,LARGO FL,LARGO,FL,English
1713,CANTON IL,CANTON,IL,English
1714,FAIRMONT WV,FAIRMONT,WV,English
1715,EASTON MD,EASTON,MD,English
1716,PRINCE FREDERICK MD,PRINCE FREDERICK,MD,English
1717,WALDORF MD,WALDORF,MD,English
1718,FINDLAY OH,FINDLAY,OH,English
1719,BIG RAPIDS MI,BIG RAPIDS,MI,English
1720,SNELLVILLE GA,SNELLVILLE,GA,English
1721,IOWA CITY IA,IOWA CITY,IA,English
1722,MARSHALL MN,MARSHALL,MN,English
1723,"DES MOINES, IA",DES MOINES,IA,Bilingual
1724,MILLERSBURG OH,MILLERSBURG,OH,English
1726,HARRISONBURG VA,HARRISONBURG,VA,Bilingual
1727,BERLIN WI,BERLIN,WI,English
1728,ANDERSON IN,ANDERSON,IN,Bilingual
1729,CONNERSVILLE IN,CONNERSVILLE,IN,English
1730,TAPPAHANNOCK VA,TAPPAHANNOCK,VA,English
1731,GENEVA NY,GENEVA,NY,English
1732,DENISON IA,DENISON,IA,Bilingual
1733,OWOSSO MI,OWOSSO,MI,English
1734,CHAMPAIGN IL,CHAMPAIGN,IL,English
1735,WHEELING IL,WHEELING,IL,Bilingual
1736,DOVER DE,DOVER,DE,English
1737,VILLA PARK IL,VILLA PARK,IL,Bilingual
1738,HUTCHINSON MN,HUTCHINSON,MN,English
1739,WASHINGTON PA,WASHINGTON,PA,English
1740,FREEPORT IL,FREEPORT,IL,English
1741,MILFORD DE,MILFORD,DE,English
1742,"TURNERSVILLE, NJ",TURNERSVILLE,NJ,English
1743,HARLAN KY,HARLAN,KY,English
1744,PENFIELD NY,WEBSTER,NY,English
1745,RICHMOND IN,RICHMOND,IN,Bilingual
1746,TEMPE AZ,TEMPE,AZ,Bilingual
1747,PERRIS CA,PERRIS,CA,Bilingual
1748,"CHARLESTON (WEST), SC",CHARLESTON,SC,English
1749,SOMERSWORTH NH,SOMERSWORTH,NH,English
1750,MARION OH,MARION,OH,English
1751,RALEIGH (NW),RALEIGH,NC,English
1752,BAY CITY MI,BAY CITY,MI,English
1753,DERRY NH,DERRY,NH,English
1754,HOWELL MI,HOWELL,MI,English
1755,ROHNERT PARK CA,ROHNERT PARK,CA,Bilingual
1756,FONTANA CA,FONTANA,CA,Bilingual
1757,HERMANTOWN MN,HERMANTOWN,MN,English
1758,NEW CASTLE IN,NEW CASTLE,IN,English
1759,GLOUCESTER VA,GLOUCESTER,VA,English
1760,FOLSOM CA,FOLSOM,CA,English
1761,GRANITE CITY IL,GRANITE CITY,IL,English
1762,SEABROOK NH,SEABROOK,NH,English
1763,BLUEFIELD VA,BLUEFIELD,VA,English
1764,WINDSOR HEIGHTS IA,WINDSOR HEIGHTS,IA,English
1765,SOMERSET PA,SOMERSET,PA,English
1766,MARIETTA GA,MARIETTA,GA,English
1767,SHALLOTTE NC,SHALLOTTE,NC,English
1768,OREM UT,OREM,UT,Bilingual
1769,DU BOIS PA,DU BOIS,PA,English
1770,"EVANS CTY(CRANBERRY), PA",CRANBERRY TOWNSHIP,PA,English
1771,STURGIS MI,STURGIS,MI,Bilingual
1772,KLAMATH FALLS OR,KLAMATH FALLS,OR,Bilingual
1773,"NEWPORT NEWS, VA",NEWPORT NEWS,VA,English
1774,SANFORD NC,SANFORD,NC,Bilingual
1775,"LEBANON, OR",LEBANON,OR,English
1776,WATERTOWN WI,WATERTOWN,WI,English
1777,READING PA,READING,PA,Bilingual
1778,CODY WY,CODY,WY,English
1779,BRIDGEVIEW IL,BRIDGEVIEW,IL,Bilingual
1780,CHARLOTTESVILLE VA,CHARLOTTESVILLE,VA,English
1781,"CORTLAND, NY",CORTLAND,NY,English
1782,VIENNA WV,VIENNA,WV,English
1783,PRINCETON IN,PRINCETON,IN,English
1784,SALEM OR,SALEM,OR,Bilingual
1785,HUDSON NH,HUDSON,NH,English
1786,EAGAN MN,EAGAN,MN,English
1787,CARROLL IA,CARROLL,IA,English
1788,"SCARBOROUGH, ME",SCARBOROUGH,ME,English
1789,LODI CA,LODI,CA,Bilingual
1790,"MONROE, MI",MONROE,MI,English
1791,FREMONT MI,FREMONT,MI,English
1792,ST MARYS PA,SAINT MARYS,PA,English
1793,WOODBURN OR,WOODBURN,OR,Bilingual
1794,BLOOMSBURG PA,BLOOMSBURG,PA,English
1795,PISGAH FOREST NC,PISGAH FOREST,NC,English
1796,AMHERST NH,AMHERST,NH,English
1797,THOMASTON ME,THOMASTON,ME,English
1798,CARO MI,CARO,MI,English
1799,PORTAGE WI,PORTAGE,WI,English
1800,GARLAND TX,GARLAND,TX,Bilingual
1801,ARLINGTON TX,ARLINGTON,TX,Bilingual
1802,"TOPEKA, KS (HYPERMART)",TOPEKA,KS,English
1803,SAN ANTONIO NACOGDOCHES &,SAN ANTONIO,TX,Bilingual
1804,FORT WAYNE IN,FORT WAYNE,IN,English
1805,LAQUINTA CA,LA QUINTA,CA,Bilingual
1806,"JOHNSTOWN, NY",GLOVERSVILLE,NY,English
1807,WEST BERLIN NJ,WEST BERLIN,NJ,English
1808,STEAMBOAT SPRINGS CO,STEAMBOAT SPRINGS,CO,English
1809,JONESVILLE MI,JONESVILLE,MI,English
1810,FISHKILL NY,FISHKILL,NY,Bilingual
1811,NORFOLK VA,NORFOLK,VA,English
1812,WOOSTER OH,WOOSTER,OH,English
1813,"VILLAGE OF NEWARK, NY",NEWARK,NY,English
1814,ELGIN IL,ELGIN,IL,Bilingual
1815,FRESNO CA,FRESNO,CA,Bilingual
1816,KNIGHTDALE NC,KNIGHTDALE,NC,Bilingual
1817,HERMISTON OR,HERMISTON,OR,Bilingual
1819,MENOMONIE WI,MENOMONIE,WI,English
1820,KITTANNING PA,KITTANNING,PA,English
1821,CHARLOTTE NC,CHARLOTTE,NC,Bilingual
1822,FAJARDO PR,FAJARDO,PR,Bilingual
1823,HANOVER PA,HANOVER,PA,English
1825,MANASSAS VA,MANASSAS,VA,Bilingual
1826,VISALIA CA,VISALIA,CA,Bilingual
1827,PARK CITY UT,PARK CITY,UT,English
1828,"PLOVER, WI",PLOVER,WI,English
1829,MARION SC,MARION,SC,English
1830,AUBURN NY,AUBURN,NY,English
1831,LIVERPOOL NY,LIVERPOOL,NY,English
1832,"CATHEDRAL CITY, CA",PALM SPRINGS,CA,Bilingual
1833,FREDERICKSBURG VA,FREDERICKSBURG,VA,English
1834,GRANTS PASS OR,GRANTS PASS,OR,English
1835,"VESTAL, NY",VESTAL,NY,English
1836,ADRIAN MI,ADRIAN,MI,English
1837,HUMBLE TX,HUMBLE,TX,Bilingual
1838,LAS VEGAS NV,LAS VEGAS,NV,Bilingual
1839,LORAIN OH,LORAIN,OH,Bilingual
1840,MANTECA CA,MANTECA,CA,Bilingual
1841,"CHESAPEAKE, VA",CHESAPEAKE,VA,English
1842,GREENSBORO NC,GREENSBORO,NC,English
1843,"MCMINNVILLE, OR",MCMINNVILLE,OR,Bilingual
1844,TOMS RIVER NJ,TOMS RIVER,NJ,English
1845,"COOPER CITY (DAVIE), FL",COOPER CITY,FL,Bilingual
1846,DOUGLAS AZ,DOUGLAS,AZ,Bilingual
1847,OCALA FL,OCALA,FL,English
1848,"GLEN ELLYN, IL",GLEN ELLYN,IL,English
1849,WINSTON-SALEM NC,WINSTON SALEM,NC,Bilingual
1850,"CHAMBERSBURG, PA",CHAMBERSBURG,PA,English
1851,"NORTH LAUDERDALE, FL",NORTH LAUDERDALE,FL,Bilingual
1852,"WOODBRIDGE, VA",WOODBRIDGE,VA,Bilingual
1853,HEMET CA,HEMET,CA,Bilingual
1854,"HATILLO, PR",HATILLO,PR,Bilingual
1855,"EDEN PRAIRIE, MN",EDEN PRAIRIE,MN,English
1856,"BANGOR, ME",BANGOR,ME,English
1857,MENTOR (CLEVELAND) OH,MENTOR,OH,English
1858,"MONTEVIDEO, MN",MONTEVIDEO,MN,English
1859,"CALEXICO, CA",CALEXICO,CA,Bilingual
1860,"ELKTON, MD",ELKTON,MD,English
1861,"OAK PARK HEIGHTS, MN",OAK PARK HEIGHTS,MN,English
1862,"RIALTO, CA",RIALTO,CA,Bilingual
1863,"EASTLAKE, OH",EASTLAKE,OH,English
1864,"BROOKLYN PARK, MN",BROOKLYN PARK,MN,English
1865,"REDWOOD FALLS, MN",REDWOOD FALLS,MN,English
1866,"FARMINGTON, ME",FARMINGTON,ME,English
1867,"WESTMINSTER, MD",WESTMINSTER,MD,English
1868,"AUBURN, ME",AUBURN,ME,English
1869,"MARLTON, NJ",MARLTON,NJ,English
1870,PULLMAN WA,PULLMAN,WA,English
1871,"WATERTOWN, NY",WATERTOWN,NY,English
1872,"HELENA, MT",HELENA,MT,English
1873,"PROVIDENCE/CRANSTON, RI",CRANSTON,RI,Bilingual
1874,"ENGLEWOOD, FL",ENGLEWOOD,FL,English
1875,"GLEN BURNIE, MD",SEVERN,MD,English
1876,"HOOD RIVER, OR",HOOD RIVER,OR,Bilingual
1877,"PORTERVILLE, CA",PORTERVILLE,CA,Bilingual
1878,"REXBURG, ID",REXBURG,ID,English
1879,"BARSTOW, CA",BARSTOW,CA,Bilingual
1880,"COOS BAY, OR",COOS BAY,OR,English
1881,SACRAMENTO (NW) CA,ANTELOPE,CA,Bilingual
1882,"SELMA, CA",SELMA,CA,Bilingual
1883,"MONACA, PA",MONACA,PA,English
1884,"DICKSON CITY, PA",DICKSON CITY,PA,English
1885,"BUTLER, PA",BUTLER,PA,English
1886,"MECHANICSBURG, PA",MECHANICSBURG,PA,English
1887,"MONTOURSVILLE, PA",MONTOURSVILLE,PA,English
1888,"NORTH LOGAN, UT",NORTH LOGAN,UT,English
1889,"ISLAND CITY, OR",ISLAND CITY,OR,English
1890,"SALISBURY, MD",SALISBURY,MD,English
1891,"MANCHESTER, CT",MANCHESTER,CT,Bilingual
1892,"HODGKINS,IL",HODGKINS,IL,Bilingual
1893,"BOWIE, MD",BOWIE,MD,English
1894,"MEDINA, OH",MEDINA,OH,English
1895,"FAIRLAWN, OH",FAIRLAWN,OH,English
1896,COLORADO SPRINGS (N) CO,COLORADO SPRINGS,CO,English
1897,"ELK GROVE VILLAGE, IL",ELK GROVE VILLAGE,IL,Bilingual
1898,"ST CHARLES, IL",SAINT CHARLES,IL,Bilingual
1899,"RIVERSIDE (E), CA",RIVERSIDE,CA,Bilingual
1900,"BURLEY, ID",BURLEY,ID,Bilingual
1901,"BUTTE, MT",BUTTE,MT,English
1902,"AMMON, ID",AMMON,ID,English
1903,"YUBA CITY, CA",YUBA CITY,CA,Bilingual
1904,"LEESBURG, VA",LEESBURG,VA,Bilingual
1905,"BLACKFOOT, ID",BLACKFOOT,ID,Bilingual
1906,FAIRHAVEN MA,FAIRHAVEN,MA,Bilingual
1907,"HINSDALE, NH",HINSDALE,NH,English
1908,"GREENBAY (E), WI",GREEN BAY,WI,Bilingual
1909,"NIAGARA FALLS, NY",NIAGARA FALLS,NY,English
1910,"CRESCENT CITY, CA",CRESCENT CITY,CA,Bilingual
1911,"AKRON (S), OH",AKRON,OH,English
1912,"CORONA, CA",CORONA,CA,Bilingual
1913,"BOWLING GREEN, OH",BOWLING GREEN,OH,English
1914,"SAN BERNARDINO, CA",HIGHLAND,CA,Bilingual
1915,"YUCCA VALLEY, CA",YUCCA VALLEY,CA,Bilingual
1916,"COCONUT CREEK, FL",COCONUT CREEK,FL,Bilingual
1917,"SANTEE, CA",SANTEE,CA,Bilingual
1918,"BELLINGHAM, MA",BELLINGHAM,MA,Bilingual
1919,LINCOLN. ME,LINCOLN,ME,English
1920,"SALEM (S), OR",SALEM,OR,English
1921,"MANAHAWKIN, NJ",MANAHAWKIN,NJ,English
1922,"RANCHO CUCAMONGA, CA",RANCHO CUCAMONGA,CA,Bilingual
1923,"COMSTOCK PARK, MI",COMSTOCK PARK,MI,Bilingual
1924,"PRESQUE ISLE, ME",PRESQUE ISLE,ME,English
1925,"NEWPORT, OR",NEWPORT,OR,English
1926,"OSWEGO, NY",OSWEGO,NY,English
1927,"MACEDONIA, OH",MACEDONIA,OH,English
1928,"FLINT, MI",FLINT,MI,English
1929,"CLOQUET, MN",CLOQUET,MN,English
1930,"PLAISTOW, NH",PLAISTOW,NH,Bilingual
1931,"RHINELANDER, WI",RHINELANDER,WI,English
1932,"ELLSWORTH, ME",ELLSWORTH,ME,English
1933,"NORTHLAKE, IL",NORTHLAKE,IL,Bilingual
1934,"SOUTH HILL, VA",SOUTH HILL,VA,English
1935,"JOHNSTOWN, PA",JOHNSTOWN,PA,English
1936,"SAULT STE MARIE, MI",SAULT SAINTE MARIE,MI,English
1937,"COSHOCTON, OH",COSHOCTON,OH,English
1938,"BEDFORD PARK, IL",BEDFORD PARK,IL,Bilingual
1939,"BRUNSWICK, ME",BRUNSWICK,ME,English
1940,"EAST GREENBUSH, NY",EAST GREENBUSH,NY,English
1941,"GLENDORA, CA",GLENDORA,CA,Bilingual
1942,"HOLLAND, MI",HOLLAND,MI,Bilingual
1943,"LINCOLN (N), NE",LINCOLN,NE,English
1945,"MANSFIELD, PA",MANSFIELD,PA,English
1946,"MASSENA, NY",MASSENA,NY,English
1947,"OMAK, WA",OMAK,WA,Bilingual
1948,"WEIRTON, WV",WEIRTON,WV,English
1949,"FREDONIA, NY",FREDONIA,NY,English
1950,"AHOSKIE, NC",AHOSKIE,NC,English
1951,"ONTARIO, OR",ONTARIO,OR,Bilingual
1952,"FRIDLEY, MN",FRIDLEY,MN,English
1953,"LOUISBURG, NC",LOUISBURG,NC,English
1954,"SANFORD, ME",SANFORD,ME,English
1955,"ROCKFORD, IL",ROCKFORD,IL,English
1956,BILLINGS MT,BILLINGS,MT,English
1957,"NAPLES (NORTH), FL",NAPLES,FL,Bilingual
1958,"RIO GRANDE CITY, TX",RIO GRANDE CITY,TX,Bilingual
1959,WALLKILL (MIDDLETOWN) NY,MIDDLETOWN,NY,Bilingual
1960,"TAMPA, FL (S)",TAMPA,FL,Bilingual
1961,"ALEXANDRIA, KY",ALEXANDRIA,KY,English
1962,"KOKOMO, IN",KOKOMO,IN,English
1963,"TURLOCK, CA",TURLOCK,CA,Bilingual
1964,"WESTERLY, RI",WESTERLY,RI,English
1965,"COUNCIL BLUFFS, IA",COUNCIL BLUFFS,IA,Bilingual
1966,GENESEO NY,GENESEO,NY,English
1967,"SPRINGFIELD, MA",SPRINGFIELD,MA,Bilingual
1968,"ABERDEEN, MD",ABERDEEN,MD,English
1969,"MIDLOTHIAN, VA",MIDLOTHIAN,VA,English
1970,"HUDSON, MA",HUDSON,MA,English
1971,"ROCHESTER, MN",ROCHESTER,MN,English
1972,"LIVERMORE, CA EF",LIVERMORE,CA,Bilingual
1973,"JAMESTOWN (LAKEWOOD), NY",LAKEWOOD,NY,English
1974,"HOULTON, ME",HOULTON,ME,English
1975,"CLAREMONT, NH",CLAREMONT,NH,English
1976,"BIG FLATS (ELMIRA), NY",HORSEHEADS,NY,English
1977,"BRICK (OCEAN), NJ",BRICK,NJ,English
1978,"PLYMOUTH, IN",PLYMOUTH,IN,English
1979,"CLEARLAKE, CA",CLEARLAKE,CA,Bilingual
1980,"PUTNAM, CT",PUTNAM,CT,English
1981,"CALIFORNIA, MD",CALIFORNIA,MD,English
1982,"APPLETON, WI",APPLETON,WI,English
1983,"CERES (MODESTO SE), CA",CERES,CA,Bilingual
1984,"NORTH ADAMS, MA",NORTH ADAMS,MA,Bilingual
1985,"LAUREL, MD",LAUREL,MD,Bilingual
1986,"NORWALK, OH",NORWALK,OH,English
1987,"LAPEER, MI",LAPEER,MI,English
1988,"ROSEVILLE, CA",ROSEVILLE,CA,Bilingual
1989,"LOMPOC, CA",LOMPOC,CA,Bilingual
1990,"DELAWARE, OH",DELAWARE,OH,English
1991,"BLOOMINGTON, IN",BLOOMINGTON,IN,English
1992,"UPLAND, CA",UPLAND,CA,Bilingual
1993,"BROCKPORT, NY",BROCKPORT,NY,English
1994,"PLATTSBURGH, NY",PLATTSBURGH,NY,English
1995,"CHUBBUCK, ID",CHUBBUCK,ID,English
1996,"HALLANDALE, FL",HALLANDALE BEACH,FL,Bilingual
1997,"LATHAM (COLONIE), NY",LATHAM,NY,English
1998,CHICAGO SKOKIE TOUHY & ST,SKOKIE,IL,Bilingual
1999,ANDOVER MN,ANDOVER,MN,English
2000,"KITTY HAWK, NC",KITTY HAWK,NC,English
2001,"FRESNO, CA (SE)",FRESNO,CA,Bilingual
2002,"GILROY, CA",GILROY,CA,Bilingual
2003,"NORTH BRUNSWICK, NJ",NORTH BRUNSWICK,NJ,Bilingual
2004,"DUBUQUE, IA",DUBUQUE,IA,English
2005,"KANNAPOLIS, NC",KANNAPOLIS,NC,English
2006,"CLARKSTON,WA",CLARKSTON,WA,English
2007,"MOSES LAKE, WA",MOSES LAKE,WA,Bilingual
2008,"GROVE CITY, PA",GROVE CITY,PA,English
2009,ABINGDON (BEL AIR) MD,ABINGDON,MD,English
2010,"NILES, MI",NILES,MI,English
2012,"OXFORD, MA",NORTH OXFORD,MA,English
2013,"WATERVILLE, ME",WATERVILLE,ME,English
2014,"HOUGHTON LAKE, MI",HOUGHTON LAKE,MI,English
2015,"FAIRFAX (W), VA",FAIRFAX,VA,English
2016,"COLVILLE, WA",COLVILLE,WA,English
2019,"UNIONTOWN, PA",UNIONTOWN,PA,English
2020,"RENSSELAER, IN",RENSSELAER,IN,English
2021,"RAYNHAM, MA",RAYNHAM,MA,English
2022,"NORTH WINDHAM, CT",NORTH WINDHAM,CT,Bilingual
2023,"LEBANON, PA",LEBANON,PA,Bilingual
2024,"TUNKHANNOCK, PA",TUNKHANNOCK,PA,English
2025,"TRACY, CA",TRACY,CA,Bilingual
2026,PONCE-PR,PONCE,PR,Bilingual
2027,"LAVALE, MD",LAVALE,MD,English
2028,"RIVERSIDE (S), CA",RIVERSIDE,CA,Bilingual
2030,"SONORA, CA",SONORA,CA,English
2031,"UNION CITY, CA",UNION CITY,CA,Bilingual
2032,"OXNARD, CA",OXNARD,CA,Bilingual
2033,MANDAN BISMARCK ND,MANDAN,ND,English
2035,"GREENVILLE, OH",GREENVILLE,OH,English
2036,"SO CHARLESTON, WV",SOUTH CHARLESTON,WV,English
2037,"ABERDEEN, WA",ABERDEEN,WA,English
2038,"STERLIING PARK, VA",STERLING,VA,Bilingual
2039,"MERCED, CA",MERCED,CA,Bilingual
2040,"BURLINGTON, NJ",BURLINGTON,NJ,English
2041,"PENNSVILLE, NJ",PENNSVILLE,NJ,English
2043,"WARSAW, NY",WARSAW,NY,English
2044,"CHICO, CA",CHICO,CA,Bilingual
2045,"WHITE MARSH, MD",NOTTINGHAM,MD,English
2046,"AUGUSTA, ME",AUGUSTA,ME,English
2047,"PALMYRA, ME",PALMYRA,ME,English
2048,"FAIRFIELD, CA",FAIRFIELD,CA,Bilingual
2049,"ALTOONA, PA",ALTOONA,PA,English
2050,"HENDERSON, NV",HENDERSON,NV,Bilingual
2051,"KINGMAN, AZ",KINGMAN,AZ,Bilingual
2052,"UKIAH, CA",UKIAH,CA,Bilingual
2053,"WILLOWS, CA",WILLOWS,CA,Bilingual
2054,MARTELL (JACKSON) CA,JACKSON,CA,Bilingual
2055,"CONCORD, NH",CONCORD,NH,English
2056,"SARATOGA SPRINGS, NY",SARATOGA SPRINGS,NY,English
2057,"RINDGE, NH",RINDGE,NH,English
2058,"RALEIGH, NC",RALEIGH,NC,Bilingual
2059,"GREENSBURG, PA",GREENSBURG,PA,English
2061,"PLAINWELL, MI",PLAINWELL,MI,English
2062,"BENTON HARBOR, MI",BENTON HARBOR,MI,English
2063,"AUSTINTOWN, OH",AUSTINTOWN,OH,English
2064,"MILFORD, PA",MILFORD,PA,English
2065,"KNOXVILLE (W), TN",KNOXVILLE,TN,English
2066,"HOUSTON, TX",HOUSTON,TX,Bilingual
2067,"MAYAGUEZ, PR",MAYAGUEZ,PR,Bilingual
2068,"FAIRLESS HILLS, PA",LEVITTOWN,PA,English
2069,"SOUTH MEDFORD, OR",MEDFORD,OR,Bilingual
2070,"ANCHORAGE,AK (N)",ANCHORAGE,AK,English
2071,"ANCHORAGE, AK(S)",ANCHORAGE,AK,English
2072,"GUAYAMA, PR",GUAYAMA,PR,Bilingual
2073,"BROOKLYN, OH",CLEVELAND,OH,Bilingual
2074,"WASILLA, AK",WASILLA,AK,English
2075,"BEND, OR",BEND,OR,English
2077,"LAKE ELSINORE, CA",LAKE ELSINORE,CA,Bilingual
2078,"MARIETTA, OH",MARIETTA,OH,English
2079,"MARQUETTE, MI",MARQUETTE,MI,English
2080,"BATTLE CREEK, MI",BATTLE CREEK,MI,English
2081,"CLEARWATER, FL",CLEARWATER,FL,Bilingual
2082,"CERRITOS, CA",CERRITOS,CA,Bilingual
2083,"MORGANTOWN, WV",MORGANTOWN,WV,English
2084,"BOZEMAN, MT",BOZEMAN,MT,English
2085,"ISABELA, PR",ISABELA,PR,Bilingual
2086,"PLANO, TX",PLANO,TX,Bilingual
2087,"VADNAIS HTS, MN",VADNAIS HEIGHTS,MN,English
2088,"BATAVIA, NY",BATAVIA,NY,English
2089,"BRISTOL, VA",BRISTOL,VA,English
2090,"FRANKLIN, NJ",FRANKLIN,NJ,English
2091,"MIAMI (AIRPORT), FL",DORAL,FL,Bilingual
2092,"OGDENSBURG, NY",OGDENSBURG,NY,English
2093,"UTICA, NY",UTICA,NY,English
2094,"VISTA, CA",VISTA,CA,Bilingual
2095,"WAREHAM, MA",WAREHAM,MA,English
2096,"WARMINSTER, PA",WARMINSTER,PA,English
2097,"HUDSON, NY",HUDSON,NY,English
2098,"COLUMBUS, OH (NE)",COLUMBUS,OH,Bilingual
2099,"PASO ROBLES, CA EF",PASO ROBLES,CA,Bilingual
2100,"CHEBOYGAN, MI",CHEBOYGAN,MI,English
2101,"KENNEWICK, WA",KENNEWICK,WA,Bilingual
2102,"LUDINGTON, MI",LUDINGTON,MI,English
2103,"WALPOLE, MA",WALPOLE,MA,Bilingual
2104,"NEWBURGH, NY",NEWBURGH,NY,Bilingual
2105,"FARMERS BRANCH, TX",DALLAS,TX,Bilingual
2106,"RENO (N), NV",RENO,NV,Bilingual
2107,"LOCKPORT, NY",LOCKPORT,NY,English
2108,"MAYS LANDING, NJ",MAYS LANDING,NJ,Bilingual
2109,"MILLVILLE, NJ",MILLVILLE,NJ,Bilingual
2110,"PARAMOUNT, CA",PARAMOUNT,CA,Bilingual
2111,HOOVER SE AL,HOOVER,AL,English
2112,"SCOTTSDALE, AZ",SCOTTSDALE,AZ,Bilingual
2113,"PHOENIX, AZ",PHOENIX,AZ,Bilingual
2114,"CHIPLEY, FL",CHIPLEY,FL,English
2115,"NEW PHILADELPHIA, OH",NEW PHILADELPHIA,OH,English
2116,"QUEENSBURY, NY",QUEENSBURY,NY,English
2117,"LOS BANOS (MERCED), CA EF",LOS BANOS,CA,Bilingual
2118,"LUNENBURG, MA",LUNENBURG,MA,Bilingual
2119,"MILPITAS, CA",MILPITAS,CA,Bilingual
2120,"NORWICH, NY",NORWICH,NY,English
2121,"SHELTON, WA",SHELTON,WA,English
2122,"AVON, MA",AVON,MA,English
2123,"TEXARKANA, TX",TEXARKANA,TX,English
2124,"BEAVER CREEK, OH",BEAVERCREEK,OH,English
2125,"LAKEWOOD, CO",LAKEWOOD,CO,Bilingual
2126,"MILILANI, HI",MILILANI,HI,English
2127,"WAUSAU, WI",WAUSAU,WI,English
2128,"HALIFAX, MA",HALIFAX,MA,English
2129,"CLEARFIELD, PA",CLEARFIELD,PA,English
2130,"PORTSMOUTH, NH",PORTSMOUTH,NH,English
2131,"TOPEKA, KS",TOPEKA,KS,English
2132,"BATON ROUGE (S), LA",BATON ROUGE,LA,English
2133,"AUSTIN (MID W), TX",AUSTIN,TX,Bilingual
2134,"CHARLOTTE (N),NC",CHARLOTTE,NC,Bilingual
2135,"COBLESKILL, NY",COBLESKILL,NY,English
2136,"CULPEPER, VA",CULPEPER,VA,English
2137,"DURHAM, NC",DURHAM,NC,Bilingual
2138,"LEBANON, NH",WEST LEBANON,NH,English
2139,"LYNN, MA",LYNN,MA,Bilingual
2140,"NORTH CONWAY, NH",NORTH CONWAY,NH,English
2141,"PHILADELPHIA (S), PA",PHILADELPHIA,PA,Bilingual
2142,SALEM NH,SALEM,NH,Bilingual
2143,"SKOWHEGAN, ME",SKOWHEGAN,ME,English
2144,"TORRINGTON, CT",TORRINGTON,CT,Bilingual
2145,"WHITEHALL, PA (ALLENTOWN)",WHITEHALL,PA,Bilingual
2146,"AMSTERDAM, NY",AMSTERDAM,NY,Bilingual
2147,"MISSOULA, MT",MISSOULA,MT,English
2149,"MT VERNON, OH",MOUNT VERNON,OH,English
2150,"SAN DIEGO (S), CA EF",SAN DIEGO,CA,Bilingual
2151,"SUNRISE, FL",SUNRISE,FL,Bilingual
2152,"ALBANY, NY",ALBANY,NY,English
2153,"BIDDEFORD, ME",BIDDEFORD,ME,English
2154,"DULUTH, (NW), GA",DULUTH,GA,Bilingual
2155,"GARDNER, MA",GARDNER,MA,English
2156,"MIDDLE ISLAND (LI), NY",MIDDLE ISLAND,NY,Bilingual
2157,"NORTH DARTMOUTH, MA",NORTH DARTMOUTH,MA,Bilingual
2158,"NORTHBOROUGH, MA",NORTHBOROUGH,MA,English
2159,"ALLEGANY, NY",OLEAN,NY,English
2160,"PETERSBURG, VA",PETERSBURG,VA,English
2161,"PLEASANTON, CA",PLEASANTON,CA,English
2163,"SHELTON, CT",SHELTON,CT,Bilingual
2164,"SPRINGVILLE, NY",SPRINGVILLE,NY,English
2166,"EAST SYRACUSE, NY",EAST SYRACUSE,NY,English
2167,"WEST WHITELAND, PA",EXTON,PA,English
2169,"LEHIGHTON, PA",LEHIGHTON,PA,English
2170,"NORWICH, CT",NORWICH,CT,Bilingual
2174,"WESTFIELD, MA",WESTFIELD,MA,Bilingual
2175,"BRANSON WEST, MO",BRANSON WEST,MO,English
2176,"JUPITER, FL",JUPITER,FL,Bilingual
2177,"SAN DIEGO, CA",SAN DIEGO,CA,Bilingual
2178,"CALAIS, ME",CALAIS,ME,English
2180,"DANVERS, MA",DANVERS,MA,Bilingual
2181,INDIO N CA,INDIO,CA,Bilingual
2183,"OXFORD, ME",OXFORD,ME,English
2184,"SEEKONK, MA EF",SEEKONK,MA,English
2185,"SELINSGROVE, PA",SELINSGROVE,PA,English
2187,"WENATCHEE, WA",WENATCHEE,WA,Bilingual
2188,"EAGLE RIVER, AK",EAGLE RIVER,AK,English
2189,"RENO (S), NV",RENO,NV,Bilingual
2190,"WOODLAND, CA",WOODLAND,CA,Bilingual
2191,"BRYAN, OH",BRYAN,OH,English
2192,"HOUGHTON, MI",HOUGHTON,MI,English
2193,"STEUBENVILLE, OH",STEUBENVILLE,OH,English
2194,"ALEXANDRIA, VA",ALEXANDRIA,VA,Bilingual
2195,"HOWELL, NJ",HOWELL,NJ,Bilingual
2196,"PORT ANGELES, WA",PORT ANGELES,WA,English
2197,"WARREN, OH",CORTLAND,OH,English
2198,"BLOOMINGTON, MN",BLOOMINGTON,MN,Bilingual
