StoreNumber,Item #,Item Description,Hot PLU, New Retails  ,
614,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
614,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
614,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
614,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
614,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
615,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
615,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
615,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
615,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
615,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
615,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
615,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
615,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
615,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
615,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
616,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
616,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
616,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
616,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
616,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
616,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
616,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
616,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
616,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
616,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
618,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
618,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
618,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
618,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
618,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
618,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
618,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
618,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
618,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
618,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
619,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
619,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
619,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
619,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
619,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
619,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
619,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
619,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
619,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
619,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
620,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
620,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
620,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
620,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
620,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
620,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
620,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
620,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
620,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
620,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
621,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
621,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
621,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
621,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
621,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
621,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
621,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
621,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
621,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
621,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
622,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
622,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
622,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
622,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
622,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
622,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
622,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
622,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
622,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
622,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
623,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
623,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
623,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
623,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
623,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
623,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
623,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
623,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
623,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
623,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
624,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
624,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
624,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
624,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
624,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
624,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
624,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
624,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
624,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
624,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
625,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
625,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
625,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
625,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
625,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
625,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
625,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
625,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
625,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
625,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
627,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
627,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
627,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
627,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
627,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
627,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
627,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
627,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
627,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
627,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
628,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
628,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
628,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
628,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
628,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
628,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
628,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
628,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
628,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
628,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
629,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
629,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
629,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
629,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
629,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
629,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
629,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
629,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
629,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
629,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
630,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
630,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
630,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
630,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
630,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
630,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
630,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
630,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
630,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
630,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
631,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
631,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
631,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
631,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
631,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
631,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
631,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
631,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
631,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
631,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
632,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
632,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
632,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
632,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
632,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
632,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
632,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
632,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
632,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
632,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
633,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
633,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
633,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
633,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
633,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
633,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
633,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
633,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
633,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
633,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
634,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
634,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
634,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
634,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
634,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
634,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
634,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
634,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
634,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
634,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
635,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
635,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
635,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
635,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
635,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
635,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
635,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
635,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
635,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
635,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
636,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
636,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
636,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
636,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
636,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
636,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
636,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
636,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
636,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
636,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
637,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
637,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
637,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
637,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
637,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
637,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
637,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
637,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
637,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
637,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
638,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
638,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
638,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
638,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
638,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
638,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
638,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
638,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
638,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
638,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
639,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
639,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
639,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
639,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
639,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
639,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
639,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
639,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
639,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
639,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
640,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
640,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
640,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
640,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
640,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
640,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
640,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
640,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
640,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
640,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
641,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
641,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
641,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
641,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
641,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
641,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
641,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
641,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
641,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
641,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
642,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
642,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
642,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
642,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
642,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
642,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
642,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
642,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
642,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
642,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
643,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
643,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
643,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
643,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
643,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
643,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
643,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
643,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
643,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
643,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
644,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
644,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
644,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
644,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
644,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
644,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
644,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
644,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
644,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
644,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
645,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
645,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
645,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
645,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
645,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
645,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
645,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
645,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
645,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
645,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
646,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
646,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
646,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
646,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
646,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
646,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
646,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
646,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
646,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
646,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
647,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
647,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
647,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
647,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
647,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
647,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
647,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
647,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
647,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
647,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
648,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
648,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
648,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
648,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
648,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
648,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
648,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
648,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
648,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
648,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
649,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
649,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
649,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
649,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
649,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
649,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
649,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
649,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
649,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
649,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
651,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
651,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
651,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
651,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
651,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
651,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
651,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
651,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
651,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
651,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
652,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
652,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
652,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
652,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
652,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
652,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
652,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
652,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
652,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
652,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
653,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
653,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
653,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
653,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
653,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
653,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
653,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
653,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
653,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
653,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
655,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
655,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
655,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
655,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
655,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
655,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
655,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
655,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
655,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
655,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
656,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
656,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
656,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
656,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
656,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
656,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
656,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
656,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
656,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
656,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
657,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
657,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
657,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
657,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
657,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
657,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
657,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
657,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
657,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
657,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
658,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
658,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
658,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
658,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
658,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
658,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
658,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
658,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
658,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
658,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
659,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
659,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
659,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
659,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
659,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
659,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
659,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
659,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
659,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
659,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
660,576142436,16PC CHICKEN TENDER,62169, $17.84 ,
660,596716292,2PC CHICKEN TENDERS,62865, $2.67 ,
660,596716293,4PC CHICKEN TENDERS,62866, $5.37 ,
660,596716294,8PC CHICKEN TENDERS,62867, $10.37 ,
660,596705093,3PC TENDER MEAL 1S,62853, $4.97 ,
660,596705094,3PC TENDER MEAL 2S,62854, $5.47 ,
660,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 ,
660,596716288,12PC CHKN TENDER MEAL,62860, $19.47 ,
660,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 ,
660,596716318,48PC FRIED CHICKEN,62888, $54.97 ,
