Store #,City,Category,Declaration Category,Declared Item,UPC,Effective Date
468,TEXARKANA,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
468,TEXARKANA,Milk,Whole Quart Milk,Hiland Whole Quart - 7206000012,7206000012,
468,TEXARKANA,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
468,TEXARKANA,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
468,TEXARKANA,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
468,TEXARKANA,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
468,TEXARKANA,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
468,TEXARKANA,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
468,TEXARKANA,,,,,
470,CORPUS CHRISTI,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
470,CORPUS CHRISTI,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
470,CORPUS CHRISTI,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
470,CORPUS CHRISTI,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
470,CORPUS CHRISTI,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
470,CORPUS CHRISTI,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
470,CORPUS CHRISTI,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
470,CORPUS CHRISTI,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
470,CORPUS CHRISTI,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
470,CORPUS CHRISTI,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
470,CORPUS CHRISTI,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
470,CORPUS CHRISTI,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
470,CORPUS CHRISTI,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
470,CORPUS CHRISTI,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
470,CORPUS CHRISTI,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
470,CORPUS CHRISTI,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
470,CORPUS CHRISTI,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
470,CORPUS CHRISTI,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
470,CORPUS CHRISTI,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
470,CORPUS CHRISTI,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
470,CORPUS CHRISTI,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
470,CORPUS CHRISTI,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
470,CORPUS CHRISTI,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,10/28/2019
470,CORPUS CHRISTI,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
470,CORPUS CHRISTI,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
470,CORPUS CHRISTI,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
470,CORPUS CHRISTI,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
470,CORPUS CHRISTI,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
470,CORPUS CHRISTI,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
470,CORPUS CHRISTI,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
470,CORPUS CHRISTI,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
470,CORPUS CHRISTI,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
470,CORPUS CHRISTI,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
470,CORPUS CHRISTI,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
470,CORPUS CHRISTI,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
470,CORPUS CHRISTI,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
470,CORPUS CHRISTI,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
470,CORPUS CHRISTI,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
470,CORPUS CHRISTI,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
470,CORPUS CHRISTI,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
470,CORPUS CHRISTI,Milk,1% Quart Milk,Oak Farms 1% Quart - 7002635126,7002635126,
470,CORPUS CHRISTI,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
470,CORPUS CHRISTI,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
470,CORPUS CHRISTI,Milk,Skim Quart Milk,Oaks Farm Skim Quart - 4127100413,4127100413,
470,CORPUS CHRISTI,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
470,CORPUS CHRISTI,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
470,CORPUS CHRISTI,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
470,CORPUS CHRISTI,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
470,CORPUS CHRISTI,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
470,CORPUS CHRISTI,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
470,CORPUS CHRISTI,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
470,CORPUS CHRISTI,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
470,CORPUS CHRISTI,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
470,CORPUS CHRISTI,,,,,
471,LANCASTER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
471,LANCASTER,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
471,LANCASTER,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
471,LANCASTER,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
471,LANCASTER,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
471,LANCASTER,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
471,LANCASTER,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
471,LANCASTER,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
471,LANCASTER,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
471,LANCASTER,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
471,LANCASTER,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
471,LANCASTER,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
471,LANCASTER,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
471,LANCASTER,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
471,LANCASTER,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
471,LANCASTER,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
471,LANCASTER,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
471,LANCASTER,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
471,LANCASTER,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,10/28/2019
471,LANCASTER,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
471,LANCASTER,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
471,LANCASTER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
471,LANCASTER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
471,LANCASTER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
471,LANCASTER,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
471,LANCASTER,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
471,LANCASTER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
471,LANCASTER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
471,LANCASTER,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
471,LANCASTER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
471,LANCASTER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
471,LANCASTER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
471,LANCASTER,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
471,LANCASTER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
471,LANCASTER,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
471,LANCASTER,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
471,LANCASTER,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
471,LANCASTER,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
471,LANCASTER,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
471,LANCASTER,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
471,LANCASTER,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
471,LANCASTER,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
471,LANCASTER,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
471,LANCASTER,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
471,LANCASTER,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
471,LANCASTER,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
471,LANCASTER,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
471,LANCASTER,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
471,LANCASTER,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
471,LANCASTER,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
471,LANCASTER,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
471,LANCASTER,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
471,LANCASTER,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
471,LANCASTER,,,,,
475,ROUND ROCK,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
475,ROUND ROCK,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
475,ROUND ROCK,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
475,ROUND ROCK,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
475,ROUND ROCK,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
475,ROUND ROCK,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
475,ROUND ROCK,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
475,ROUND ROCK,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
475,ROUND ROCK,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
475,ROUND ROCK,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
475,ROUND ROCK,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
475,ROUND ROCK,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
475,ROUND ROCK,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
475,ROUND ROCK,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
475,ROUND ROCK,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
475,ROUND ROCK,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
475,ROUND ROCK,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
475,ROUND ROCK,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
475,ROUND ROCK,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,
475,ROUND ROCK,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,
475,ROUND ROCK,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
475,ROUND ROCK,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
475,ROUND ROCK,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
475,ROUND ROCK,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
475,ROUND ROCK,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
475,ROUND ROCK,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
475,ROUND ROCK,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
475,ROUND ROCK,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
475,ROUND ROCK,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
475,ROUND ROCK,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
475,ROUND ROCK,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
475,ROUND ROCK,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
475,ROUND ROCK,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
475,ROUND ROCK,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
475,ROUND ROCK,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
475,ROUND ROCK,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
475,ROUND ROCK,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
475,ROUND ROCK,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
475,ROUND ROCK,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
475,ROUND ROCK,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
475,ROUND ROCK,Milk,1% Quart Milk,Borden's 1% Quart - 81547301044,81547301044,
475,ROUND ROCK,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
475,ROUND ROCK,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
475,ROUND ROCK,Milk,Skim Quart Milk,Borden's Skim Quart - 81547301045,81547301045,
475,ROUND ROCK,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
475,ROUND ROCK,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
475,ROUND ROCK,Milk,Whole Quart Milk,Borden's Whole Quart - 8157301042,81547301042,
475,ROUND ROCK,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
475,ROUND ROCK,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R - 7874235216,7874235216,
475,ROUND ROCK,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R - 7874222912,7874222912,
475,ROUND ROCK,Tortilla,White Corn Tortilla,Guerrero White Corn Tortilla - 4856406005,4856406005,
475,ROUND ROCK,Tortilla,Whole Wheat Tortilla,GV WW Tortilla - 7874222083,7874222083,
475,ROUND ROCK,Tortilla,Yellow Corn Tortilla,Mission Corn Tortilla - 7373100328,7373100328,
475,ROUND ROCK,,,,,
476,GATESVILLE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread - 7294561103,7294561103,
476,GATESVILLE,Brown Rice,Brown Rice,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Cheese,American,GV Deluxe Sliced American  - 7874235327,7874235327,
476,GATESVILLE,Cheese,Colby 1 lb,GV Colby 1lb - 7874243020,7874243020,
476,GATESVILLE,Cheese,Colby 2 lb,NOT CARRIED - NOT DECLARED,NOT CARRIED,
476,GATESVILLE,Cheese,Colby Jack 1 lb,GV Colby Jack - 1 lb - 7874207964,7874207964,
476,GATESVILLE,Cheese,Longhorn Cheddar,GV Longhorn Cheddar 1lb - 7874237434,7874237434,
476,GATESVILLE,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb - 7874221730,7874221730,
476,GATESVILLE,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb - 7874237458,7874237458,
476,GATESVILLE,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb - 7874206773,7874206773,
476,GATESVILLE,Cheese,Monterey Jack - 1 lb,GV Mont Jack - 1 lb - 7874243021,7874243021,
476,GATESVILLE,Cheese,Monterey Jack - 2 lb,GV Mont Jack - 2 lb - 7874209747,7874209747,
476,GATESVILLE,Cheese,Mozzarella 1 lb,GV Mozzarella - 1 lb - 7874243019,7874243019,
476,GATESVILLE,Cheese,Mozzarella 2 lb,GV Mozzarella - 2 lb - 7874211907,7874211907,
476,GATESVILLE,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb - 7874243022,7874243022,
476,GATESVILLE,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb - 7874214878,7874214878,
476,GATESVILLE,Cheese,String ,Frigo String Cheese - 4171623216,4171623216,
476,GATESVILLE,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb - 7874206257,7874206257,
476,GATESVILLE,Dry Beans,Black Beans,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Black-eye Peas ,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Chick Peas (Garbanzo Beans) ,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Great Northern Beans,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Green Split Peas,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Lentils,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Light Red Kidney Beans,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Navy Beans,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Dry Beans,Pinto Beans,REMOVED FROM DECLARATION,NA,10/1/2020
476,GATESVILLE,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen - 7874235228,7874235228,10/28/2019
476,GATESVILLE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen - 7874222979,7874222979,10/28/2019
476,GATESVILLE,Frozen Juice,Orange 12 oz - Other Country Style Frozen,NOT CARRIED - NOT DECLARED,NOT CARRIED,
476,GATESVILLE,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen - 7874212237,7874212237,
476,GATESVILLE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen - 7874237167,7874237167,
476,GATESVILLE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz - 1630022001,1630022001,
476,GATESVILLE,Juice,Apple 64 oz.,GV Apple 64 oz - 7874208819,7874208819,
476,GATESVILLE,Juice,Cranberry 64 oz,GV Cranberry 64 oz - 7874206692,7874206692,10/1/2019
476,GATESVILLE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz - 7874206990,7874206990,10/2/2020
476,GATESVILLE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz - 7874222690,7874222690,
476,GATESVILLE,Juice,Grape White 64 oz.,GV Grape White 64 oz - 7874222689,7874222689,
476,GATESVILLE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR - 1630022005,1630022005,
476,GATESVILLE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,
476,GATESVILLE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz - 1630022006,1630022006,
476,GATESVILLE,Juice,Orange Pineapple 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
476,GATESVILLE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR - 7874201467,7874201467,
476,GATESVILLE,Juice,Pineapple Mango 64 oz,NOT CARRIED - NOT DECLARED,NOT CARRIED,
476,GATESVILLE,Juice,Tomato 64 oz,GV Tomato 64 oz - 7874206209,7874206209,10/1/2019
476,GATESVILLE,Juice,Vegetable 64 oz,GV Vegetable 64 oz - 7874206203,7874206203,
476,GATESVILLE,Milk,1% Buttermilk,GV Buttermilk Half Gallon - 7874215941,7874215941,
476,GATESVILLE,Milk,1% Gallon Milk,GV 1% Milk Gallon - 7874235188,7874235188,
476,GATESVILLE,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon - 7874235202,7874235202,
476,GATESVILLE,Milk,1% Quart Milk,Oak Farms 1% Quart - 7002635126,7002635126,
476,GATESVILLE,Milk,Skim Gallon Milk,GV Skim Milk Gallon - 7874235189,7874235189,
476,GATESVILLE,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon - 7874235203,7874235203,
476,GATESVILLE,Milk,Skim Quart Milk,Dairy Pure Skim Quart - 4190007705,4190007705,
476,GATESVILLE,Milk,Whole Gallon Milk,GV Whole Milk Gallon -  7874235186,7874235186,
476,GATESVILLE,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon - 7874235200,7874235200,
476,GATESVILLE,Milk,Whole Quart Milk,Oaks Farm Whole Quart - 4127100411,4127100411,
476,GATESVILLE,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R - 7874222882,7874222882,
