Store Number,State,City,Group Number
5202,NY,COMMACK,1
5205,UT,LAYTON (#20),1
5206,UT,SOUTH OGDEN,1
5216,TX,AMARILLO (NW),1
5221,FL,TAMPA (FLORIDA),1
5232,CO,RIFLE,1
5234,UT,CLINTON,1
5246,TX,WHARTON,1
5265,FL,ST. CLOUD,1
5281,NJ,WOODBRIDGE,1
5286,OK,THE VILLAGE,1
5292,NC,RALEIGH,1
5295,NY,FARMINGDALE (LI),1
5298,NC,GASTONIA (W),1
5303,AZ,PRESCOTT (W),1
5308,KS,SHAWNEE,1
5323,OK,OKLAHOMA CITY,1
5326,FL,OCALA,1
5327,LA,BATON ROUGE (HAMMOND),1
5330,AZ,PHOENIX (BETHANY),1
5331,AZ,PHOENIX,1
5334,CO,AURORA (DIA),1
5340,NJ,CHERRY HILL,1
5345,MD,DUNKIRK,1
5350,UT,SALT LAKE CITY,1
5353,TX,SPRING,1
5376,MI,TAWAS CITY,1
5389,TX,WACO,1
5394,CA,DINUBA,1
5416,TX,ARLINGTON (N),1
5417,KY,LOUISVILLE (NEWCUT),1
5419,MS,HERNANDO,1
5425,CA,SAN JACINTO,1
5428,AZ,MESA (GREENFIELD),1
5435,CA,SAN JOSE,1
5444,MI,IRONWOOD,1
5447,NJ,KEARNY,1
5449,TX,MISSOURI CITY,1
5453,FL,CAPE CORAL (N),1
5459,MS,Starkville,1
5470,PA,HUNTINGDON,1
5472,MI,SALINE,1
5491,NM,ALBUQUERQUE (EC),1
5498,NY,LOWVILLE,1
5601,CA,HUNTINGTON BEACH,1
5604,CA,HAWTHORNE,1
5605,CA,PANORAMA CITY,1
5612,TX,HOUSTON (WAYSIDE),1
5616,TN,NASHVILLE,1
5623,FL,GULF BREEZE,1
5626,AZ,TUCSON (BRIDGES),1
5633,CA,CLOVIS,1
5635,CA,VISALIA (NW),1
5637,CA,OCEANSIDE (MISSION),1
5643,CA,OXNARD,1
5644,CA,IRVINE (N),1
5653,AL,ORANGE BEACH,1
5657,TX,PLANO (CUSTER),1
5661,CA,LA MIRADA,1
5664,CA,CAMARILLO,1
5669,WI,WEST MILWAUKEE,1
5678,WA,LYNNWOOD,1
5691,CA,UPLAND,1
5695,WI,MOUNT PLEASANT,1
5703,AL,MADISON,1
5709,GA,LOCUST GROVE,1
5716,AL,HUNTSVILLE,1
5722,LA,HARVEY,1
5727,FL,BRADENTON,1
5731,VA,WILDERNESS (ORANGE COUNTY),1
5745,SC,LAKE WYLIE (CLOVER),1
5752,NJ,GARFIELD,1
5753,VA,ALEXANDRIA,1
5759,FL,LAKE WORTH,1
5763,UT,SOUTH JORDAN,1
5773,LA,NEW IBERIA,1
5779,VA,KING GEORGE,1
5782,NM,LAS CRUCES,1
5804,IN,INDIANAPOLIS (CUB),1
5807,CA,COMPTON,1
5817,FL,JACKSONVILLE (MERRILL RD),1
5818,FL,JACKSONVILLE (MANDARIN),1
5819,FL,FRUIT COVE,1
5820,FL,MIDDLEBURG,1
5824,TX,MESQUITE,1
5835,AZ,CAVE CREEK,1
5839,OR,MEDFORD (NE),1
5844,MI,LIVONIA(N),1
5846,FL,KISSIMMEE (VINE),1
5851,NC,GREENVILLE (E),1
5853,WA,LONGVIEW,1
5871,FL,ORLANDO (OAK RIDGE),1
5872,FL,SANTA ROSA BEACH,1
5875,FL,ORLANDO (STABLE),1
5879,NC,HUNTERSVILLE,1
5881,PA,SPRINGFIELD,1
5893,MI,NOVI,1
5908,TN,SEVIERVILLE,1
5912,FL,MIAMI,1
5922,VA,Virginia Beach,1
5925,AL,HUNTSVILLE,1
5929,WA,BATTLE GROUND,1
5935,OR,TIGARD,1
5936,VA,TYSONS CORNER,1
5956,CA,VISALIA,1
5959,TX,HOUSTON (YALE/I-10),1
5960,TX,SOCORRO,1
6226,VA,VIRGINIA BEACH,1
6233,NC,CHARLOTTE,1
6264,NC,WINSTON-SALEM,1
6323,MS,GULFPORT,1
6390,IN,INDIANAPOLIS (56TH & EMERSON),1
6395,SC,BLUFFTON,1
6480,AZ,CHANDLER,1
6500,MO,INDEPENDENCE (NOLAND RD),1
6531,FL,PENSACOLA,1
6586,NC,CONCORD,1
6789,NC,King,1
6807,TN,MEMPHIS,1
6850,TX,MISSION (BRYAN),1
6878,AL,HAZEL GREEN,1
6937,FL,PORT CHARLOTTE,1
6941,FL,CAPE CORAL,1
6952,VA,TIMBERVILLE,1
7009,NC,RICHLANDS,1
7032,VA,Henrico,1
7043,UT,RIVERTON,1
7146,NC,KINGS MOUNTAIN,1
7156,TX,HEWITT,1
7168,UT,HERRIMAN,1
7222,NC,GREENVILLE (W),1
7224,TX,LANCASTER,1
7229,TX,EL PASO,1
7233,LA,BATON ROUGE,1
7240,TX,ROWLETT,1
7251,TX,FT. WORTH,1
7280,AL,CULLMAN,1
7290,KY,CRESTWOOD,1
7294,OK,NORMAN,1
7308,OK,NORMAN,1
7309,TX,HUMBLE,1
7320,AZ,YUMA,1
7337,NC,GREENVILLE,1
7340,NC,GOLDSBORO,1
7347,TX,HURST,1
7361,TX,PEARLAND,1
8331,NY,Yaphank,1
8930,TX,DALLAS,1
93,TN,COVINGTON,2
800,FL,LEESBURG,2
844,IL,MORRIS,2
850,NM,ALBUQUERQUE,2
915,TX,STAFFORD,2
1090,FL,JACKSONVILLE,2
1188,MO,BRIDGETON,2
1265,MO,SAINT LOUIS,2
1347,TX,SAN ANTONIO,2
1631,VA,HAMPTON,2
1711,AL,BIRMINGHAM,2
1731,NY,GENEVA,2
1891,CT,MANCHESTER,2
1908,WI,GREEN BAY,2
2003,NJ,NORTH BRUNSWICK,2
2013,ME,WATERVILLE,2
2059,PA,GREENSBURG,2
2156,NY,MIDDLE ISLAND,2
2299,CT,CROMWELL,2
2328,SC,Greenville,2
2392,FL,Sarasota,2
2393,OK,Moore,2
2395,OK,Tulsa,2
2414,NC,Cary,2
2464,CA,SACRAMENTO,2
2468,CA,Rohnert Park,2
2486,CA,San Jose,2
2487,CA,Corona,2
2582,NJ,CLINTON,2
2583,NY,UNIONDALE,2
2590,OR,Hillsboro,2
2632,AZ,Phoenix,2
2633,NJ,PISCATAWAY,2
2730,NC,TARBORO,2
2741,AR,Bentonville,2
2742,AR,Springdale,2
2744,AR,Fort Smith,2
2826,CA,Coachella,2
2835,TX,San Antonio,2
2839,MO,Springfield,2
2875,OK,Warr Acres,2
2876,OK,Edmond,2
2878,OK,Oklahoma City,2
2880,OK,Tulsa,2
2905,NY,SUFFERN,2
2906,NY,RIVERHEAD,2
2907,FL,Miami Gardens,2
2916,NY,EAST MEADOW,2
2940,LA,West Monroe,2
2954,CT,NORWALK,2
2974,TX,Richardson,2
2975,TX,Garland,2
2976,TX,Mesquite,2
2977,TX,Arlington,2
2979,TX,Fort Worth,2
2981,TX,Keller,2
3015,TX,Dallas,2
3026,CA,Palm Desert,2
3042,LA,Covington,2
3070,GA,Dunwoody,2
3078,NJ,EAST BRUNSWICK,2
3084,CA,Escondido,2
3104,FL,Deerfield Beach,2
3139,CA,Bakersfield,2
3144,OR,Milwaukie,2
3147,CA,Simi Valley,2
3152,NE,Omaha,2
3155,KS,Derby,2
3157,VA,Newport News,2
3159,NJ,TETERBORO,2
3173,NE,La Vista,2
3176,CO,Colorado Springs,2
3183,FL,Homestead,2
3199,TX,Plano,2
3202,OK,Oklahoma City,2
3292,NJ,UNION,2
3299,VA,Chesapeake,2
3307,FL,CRAWFORDVILLE,2
3314,AZ,Glendale,2
3315,AZ,Glendale,2
3340,OK,Tulsa,2
3341,TX,Dallas,2
3355,NV,Las Vegas,2
3356,NV,Las Vegas,2
3357,AZ,Tucson,2
3359,SC,Fort Mill,2
3363,KY,OWENSBORO,2
3377,AZ,Tucson,2
3385,NM,Albuquerque,2
3392,TX,Bedford,2
3408,NV,CARSON CITY,2
3414,FL,Palm Harbor,2
3419,TX,Fort Worth,2
3420,NY,WESTBURY,2
3424,AL,Birmingham,2
3452,TX,Houston,2
3457,OK,Tulsa,2
3479,AR,Rogers,2
3509,TX,Houston,2
3512,NM,Albuquerque,2
3520,NJ,SECAUCUS,2
3527,FL,PORT ST LUCIE,2
3542,TX,Houston,2
3562,NJ,SADDLE BROOK,2
3593,MS,Horn Lake,2
3594,TX,Pantego,2
3599,TN,Bartlett,2
3603,VA,Forest,2
3604,AZ,Goodyear,2
3605,VA,Lynchburg,2
3615,OK,Oklahoma City,2
3617,FL,Orlando,2
3619,TN,Chattanooga,2
3703,LA,Kenner,2
3743,LA,West Monroe,2
3788,NV,Las Vegas,2
3795,NJ,NORTH BERGEN,2
3817,FL,Orlando,2
3826,TX,LUBBOCK,2
3844,AZ,Glendale,2
3846,AZ,Mesa,2
3870,TX,Arlington,2
3880,VA,Ashland,2
3885,VA,Richmond,2
3899,SC,Goose Creek,2
4046,TX,Garland,2
4048,LA,Prairieville,2
4100,UT,Provo,2
4127,CA,Woodland,2
4140,FL,Miami,2
4148,NC,Charlotte,2
4157,NC,Cary,2
4159,FL,Kissimmee,2
4160,FL,Orlando,2
4166,TN,SWEETWATER,2
4169,CA,El Cajon,2
4174,CA,San Jose,2
4178,OR,Springfield,2
4182,TX,Plano,2
4189,AL,Helena,2
4196,CO,Aurora,2
4206,GA,Augusta,2
4211,FL,Orlando,2
4218,AZ,Surprise,2
4220,VA,Virginia Beach,2
4275,AZ,Peoria,2
4293,AZ,Phoenix,2
4324,AZ,Chandler,2
4354,FL,Naples,2
4366,TX,El Paso,2
4371,TX,Texarkana,2
4375,AR,Springdale,2
4380,FL,Coral Springs,2
4388,VA,Waynesboro,2
4415,TX,El Paso,2
4425,FL,Orlando,2
4498,FL,Coral Springs,2
4504,AL,Birmingham,2
4509,TX,BENBROOK,2
4516,AR,Fayetteville,2
4524,KY,Louisville,2
4528,GA,Dalton,2
4563,FL,Dania Beach,2
4580,AL,Vestavia Hills,2
4582,FL,Navarre,2
4589,TN,Clarksville,2
4591,TN,Clarksville,2
4603,AZ,Tucson,2
4607,KY,Lexington,2
4617,FL,Pompano Beach,2
4618,TX,League City,2
4619,MS,Tupelo,2
4626,KS,Junction City,2
4654,AR,Marion,2
4659,LA,Baton Rouge,2
4667,FL,Clearwater,2
4669,FL,Pinellas Park,2
4686,AR,Bentonville,2
4690,FL,ST PETERSBURG,2
4691,AL,Montgomery,2
4700,UT,Pleasant Grove,2
4706,UT,Magna,2
4747,CO,Northglenn,2
4756,AL,Alabaster,2
4759,CA,Citrus Heights,2
4848,NC,Charlotte,2
5005,FL,Jacksonville,2
5014,NC,Greensboro,2
5021,TX,Dallas,2
5043,TN,Memphis,2
5062,AL,Auburn,2
5093,OK,Tulsa,2
5094,TX,Houston,2
5100,AL,Birmingham,2
5106,FL,Oviedo,2
5107,TN,Madison,2
5110,UT,Draper,2
5111,NJ,WATCHUNG,2
5119,TN,Nashville,2
5122,TN,Memphis,2
5132,FL,Winter Springs,2
5135,KY,Radcliff,2
5179,FL,Orlando,2
5183,KY,Jeffersontown,2
5188,TN,Hixson,2
5198,GA,Tifton,2
5205,UT,Layton,2
5206,UT,South Ogden,2
5207,KS,Overland Park,2
5221,FL,Tampa,2
5224,TX,San Antonio,2
5226,TX,San Antonio,2
5248,AL,Northport,2
5250,FL,KISSIMMEE,2
5258,NV,Las Vegas,2
5259,NV,Las Vegas,2
5260,AR,ROGERS,2
5265,FL,Saint Cloud,2
5267,GA,Athens,2
5269,NV,Las Vegas,2
5286,OK,The Village,2
5290,TX,San Antonio,2
5293,NY,VALLEY STREAM,2
5297,KY,Saint Matthews,2
5306,NV,North Las Vegas,2
5308,KS,Shawnee,2
5314,OK,Oklahoma City,2
5321,FL,Fort Myers,2
5327,LA,Baton Rouge,2
5328,LA,Baton Rouge,2
5332,AZ,Mesa,2
5336,OK,Jenks,2
5349,AZ,Mesa,2
5365,FL,Melbourne,2
5367,SC,Myrtle Beach,2
5372,IN,Evansville,2
5388,TX,LEAGUE CITY,2
5393,NC,Greensboro,2
5402,IL,CHICAGO,2
5408,IN,Indianapolis,2
5421,MO,St. Peters,2
5423,NV,Las Vegas,2
5447,NJ,KEARNY,2
5451,FL,Cape Coral,2
5453,FL,Cape Coral,2
5490,TX,San Antonio,2
5601,CA,Huntington Beach,2
5602,CA,Carson,2
5603,CA,Downey,2
5604,CA,Hawthorne,2
5608,CA,Vacaville,2
5609,CA,Vallejo,2
5613,TX,Arlington,2
5623,FL,Gulf Breeze,2
5624,TX,Farmers Branch,2
5627,OR,Gresham,2
5634,CA,Fresno,2
5635,CA,Visalia,2
5638,CA,San Diego,2
5646,IL,Chicago,2
5657,TX,Plano,2
5661,CA,La Mirada,2
5663,CA,Jurupa Valley,2
5664,CA,Camarillo,2
5670,FL,Clearwater,2
5678,WA,Lynnwood,2
5683,CA,Elk Grove,2
5684,CA,La Mesa,2
5689,CA,Palmdale,2
5691,CA,Upland,2
5693,MO,Springfield,2
5697,WI,Milwaukee,2
5715,TX,Abilene,2
5722,LA,Harvey,2
5725,AZ,Tucson,2
5737,AR,Fayetteville,2
5741,FL,Orlando,2
5755,VA,Norfolk,2
5758,FL,Greenacres,2
5760,FL,Tampa,2
5768,AZ,TEMPE,2
5781,IL,CHICAGO,2
5804,IN,Indianapolis,2
5807,CA,COMPTON,2
5815,GA,Marietta,2
5819,FL,Fruit Cove,2
5846,FL,Kissimmee,2
5855,KS,Wichita,2
5867,NJ,BAYONNE,2
5891,PA,PHILADELPHIA,2
5925,AL,Huntsville,2
5936,VA,VIENNA,2
5979,CA,Lincoln,2
5980,CA,Granite Bay,2
5990,KS,Wichita,2
5991,KS,Wichita,2
5993,OR,Beaverton,2
6098,TX,Mcallen,2
6172,KS,Kansas City,2
6178,CO,Aurora,2
6226,VA,Virginia Beach,2
6233,NC,Charlotte,2
6263,NC,Winston Salem,2
6323,MS,Gulfport,2
6397,FL,MIAMI,2
6470,IN,Plainfield,2
6531,FL,Pensacola,2
6548,FL,Tampa,2
6578,TX,Richland Hills,2
6587,TX,El Paso,2
6590,LA,Lake Charles,2
6786,TX,Mcallen,2
6789,NC,KING,2
6798,VA,Norfolk,2
6813,TX,El Paso,2
6850,TX,Mission,2
6851,TX,Sachse,2
6937,FL,Port Charlotte,2
6943,AR,Jonesboro,2
6953,AR,Centerton,2
6962,SC,Rock Hill,2
6971,AR,Pea Ridge,2
7062,NC,Gastonia,2
7174,VA,North Chesterfield,2
7205,NC,Lexington,2
7206,NC,Archdale,2
7229,TX,El Paso,2
7262,LA,Baton Rouge,2
7310,TX,Katy,2
8331,NY,YAPHANK,2
8958,CA,Indio,2
4,AR,SILOAM SPRINGS,3
13,MO,CARTHAGE,3
31,OK,POTEAU,3
54,AR,SPRINGDALE,3
114,MS,BOONEVILLE,3
128,AR,JONESBORO,3
316,AL,ATTALLA,3
329,AL,ANNISTON,3
333,KY,BEAVER DAM,3
366,TN,MADISONVILLE,3
442,TX,KINGSVILLE,3
475,TX,ROUND ROCK,3
513,TX,BIG SPRING,3
530,AR,EL DORADO,3
586,SC,CONWAY,3
599,TN,KINGSPORT,3
625,SC,GEORGETOWN,3
677,TN,DYERSBURG,3
683,TN,LAWRENCEBURG,3
711,KY,GLASGOW,3
722,GA,CARROLLTON,3
729,KY,BARDSTOWN,3
755,TX,AMARILLO,3
865,TX,NEW BRAUNFELS,3
879,TN,LAFAYETTE,3
906,NM,GALLUP,3
927,TX,PLAINVIEW,3
932,GA,GRIFFIN,3
1161,MO,SAINT CHARLES,3
1221,KS,WICHITA,3
1232,TX,BELTON,3
1242,NC,HENDERSONVILLE,3
1259,KY,CORBIN,3
1286,SC,COLUMBIA,3
1321,NC,SMITHFIELD,3
1332,NE,SOUTH SIOUX CITY,3
1336,VA,MARION,3
1420,IL,STREAMWOOD,3
1443,OH,CINCINNATI,3
179,MO,SPRINGFIELD,3
359,AR,FAYETTEVILLE,3
1481,AL,HOMEWOOD,3
1485,WY,GILLETTE,3
1530,MS,CLEVELAND,3
1558,NC,EDEN,3
1662,NC,STATESVILLE,3
1745,IN,RICHMOND,3
1912,CA,CORONA,3
1933,IL,NORTHLAKE,3
2049,PA,ALTOONA,3
2154,GA,DULUTH,3
2189,NV,RENO,3
2315,OR,DALLAS,3
2490,KS,ROELAND PARK,3
2517,CA,SANTA ANA,3
2679,IN,ELKHART,3
2716,IA,CEDAR RAPIDS,3
2762,VA,RADFORD,3
2846,MS,OLIVE BRANCH,3
2948,CA,SANTA FE SPRINGS,3
2967,KY,FT WRIGHT,3
3301,RI,PROVIDENCE,3
3492,KS,WICHITA,3
3529,IN,INDIANAPOLIS,3
3645,TX,MIDLAND,3
3828,TX,LONGVIEW,3
3829,TN,JOHNSON CITY,3
3894,KY,LEXINGTON,3
4108,AR,SPRINGDALE,3
4317,CA,TEHACHAPI,3
4321,KS,WICHITA,3
4417,IN,CAMBY,3
5028,OH,TOLEDO,3
5126,AL,CENTRE,3
5261,MO,JANE,3
5263,TN,CLEVELAND,3
5292,NC,RALEIGH,3
5410,OH,CANTON,3
5481,NC,CHARLOTTE,3
5717,TX,EL PASO,3
73,OK,SAPULPA,3
1692,CA,COLTON,3
144,AR,FAYETTEVILLE,3
138,MO,SPRINGFIELD,3
147,TX,DENISON,3
151,OK,MCALESTER,3
163,TX,NACOGDOCHES,3
202,TX,FRISCO,3
217,TX,LEWISVILLE,3
306,AL,ARAB,3
414,TX,WICHITA FALLS,3
521,LA,LAKE CHARLES,3
605,GA,SAVANNAH,3
615,GA,CARTERSVILLE,3
651,TX,BEAUMONT,3
743,OK,OKLAHOMA CITY,3
842,CO,PUEBLO,3
980,CO,GREELEY,3
1200,CO,COLORADO SPRINGS,3
1218,AZ,CASA GRANDE,3
1231,CO,THORNTON,3
1291,AZ,TUCSON,3
1324,AZ,NOGALES,3
1334,AZ,CLAYPOOL,3
1370,AZ,BULLHEAD CITY,3
1381,AZ,APACHE JUNCTION,3
1500,SD,WATERTOWN,3
1532,AZ,GLENDALE,3
1533,AZ,PEORIA,3
1554,CA,STOCKTON,3
1555,CA,EL CENTRO,3
1574,CA,BAKERSFIELD,3
1575,CA,OROVILLE,3
1583,CA,MADERA,3
1587,CA,MODESTO,3
1588,CA,VICTORVILLE,3
1598,AZ,PHOENIX,3
1600,CA,RIDGECREST,3
1608,CA,RED BLUFF,3
1615,CA,PITTSBURG,3
1616,CA,SUSANVILLE,3
1624,CA,BAKERSFIELD,3
1693,CA,REDLANDS,3
1700,CA,POWAY,3
1747,CA,PERRIS,3
1805,CA,LA QUINTA,3
1549,AZ,PHOENIX,3
1630,CA,YREKA,3
1645,CA,HANFORD,3
1646,AZ,MESA,3
1651,CA,AMERICAN CANYON,3
1660,CA,PALMDALE,3
1697,CA,ELK GROVE,3
1704,CA,VACAVILLE,3
1746,AZ,TEMPE,3
1755,CA,ROHNERT PARK,3
1756,CA,FONTANA,3
1760,CA,FOLSOM,3
1789,CA,LODI,3
1832,CA,PALM SPRINGS,3
1840,CA,MANTECA,3
1846,AZ,DOUGLAS,3
1853,CA,HEMET,3
1859,CA,CALEXICO,3
1862,CA,RIALTO,3
1879,CA,BARSTOW,3
1881,CA,ANTELOPE,3
1882,CA,SELMA,3
1910,CA,CRESCENT CITY,3
1917,CA,SANTEE,3
1922,CA,RANCHO CUCAMONGA,3
1941,CA,GLENDORA,3
1963,CA,TURLOCK,3
1972,CA,LIVERMORE,3
1983,CA,CERES,3
1988,CA,ROSEVILLE,3
1989,CA,LOMPOC,3
1992,CA,UPLAND,3
3626,NC,WINSTON SALEM,3
3658,NC,GREENSBORO,3
1411,AZ,GREEN VALLEY,3
1612,AZ,TUCSON,3
1826,CA,VISALIA,3
1877,CA,PORTERVILLE,3
2001,CA,FRESNO,3
2002,CA,GILROY,3
2025,CA,TRACY,3
2028,CA,RIVERSIDE,3
2031,CA,UNION CITY,3
2032,CA,OXNARD,3
2039,CA,MERCED,3
2044,CA,CHICO,3
2048,CA,FAIRFIELD,3
2052,CA,UKIAH,3
2053,CA,WILLOWS,3
2077,CA,LAKE ELSINORE,3
2082,CA,CERRITOS,3
2094,CA,VISTA,3
2099,CA,PASO ROBLES,3
2110,CA,PARAMOUNT,3
2113,AZ,PHOENIX,3
2150,CA,SAN DIEGO,3
2161,CA,PLEASANTON,3
2177,CA,SAN DIEGO,3
2181,CA,INDIO,3
2190,CA,WOODLAND,3
2201,TX,EL PASO,3
2206,CA,LAGUNA NIGUEL,3
2218,CA,FOOTHILL RANCH,3
2242,CA,ANAHEIM,3
2245,CA,OCEANSIDE,3
2251,CA,CITY OF INDUSTRY,3
2280,CA,MOUNTAIN VIEW,3
2288,CA,POMONA,3
2292,CA,COVINA,3
2297,CA,STEVENSON RANCH,3
2333,CA,APPLE VALLEY,3
2401,CA,DUARTE,3
2418,CA,PLACERVILLE,3
2457,CA,RANCHO CORDOVA,3
2458,CA,SALINAS,3
2479,CA,SAN DIEGO,3
2482,AZ,MESA,3
2515,AZ,PHOENIX,3
2671,AZ,CHANDLER,3
4393,CA,NORTH HIGHLANDS,3
5136,CA,MARYSVILLE,3
1903,CA,YUBA CITY,3
1915,CA,YUCCA VALLEY,3
2253,CA,EL CAJON,3
2291,CA,CHULA VISTA,3
2494,CA,OCEANSIDE,3
2495,CA,WESTMINSTER,3
2507,CA,SANTA MARIA,3
2512,AZ,PHOENIX,3
2523,CA,BREA,3
2527,CA,SAN CLEMENTE,3
2536,CA,TULARE,3
2537,CA,REDDING,3
2546,CA,ORANGE,3
2553,CA,WINDSOR,3
2554,AZ,AVONDALE,3
2556,CA,ARROYO GRANDE,3
2557,CA,BAKERSFIELD,3
2598,CA,SACRAMENTO,3
2609,CA,LAKEWOOD,3
2636,CA,HUNTINGTON BEACH,3
2648,CA,SAN LEANDRO,3
2697,CA,ANTIOCH,3
2735,CA,SACRAMENTO,3
2762,VA,RADFORD,3
2766,AZ,SCOTTSDALE,3
2767,AZ,MESA,3
2768,AZ,MESA,3
2842,CA,CORONA,3
2886,CA,PICO RIVERA,3
2925,CA,NAPA,3
2951,CA,LANCASTER,3
2985,CA,FRESNO,3
2989,CA,FREMONT,3
2992,NY,PAINTED POST,3
2998,CA,LOMA LINDA,3
3004,IL,CICERO,3
3018,CO,COLORADO SPGS,3
3022,CA,STOCKTON,3
3047,CA,TURLOCK,3
3081,CA,SACRAMENTO,3
5192,CA,SACRAMENTO,3
2117,CA,LOS BANOS,3
2119,CA,MILPITAS,3
2708,CA,TEMECULA,3
2950,CA,PALMDALE,3
2952,CA,MURRIETA,3
3087,CA,OXNARD,3
3099,CA,LA PALMA,3
3101,CA,ANAHEIM,3
3107,TX,SAN ANTONIO,3
3179,CA,THOUSAND OAKS,3
3180,CA,SOUTH GATE,3
3207,FL,SANFORD,3
3224,TX,GARLAND,3
3241,AZ,GLENDALE,3
3248,CA,LA HABRA,3
3276,CA,SAN BERNARDINO,3
3294,KY,LOUISVILLE,3
3302,TX,HOUSTON,3
3352,CA,STOCKTON,3
3455,CA,RICHMOND,3
3464,CA,CHINO,3
3465,AZ,GLENDALE,3
3477,CA,LONG BEACH,3
3493,CA,MARTINEZ,3
3516,CA,CHULA VISTA,3
3522,CA,BALDWIN PARK,3
3523,CA,SANTA CLARITA,3
3524,CA,EL CAJON,3
3587,CA,ROCKLIN,3
3650,CA,VENTURA,3
3652,CA,WEST SACRAMENTO,3
3708,CA,SUISUN CITY,3
3712,CA,CITRUS HEIGHTS,3
3730,AZ,PRESCOTT VALLEY,3
3751,AZ,QUEEN CREEK,3
3796,CA,ONTARIO,3
3799,AZ,MESA,3
3833,AZ,MESA,3
3884,AZ,TUCSON,3
3947,CA,CHULA VISTA,3
4055,TX,UNIVERSAL CITY,3
4063,FL,FT MYERS BEACH,3
4101,CA,LONG BEACH,3
4118,KY,SHEPHERDSVILLE,3
4132,CA,DOWNEY,3
4134,CA,STANTON,3
5096,CA,PALM DESERT,3
1899,CA,RIVERSIDE,3
1914,CA,HIGHLAND,3
3494,CA,SAN MARCOS,3
4171,CA,GARDEN GROVE,3
4202,CA,ROSEVILLE,3
4203,AZ,FORT MOHAVE,3
4238,CA,SANGER,3
4252,AZ,FLAGSTAFF,3
4309,CA,ORANGEVALE,3
4317,CA,TEHACHAPI,3
4340,CA,HESPERIA,3
4392,CA,VICTORVILLE,3
4451,AZ,QUEEN CREEK,3
4488,CA,MARINA,3
4503,TX,GRAND PRAIRIE,3
4653,WY,CHEYENNE,3
5007,CA,VACAVILLE,3
5023,CA,NATIONAL CITY,3
5032,CA,BUENA PARK,3
5035,FL,MULBERRY,3
5072,CA,TORRANCE,3
5075,CA,OCEANSIDE,3
5124,AZ,GLENDALE,3
5134,CA,BAKERSFIELD,3
5139,CA,DIXON,3
5140,CA,LA MESA,3
5154,CA,ROSEMEAD,3
5162,CA,VALENCIA,3
5215,CA,DELANO,3
5231,CA,GALT,3
5300,FL,GIBSONTON,3
5305,CA,CHULA VISTA,3
5330,AZ,PHOENIX,3
5337,CA,CLOVIS,3
5388,TX,LEAGUE CITY,3
5394,CA,DINUBA,3
5425,CA,SAN JACINTO,3
5426,CA,FREMONT,3
5435,CA,SAN JOSE,3
5156,CA,BEAUMONT,3
5193,CA,MORENO VALLEY,3
5335,CA,BRAWLEY,3
5338,CA,SAN DIEGO,3
5428,AZ,MESA,3
5434,CA,SAN LEANDRO,3
5600,CA,RANCHO STA MARG,3
5606,CA,WOODLAND,3
5610,CA,SAN RAMON,3
5611,CA,PLEASANTON,3
5626,AZ,TUCSON,3
5632,CA,FRESNO,3
5633,CA,CLOVIS,3
5641,CA,LA HABRA,3
5644,CA,IRVINE,3
5659,CA,SANTA MARIA,3
5686,CA,BURBANK,3
5701,CA,KERMAN,3
5710,CA,MODESTO,3
5751,CA,SALINAS,3
5799,AZ,TUCSON,3
5843,CA,PATTERSON,3
5848,CA,ELK GROVE,3
5858,AZ,TUCSON,3
5859,CA,WASCO,3
5874,CA,TORRANCE,3
5884,CA,SAN JOSE,3
5886,CA,ENCINITAS,3
5890,CA,ATWATER,3
5930,CA,ANAHEIM,3
5938,CA,SAN DIEGO,3
5954,CA,WEST COVINA,3
5956,CA,VISALIA,3
5981,CA,CARMICHAEL,3
5996,CA,ESCONDIDO,3
6477,AZ,PHOENIX,3
6480,AZ,CHANDLER,3
6898,TX,LUBBOCK,3
6929,TX,TEMPLE,3
6931,KY,LOUISVILLE,3
7032,VA,RICHMOND,3
7087,IN,SALEM,3
7280,AL,CULLMAN,3
7301,LA,CARENCRO,3
7324,AL,HUNTSVILLE,3
1,AR,ROGERS,4
2,AR,HARRISON,4
3,GA,COMMERCE,4
4,AR,SILOAM SPRINGS,4
7,AR,SHERWOOD,4
8,AR,MORRILTON,4
9,MO,SIKESTON,4
10,OK,TAHLEQUAH,4
11,AR,MOUNTAIN HOME,4
12,OK,CLAREMORE,4
13,MO,CARTHAGE,4
14,MO,LEBANON,4
15,MO,WEST PLAINS,4
16,AR,VAN BUREN,4
17,MO,NEOSHO,4
18,AR,NEWPORT,4
19,MO,POPLAR BLUFF,4
20,MO,CLINTON,4
21,MO,SAINT ROBERT,4
22,OK,PRYOR,4
23,LA,RUSTON,4
24,AR,JACKSONVILLE,4
25,MO,MEXICO,4
26,KS,LEAVENWORTH,4
27,MO,SALEM,4
28,OK,MIAMI,4
30,MO,DEXTER,4
31,OK,POTEAU,4
34,MO,NEVADA,4
35,KS,MANHATTAN,4
36,AR,PARAGOULD,4
37,MO,FARMINGTON,4
39,KS,FORT SCOTT,4
41,OK,BARTLESVILLE,4
42,KS,COFFEYVILLE,4
43,KS,JUNCTION CITY,4
44,MO,ELDON,4
45,AR,JONESBORO,4
46,MO,BOLIVAR,4
47,OK,SALLISAW,4
48,MO,MONETT,4
49,OK,HUGO,4
50,OK,VINITA,4
51,MO,FULTON,4
52,AR,HOT SPRINGS,4
54,AR,SPRINGDALE,4
