Store no.,Returns volume number,Returns volume,Avg units Per day ,DotCom Units Per Day ,Marketplace Total  ,Marketplace Per Day,NPS ,Wait Time 
2274,29017,High,382,38,790,10,56,6.26
2352,20822,Medium,274,22,502,7,80,4.58
3088,16054,Low,211,17,377,5,43,9.37
3102,11961,Low,157,13,277,4,43,5.03
3209,26291,High,346,40,697,9,31,7.29
3624,22462,Medium,296,34,524,7,52,4.66
5976,22355,Medium,294,23,620,8,47,8.69
810,22785,Medium,300,26,603,8,43,8.10
886,17008,Low,224,15,394,5,58,7.64
1005,15235,Low,200,18,399,5,76,4.00
1152,15712,Low,207,31,279,4,52,4.28
1332,13796,Low,182,13,257,3,35,9.18
1361,19497,Medium,257,24,534,7,19,8.36
1526,9210,Low,121,7,173,2,83,6.25
1546,7040,Low,93,3,147,2,100,4.45
1625,13699,Low,180,16,317,4,62,3.41
2714,11802,Low,155,10,251,3,29,7.50
3590,19867,Medium,261,20,393,5,56,6.41
1542,19553,Medium,257,22,616,8,70,4.27
1936,13458,Low,177,12,348,5,58,6.24
2079,19716,Medium,259,25,542,7,63,6.69
2100,13395,Low,176,11,293,4,36,16.28
2338,24349,Medium,320,30,1066,14,58,6.53
2358,18127,Medium,239,21,578,8,53,6.37
2417,15031,Low,198,13,477,6,52,7.90
2434,21072,Medium,277,22,468,6,63,5.47
2522,17408,Low,229,16,525,7,69,5.93
2545,18502,Medium,243,17,487,6,55,7.16
802,14936,Low,197,14,326,4,50,7.96
933,9367,Low,123,10,260,3,19,7.19
958,15327,Low,202,14,288,4,65,3.76
1490,28917,High,380,33,783,10,62,7.53
1740,17489,Low,230,15,477,6,49,6.31
1955,20643,Medium,272,23,598,8,45,5.81
2532,17142,Low,226,14,370,5,31,7.18
3837,18753,Medium,247,26,535,7,59,5.36
5044,7066,Low,93,7,145,2,50,7.11
5398,13532,Low,178,8,278,4,26,6.55
882,11803,Low,155,8,240,3,83,6.68
913,17074,Low,225,16,353,5,68,5.92
982,14369,Low,189,14,229,3,35,7.66
1020,12629,Low,166,12,267,4,82,5.39
1038,6866,Low,90,5,124,2,44,5.67
1657,16509,Low,217,12,323,4,47,5.77
1971,31688,High,417,48,841,11,39,7.70
2812,26588,High,350,32,762,10,65,6.76
3534,13440,Low,177,17,332,4,53,4.99
4257,16407,Low,216,13,342,5,50,9.81
1167,24286,Medium,320,28,778,10,44,8.33
1394,24803,Medium,326,27,696,9,44,6.43
1551,18350,Medium,241,17,591,8,43,7.24
1571,19639,Medium,258,25,571,8,66,4.98
2668,24731,Medium,325,22,690,9,49,6.44
2828,18039,Medium,237,12,309,4,45,11.17
3488,16781,Low,221,17,419,6,60,7.04
4677,20585,Medium,271,24,657,9,64,9.97
5667,16145,Low,212,14,479,6,56,10.67
5668,14933,Low,196,19,598,8,50,5.48
1365,17842,Medium,235,16,516,7,50,6.34
1446,17724,Medium,233,22,457,6,69,6.50
1672,9631,Low,127,8,219,3,70,6.89
1819,17720,Medium,233,17,374,5,71,6.04
2192,16713,Low,220,28,425,6,67,4.60
2421,15120,Low,199,13,359,5,57,4.41
3245,8956,Low,118,8,144,2,26,8.52
4281,6980,Low,92,5,137,2,69,5.90
5432,16837,Low,222,18,398,5,65,3.92
5444,8876,Low,117,7,210,3,56,4.77
847,11751,Low,155,11,254,3,50,5.58
965,14111,Low,186,12,299,4,73,5.36
971,9143,Low,120,6,157,2,57,4.06
979,9792,Low,129,10,172,2,75,8.00
1007,11282,Low,148,10,210,3,63,4.11
1277,10246,Low,135,8,159,2,0,3.89
1669,31117,High,409,34,1002,13,50,6.51
1679,34074,High,448,40,811,11,50,6.04
5127,17390,Low,229,17,383,5,41,3.47
5373,28487,High,375,35,806,11,45,5.69
5397,18125,Medium,238,14,353,5,53,7.23
1202,24228,Medium,319,23,571,8,60,6.57
1316,11492,Low,151,8,303,4,55,6.63
1430,27886,High,367,32,756,10,47,5.77
1449,21884,Medium,288,25,621,8,38,5.01
1471,8589,Low,113,6,219,3,27,7.47
1727,8680,Low,114,7,192,3,86,4.33
1828,28999,High,382,30,826,11,56,5.28
1982,31066,High,409,38,907,12,62,4.75
2509,9249,Low,122,9,227,3,63,6.94
2958,36367,High,479,48,1196,16,63,6.49
2986,23121,Medium,304,25,689,9,47,5.59
1366,10790,Low,142,10,286,4,50,4.64
1453,34353,High,452,41,1140,15,55,5.73
1908,24393,Medium,321,32,768,10,41,8.68
1931,19155,Medium,252,18,548,7,50,5.01
2127,29843,High,393,45,1004,13,45,8.61
2271,17673,Medium,233,12,405,5,53,6.82
2510,12796,Low,168,10,300,4,69,7.29
2813,24721,Medium,325,25,634,8,76,4.52
3268,9995,Low,132,8,260,3,65,4.98
3643,9414,Low,124,6,238,3,72,6.28
5090,26209,High,345,40,875,12,71,3.74
1138,25248,Medium,332,31,1072,14,61,6.49
1176,14539,Low,191,18,411,5,40,10.47
1267,23812,Medium,313,29,770,10,47,6.87
1274,6594,Low,87,5,114,2,67,4.04
1305,25129,Medium,331,27,703,9,38,5.94
1396,17616,Medium,232,16,458,6,39,7.61
1799,16798,Low,221,18,394,5,53,5.36
2335,17681,Medium,233,18,496,7,19,10.94
3505,12680,Low,167,11,355,5,57,5.52
3857,15553,Low,205,18,410,5,14,8.06
910,20559,Medium,271,18,430,6,43,5.12
1515,24792,Medium,326,32,828,11,37,5.39
1635,20656,Medium,272,28,588,8,62,6.91
1678,19105,Medium,251,29,688,9,44,6.33
1776,18399,Medium,242,18,396,5,64,5.94
3247,16014,Low,211,16,374,5,39,9.77
3322,24083,Medium,317,31,831,11,47,5.72
3499,10782,Low,142,11,257,3,82,4.44
5438,23620,Medium,311,29,780,10,40,8.37
5669,17268,Low,227,11,406,5,21,7.30
1012,19257,Medium,253,22,578,8,60,4.80
1276,22011,Medium,290,25,483,6,67,6.28
1643,29057,High,382,38,888,12,55,6.31
1650,16340,Low,215,22,551,7,63,5.04
2452,16771,Low,221,12,392,5,20,7.54
2658,25271,Medium,333,27,755,10,54,8.35
3324,15262,Low,201,16,366,5,37,7.63
3497,14085,Low,185,15,311,4,76,4.06
5463,18259,Medium,240,23,406,5,61,6.29
6394,13849,Low,182,12,364,5,33,7.58
984,32434,High,427,42,916,12,41,11.69
1492,19148,Medium,252,12,471,6,42,7.70
1689,26283,High,346,24,660,9,47,11.16
2892,36791,High,484,52,1126,15,39,7.43
3313,21192,Medium,279,23,379,5,49,6.64
4639,8935,Low,118,7,155,2,69,4.68
5137,31883,High,420,47,873,11,63,6.63
5334,29948,High,394,21,237,3,19,11.19
924,12176,Low,160,11,181,2,56,5.48
953,29165,High,384,26,615,8,63,9.12
980,20243,Medium,266,13,324,4,70,6.41
1008,20770,Medium,273,22,420,6,64,7.85
2729,24393,Medium,321,20,510,7,67,5.37
3177,15858,Low,209,19,527,7,50,7.24
4599,27970,High,368,38,743,10,46,5.16
5033,12771,Low,168,7,179,2,76,10.36
5051,28220,High,371,29,488,6,41,7.40
905,21590,Medium,284,23,559,7,59,5.88
1045,27444,High,361,26,643,8,59,6.39
1231,27561,High,363,20,607,8,57,6.21
1659,22259,Medium,293,23,502,7,78,6.94
3867,27568,High,363,28,626,8,59,6.73
4288,27338,High,360,27,656,9,68,4.10
4567,27808,High,366,34,694,9,53,6.16
5341,16524,Low,217,19,428,6,61,6.97
5370,20206,Medium,266,17,383,5,57,5.01
1252,34940,High,460,54,1434,19,48,7.48
1308,22775,Medium,300,29,810,11,42,5.81
2125,23159,Medium,305,13,346,5,31,7.65
2751,20869,Medium,275,16,207,3,38,6.04
3566,26283,High,346,20,549,7,43,9.88
4284,20408,Medium,269,14,443,6,59,5.23
5049,26287,High,346,29,784,10,51,7.46
5676,12199,Low,161,7,278,4,-12,12.14
921,17084,Low,225,7,142,2,67,5.00
986,12136,Low,160,8,157,2,74,7.23
1058,22976,Medium,302,22,431,6,60,4.48
1095,17109,Medium,225,9,218,3,63,6.20
1199,21703,Medium,286,12,211,3,35,13.45
1280,25425,Medium,335,17,537,7,44,5.95
1550,4937,Low,65,2,80,1,0,6.80
1808,10791,Low,142,4,125,2,57,8.42
4377,7341,Low,97,4,126,2,60,4.83
5099,33732,High,444,37,841,11,54,5.79
5232,13898,Low,183,12,232,3,52,6.18
5458,14114,Low,186,9,263,3,75,4.31
842,24492,Medium,322,16,410,5,63,6.09
962,8827,Low,116,5,154,2,44,17.43
1001,23112,Medium,304,15,381,5,64,3.99
1019,18677,Medium,246,17,337,4,58,14.39
1273,20559,Medium,271,20,491,6,38,9.97
1384,9553,Low,126,6,145,2,50,9.71
2672,7440,Low,98,3,111,1,22,5.21
3018,17127,Low,225,17,394,5,21,10.12
3382,18734,Medium,247,20,409,5,45,5.88
1200,23798,Medium,313,11,346,5,46,6.74
1434,23008,Medium,303,18,360,5,43,8.12
1896,33771,High,444,37,876,12,52,6.15
3227,30369,High,400,38,682,9,42,3.64
3582,28842,High,379,28,679,9,47,6.26
3805,13550,Low,178,15,269,4,78,5.27
4335,20152,Medium,265,23,483,6,57,6.79
5123,36676,High,483,46,803,11,57,6.84
1699,41352,High,544,61,1154,15,53,7.71
1708,35429,High,466,37,637,8,56,8.57
1888,36672,High,483,49,1075,14,43,5.86
2921,33092,High,435,47,786,10,42,8.84
3366,38298,High,504,66,1167,15,60,6.47
3454,21128,Medium,278,25,445,6,72,6.09
3789,18935,Medium,249,16,409,5,24,12.46
3848,22333,Medium,294,30,621,8,48,5.79
4208,16472,Low,217,26,561,7,19,10.94
4272,28792,High,379,38,622,8,51,4.49
5234,28611,High,376,36,854,11,45,7.57
1440,31015,High,408,41,762,10,74,5.44
1686,30556,High,402,30,593,8,39,11.30
2207,24255,Medium,319,40,630,8,55,9.56
2307,37625,High,495,58,953,13,45,7.16
3232,29985,High,395,37,788,10,37,5.70
3568,25277,Medium,333,25,484,6,55,9.44
3589,23472,Medium,309,17,434,6,59,8.85
3620,40513,High,533,64,1228,16,45,9.83
5233,23564,Medium,310,28,562,7,29,10.47
5235,28714,High,378,38,647,9,66,7.82
5350,21807,Medium,287,26,506,7,65,6.97
5763,32192,High,424,52,873,11,55,8.65
1572,20866,Medium,275,23,391,5,55,6.71
1768,33909,High,446,45,831,11,40,8.57
1827,16053,Low,211,20,364,5,36,8.39
2511,47778,High,629,81,1254,17,47,9.54
3208,28978,High,381,50,575,8,35,6.42
4068,36499,High,480,48,636,8,34,5.57
4438,46289,High,609,85,1283,17,60,7.46
4689,21739,Medium,286,38,634,8,47,5.19
4696,13707,Low,180,12,287,4,41,7.44
5167,28262,High,372,36,618,8,66,5.05
5270,37426,High,492,53,890,12,41,7.41
2223,24746,Medium,326,20,555,7,52,9.16
2293,13019,Low,171,13,250,3,54,5.83
2752,11080,Low,146,5,168,2,-29,19.40
3533,25851,Medium,340,22,446,6,33,12.89
3824,27629,High,364,18,367,5,58,6.83
4734,19675,Medium,259,22,462,6,34,7.12
5957,20011,Medium,263,15,457,6,55,7.05
1616,8767,Low,115,6,129,2,82,3.76
2106,13413,Low,176,7,186,2,29,10.36
2189,18755,Medium,247,20,366,5,42,11.22
2453,13384,Low,176,12,214,3,24,10.58
3254,23812,Medium,313,22,488,6,50,8.29
3277,23575,Medium,310,30,516,7,44,9.51
3729,23612,Medium,311,25,565,7,59,7.74
4239,13945,Low,183,18,313,4,47,8.55
4370,12347,Low,162,8,242,3,41,5.25
1951,20860,Medium,274,25,414,5,55,6.60
2508,29495,High,388,36,781,10,40,9.47
2617,8767,Low,115,6,166,2,80,7.85
2780,29863,High,393,30,349,5,57,7.82
2781,31245,High,411,32,602,8,39,8.50
2861,20519,Medium,270,22,513,7,51,6.56
2862,31725,High,417,41,806,11,51,6.81
3093,26204,High,345,35,711,9,58,7.99
3739,24044,Medium,316,25,527,7,29,8.71
5841,33898,High,446,48,885,12,58,7.50
1878,31033,High,408,46,700,9,76,5.66
1900,17624,Medium,232,17,375,5,87,8.15
1902,41561,High,547,68,1166,15,56,7.47
1905,15334,Low,202,13,338,4,69,5.69
1995,32154,High,423,38,733,10,55,5.76
2402,16110,Low,212,16,256,3,44,9.79
2782,12789,Low,168,10,257,3,61,3.31
2831,9826,Low,129,9,181,2,36,7.12
3897,29822,High,392,37,778,10,49,6.25
5494,27096,High,357,36,636,8,55,4.99
1587,27906,High,367,31,749,10,74,6.30
1840,29447,High,387,36,930,12,44,8.47
1963,34100,High,449,35,774,10,57,5.76
1983,30250,High,398,33,822,11,56,8.24
2030,19185,Medium,252,22,486,6,36,9.74
2039,22492,Medium,296,22,283,4,65,9.52
5710,25709,Medium,338,35,770,10,51,8.86
5843,16748,Low,220,12,298,4,16,11.61
5890,17441,Low,229,20,705,9,58,6.48
2002,26500,High,349,31,560,7,55,7.44
2117,20894,Medium,275,20,462,6,39,7.33
2280,41078,High,541,92,2083,27,54,7.89
2458,18088,Medium,238,18,507,7,86,7.04
4488,17468,Low,230,20,616,8,52,5.69
5435,45357,High,597,54,1996,26,55,10.66
5751,21494,Medium,283,20,559,7,39,10.10
5766,12772,Low,168,18,514,7,51,7.69
5884,32921,High,433,68,2129,28,32,11.09
1554,35237,High,464,28,893,12,59,8.76
1615,22736,Medium,299,25,686,9,46,9.98
1651,20487,Medium,270,19,558,7,36,11.62
1755,28348,High,373,31,1089,14,40,13.01
2697,29645,High,390,40,1226,16,51,11.79
2925,15574,Low,205,16,509,7,52,11.71
3352,29704,High,391,38,853,11,63,6.98
3455,29581,High,389,37,1153,15,62,7.25
3493,31734,High,418,55,1321,17,48,7.13
1704,23960,Medium,315,27,682,9,56,8.70
1881,11632,Low,153,14,280,4,57,9.75
2048,20539,Medium,270,19,497,7,63,8.07
2190,18900,Medium,249,18,507,7,67,7.77
2598,26173,Medium,344,28,775,10,37,15.09
3652,28074,High,369,29,694,9,31,10.93
3708,18360,Medium,242,18,498,7,33,9.92
4393,20382,Medium,268,13,433,6,51,11.26
5139,16481,Low,217,17,336,4,37,6.29
1697,27035,High,356,31,932,12,63,5.98
1789,36099,High,475,46,1003,13,53,5.44
2054,14208,Low,187,16,363,5,61,6.82
2457,21091,Medium,278,26,661,9,29,9.87
2464,28952,High,381,36,796,10,71,6.96
2735,26084,High,343,20,531,7,37,8.13
3081,28838,High,379,29,843,11,57,7.70
5231,17457,Low,230,19,351,5,68,5.14
5848,23716,Medium,312,35,723,10,53,6.85
1648,18511,Medium,244,20,392,5,49,7.01
1760,33110,High,436,60,1295,17,52,6.32
1988,43515,High,573,73,1518,20,63,8.93
2418,17535,Medium,231,19,413,5,51,10.14
3408,15952,Low,210,14,336,4,51,7.29
3587,26997,High,355,36,921,12,41,8.48
3712,22370,Medium,294,26,621,8,36,11.77
4202,22213,Medium,292,32,736,10,45,6.49
4309,17274,Low,227,20,534,7,53,6.06
5192,23794,Medium,313,25,495,7,45,9.98
5864,14985,Low,197,12,315,4,50,7.17
1575,18930,Medium,249,17,420,6,40,8.44
1608,15595,Low,205,11,320,4,43,9.77
1903,26512,High,349,29,592,8,42,10.34
1979,13404,Low,176,8,304,4,64,5.03
2044,23026,Medium,303,23,675,9,48,12.32
2052,13097,Low,172,10,308,4,45,13.98
2053,7985,Low,105,5,146,2,42,7.06
2537,27217,High,358,34,851,11,49,8.50
2553,26861,High,353,29,836,11,51,7.42
5133,14019,Low,184,14,400,5,62,6.66
5136,23769,Medium,313,25,338,4,45,6.91
1630,8176,Low,108,5,169,2,59,8.50
1772,16356,Low,215,15,398,5,50,5.74
1834,27275,High,359,23,677,9,60,7.50
1880,17435,Low,229,15,407,5,64,9.88
1910,11858,Low,156,8,221,3,56,9.81
2069,20438,Medium,269,18,497,7,41,6.44
2320,8209,Low,108,8,205,3,73,4.16
2477,18899,Medium,249,16,515,7,48,8.18
5424,12836,Low,169,10,255,3,82,6.54
5629,9529,Low,125,9,321,4,51,8.68
5839,21665,Medium,285,24,544,7,57,5.52
1972,21509,Medium,283,30,658,9,26,12.51
2025,41818,High,550,60,1497,20,64,8.42
2031,37703,High,496,55,1367,18,45,12.14
2119,36446,High,480,71,2024,27,24,12.94
2161,41390,High,545,81,2260,30,52,9.15
2648,26326,Medium,346,33,1025,13,40,9.67
2989,28337,High,373,45,1056,14,48,9.85
5426,24649,Medium,324,41,1076,14,26,10.99
5434,32116,High,423,38,1157,15,35,9.46
1559,24774,Medium,326,21,667,9,41,9.60
1838,22079,Medium,291,19,581,8,44,6.83
2483,30837,High,406,40,755,10,73,5.97
2592,26471,High,348,24,736,10,48,8.02
2884,40531,High,533,51,1208,16,53,8.72
3350,23705,Medium,312,17,549,7,63,6.98
3351,45034,High,593,53,1107,15,63,5.81
3473,26043,High,343,16,574,8,35,13.53
3728,18824,Medium,248,12,401,5,39,9.47
1560,28377,High,373,18,445,6,53,6.98
1584,34894,High,459,26,866,11,51,7.22
2050,26421,High,348,24,658,9,52,12.58
2593,55990,High,737,61,1664,22,58,6.61
2838,43941,High,578,43,1087,14,46,8.08
4356,41733,High,549,41,939,12,57,7.92
4557,17888,Medium,235,10,322,4,58,7.55
5070,44929,High,591,53,1270,17,53,9.02
5101,20480,Medium,269,16,525,7,55,5.63
1438,31820,High,419,36,662,9,52,5.23
1439,41085,High,541,49,936,12,37,10.06
1442,8187,Low,108,5,58,1,56,6.27
1573,20777,Medium,273,13,279,4,44,9.00
2051,31198,High,411,24,741,10,53,6.68
2794,11891,Low,156,13,192,3,38,3.62
3220,31561,High,415,52,841,11,59,6.43
3847,20978,Medium,276,14,449,6,72,6.74
4678,19229,Medium,253,23,463,6,45,6.83
5168,13848,Low,182,13,233,3,47,3.20
2032,32671,High,430,35,948,12,55,8.73
2526,51225,High,674,83,2233,29,45,8.54
2568,38781,High,510,48,1636,22,56,5.43
2621,38131,High,502,55,1487,20,56,7.38
3087,14561,Low,192,11,319,4,46,7.56
3180,33607,High,442,36,1162,15,51,10.36
3650,23842,Medium,314,29,970,13,53,9.07
5152,38539,High,507,57,1899,25,53,11.05
1574,34031,High,448,31,792,10,43,9.03
1600,18580,Medium,244,17,310,4,56,7.44
1624,31896,High,420,31,922,12,62,9.95
1989,17663,Medium,232,22,492,6,53,11.59
2099,24704,Medium,325,28,731,10,60,6.77
2507,28475,High,375,35,966,13,48,8.61
2556,24470,Medium,322,40,873,11,58,7.96
2557,33300,High,438,49,971,13,39,14.03
4317,18165,Medium,239,19,457,6,33,6.37
5134,36550,High,481,51,707,9,40,7.90
1563,36382,High,479,36,902,12,43,8.90
1660,40994,High,539,37,1005,13,45,8.28
2297,34221,High,450,41,848,11,53,6.26
2950,27884,High,367,22,583,8,42,7.99
2951,25037,Medium,329,20,443,6,48,12.47
3523,47575,High,626,58,1383,18,56,7.61
5162,30969,High,407,41,872,11,39,11.63
5686,70412,High,926,118,3912,51,49,9.30
1583,26213,Medium,345,26,631,8,63,7.32
1815,35184,High,463,39,1000,13,59,8.04
2001,27464,High,361,21,14,0,73,6.57
2277,27886,High,367,30,777,10,52,9.67
2985,40657,High,535,59,1499,20,52,6.67
4238,17888,Medium,235,18,403,5,50,10.13
5337,46165,High,607,83,1701,22,71,6.62
5632,15684,Low,206,11,408,5,47,14.03
5701,15368,Low,202,11,232,3,69,7.16
2110,29961,High,394,23,683,9,61,7.43
2609,32429,High,427,36,1202,16,47,9.04
3477,35007,High,461,53,1387,18,48,9.70
4101,23863,Medium,314,30,645,8,53,12.56
4132,36959,High,486,52,1309,17,53,8.96
5072,45027,High,592,66,1777,23,53,8.85
5807,24882,Medium,327,20,624,8,61,7.36
5874,33608,High,442,66,2056,27,55,10.97
2126,46121,High,607,45,482,6,68,4.28
2308,18900,Medium,249,13,203,3,35,9.98
2314,26970,High,355,30,248,3,74,4.00
2321,29687,High,391,20,335,4,37,8.74
2473,32507,High,428,26,406,5,48,10.67
3290,46681,High,614,33,579,8,35,8.22
3478,73592,High,968,79,1055,14,56,7.35
3883,37719,High,496,41,582,8,58,9.45
5274,53627,High,706,57,637,8,50,5.76
2251,25190,Medium,331,36,1050,14,50,10.82
2292,19850,Medium,261,21,516,7,62,6.18
2401,42844,High,564,67,1535,20,56,7.64
2886,44140,High,581,47,1246,16,60,8.34
2948,25305,Medium,333,28,866,11,49,8.88
3522,40251,High,530,38,956,13,51,8.85
5154,55577,High,731,76,2377,31,53,9.02
5954,21858,Medium,288,32,794,10,53,12.17
1645,31219,High,411,43,819,11,41,5.93
1826,26054,High,343,31,623,8,50,8.51
1877,26495,Medium,349,27,738,10,71,6.91
1882,15030,Low,198,15,367,5,32,10.44
2536,23957,Medium,315,23,496,7,58,9.53
5215,17515,Low,230,14,408,5,67,9.63
5394,21399,Medium,282,16,401,5,28,9.89
5859,12517,Low,165,10,178,2,45,10.36
5956,21046,Medium,277,29,629,8,51,8.65
1175,14807,Low,195,10,285,4,64,9.61
1230,22952,Medium,302,18,547,7,51,7.48
1299,25256,Medium,332,17,502,7,58,7.65
1328,9809,Low,129,3,60,1,45,10.47
1369,15711,Low,207,11,295,4,79,4.54
1417,24290,Medium,320,17,406,5,53,8.06
3730,26575,High,350,25,592,8,57,7.41
4252,20179,Medium,266,15,318,4,46,5.27
4355,11431,Low,150,11,197,3,38,8.04
5303,23181,Medium,305,19,472,6,57,9.09
1364,25852,Medium,340,19,605,8,71,7.13
1370,24977,Medium,329,15,565,7,61,7.61
1474,30327,High,399,27,495,7,72,6.87
4203,16990,Low,224,11,321,4,42,12.43
4325,36764,High,484,33,881,12,68,5.95
4337,25995,High,342,17,315,4,80,7.47
4543,9964,Low,131,5,136,2,68,6.70
5342,36645,High,482,27,733,10,69,7.84
1588,39445,High,519,38,1319,17,36,8.33
1692,20560,Medium,271,25,535,7,36,10.84
1693,34356,High,452,54,1046,14,54,7.47
1879,18405,Medium,242,13,295,4,64,11.24
1914,29605,High,390,31,791,10,42,10.28
2333,21137,Medium,278,21,668,9,55,5.69
3276,24400,Medium,321,18,489,6,40,10.20
4340,28917,High,380,32,220,3,60,7.36
4392,24212,Medium,319,19,512,7,63,13.74
2150,41393,High,545,34,1053,14,75,7.78
2253,30099,High,396,33,869,11,67,7.96
2291,29098,High,383,21,140,2,58,9.29
3516,47319,High,623,49,1126,15,44,11.01
3947,33805,High,445,38,882,12,66,8.69
5023,38999,High,513,25,905,12,47,8.74
5305,39985,High,526,24,734,10,42,13.85
5938,18300,Medium,241,16,499,7,45,4.62
1700,43219,High,569,65,1706,22,41,12.24
1917,36085,High,475,40,970,13,76,11.24
2177,36543,High,481,46,1142,15,62,5.75
2479,38653,High,509,37,1161,15,57,8.99
3494,33583,High,442,34,1052,14,55,8.37
5140,40773,High,536,48,1368,18,55,6.49
5338,47244,High,622,70,1703,22,49,9.30
5886,27845,High,366,49,1166,15,51,8.25
5996,22346,Medium,294,23,484,6,49,7.36
2077,33389,High,439,37,926,12,53,8.84
2094,25852,Medium,340,27,671,9,61,7.31
2245,32917,High,433,38,773,10,57,6.72
2494,27096,High,357,29,710,9,59,7.72
2527,28624,High,377,34,804,11,49,8.55
2708,51016,High,671,65,1295,17,50,7.92
2952,54067,High,711,75,1892,25,63,7.20
5075,27446,High,361,32,744,10,54,9.85
1747,31168,High,410,24,687,9,64,11.45
1853,40524,High,533,31,929,12,53,10.40
1899,34638,High,456,41,1101,14,54,8.67
1912,30581,High,402,35,1003,13,45,13.13
2028,36213,High,476,36,1107,15,52,9.84
2842,37248,High,490,48,1202,16,44,8.64
5193,32867,High,432,36,825,11,34,7.77
5425,35450,High,466,24,698,9,59,7.57
1756,29192,High,384,30,961,13,53,9.00
1862,32161,High,423,33,630,8,55,8.36
1922,37497,High,493,53,1521,20,37,13.04
1941,35746,High,470,58,1295,17,49,10.23
1992,29205,High,384,38,1012,13,61,6.35
2288,17995,Medium,237,18,403,5,73,10.52
3464,51716,High,680,71,1675,22,49,7.74
3796,35480,High,467,35,850,11,46,6.92
1555,47643,High,627,52,1106,15,57,7.44
1805,41407,High,545,39,872,11,60,7.61
1832,33111,High,436,24,710,9,38,7.24
1859,44691,High,588,36,908,12,55,5.32
1915,22784,Medium,300,20,519,7,62,5.43
2181,25448,Medium,335,20,498,7,45,9.43
5096,33156,High,436,31,944,12,57,9.67
5156,35522,High,467,37,957,13,62,8.33
5335,20958,Medium,276,18,353,5,60,5.45
2082,33328,High,439,44,756,10,34,8.33
2242,26638,High,350,27,751,10,50,9.94
2523,39770,High,523,63,1183,16,49,9.31
2546,42716,High,562,67,1592,21,54,6.21
3248,36370,High,479,44,1148,15,54,7.41
5032,28999,High,382,38,845,11,60,6.12
5641,19051,Medium,251,25,592,8,48,6.66
5930,23023,Medium,303,21,701,9,71,6.94
2206,54525,High,717,68,2019,27,54,9.42
2218,45335,High,597,72,1632,21,62,8.71
2495,30834,High,406,44,1338,18,40,11.05
2517,34044,High,448,40,1045,14,49,11.16
2636,43152,High,568,66,1618,21,53,11.15
4171,22299,Medium,293,32,831,11,33,11.42
5644,48823,High,642,93,2314,30,44,12.79
998,2082,Medium,27,7,107,1,33,12.67
2425,1821,Medium,24,5,88,1,100,4.33
2442,2023,Medium,27,9,115,2,50,9.00
4198,2665,High,35,10,151,2,0,10.75
5149,1396,Low,18,5,93,1,63,8.83
5207,2602,High,34,6,77,1,25,4.17
5308,1667,Low,22,2,4,0,75,3.25
5372,1127,Low,15,2,17,0,-100,0.00
5421,1644,Low,22,3,62,1,100,2.40
5427,2055,Medium,27,6,98,1,11,9.92
5452,1408,Low,19,4,10,0,83,7.00
6172,1568,Low,21,3,54,1,50,10.00
6500,2438,High,32,5,161,2,-33,9.33
3110,2154,Medium,28,2,26,0,25,28.00
4053,1576,Low,21,1,12,0,50,10.00
4054,715,Low,9,1,5,0,0,5.00
4413,2482,High,33,5,160,2,86,4.33
4607,1586,Low,21,5,125,2,100,5.83
5408,1455,Low,19,1,30,0,0,0.00
5695,1913,Medium,25,6,173,2,0,7.75
5697,1022,Low,13,2,50,1,0,0.00
5767,1540,Low,20,5,128,2,100,5.80
5804,1258,Low,17,3,64,1,100,18.67
6390,1011,Low,13,1,10,0,0,0.00
6470,1176,Low,15,2,25,0,100,5.00
2840,1598,Low,21,1,36,0,0,0.00
3646,1545,Low,20,8,105,1,0,4.00
3713,1612,Low,21,4,14,0,50,23.33
3724,2000,Medium,26,1,27,0,-100,5.00
3899,1623,Low,21,2,9,0,0,0.00
4519,1121,Low,15,2,26,0,100,5.00
4525,1151,Low,15,2,33,0,0,0.00
4530,1785,Medium,23,1,60,1,50,3.33
5279,2385,High,31,10,215,3,44,12.67
5291,1929,Medium,25,3,19,0,100,4.20
5378,1781,Medium,23,2,30,0,-25,8.50
6174,1922,Medium,25,5,42,1,-50,24.67
2328,1753,Medium,23,5,141,2,14,3.00
2465,1839,Medium,24,1,76,1,100,3.00
2699,1713,Medium,23,4,104,1,33,5.40
2731,1103,Low,15,0,3,0,100,0.00
3338,1868,Medium,25,4,110,1,60,11.33
3628,2495,High,33,10,173,2,0,5.00
4145,2100,Medium,28,4,68,1,0,20.00
4206,1826,Medium,24,5,85,1,43,17.00
4443,2899,High,38,17,256,3,71,12.08
4445,1797,Medium,24,7,124,2,0,4.67
4452,1969,Medium,26,5,113,1,-33,5.67
5371,1833,Medium,24,7,144,2,86,11.00
5813,1663,Low,22,4,10,0,0,16.00
7339,1222,Low,16,3,49,1,0,0.00
3603,2044,Medium,27,10,172,2,67,8.73
3605,2079,Medium,27,8,131,2,80,10.67
3614,1672,Low,22,2,17,0,-50,23.67
3622,2092,Medium,28,4,81,1,50,15.00
3959,1341,Low,18,4,69,1,75,5.00
4524,1126,Low,15,1,2,0,100,10.00
5135,1184,Low,16,3,26,0,-100,30.00
5183,1956,Medium,26,8,165,2,57,2.79
5297,2862,High,38,13,328,4,77,14.73
5467,1188,Low,16,2,51,1,0,24.00
5734,2080,Medium,27,3,69,1,100,3.33
5908,1473,Low,19,3,118,2,25,6.67
