Store Nbr,EG Ship Qty,LoCo Ship Qty,Total Qty,,,,,,,
988,52,0,52,,,,,,,
989,8,0,8,,,,,,,
990,28,0,28,,,,,,,
991,28,0,28,,,,,,,
992,6,18,24,,,,,,,
993,6,0,6,,,,,,,
994,44,0,44,,,,,,,
995,12,0,12,,,,,,,
996,6,9,15,,,,,,,
998,0,0,0,,,,,,,
999,8,0,8,,,,,,,
1000,6,0,6,,,,,,,
1001,24,0,24,,,,,,,
1002,6,0,6,,,,,,,
1003,10,0,10,,,,,,,
1004,32,0,32,,,,,,,
1005,6,0,6,,,,,,,
1006,20,0,20,,,,,,,
1007,0,0,0,,,,,,,
1008,10,0,10,,,,,,,
1009,12,18,30,,,,,,,
1010,90,0,90,,,,,,,
1011,72,0,72,,,,,,,
1012,0,0,0,,,,,,,
1013,6,0,6,,,,,,,
1014,10,0,10,,,,,,,
1015,28,0,28,,,,,,,
1016,6,0,6,,,,,,,
1017,36,0,36,,,,,,,
1018,12,0,12,,,,,,,
1019,20,0,20,,,,,,,
1020,0,0,0,,,,,,,
1021,6,0,6,,,,,,,
1022,10,0,10,,,,,,,
1023,8,0,8,,,,,,,
1024,32,0,32,,,,,,,
1025,24,0,24,,,,,,,
1026,12,18,30,,,,,,,
1027,22,0,22,,,,,,,
1028,12,0,12,,,,,,,
1029,18,0,18,,,,,,,
1030,34,0,34,,,,,,,
1032,68,0,68,,,,,,,
1033,16,0,16,,,,,,,
1034,22,0,22,,,,,,,
1035,44,0,44,,,,,,,
1036,28,0,28,,,,,,,
1037,124,0,124,,,,,,,
1038,0,0,0,,,,,,,
1039,24,0,24,,,,,,,
1040,28,0,28,,,,,,,
1041,12,0,12,,,,,,,
1042,20,0,20,,,,,,,
1043,10,0,10,,,,,,,
1044,16,0,16,,,,,,,
1045,16,0,16,,,,,,,
1046,8,9,17,,,,,,,
1047,32,0,32,,,,,,,
1048,10,0,10,,,,,,,
1051,8,0,8,,,,,,,
1052,10,0,10,,,,,,,
1053,0,27,27,,,,,,,
1054,0,0,0,,,,,,,
1055,12,0,12,,,,,,,
1056,8,0,8,,,,,,,
1058,10,0,10,,,,,,,
1059,20,0,20,,,,,,,
1060,8,0,8,,,,,,,
1061,32,0,32,,,,,,,
1062,14,0,14,,,,,,,
1063,8,0,8,,,,,,,
1064,6,0,6,,,,,,,
1065,12,0,12,,,,,,,
1066,28,0,28,,,,,,,
1067,0,0,0,,,,,,,
1068,16,0,16,,,,,,,
1069,6,0,6,,,,,,,
1070,10,18,28,,,,,,,
1071,24,0,24,,,,,,,
1072,44,0,44,,,,,,,
1073,16,9,25,,,,,,,
1074,32,0,32,,,,,,,
1075,40,0,40,,,,,,,
1076,44,0,44,,,,,,,
1077,12,0,12,,,,,,,
1078,0,0,0,,,,,,,
1079,24,0,24,,,,,,,
1080,12,0,12,,,,,,,
1081,20,0,20,,,,,,,
1082,32,0,32,,,,,,,
1083,60,0,60,,,,,,,
1084,10,0,10,,,,,,,
1085,24,0,24,,,,,,,
1086,32,0,32,,,,,,,
1087,32,0,32,,,,,,,
1088,12,0,12,,,,,,,
1089,10,0,10,,,,,,,
1090,44,0,44,,,,,,,
1091,52,0,52,,,,,,,
1093,10,0,10,,,,,,,
1094,12,0,12,,,,,,,
1095,8,9,17,,,,,,,
1096,12,0,12,,,,,,,
1097,22,0,22,,,,,,,
1098,24,0,24,,,,,,,
1099,12,0,12,,,,,,,
1100,8,9,17,,,,,,,
1101,12,0,12,,,,,,,
1102,12,18,30,,,,,,,
1103,16,0,16,,,,,,,
1104,52,0,52,,,,,,,
1105,8,0,8,,,,,,,
1106,12,0,12,,,,,,,
1107,6,0,6,,,,,,,
1108,12,0,12,,,,,,,
1109,8,0,8,,,,,,,
1110,0,0,0,,,,,,,
1111,12,0,12,,,,,,,
1112,20,0,20,,,,,,,
1113,10,18,28,,,,,,,
1114,6,18,24,,,,,,,
1115,10,18,28,,,,,,,
1116,24,0,24,,,,,,,
1117,16,0,16,,,,,,,
1118,28,0,28,,,,,,,
1119,6,0,6,,,,,,,
1120,8,0,8,,,,,,,
1121,28,0,28,,,,,,,
1122,12,0,12,,,,,,,
1123,40,0,40,,,,,,,
1124,6,18,24,,,,,,,
1125,8,18,26,,,,,,,
1126,28,0,28,,,,,,,
1128,8,0,8,,,,,,,
1129,0,0,0,,,,,,,
1130,52,0,52,,,,,,,
1131,6,0,6,,,,,,,
1132,50,0,50,,,,,,,
1133,16,0,16,,,,,,,
1134,64,0,64,,,,,,,
1135,28,0,28,,,,,,,
1136,10,0,10,,,,,,,
1137,12,0,12,,,,,,,
1138,0,0,0,,,,,,,
1139,18,0,18,,,,,,,
1140,12,0,12,,,,,,,
1141,20,9,29,,,,,,,
1142,6,0,6,,,,,,,
1143,18,0,18,,,,,,,
1144,12,0,12,,,,,,,
1146,74,0,74,,,,,,,
1147,8,9,17,,,,,,,
1148,20,0,20,,,,,,,
1149,30,0,30,,,,,,,
1150,16,0,16,,,,,,,
1151,8,9,17,,,,,,,
1153,28,0,28,,,,,,,
1154,12,0,12,,,,,,,
1155,84,0,84,,,,,,,
1156,34,0,34,,,,,,,
1157,6,9,15,,,,,,,
1158,6,0,6,,,,,,,
1159,6,18,24,,,,,,,
1160,16,0,16,,,,,,,
1161,0,18,18,,,,,,,
1162,0,0,0,,,,,,,
1163,6,0,6,,,,,,,
1164,18,0,18,,,,,,,
1165,24,0,24,,,,,,,
1166,12,18,30,,,,,,,
1167,12,0,12,,,,,,,
1168,28,0,28,,,,,,,
1169,10,0,10,,,,,,,
1170,6,0,6,,,,,,,
1171,24,0,24,,,,,,,
1172,20,0,20,,,,,,,
1173,24,0,24,,,,,,,
1174,20,0,20,,,,,,,
1175,8,0,8,,,,,,,
1177,12,0,12,,,,,,,
1178,12,0,12,,,,,,,
1179,18,0,18,,,,,,,
1180,0,27,27,,,,,,,
1181,16,0,16,,,,,,,
1182,24,0,24,,,,,,,
1183,26,0,26,,,,,,,
1184,36,0,36,,,,,,,
1185,8,0,8,,,,,,,
1186,24,0,24,,,,,,,
1187,8,18,26,,,,,,,
1188,12,0,12,,,,,,,
1189,0,9,9,,,,,,,
1190,6,0,6,,,,,,,
1191,12,18,30,,,,,,,
1192,20,0,20,,,,,,,
1193,24,0,24,,,,,,,
1194,14,9,23,,,,,,,
1195,30,0,30,,,,,,,
1196,12,0,12,,,,,,,
1197,40,0,40,,,,,,,
1198,12,0,12,,,,,,,
1199,6,18,24,,,,,,,
1200,16,0,16,,,,,,,
1201,24,0,24,,,,,,,
1202,8,0,8,,,,,,,
1203,32,0,32,,,,,,,
1204,6,0,6,,,,,,,
1205,48,0,48,,,,,,,
1206,6,0,6,,,,,,,
1207,52,0,52,,,,,,,
1209,16,0,16,,,,,,,
1210,12,18,30,,,,,,,
1211,0,0,0,,,,,,,
1212,30,0,30,,,,,,,
1213,36,0,36,,,,,,,
1214,0,18,18,,,,,,,
1215,20,0,20,,,,,,,
1216,8,0,8,,,,,,,
1217,12,18,30,,,,,,,
1218,24,0,24,,,,,,,
1219,20,0,20,,,,,,,
1220,32,0,32,,,,,,,
1221,12,0,12,,,,,,,
1222,36,0,36,,,,,,,
1223,28,0,28,,,,,,,
1224,28,0,28,,,,,,,
1225,28,0,28,,,,,,,
1226,8,18,26,,,,,,,
1227,68,0,68,,,,,,,
1228,16,0,16,,,,,,,
1229,12,18,30,,,,,,,
1230,12,9,21,,,,,,,
1231,16,0,16,,,,,,,
1232,16,0,16,,,,,,,
1233,8,0,8,,,,,,,
1234,8,9,17,,,,,,,
1235,6,0,6,,,,,,,
1236,28,0,28,,,,,,,
1237,34,0,34,,,,,,,
1238,36,0,36,,,,,,,
1239,8,0,8,,,,,,,
1240,40,0,40,,,,,,,
1241,16,0,16,,,,,,,
1242,28,0,28,,,,,,,
1243,12,0,12,,,,,,,
1244,32,0,32,,,,,,,
1245,28,0,28,,,,,,,
1247,10,0,10,,,,,,,
1248,30,0,30,,,,,,,
1249,16,9,25,,,,,,,
1252,10,0,10,,,,,,,
1253,6,0,6,,,,,,,
1254,24,0,24,,,,,,,
1255,30,0,30,,,,,,,
1256,16,0,16,,,,,,,
1257,6,0,6,,,,,,,
1259,10,0,10,,,,,,,
1260,20,0,20,,,,,,,
1261,48,0,48,,,,,,,
1263,6,0,6,,,,,,,
1264,18,0,18,,,,,,,
1265,0,0,0,,,,,,,
1266,6,0,6,,,,,,,
1267,0,0,0,,,,,,,
1268,30,0,30,,,,,,,
1270,70,0,70,,,,,,,
1271,30,0,30,,,,,,,
1272,16,9,25,,,,,,,
1273,56,0,56,,,,,,,
1275,6,0,6,,,,,,,
1276,0,0,0,,,,,,,
1277,0,9,9,,,,,,,
1279,20,0,20,,,,,,,
1280,10,0,10,,,,,,,
1281,24,0,24,,,,,,,
1282,6,0,6,,,,,,,
1283,52,0,52,,,,,,,
1284,48,0,48,,,,,,,
1285,8,0,8,,,,,,,
1286,48,0,48,,,,,,,
1287,16,9,25,,,,,,,
1288,28,0,28,,,,,,,
1289,6,9,15,,,,,,,
1290,16,9,25,,,,,,,
1291,16,0,16,,,,,,,
1292,10,0,10,,,,,,,
1293,72,0,72,,,,,,,
1294,16,0,16,,,,,,,
1295,8,9,17,,,,,,,
1296,8,18,26,,,,,,,
1297,36,0,36,,,,,,,
1298,56,0,56,,,,,,,
1299,6,18,24,,,,,,,
1300,36,0,36,,,,,,,
1301,12,0,12,,,,,,,
1302,6,0,6,,,,,,,
1303,36,0,36,,,,,,,
1304,12,0,12,,,,,,,
1305,8,0,8,,,,,,,
1306,24,0,24,,,,,,,
1307,12,0,12,,,,,,,
1308,10,0,10,,,,,,,
1309,10,0,10,,,,,,,
1310,0,0,0,,,,,,,
1311,52,0,52,,,,,,,
1312,46,0,46,,,,,,,
1313,6,0,6,,,,,,,
1314,36,0,36,,,,,,,
1315,16,0,16,,,,,,,
1316,0,0,0,,,,,,,
1317,12,0,12,,,,,,,
1318,14,9,23,,,,,,,
1319,8,0,8,,,,,,,
1320,16,9,25,,,,,,,
1321,34,0,34,,,,,,,
1322,32,0,32,,,,,,,
1323,8,0,8,,,,,,,
1324,10,0,10,,,,,,,
1325,8,0,8,,,,,,,
1326,6,0,6,,,,,,,
1327,0,9,9,,,,,,,
1328,8,0,8,,,,,,,
1329,6,0,6,,,,,,,
1330,6,0,6,,,,,,,
1331,6,9,15,,,,,,,
1332,6,0,6,,,,,,,
1333,0,0,0,,,,,,,
1334,6,0,6,,,,,,,
1335,8,0,8,,,,,,,
1336,6,9,15,,,,,,,
1337,16,0,16,,,,,,,
1338,14,0,14,,,,,,,
1339,20,0,20,,,,,,,
1340,50,0,50,,,,,,,
1341,0,0,0,,,,,,,
1342,8,0,8,,,,,,,
1344,14,0,14,,,,,,,
1345,28,0,28,,,,,,,
1346,16,0,16,,,,,,,
1347,10,0,10,,,,,,,
1348,44,0,44,,,,,,,
1349,8,0,8,,,,,,,
1350,10,0,10,,,,,,,
1351,12,0,12,,,,,,,
1352,14,0,14,,,,,,,
1353,12,0,12,,,,,,,
1354,48,0,48,,,,,,,
1355,30,0,30,,,,,,,
1356,8,0,8,,,,,,,
1357,16,9,25,,,,,,,
1358,52,0,52,,,,,,,
1359,52,0,52,,,,,,,
1360,6,9,15,,,,,,,
1361,6,0,6,,,,,,,
1362,18,0,18,,,,,,,
1363,12,0,12,,,,,,,
1364,30,0,30,,,,,,,
1367,44,0,44,,,,,,,
1368,6,0,6,,,,,,,
1369,6,0,6,,,,,,,
1370,12,0,12,,,,,,,
1371,0,0,0,,,,,,,
1372,20,0,20,,,,,,,
1373,20,0,20,,,,,,,
1374,16,0,16,,,,,,,
1375,36,0,36,,,,,,,
1376,24,0,24,,,,,,,
1377,8,18,26,,,,,,,
1378,16,0,16,,,,,,,
1379,24,0,24,,,,,,,
1380,6,0,6,,,,,,,
1381,12,0,12,,,,,,,
1382,24,0,24,,,,,,,
1383,64,0,64,,,,,,,
1384,10,0,10,,,,,,,
1385,22,0,22,,,,,,,
1386,6,0,6,,,,,,,
1387,24,0,24,,,,,,,
1388,6,0,6,,,,,,,
1389,6,0,6,,,,,,,
1390,44,0,44,,,,,,,
1391,28,0,28,,,,,,,
1392,22,0,22,,,,,,,
1393,0,0,0,,,,,,,
1394,8,0,8,,,,,,,
1395,0,18,18,,,,,,,
1396,6,0,6,,,,,,,
1397,24,0,24,,,,,,,
1398,20,0,20,,,,,,,
1399,8,18,26,,,,,,,
1400,28,0,28,,,,,,,
1401,8,0,8,,,,,,,
1403,12,0,12,,,,,,,
1404,6,0,6,,,,,,,
1405,20,0,20,,,,,,,
1406,16,0,16,,,,,,,
1407,6,0,6,,,,,,,
1408,72,0,72,,,,,,,
1409,10,0,10,,,,,,,
1410,18,0,18,,,,,,,
1411,28,0,28,,,,,,,
1412,8,18,26,,,,,,,
1413,8,0,8,,,,,,,
1414,14,0,14,,,,,,,
1415,0,0,0,,,,,,,
1416,0,18,18,,,,,,,
1417,8,0,8,,,,,,,
1418,24,0,24,,,,,,,
1419,20,0,20,,,,,,,
1420,6,0,6,,,,,,,
1421,6,9,15,,,,,,,
1422,6,0,6,,,,,,,
1423,12,0,12,,,,,,,
1424,100,0,100,,,,,,,
1425,6,0,6,,,,,,,
1426,10,0,10,,,,,,,
1427,8,0,8,,,,,,,
1428,12,0,12,,,,,,,
1429,14,0,14,,,,,,,
1430,0,0,0,,,,,,,
1431,0,18,18,,,,,,,
1432,16,0,16,,,,,,,
1433,6,0,6,,,,,,,
1434,12,0,12,,,,,,,
1435,0,27,27,,,,,,,
1436,18,0,18,,,,,,,
1437,10,0,10,,,,,,,
1438,10,0,10,,,,,,,
1439,10,18,28,,,,,,,
1440,20,0,20,,,,,,,
1441,16,0,16,,,,,,,
1442,6,0,6,,,,,,,
1443,0,0,0,,,,,,,
1444,24,0,24,,,,,,,
1445,10,0,10,,,,,,,
1446,0,0,0,,,,,,,
1447,6,9,15,,,,,,,
1448,12,18,30,,,,,,,
1450,14,0,14,,,,,,,
1451,8,0,8,,,,,,,
1452,12,0,12,,,,,,,
1453,8,0,8,,,,,,,
1454,6,0,6,,,,,,,
1455,12,0,12,,,,,,,
1456,6,0,6,,,,,,,
1457,16,0,16,,,,,,,
1458,16,9,25,,,,,,,
1459,16,0,16,,,,,,,
1460,8,0,8,,,,,,,
1461,24,0,24,,,,,,,
1462,14,0,14,,,,,,,
1463,8,9,17,,,,,,,
1464,24,0,24,,,,,,,
1465,64,0,64,,,,,,,
1466,6,0,6,,,,,,,
1467,6,0,6,,,,,,,
1468,16,0,16,,,,,,,
1469,16,0,16,,,,,,,
1470,0,0,0,,,,,,,
1471,0,0,0,,,,,,,
1472,0,0,0,,,,,,,
1473,0,0,0,,,,,,,
1474,20,0,20,,,,,,,
1475,0,27,27,,,,,,,
1476,16,0,16,,,,,,,
1477,6,9,15,,,,,,,
1478,14,9,23,,,,,,,
1479,16,0,16,,,,,,,
1480,0,0,0,,,,,,,
1481,16,0,16,,,,,,,
1482,20,0,20,,,,,,,
1483,6,0,6,,,,,,,
1485,24,0,24,,,,,,,
1486,10,0,10,,,,,,,
1487,12,0,12,,,,,,,
1488,44,0,44,,,,,,,
1489,6,18,24,,,,,,,
1490,8,9,17,,,,,,,
1491,6,0,6,,,,,,,
1492,10,0,10,,,,,,,
1493,16,0,16,,,,,,,
1494,12,0,12,,,,,,,
1495,16,0,16,,,,,,,
1496,0,0,0,,,,,,,
1497,12,0,12,,,,,,,
1498,14,0,14,,,,,,,
1499,6,9,15,,,,,,,
1500,6,0,6,,,,,,,
1501,16,9,25,,,,,,,
1502,70,0,70,,,,,,,
1503,8,0,8,,,,,,,
1504,6,18,24,,,,,,,
1505,16,0,16,,,,,,,
1506,0,0,0,,,,,,,
1507,6,0,6,,,,,,,
1508,6,0,6,,,,,,,
1509,6,0,6,,,,,,,
1510,10,18,28,,,,,,,
1511,16,0,16,,,,,,,
1512,8,0,8,,,,,,,
1513,24,0,24,,,,,,,
1514,12,0,12,,,,,,,
1515,12,0,12,,,,,,,
1516,16,9,25,,,,,,,
1517,12,0,12,,,,,,,
1518,12,0,12,,,,,,,
1519,0,9,9,,,,,,,
1520,6,0,6,,,,,,,
1521,6,0,6,,,,,,,
1522,10,0,10,,,,,,,
1523,36,0,36,,,,,,,
1524,56,0,56,,,,,,,
1525,56,0,56,,,,,,,
1526,0,9,9,,,,,,,
1527,130,0,130,,,,,,,
1528,8,18,26,,,,,,,
1529,40,0,40,,,,,,,
1530,0,9,9,,,,,,,
1531,6,0,6,,,,,,,
1532,30,0,30,,,,,,,
1533,12,0,12,,,,,,,
1534,6,0,6,,,,,,,
1535,6,0,6,,,,,,,
1536,40,0,40,,,,,,,
1537,10,0,10,,,,,,,
1538,0,0,0,,,,,,,
1539,8,9,17,,,,,,,
1540,8,0,8,,,,,,,
1541,60,0,60,,,,,,,
1542,12,0,12,,,,,,,
1543,6,18,24,,,,,,,
1544,10,9,19,,,,,,,
1545,6,18,24,,,,,,,
1546,0,27,27,,,,,,,
1547,8,0,8,,,,,,,
1548,0,0,0,,,,,,,
1549,16,0,16,,,,,,,
1550,0,9,9,,,,,,,
1551,8,9,17,,,,,,,
1552,22,0,22,,,,,,,
1553,8,0,8,,,,,,,
1554,20,0,20,,,,,,,
1555,36,0,36,,,,,,,
1556,12,0,12,,,,,,,
1557,16,0,16,,,,,,,
1558,18,0,18,,,,,,,
1559,20,0,20,,,,,,,
1560,16,0,16,,,,,,,
1561,16,0,16,,,,,,,
1562,6,0,6,,,,,,,
1563,30,0,30,,,,,,,
1564,8,0,8,,,,,,,
1565,28,0,28,,,,,,,
1566,8,0,8,,,,,,,
1567,8,0,8,,,,,,,
1568,16,0,16,,,,,,,
1569,6,0,6,,,,,,,
1570,8,0,8,,,,,,,
1571,0,0,0,,,,,,,
1572,16,9,25,,,,,,,
1573,6,0,6,,,,,,,
1574,30,0,30,,,,,,,
1575,28,0,28,,,,,,,
1576,16,0,16,,,,,,,
1577,0,27,27,,,,,,,
1578,14,0,14,,,,,,,
1579,28,0,28,,,,,,,
1580,24,0,24,,,,,,,
1581,6,0,6,,,,,,,
1583,16,0,16,,,,,,,
1584,20,0,20,,,,,,,
1585,6,0,6,,,,,,,
1586,40,0,40,,,,,,,
1587,12,0,12,,,,,,,
1588,36,0,36,,,,,,,
1589,12,0,12,,,,,,,
1590,64,0,64,,,,,,,
1591,18,0,18,,,,,,,
1592,6,0,6,,,,,,,
1593,6,0,6,,,,,,,
1594,8,0,8,,,,,,,
1595,10,0,10,,,,,,,
1596,8,0,8,,,,,,,
1597,6,0,6,,,,,,,
1598,12,0,12,,,,,,,
1599,6,0,6,,,,,,,
1600,12,0,12,,,,,,,
1601,10,0,10,,,,,,,
1602,8,0,8,,,,,,,
1603,16,0,16,,,,,,,
1604,6,0,6,,,,,,,
1605,12,18,30,,,,,,,
1606,8,9,17,,,,,,,
1607,16,0,16,,,,,,,
1608,12,0,12,,,,,,,
1609,6,0,6,,,,,,,
1610,6,0,6,,,,,,,
1611,8,0,8,,,,,,,
1612,44,0,44,,,,,,,
1613,22,0,22,,,,,,,
1614,58,0,58,,,,,,,
1615,30,0,30,,,,,,,
1616,10,0,10,,,,,,,
1617,24,0,24,,,,,,,
1618,20,0,20,,,,,,,
1619,36,0,36,,,,,,,
1620,24,0,24,,,,,,,
1621,6,0,6,,,,,,,
1622,6,0,6,,,,,,,
1623,24,0,24,,,,,,,
1624,12,0,12,,,,,,,
1625,0,9,9,,,,,,,
1626,8,0,8,,,,,,,
1627,8,9,17,,,,,,,
1628,6,9,15,,,,,,,
1629,0,9,9,,,,,,,
1630,8,18,26,,,,,,,
1631,108,0,108,,,,,,,
1632,0,0,0,,,,,,,
1633,0,0,0,,,,,,,
1634,8,0,8,,,,,,,
1635,6,0,6,,,,,,,
1636,32,0,32,,,,,,,
1637,6,9,15,,,,,,,
1638,18,0,18,,,,,,,
1639,6,18,24,,,,,,,
1640,6,0,6,,,,,,,
1641,32,0,32,,,,,,,
1642,16,0,16,,,,,,,
1643,0,0,0,,,,,,,
1644,8,0,8,,,,,,,
1645,36,0,36,,,,,,,
1646,10,0,10,,,,,,,
1647,6,0,6,,,,,,,
1648,10,0,10,,,,,,,
1649,6,0,6,,,,,,,
1650,0,0,0,,,,,,,
1651,28,0,28,,,,,,,
1652,6,0,6,,,,,,,
1653,8,0,8,,,,,,,
1654,8,0,8,,,,,,,
1655,6,0,6,,,,,,,
1656,14,0,14,,,,,,,
1657,0,0,0,,,,,,,
1658,52,0,52,,,,,,,
1659,28,0,28,,,,,,,
1660,44,0,44,,,,,,,
1661,14,9,23,,,,,,,
1662,28,0,28,,,,,,,
1663,22,0,22,,,,,,,
1664,68,0,68,,,,,,,
1665,16,0,16,,,,,,,
1666,24,0,24,,,,,,,
1667,6,0,6,,,,,,,
1668,0,0,0,,,,,,,
1669,6,0,6,,,,,,,
1670,6,0,6,,,,,,,
1671,12,0,12,,,,,,,
1672,0,0,0,,,,,,,
1673,14,0,14,,,,,,,
1674,16,0,16,,,,,,,
1675,8,0,8,,,,,,,
1676,6,0,6,,,,,,,
1677,18,0,18,,,,,,,
1678,6,0,6,,,,,,,
1679,6,0,6,,,,,,,
1680,64,0,64,,,,,,,
1681,0,0,0,,,,,,,
1682,132,0,132,,,,,,,
1683,0,0,0,,,,,,,
1684,0,0,0,,,,,,,
1685,6,0,6,,,,,,,
1686,10,0,10,,,,,,,
1687,32,0,32,,,,,,,
1688,32,0,32,,,,,,,
1689,16,0,16,,,,,,,
1690,6,9,15,,,,,,,
1691,6,0,6,,,,,,,
1692,52,0,52,,,,,,,
1693,30,0,30,,,,,,,
1694,6,9,15,,,,,,,
1696,0,0,0,,,,,,,
1697,36,0,36,,,,,,,
1698,16,0,16,,,,,,,
1699,10,0,10,,,,,,,
1700,16,9,25,,,,,,,
1701,12,0,12,,,,,,,
1702,24,0,24,,,,,,,
1703,14,0,14,,,,,,,
1704,16,0,16,,,,,,,
1705,10,0,10,,,,,,,
1707,12,18,30,,,,,,,
1708,10,18,28,,,,,,,
1709,12,0,12,,,,,,,
1710,30,0,30,,,,,,,
1711,12,0,12,,,,,,,
1712,8,0,8,,,,,,,
1713,0,9,9,,,,,,,
1714,8,0,8,,,,,,,
1715,28,0,28,,,,,,,
1716,48,0,48,,,,,,,
1717,40,0,40,,,,,,,
1718,8,9,17,,,,,,,
1719,6,0,6,,,,,,,
1720,52,0,52,,,,,,,
1721,0,0,0,,,,,,,
1722,0,0,0,,,,,,,
1723,8,0,8,,,,,,,
1724,6,0,6,,,,,,,
1726,8,0,8,,,,,,,
1727,6,0,6,,,,,,,
1728,10,0,10,,,,,,,
1729,6,0,6,,,,,,,
1730,8,0,8,,,,,,,
1731,6,0,6,,,,,,,
1732,0,9,9,,,,,,,
1733,12,0,12,,,,,,,
1734,6,0,6,,,,,,,
1735,0,0,0,,,,,,,
1736,18,0,18,,,,,,,
1737,6,0,6,,,,,,,
1738,0,0,0,,,,,,,
1739,36,0,36,,,,,,,
1740,0,27,27,,,,,,,
1741,24,0,24,,,,,,,
1742,32,0,32,,,,,,,
1743,14,0,14,,,,,,,
1744,16,0,16,,,,,,,
1745,16,0,16,,,,,,,
1746,16,9,25,,,,,,,
1747,16,0,16,,,,,,,
1748,52,0,52,,,,,,,
1749,10,0,10,,,,,,,
1750,18,0,18,,,,,,,
1751,12,0,12,,,,,,,
1752,8,0,8,,,,,,,
1753,12,0,12,,,,,,,
1754,6,0,6,,,,,,,
1755,20,0,20,,,,,,,
1756,20,0,20,,,,,,,
1758,6,0,6,,,,,,,
1759,24,0,24,,,,,,,
1760,4,9,13,,,,,,,
1761,8,18,26,,,,,,,
1762,14,0,14,,,,,,,
1763,6,0,6,,,,,,,
1764,6,18,24,,,,,,,
1765,6,0,6,,,,,,,
1766,10,0,10,,,,,,,
1767,60,0,60,,,,,,,
1768,4,0,4,,,,,,,
1769,12,0,12,,,,,,,
1770,18,0,18,,,,,,,
1771,6,0,6,,,,,,,
1772,8,0,8,,,,,,,
1773,40,0,40,,,,,,,
1774,88,0,88,,,,,,,
1775,12,0,12,,,,,,,
1776,6,18,24,,,,,,,
1777,8,0,8,,,,,,,
1778,8,0,8,,,,,,,
1779,12,0,12,,,,,,,
1780,14,0,14,,,,,,,
1781,10,0,10,,,,,,,
1782,8,0,8,,,,,,,
1783,6,9,15,,,,,,,
1784,16,0,16,,,,,,,
1785,16,0,16,,,,,,,
1786,0,0,0,,,,,,,
1787,6,0,6,,,,,,,
1788,6,0,6,,,,,,,
1789,28,0,28,,,,,,,
1790,16,0,16,,,,,,,
1791,0,9,9,,,,,,,
1792,6,0,6,,,,,,,
1793,6,0,6,,,,,,,
1794,12,18,30,,,,,,,
1795,0,0,0,,,,,,,
1796,14,0,14,,,,,,,
1797,0,0,0,,,,,,,
1798,8,0,8,,,,,,,
1799,6,0,6,,,,,,,
1800,16,0,16,,,,,,,
1801,24,0,24,,,,,,,
1802,12,0,12,,,,,,,
1803,6,0,6,,,,,,,
1804,6,18,24,,,,,,,
1805,16,0,16,,,,,,,
1806,10,0,10,,,,,,,
1807,6,9,15,,,,,,,
1808,6,0,6,,,,,,,
1809,12,0,12,,,,,,,
1810,20,0,20,,,,,,,
1811,40,0,40,,,,,,,
1812,14,0,14,,,,,,,
1813,6,0,6,,,,,,,
1814,12,0,12,,,,,,,
1815,16,0,16,,,,,,,
1816,6,0,6,,,,,,,
1817,0,0,0,,,,,,,
1819,6,0,6,,,,,,,
1820,10,18,28,,,,,,,
1821,26,0,26,,,,,,,
1822,0,0,0,,,,,,,
1823,14,9,23,,,,,,,
1825,18,0,18,,,,,,,
1826,10,9,19,,,,,,,
1827,4,9,13,,,,,,,
1828,6,0,6,,,,,,,
1829,64,0,64,,,,,,,
1830,8,9,17,,,,,,,
1831,12,0,12,,,,,,,
1832,4,0,4,,,,,,,
1833,40,0,40,,,,,,,
1834,20,0,20,,,,,,,
1835,40,0,40,,,,,,,
1836,12,0,12,,,,,,,
1837,20,0,20,,,,,,,
1838,12,0,12,,,,,,,
1839,12,0,12,,,,,,,
1840,36,0,36,,,,,,,
1841,56,0,56,,,,,,,
1842,26,0,26,,,,,,,
1843,0,0,0,,,,,,,
1844,10,0,10,,,,,,,
1845,24,0,24,,,,,,,
1846,4,0,4,,,,,,,
1847,28,0,28,,,,,,,
1848,0,0,0,,,,,,,
1849,20,0,20,,,,,,,
1850,10,0,10,,,,,,,
1851,52,0,52,,,,,,,
1852,18,0,18,,,,,,,
1853,52,0,52,,,,,,,
1854,6,0,6,,,,,,,
1855,8,0,8,,,,,,,
1856,8,0,8,,,,,,,
1857,20,0,20,,,,,,,
1858,0,0,0,,,,,,,
1859,4,0,4,,,,,,,
1860,18,0,18,,,,,,,
1861,0,0,0,,,,,,,
1862,6,0,6,,,,,,,
1863,34,0,34,,,,,,,
1864,10,0,10,,,,,,,
1866,8,0,8,,,,,,,
1867,16,0,16,,,,,,,
1868,12,18,30,,,,,,,
1869,10,0,10,,,,,,,
1870,6,0,6,,,,,,,
1871,18,9,27,,,,,,,
1872,16,0,16,,,,,,,
1873,6,0,6,,,,,,,
1874,24,0,24,,,,,,,
1875,42,0,42,,,,,,,
1876,8,0,8,,,,,,,
1877,10,0,10,,,,,,,
1878,6,0,6,,,,,,,
1879,30,0,30,,,,,,,
1880,6,18,24,,,,,,,
1881,0,27,27,,,,,,,
1882,12,0,12,,,,,,,
1883,12,0,12,,,,,,,
1884,28,0,28,,,,,,,
1885,20,0,20,,,,,,,
1886,24,0,24,,,,,,,
1887,18,0,18,,,,,,,
1888,8,0,8,,,,,,,
1889,6,9,15,,,,,,,
1890,36,0,36,,,,,,,
1891,18,9,27,,,,,,,
1892,12,0,12,,,,,,,
1893,30,0,30,,,,,,,
