Store Nbr,EG Ship Qty,LoCo Ship Qty,Total Qty,,,,,,,
2910,16,0,16,,,,,,,
2911,14,0,14,,,,,,,
2912,24,0,24,,,,,,,
2913,12,0,12,,,,,,,
2914,20,0,20,,,,,,,
2915,6,0,6,,,,,,,
2916,32,0,32,,,,,,,
2917,10,0,10,,,,,,,
2918,6,0,6,,,,,,,
2919,0,0,0,,,,,,,
2920,60,0,60,,,,,,,
2921,20,0,20,,,,,,,
2922,12,0,12,,,,,,,
2923,16,0,16,,,,,,,
2924,16,0,16,,,,,,,
2925,12,0,12,,,,,,,
2926,6,0,6,,,,,,,
2927,8,18,26,,,,,,,
2928,102,0,102,,,,,,,
2929,118,0,118,,,,,,,
2930,0,0,0,,,,,,,
2931,24,0,24,,,,,,,
2932,12,0,12,,,,,,,
2933,14,0,14,,,,,,,
2934,0,0,0,,,,,,,
2935,0,0,0,,,,,,,
2937,0,0,0,,,,,,,
2938,6,0,6,,,,,,,
2939,20,0,20,,,,,,,
2940,0,0,0,,,,,,,
2941,18,0,18,,,,,,,
2944,0,0,0,,,,,,,
2945,20,0,20,,,,,,,
2946,32,0,32,,,,,,,
2947,6,0,6,,,,,,,
2948,16,0,16,,,,,,,
2950,20,0,20,,,,,,,
2951,36,0,36,,,,,,,
2952,68,0,68,,,,,,,
2953,0,0,0,,,,,,,
2954,10,0,10,,,,,,,
2955,6,0,6,,,,,,,
2956,20,0,20,,,,,,,
2957,0,0,0,,,,,,,
2958,0,0,0,,,,,,,
2959,52,0,52,,,,,,,
2962,28,0,28,,,,,,,
2963,28,0,28,,,,,,,
2964,12,0,12,,,,,,,
2965,6,0,6,,,,,,,
2966,12,0,12,,,,,,,
2967,16,0,16,,,,,,,
2968,8,0,8,,,,,,,
2973,10,0,10,,,,,,,
2974,0,0,0,,,,,,,
2975,0,0,0,,,,,,,
2976,0,0,0,,,,,,,
2977,0,0,0,,,,,,,
2978,16,0,16,,,,,,,
2979,0,0,0,,,,,,,
2980,12,0,12,,,,,,,
2981,0,0,0,,,,,,,
2984,0,0,0,,,,,,,
2985,16,0,16,,,,,,,
2986,0,0,0,,,,,,,
2987,28,0,28,,,,,,,
2988,16,0,16,,,,,,,
2989,8,9,17,,,,,,,
2990,6,0,6,,,,,,,
2991,8,0,8,,,,,,,
2992,18,0,18,,,,,,,
2993,8,0,8,,,,,,,
2994,16,0,16,,,,,,,
2995,0,0,0,,,,,,,
2996,6,9,15,,,,,,,
2998,0,0,0,,,,,,,
3004,16,0,16,,,,,,,
3011,0,0,0,,,,,,,
3013,0,0,0,,,,,,,
3014,6,0,6,,,,,,,
3015,0,0,0,,,,,,,
3017,16,9,25,,,,,,,
3018,16,9,25,,,,,,,
3019,0,0,0,,,,,,,
3022,0,0,0,,,,,,,
3023,0,0,0,,,,,,,
3026,0,0,0,,,,,,,
3035,6,0,6,,,,,,,
3042,0,0,0,,,,,,,
3043,0,0,0,,,,,,,
3044,8,0,8,,,,,,,
3046,0,0,0,,,,,,,
3047,0,0,0,,,,,,,
3049,0,0,0,,,,,,,
3050,0,0,0,,,,,,,
3053,6,0,6,,,,,,,
3055,10,9,19,,,,,,,
3056,16,0,16,,,,,,,
3057,0,9,9,,,,,,,
3058,12,0,12,,,,,,,
3059,12,0,12,,,,,,,
3060,0,9,9,,,,,,,
3061,6,0,6,,,,,,,
3062,0,0,0,,,,,,,
3066,0,0,0,,,,,,,
3067,10,0,10,,,,,,,
3069,0,0,0,,,,,,,
3070,0,0,0,,,,,,,
3071,0,0,0,,,,,,,
3072,0,0,0,,,,,,,
3074,0,0,0,,,,,,,
3075,36,0,36,,,,,,,
3077,34,0,34,,,,,,,
3078,14,0,14,,,,,,,
3081,40,0,40,,,,,,,
3082,0,0,0,,,,,,,
3083,0,0,0,,,,,,,
3084,0,0,0,,,,,,,
3087,6,0,6,,,,,,,
3088,0,0,0,,,,,,,
3090,0,0,0,,,,,,,
3093,8,0,8,,,,,,,
3094,0,0,0,,,,,,,
3098,0,0,0,,,,,,,
3099,0,0,0,,,,,,,
3101,0,0,0,,,,,,,
3102,6,0,6,,,,,,,
3103,8,9,17,,,,,,,
3104,0,0,0,,,,,,,
3106,6,0,6,,,,,,,
3107,0,0,0,,,,,,,
3110,0,0,0,,,,,,,
3111,0,0,0,,,,,,,
3112,16,0,16,,,,,,,
3114,14,0,14,,,,,,,
3118,20,0,20,,,,,,,
3119,10,0,10,,,,,,,
3123,0,0,0,,,,,,,
3126,0,0,0,,,,,,,
3127,0,0,0,,,,,,,
3128,0,0,0,,,,,,,
3131,0,0,0,,,,,,,
3132,0,0,0,,,,,,,
3133,0,0,0,,,,,,,
3135,0,0,0,,,,,,,
3136,24,0,24,,,,,,,
3137,6,0,6,,,,,,,
3138,0,0,0,,,,,,,
3139,0,0,0,,,,,,,
3140,0,0,0,,,,,,,
3141,0,0,0,,,,,,,
3143,0,0,0,,,,,,,
3144,0,0,0,,,,,,,
3145,0,0,0,,,,,,,
3146,0,0,0,,,,,,,
3147,0,0,0,,,,,,,
3150,8,0,8,,,,,,,
3151,6,0,6,,,,,,,
3152,0,0,0,,,,,,,
3153,0,0,0,,,,,,,
3154,0,0,0,,,,,,,
3155,0,0,0,,,,,,,
3156,0,0,0,,,,,,,
3157,0,0,0,,,,,,,
3159,6,0,6,,,,,,,
3161,0,0,0,,,,,,,
3162,0,0,0,,,,,,,
3163,32,0,32,,,,,,,
3164,0,0,0,,,,,,,
3167,6,0,6,,,,,,,
3168,0,0,0,,,,,,,
3169,6,0,6,,,,,,,
3170,0,9,9,,,,,,,
3172,0,0,0,,,,,,,
3173,0,0,0,,,,,,,
3175,0,0,0,,,,,,,
3176,0,0,0,,,,,,,
3177,6,0,6,,,,,,,
3178,0,0,0,,,,,,,
3179,0,0,0,,,,,,,
3180,6,0,6,,,,,,,
3182,18,0,18,,,,,,,
3183,0,0,0,,,,,,,
3184,0,0,0,,,,,,,
3185,0,0,0,,,,,,,
3188,36,0,36,,,,,,,
3191,12,0,12,,,,,,,
3192,48,0,48,,,,,,,
3197,8,9,17,,,,,,,
3198,0,0,0,,,,,,,
3199,0,0,0,,,,,,,
3200,0,0,0,,,,,,,
3201,32,0,32,,,,,,,
3202,0,0,0,,,,,,,
3204,0,0,0,,,,,,,
3205,64,0,64,,,,,,,
3206,22,0,22,,,,,,,
3207,36,0,36,,,,,,,
3208,8,0,8,,,,,,,
3209,6,0,6,,,,,,,
3210,8,0,8,,,,,,,
3212,32,0,32,,,,,,,
3213,14,9,23,,,,,,,
3214,22,0,22,,,,,,,
3215,6,0,6,,,,,,,
3216,56,0,56,,,,,,,
3217,6,0,6,,,,,,,
3218,50,0,50,,,,,,,
3219,22,0,22,,,,,,,
3220,12,0,12,,,,,,,
3221,12,0,12,,,,,,,
3222,14,0,14,,,,,,,
3223,28,0,28,,,,,,,
3224,20,0,20,,,,,,,
3225,24,0,24,,,,,,,
3226,16,0,16,,,,,,,
3227,6,18,24,,,,,,,
3228,14,0,14,,,,,,,
3229,6,0,6,,,,,,,
3230,8,18,26,,,,,,,
3231,6,9,15,,,,,,,
3232,12,0,12,,,,,,,
3234,8,9,17,,,,,,,
3235,12,0,12,,,,,,,
3236,10,0,10,,,,,,,
3237,8,0,8,,,,,,,
3238,0,0,0,,,,,,,
3239,12,0,12,,,,,,,
3241,12,0,12,,,,,,,
3243,12,0,12,,,,,,,
3245,0,9,9,,,,,,,
3247,0,18,18,,,,,,,
3248,20,0,20,,,,,,,
3250,24,0,24,,,,,,,
3251,10,0,10,,,,,,,
3252,12,18,30,,,,,,,
3253,0,0,0,,,,,,,
3254,16,0,16,,,,,,,
3255,6,9,15,,,,,,,
3258,24,0,24,,,,,,,
3259,10,0,10,,,,,,,
3260,10,18,28,,,,,,,
3261,16,0,16,,,,,,,
3262,8,18,26,,,,,,,
3265,32,0,32,,,,,,,
3266,6,0,6,,,,,,,
3267,6,0,6,,,,,,,
3268,0,0,0,,,,,,,
3269,6,0,6,,,,,,,
3270,0,18,18,,,,,,,
3271,16,0,16,,,,,,,
3273,6,0,6,,,,,,,
3274,16,0,16,,,,,,,
3275,0,0,0,,,,,,,
3276,30,0,30,,,,,,,
3277,10,0,10,,,,,,,
3278,10,0,10,,,,,,,
3279,24,0,24,,,,,,,
3280,28,0,28,,,,,,,
3281,14,0,14,,,,,,,
3282,6,18,24,,,,,,,
3283,8,0,8,,,,,,,
3284,16,0,16,,,,,,,
3285,16,0,16,,,,,,,
3286,12,0,12,,,,,,,
3287,0,0,0,,,,,,,
3288,16,0,16,,,,,,,
3289,6,9,15,,,,,,,
3290,10,0,10,,,,,,,
3291,6,0,6,,,,,,,
3292,24,0,24,,,,,,,
3293,10,0,10,,,,,,,
3294,16,0,16,,,,,,,
3295,10,18,28,,,,,,,
3296,12,0,12,,,,,,,
3297,12,0,12,,,,,,,
3298,20,0,20,,,,,,,
3299,0,0,0,,,,,,,
3300,8,9,17,,,,,,,
3301,6,0,6,,,,,,,
3302,12,0,12,,,,,,,
3303,0,0,0,,,,,,,
3304,18,0,18,,,,,,,
3305,14,0,14,,,,,,,
3307,48,0,48,,,,,,,
3308,72,0,72,,,,,,,
3309,18,0,18,,,,,,,
3310,24,0,24,,,,,,,
3311,44,0,44,,,,,,,
3313,8,0,8,,,,,,,
3314,0,0,0,,,,,,,
3315,0,0,0,,,,,,,
3317,0,0,0,,,,,,,
3319,24,0,24,,,,,,,
3320,10,0,10,,,,,,,
3322,0,9,9,,,,,,,
3324,6,0,6,,,,,,,
3327,0,0,0,,,,,,,
3328,8,0,8,,,,,,,
3329,6,0,6,,,,,,,
3330,0,0,0,,,,,,,
3331,28,0,28,,,,,,,
3332,12,18,30,,,,,,,
3334,6,0,6,,,,,,,
3336,12,0,12,,,,,,,
3337,10,9,19,,,,,,,
3338,0,0,0,,,,,,,
3339,32,0,32,,,,,,,
3340,0,0,0,,,,,,,
3341,0,0,0,,,,,,,
3342,0,9,9,,,,,,,
3344,22,0,22,,,,,,,
3347,32,0,32,,,,,,,
3348,32,0,32,,,,,,,
3349,14,0,14,,,,,,,
3350,12,18,30,,,,,,,
3351,16,9,25,,,,,,,
3352,30,0,30,,,,,,,
3354,0,0,0,,,,,,,
3355,0,0,0,,,,,,,
3356,0,0,0,,,,,,,
3357,0,0,0,,,,,,,
3359,0,0,0,,,,,,,
3360,6,0,6,,,,,,,
3362,8,0,8,,,,,,,
3363,8,0,8,,,,,,,
3364,0,0,0,,,,,,,
3366,8,0,8,,,,,,,
3367,64,0,64,,,,,,,
3370,44,0,44,,,,,,,
3371,24,0,24,,,,,,,
3372,10,0,10,,,,,,,
3377,0,0,0,,,,,,,
3379,10,0,10,,,,,,,
3380,10,0,10,,,,,,,
3381,20,0,20,,,,,,,
3382,10,18,28,,,,,,,
3383,12,0,12,,,,,,,
3384,16,0,16,,,,,,,
3385,0,0,0,,,,,,,
3386,6,0,6,,,,,,,
3387,36,0,36,,,,,,,
3388,16,0,16,,,,,,,
3389,52,0,52,,,,,,,
3390,16,0,16,,,,,,,
3391,20,0,20,,,,,,,
3392,0,0,0,,,,,,,
3394,0,9,9,,,,,,,
3395,8,18,26,,,,,,,
3397,70,0,70,,,,,,,
3400,12,0,12,,,,,,,
3401,10,18,28,,,,,,,
3402,44,0,44,,,,,,,
3403,32,0,32,,,,,,,
3404,6,0,6,,,,,,,
3406,8,0,8,,,,,,,
3407,30,0,30,,,,,,,
3408,8,0,8,,,,,,,
3409,14,0,14,,,,,,,
3411,0,0,0,,,,,,,
3412,6,0,6,,,,,,,
3414,0,0,0,,,,,,,
3415,24,0,24,,,,,,,
3417,6,18,24,,,,,,,
3418,32,0,32,,,,,,,
3419,0,0,0,,,,,,,
3420,0,0,0,,,,,,,
3422,36,0,36,,,,,,,
3423,6,0,6,,,,,,,
3424,0,0,0,,,,,,,
3425,10,0,10,,,,,,,
3427,24,0,24,,,,,,,
3428,8,0,8,,,,,,,
3429,10,0,10,,,,,,,
3430,6,0,6,,,,,,,
3431,24,0,24,,,,,,,
3432,6,0,6,,,,,,,
3433,24,0,24,,,,,,,
3434,8,0,8,,,,,,,
3435,10,18,28,,,,,,,
3436,20,0,20,,,,,,,
3439,40,0,40,,,,,,,
3442,0,0,0,,,,,,,
3443,6,0,6,,,,,,,
3445,0,0,0,,,,,,,
3447,0,27,27,,,,,,,
3449,0,0,0,,,,,,,
3450,0,0,0,,,,,,,
3452,0,0,0,,,,,,,
3453,8,0,8,,,,,,,
3454,10,0,10,,,,,,,
3455,24,0,24,,,,,,,
3456,0,0,0,,,,,,,
3457,0,0,0,,,,,,,
3458,0,0,0,,,,,,,
3459,8,0,8,,,,,,,
3460,6,0,6,,,,,,,
3461,16,9,25,,,,,,,
3462,24,0,24,,,,,,,
3463,24,0,24,,,,,,,
3464,36,0,36,,,,,,,
3465,40,0,40,,,,,,,
3469,18,0,18,,,,,,,
3471,0,0,0,,,,,,,
3472,16,9,25,,,,,,,
3473,6,18,24,,,,,,,
3474,24,0,24,,,,,,,
3475,12,0,12,,,,,,,
3476,24,0,24,,,,,,,
3477,30,0,30,,,,,,,
3478,12,9,21,,,,,,,
3479,0,0,0,,,,,,,
3480,0,0,0,,,,,,,
3481,10,0,10,,,,,,,
3482,6,0,6,,,,,,,
3483,6,0,6,,,,,,,
3484,32,0,32,,,,,,,
3485,8,0,8,,,,,,,
3486,8,0,8,,,,,,,
3487,6,0,6,,,,,,,
3488,6,0,6,,,,,,,
3489,14,0,14,,,,,,,
3490,14,0,14,,,,,,,
3491,0,0,0,,,,,,,
3492,10,18,28,,,,,,,
3493,24,0,24,,,,,,,
3494,12,0,12,,,,,,,
3495,32,0,32,,,,,,,
3497,0,0,0,,,,,,,
3498,8,0,8,,,,,,,
3499,0,0,0,,,,,,,
3500,12,0,12,,,,,,,
3501,8,0,8,,,,,,,
3502,6,18,24,,,,,,,
3503,36,0,36,,,,,,,
3504,0,0,0,,,,,,,
3505,0,18,18,,,,,,,
3508,0,0,0,,,,,,,
3509,0,0,0,,,,,,,
3510,16,0,16,,,,,,,
3511,12,0,12,,,,,,,
3512,0,0,0,,,,,,,
3513,0,0,0,,,,,,,
3514,6,9,15,,,,,,,
3515,10,18,28,,,,,,,
3516,20,0,20,,,,,,,
3517,0,0,0,,,,,,,
3518,6,0,6,,,,,,,
3520,8,0,8,,,,,,,
3521,0,0,0,,,,,,,
3522,16,0,16,,,,,,,
3523,44,0,44,,,,,,,
3525,48,0,48,,,,,,,
3526,24,0,24,,,,,,,
3527,24,0,24,,,,,,,
3528,12,0,12,,,,,,,
3529,16,0,16,,,,,,,
3530,0,0,0,,,,,,,
3531,30,0,30,,,,,,,
3533,24,0,24,,,,,,,
3534,0,0,0,,,,,,,
3535,8,0,8,,,,,,,
3537,16,0,16,,,,,,,
3538,24,0,24,,,,,,,
3541,6,0,6,,,,,,,
3542,0,0,0,,,,,,,
3543,12,0,12,,,,,,,
3545,10,0,10,,,,,,,
3546,6,0,6,,,,,,,
3548,6,0,6,,,,,,,
3549,12,0,12,,,,,,,
3560,12,0,12,,,,,,,
3561,6,0,6,,,,,,,
3562,0,0,0,,,,,,,
3563,8,9,17,,,,,,,
3564,18,0,18,,,,,,,
3566,8,0,8,,,,,,,
3567,0,0,0,,,,,,,
3568,16,0,16,,,,,,,
3569,6,0,6,,,,,,,
3570,40,0,40,,,,,,,
3571,0,18,18,,,,,,,
3572,20,0,20,,,,,,,
3573,30,0,30,,,,,,,
3574,0,0,0,,,,,,,
3579,0,0,0,,,,,,,
3580,8,0,8,,,,,,,
3581,6,0,6,,,,,,,
3582,56,0,56,,,,,,,
3583,20,0,20,,,,,,,
3584,6,0,6,,,,,,,
3585,0,0,0,,,,,,,
3587,20,0,20,,,,,,,
3588,10,0,10,,,,,,,
3589,6,0,6,,,,,,,
3590,6,0,6,,,,,,,
3591,24,0,24,,,,,,,
3593,0,0,0,,,,,,,
3594,0,0,0,,,,,,,
3595,124,0,124,,,,,,,
3596,12,0,12,,,,,,,
3597,0,0,0,,,,,,,
3598,8,0,8,,,,,,,
3599,0,0,0,,,,,,,
3600,0,0,0,,,,,,,
3601,16,0,16,,,,,,,
3602,6,0,6,,,,,,,
3603,0,0,0,,,,,,,
3604,0,0,0,,,,,,,
3605,0,0,0,,,,,,,
3606,0,0,0,,,,,,,
3607,0,0,0,,,,,,,
3608,24,0,24,,,,,,,
3609,52,0,52,,,,,,,
3611,20,0,20,,,,,,,
3612,18,0,18,,,,,,,
3614,0,0,0,,,,,,,
3615,0,0,0,,,,,,,
3616,12,0,12,,,,,,,
3617,0,0,0,,,,,,,
3619,0,0,0,,,,,,,
3620,8,0,8,,,,,,,
3621,20,0,20,,,,,,,
3622,0,0,0,,,,,,,
3623,8,0,8,,,,,,,
3624,6,0,6,,,,,,,
3625,14,0,14,,,,,,,
3626,28,0,28,,,,,,,
3627,32,0,32,,,,,,,
3628,0,0,0,,,,,,,
3629,0,0,0,,,,,,,
3630,0,0,0,,,,,,,
3631,8,0,8,,,,,,,
3632,6,0,6,,,,,,,
3633,12,0,12,,,,,,,
3634,12,18,30,,,,,,,
3635,0,0,0,,,,,,,
3637,0,0,0,,,,,,,
3638,0,0,0,,,,,,,
3639,6,0,6,,,,,,,
3640,8,0,8,,,,,,,
3641,12,0,12,,,,,,,
3643,0,0,0,,,,,,,
3644,72,0,72,,,,,,,
3645,24,0,24,,,,,,,
3646,0,0,0,,,,,,,
3648,8,0,8,,,,,,,
3650,6,0,6,,,,,,,
3652,16,0,16,,,,,,,
3653,0,0,0,,,,,,,
3654,0,0,0,,,,,,,
3655,0,0,0,,,,,,,
3658,18,9,27,,,,,,,
3659,10,0,10,,,,,,,
3660,12,0,12,,,,,,,
3661,0,0,0,,,,,,,
3693,0,9,9,,,,,,,
3700,14,0,14,,,,,,,
3701,30,0,30,,,,,,,
3702,60,0,60,,,,,,,
3703,0,0,0,,,,,,,
3705,10,0,10,,,,,,,
3708,12,0,12,,,,,,,
3709,44,0,44,,,,,,,
3710,18,0,18,,,,,,,
3712,20,0,20,,,,,,,
3713,0,0,0,,,,,,,
3716,0,0,0,,,,,,,
3717,6,0,6,,,,,,,
3720,26,0,26,,,,,,,
3722,24,0,24,,,,,,,
3723,0,0,0,,,,,,,
3724,0,0,0,,,,,,,
3725,0,0,0,,,,,,,
3726,12,0,12,,,,,,,
3727,0,0,0,,,,,,,
3728,20,0,20,,,,,,,
3729,12,0,12,,,,,,,
3730,12,0,12,,,,,,,
3731,24,0,24,,,,,,,
3732,48,0,48,,,,,,,
3733,20,0,20,,,,,,,
3734,0,18,18,,,,,,,
3736,0,0,0,,,,,,,
3738,14,0,14,,,,,,,
3739,28,0,28,,,,,,,
3740,0,0,0,,,,,,,
3741,18,0,18,,,,,,,
3742,0,0,0,,,,,,,
3743,0,0,0,,,,,,,
3745,0,0,0,,,,,,,
3746,0,0,0,,,,,,,
3747,12,0,12,,,,,,,
3748,32,0,32,,,,,,,
3749,10,18,28,,,,,,,
3750,12,18,30,,,,,,,
3751,12,0,12,,,,,,,
3752,0,0,0,,,,,,,
3754,8,9,17,,,,,,,
3757,12,0,12,,,,,,,
3758,0,0,0,,,,,,,
3760,0,0,0,,,,,,,
3761,0,0,0,,,,,,,
3762,12,18,30,,,,,,,
3763,60,0,60,,,,,,,
3764,16,0,16,,,,,,,
3765,6,0,6,,,,,,,
3768,12,0,12,,,,,,,
3770,6,0,6,,,,,,,
3771,30,0,30,,,,,,,
3772,6,0,6,,,,,,,
3773,16,0,16,,,,,,,
3774,56,0,56,,,,,,,
3777,12,0,12,,,,,,,
3778,12,0,12,,,,,,,
3780,20,0,20,,,,,,,
3781,12,0,12,,,,,,,
3782,24,0,24,,,,,,,
3783,20,0,20,,,,,,,
3784,6,0,6,,,,,,,
3785,8,0,8,,,,,,,
3786,36,0,36,,,,,,,
3788,0,0,0,,,,,,,
3789,6,9,15,,,,,,,
3790,8,0,8,,,,,,,
3791,0,0,0,,,,,,,
3792,14,0,14,,,,,,,
3794,16,0,16,,,,,,,
3795,18,0,18,,,,,,,
3796,30,0,30,,,,,,,
3799,10,0,10,,,,,,,
3801,24,0,24,,,,,,,
3802,30,0,30,,,,,,,
3803,8,0,8,,,,,,,
3804,16,0,16,,,,,,,
3805,16,9,25,,,,,,,
3806,6,0,6,,,,,,,
3807,12,9,21,,,,,,,
3809,8,0,8,,,,,,,
3810,6,0,6,,,,,,,
3812,8,0,8,,,,,,,
3817,0,0,0,,,,,,,
3823,10,9,19,,,,,,,
3824,12,0,12,,,,,,,
3825,46,0,46,,,,,,,
3826,10,18,28,,,,,,,
3827,24,0,24,,,,,,,
3828,12,0,12,,,,,,,
3829,6,0,6,,,,,,,
3830,24,0,24,,,,,,,
3831,60,0,60,,,,,,,
3833,30,0,30,,,,,,,
3835,12,18,30,,,,,,,
3837,8,0,8,,,,,,,
3838,12,0,12,,,,,,,
3840,6,9,15,,,,,,,
3842,6,18,24,,,,,,,
3843,10,18,28,,,,,,,
3844,0,0,0,,,,,,,
3845,0,0,0,,,,,,,
3846,0,0,0,,,,,,,
3847,6,9,15,,,,,,,
3848,6,0,6,,,,,,,
3850,6,0,6,,,,,,,
3851,6,0,6,,,,,,,
3852,0,18,18,,,,,,,
3853,0,0,0,,,,,,,
3857,0,0,0,,,,,,,
3858,8,0,8,,,,,,,
3860,16,0,16,,,,,,,
3861,28,0,28,,,,,,,
3862,0,0,0,,,,,,,
3864,34,0,34,,,,,,,
3867,28,0,28,,,,,,,
3868,16,0,16,,,,,,,
3869,6,0,6,,,,,,,
3870,0,0,0,,,,,,,
3872,6,0,6,,,,,,,
3874,28,0,28,,,,,,,
3875,0,9,9,,,,,,,
3876,8,0,8,,,,,,,
3877,18,0,18,,,,,,,
3880,0,0,0,,,,,,,
3883,10,0,10,,,,,,,
3884,12,0,12,,,,,,,
3886,16,0,16,,,,,,,
3887,28,0,28,,,,,,,
3888,24,0,24,,,,,,,
3889,18,0,18,,,,,,,
3891,6,0,6,,,,,,,
3893,12,0,12,,,,,,,
3894,20,0,20,,,,,,,
3896,12,9,21,,,,,,,
3897,16,0,16,,,,,,,
3899,0,0,0,,,,,,,
3912,0,0,0,,,,,,,
3935,0,0,0,,,,,,,
3947,6,0,6,,,,,,,
3959,0,0,0,,,,,,,
3988,0,0,0,,,,,,,
3990,0,0,0,,,,,,,
4046,0,0,0,,,,,,,
4048,0,0,0,,,,,,,
4049,8,0,8,,,,,,,
4053,0,0,0,,,,,,,
4054,0,0,0,,,,,,,
4055,24,0,24,,,,,,,
4056,0,0,0,,,,,,,
4057,0,0,0,,,,,,,
4063,0,0,0,,,,,,,
4064,56,0,56,,,,,,,
4065,30,0,30,,,,,,,
4068,8,0,8,,,,,,,
4100,0,0,0,,,,,,,
4101,8,0,8,,,,,,,
4102,8,0,8,,,,,,,
4103,20,0,20,,,,,,,
4104,0,0,0,,,,,,,
4105,0,0,0,,,,,,,
4108,10,0,10,,,,,,,
4111,8,0,8,,,,,,,
4112,6,0,6,,,,,,,
4114,0,0,0,,,,,,,
4115,16,0,16,,,,,,,
4118,6,0,6,,,,,,,
4127,0,0,0,,,,,,,
4128,0,0,0,,,,,,,
4129,16,0,16,,,,,,,
4130,6,0,6,,,,,,,
4131,6,0,6,,,,,,,
4132,24,0,24,,,,,,,
4134,0,0,0,,,,,,,
4137,0,0,0,,,,,,,
4138,0,0,0,,,,,,,
4139,0,0,0,,,,,,,
4140,0,0,0,,,,,,,
4141,0,0,0,,,,,,,
4142,0,0,0,,,,,,,
4144,44,0,44,,,,,,,
4145,0,0,0,,,,,,,
4147,0,0,0,,,,,,,
4148,0,0,0,,,,,,,
4153,8,0,8,,,,,,,
4156,0,9,9,,,,,,,
4157,0,0,0,,,,,,,
4159,0,0,0,,,,,,,
4160,0,0,0,,,,,,,
4161,20,0,20,,,,,,,
4162,0,0,0,,,,,,,
4163,6,0,6,,,,,,,
4164,8,18,26,,,,,,,
4165,8,9,17,,,,,,,
4166,0,27,27,,,,,,,
4168,12,0,12,,,,,,,
4169,0,0,0,,,,,,,
4171,6,0,6,,,,,,,
4174,0,0,0,,,,,,,
4176,6,0,6,,,,,,,
4178,0,0,0,,,,,,,
4180,0,0,0,,,,,,,
4182,0,0,0,,,,,,,
4183,16,0,16,,,,,,,
4184,0,0,0,,,,,,,
4185,14,9,23,,,,,,,
4187,0,27,27,,,,,,,
4188,0,0,0,,,,,,,
4189,0,0,0,,,,,,,
4191,6,0,6,,,,,,,
4193,0,0,0,,,,,,,
4194,6,18,24,,,,,,,
4195,8,0,8,,,,,,,
4196,0,0,0,,,,,,,
4197,0,0,0,,,,,,,
4198,0,0,0,,,,,,,
4200,24,0,24,,,,,,,
4201,14,0,14,,,,,,,
4202,12,0,12,,,,,,,
4203,16,0,16,,,,,,,
4206,0,0,0,,,,,,,
4208,0,9,9,,,,,,,
4209,6,0,6,,,,,,,
4210,0,0,0,,,,,,,
4211,0,0,0,,,,,,,
4215,12,0,12,,,,,,,
4216,8,0,8,,,,,,,
4218,0,0,0,,,,,,,
4219,24,0,24,,,,,,,
4220,0,0,0,,,,,,,
4221,6,9,15,,,,,,,
4223,12,18,30,,,,,,,
4224,12,0,12,,,,,,,
4226,6,0,6,,,,,,,
4230,6,18,24,,,,,,,
4231,6,0,6,,,,,,,
4232,8,0,8,,,,,,,
4233,0,0,0,,,,,,,
4235,6,0,6,,,,,,,
4237,22,0,22,,,,,,,
4238,0,0,0,,,,,,,
4239,6,0,6,,,,,,,
4240,12,0,12,,,,,,,
4241,6,18,24,,,,,,,
4243,0,18,18,,,,,,,
4244,0,9,9,,,,,,,
4246,0,0,0,,,,,,,
4247,6,0,6,,,,,,,
4249,0,18,18,,,,,,,
4250,16,0,16,,,,,,,
4252,16,0,16,,,,,,,
4253,0,0,0,,,,,,,
4255,28,0,28,,,,,,,
4256,0,0,0,,,,,,,
4258,50,0,50,,,,,,,
4259,6,0,6,,,,,,,
4260,52,0,52,,,,,,,
4262,6,0,6,,,,,,,
4264,0,0,0,,,,,,,
4272,8,0,8,,,,,,,
4273,46,0,46,,,,,,,
4274,30,0,30,,,,,,,
4275,0,0,0,,,,,,,
4276,12,18,30,,,,,,,
4277,8,0,8,,,,,,,
4278,10,0,10,,,,,,,
4279,20,0,20,,,,,,,
4281,6,0,6,,,,,,,
4283,36,0,36,,,,,,,
4284,12,0,12,,,,,,,
4285,32,0,32,,,,,,,
4286,16,0,16,,,,,,,
4288,8,0,8,,,,,,,
4293,0,0,0,,,,,,,
4295,8,0,8,,,,,,,
4298,20,0,20,,,,,,,
4299,20,0,20,,,,,,,
4303,52,0,52,,,,,,,
4309,0,0,0,,,,,,,
4318,16,9,25,,,,,,,
4321,6,0,6,,,,,,,
4322,6,0,6,,,,,,,
4323,10,0,10,,,,,,,
4324,0,0,0,,,,,,,
4325,30,0,30,,,,,,,
4330,28,0,28,,,,,,,
4332,0,0,0,,,,,,,
4333,20,0,20,,,,,,,
4334,8,0,8,,,,,,,
4335,40,0,40,,,,,,,
4336,28,0,28,,,,,,,
4337,6,0,6,,,,,,,
4339,0,0,0,,,,,,,
4340,60,0,60,,,,,,,
4341,8,0,8,,,,,,,
4348,6,0,6,,,,,,,
4350,6,0,6,,,,,,,
4352,8,0,8,,,,,,,
4354,0,0,0,,,,,,,
4355,0,0,0,,,,,,,
4356,44,0,44,,,,,,,
4357,0,0,0,,,,,,,
4358,10,0,10,,,,,,,
4359,10,0,10,,,,,,,
4365,16,0,16,,,,,,,
4366,0,0,0,,,,,,,
4367,0,0,0,,,,,,,
4368,32,0,32,,,,,,,
4370,20,0,20,,,,,,,
4371,0,0,0,,,,,,,
4372,6,0,6,,,,,,,
4373,0,0,0,,,,,,,
4374,0,9,9,,,,,,,
4375,0,0,0,,,,,,,
