Market,Site #,Actual Install Scheduled Date
253,294,9/18/24
47,427,9/18/24
505,500,9/18/24
314,1465,9/18/24
105,1957,9/18/24
473,2187,9/18/24
368,2554,9/18/24
35,3222,9/18/24
218,3251,9/18/24
218,3486,9/18/24
60,3500,9/18/24
285,4378,9/18/24
46,345,9/22/24
61,462,9/22/24
38,621,9/22/24
116,968,9/22/24
234,1537,9/22/24
107,1541,9/22/24
288,1759,9/22/24
234,1886,9/22/24
160,2366,9/22/24
60,3298,9/22/24
63,3425,9/22/24
47,240,9/23/24
38,627,9/23/24
91,955,9/23/24
105,987,9/23/24
60,1186,9/23/24
234,1591,9/23/24
160,2184,9/23/24
232,2255,9/23/24
92,174,9/24/24
46,523,9/24/24
63,752,9/24/24
160,2095,9/24/24
312,2312,9/24/24
472,2317,9/24/24
64,2718,9/24/24
105,5347,9/24/24
39,6576,9/24/24
46,180,9/25/24
61,527,9/25/24
92,974,9/25/24
234,1823,9/25/24
110,2091,9/25/24
286,2437,9/25/24
473,3260,9/25/24
63,5959,9/25/24
39,6887,9/25/24
46,146,9/29/24
61,504,9/29/24
37,574,9/29/24
107,814,9/29/24
306,1133,9/29/24
234,1850,9/29/24
14,2533,9/29/24
305,5085,9/29/24
61,529,9/30/24
553,1511,9/30/24
60,2439,9/30/24
140,3060,1/9/25
140,2755,1/13/25
411,26,1/14/25
61,482,1/14/25
21,2811,1/14/25
19,5709,1/14/25
119,477,1/15/25
19,3609,1/15/25
19,594,1/16/25
411,1054,1/20/25
140,1710,1/20/25
411,2131,1/20/25
21,780,1/21/25
411,5441,1/21/25
140,6469,1/21/25
141,874,1/22/25
411,1802,1/22/25
19,3201,1/22/25
141,887,1/23/25
19,3402,1/26/25
381,4653,1/26/25
204,1422,1/27/25
381,1617,1/27/25
200,1791,1/27/25
21,5482,1/27/25
21,1400,1/28/25
204,1432,1/28/25
205,1611,1/28/25
381,3778,1/28/25
140,708,1/29/25
21,1111,1/29/25
204,1752,1/29/25
381,1778,1/29/25
197,1790,1/29/25
280,2357,2/3/25
282,3481,2/3/25
293,3804,2/4/25
127,3868,2/4/25
281,3489,2/5/25
441,1138,2/9/25
426,1152,2/9/25
280,1703,2/9/25
320,1522,2/10/25
320,2083,2/10/25
468,2320,2/11/25
439,2958,2/11/25
418,1721,2/16/25
216,1782,2/16/25
439,1828,2/16/25
439,1982,2/16/25
422,2643,2/16/25
424,3088,2/16/25
442,5669,2/16/25
415,1528,2/17/25
413,1723,2/17/25
284,1860,2/17/25
423,2642,2/17/25
508,2799,2/17/25
422,3364,2/17/25
441,3857,2/17/25
438,5397,2/17/25
421,1415,2/18/25
415,1496,2/18/25
425,1657,2/18/25
282,1875,2/18/25
441,2335,2/18/25
421,1722,2/19/25
293,2412,2/19/25
216,2823,2/19/25
425,4257,2/19/25
316,1450,2/23/25
423,1855,2/23/25
439,2986,2/23/25
320,3215,2/23/25
442,1515,2/24/25
422,1864,2/24/25
508,1981,2/24/25
283,1985,2/25/25
444,2452,2/25/25
435,2828,2/26/25
384,1414,3/2/25
173,2284,3/2/25
387,611,3/3/25
375,1380,3/3/25
384,1397,3/3/25
163,2900,3/3/25
387,851,3/4/25
188,2152,3/4/25
163,2299,3/4/25
384,2924,3/4/25
385,824,3/5/25
191,1831,3/5/25
162,2331,3/5/25
190,5732,3/5/25
173,2585,3/9/25
385,3423,3/9/25
577,3159,3/10/25
173,5439,3/10/25
165,5476,3/10/25
375,873,3/11/25
164,1959,3/11/25
178,1977,3/11/25
176,5447,3/11/25
165,3212,3/12/25
163,5095,3/12/25
172,5293,3/12/25
172,5295,3/12/25
163,2371,3/16/25
164,2547,3/16/25
176,3598,3/16/25
165,3339,3/17/25
175,3469,3/17/25
173,5294,3/17/25
194,2164,3/18/25
577,3520,3/18/25
577,3795,3/19/25
433,1326,3/23/25
188,1997,3/24/25
433,3395,3/24/25
188,1940,3/25/25
433,1943,3/25/25
433,3278,3/25/25
432,4358,3/25/25
375,2656,3/26/25
432,3267,3/26/25
432,5361,3/26/25
399,3739,4/1/25
161,1964,4/1/25
430,2443,4/1/25
399,2781,4/2/25
161,2885,4/2/25
429,3872,4/2/25
161,2283,4/6/25
399,2861,4/6/25
430,3237,4/6/25
370,4232,4/6/25
283,5753,4/6/25
430,1535,4/7/25
427,1581,4/7/25
383,2147,4/7/25
161,2747,4/7/25
399,2862,4/7/25
239,3765,4/7/25
287,7032,4/7/25
161,2373,4/8/25
180,2634,4/8/25
400,2831,4/8/25
399,3093,4/8/25
383,3259,4/8/25
427,3648,4/8/25
427,4352,4/8/25
430,4865,4/8/25
161,1873,4/9/25
400,1905,4/9/25
214,2073,4/9/25
383,2259,4/9/25
181,2369,4/9/25
474,3472,4/9/25
430,3734,4/9/25
427,3875,4/9/25
341,1761,4/10/25
399,5841,4/10/25
430,1538,4/13/25
179,1924,4/13/25
214,2316,4/13/25
161,3301,4/13/25
275,3602,4/13/25
382,4412,4/13/25
246,1329,4/14/25
179,1932,4/14/25
382,1956,4/14/25
161,2225,4/14/25
209,2362,4/14/25
382,2923,4/14/25
430,3853,4/14/25
430,1520,4/15/25
482,1557,4/15/25
291,1852,4/15/25
179,1856,4/15/25
184,2142,4/15/25
382,2608,4/15/25
53,5092,4/15/25
427,1695,4/22/25
183,1698,4/22/25
383,1901,4/22/25
184,1930,4/22/25
180,1939,4/22/25
184,2399,4/22/25
478,2538,4/22/25
477,5368,4/22/25
478,5396,4/22/25
477,5440,4/22/25
412,1545,4/23/25
477,1784,4/23/25
475,1817,4/23/25
383,1872,4/23/25
184,1907,4/23/25
183,2055,4/23/25
180,2202,4/23/25
478,3239,4/23/25
474,4395,4/23/25
427,1649,4/24/25
383,2084,4/24/25
477,5935,4/24/25
430,1483,4/27/25
429,1543,4/27/25
427,1636,4/27/25
183,1788,4/27/25
468,2069,4/27/25
179,5076,4/27/25
383,7199,4/27/25
382,1565,4/28/25
468,1834,4/28/25
180,2046,4/28/25
183,2153,4/28/25
383,2455,4/28/25
430,2990,4/28/25
382,1567,4/29/25
430,1685,4/29/25
180,1868,4/29/25
183,2330,4/29/25
383,4247,4/29/25
294,1317,4/30/25
427,1534,4/30/25
429,1604,4/30/25
183,1749,4/30/25
427,2033,4/30/25
430,1500,5/1/25
321,55,5/4/25
46,165,5/4/25
116,666,5/4/25
7,740,5/4/25
388,1058,5/4/25
298,1498,5/4/25
442,1515,5/4/25
283,2258,5/4/25
29,2832,5/4/25
218,3282,5/4/25
370,5835,5/4/25
46,345,5/5/25
321,388,5/5/25
7,1091,5/5/25
296,1191,5/5/25
218,1519,5/5/25
286,1825,5/5/25
422,1864,5/5/25
369,2512,5/5/25
7,2534,5/5/25
442,5669,5/5/25
118,6190,5/5/25
33,7181,5/5/25
45,265,5/6/25
322,359,5/6/25
7,604,5/6/25
41,616,5/6/25
95,959,5/6/25
7,1462,5/6/25
296,2137,5/6/25
403,2307,5/6/25
95,2843,5/6/25
424,3088,5/6/25
442,3499,5/6/25
218,3515,5/6/25
403,5763,5/6/25
283,5936,5/6/25
370,6477,5/6/25
141,887,5/7/25
7,1063,5/7/25
482,1275,5/7/25
441,2335,5/7/25
36,2928,5/7/25
44,3284,5/7/25
95,4262,5/7/25
297,5118,5/7/25
369,5330,5/7/25
401,1888,5/7/25
48,590,5/8/25
141,874,5/8/25
14,990,5/8/25
368,2554,5/8/25
37,2712,5/8/25
439,2958,5/8/25
249,3435,5/8/25
401,4272,5/8/25
297,5292,5/8/25
328,157,5/11/25
5,314,5/11/25
242,497,5/11/25
140,875,5/11/25
8,1101,5/11/25
381,1315,5/11/25
44,1455,5/11/25
381,1456,5/11/25
382,1508,5/11/25
425,1657,5/11/25
37,1767,5/11/25
439,1982,5/11/25
473,2007,5/11/25
320,2083,5/11/25
472,2121,5/11/25
411,2131,5/11/25
296,2256,5/11/25
122,2310,5/11/25
44,2978,5/11/25
165,3212,5/11/25
320,3215,5/11/25
432,3267,5/11/25
432,4358,5/11/25
474,4394,5/11/25
8,4407,5/11/25
37,5087,5/11/25
140,6469,5/11/25
284,5436,5/11/25
48,371,5/12/25
253,431,5/12/25
260,507,5/12/25
37,574,5/12/25
123,578,5/12/25
375,869,5/12/25
8,930,5/12/25
294,1242,5/12/25
433,1326,5/12/25
382,1485,5/12/25
140,1710,5/12/25
216,1782,5/12/25
411,1802,5/12/25
370,2515,5/12/25
474,2539,5/12/25
326,2587,5/12/25
423,2642,5/12/25
375,2656,5/12/25
140,2755,5/12/25
216,2823,5/12/25
140,3060,5/12/25
405,3220,5/12/25
403,3232,5/12/25
385,3423,5/12/25
49,3432,5/12/25
467,3537,5/12/25
379,4288,5/12/25
438,5397,5/12/25
165,5476,5/12/25
15,5872,5/12/25
284,2555,5/12/25
120,1089,5/12/25
253,143,5/13/25
46,180,5/13/25
45,412,5/13/25
275,480,5/13/25
8,483,5/13/25
259,493,5/13/25
36,625,5/13/25
123,680,5/13/25
89,706,5/13/25
7,723,5/13/25
107,814,5/13/25
375,873,5/13/25
376,984,5/13/25
92,1068,5/13/25
403,1440,5/13/25
381,1461,5/13/25
119,1606,5/13/25
381,1778,5/13/25
283,2194,5/13/25
291,2438,5/13/25
439,2986,5/13/25
467,3218,5/13/25
124,3289,5/13/25
433,3395,5/13/25
175,3469,5/13/25
216,3581,5/13/25
380,4284,5/13/25
324,5244,5/13/25
368,5429,5/13/25
411,5441,5/13/25
284,1741,5/13/25
324,85,5/14/25
47,240,5/14/25
45,251,5/14/25
146,410,5/14/25
273,481,5/14/25
38,630,5/14/25
259,702,5/14/25
29,728,5/14/25
116,759,5/14/25
385,824,5/14/25
387,851,5/14/25
378,980,5/14/25
294,1036,5/14/25
411,1054,5/14/25
441,1138,5/14/25
384,1397,5/14/25
376,1492,5/14/25
288,1682,5/14/25
472,2037,5/14/25
471,2319,5/14/25
286,2437,5/14/25
471,2595,5/14/25
216,3262,5/14/25
422,3364,5/14/25
218,3486,5/14/25
403,3620,5/14/25
467,3705,5/14/25
401,3789,5/14/25
8,4318,5/14/25
370,5329,5/14/25
325,5433,5/14/25
176,5447,5/14/25
121,4166,5/14/25
411,26,5/15/25
325,261,5/15/25
273,550,5/15/25
253,655,5/15/25
121,687,5/15/25
298,1132,5/15/25
41,1164,5/15/25
286,1406,5/15/25
288,1687,5/15/25
33,1748,5/15/25
47,2123,5/15/25
403,2207,5/15/25
380,2751,5/15/25
273,2934,5/15/25
401,3454,5/15/25
577,3795,5/15/25
317,4278,5/15/25
324,4460,5/15/25
378,5033,5/15/25
8,5348,5/15/25
432,5361,5/15/25
367,5626,5/15/25
328,119,5/18/25
275,334,5/18/25
38,627,5/18/25
8,938,5/18/25
242,1053,5/18/25
375,1380,5/18/25
381,1412,5/18/25
320,1522,5/18/25
298,1842,5/18/25
472,2196,5/18/25
14,2533,5/18/25
474,2865,5/18/25
577,3159,5/18/25
218,3251,5/18/25
401,3366,5/18/25
181,2224,5/18/25
322,2,5/19/25
253,430,5/19/25
260,571,5/19/25
8,700,5/19/25
35,1123,5/19/25
381,1617,5/19/25
287,1730,5/19/25
473,2016,5/19/25
221,2309,5/19/25
444,2452,5/19/25
471,2594,5/19/25
218,2605,5/19/25
378,2729,5/19/25
384,2924,5/19/25
577,3520,5/19/25
401,4208,5/19/25
381,4653,5/19/25
297,5254,5/19/25
181,2332,5/19/25
325,296,5/20/25
260,584,5/20/25
259,693,5/20/25
259,1140,5/20/25
384,1414,5/20/25
381,1457,5/20/25
218,1564,5/20/25
296,1579,5/20/25
482,1655,5/20/25
473,1947,5/20/25
178,1977,5/20/25
122,2065,5/20/25
287,2295,5/20/25
242,2968,5/20/25
118,3387,5/20/25
95,3526,5/20/25
176,3598,5/20/25
120,3660,5/20/25
403,5235,5/20/25
321,16,5/27/25
123,678,5/27/25
95,1104,5/27/25
221,1289,5/27/25
380,1308,5/27/25
287,1525,5/27/25
433,1943,5/27/25
422,2643,5/27/25
122,2932,5/27/25
375,5003,5/27/25
379,5370,5/27/25
469,2071,5/27/25
470,5274,5/27/25
283,3035,5/27/25
387,611,5/28/25
482,923,5/28/25
378,924,5/28/25
121,1194,5/28/25
403,1686,5/28/25
433,3278,5/28/25
441,3857,5/28/25
425,4257,5/28/25
469,2188,5/28/25
470,3478,5/28/25
376,1689,5/28/25
322,54,5/29/25
119,698,5/29/25
249,1141,5/29/25
421,1722,5/29/25
35,2265,5/29/25
119,3835,5/29/25
469,2070,5/29/25
470,2473,5/29/25
474,4395,6/1/25
430,1535,6/1/25
161,3301,6/1/25
184,1785,6/1/25
368,1549,6/1/25
39,1270,6/1/25
41,1339,6/1/25
35,4583,6/1/25
119,5263,6/1/25
110,2727,6/1/25
105,3417,6/1/25
92,5455,6/1/25
505,2201,6/1/25
583,8930,6/1/25
427,1581,6/1/25
430,4865,6/1/25
430,2990,6/2/25
399,2862,6/2/25
474,3472,6/2/25
430,3237,6/2/25
383,2259,6/2/25
161,2373,6/2/25
184,2142,6/2/25
369,1533,6/2/25
35,2687,6/2/25
39,4487,6/2/25
41,4506,6/2/25
119,1469,6/2/25
119,5251,6/2/25
105,1119,6/2/25
92,1702,6/2/25
110,5671,6/2/25
53,2427,6/2/25
505,2612,6/2/25
399,2781,6/2/25
161,1873,6/2/25
399,2861,6/3/25
430,2443,6/3/25
430,3853,6/3/25
161,2747,6/3/25
399,3739,6/3/25
383,3259,6/3/25
369,3465,6/3/25
39,514,6/3/25
41,1286,6/3/25
119,3659,6/3/25
92,3538,6/3/25
105,5055,6/3/25
110,6397,6/3/25
53,2105,6/3/25
505,3763,6/3/25
180,2634,6/3/25
42,1035,6/3/25
430,1520,6/3/25
400,2831,6/4/25
399,3093,6/4/25
161,2283,6/4/25
430,1500,6/4/25
430,3734,6/4/25
383,2147,6/4/25
369,5189,6/4/25
42,1281,6/4/25
41,4440,6/4/25
39,6887,6/4/25
119,477,6/4/25
92,174,6/4/25
110,1680,6/4/25
105,5391,6/4/25
505,5717,6/4/25
53,5889,6/4/25
399,5841,6/5/25
430,1538,6/5/25
400,1905,6/5/25
430,1483,6/5/25
161,1964,6/5/25
368,3407,6/5/25
39,1382,6/5/25
42,2806,6/5/25
41,4521,6/5/25
119,4226,6/5/25
476,5461,6/5/25
92,649,6/5/25
105,1957,6/5/25
110,5854,6/5/25
583,5823,6/5/25
505,5947,6/5/25
157,1762,6/8/25
383,2084,6/8/25
382,4412,6/8/25
323,100,6/8/25
382,1565,6/8/25
10,863,6/8/25
91,890,6/8/25
326,1105,6/8/25
309,1255,6/8/25
299,1372,6/8/25
372,1381,6/8/25
305,1464,6/8/25
294,1795,6/8/25
372,2482,6/8/25
55,2667,6/8/25
73,2891,6/8/25
582,4068,6/8/25
110,4161,6/8/25
151,5057,6/8/25
153,5058,6/8/25
105,5347,6/8/25
29,6395,6/8/25
5,6878,6/8/25
183,1749,6/9/25
383,1901,6/9/25
382,1956,6/9/25
161,2885,6/9/25
183,1698,6/9/25
322,144,6/9/25
382,1567,6/9/25
324,126,6/9/25
151,416,6/9/25
153,688,6/9/25
10,733,6/9/25
105,987,6/9/25
309,1097,6/9/25
33,1383,6/9/25
294,1663,6/9/25
110,2091,6/9/25
299,2247,6/9/25
403,3568,6/9/25
73,3645,6/9/25
373,3861,6/9/25
305,5745,6/9/25
371,5768,6/9/25
91,5894,6/9/25
5,7324,6/9/25
49,3014,6/9/25
382,2923,6/10/25
183,2330,6/10/25
429,1543,6/10/25
383,1872,6/10/25
161,2225,6/10/25
183,2055,6/10/25
10,355,6/10/25
5,433,6/10/25
151,682,6/10/25
371,1746,6/10/25
297,1751,6/10/25
294,2440,6/10/25
94,3310,6/10/25
403,3589,6/10/25
153,3717,6/10/25
42,3733,6/10/25
71,3826,6/10/25
105,4063,6/10/25
373,5186,6/10/25
324,5706,6/10/25
310,5787,6/10/25
33,1358,6/10/25
553,1590,6/10/25
429,1604,6/11/25
382,2608,6/11/25
181,2369,6/11/25
383,2455,6/11/25
323,1,6/11/25
324,124,6/11/25
10,356,6/11/25
151,406,6/11/25
33,628,6/11/25
294,1217,6/11/25
310,1238,6/11/25
297,1816,6/11/25
71,4299,6/11/25
373,4451,6/11/25
42,4593,6/11/25
105,5034,6/11/25
403,5350,6/11/25
153,5616,6/11/25
371,6480,6/11/25
137,5703,6/11/25
94,1391,6/11/25
430,1685,6/12/25
184,1907,6/12/25
383,4247,6/12/25
33,2348,6/12/25
110,2814,6/12/25
5,332,6/12/25
94,1079,6/12/25
18,515,6/12/25
153,659,6/12/25
10,1057,6/12/25
42,1144,6/12/25
310,1312,6/12/25
582,1827,6/12/25
118,2237,6/12/25
373,2671,6/12/25
476,2947,6/12/25
324,3230,6/12/25
373,3751,6/12/25
299,4499,6/12/25
71,6898,6/12/25
153,7020,6/12/25
10,432,6/15/25
39,644,6/15/25
119,663,6/15/25
50,807,6/15/25
50,880,6/15/25
149,1075,6/15/25
243,1160,6/15/25
308,1552,6/15/25
401,1699,6/15/25
219,2098,6/15/25
214,2266,6/15/25
378,3177,6/15/25
298,3658,6/15/25
364,3730,6/15/25
3,300,6/15/25
78,442,6/15/25
294,4428,6/15/25
2,5113,6/15/25
105,819,6/15/25
91,943,6/15/25
553,3311,6/15/25
56,2086,6/15/25
70,3383,6/15/25
49,3433,6/15/25
21,5482,6/15/25
10,329,6/16/25
121,366,6/16/25
39,396,6/16/25
53,426,6/16/25
78,490,6/16/25
149,673,6/16/25
10,730,6/16/25
479,940,6/16/25
364,1175,6/16/25
306,2005,6/16/25
298,3304,6/16/25
221,3749,6/16/25
401,3848,6/16/25
378,4599,6/16/25
214,5082,6/16/25
219,5857,6/16/25
2,562,6/16/25
294,4334,6/16/25
94,613,6/16/25
118,623,6/16/25
553,3397,6/16/25
53,1216,6/16/25
70,5216,6/16/25
49,5288,6/16/25
19,5709,6/16/25
53,217,6/17/25
48,220,6/17/25
78,470,6/17/25
121,741,6/17/25
39,1130,6/17/25
209,1927,6/17/25
124,2749,6/17/25
217,2774,6/17/25
13,3271,6/17/25
298,3305,6/17/25
149,3495,6/17/25
364,4252,6/17/25
306,4574,6/17/25
378,5051,6/17/25
3,5126,6/17/25
401,5234,6/17/25
221,5499,6/17/25
2,7280,6/17/25
326,7,6/17/25
118,778,6/17/25
94,860,6/17/25
553,3235,6/17/25
50,2649,6/17/25
19,3201,6/17/25
51,2918,6/17/25
3,1201,6/18/25
304,4410,6/18/25
2,670,6/18/25
304,1060,6/18/25
49,284,6/18/25
149,304,6/18/25
8,424,6/18/25
78,464,6/18/25
52,467,6/18/25
39,624,6/18/25
122,672,6/18/25
3,691,6/18/25
364,1328,6/18/25
401,1708,6/18/25
306,2134,6/18/25
209,3250,6/18/25
225,3342,6/18/25
217,3812,6/18/25
308,4477,6/18/25
585,5957,6/18/25
326,24,6/18/25
118,811,6/18/25
553,1996,6/18/25
94,3207,6/18/25
50,1178,6/18/25
55,4215,6/18/25
19,3402,6/18/25
410,39,6/18/25
78,440,6/19/25
3,316,6/19/25
479,421,6/19/25
10,726,6/19/25
49,896,6/19/25
122,1320,6/19/25
218,1368,6/19/25
209,1863,6/19/25
298,2704,6/19/25
401,2921,6/19/25
364,4355,6/19/25
149,4483,6/19/25
379,4567,6/19/25
217,5185,6/19/25
306,5879,6/19/25
328,18,6/19/25
389,1384,6/19/25
118,721,6/19/25
91,955,6/19/25
553,3163,6/19/25
479,5312,6/19/25
583,5987,6/19/25
19,3609,6/19/25
410,2893,6/19/25
251,4417,6/22/25
251,828,6/22/25
482,2786,6/22/25
360,195,6/22/25
323,4,6/22/25
325,58,6/22/25
389,1001,6/22/25
115,769,6/22/25
89,942,6/22/25
553,1511,6/22/25
583,3225,6/22/25
50,5080,6/22/25
294,1179,6/22/25
16,1284,6/22/25
2,1711,6/22/25
367,5799,6/22/25
272,435,6/22/25
267,1933,6/22/25
254,1263,6/22/25
362,1151,6/22/25
309,3371,6/22/25
308,6789,6/22/25
209,2313,6/22/25
225,2441,6/22/25
151,308,6/22/25
121,587,6/22/25
144,5196,6/22/25
59,297,6/22/25
59,744,6/22/25
290,1424,6/22/25
287,2795,6/22/25
361,319,6/22/25
123,1159,6/22/25
359,40,6/22/25
21,780,6/22/25
143,1088,6/22/25
35,631,6/22/25
410,42,6/22/25
64,772,6/22/25
475,2101,6/22/25
476,2550,6/22/25
70,3384,6/22/25
81,6286,6/22/25
435,1167,6/22/25
324,126,6/23/25
482,6476,6/23/25
482,2788,6/23/25
55,5191,6/23/25
361,184,6/23/25
321,66,6/23/25
322,76,6/23/25
389,842,6/23/25
90,1220,6/23/25
109,2591,6/23/25
115,5264,6/23/25
2,1158,6/23/25
7,1638,6/23/25
367,3884,6/23/25
341,256,6/23/25
264,5442,6/23/25
580,566,6/23/25
362,1691,6/23/25
308,1849,6/23/25
223,1504,6/23/25
208,2506,6/23/25
42,4237,6/23/25
144,175,6/23/25
121,657,6/23/25
151,667,6/23/25
124,3852,6/23/25
60,522,6/23/25
59,849,6/23/25
290,1523,6/23/25
290,2160,6/23/25
360,560,6/23/25
123,685,6/23/25
359,159,6/23/25
21,1400,6/23/25
469,2074,6/23/25
143,970,6/23/25
35,1244,6/23/25
410,72,6/23/25
246,2339,6/23/25
475,2476,6/23/25
476,3742,6/23/25
81,1232,6/23/25
70,1516,6/23/25
67,2257,6/23/25
50,5416,6/23/25
435,2668,6/23/25
328,71,6/24/25
41,881,6/24/25
334,34,6/24/25
123,6370,6/24/25
321,67,6/24/25
389,1273,6/24/25
109,1845,6/24/25
115,2459,6/24/25
90,4332,6/24/25
479,2980,6/24/25
52,5211,6/24/25
7,734,6/24/25
13,4497,6/24/25
366,3379,6/24/25
341,361,6/24/25
268,1897,6/24/25
580,492,6/24/25
362,1599,6/24/25
309,1452,6/24/25
308,2793,6/24/25
208,3722,6/24/25
223,5104,6/24/25
151,737,6/24/25
145,950,6/24/25
124,3829,6/24/25
121,5175,6/24/25
60,194,6/24/25
68,602,6/24/25
314,2645,6/24/25
287,3869,6/24/25
359,820,6/24/25
21,2811,6/24/25
335,69,6/24/25
143,1195,6/24/25
328,71,6/24/25
35,641,6/24/25
410,111,6/24/25
249,1580,6/24/25
249,3529,6/24/25
475,2006,6/24/25
476,5929,6/24/25
56,2463,6/24/25
60,3500,6/24/25
48,4509,6/24/25
76,6929,6/24/25
435,5667,6/24/25
569,595,6/25/25
248,1709,6/25/25
328,11,6/25/25
334,59,6/25/25
123,724,6/25/25
325,52,6/25/25
391,1200,6/25/25
90,908,6/25/25
115,1171,6/25/25
109,2946,6/25/25
479,5247,6/25/25
56,7178,6/25/25
11,764,6/25/25
14,1493,6/25/25
366,5031,6/25/25
341,1418,6/25/25
268,2815,6/25/25
362,3273,6/25/25
308,3626,6/25/25
309,5063,6/25/25
215,2323,6/25/25
223,3783,6/25/25
152,568,6/25/25
151,656,6/25/25
124,690,6/25/25
145,1561,6/25/25
68,351,6/25/25
63,752,6/25/25
314,1486,6/25/25
287,4191,6/25/25
336,5477,6/25/25
335,95,6/25/25
21,1111,6/25/25
143,5079,6/25/25
39,629,6/25/25
42,638,6/25/25
35,640,6/25/25
35,3192,6/25/25
475,5869,6/25/25
251,1013,6/25/25
467,5853,6/25/25
349,1148,6/25/25
56,2883,6/25/25
65,3640,6/25/25
76,5389,6/25/25
435,1551,6/25/25
124,742,6/26/25
50,3274,6/26/25
329,36,6/26/25
327,83,6/26/25
391,1434,6/26/25
115,528,6/26/25
109,2987,6/26/25
91,3782,6/26/25
479,5764,6/26/25
52,6963,6/26/25
14,1620,6/26/25
366,2922,6/26/25
341,201,6/26/25
273,422,6/26/25
268,1681,6/26/25
410,5307,6/26/25
306,1821,6/26/25
308,2472,6/26/25
215,1895,6/26/25
221,3784,6/26/25
124,620,6/26/25
151,735,6/26/25
122,1319,6/26/25
152,4414,6/26/25
145,6807,6/26/25
68,400,6/26/25
62,872,6/26/25
290,2821,6/26/25
290,4476,6/26/25
13,1481,6/26/25
357,14,6/26/25
143,969,6/26/25
410,368,6/26/25
35,3191,6/26/25
35,3222,6/26/25
251,1310,6/26/25
246,2771,6/26/25
475,1870,6/26/25
143,3528,6/26/25
76,1254,6/26/25
435,5668,6/26/25
329,36,6/29/25
329,74,6/29/25
123,685,6/29/25
505,512,6/29/25
44,5147,6/29/25
326,8,6/29/25
329,74,6/29/25
389,1019,6/29/25
115,1004,6/29/25
90,4365,6/29/25
52,5311,6/29/25
479,5316,6/29/25
335,19,6/29/25
407,557,6/29/25
243,1142,6/29/25
243,1157,6/29/25
474,5883,6/29/25
144,6964,6/29/25
50,3044,6/29/25
67,4416,6/29/25
435,1394,6/29/25
327,83,6/30/25
74,536,6/30/25
77,901,6/30/25
339,60,6/30/25
326,5,6/30/25
329,70,6/30/25
109,1349,6/30/25
90,2881,6/30/25
115,3370,6/30/25
52,4627,6/30/25
48,5359,6/30/25
407,558,6/30/25
45,516,6/30/25
251,995,6/30/25
239,1745,6/30/25
247,1978,6/30/25
378,953,6/30/25
144,848,6/30/25
45,2688,6/30/25
85,4183,6/30/25
67,5045,6/30/25
435,4677,6/30/25
388,921,7/1/25
407,341,7/1/25
470,2473,7/1/25
329,45,7/1/25
329,91,7/1/25
109,2151,7/1/25
115,3474,7/1/25
90,5420,7/1/25
136,1468,7/1/25
85,1150,7/1/25
53,4240,7/1/25
45,6467,7/1/25
442,5438,7/1/25
284,2555,7/1/25
336,89,7/6/25
378,1008,7/6/25
84,1067,7/7/25
128,1342,7/7/25
469,2070,7/7/25
470,3478,7/7/25
327,102,7/7/25
305,1385,7/7/25
305,5085,7/7/25
33,795,7/7/25
5,712,7/7/25
321,358,7/7/25
366,1411,7/7/25
365,1474,7/7/25
272,506,7/7/25
264,1553,7/7/25
299,1664,7/7/25
385,829,7/7/25
214,4255,7/7/25
42,1030,7/7/25
38,1135,7/7/25
147,238,7/7/25
55,1118,7/7/25
311,1336,7/7/25
287,4350,7/7/25
375,966,7/7/25
90,817,7/7/25
114,1203,7/7/25
109,1851,7/7/25
406,652,7/7/25
144,5419,7/7/25
174,2294,7/7/25
165,3337,7/7/25
558,5047,7/7/25
176,5867,7/7/25
60,3298,7/7/25
46,3828,7/7/25
263,802,7/7/25
280,4423,7/7/25
283,3035,7/7/25
284,5436,7/7/25
234,1886,7/7/25
228,5445,7/7/25
94,857,7/8/25
129,2913,7/8/25
470,5274,7/8/25
325,127,7/8/25
306,1133,7/8/25
305,5481,7/8/25
475,3380,7/8/25
292,2038,7/8/25
280,1703,7/8/25
321,3231,7/8/25
366,1324,7/8/25
365,5342,7/8/25
585,2293,7/8/25
272,198,7/8/25
264,1848,7/8/25
301,2730,7/8/25
385,3731,7/8/25
213,5309,7/8/25
38,642,7/8/25
36,1017,7/8/25
38,7188,7/8/25
151,668,7/8/25
147,683,7/8/25
152,710,7/8/25
583,789,7/8/25
288,1759,7/8/25
311,2761,7/8/25
388,1550,7/8/25
114,2387,7/8/25
108,2962,7/8/25
90,5250,7/8/25
136,155,7/8/25
174,2582,7/8/25
178,3830,7/8/25
558,4456,7/8/25
44,4503,7/8/25
60,5116,7/8/25
263,2532,7/8/25
284,1741,7/8/25
228,2278,7/8/25
234,2574,7/8/25
349,420,7/9/25
80,395,7/9/25
132,2938,7/9/25
326,2575,7/9/25
42,585,7/9/25
292,3639,7/9/25
321,141,7/9/25
367,1240,7/9/25
365,4337,7/9/25
388,5458,7/9/25
380,5676,7/9/25
272,1395,7/9/25
268,1737,7/9/25
301,1641,7/9/25
385,3732,7/9/25
214,1839,7/9/25
38,511,7/9/25
38,2703,7/9/25
38,4457,7/9/25
153,192,7/9/25
119,619,7/9/25
149,4435,7/9/25
583,259,7/9/25
287,3219,7/9/25
311,3303,7/9/25
329,68,7/9/25
388,1280,7/9/25
116,725,7/9/25
108,1916,7/9/25
116,3887,7/9/25
409,186,7/9/25
