Store,City,State,Next Major Touch Program Year,Projected Possession Date
3337,RIO GRANDE,NJ,TBD,TBD
3349,PORT CHARLOTTE,FL,TBD,TBD
3352,STOCKTON,CA,TBD,TBD
3370,PALMETTO,FL,TBD,TBD
3383,AMARILLO,TX,TBD,TBD
3387,NORTH PORT,FL,TBD,TBD
3395,GRAND ISLAND,NE,TBD,TBD
3407,BUCKEYE,AZ,TBD,TBD
3417,NAPLES,FL,TBD,TBD
3428,FARMINGTON,NM,TBD,TBD
3431,HUDSON OAKS,TX,TBD,TBD
3435,GREENWOOD,IN,TBD,TBD
3484,PENSACOLA,FL,TBD,TBD
3490,HANOVER,MD,TBD,TBD
3492,WICHITA,KS,TBD,TBD
3495,CLARKSVILLE,TN,TBD,TBD
3514,BRADFORD,PA,TBD,TBD
3515,HILLSBORO,OH,TBD,TBD
3541,KENNETT SQUARE,PA,TBD,TBD
3542,HOUSTON,TX,TBD,TBD
3570,EVANS,GA,TBD,TBD
3630,MARION,IA,TBD,TBD
3632,SANDUSKY,MI,TBD,TBD
3641,SPRINGFIELD,OH,TBD,TBD
3743,WEST MONROE,LA,TBD,TBD
3762,WEST DES MOINES,IA,TBD,TBD
3774,WILLIAMSTOWN,NJ,TBD,TBD
3778,CASPER,WY,TBD,TBD
3780,FALLSTON,MD,TBD,TBD
3781,INDIANAPOLIS,IN,TBD,TBD
3792,LANCASTER,OH,TBD,TBD
3825,HAVELOCK,NC,TBD,TBD
3846,MESA,AZ,TBD,TBD
3874,DAWSONVILLE,GA,TBD,TBD
3883,KAPOLEI,HI,TBD,TBD
3888,SAN ANTONIO,TX,TBD,TBD
3912,LEDGEWOOD,NJ,TBD,TBD
4141,LARGO,FL,TBD,TBD
4145,GREER,SC,TBD,TBD
4221,CORNELIUS,OR,TBD,TBD
4223,MARYVILLE,TN,TBD,TBD
4231,FORT WAYNE,IN,TBD,TBD
4258,FREDERICKSBURG,VA,TBD,TBD
4273,LELAND,NC,TBD,TBD
4321,WICHITA,KS,TBD,TBD
4325,YUMA,AZ,TBD,TBD
4330,CHELSEA,AL,TBD,TBD
4335,FALCON,CO,TBD,TBD
4337,SAN LUIS,AZ,TBD,TBD
4354,NAPLES,FL,TBD,TBD
4368,OCALA,FL,TBD,TBD
4417,CAMBY,IN,TBD,TBD
4456,SOMERDALE,NJ,TBD,TBD
4458,HOLLY SPRINGS,NC,TBD,TBD
4484,RALEIGH,NC,TBD,TBD
4487,AIKEN,SC,TBD,TBD
4508,PENITAS,TX,TBD,TBD
4521,LEXINGTON,SC,TBD,TBD
4612,HAMBURG,PA,TBD,TBD
4615,GLENPOOL,OK,TBD,TBD
5030,TOLEDO,OH,TBD,TBD
5051,GREELEY,CO,TBD,TBD
5055,NAPLES,FL,TBD,TBD
5057,MURFREESBORO,TN,TBD,TBD
5087,NORTH MYRTLE BEACH,SC,TBD,TBD
5088,TRIADELPHIA,WV,TBD,TBD
5098,MOBILE,AL,TBD,TBD
5113,PELL CITY,AL,TBD,TBD
5170,SIDNEY,NE,TBD,TBD
5233,WEST VALLEY CITY,UT,TBD,TBD
5239,BECHTELSVILLE,PA,TBD,TBD
5254,WAKE FOREST,NC,TBD,TBD
5262,PELHAM,AL,TBD,TBD
5272,POULSBO,WA,TBD,TBD
5282,GREECE,NY,TBD,TBD
5295,FARMINGDALE,NY,TBD,TBD
5305,CHULA VISTA,CA,TBD,TBD
5307,GARDNER,KS,TBD,TBD
5319,MACARTHUR,WV,TBD,TBD
5320,GREENSBORO,NC,TBD,TBD
5329,ANTHEM,AZ,TBD,TBD
5338,SAN DIEGO,CA,TBD,TBD
5342,YUMA,AZ,TBD,TBD
5366,MELBOURNE,FL,TBD,TBD
5385,DEFIANCE,OH,TBD,TBD
5391,NAPLES,FL,TBD,TBD
5396,ALBANY,OR,TBD,TBD
5397,WINONA,MN,TBD,TBD
5402,CHICAGO,IL,TBD,TBD
5439,NEW HAVEN,CT,TBD,TBD
5441,TOPEKA,KS,TBD,TBD
5458,DELTA,CO,TBD,TBD
5460,PORTLAND,TX,TBD,TBD
5469,HANOVER,PA,TBD,TBD
5487,TRAVELERS REST,SC,TBD,TBD
5600,RANCHO SANTA MARGARITA,CA,TBD,TBD
5719,MIAMI,FL,TBD,TBD
5766,MORGAN HILL,CA,TBD,TBD
5787,RAEFORD,NC,TBD,TBD
5795,OXFORD,PA,TBD,TBD
5845,NICEVILLE,FL,TBD,TBD
5848,ELK GROVE,CA,TBD,TBD
5869,MOSCOW,ID,TBD,TBD
5882,PALM SPRINGS,FL,TBD,TBD
5891,PHILADELPHIA,PA,TBD,TBD
5962,EL PASO,TX,TBD,TBD
6942,BROKEN ARROW,OK,TBD,TBD
5202,COMMACK,NY,TBD,TBD
44,ELDON,MO,TBD,TBD
57,WALNUT RIDGE,AR,TBD,TBD
829,SANTA FE,NM,TBD,TBD
1119,NAPLES,FL,TBD,TBD
1779,BRIDGEVIEW,IL,TBD,TBD
1857,MENTOR,OH,TBD,TBD
2039,MERCED,CA,TBD,TBD
2052,UKIAH,CA,TBD,TBD
2092,OGDENSBURG,NY,TBD,TBD
2326,HORNELL,NY,TBD,TBD
2897,SOUTHINGTON,CT,TBD,TBD
2947,VANCOUVER,WA,TBD,TBD
5111,WATCHUNG,NJ,TBD,TBD
5178,ROCKAWAY,NJ,TBD,TBD
3290,KAHULUI,HI,TBD,TBD
3650,VENTURA,CA,TBD,TBD
32,BRANSON,MO,TBD,TBD
1974,HOULTON,ME,TBD,TBD
2640,SALEM,MA,TBD,TBD
2490,ROELAND PARK,KS,TBD,TBD
2660,NORTH READING,MA,TBD,TBD
1587,MODESTO,CA,TBD,TBD
1867,WESTMINSTER,MD,TBD,TBD
3548,WATERBURY,CT,TBD,TBD
1,ROGERS,AR,TBD,TBD
4,SILOAM SPRINGS,AR,TBD,TBD
5,CONWAY,AR,TBD,TBD
7,SHERWOOD,AR,TBD,TBD
8,MORRILTON,AR,TBD,TBD
10,TAHLEQUAH,OK,TBD,TBD
13,CARTHAGE,MO,TBD,TBD
17,NEOSHO,MO,TBD,TBD
18,NEWPORT,AR,TBD,TBD
21,SAINT ROBERT,MO,TBD,TBD
28,MIAMI,OK,TBD,TBD
31,POTEAU,OK,TBD,TBD
46,BOLIVAR,MO,TBD,TBD
47,SALLISAW,OK,TBD,TBD
51,FULTON,MO,TBD,TBD
55,BOONEVILLE,AR,TBD,TBD
58,RUSSELLVILLE,AR,TBD,TBD
78,MARSHFIELD,MO,TBD,TBD
81,STILWELL,OK,TBD,TBD
82,PERRYVILLE,MO,TBD,TBD
85,BENTON,AR,TBD,TBD
88,MOUNTAIN GROVE,MO,TBD,TBD
89,CAMDENTON,MO,TBD,TBD
90,GROVE,OK,TBD,TBD
96,HARRISONVILLE,MO,TBD,TBD
100,BENTONVILLE,AR,TBD,TBD
110,WINTER GARDEN,FL,TBD,TBD
119,BATESVILLE,AR,TBD,TBD
125,FORT SMITH,AR,TBD,TBD
126,LITTLE ROCK,AR,TBD,TBD
138,SPRINGFIELD,MO,TBD,TBD
145,BOWLING GREEN,MO,TBD,TBD
179,SPRINGFIELD,MO,TBD,TBD
185,GAINESVILLE,TX,TBD,TBD
197,MACOMB,IL,TBD,TBD
209,OZARK,AR,TBD,TBD
216,MARION,IL,TBD,TBD
217,LEWISVILLE,TX,TBD,TBD
220,BURLESON,TX,TBD,TBD
221,YUKON,OK,TBD,TBD
250,WARSAW,MO,TBD,TBD
260,WAXAHACHIE,TX,TBD,TBD
265,TERRELL,TX,TBD,TBD
277,MOORE,OK,TBD,TBD
284,MANSFIELD,TX,TBD,TBD
292,LOCKHART,TX,TBD,TBD
295,EUREKA,MO,TBD,TBD
296,DARDANELLE,AR,TBD,TBD
299,BOWLING GREEN,KY,TBD,TBD
313,HIGH RIDGE,MO,TBD,TBD
318,ARKADELPHIA,AR,TBD,TBD
331,SULPHUR,LA,TBD,TBD
337,FREDERICKTOWN,MO,TBD,TBD
350,YORK,NE,TBD,TBD
354,OWENSVILLE,MO,TBD,TBD
355,OPELIKA,AL,TBD,TBD
358,ALMA,AR,TBD,TBD
359,FAYETTEVILLE,AR,TBD,TBD
361,COLLINSVILLE,IL,TBD,TBD
373,HUNTSVILLE,AR,TBD,TBD
379,OZARK,MO,TBD,TBD
388,FORT SMITH,AR,TBD,TBD
389,EDMOND,OK,TBD,TBD
410,MURRAY,KY,TBD,TBD
426,COLONY,TX,TBD,TBD
427,GREENVILLE,TX,TBD,TBD
436,CARLYLE,IL,TBD,TBD
444,SPRINGFIELD,MO,TBD,TBD
451,COLUMBIA,MO,TBD,TBD
459,COVINGTON,GA,TBD,TBD
475,ROUND ROCK,TX,TBD,TBD
483,PRATTVILLE,AL,TBD,TBD
491,PADUCAH,KY,TBD,TBD
494,NEWNAN,GA,TBD,TBD
519,HARRODSBURG,KY,TBD,TBD
535,ABILENE,TX,TBD,TBD
547,PLANT CITY,FL,TBD,TBD
549,HOBBS,NM,TBD,TBD
579,ST AUGUSTINE,FL,TBD,TBD
590,FORT WORTH,TX,TBD,TBD
598,KEARNEY,NE,TBD,TBD
608,MIDLAND,TX,TBD,TBD
622,OKLAHOMA CITY,OK,TBD,TBD
645,NORFOLK,NE,TBD,TBD
652,GARDEN CITY,KS,TBD,TBD
669,DALTON,GA,TBD,TBD
673,CLARKSVILLE,TN,TBD,TBD
685,MORRISTOWN,TN,TBD,TBD
689,SOMERSET,KY,TBD,TBD
691,FORT PAYNE,AL,TBD,TBD
698,CLEVELAND,TN,TBD,TBD
700,SELMA,AL,TBD,TBD
706,ZEPHYRHILLS,FL,TBD,TBD
718,AUBURNDALE,FL,TBD,TBD
720,FRANKFORT,KY,TBD,TBD
723,TROY,AL,TBD,TBD
725,HAINES CITY,FL,TBD,TBD
727,CEDARTOWN,GA,TBD,TBD
735,WINCHESTER,TN,TBD,TBD
740,OZARK,AL,TBD,TBD
753,CEDAR FALLS,IA,TBD,TBD
755,AMARILLO,TX,TBD,TBD
774,COLUMBUS,NE,TBD,TBD
788,CLINTON,AR,TBD,TBD
807,NORTH RICHLAND HILLS,TX,TBD,TBD
812,DUMAS,TX,TBD,TBD
815,OSAGE BEACH,MO,TBD,TBD
817,KISSIMMEE,FL,TBD,TBD
819,CAPE CORAL,FL,TBD,TBD
824,ALBUQUERQUE,NM,TBD,TBD
825,STANFORD,KY,TBD,TBD
828,PLAINFIELD,IN,TBD,TBD
845,BUFFALO,MO,TBD,TBD
846,LA GRANGE,TX,TBD,TBD
855,UNION CITY,GA,TBD,TBD
856,BREMEN,GA,TBD,TBD
857,SANFORD,FL,TBD,TBD
867,SCOTTSBLUFF,NE,TBD,TBD
871,MOUNTAIN VIEW,MO,TBD,TBD
880,IRVING,TX,TBD,TBD
885,SEWARD,NE,TBD,TBD
886,FORT DODGE,IA,TBD,TBD
890,ORLANDO,FL,TBD,TBD
892,ANKENY,IA,TBD,TBD
899,VALDOSTA,GA,TBD,TBD
907,FORSYTH,GA,TBD,TBD
914,CASSVILLE,MO,TBD,TBD
924,STERLING,CO,TBD,TBD
932,GRIFFIN,GA,TBD,TBD
936,EFFINGHAM,IL,TBD,TBD
937,MARIETTA,GA,TBD,TBD
941,VALRICO,FL,TBD,TBD
942,OCOEE,FL,TBD,TBD
943,CASSELBERRY,FL,TBD,TBD
963,WEATHERFORD,TX,TBD,TBD
965,TOMAH,WI,TBD,TBD
994,NEW PORT RICHEY,FL,TBD,TBD
1009,REPUBLIC,MO,TBD,TBD
1040,HOUSTON,TX,TBD,TBD
1057,TALLASSEE,AL,TBD,TBD
1058,MONTROSE,CO,TBD,TBD
1080,JOHNSON CITY,TN,TBD,TBD
1081,GAINESVILLE,FL,TBD,TBD
1082,JACKSONVILLE,FL,TBD,TBD
1083,JACKSONVILLE,FL,TBD,TBD
1086,SAINT CLOUD,FL,TBD,TBD
1101,WETUMPKA,AL,TBD,TBD
1108,OAK GROVE,LA,TBD,TBD
1117,PLANO,TX,TBD,TBD
1129,AUSTIN,TX,TBD,TBD
1153,MACON,GA,TBD,TBD
1157,NORTH VERNON,IN,TBD,TBD
1170,LOUISVILLE,KY,TBD,TBD
1176,STOUGHTON,WI,TBD,TBD
1177,MANCHESTER,MO,TBD,TBD
1185,AUSTIN,TX,TBD,TBD
1190,BEREA,KY,TBD,TBD
1211,HARVARD,IL,TBD,TBD
1215,CALHOUN,GA,TBD,TBD
1216,CARROLLTON,TX,TBD,TBD
1219,JACKSONVILLE,FL,TBD,TBD
1245,LAKELAND,FL,TBD,TBD
1265,SAINT LOUIS,MO,TBD,TBD
1274,WHITEWATER,WI,TBD,TBD
1305,JANESVILLE,WI,TBD,TBD
1307,BOURBONNAIS,IL,TBD,TBD
1324,NOGALES,AZ,TBD,TBD
1332,SOUTH SIOUX CITY,NE,TBD,TBD
1333,VAN WERT,OH,TBD,TBD
1335,LEXINGTON,VA,TBD,TBD
1338,COLUMBUS,GA,TBD,TBD
1340,LITHONIA,GA,TBD,TBD
1341,EVANSVILLE,IN,TBD,TBD
1350,LYNCHBURG,VA,TBD,TBD
1361,SIOUX CITY,IA,TBD,TBD
1363,MADISON,GA,TBD,TBD
1367,WARNER ROBINS,GA,TBD,TBD
1377,JOHNSBURG,IL,TBD,TBD
1380,LAS VEGAS,NM,TBD,TBD
1397,ALBUQUERQUE,NM,TBD,TBD
1400,ATHENS,GA,TBD,TBD
1404,LAKE ZURICH,IL,TBD,TBD
1410,TROY,OH,TBD,TBD
1413,CRYSTAL LAKE,IL,TBD,TBD
1420,STREAMWOOD,IL,TBD,TBD
1421,WASHINGTON,IL,TBD,TBD
1438,CEDAR CITY,UT,TBD,TBD
1439,WASHINGTON,UT,TBD,TBD
1445,PORT CLINTON,OH,TBD,TBD
1457,RIVERTON,WY,TBD,TBD
1458,FORT OGLETHORPE,GA,TBD,TBD
1463,XENIA,OH,TBD,TBD
1469,CHATTANOOGA,TN,TBD,TBD
1471,NEW LONDON,WI,TBD,TBD
1480,WINCHESTER,IN,TBD,TBD
1485,GILLETTE,WY,TBD,TBD
1487,MICHIGAN CITY,IN,TBD,TBD
1495,HUBER HEIGHTS,OH,TBD,TBD
1497,RICHTON PARK,IL,TBD,TBD
1503,DAYTON,OH,TBD,TBD
1504,DAYTON,OH,TBD,TBD
1505,PIKEVILLE,KY,TBD,TBD
1514,ARNOLD,MO,TBD,TBD
1526,STORM LAKE,IA,TBD,TBD
1531,CARPENTERSVILLE,IL,TBD,TBD
1533,PEORIA,AZ,TBD,TBD
1534,BISMARCK,ND,TBD,TBD
1536,ST PETERSBURG,FL,TBD,TBD
1538,BROOKINGS,SD,TBD,TBD
1548,WATSEKA,IL,TBD,TBD
1555,EL CENTRO,CA,TBD,TBD
1565,WILLISTON,ND,TBD,TBD
1572,VERNAL,UT,TBD,TBD
1584,LAS VEGAS,NV,TBD,TBD
1585,NORTH PLATTE,NE,TBD,TBD
1592,BAD AXE,MI,TBD,TBD
1596,BOLINGBROOK,IL,TBD,TBD
1602,SPRINGFIELD,IL,TBD,TBD
1606,HIXSON,TN,TBD,TBD
1612,TUCSON,AZ,TBD,TBD
1626,OKLAHOMA CITY,OK,TBD,TBD
1628,SANDUSKY,OH,TBD,TBD
1637,OMAHA,NE,TBD,TBD
1640,STATE COLLEGE,PA,TBD,TBD
1650,SAUKVILLE,WI,TBD,TBD
1651,AMERICAN CANYON,CA,TBD,TBD
1660,PALMDALE,CA,TBD,TBD
1671,PAPILLION,NE,TBD,TBD
1678,DELAFIELD,WI,TBD,TBD
1681,MOUNT PROSPECT,IL,TBD,TBD
1683,SHENANDOAH,IA,TBD,TBD
1687,SUFFOLK,VA,TBD,TBD
1724,MILLERSBURG,OH,TBD,TBD
1727,BERLIN,WI,TBD,TBD
1732,DENISON,IA,TBD,TBD
1735,WHEELING,IL,TBD,TBD
1737,VILLA PARK,IL,TBD,TBD
1745,RICHMOND,IN,TBD,TBD
1764,WINDSOR HEIGHTS,IA,TBD,TBD
1766,MARIETTA,GA,TBD,TBD
1772,KLAMATH FALLS,OR,TBD,TBD
1801,ARLINGTON,TX,TBD,TBD
1812,WOOSTER,OH,TBD,TBD
1815,FRESNO,CA,TBD,TBD
1817,HERMISTON,OR,TBD,TBD
1826,VISALIA,CA,TBD,TBD
1839,LORAIN,OH,TBD,TBD
1856,BANGOR,ME,TBD,TBD
1859,CALEXICO,CA,TBD,TBD
1871,WATERTOWN,NY,TBD,TBD
1878,REXBURG,ID,TBD,TBD
1882,SELMA,CA,TBD,TBD
1884,DICKSON CITY,PA,TBD,TBD
1898,SAINT CHARLES,IL,TBD,TBD
1900,BURLEY,ID,TBD,TBD
1902,AMMON,ID,TBD,TBD
1908,GREEN BAY,WI,TBD,TBD
1915,YUCCA VALLEY,CA,TBD,TBD
1927,MACEDONIA,OH,TBD,TBD
1929,CLOQUET,MN,TBD,TBD
1932,ELLSWORTH,ME,TBD,TBD
1939,BRUNSWICK,ME,TBD,TBD
1943,LINCOLN,NE,TBD,TBD
1956,BILLINGS,MT,TBD,TBD
1960,TAMPA,FL,TBD,TBD
1965,COUNCIL BLUFFS,IA,TBD,TBD
1978,PLYMOUTH,IN,TBD,TBD
1983,CERES,CA,TBD,TBD
1986,NORWALK,OH,TBD,TBD
1989,LOMPOC,CA,TBD,TBD
2006,CLARKSTON,WA,TBD,TBD
2016,COLVILLE,WA,TBD,TBD
2020,RENSSELAER,IN,TBD,TBD
2021,RAYNHAM,MA,TBD,TBD
2046,AUGUSTA,ME,TBD,TBD
2063,AUSTINTOWN,OH,TBD,TBD
2069,MEDFORD,OR,TBD,TBD
2077,LAKE ELSINORE,CA,TBD,TBD
2081,CLEARWATER,FL,TBD,TBD
2105,DALLAS,TX,TBD,TBD
2108,MAYS LANDING,NJ,TBD,TBD
2115,NEW PHILADELPHIA,OH,TBD,TBD
2131,TOPEKA,KS,TBD,TBD
2133,AUSTIN,TX,TBD,TBD
2192,HOUGHTON,MI,TBD,TBD
2197,CORTLAND,OH,TBD,TBD
2208,SAYRE,PA,TBD,TBD
2215,DARIEN,IL,TBD,TBD
2221,SPRINGFIELD,MO,TBD,TBD
2242,ANAHEIM,CA,TBD,TBD
2251,CITY OF INDUSTRY,CA,TBD,TBD
2255,HAZLE TOWNSHIP,PA,TBD,TBD
2272,CAMBRIDGE,MD,TBD,TBD
2313,STREETSBORO,OH,TBD,TBD
2323,STOW,OH,TBD,TBD
2325,PORT ORCHARD,WA,TBD,TBD
2335,MADISON,WI,TBD,TBD
2359,ASHTABULA,OH,TBD,TBD
2362,SOUTH EUCLID,OH,TBD,TBD
2387,BRANDON,FL,TBD,TBD
2397,MANSFIELD,TX,TBD,TBD
2402,ELKO,NV,TBD,TBD
2431,SEARCY,AR,TBD,TBD
2432,LINCOLN,NE,TBD,TBD
2443,SIOUX FALLS,SD,TBD,TBD
2451,ALBUQUERQUE,NM,TBD,TBD
2458,SALINAS,CA,TBD,TBD
2463,FRISCO,TX,TBD,TBD
2483,LAS VEGAS,NV,TBD,TBD
2506,RAVENNA,OH,TBD,TBD
2508,BOISE,ID,TBD,TBD
2511,AMERICAN FORK,UT,TBD,TBD
2516,RENTON,WA,TBD,TBD
2517,SANTA ANA,CA,TBD,TBD
2537,REDDING,CA,TBD,TBD
2542,OTTAWA,OH,TBD,TBD
2545,MARINETTE,WI,TBD,TBD
2560,BERLIN,MD,TBD,TBD
2561,ERIE,PA,TBD,TBD
2575,CONWAY,AR,TBD,TBD
2584,TUCKER,GA,TBD,TBD
2592,NORTH LAS VEGAS,NV,TBD,TBD
2593,LAS VEGAS,NV,TBD,TBD
2600,CHESTERFIELD,MO,TBD,TBD
2649,IRVING,TX,TBD,TBD
2651,MANVILLE,NJ,TBD,TBD
2652,GRANTS,NM,TBD,TBD
2686,BENTONVILLE,AR,TBD,TBD
2688,TYLER,TX,TBD,TBD
2694,KIRKWOOD,MO,TBD,TBD
2695,CLERMONT,FL,TBD,TBD
2702,NIXA,MO,TBD,TBD
2714,SPENCER,IA,TBD,TBD
2734,NORMAN,OK,TBD,TBD
2740,TAMPA,FL,TBD,TBD
2742,SPRINGDALE,AR,TBD,TBD
2744,FORT SMITH,AR,TBD,TBD
2783,LEXINGTON,KY,TBD,TBD
2791,GEORGETOWN,DE,TBD,TBD
2796,OLDSMAR,FL,TBD,TBD
2803,EDMOND,OK,TBD,TBD
2834,FORT WORTH,TX,TBD,TBD
2838,HENDERSON,NV,TBD,TBD
2881,KISSIMMEE,FL,TBD,TBD
2884,LAS VEGAS,NV,TBD,TBD
2891,ODESSA,TX,TBD,TBD
2907,MIAMI GARDENS,FL,TBD,TBD
2918,ALLEN,TX,TBD,TBD
2920,ORANGE PARK,FL,TBD,TBD
2941,ALPHARETTA,GA,TBD,TBD
2951,LANCASTER,CA,TBD,TBD
2956,SHOREWOOD,IL,TBD,TBD
2957,DETROIT LAKES,MN,TBD,TBD
2966,WADSWORTH,OH,TBD,TBD
2968,CARROLLTON,KY,TBD,TBD
2988,LA FAYETTE,GA,TBD,TBD
2991,CEDAR PARK,TX,TBD,TBD
3050,BEAVERTON,OR,TBD,TBD
3061,SHREWSBURY,MO,TBD,TBD
3062,SPRINGFIELD,MO,TBD,TBD
3067,NORCROSS,GA,TBD,TBD
3110,CHICAGO,IL,TBD,TBD
3111,SPRINGFIELD,MO,TBD,TBD
3118,DECATUR,GA,TBD,TBD
3150,COUNCIL BLUFFS,IA,TBD,TBD
3151,OMAHA,NE,TBD,TBD
3152,OMAHA,NE,TBD,TBD
3153,OMAHA,NE,TBD,TBD
3154,BELLEVUE,NE,TBD,TBD
3164,BENTONVILLE,AR,TBD,TBD
3168,CONWAY,AR,TBD,TBD
3169,MANOR,TX,TBD,TBD
3170,ELGIN,TX,TBD,TBD
3206,LIMA,OH,TBD,TBD
3210,SPRINGFIELD,IL,TBD,TBD
3220,ST GEORGE,UT,TBD,TBD
3224,GARLAND,TX,TBD,TBD
3250,AURORA,OH,TBD,TBD
3251,WASHINGTON COURT HOUSE,OH,TBD,TBD
3258,EUGENE,OR,TBD,TBD
3261,RICHLAND,WA,TBD,TBD
3267,OMAHA,NE,TBD,TBD
3278,LINCOLN,NE,TBD,TBD
3284,ARLINGTON,TX,TBD,TBD
3287,LEWISVILLE,TX,TBD,TBD
3293,CHARDON,OH,TBD,TBD
3300,WAPAKONETA,OH,TBD,TBD
3308,MIDDLEBURG,FL,TBD,TBD
3309,JACKSONVILLE,FL,TBD,TBD
3331,PINE BLUFF,AR,TBD,TBD
3350,LAS VEGAS,NV,TBD,TBD
3356,LAS VEGAS,NV,TBD,TBD
3357,TUCSON,AZ,TBD,TBD
3363,OWENSBORO,KY,TBD,TBD
3385,ALBUQUERQUE,NM,TBD,TBD
3394,ATLANTIC,IA,TBD,TBD
3418,WESLEY CHAPEL,FL,TBD,TBD
3419,FORT WORTH,TX,TBD,TBD
3423,SANTA FE,NM,TBD,TBD
3460,PEORIA,IL,TBD,TBD
3471,KENNESAW,GA,TBD,TBD
3476,CANTON,MI,TBD,TBD
3479,ROGERS,AR,TBD,TBD
3482,PLANO,TX,TBD,TBD
3488,BURLINGTON,WI,TBD,TBD
3497,PLYMOUTH,WI,TBD,TBD
3511,HAYDEN,ID,TBD,TBD
3525,PUYALLUP,WA,TBD,TBD
3526,BROOKSVILLE,FL,TBD,TBD
3590,SIOUX CITY,IA,TBD,TBD
3596,LOS LUNAS,NM,TBD,TBD
3611,MARIETTA,GA,TBD,TBD
3619,CHATTANOOGA,TN,TBD,TBD
3620,RIVERTON,UT,TBD,TBD
3635,FORT OGLETHORPE,GA,TBD,TBD
3645,MIDLAND,TX,TBD,TBD
3648,BISMARCK,ND,TBD,TBD
3652,WEST SACRAMENTO,CA,TBD,TBD
3659,CHATTANOOGA,TN,TBD,TBD
3702,JACKSONVILLE,FL,TBD,TBD
3709,ATLANTA,GA,TBD,TBD
3710,DECATUR,GA,TBD,TBD
3722,KENT,OH,TBD,TBD
3723,LOCUST GROVE,OK,TBD,TBD
3725,NILES,IL,TBD,TBD
3732,RIO RANCHO,NM,TBD,TBD
3741,ATLANTA,GA,TBD,TBD
3763,EL PASO,TX,TBD,TBD
3765,PIQUA,OH,TBD,TBD
3773,FORT WORTH,TX,TBD,TBD
3783,DAYTON,OH,TBD,TBD
3796,ONTARIO,CA,TBD,TBD
3807,BENSON,AZ,TBD,TBD
3835,OOLTEWAH,TN,TBD,TBD
3837,ROSCOE,IL,TBD,TBD
3840,FINDLAY,OH,TBD,TBD
3847,MESQUITE,NV,TBD,TBD
3884,TUCSON,AZ,TBD,TBD
4101,LONG BEACH,CA,TBD,TBD
4138,OMAHA,NE,TBD,TBD
4139,OMAHA,NE,TBD,TBD
4164,KAUFMAN,TX,TBD,TBD
4168,BEEBE,AR,TBD,TBD
4171,GARDEN GROVE,CA,TBD,TBD
4201,EDGEWOOD,NM,TBD,TBD
4226,DUNLAP,TN,TBD,TBD
4238,SANGER,CA,TBD,TBD
4241,STILLWATER,OK,TBD,TBD
4264,ORO VALLEY,AZ,TBD,TBD
4272,LOGAN,UT,TBD,TBD
4283,COLUMBUS,GA,TBD,TBD
4318,MILLBROOK,AL,TBD,TBD
4322,CRETE,NE,TBD,TBD
4356,LAS VEGAS,NV,TBD,TBD
4358,OMAHA,NE,TBD,TBD
4381,BRANSON,MO,TBD,TBD
4394,SPOKANE,WA,TBD,TBD
4413,LEXINGTON,KY,TBD,TBD
4436,ALPHARETTA,GA,TBD,TBD
4438,SARATOGA SPRINGS,UT,TBD,TBD
4444,JACKSONVILLE,FL,TBD,TBD
4451,QUEEN CREEK,AZ,TBD,TBD
4470,JOPLIN,MO,TBD,TBD
4473,TUCSON,AZ,TBD,TBD
4478,JOPLIN,MO,TBD,TBD
4488,MARINA,CA,TBD,TBD
4509,BENBROOK,TX,TBD,TBD
4528,DALTON,GA,TBD,TBD
4529,NEW LENOX,IL,TBD,TBD
4558,COVINGTON,GA,TBD,TBD
4568,BLAIR,NE,TBD,TBD
4595,PLANTATION,FL,TBD,TBD
4603,TUCSON,AZ,TBD,TBD
4631,HAMMOND,IN,TBD,TBD
4653,CHEYENNE,WY,TBD,TBD
4672,MONTGOMERY,AL,TBD,TBD
4677,MUSKEGO,WI,TBD,TBD
4692,EAST RIDGE,TN,TBD,TBD
4699,STREATOR,IL,TBD,TBD
5031,TUCSON,AZ,TBD,TBD
5035,MULBERRY,FL,TBD,TBD
5036,TAMPA,FL,TBD,TBD
5054,JACKSONVILLE,FL,TBD,TBD
5060,ALGONQUIN,IL,TBD,TBD
5066,AVON,OH,TBD,TBD
5070,LAS VEGAS,NV,TBD,TBD
5071,LAWTON,OK,TBD,TBD
5078,YAKIMA,WA,TBD,TBD
5080,HURST,TX,TBD,TBD
5082,PARMA,OH,TBD,TBD
5090,DE PERE,WI,TBD,TBD
5096,PALM DESERT,CA,TBD,TBD
5099,GRAND JUNCTION,CO,TBD,TBD
5101,PAHRUMP,NV,TBD,TBD
5108,EL PASO,TX,TBD,TBD
5135,RADCLIFF,KY,TBD,TBD
5141,OMAHA,NE,TBD,TBD
5143,CHATTANOOGA,TN,TBD,TBD
5154,ROSEMEAD,CA,TBD,TBD
5159,WEST BRANCH,MI,TBD,TBD
5192,SACRAMENTO,CA,TBD,TBD
5244,LITTLE ROCK,AR,TBD,TBD
5247,ROANOKE,TX,TBD,TBD
5250,KISSIMMEE,FL,TBD,TBD
5251,CHATTANOOGA,TN,TBD,TBD
5258,LAS VEGAS,NV,TBD,TBD
5260,ROGERS,AR,TBD,TBD
5261,PINEVILLE,MO,TBD,TBD
5269,LAS VEGAS,NV,TBD,TBD
5296,BARBOURSVILLE,WV,TBD,TBD
5297,SAINT MATTHEWS,KY,TBD,TBD
5299,CLERMONT,FL,TBD,TBD
5300,GIBSONTON,FL,TBD,TBD
