Store,City,State,Next Major Touch Program Year,Projected Possession Date
5490,SAN ANTONIO,TX,2024,2/5/2024
5491,ALBUQUERQUE,NM,2024,1/29/2024
5498,LOWVILLE,NY,2024,1/22/2024
5499,MILFORD,OH,2024,3/25/2024
5602,CARSON,CA,2024,7/1/2024
5629,EUREKA,CA,2024,4/15/2024
5653,ORANGE BEACH,AL,2024,8/19/2024
5669,WEST MILWAUKEE,WI,2024,6/10/2024
5676,DENVER,CO,2024,7/1/2024
5716,HUNTSVILLE,AL,2024,1/29/2024
5731,LOCUST GROVE,VA,2024,5/13/2024
5734,KINGSPORT,TN,2024,3/4/2024
5760,TAMPA,FL,2024,6/3/2024
5761,CANTON,MI,2024,2/5/2024
5767,FISHERS,IN,2024,6/3/2024
5777,BROOKLYN,CT,2024,6/24/2024
5779,KING GEORGE,VA,2024,1/15/2024
5802,CANOVANNAS,Puerto Rico,2024,7/15/2024
5803,SAN JUAN,Puerto Rico,2024,3/18/2024
5804,INDIANAPOLIS,IN,2024,1/29/2024
5817,JACKSONVILLE,FL,2024,4/15/2024
5819,FRUIT COVE,FL,2024,1/15/2024
5820,MIDDLEBURG,FL,2024,1/22/2024
5832,MANDEVILLE,LA,2024,4/22/2024
5839,MEDFORD,OR,2024,7/15/2024
5847,POWHATAN,VA,2024,7/29/2024
5863,MIDWEST CITY,OK,2024,7/15/2024
5879,HUNTERSVILLE,NC,2024,5/6/2024
5889,DALLAS,TX,2024,2/26/2024
5908,SEVIERVILLE,TN,2024,1/29/2024
5922,VIRGINIA BEACH,VA,2024,1/29/2024
5927,FLORISSANT,MO,2024,5/13/2024
5929,BATTLE GROUND,WA,2024,5/27/2024
5957,LAKESIDE,CO,2024,7/29/2024
5969,CHANTILLY,VA,2024,5/20/2024
5991,WICHITA,KS,2024,7/22/2024
5994,WEST LINN,OR,2024,3/4/2024
5996,ESCONDIDO,CA,2024,5/13/2024
6159,WESLACO,TX,2024,2/26/2024
6166,DIBERVILLE,MS,2024,7/15/2024
6172,KANSAS CITY,KS,2024,5/20/2024
6243,CLEMMONS,NC,2024,2/12/2024
6286,KILLEEN,TX,2024,1/29/2024
6370,MORRISTOWN,TN,2024,6/3/2024
6392,TOPEKA,KS,2024,6/24/2024
6459,HARKER HEIGHTS,TX,2024,7/1/2024
6470,PLAINFIELD,IN,2024,5/13/2024
6500,INDEPENDENCE,MO,2024,1/29/2024
6579,NEW CANEY,TX,2024,7/8/2024
6583,LAKE CHARLES,LA,2024,7/8/2024
6585,TOPEKA,KS,2024,6/3/2024
6587,EL PASO,TX,2024,2/19/2024
6798,NORFOLK,VA,2024,7/15/2024
6814,WINSTON SALEM,NC,2024,6/3/2024
6828,KERNERSVILLE,NC,2024,6/3/2024
6876,JONESBORO,AR,2024,5/6/2024
6929,TEMPLE,TX,2024,4/22/2024
6943,JONESBORO,AR,2024,7/8/2024
6962,ROCK HILL,SC,2024,7/8/2024
6964,HORN LAKE,MS,2024,5/27/2024
7062,GASTONIA,NC,2024,7/22/2024
7146,KINGS MOUNTAIN,NC,2024,5/20/2024
7156,HEWITT,TX,2024,1/8/2024
7180,WAXHAW,NC,2024,5/6/2024
7194,ADEL,GA,2024,2/5/2024
7218,NEW BERN,NC,2024,2/12/2024
7222,GREENVILLE,NC,2024,1/15/2024
7232,DESOTO,TX,2024,7/15/2024
7235,WINTERVILLE,NC,2024,2/5/2024
7241,DENHAM SPRINGS,LA,2024,5/6/2024
7243,BURGAW,NC,2024,4/22/2024
7280,CULLMAN,AL,2024,1/8/2024
7324,HUNTSVILLE,AL,2024,5/6/2024
7326,OKLAHOMA CITY,OK,2024,2/5/2024
7334,GOLDSBORO,NC,2024,7/8/2024
7357,CYPRESS,TX,2024,5/27/2024
7362,AMARILLO,TX,2024,4/15/2024
2280,MOUNTAIN VIEW,CA,2025,6/9/2025
3266,EAST WINDSOR,NJ,2025,9/8/2025
3481,BALTIMORE,MD,2025,12/11/2025
20,CLINTON,MO,2025,TBD
62,BLYTHEVILLE,AR,2025,TBD
64,BROWNSVILLE,TN,2025,TBD
98,BASTROP,LA,2025,TBD
107,MARTIN,TN,2025,TBD
109,CAMERON,MO,2025,TBD
113,CHICKASHA,OK,2025,TBD
114,BOONEVILLE,MS,2025,TBD
115,WEST POINT,MS,2025,TBD
146,GILMER,TX,2025,TBD
161,HUNTINGDON,TN,2025,TBD
167,CROSSETT,AR,2025,TBD
178,ALVA,OK,2025,TBD
181,NEW BOSTON,TX,2025,TBD
183,LOUISVILLE,MS,2025,TBD
200,JACKSONVILLE,IL,2025,TBD
207,CLEVELAND,OK,2025,TBD
211,HILLSBORO,TX,2025,TBD
226,ATLANTA,TX,2025,TBD
229,TRUMANN,AR,2025,TBD
237,HARRISBURG,IL,2025,TBD
239,KOSCIUSKO,MS,2025,TBD
242,PAOLA,KS,2025,TBD
246,SKIATOOK,OK,2025,TBD
254,OLNEY,IL,2025,TBD
286,ENNIS,TX,2025,TBD
294,CENTRAL CITY,KY,2025,TBD
304,SPRINGFIELD,TN,2025,TBD
305,CARTHAGE,MS,2025,TBD
310,CROWLEY,LA,2025,TBD
324,BRISTOW,OK,2025,TBD
325,RICHMOND,MO,2025,TBD
326,HIGGINSVILLE,MO,2025,TBD
338,LAMAR,MO,2025,TBD
341,MARYSVILLE,KS,2025,TBD
346,AUGUSTA,KS,2025,TBD
351,TOMBALL,TX,2025,TBD
360,CUSHING,OK,2025,TBD
365,PEARL,MS,2025,TBD
369,WINFIELD,KS,2025,TBD
370,WELLINGTON,KS,2025,TBD
372,DODGE CITY,KS,2025,TBD
387,CHANDLER,OK,2025,TBD
406,SMYRNA,TN,2025,TBD
409,HALEYVILLE,AL,2025,TBD
418,FAIRBURY,NE,2025,TBD
422,ROBINSON,IL,2025,TBD
429,EDINBURG,TX,2025,TBD
438,BRECKENRIDGE,TX,2025,TBD
440,ROCKPORT,TX,2025,TBD
443,HONDO,TX,2025,TBD
447,DEL RIO,TX,2025,TBD
454,FAIRFIELD,IL,2025,TBD
456,BROWNSVILLE,TX,2025,TBD
461,EAGLE PASS,TX,2025,TBD
466,BOLIVAR,TN,2025,TBD
470,CORPUS CHRISTI,TX,2025,TBD
472,BROKEN ARROW,OK,2025,TBD
476,GATESVILLE,TX,2025,TBD
479,ALTUS,OK,2025,TBD
485,DONALDSONVILLE,LA,2025,TBD
486,BONNER SPRINGS,KS,2025,TBD
488,QUINCY,FL,2025,TBD
498,JENA,LA,2025,TBD
502,GALLIANO,LA,2025,TBD
506,FLORA,IL,2025,TBD
523,CARTHAGE,TX,2025,TBD
529,LA MARQUE,TX,2025,TBD
541,COVINGTON,LA,2025,TBD
553,SLIDELL,LA,2025,TBD
558,SALINA,KS,2025,TBD
569,COLUMBIA,KY,2025,TBD
582,PORT ORANGE,FL,2025,TBD
585,ROCK HILL,SC,2025,TBD
586,CONWAY,SC,2025,TBD
591,CYNTHIANA,KY,2025,TBD
594,FAYETTEVILLE,GA,2025,TBD
595,HARLINGEN,TX,2025,TBD
602,SPRING,TX,2025,TBD
603,PEKIN,IL,2025,TBD
605,SAVANNAH,GA,2025,TBD
611,ROSWELL,NM,2025,TBD
621,LAKE CITY,SC,2025,TBD
629,UNION,SC,2025,TBD
642,CHERAW,SC,2025,TBD
647,GRINNELL,IA,2025,TBD
651,BEAUMONT,TX,2025,TBD
670,CULLMAN,AL,2025,TBD
672,ALCOA,TN,2025,TBD
677,DYERSBURG,TN,2025,TBD
708,VICKSBURG,MS,2025,TBD
711,GLASGOW,KY,2025,TBD
738,CAMDEN,TN,2025,TBD
744,HUMBLE,TX,2025,TBD
749,AMES,IA,2025,TBD
750,INDEPENDENCE,IA,2025,TBD
751,PELLA,IA,2025,TBD
760,HARDINSBURG,KY,2025,TBD
761,RACELAND,LA,2025,TBD
778,PUNTA GORDA,FL,2025,TBD
803,BOGALUSA,LA,2025,TBD
823,PONCA CITY,OK,2025,TBD
842,PUEBLO,CO,2025,TBD
843,CAMILLA,GA,2025,TBD
849,SPRING,TX,2025,TBD
853,MOBILE,AL,2025,TBD
858,CAIRO,GA,2025,TBD
865,NEW BRAUNFELS,TX,2025,TBD
873,TAOS,NM,2025,TBD
876,MANY,LA,2025,TBD
879,LAFAYETTE,TN,2025,TBD
881,LEXINGTON,SC,2025,TBD
884,SHELBYVILLE,IN,2025,TBD
888,BUTLER,MO,2025,TBD
889,THOMASVILLE,GA,2025,TBD
897,FORT STOCKTON,TX,2025,TBD
900,CHILDRESS,TX,2025,TBD
909,CHALMETTE,LA,2025,TBD
917,BRADY,TX,2025,TBD
931,VERO BEACH,FL,2025,TBD
935,DENHAM SPRINGS,LA,2025,TBD
939,WACO,TX,2025,TBD
953,LOVELAND,CO,2025,7/7/2025
954,HAZLEHURST,MS,2025,2/3/2025
956,MELBOURNE,FL,2025,4/21/2025
970,PICAYUNE,MS,2025,7/7/2025
975,DURANT,OK,2025,5/26/2025
978,ARKANSAS CITY,KS,2025,4/14/2025
985,FAIRFIELD,IA,2025,3/17/2025
986,FRISCO,CO,2025,7/14/2025
989,METAIRIE,LA,2025,1/27/2025
998,WESTWOOD,KS,2025,5/12/2025
1001,PUEBLO,CO,2025,4/7/2025
1015,EL PASO,TX,2025,2/3/2025
1029,HOMOSASSA,FL,2025,6/23/2025
1035,SPARTANBURG,SC,2025,2/17/2025
1043,PAULS VALLEY,OK,2025,3/24/2025
1059,FOREST,MS,2025,4/21/2025
1060,MORGANTON,NC,2025,7/14/2025
1061,HAZLEHURST,GA,2025,6/9/2025
1064,LENOIR,NC,2025,1/20/2025
1074,GRENADA,MS,2025,1/27/2025
1075,CLARKSVILLE,TN,2025,7/14/2025
1093,RANTOUL,IL,2025,2/3/2025
1107,OAKDALE,LA,2025,1/20/2025
1110,FARMERVILLE,LA,2025,2/10/2025
1114,MOUNTAIN VIEW,AR,2025,5/26/2025
1131,TAYLORSVILLE,NC,2025,4/28/2025
1135,HARTSVILLE,SC,2025,4/14/2025
1136,PORT ALLEN,LA,2025,1/20/2025
1139,MOREHEAD,KY,2025,1/20/2025
1143,SANDERSVILLE,GA,2025,5/19/2025
1155,LUMBERTON,NC,2025,1/13/2025
1160,AURORA,IN,2025,5/5/2025
1166,ELIZABETHTOWN,NC,2025,7/28/2025
1169,SPRINGHILL,LA,2025,2/17/2025
1174,THOMASVILLE,AL,2025,1/13/2025
1183,WEST COLUMBIA,SC,2025,1/20/2025
1187,IOLA,KS,2025,2/10/2025
1188,BRIDGETON,MO,2025,5/5/2025
1200,COLORADO SPRINGS,CO,2025,2/17/2025
1214,COLBY,KS,2025,1/6/2025
1217,FRANKLIN,NC,2025,2/17/2025
1221,WICHITA,KS,2025,5/26/2025
1226,ASHLAND CITY,TN,2025,1/27/2025
1227,AUGUSTA,GA,2025,7/14/2025
1231,THORNTON,CO,2025,7/14/2025
1235,SAN ANTONIO,TX,2025,4/14/2025
1243,MARTINSVILLE,VA,2025,5/26/2025
1244,TAYLORS,SC,2025,1/13/2025
1254,BELLMEAD,TX,2025,5/12/2025
1257,STAMFORD,TX,2025,8/4/2025
1266,BATON ROUGE,LA,2025,3/24/2025
1270,NORTH AUGUSTA,SC,2025,7/14/2025
1271,MERIDIAN,MS,2025,1/6/2025
1273,FOUNTAIN,CO,2025,5/19/2025
1279,HOUSTON,TX,2025,1/27/2025
1280,GRAND JUNCTION,CO,2025,7/21/2025
1285,OTTUMWA,IA,2025,6/30/2025
1287,BURLINGTON,NC,2025,5/19/2025
1309,SALEM,VA,2025,4/21/2025
1313,SAN ANTONIO,TX,2025,8/4/2025
1336,MARION,VA,2025,6/2/2025
1360,FAYETTEVILLE,WV,2025,7/21/2025
1364,LAKE HAVASU CITY,AZ,2025,4/14/2025
1376,HENDERSONVILLE,TN,2025,6/9/2025
1384,LA JUNTA,CO,2025,1/13/2025
1389,BOONE,IA,2025,5/19/2025
1391,DAYTONA BEACH,FL,2025,5/12/2025
1407,LEBANON,OH,2025,1/20/2025
1408,TALLAHASSEE,FL,2025,4/14/2025
1416,NAPOLEON,OH,2025,7/21/2025
1427,CIRCLEVILLE,OH,2025,7/28/2025
1435,CRESTON,IA,2025,7/21/2025
1450,RIPLEY,WV,2025,7/21/2025
1451,BEARDSTOWN,IL,2025,5/26/2025
1453,GREEN BAY,WI,2025,7/21/2025
1466,JACKSBORO,TN,2025,1/13/2025
1467,JAMESTOWN,TN,2025,3/17/2025
1468,BATESVILLE,MS,2025,7/21/2025
1472,HASTINGS,MN,2025,2/3/2025
1499,LEWISBURG,WV,2025,1/13/2025
1510,FLORENCE,KY,2025,1/6/2025
1511,MIRAMAR,FL,2025,5/19/2025
1516,BORGER,TX,2025,7/28/2025
1541,WEST PALM BEACH,FL,2025,7/14/2025
1549,PHOENIX,AZ,2025,7/21/2025
1552,SALISBURY,NC,2025,7/14/2025
1558,EDEN,NC,2025,3/31/2025
1589,DELRAY BEACH,FL,2025,5/19/2025
1595,MARYSVILLE,OH,2025,3/24/2025
1598,PHOENIX,AZ,2025,1/13/2025
1600,RIDGECREST,CA,2025,4/21/2025
1607,LEWISTOWN,PA,2025,4/14/2025
1610,GREECE,NY,2025,6/30/2025
1614,DURHAM,NC,2025,7/21/2025
1634,LITTLE FALLS,MN,2025,7/7/2025
1639,ROCHESTER,IN,2025,1/6/2025
1642,CHARLOTTE,MI,2025,2/3/2025
1644,LEWISBURG,PA,2025,1/6/2025
1659,BRIGHTON,CO,2025,1/27/2025
1663,WAYNESVILLE,NC,2025,5/5/2025
1666,CHARLOTTE,NC,2025,1/13/2025
1667,WABASH,IN,2025,7/21/2025
1675,LEBANON,KY,2025,7/14/2025
1705,WATERLOO,NY,2025,1/27/2025
1707,EAST LIVERPOOL,OH,2025,7/21/2025
1716,PRINCE FREDERICK,MD,2025,6/2/2025
1720,SNELLVILLE,GA,2025,1/20/2025
1733,OWOSSO,MI,2025,7/28/2025
1739,WASHINGTON,PA,2025,5/12/2025
1744,WEBSTER,NY,2025,7/28/2025
1746,TEMPE,AZ,2025,7/21/2025
1749,SOMERSWORTH,NH,2025,5/5/2025
1751,RALEIGH,NC,2025,5/19/2025
1758,NEW CASTLE,IN,2025,7/14/2025
1760,FOLSOM,CA,2025,2/10/2025
1762,SEABROOK,NH,2025,5/5/2025
1765,SOMERSET,PA,2025,1/20/2025
1771,STURGIS,MI,2025,2/17/2025
1774,SANFORD,NC,2025,4/14/2025
1785,HUDSON,NH,2025,7/14/2025
1789,LODI,CA,2025,5/12/2025
1795,PISGAH FOREST,NC,2025,7/28/2025
1797,THOMASTON,ME,2025,4/7/2025
1798,CARO,MI,2025,5/12/2025
1807,WEST BERLIN,NJ,2025,7/7/2025
1810,FISHKILL,NY,2025,1/20/2025
1819,MENOMONIE,WI,2025,5/12/2025
1828,PLOVER,WI,2025,3/3/2025
1843,MCMINNVILLE,OR,2025,5/19/2025
1864,BROOKLYN PARK,MN,2025,8/4/2025
1865,REDWOOD FALLS,MN,2025,7/14/2025
1873,CRANSTON,RI,2025,7/21/2025
1875,SEVERN,MD,2025,7/14/2025
1876,HOOD RIVER,OR,2025,5/26/2025
1879,BARSTOW,CA,2025,6/23/2025
1880,COOS BAY,OR,2025,2/24/2025
1883,MONACA,PA,2025,5/5/2025
1886,MECHANICSBURG,PA,2025,7/21/2025
1891,MANCHESTER,CT,2025,1/6/2025
1905,BLACKFOOT,ID,2025,7/21/2025
1906,FAIRHAVEN,MA,2025,7/28/2025
1907,HINSDALE,NH,2025,7/21/2025
1935,JOHNSTOWN,PA,2025,5/5/2025
1940,EAST GREENBUSH,NY,2025,5/5/2025
1958,RIO GRANDE CITY,TX,2025,8/4/2025
1961,ALEXANDRIA,KY,2025,7/14/2025
1966,GENESEO,NY,2025,4/21/2025
1967,SPRINGFIELD,MA,2025,4/21/2025
1968,ABERDEEN,MD,2025,7/14/2025
1973,LAKEWOOD,NY,2025,4/28/2025
1976,HORSEHEADS,NY,2025,3/24/2025
1980,PUTNAM,CT,2025,7/28/2025
1992,UPLAND,CA,2025,4/14/2025
1999,ANDOVER,MN,2025,5/19/2025
2004,DUBUQUE,IA,2025,4/7/2025
2005,KANNAPOLIS,NC,2025,4/21/2025
2015,FAIRFAX,VA,2025,1/20/2025
2027,LAVALE,MD,2025,3/3/2025
2031,UNION CITY,CA,2025,4/7/2025
2043,WARSAW,NY,2025,7/28/2025
2053,WILLOWS,CA,2025,6/2/2025
2054,JACKSON,CA,2025,1/6/2025
2075,BEND,OR,2025,1/13/2025
2078,MARIETTA,OH,2025,6/16/2025
2095,WAREHAM,MA,2025,3/31/2025
2107,LOCKPORT,NY,2025,4/28/2025
2117,LOS BANOS,CA,2025,4/28/2025
2119,MILPITAS,CA,2025,8/4/2025
2122,AVON,MA,2025,5/5/2025
2126,MILILANI,HI,2025,1/6/2025
2130,PORTSMOUTH,NH,2025,1/13/2025
2138,WEST LEBANON,NH,2025,4/7/2025
2140,NORTH CONWAY,NH,2025,3/3/2025
2151,SUNRISE,FL,2025,7/28/2025
2155,GARDNER,MA,2025,7/21/2025
2159,OLEAN,NY,2025,7/21/2025
2166,EAST SYRACUSE,NY,2025,4/28/2025
2176,JUPITER,FL,2025,7/28/2025
2209,ZANESVILLE,OH,2025,3/10/2025
2210,AMHERST,NY,2025,1/27/2025
2211,POLAND,OH,2025,4/21/2025
2214,COLUMBIA,SC,2025,1/20/2025
2223,WESTMINSTER,CO,2025,4/21/2025
2238,MUSKEGON,MI,2025,7/21/2025
2240,HUMACAO,Puerto Rico,2025,6/16/2025
2257,HOUSTON,TX,2025,8/4/2025
2259,KALISPELL,MT,2025,7/21/2025
2261,NORTH KINGSTOWN,RI,2025,2/24/2025
2263,POTTSTOWN,PA,2025,7/14/2025
2264,SCHENECTADY,NY,2025,2/10/2025
2277,CLOVIS,CA,2025,2/10/2025
2279,GLEN BURNIE,MD,2025,4/28/2025
2282,EAST WINDSOR,CT,2025,6/30/2025
2289,BENNINGTON,VT,2025,1/27/2025
2293,EVERGREEN,CO,2025,1/20/2025
2320,COTTAGE GROVE,OR,2025,2/17/2025
2350,WAUSEON,OH,2025,3/3/2025
2352,CAMBRIDGE,MN,2025,7/14/2025
2358,ALPENA,MI,2025,4/14/2025
2368,EAST STROUDSBURG,PA,2025,7/14/2025
2369,TILTON,NH,2025,7/28/2025
2385,AUBURN,WA,2025,5/12/2025
2386,WARE,MA,2025,5/19/2025
2392,SARASOTA,FL,2025,3/3/2025
2403,PUYALLUP,WA,2025,1/13/2025
2404,SAN ANTONIO,TX,2025,2/3/2025
2406,DELRAY BEACH,FL,2025,1/6/2025
2414,CARY,NC,2025,1/13/2025
2439,BAYTOWN,TX,2025,5/5/2025
2441,HAMILTON,OH,2025,5/19/2025
2448,COTTAGE GROVE,MN,2025,7/28/2025
2449,CAGUAS,Puerto Rico,2025,1/13/2025
2453,FALLON,NV,2025,5/19/2025
2465,HEPHZIBAH,GA,2025,2/3/2025
2468,ROHNERT PARK,CA,2025,7/14/2025
2477,ROSEBURG,OR,2025,6/2/2025
2481,COAL TOWNSHIP,PA,2025,4/7/2025
2485,PONDERAY,ID,2025,2/3/2025
2486,SAN JOSE,CA,2025,2/10/2025
2491,DANVILLE,IL,2025,7/21/2025
2519,SHREWSBURY,PA,2025,4/21/2025
2522,ESCANABA,MI,2025,5/12/2025
2548,SOUTH WILLIAMSON,KY,2025,4/21/2025
2553,WINDSOR,CA,2025,7/21/2025
2572,WAVERLY,OH,2025,3/17/2025
2583,UNIONDALE,NY,2025,3/10/2025
2599,SAN ANTONIO,TX,2025,2/10/2025
2603,GIBSONIA,PA,2025,1/6/2025
2607,POLSON,MT,2025,3/31/2025
2610,LOGAN,WV,2025,7/28/2025
2617,WINNEMUCCA,NV,2025,5/12/2025
2631,LIVONIA,MI,2025,7/7/2025
2634,GORHAM,NH,2025,7/28/2025
2637,MONROE,NY,2025,5/19/2025
2641,ALLENTOWN,PA,2025,2/10/2025
2645,BLACKSTONE,VA,2025,1/27/2025
2654,TOMPKINSVILLE,KY,2025,5/19/2025
2659,FALMOUTH,ME,2025,7/28/2025
2664,PUNXSUTAWNEY,PA,2025,7/14/2025
2697,ANTIOCH,CA,2025,10/14/2024
2703,FLORENCE,SC,2025,1/13/2025
2716,CEDAR RAPIDS,IA,2025,2/3/2025
2724,PASADENA,TX,2025,5/12/2025
2726,REYNOLDSBURG,OH,2025,7/7/2025
2731,GAINESVILLE,GA,2025,4/21/2025
2735,SACRAMENTO,CA,2025,8/4/2025
2752,COMMERCE CITY,CO,2025,1/13/2025
2757,MURFREESBORO,TN,2025,5/19/2025
2761,POUNDING MILL,VA,2025,3/3/2025
2769,SAN ANTONIO,TX,2025,7/21/2025
2792,WAYNE,WV,2025,1/27/2025
2805,EMPORIA,VA,2025,4/28/2025
2809,BUCKHANNON,WV,2025,7/21/2025
2820,WORTHINGTON,MN,2025,1/13/2025
2833,GRAFTON,WV,2025,7/28/2025
2849,MASON,WV,2025,3/10/2025
2850,HAMPSTEAD,MD,2025,8/4/2025
2856,OAK GROVE,MO,2025,5/19/2025
2860,POOLER,GA,2025,2/10/2025
2875,WARR ACRES,OK,2025,5/26/2025
2876,EDMOND,OK,2025,4/28/2025
2887,MYRTLE BEACH,SC,2025,2/24/2025
2888,PALMYRA,PA,2025,7/28/2025
2893,INDEPENDENCE,KS,2025,7/14/2025
2894,OAKLAND,MD,2025,2/24/2025
2900,ROCKY HILL,CT,2025,7/21/2025
2904,BROCKTON,MA,2025,8/4/2025
2905,SUFFERN,NY,2025,8/4/2025
2908,BISCOE,NC,2025,5/19/2025
2927,WOOD VILLAGE,OR,2025,1/20/2025
2930,TAMARAC,FL,2025,7/28/2025
2933,PRINCETON,WV,2025,3/3/2025
2939,RICHLAND,MS,2025,8/4/2025
2940,WEST MONROE,LA,2025,4/7/2025
2965,NEWINGTON,CT,2025,1/20/2025
2997,FAYETTEVILLE,AR,2025,6/16/2025
3019,THORNTON,CO,2025,4/21/2025
3023,SAN JOSE,CA,2025,4/28/2025
3026,PALM DESERT,CA,2025,4/28/2025
3035,WASHINGTON,DC,2025,7/21/2025
3042,COVINGTON,LA,2025,7/21/2025
3046,MODESTO,CA,2025,8/4/2025
3055,CATOOSA,OK,2025,7/21/2025
3059,CANTON,MS,2025,3/31/2025
3066,SARASOTA,FL,2025,7/28/2025
3081,SACRAMENTO,CA,2025,5/26/2025
3084,ESCONDIDO,CA,2025,3/17/2025
3102,PRINCETON,MN,2025,1/27/2025
3103,GODDARD,KS,2025,2/10/2025
3104,DEERFIELD BEACH,FL,2025,6/2/2025
3123,SANTA CLARA,CA,2025,7/21/2025
3128,DENVER,CO,2025,8/4/2025
3139,BAKERSFIELD,CA,2025,3/24/2025
3144,MILWAUKIE,OR,2025,4/7/2025
3145,VANCOUVER,WA,2025,2/17/2025
3163,HOLLYWOOD,FL,2025,7/28/2025
3176,COLORADO SPRINGS,CO,2025,2/3/2025
3177,FORT COLLINS,CO,2025,4/28/2025
3183,HOMESTEAD,FL,2025,4/28/2025
3191,PICKENS,SC,2025,5/19/2025
3200,WEYMOUTH,MA,2025,4/7/2025
3208,SPRINGVILLE,UT,2025,8/4/2025
3209,ELK RIVER,MN,2025,4/28/2025
3217,OTHELLO,WA,2025,1/27/2025
3234,ROGERSVILLE,TN,2025,2/3/2025
3243,ROANOKE,VA,2025,7/28/2025
3252,BOOTHWYN,PA,2025,7/21/2025
3254,RENO,NV,2025,1/13/2025
3274,NORTH RICHLAND HILLS,TX,2025,5/5/2025
3286,HICKORY CREEK,TX,2025,5/5/2025
3296,HOUSTON,TX,2025,4/14/2025
3304,REIDSVILLE,NC,2025,7/14/2025
3305,MAYODAN,NC,2025,1/27/2025
3307,CRAWFORDVILLE,FL,2025,8/4/2025
3320,PALMHURST,TX,2025,7/21/2025
3332,FULTON,NY,2025,1/13/2025
3338,SPARTANBURG,SC,2025,7/21/2025
3339,VINELAND,NJ,2025,5/12/2025
3340,TULSA,OK,2025,4/21/2025
3342,AMELIA,OH,2025,7/14/2025
3362,OAK GROVE,KY,2025,1/20/2025
3381,SWEETWATER,TX,2025,7/21/2025
3384,HEREFORD,TX,2025,2/10/2025
3390,WOODLANDS,TX,2025,2/10/2025
3391,SCHERTZ,TX,2025,7/14/2025
3404,ROSEVILLE,MN,2025,4/14/2025
3409,LEICESTER,MA,2025,5/26/2025
3411,FAYETTEVILLE,NC,2025,5/5/2025
3412,ELIZABETHVILLE,PA,2025,7/28/2025
3420,WESTBURY,NY,2025,7/21/2025
3422,DEPTFORD,NJ,2025,7/14/2025
3429,WARREN,PA,2025,5/5/2025
3436,SOUTH BEND,IN,2025,7/14/2025
3447,WHITEHALL,OH,2025,3/31/2025
3455,RICHMOND,CA,2025,4/7/2025
3465,GLENDALE,AZ,2025,3/31/2025
3474,BRADENTON,FL,2025,1/6/2025
3475,NORRISTOWN,PA,2025,4/14/2025
3487,SHELBY TOWNSHIP,MI,2025,3/24/2025
3489,BALTIMORE,MD,2025,7/28/2025
3498,BLAINE,MN,2025,2/17/2025
3501,ELVERSON,PA,2025,1/27/2025
3504,HICKORY,NC,2025,5/26/2025
3513,SHAKOPEE,MN,2025,7/14/2025
3518,LAREDO,TX,2025,1/13/2025
3522,BALDWIN PARK,CA,2025,3/24/2025
3523,SANTA CLARITA,CA,2025,1/6/2025
3531,LACEY,WA,2025,6/9/2025
3543,DANBURY,CT,2025,2/10/2025
3546,NEW MILFORD,CT,2025,4/28/2025
3568,WEST VALLEY CITY,UT,2025,5/26/2025
3587,ROCKLIN,CA,2025,5/19/2025
3603,FOREST,VA,2025,5/5/2025
3604,GOODYEAR,AZ,2025,2/17/2025
3607,ALBION,NY,2025,1/13/2025
3614,ROANOKE,VA,2025,1/27/2025
3628,SIMPSONVILLE,SC,2025,4/21/2025
3634,TAMAQUA,PA,2025,8/4/2025
3646,GOOSE CREEK,SC,2025,7/21/2025
3658,GREENSBORO,NC,2025,7/28/2025
3693,SANTA ISABEL,Puerto Rico,2025,4/28/2025
3712,CITRUS HEIGHTS,CA,2025,7/28/2025
3720,ARBUTUS,MD,2025,7/28/2025
3724,ORANGEBURG,SC,2025,1/6/2025
3727,ALEXANDRIA,LA,2025,5/12/2025
3733,TEGA CAY,SC,2025,3/3/2025
3736,PINEVILLE,LA,2025,5/12/2025
3738,NATRONA HEIGHTS,PA,2025,3/17/2025
3740,AURORA,CO,2025,1/6/2025
3745,MONROE,LA,2025,4/7/2025
3751,SAN TAN VALLEY,AZ,2025,7/28/2025
3752,BOSSIER CITY,LA,2025,7/21/2025
3760,NEW ULM,MN,2025,4/21/2025
3761,THIEF RIVER FALLS,MN,2025,8/4/2025
3768,ALTAVISTA,VA,2025,7/28/2025
3771,PHOENIX,AZ,2025,1/6/2025
3784,FRANKLIN,OH,2025,1/13/2025
3805,WOODLAND PARK,CO,2025,3/3/2025
3806,FAIRMONT,MN,2025,4/14/2025
3809,UPPER SANDUSKY,OH,2025,5/12/2025
3810,EAST GREENVILLE,PA,2025,6/9/2025
3812,COLUMBUS,OH,2025,4/7/2025
3824,WESTMINSTER,CO,2025,7/28/2025
3831,PORTSMOUTH,VA,2025,7/28/2025
3842,MACEDON,NY,2025,1/13/2025
3843,DENTON,MD,2025,4/28/2025
3844,GLENDALE,AZ,2025,3/10/2025
3848,SYRACUSE,UT,2025,3/31/2025
3852,UNICOI,TN,2025,1/27/2025
3867,WESTMINSTER,CO,2025,5/26/2025
3868,SHREVEPORT,LA,2025,2/17/2025
3872,RAPID CITY,SD,2025,5/19/2025
3876,MUSKEGON,MI,2025,4/28/2025
3880,ASHLAND,VA,2025,5/19/2025
3899,GOOSE CREEK,SC,2025,4/14/2025
4048,PRAIRIEVILLE,LA,2025,1/27/2025
4111,RICHMOND,TX,2025,5/12/2025
