Store Number,WM Item #,Item Desc,Kayak Type,# Pallets,Total Qty,DTS PO #,MABD
689,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216361,45367
689,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216361,45367
689,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216361,45367
689,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216361,45367
689,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216361,45367
689,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216361,45367
689,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216361,45367
689,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216361,45367
689,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216361,45367
689,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216361,45367
689,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216361,45367
689,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216361,45367
3259,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216171,45381
3259,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216171,45381
3259,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216171,45381
3259,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216171,45381
3259,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216171,45381
3259,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216171,45381
3259,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216171,45381
3259,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216171,45381
3259,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216171,45381
3259,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216171,45381
3259,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216171,45381
3259,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216171,45381
5861,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216104,45360
5861,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216104,45360
5861,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216104,45360
5861,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216104,45360
5861,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216104,45360
5861,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216104,45360
5861,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216104,45360
5861,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216104,45360
5861,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216104,45360
5861,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216104,45360
4,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216146,45360
4,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216146,45360
4,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216146,45360
4,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216146,45360
4,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216146,45360
4,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216146,45360
4,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216146,45360
4,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216146,45360
4,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216146,45360
4,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216146,45360
4,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216146,45360
4,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216146,45360
4,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216146,45360
4,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216146,45360
2014,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216334,45381
2014,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216334,45381
2014,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216334,45381
2014,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216334,45381
2014,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216334,45381
2014,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216334,45381
2014,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216334,45381
2014,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216334,45381
2014,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216334,45381
2014,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216334,45381
2014,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216334,45381
2014,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216334,45381
2014,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216334,45381
2014,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216334,45381
2274,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216203,45381
2274,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216203,45381
2274,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216203,45381
2274,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216203,45381
2274,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216203,45381
2274,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216203,45381
2274,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216203,45381
2274,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216203,45381
2274,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216203,45381
2274,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216203,45381
2469,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216354,45360
2469,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216354,45360
2469,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216354,45360
2469,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216354,45360
2469,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216354,45360
2469,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216354,45360
2469,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216354,45360
2469,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216354,45360
2469,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216354,45360
2469,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216354,45360
2469,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216354,45360
2469,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216354,45360
2469,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216354,45360
2469,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216354,45360
1542,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216178,45388
1542,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216178,45388
1542,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216178,45388
1542,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216178,45388
1542,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216178,45388
1542,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216178,45388
1542,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216178,45388
1542,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216178,45388
1542,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216178,45388
1542,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216178,45388
1542,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216178,45388
1542,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216178,45388
1542,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216178,45388
1542,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216178,45388
665,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216101,45367
665,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216101,45367
665,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216101,45367
665,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216101,45367
665,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216101,45367
665,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216101,45367
665,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216101,45367
665,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216101,45367
665,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216101,45367
665,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216101,45367
665,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216101,45367
665,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216101,45367
665,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216101,45367
665,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216101,45367
515,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216164,45360
515,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216164,45360
515,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216164,45360
515,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216164,45360
515,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216164,45360
515,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216164,45360
515,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216164,45360
515,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216164,45360
515,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216164,45360
515,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216164,45360
4394,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216193,45374
4394,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216193,45374
4394,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216193,45374
4394,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216193,45374
4394,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216193,45374
4394,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216193,45374
4394,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216193,45374
4394,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216193,45374
4394,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216193,45374
4394,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216193,45374
4394,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216193,45374
4394,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216193,45374
4394,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216193,45374
4394,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216193,45374
58,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216200,45360
58,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216200,45360
58,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216200,45360
58,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216200,45360
58,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216200,45360
58,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216200,45360
58,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216200,45360
58,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216200,45360
58,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216200,45360
58,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216200,45360
58,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216200,45360
58,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216200,45360
58,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216200,45360
58,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216200,45360
1900,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216126,45381
1900,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216126,45381
1900,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216126,45381
1900,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216126,45381
1900,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216126,45381
1900,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216126,45381
1900,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216126,45381
1900,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216126,45381
1900,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216126,45381
1900,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216126,45381
1900,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216126,45381
1900,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216126,45381
1900,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216126,45381
2317,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216252,45360
2317,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216252,45360
2317,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216252,45360
2317,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216252,45360
2317,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216252,45360
2317,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216252,45360
2317,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216252,45360
2317,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216252,45360
2317,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216252,45360
2317,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216252,45360
2317,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216252,45360
2317,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216252,45360
2317,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216252,45360
1415,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216381,45381
1415,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216381,45381
1415,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216381,45381
1415,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216381,45381
1415,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216381,45381
1415,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216381,45381
1415,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216381,45381
1415,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216381,45381
1415,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216381,45381
1415,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216381,45381
1415,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216381,45381
1415,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216381,45381
1415,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216381,45381
1415,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216381,45381
3261,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216143,45367
3261,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216143,45367
3261,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216143,45367
3261,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216143,45367
3261,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216143,45367
3261,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216143,45367
3261,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216143,45367
3261,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216143,45367
3261,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216143,45367
3261,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216143,45367
3261,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216143,45367
3261,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216143,45367
3261,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216143,45367
690,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216250,45367
690,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216250,45367
690,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216250,45367
690,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216250,45367
690,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216250,45367
690,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216250,45367
690,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216250,45367
690,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216250,45367
690,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216250,45367
690,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216250,45367
690,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216250,45367
1925,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216102,45360
1925,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216102,45360
1925,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216102,45360
1925,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216102,45360
1925,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216102,45360
1925,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216102,45360
1925,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216102,45360
1925,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216102,45360
1925,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216102,45360
1925,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216102,45360
1925,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216102,45360
1925,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216102,45360
1925,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216102,45360
1925,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216102,45360
2923,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216340,45381
2923,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216340,45381
2923,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216340,45381
2923,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216340,45381
2923,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216340,45381
2923,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216340,45381
2923,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216340,45381
2923,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216340,45381
2923,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216340,45381
2923,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216340,45381
2923,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216340,45381
2923,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216340,45381
2923,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216340,45381
598,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216095,45374
598,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216095,45374
598,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216095,45374
598,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216095,45374
598,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216095,45374
598,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216095,45374
598,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216095,45374
598,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216095,45374
598,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216095,45374
598,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216095,45374
598,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216095,45374
598,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216095,45374
598,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216095,45374
598,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216095,45374
2202,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216347,45381
2202,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216347,45381
2202,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216347,45381
2202,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216347,45381
2202,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216347,45381
2202,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216347,45381
2202,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216347,45381
2202,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216347,45381
2202,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216347,45381
2202,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216347,45381
2202,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216347,45381
2202,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216347,45381
2202,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216347,45381
2202,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216347,45381
95,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216041,45367
95,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216041,45367
95,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216041,45367
95,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216041,45367
95,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216041,45367
95,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216041,45367
95,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216041,45367
95,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216041,45367
95,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216041,45367
95,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216041,45367
95,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216041,45367
95,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216041,45367
95,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216041,45367
3221,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216181,45381
3221,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216181,45381
3221,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216181,45381
3221,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216181,45381
3221,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216181,45381
3221,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216181,45381
3221,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216181,45381
3221,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216181,45381
3221,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216181,45381
3221,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216181,45381
1878,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216198,45381
1878,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216198,45381
1878,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216198,45381
1878,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216198,45381
1878,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216198,45381
1878,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216198,45381
1878,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216198,45381
1878,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216198,45381
1878,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216198,45381
1878,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216198,45381
