Store Number,WM Item #,Item Desc,Kayak Type,# Pallets,Total Qty,DTS PO #,MABD
37,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216003,45367
37,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216003,45367
37,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216003,45367
1931,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216231,45381
1931,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216231,45381
1931,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216231,45381
1931,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216231,45381
1931,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216231,45381
1931,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216231,45381
1931,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216231,45381
1931,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216231,45381
1931,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216231,45381
1931,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216231,45381
1931,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216231,45381
1931,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216231,45381
1931,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216231,45381
1931,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216231,45381
1230,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216314,45374
1230,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216314,45374
1230,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216314,45374
1230,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216314,45374
1230,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216314,45374
1230,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216314,45374
1230,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216314,45374
1230,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216314,45374
1230,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216314,45374
1230,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216314,45374
1230,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216314,45374
1230,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216314,45374
1230,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216314,45374
1230,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216314,45374
2036,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216308,45367
2036,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216308,45367
2036,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,2,14,818216308,45367
2036,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216308,45367
2036,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216308,45367
2036,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216308,45367
2036,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216308,45367
2036,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216308,45367
2036,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216308,45367
2036,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216308,45367
2036,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216308,45367
2036,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216308,45367
2036,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216308,45367
1673,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216353,45381
1673,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216353,45381
1673,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,2,14,818216353,45381
1673,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216353,45381
1673,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216353,45381
1673,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216353,45381
1673,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216353,45381
1673,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216353,45381
1673,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216353,45381
1673,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216353,45381
1673,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216353,45381
1673,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216353,45381
1673,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216353,45381
1673,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216353,45381
2710,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,3,24,820101210,45374
2710,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,820101210,45374
2710,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,820101210,45374
2710,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,3,21,820101210,45374
2710,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,820101210,45374
2710,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,820101210,45374
2710,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,820101210,45374
2710,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,820101210,45374
1123,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216336,45360
1123,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216336,45360
1123,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216336,45360
1123,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216336,45360
1123,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216336,45360
1123,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216336,45360
1123,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216336,45360
1123,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216336,45360
1123,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216336,45360
1123,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216336,45360
1123,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216336,45360
1123,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216336,45360
1123,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216336,45360
10,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,818216209,45360
10,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,3,21,818216209,45360
10,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,3,18,818216209,45360
10,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216209,45360
10,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216209,45360
1572,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216034,45381
1572,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216034,45381
1572,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216034,45381
1572,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216034,45381
1572,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216034,45381
1572,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216034,45381
1572,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216034,45381
1572,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216034,45381
1572,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216034,45381
1572,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,818216034,45381
3472,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216069,45374
3472,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216069,45374
3472,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216069,45374
3472,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216069,45374
3472,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216069,45374
3472,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216069,45374
3472,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216069,45374
3472,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216069,45374
3472,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216069,45374
3472,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216069,45374
3472,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216069,45374
3472,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216069,45374
3472,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216069,45374
2455,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216369,45381
2455,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216369,45381
2455,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216369,45381
2455,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216369,45381
2455,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216369,45381
2455,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216369,45381
2455,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216369,45381
2455,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216369,45381
2455,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216369,45381
2455,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216369,45381
2455,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216369,45381
2455,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216369,45381
2455,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216369,45381
2455,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216369,45381
815,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216268,45367
815,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216268,45367
815,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216268,45367
815,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216268,45367
815,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216268,45367
815,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216268,45367
815,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216268,45367
815,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216268,45367
815,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216268,45367
815,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216268,45367
815,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216268,45367
815,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216268,45367
2537,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216004,45353
2537,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216004,45353
2537,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216004,45353
2537,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216004,45353
2537,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216004,45353
2537,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216004,45353
2537,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216004,45353
2537,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216004,45353
2537,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216004,45353
2537,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216004,45353
2537,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216004,45353
5272,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216341,45360
5272,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216341,45360
5272,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216341,45360
5272,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216341,45360
5272,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216341,45360
5272,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,818216341,45360
5272,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216341,45360
5272,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216341,45360
5272,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216341,45360
5272,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216341,45360
5272,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216341,45360
5272,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216341,45360
5272,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216341,45360
2084,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216077,45381
2084,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216077,45381
2084,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216077,45381
2084,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216077,45381
2084,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216077,45381
2084,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216077,45381
2084,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216077,45381
2084,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216077,45381
2084,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216077,45381
2084,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216077,45381
2084,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216077,45381
2084,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,2,14,818216077,45381
2084,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216077,45381
2084,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216077,45381
1565,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216201,45388
1565,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216201,45388
1565,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216201,45388
1565,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216201,45388
1565,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216201,45388
1565,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216201,45388
1565,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216201,45388
1565,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216201,45388
1565,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216201,45388
1565,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216201,45388
1565,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216201,45388
1565,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216201,45388
1565,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216201,45388
1565,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216201,45388
3289,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216012,45367
3289,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216012,45367
3289,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216012,45367
3289,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216012,45367
3289,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216012,45367
3289,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216012,45367
3289,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,3,21,818216012,45367
3289,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216012,45367
3289,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216012,45367
3289,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216012,45367
3289,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,3,21,818216012,45367
281,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215996,45360
281,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,4,32,818215996,45360
281,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818215996,45360
281,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818215996,45360
281,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818215996,45360
281,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818215996,45360
281,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818215996,45360
281,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818215996,45360
281,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215996,45360
281,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818215996,45360
281,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215996,45360
2071,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,820101211,45388
2071,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,820101211,45388
2071,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,820101211,45388
2071,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,820101211,45388
2071,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,3,24,820101211,45388
2071,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,820101211,45388
2071,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,3,21,820101211,45388
2071,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,820101211,45388
2071,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,820101211,45388
2071,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,2,14,820101211,45388
2164,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216196,45381
2164,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216196,45381
2164,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216196,45381
2164,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216196,45381
2164,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216196,45381
2164,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216196,45381
2164,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216196,45381
2164,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216196,45381
2164,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216196,45381
2164,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216196,45381
2164,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216196,45381
2164,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216196,45381
2164,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216196,45381
2164,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216196,45381
379,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216032,45367
379,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216032,45367
379,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818216032,45367
379,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216032,45367
379,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216032,45367
379,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216032,45367
379,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,2,14,818216032,45367
379,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,2,14,818216032,45367
379,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216032,45367
379,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216032,45367
379,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216032,45367
379,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216032,45367
781,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818215999,45353
781,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818215999,45353
781,654988685,LIFETIME TAHOMA PRO,KAYAK 10FT SOT,1,7,818215999,45353
781,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818215999,45353
781,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,5,40,818215999,45353
781,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818215999,45353
781,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818215999,45353
781,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818215999,45353
781,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818215999,45353
781,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818215999,45353
781,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818215999,45353
781,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818215999,45353
410,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216359,45367
410,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216359,45367
410,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216359,45367
410,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216359,45367
410,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216359,45367
410,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216359,45367
410,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,1,8,818216359,45367
410,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216359,45367
410,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216359,45367
410,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216359,45367
410,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216359,45367
410,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216359,45367
410,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216359,45367
410,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216359,45367
508,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216259,45353
508,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,2,16,818216259,45353
508,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216259,45353
508,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216259,45353
508,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216259,45353
508,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216259,45353
508,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216259,45353
508,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,2,14,818216259,45353
508,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216259,45353
508,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216259,45353
508,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216259,45353
508,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216259,45353
4395,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216183,45374
4395,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216183,45374
4395,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216183,45374
4395,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216183,45374
4395,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216183,45374
4395,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216183,45374
4395,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216183,45374
4395,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216183,45374
4395,666249753,TAHOMA AF *NP ,KAYAK 10FT SOT,1,7,818216183,45374
4395,666249754,LIFETIME TAMARACK PRO *NP ,KAYAK 10FT SOT PRO ANG,1,7,818216183,45374
4395,666249755,LIFETIME YUKON ANG,KAYAK 10FT SOT PRO ANG,1,6,818216183,45374
4395,666249756,TAHOMA EF *NP,KAYAK 10FT SOT,1,7,818216183,45374
4395,666249757,LIFETIME KOKANEE TND,KAYAK TANDEM,1,6,818216183,45374
4395,666249758,TAMARACK ANGLER *NP ,KAYAK 10FT SOT ANG,1,7,818216183,45374
5373,564205159,LAG BLUE WAVE,KAYAK 6FT SOT,1,12,818216229,45381
5373,578512200,LIFETIME PACER 8 FT,KAYAK 8FT SIS,1,8,818216229,45381
5373,654988683,LIFETIME CHARGER,KAYAK 10FT SIS,1,7,818216229,45381
5373,654988684,LIFETIME GUSTER,KAYAK 10FT SIS,1,6,818216229,45381
5373,654988686,LIFTIME WAVE,KAYAK 6FT SOT,1,12,818216229,45381
5373,666237632,LIFETIME HORIZON 10,PADDLE BOARDS,1,5,818216229,45381
5373,666238607,LIFETIME DAYLITE 8 F,KAYAK 8FT SOT,2,16,818216229,45381
5373,666249752,LIFETIME CHARGER *NP,KAYAK 10FT SIS,1,7,818216229,45381
