STORE_NBR,WeekNumber,ITEM1_DESC,ITEM_NBR,TY_Projection,LY_UNITS,LLY_UNITS
598,40,12CT CHOC CUPCAKES,9804094,0,0,4
3538,40,12CT WHITE CUPCAKES,9804080,0,0,3
1218,40,6CT WHITE CUPCAKES,568472602,0,0,25
5045,40,12CT ASRT CUPCAKES,9809315,0,0,52
2730,40,24CT CPCK ASRT BCRM,9873326,0,0,0
1814,40,6CT WHITE CUPCAKES,568472602,0,0,15
5799,40,12CT CHOC CUPCAKES,9804094,0,0,5
891,40,6CT ASRT CUPCAKES,568472664,0,0,32
7009,40,12CT WHITE CUPCAKES,9804080,0,0,4
737,40,12CT CHOC CUPCAKES,9804094,0,0,1
335,40,6CT ASRT CUPCAKES,568472664,0,0,13
512,40,6CT WHITE CUPCAKES,568472602,0,0,1
2667,40,12CT CHOC CUPCAKES,9804094,0,0,1
3461,40,24CT CPCK ASRT BCRM,9873326,0,0,0
2086,40,6CT ASRT CUPCAKES,568472664,0,0,5
154,40,6CT WHITE CUPCAKES,568472602,0,0,2
1059,40,24CT CPCK ASRT BCRM,9873326,0,0,16
1434,40,12CT ASRT CUPCAKES,9809315,0,0,4
4102,40,12CT CHOC CUPCAKES,9804094,0,0,4
17,40,24CT CPCK ASRT BCRM,9873326,0,0,14
800,40,12CT WHITE CUPCAKES,9804080,0,0,4
583,40,12CT CHOC CUPCAKES,9804094,0,0,8
1085,40,24CT CPCK ASRT BCRM,9873326,0,0,8
1144,40,12CT CHOC CUPCAKES,9804094,0,0,0
1424,40,12CT CHOC CUPCAKES,9804094,0,0,3
2532,40,6CT WHITE CUPCAKES,568472602,0,0,6
399,40,6CT ASRT CUPCAKES,568472664,0,0,14
3781,40,12CT CHOC CUPCAKES,9804094,0,0,1
2424,40,24CT CPCK ASRT BCRM,9873326,0,0,1
4395,40,24CT CPCK ASRT BCRM,9873326,0,0,4
1383,40,12CT CHOC CUPCAKES,9804094,0,0,3
2921,40,12CT ASRT CUPCAKES,9809315,0,0,7
2464,40,24CT CPCK ASRT BCRM,9873326,0,0,15
1028,40,12CT WHITE CUPCAKES,9804080,0,0,9
381,40,24CT CPCK ASRT BCRM,9873326,0,0,28
139,40,12CT WHITE CUPCAKES,9804080,0,0,3
2918,40,24CT CPCK ASRT BCRM,9873326,0,0,3
3056,40,12CT WHITE CUPCAKES,9804080,0,0,4
5236,40,12CT CHOC CUPCAKES,9804094,0,0,14
4484,40,12CT CHOC CUPCAKES,9804094,0,0,7
1465,40,6CT WHITE CUPCAKES,568472602,0,0,1
1939,40,12CT CHOC CUPCAKES,9804094,0,0,3
309,40,12CT CHOC CUPCAKES,9804094,0,0,1
657,40,6CT WHITE CUPCAKES,568472602,0,0,12
558,40,24CT CPCK ASRT BCRM,9873326,0,0,3
1300,40,6CT WHITE CUPCAKES,568472602,0,0,6
393,40,6CT WHITE CUPCAKES,568472602,0,0,17
2100,40,12CT WHITE CUPCAKES,9804080,0,0,2
195,40,6CT ASRT CUPCAKES,568472664,0,0,7
2103,40,12CT ASRT CUPCAKES,9809315,0,0,9
2277,40,24CT CPCK ASRT BCRM,9873326,0,0,1
4639,40,6CT ASRT CUPCAKES,568472664,0,0,14
2753,40,24CT CPCK ASRT BCRM,9873326,0,0,11
96,40,12CT CHOC CUPCAKES,9804094,0,0,2
915,40,6CT WHITE CUPCAKES,568472602,0,0,6
5764,40,6CT ASRT CUPCAKES,568472664,0,0,1
3347,40,6CT ASRT CUPCAKES,568472664,0,0,5
5903,40,12CT ASRT CUPCAKES,9809315,0,0,17
1266,40,6CT ASRT CUPCAKES,568472664,0,0,52
1024,40,12CT CHOC CUPCAKES,9804094,0,0,0
729,40,6CT ASRT CUPCAKES,568472664,0,0,14
631,40,12CT CHOC CUPCAKES,9804094,0,0,8
2714,40,24CT CPCK ASRT BCRM,9873326,0,0,5
2607,40,6CT WHITE CUPCAKES,568472602,0,0,8
2124,40,6CT WHITE CUPCAKES,568472602,0,0,13
3336,40,12CT ASRT CUPCAKES,9809315,0,0,22
573,40,12CT WHITE CUPCAKES,9804080,0,0,11
6190,40,12CT ASRT CUPCAKES,9809315,0,0,90
4527,40,6CT ASRT CUPCAKES,568472664,0,0,2
635,40,12CT ASRT CUPCAKES,9809315,0,0,40
4352,40,12CT WHITE CUPCAKES,9804080,0,0,12
2505,40,24CT CPCK ASRT BCRM,9873326,0,0,4
1352,40,24CT CPCK ASRT BCRM,9873326,0,0,2
300,40,12CT WHITE CUPCAKES,9804080,0,0,29
6207,40,6CT WHITE CUPCAKES,568472602,0,0,2
1158,40,6CT WHITE CUPCAKES,568472602,0,0,8
720,40,6CT WHITE CUPCAKES,568472602,0,0,12
2352,40,6CT ASRT CUPCAKES,568472664,0,0,1
3469,40,6CT ASRT CUPCAKES,568472664,0,0,9
4195,40,12CT CHOC CUPCAKES,9804094,0,0,5
651,40,6CT WHITE CUPCAKES,568472602,0,0,6
2843,40,24CT CPCK ASRT BCRM,9873326,0,0,2
5374,40,6CT ASRT CUPCAKES,568472664,0,0,6
5347,40,12CT ASRT CUPCAKES,9809315,0,0,36
4348,40,6CT WHITE CUPCAKES,568472602,0,0,7
4431,40,12CT ASRT CUPCAKES,9809315,0,0,22
231,40,12CT WHITE CUPCAKES,9804080,0,0,0
227,40,12CT WHITE CUPCAKES,9804080,0,0,10
5700,40,6CT WHITE CUPCAKES,568472602,0,0,0
5247,40,6CT WHITE CUPCAKES,568472602,0,0,5
4599,40,6CT WHITE CUPCAKES,568472602,0,0,1
26,40,12CT WHITE CUPCAKES,9804080,0,0,6
1614,40,12CT ASRT CUPCAKES,9809315,0,0,13
1637,40,6CT ASRT CUPCAKES,568472664,0,0,0
6963,40,12CT CHOC CUPCAKES,9804094,0,0,5
2104,40,6CT WHITE CUPCAKES,568472602,0,0,19.21
2013,40,12CT ASRT CUPCAKES,9809315,0,0,22
2133,40,12CT CHOC CUPCAKES,9804094,0,0,3
2036,40,12CT WHITE CUPCAKES,9804080,0,0,14
417,40,6CT ASRT CUPCAKES,568472664,0,0,13
2973,40,12CT CHOC CUPCAKES,9804094,0,0,5
2192,40,24CT CPCK ASRT BCRM,9873326,0,0,4
2772,40,6CT ASRT CUPCAKES,568472664,0,0,8
1704,40,6CT WHITE CUPCAKES,568472602,0,0,1
4372,40,24CT CPCK ASRT BCRM,9873326,0,0,5
6392,40,6CT WHITE CUPCAKES,568472602,0,0,10
1897,40,6CT ASRT CUPCAKES,568472664,0,0,32
139,40,6CT ASRT CUPCAKES,568472664,0,0,1
623,40,12CT ASRT CUPCAKES,9809315,0,0,27
6469,40,12CT WHITE CUPCAKES,9804080,0,0,1
3371,40,12CT CHOC CUPCAKES,9804094,0,0,0
2239,40,12CT CHOC CUPCAKES,9804094,0,0,72
3347,40,12CT ASRT CUPCAKES,9809315,0,0,33
251,40,12CT WHITE CUPCAKES,9804080,0,0,8
1891,40,12CT CHOC CUPCAKES,9804094,0,0,3
4521,40,12CT CHOC CUPCAKES,9804094,0,0,6
1508,40,6CT ASRT CUPCAKES,568472664,0,0,30
4503,40,24CT CPCK ASRT BCRM,9873326,0,0,6
2103,40,6CT WHITE CUPCAKES,568472602,0,0,1
1900,40,12CT ASRT CUPCAKES,9809315,0,0,13
3366,40,12CT ASRT CUPCAKES,9809315,0,0,3
2506,40,6CT WHITE CUPCAKES,568472602,0,0,4
3267,40,12CT CHOC CUPCAKES,9804094,0,0,4
1737,40,6CT WHITE CUPCAKES,568472602,0,0,9
3825,40,24CT CPCK ASRT BCRM,9873326,0,0,4
2289,40,6CT ASRT CUPCAKES,568472664,0,0,37
645,40,12CT WHITE CUPCAKES,9804080,0,0,6
1474,40,6CT WHITE CUPCAKES,568472602,0,0,9
1989,40,6CT ASRT CUPCAKES,568472664,0,0,0
538,40,24CT CPCK ASRT BCRM,9873326,0,0,5
1008,40,6CT WHITE CUPCAKES,568472602,0,0,8
2036,40,12CT CHOC CUPCAKES,9804094,0,0,16
2774,40,6CT ASRT CUPCAKES,568472664,0,0,7
781,40,12CT ASRT CUPCAKES,9809315,0,0,48
365,40,6CT ASRT CUPCAKES,568472664,0,0,2
4407,40,12CT CHOC CUPCAKES,9804094,0,0,16
5055,40,24CT CPCK ASRT BCRM,9873326,0,0,4
809,40,12CT CHOC CUPCAKES,9804094,0,0,27
3014,40,12CT ASRT CUPCAKES,9809315,0,0,3
1377,40,6CT ASRT CUPCAKES,568472664,0,0,0
4065,40,12CT CHOC CUPCAKES,9804094,0,0,6
2189,40,12CT ASRT CUPCAKES,9809315,0,0,27
5192,40,24CT CPCK ASRT BCRM,9873326,0,0,3
2256,40,12CT CHOC CUPCAKES,9804094,0,0,1
1444,40,6CT WHITE CUPCAKES,568472602,0,0,12
2873,40,12CT WHITE CUPCAKES,9804080,0,0,3
1301,40,12CT CHOC CUPCAKES,9804094,0,0,3
3017,40,6CT WHITE CUPCAKES,568472602,0,0,7
2846,40,6CT WHITE CUPCAKES,568472602,0,0,14
2503,40,12CT ASRT CUPCAKES,9809315,0,0,20
1659,40,12CT WHITE CUPCAKES,9804080,0,0,6
1444,40,6CT ASRT CUPCAKES,568472664,0,0,15
3204,40,12CT WHITE CUPCAKES,9804080,0,0,6
4475,40,12CT CHOC CUPCAKES,9804094,0,0,4
517,40,6CT WHITE CUPCAKES,568472602,0,0,7
2892,40,24CT CPCK ASRT BCRM,9873326,0,0,13
3857,40,12CT WHITE CUPCAKES,9804080,0,0,3
5903,40,12CT CHOC CUPCAKES,9804094,0,0,5
3889,40,12CT CHOC CUPCAKES,9804094,0,0,21
2804,40,12CT CHOC CUPCAKES,9804094,0,0,23
1056,40,12CT WHITE CUPCAKES,9804080,0,0,9
343,40,6CT ASRT CUPCAKES,568472664,0,0,6
947,40,12CT WHITE CUPCAKES,9804080,0,0,6
2913,40,24CT CPCK ASRT BCRM,9873326,0,0,4
1799,40,12CT CHOC CUPCAKES,9804094,0,0,12
251,40,6CT ASRT CUPCAKES,568472664,0,0,4
2929,40,6CT WHITE CUPCAKES,568472602,0,0,52
1412,40,6CT ASRT CUPCAKES,568472664,0,0,5
1248,40,6CT WHITE CUPCAKES,568472602,0,0,12
538,40,6CT ASRT CUPCAKES,568472664,0,0,6
1600,40,6CT ASRT CUPCAKES,568472664,0,0,11
1510,40,24CT CPCK ASRT BCRM,9873326,0,0,1
778,40,12CT WHITE CUPCAKES,9804080,0,0,7
4325,40,6CT ASRT CUPCAKES,568472664,0,0,7
3472,40,6CT ASRT CUPCAKES,568472664,0,0,4
658,40,12CT CHOC CUPCAKES,9804094,0,0,4
3422,40,12CT WHITE CUPCAKES,9804080,0,0,41
5292,40,6CT ASRT CUPCAKES,568472664,0,0,24
5842,40,6CT ASRT CUPCAKES,568472664,0,0,0
1387,40,12CT CHOC CUPCAKES,9804094,0,0,0
1557,40,12CT ASRT CUPCAKES,9809315,0,0,26
1197,40,24CT CPCK ASRT BCRM,9873326,0,0,6
135,40,6CT WHITE CUPCAKES,568472602,0,0,0
645,40,12CT CHOC CUPCAKES,9804094,0,0,1
2484,40,24CT CPCK ASRT BCRM,9873326,0,0,1
500,40,12CT WHITE CUPCAKES,9804080,0,0,2
220,40,6CT ASRT CUPCAKES,568472664,0,0,6
2151,40,6CT ASRT CUPCAKES,568472664,0,0,30
2860,40,12CT ASRT CUPCAKES,9809315,0,0,13
5264,40,12CT WHITE CUPCAKES,9804080,0,0,4
5118,40,12CT CHOC CUPCAKES,9804094,0,0,3
785,40,12CT ASRT CUPCAKES,9809315,0,0,3
2412,40,12CT WHITE CUPCAKES,9804080,0,0,8
220,40,12CT ASRT CUPCAKES,9809315,0,0,108
1173,40,12CT WHITE CUPCAKES,9804080,0,0,6
3700,40,6CT WHITE CUPCAKES,568472602,0,0,3
3700,40,6CT ASRT CUPCAKES,568472664,0,0,15
6395,40,12CT ASRT CUPCAKES,9809315,0,0,4
5936,40,12CT ASRT CUPCAKES,9809315,0,0,6
2201,40,12CT CHOC CUPCAKES,9804094,0,0,1
5922,40,6CT WHITE CUPCAKES,568472602,0,0,2
708,40,6CT WHITE CUPCAKES,568472602,0,0,5
2474,40,12CT CHOC CUPCAKES,9804094,0,0,3
819,40,6CT WHITE CUPCAKES,568472602,0,0,4
1897,40,6CT WHITE CUPCAKES,568472602,0,0,42
806,40,24CT CPCK ASRT BCRM,9873326,0,0,12
999,40,6CT ASRT CUPCAKES,568472664,0,0,20
5791,40,6CT ASRT CUPCAKES,568472664,0,0,2
2600,40,6CT ASRT CUPCAKES,568472664,0,0,0
382,40,6CT ASRT CUPCAKES,568472664,0,0,8
5944,40,6CT ASRT CUPCAKES,568472664,0,0,21
4368,40,6CT ASRT CUPCAKES,568472664,0,0,2
4533,40,6CT ASRT CUPCAKES,568472664,0,0,14
3623,40,12CT CHOC CUPCAKES,9804094,0,0,4
2532,40,12CT WHITE CUPCAKES,9804080,0,0,5
5898,40,12CT CHOC CUPCAKES,9804094,0,0,11
129,40,6CT WHITE CUPCAKES,568472602,0,0,16
5191,40,12CT WHITE CUPCAKES,9804080,0,0,13
2787,40,12CT CHOC CUPCAKES,9804094,0,0,2
86,40,12CT WHITE CUPCAKES,9804080,0,0,11
7243,40,6CT WHITE CUPCAKES,568472602,0,0,3
11,40,6CT WHITE CUPCAKES,568472602,0,0,0
34,40,6CT ASRT CUPCAKES,568472664,0,0,3
6394,40,24CT CPCK ASRT BCRM,9873326,0,0,2
2130,40,12CT WHITE CUPCAKES,9804080,0,0,2
1354,40,12CT ASRT CUPCAKES,9809315,0,0,15
1379,40,6CT WHITE CUPCAKES,568472602,0,0,16
284,40,24CT CPCK ASRT BCRM,9873326,0,0,9
1563,40,24CT CPCK ASRT BCRM,9873326,0,0,8
2471,40,6CT ASRT CUPCAKES,568472664,0,0,2
2705,40,6CT ASRT CUPCAKES,568472664,0,0,1
750,40,6CT WHITE CUPCAKES,568472602,0,0,5
147,40,12CT ASRT CUPCAKES,9809315,0,0,31
1260,40,12CT WHITE CUPCAKES,9804080,0,0,10
813,40,12CT CHOC CUPCAKES,9804094,0,0,11
284,40,12CT CHOC CUPCAKES,9804094,0,0,12
4527,40,12CT ASRT CUPCAKES,9809315,0,0,2
588,40,12CT WHITE CUPCAKES,9804080,0,0,32
2732,40,12CT CHOC CUPCAKES,9804094,0,0,5
799,40,6CT WHITE CUPCAKES,568472602,0,0,2
3472,40,24CT CPCK ASRT BCRM,9873326,0,0,5
212,40,12CT CHOC CUPCAKES,9804094,0,0,6
2117,40,12CT WHITE CUPCAKES,9804080,0,0,13
1179,40,6CT WHITE CUPCAKES,568472602,0,0,4
4581,40,12CT CHOC CUPCAKES,9804094,0,-1,0
1762,40,12CT CHOC CUPCAKES,9804094,0,0,10
5743,40,6CT ASRT CUPCAKES,568472664,0,0,27
3320,40,24CT CPCK ASRT BCRM,9873326,0,0,4
2860,40,12CT WHITE CUPCAKES,9804080,0,0,10
5430,40,24CT CPCK ASRT BCRM,9873326,0,0,4
2985,40,6CT ASRT CUPCAKES,568472664,0,0,22
864,40,24CT CPCK ASRT BCRM,9873326,0,0,4
5219,40,6CT WHITE CUPCAKES,568472602,0,0,0
414,40,6CT ASRT CUPCAKES,568472664,0,0,6
590,40,12CT CHOC CUPCAKES,9804094,0,0,0
4533,40,24CT CPCK ASRT BCRM,9873326,0,0,1
1748,40,12CT WHITE CUPCAKES,9804080,0,0,3
5806,40,12CT ASRT CUPCAKES,9809315,0,0,8
4209,40,12CT CHOC CUPCAKES,9804094,0,0,12
2202,40,12CT CHOC CUPCAKES,9804094,0,0,2
1252,40,12CT WHITE CUPCAKES,9804080,0,0,3
2068,40,6CT ASRT CUPCAKES,568472664,0,0,6
657,40,6CT ASRT CUPCAKES,568472664,0,0,14
1352,40,6CT WHITE CUPCAKES,568472602,0,0,6
677,40,6CT ASRT CUPCAKES,568472664,0,0,60
2510,40,6CT ASRT CUPCAKES,568472664,0,0,10
4404,40,24CT CPCK ASRT BCRM,9873326,0,0,8
1952,40,6CT WHITE CUPCAKES,568472602,0,0,6
212,40,24CT CPCK ASRT BCRM,9873326,0,0,5
960,40,12CT WHITE CUPCAKES,9804080,0,0,2
897,40,6CT ASRT CUPCAKES,568472664,0,0,4
463,40,12CT CHOC CUPCAKES,9804094,0,0,28
812,40,24CT CPCK ASRT BCRM,9873326,0,0,4
3584,40,12CT WHITE CUPCAKES,9804080,0,0,3
3773,40,12CT ASRT CUPCAKES,9809315,0,0,38
514,40,6CT ASRT CUPCAKES,568472664,0,0,0
1076,40,12CT WHITE CUPCAKES,9804080,0,0,29
1566,40,6CT ASRT CUPCAKES,568472664,0,0,27
5789,40,12CT CHOC CUPCAKES,9804094,0,0,0
1209,40,6CT WHITE CUPCAKES,568472602,0,0,11
5701,40,24CT CPCK ASRT BCRM,9873326,0,0,15
1355,40,12CT WHITE CUPCAKES,9804080,0,0,30
5649,40,12CT CHOC CUPCAKES,9804094,0,0,1
3402,40,12CT WHITE CUPCAKES,9804080,0,0,34
1200,40,24CT CPCK ASRT BCRM,9873326,0,0,11
1502,40,12CT CHOC CUPCAKES,9804094,0,0,7
950,40,6CT WHITE CUPCAKES,568472602,0,0,2
269,40,6CT ASRT CUPCAKES,568472664,0,0,8
1260,40,24CT CPCK ASRT BCRM,9873326,0,0,13
5443,40,12CT ASRT CUPCAKES,9809315,0,0,16
6929,40,12CT ASRT CUPCAKES,9809315,0,0,4
5911,40,6CT WHITE CUPCAKES,568472602,0,0,7
750,40,12CT ASRT CUPCAKES,9809315,0,0,1
2241,40,6CT WHITE CUPCAKES,568472602,0,0,10
3764,40,12CT WHITE CUPCAKES,9804080,0,0,8
4574,40,6CT WHITE CUPCAKES,568472602,0,0,0
3417,40,6CT ASRT CUPCAKES,568472664,0,0,24
2931,40,12CT WHITE CUPCAKES,9804080,0,0,0
2828,40,12CT WHITE CUPCAKES,9804080,0,0,11
976,40,24CT CPCK ASRT BCRM,9873326,0,0,10
556,40,6CT WHITE CUPCAKES,568472602,0,0,1
204,40,6CT WHITE CUPCAKES,568472602,0,0,2
2145,40,24CT CPCK ASRT BCRM,9873326,0,0,6
3541,40,6CT ASRT CUPCAKES,568472664,0,0,11
4464,40,6CT ASRT CUPCAKES,568472664,0,0,7
2704,40,12CT WHITE CUPCAKES,9804080,0,0,35
6395,40,24CT CPCK ASRT BCRM,9873326,0,0,1
4579,40,6CT ASRT CUPCAKES,568472664,0,0,8
5231,40,12CT CHOC CUPCAKES,9804094,0,0,1
1744,40,24CT CPCK ASRT BCRM,9873326,0,0,16
2869,40,6CT WHITE CUPCAKES,568472602,0,0,0
2147,40,6CT ASRT CUPCAKES,568472664,0,0,5
2537,40,24CT CPCK ASRT BCRM,9873326,0,0,13
5422,40,12CT WHITE CUPCAKES,9804080,0,0,18
5486,40,12CT WHITE CUPCAKES,9804080,0,0,0
4409,40,12CT CHOC CUPCAKES,9804094,0,0,25
5424,40,24CT CPCK ASRT BCRM,9873326,0,0,6
749,40,12CT CHOC CUPCAKES,9804094,0,0,4
242,40,6CT WHITE CUPCAKES,568472602,0,0,2
1826,40,12CT WHITE CUPCAKES,9804080,0,0,10
1053,40,12CT CHOC CUPCAKES,9804094,0,0,9
3059,40,6CT WHITE CUPCAKES,568472602,0,0,8
5480,40,12CT WHITE CUPCAKES,9804080,0,0,5
231,40,6CT ASRT CUPCAKES,568472664,0,0,16
1076,40,12CT CHOC CUPCAKES,9804094,0,0,2
4446,40,24CT CPCK ASRT BCRM,9873326,0,0,1
3381,40,6CT ASRT CUPCAKES,568472664,0,0,22
2503,40,24CT CPCK ASRT BCRM,9873326,0,0,0
1681,40,6CT ASRT CUPCAKES,568472664,0,0,32
4317,40,12CT WHITE CUPCAKES,9804080,0,0,12
3749,40,24CT CPCK ASRT BCRM,9873326,0,0,3
2663,40,12CT WHITE CUPCAKES,9804080,0,0,6
5869,40,12CT WHITE CUPCAKES,9804080,0,0,2
1741,40,24CT CPCK ASRT BCRM,9873326,0,0,7
5204,40,6CT WHITE CUPCAKES,568472602,0,0,9
62,40,6CT WHITE CUPCAKES,568472602,0,0,1
973,40,12CT CHOC CUPCAKES,9804094,0,0,9
3387,40,24CT CPCK ASRT BCRM,9873326,0,0,6
738,40,12CT CHOC CUPCAKES,9804094,0,0,0
1116,40,6CT ASRT CUPCAKES,568472664,0,0,10
5965,40,12CT WHITE CUPCAKES,9804080,0,0,48
5428,40,12CT WHITE CUPCAKES,9804080,0,0,4
1030,40,6CT WHITE CUPCAKES,568472602,0,0,0
3223,40,12CT CHOC CUPCAKES,9804094,0,0,4
2215,40,12CT CHOC CUPCAKES,9804094,0,0,3
1589,40,24CT CPCK ASRT BCRM,9873326,0,0,0
309,40,6CT WHITE CUPCAKES,568472602,0,0,1
623,40,6CT ASRT CUPCAKES,568472664,0,0,11
3799,40,6CT WHITE CUPCAKES,568472602,0,0,0
4240,40,6CT WHITE CUPCAKES,568472602,0,0,0
686,40,12CT ASRT CUPCAKES,9809315,0,0,17
938,40,24CT CPCK ASRT BCRM,9873326,0,0,11
2447,40,12CT CHOC CUPCAKES,9804094,0,0,4
746,40,6CT ASRT CUPCAKES,568472664,0,0,4
5823,40,24CT CPCK ASRT BCRM,9873326,0,0,11
5727,40,24CT CPCK ASRT BCRM,9873326,0,0,3
148,40,12CT CHOC CUPCAKES,9804094,0,0,1
5416,40,6CT ASRT CUPCAKES,568472664,0,0,55
2111,40,6CT WHITE CUPCAKES,568472602,0,0,1
851,40,6CT ASRT CUPCAKES,568472664,0,0,4
2929,40,24CT CPCK ASRT BCRM,9873326,0,0,26
897,40,6CT WHITE CUPCAKES,568472602,0,0,1
4203,40,12CT WHITE CUPCAKES,9804080,0,0,10
1011,40,24CT CPCK ASRT BCRM,9873326,0,0,13
3482,40,6CT WHITE CUPCAKES,568472602,0,0,1
614,40,12CT CHOC CUPCAKES,9804094,0,0,19
3366,40,12CT WHITE CUPCAKES,9804080,0,0,0
2557,40,6CT ASRT CUPCAKES,568472664,0,0,7
120,40,12CT WHITE CUPCAKES,9804080,0,0,13
2323,40,6CT ASRT CUPCAKES,568472664,0,0,0
4444,40,6CT ASRT CUPCAKES,568472664,0,0,28
3431,40,6CT ASRT CUPCAKES,568472664,0,0,9.91
4611,40,6CT ASRT CUPCAKES,568472664,0,0,14
695,40,6CT WHITE CUPCAKES,568472602,0,0,7
220,40,24CT CPCK ASRT BCRM,9873326,0,0,8
3231,40,12CT WHITE CUPCAKES,9804080,0,0,4
2755,40,6CT ASRT CUPCAKES,568472664,0,0,4
1733,40,12CT CHOC CUPCAKES,9804094,0,0,0
577,40,6CT WHITE CUPCAKES,568472602,0,0,6
726,40,6CT WHITE CUPCAKES,568472602,0,0,8
814,40,12CT CHOC CUPCAKES,9804094,0,0,10
3397,40,6CT ASRT CUPCAKES,568472664,0,0,4
3236,40,12CT ASRT CUPCAKES,9809315,0,0,57
4678,40,6CT WHITE CUPCAKES,568472602,0,0,0
2751,40,24CT CPCK ASRT BCRM,9873326,0,0,3
5313,40,12CT WHITE CUPCAKES,9804080,0,0,10
979,40,6CT WHITE CUPCAKES,568472602,0,0,9
560,40,6CT ASRT CUPCAKES,568472664,0,0,15
6190,40,6CT ASRT CUPCAKES,568472664,0,0,9
1642,40,12CT WHITE CUPCAKES,9804080,0,0,4
272,40,6CT ASRT CUPCAKES,568472664,0,0,12
960,40,12CT ASRT CUPCAKES,9809315,0,0,21
3044,40,24CT CPCK ASRT BCRM,9873326,0,0,19
5210,40,24CT CPCK ASRT BCRM,9873326,0,0,5
2448,40,6CT ASRT CUPCAKES,568472664,0,0,0
1444,40,24CT CPCK ASRT BCRM,9873326,0,0,5
1183,40,12CT CHOC CUPCAKES,9804094,0,0,2
14,40,12CT CHOC CUPCAKES,9804094,0,0,4
1408,40,12CT ASRT CUPCAKES,9809315,0,0,4
1648,40,6CT WHITE CUPCAKES,568472602,0,0,3
1888,40,6CT ASRT CUPCAKES,568472664,0,0,7
2727,40,6CT ASRT CUPCAKES,568472664,0,0,14
860,40,24CT CPCK ASRT BCRM,9873326,0,0,20
1068,40,6CT ASRT CUPCAKES,568472664,0,0,2
6300,40,12CT CHOC CUPCAKES,9804094,0,0,0
1898,40,6CT WHITE CUPCAKES,568472602,0,0,1
3461,40,12CT ASRT CUPCAKES,9809315,0,0,41
5764,40,12CT CHOC CUPCAKES,9804094,0,0,6
1004,40,12CT WHITE CUPCAKES,9804080,0,0,9
1575,40,24CT CPCK ASRT BCRM,9873326,0,0,2
3877,40,12CT WHITE CUPCAKES,9804080,0,0,4
1157,40,6CT ASRT CUPCAKES,568472664,0,0,5
4063,40,12CT ASRT CUPCAKES,9809315,0,0,3
1879,40,6CT WHITE CUPCAKES,568472602,0,0,1
769,40,12CT WHITE CUPCAKES,9804080,0,0,23
3659,40,12CT CHOC CUPCAKES,9804094,0,0,1
298,40,6CT ASRT CUPCAKES,568472664,0,0,17
3408,40,12CT WHITE CUPCAKES,9804080,0,0,11
5428,40,12CT ASRT CUPCAKES,9809315,0,0,66
3831,40,6CT WHITE CUPCAKES,568472602,0,0,5
2576,40,6CT WHITE CUPCAKES,568472602,0,0,1
4384,40,6CT WHITE CUPCAKES,568472602,0,0,1
484,40,6CT ASRT CUPCAKES,568472664,0,0,5
5215,40,6CT ASRT CUPCAKES,568472664,0,0,5.65
807,40,24CT CPCK ASRT BCRM,9873326,0,0,7
24,40,6CT WHITE CUPCAKES,568472602,0,0,0
827,40,24CT CPCK ASRT BCRM,9873326,0,0,19
1349,40,24CT CPCK ASRT BCRM,9873326,0,0,9
6963,40,12CT WHITE CUPCAKES,9804080,0,0,11
1283,40,12CT WHITE CUPCAKES,9804080,0,0,8
2748,40,6CT WHITE CUPCAKES,568472602,0,0,4
2690,40,6CT ASRT CUPCAKES,568472664,0,0,50
185,40,24CT CPCK ASRT BCRM,9873326,0,0,9
1704,40,12CT CHOC CUPCAKES,9804094,0,0,0
1172,40,6CT ASRT CUPCAKES,568472664,0,0,7
382,40,24CT CPCK ASRT BCRM,9873326,0,0,0
46,40,12CT CHOC CUPCAKES,9804094,0,0,1
2404,40,24CT CPCK ASRT BCRM,9873326,0,0,11
1344,40,12CT CHOC CUPCAKES,9804094,0,0,16
2987,40,12CT CHOC CUPCAKES,9804094,0,0,13
1789,40,6CT ASRT CUPCAKES,568472664,0,0,18
5732,40,6CT WHITE CUPCAKES,568472602,0,0,1
1527,40,6CT ASRT CUPCAKES,568472664,0,0,4
2534,40,12CT WHITE CUPCAKES,9804080,0,0,2
757,40,24CT CPCK ASRT BCRM,9873326,0,0,5
3487,40,12CT WHITE CUPCAKES,9804080,0,0,9
3741,40,6CT WHITE CUPCAKES,568472602,0,0,0
366,40,6CT ASRT CUPCAKES,568472664,0,0,20
5055,40,12CT ASRT CUPCAKES,9809315,0,0,22
6467,40,12CT WHITE CUPCAKES,9804080,0,0,14
120,40,6CT ASRT CUPCAKES,568472664,0,0,16
2055,40,12CT ASRT CUPCAKES,9809315,0,0,1
6583,40,6CT WHITE CUPCAKES,568472602,0,0,14
723,40,24CT CPCK ASRT BCRM,9873326,0,0,6
407,40,12CT CHOC CUPCAKES,9804094,0,0,12
2674,40,12CT CHOC CUPCAKES,9804094,0,0,5
4262,40,6CT WHITE CUPCAKES,568472602,0,0,7
5123,40,6CT WHITE CUPCAKES,568472602,0,0,5
77,40,12CT CHOC CUPCAKES,9804094,0,0,4
2048,40,12CT WHITE CUPCAKES,9804080,0,0,6
124,40,12CT CHOC CUPCAKES,9804094,0,0,1
3830,40,24CT CPCK ASRT BCRM,9873326,0,0,1
192,40,12CT WHITE CUPCAKES,9804080,0,0,25
2155,40,12CT WHITE CUPCAKES,9804080,0,0,9
635,40,24CT CPCK ASRT BCRM,9873326,0,0,8
2062,40,6CT WHITE CUPCAKES,568472602,0,0,2
