Store,Market,Store Type,Launch Date ,
2858,546,WNM,3/2,
2860,29,SUP,3/2,
2871,558,SUP,3/2,
2880,507,WNM,3/2,
2885,161,W/M,3/2,
2888,233,SUP,3/2,
2889,415,SUP,3/2,
2890,32,SUP,3/2,
2892,376,SUP,3/2,
2897,173,W/M,3/2,
2900,163,W/M,3/2,
2928,36,SUP,3/2,
2931,285,SUP,3/2,
2933,317,SUP,3/2,
2936,442,SUP,3/2,
2941,24,SUP,3/2,
2945,233,SUP,3/2,
2958,439,SUP,3/2,
2966,215,SUP,3/2,
2984,533,WNM,3/2,
2986,439,SUP,3/2,
2994,360,SUP,3/2,
3017,151,SUP,3/2,
3018,389,SUP,3/2,
3019,490,WNM,3/2,
3042,543,WNM,3/2,
3049,9,WNM,3/2,
3055,345,SUP,3/2,
3069,554,WNM,3/2,
3071,554,WNM,3/2,
3082,490,WNM,3/2,
3083,490,WNM,3/2,
3114,157,SUP,3/2,
3126,490,WNM,3/2,
3127,490,WNM,3/2,
3128,490,WNM,3/2,
3149,470,W/M,3/2,
3150,432,SUP,3/2,
3164,534,WNM,3/2,
3168,537,WNM,3/2,
3175,490,WNM,3/2,
3176,490,WNM,3/2,
3177,378,SUP,3/2,
3191,35,SUP,3/2,
3192,35,SUP,3/2,
3205,22,SUP,3/2,
3206,222,SUP,3/2,
3208,582,SUP,3/2,
3212,178,SUP,3/2,
3220,405,SUP,3/2,
3222,35,SUP,3/2,
3227,391,SUP,3/2,
3230,324,SUP,3/2,
3231,321,SUP,3/2,
3232,403,SUP,3/2,
3234,123,SUP,3/2,
3236,178,SUP,3/2,
3239,478,SUP,3/2,
3247,442,SUP,3/2,
3251,218,SUP,3/2,
3253,228,SUP,3/2,
3258,478,SUP,3/2,
3259,383,SUP,3/2,
3262,216,SUP,3/2,
3281,228,SUP,3/2,
3291,174,W/M,3/2,
3293,209,SUP,3/2,
3295,356,SUP,3/2,
3301,161,W/M,3/2,
3313,376,SUP,3/2,
3317,526,WNM,3/2,
3324,444,SUP,3/2,
3328,200,SUP,3/2,
3331,327,SUP,3/2,
3338,497,WNM,3/2,
3339,165,SUP,3/2,
3342,225,SUP,3/2,
3367,36,SUP,3/2,
3403,26,SUP,3/2,
3409,156,SUP,3/2,
3422,165,SUP,3/2,
3423,385,SUP,3/2,
3429,228,SUP,3/2,
3443,577,W/M,3/2,
3454,401,SUP,3/2,
3457,507,WNM,3/2,
3479,534,WNM,3/2,
3485,18,SUP,3/2,
3486,218,SUP,3/2,
3487,206,SUP,3/2,
3488,435,SUP,3/2,
3499,442,SUP,3/2,
3501,233,SUP,3/2,
3505,441,SUP,3/2,
3508,507,WNM,3/2,
3514,228,SUP,3/2,
3515,218,SUP,3/2,
3517,526,WNM,3/2,
3534,425,SUP,3/2,
3535,157,SUP,3/2,
3541,167,SUP,3/2,
3543,173,W/M,3/2,
3548,173,W/M,3/2,
3562,577,W/M,3/2,
3563,168,W/M,3/2,
3566,380,SUP,3/2,
3568,403,SUP,3/2,
3580,219,SUP,3/2,
3581,216,SUP,3/2,
3582,391,SUP,3/2,
3590,426,SUP,3/2,
3596,384,SUP,3/2,
3619,498,WNM,3/2,
3620,403,SUP,3/2,
3621,23,SUP,3/2,
3627,21,SUP,3/2,
3628,497,WNM,3/2,
3630,415,SUP,3/2,
3633,234,SUP,3/2,
3635,498,WNM,3/2,
3641,223,SUP,3/2,
3646,496,WNM,3/2,
3654,534,WNM,3/2,
3660,120,SUP,3/2,
3713,496,WNM,3/2,
3724,497,WNM,3/2,
3728,394,SUP,3/2,
3729,392,SUP,3/2,
3731,385,SUP,3/2,
3732,385,SUP,3/2,
3738,227,SUP,3/2,
3740,490,WNM,3/2,
3746,542,WNM,3/2,
3747,239,SUP,3/2,
3765,223,SUP,3/2,
3774,165,SUP,3/2,
3780,281,SUP,3/2,
3781,482,SUP,3/2,
3791,202,SUP,3/2,
3792,219,SUP,3/2,
3805,391,SUP,3/2,
3824,585,SUP,3/2,
3830,178,SUP,3/2,
3838,227,SUP,3/2,
3840,222,SUP,3/2,
3847,405,SUP,3/2,
3851,246,SUP,3/2,
3857,441,SUP,3/2,
3867,379,SUP,3/2,
3868,127,SUP,3/2,
3874,18,SUP,3/2,
3899,496,WNM,3/2,
3912,176,SUP,3/2,
3988,557,WNM,3/2,
4048,541,WNM,3/2,
4053,494,WNM,3/2,
4068,582,SUP,3/2,
4128,537,WNM,3/2,
4145,497,WNM,3/2,
4168,326,SUP,3/2,
4176,477,SUP,3/2,
4178,550,WNM,3/2,
4185,24,SUP,3/2,
4187,137,SUP,3/2,
4196,490,WNM,3/2,
4203,365,SUP,3/2,
4208,401,SUP,3/2,
4235,251,SUP,3/2,
4241,352,SUP,3/2,
4255,214,SUP,3/2,
4256,414,SUP,3/2,
4272,401,SUP,3/2,
4277,316,SUP,3/2,
4278,317,SUP,3/2,
4284,380,SUP,3/2,
4285,214,SUP,3/2,
4288,379,SUP,3/2,
4325,365,SUP,3/2,
4335,391,SUP,3/2,
4348,237,SUP,3/2,
4370,392,SUP,3/2,
4376,534,WNM,3/2,
4381,333,SUP,3/2,
4384,36,SUP,3/2,
4390,507,WNM,3/2,
4404,233,SUP,3/2,
4409,22,SUP,3/2,
4435,149,SUP,3/2,
4436,24,SUP,3/2,
4438,403,SUP,3/2,
4440,41,SUP,3/2,
4445,497,WNM,3/2,
4452,497,WNM,3/2,
4469,566,WNM,3/2,
4472,20,SUP,3/2,
4473,9,WNM,3/2,
4483,149,SUP,3/2,
4487,39,SUP,3/2,
4491,490,WNM,3/2,
4501,235,SUP,3/2,
4506,41,SUP,3/2,
4519,546,WNM,3/2,
4521,41,SUP,3/2,
4525,546,WNM,3/2,
4527,546,WNM,3/2,
4528,498,WNM,3/2,
4540,203,SUP,3/2,
4553,361,SUP,3/2,
4558,25,SUP,3/2,
4567,379,SUP,3/2,
4577,542,WNM,3/2,
4591,566,WNM,3/2,
4593,42,SUP,3/2,
4599,378,SUP,3/2,
4611,362,SUP,3/2,
4616,18,SUP,3/2,
4637,356,SUP,3/2,
4643,229,SUP,3/2,
4644,227,SUP,3/2,
4653,381,SUP,3/2,
4654,492,WNM,3/2,
4655,507,WNM,3/2,
4660,206,SUP,3/2,
4677,435,SUP,3/2,
4678,405,SUP,3/2,
4689,582,SUP,3/2,
4700,557,WNM,3/2,
4734,585,SUP,3/2,
4747,490,WNM,3/2,
4849,419,SUP,3/2,
5012,170,SUP,3/2,
5048,203,SUP,3/2,
5051,378,SUP,3/2,
5066,214,SUP,3/2,
5071,349,SUP,3/2,
5076,179,SUP,3/2,
5082,214,SUP,3/2,
5088,227,SUP,3/2,
5093,507,WNM,3/2,
5099,388,SUP,3/2,
5101,396,SUP,3/2,
5107,566,WNM,3/2,
5109,557,WNM,3/2,
5110,557,WNM,3/2,
5123,391,SUP,3/2,
5125,541,WNM,3/2,
5127,438,SUP,3/2,
5137,376,SUP,3/2,
5143,498,WNM,3/2,
5151,120,SUP,3/2,
5157,278,SUP,3/2,
5167,582,SUP,3/2,
5173,120,SUP,3/2,
5178,176,W/M,3/2,
5198,546,WNM,3/2,
5204,542,WNM,3/2,
5219,411,SUP,3/2,
5233,403,SUP,3/2,
5235,403,SUP,3/2,
5239,167,SUP,3/2,
5251,120,SUP,3/2,
5252,25,SUP,3/2,
5256,544,WNM,3/2,
5260,323,SUP,3/2,
5263,119,SUP,3/2,
5267,554,WNM,3/2,
5270,582,SUP,3/2,
5279,496,WNM,3/2,
5285,215,SUP,3/2,
5291,497,WNM,3/2,
5296,316,SUP,3/2,
5309,213,SUP,3/2,
5310,541,WNM,3/2,
5319,317,SUP,3/2,
5334,376,SUP,3/2,
5336,507,WNM,3/2,
5349,510,WNM,3/2,
5350,403,SUP,3/2,
5358,234,SUP,3/2,
5364,507,WNM,3/2,
5370,379,SUP,3/2,
5371,497,WNM,3/2,
5372,494,WNM,3/2,
5373,438,SUP,3/2,
5378,497,WNM,3/2,
5386,200,SUP,3/2,
5392,28,SUP,3/2,
5396,478,SUP,3/2,
5411,202,SUP,3/2,
5414,178,SUP,3/2,
5422,97,SUP,3/2,
5432,436,SUP,3/2,
5433,325,SUP,3/2,
5445,228,SUP,3/2,
5446,235,SUP,3/2,
5452,494,WNM,3/2,
5463,444,SUP,3/2,
5467,498,WNM,3/2,
5469,234,SUP,3/2,
5471,213,SUP,3/2,
5487,35,SUP,3/2,
5499,221,SUP,3/2,
5676,380,SUP,3/2,
5728,254,SUP,3/2,
5745,305,SUP,3/2,
5748,414,SUP,3/2,
5763,403,SUP,3/2,
5773,541,WNM,3/2,
5777,162,SUP,3/2,
5786,18,SUP,3/2,
5789,537,WNM,3/2,
5790,537,WNM,3/2,
5791,538,WNM,3/2,
5795,233,SUP,3/2,
5805,533,WNM,3/2,
5806,412,SUP,3/2,
5815,554,WNM,3/2,
5832,543,WNM,3/2,
5839,468,SUP,3/2,
5908,498,WNM,3/2,
5944,558,SUP,3/2,
6170,507,WNM,3/2,
6174,496,WNM,3/2,
6178,490,WNM,3/2,
6370,123,SUP,3/2,
6583,541,WNM,3/2,
6590,541,WNM,3/2,
6732,546,WNM,3/2,
6876,492,WNM,3/2,
6932,127,SUP,3/2,
6943,492,WNM,3/2,
6953,534,WNM,3/2,
6975,492,WNM,3/2,
7043,557,WNM,3/2,
7098,496,WNM,3/2,
7099,543,WNM,3/2,
7168,557,WNM,3/2,
7181,29,SUP,3/2,
7185,24,SUP,3/2,
7194,27,SUP,3/2,
7199,383,SUP,3/2,
7209,500,WNM,3/2,
7238,302,SUP,3/2,
7245,27,SUP,3/2,
7294,353,SUP,3/2,
7304,498,WNM,3/2,
7317,537,WNM,3/2,
9,335,SUP,3/8,
14,357,SUP,3/8,
17,334,SUP,3/8,
19,335,SUP,3/8,
21,336,SUP,3/8,
37,335,SUP,3/8,
41,345,SUP,3/8,
59,334,SUP,3/8,
60,339,SUP,3/8,
61,361,SUP,3/8,
69,335,SUP,3/8,
79,334,SUP,3/8,
80,359,SUP,3/8,
85,324,SUP,3/8,
86,357,SUP,3/8,
89,336,SUP,3/8,
95,335,SUP,3/8,
99,336,SUP,3/8,
100,323,SUP,3/8,
101,336,SUP,3/8,
104,146,SUP,3/8,
112,138,SUP,3/8,
120,146,SUP,3/8,
122,335,SUP,3/8,
131,47,SUP,3/8,
138,357,SUP,3/8,
140,503,SUP,3/8,
143,253,SUP,3/8,
147,350,SUP,3/8,
148,47,SUP,3/8,
152,335,SUP,3/8,
154,311,SUP,3/8,
155,136,SUP,3/8,
159,359,SUP,3/8,
163,503,SUP,3/8,
165,46,SUP,3/8,
172,336,SUP,3/8,
174,92,SUP,3/8,
175,144,SUP,3/8,
179,357,SUP,3/8,
182,136,SUP,3/8,
185,350,SUP,3/8,
188,335,SUP,3/8,
194,60,SUP,3/8,
195,360,SUP,3/8,
196,271,SUP,3/8,
197,278,SUP,3/8,
198,272,SUP,3/8,
200,275,SUP,3/8,
201,341,SUP,3/8,
202,51,SUP,3/8,
206,52,SUP,3/8,
217,53,SUP,3/8,
219,359,SUP,3/8,
220,48,SUP,3/8,
224,272,SUP,3/8,
228,48,SUP,3/8,
249,503,SUP,3/8,
256,341,SUP,3/8,
258,4,SUP,3/8,
259,583,SUP,3/8,
260,55,SUP,3/8,
265,45,SUP,3/8,
266,50,SUP,3/8,
267,334,SUP,3/8,
272,153,SUP,3/8,
275,503,SUP,3/8,
282,253,SUP,3/8,
284,44,SUP,3/8,
285,503,SUP,3/8,
287,11,SUP,3/8,
290,77,SUP,3/8,
294,253,SUP,3/8,
295,340,SUP,3/8,
297,59,SUP,3/8,
298,5,SUP,3/8,
299,254,SUP,3/8,
300,3,SUP,3/8,
301,3,SUP,3/8,
302,271,SUP,3/8,
306,5,SUP,3/8,
309,132,SUP,3/8,
313,335,SUP,3/8,
316,3,SUP,3/8,
319,361,SUP,3/8,
321,85,SUP,3/8,
322,85,SUP,3/8,
329,10,SUP,3/8,
330,84,SUP,3/8,
332,5,SUP,3/8,
333,254,SUP,3/8,
334,275,SUP,3/8,
335,146,SUP,3/8,
345,46,SUP,3/8,
351,68,SUP,3/8,
355,10,SUP,3/8,
356,10,SUP,3/8,
361,341,SUP,3/8,
365,140,SUP,3/8,
366,121,SUP,3/8,
371,48,SUP,3/8,
375,5,SUP,3/8,
376,127,SUP,3/8,
379,333,SUP,3/8,
381,81,SUP,3/8,
383,66,SUP,3/8,
384,66,SUP,3/8,
391,4,SUP,3/8,
393,147,SUP,3/8,
395,80,SUP,3/8,
397,80,SUP,3/8,
398,46,SUP,3/8,
399,46,SUP,3/8,
400,68,SUP,3/8,
404,87,SUP,3/8,
406,153,SUP,3/8,
408,66,SUP,3/8,
410,146,SUP,3/8,
414,349,SUP,3/8,
416,151,SUP,3/8,
420,349,SUP,3/8,
423,13,SUP,3/8,
426,53,SUP,3/8,
427,47,SUP,3/8,
429,80,SUP,3/8,
430,253,SUP,3/8,
431,253,SUP,3/8,
433,5,SUP,3/8,
434,5,SUP,3/8,
440,78,SUP,3/8,
442,78,SUP,3/8,
444,333,SUP,3/8,
447,88,SUP,3/8,
449,66,SUP,3/8,
451,359,SUP,3/8,
452,80,SUP,3/8,
456,569,SUP,3/8,
457,66,SUP,3/8,
458,78,SUP,3/8,
461,88,SUP,3/8,
462,61,SUP,3/8,
464,78,SUP,3/8,
467,52,SUP,3/8,
470,78,SUP,3/8,
471,49,SUP,3/8,
475,83,SUP,3/8,
481,273,SUP,3/8,
483,8,SUP,3/8,
488,97,SUP,3/8,
490,78,SUP,3/8,
491,253,SUP,3/8,
492,273,SUP,3/8,
495,138,SUP,3/8,
497,242,SUP,3/8,
501,141,SUP,3/8,
504,61,SUP,3/8,
507,260,SUP,3/8,
508,506,SUP,3/8,
513,73,SUP,3/8,
516,45,SUP,3/8,
519,260,SUP,3/8,
522,60,SUP,3/8,
525,549,WNM,3/8,
526,242,SUP,3/8,
527,61,SUP,3/8,
528,115,SUP,3/8,
529,61,SUP,3/8,
535,74,SUP,3/8,
536,74,SUP,3/8,
537,73,SUP,3/8,
538,93,SUP,3/8,
546,62,SUP,3/8,
547,114,SUP,3/8,
551,93,SUP,3/8,
559,418,SUP,3/8,
562,2,SUP,3/8,
563,94,SUP,3/8,
565,55,SUP,3/8,
571,260,SUP,3/8,
572,46,SUP,3/8,
573,361,SUP,3/8,
576,345,SUP,3/8,
578,123,SUP,3/8,
579,94,SUP,3/8,
580,116,SUP,3/8,
582,94,SUP,3/8,
589,256,SUP,3/8,
590,48,SUP,3/8,
594,22,SUP,3/8,
595,569,SUP,3/8,
598,429,SUP,3/8,
599,124,SUP,3/8,
601,74,SUP,3/8,
602,68,SUP,3/8,
603,278,SUP,3/8,
604,7,SUP,3/8,
606,29,W/M,3/8,
608,73,SUP,3/8,
609,275,SUP,3/8,
610,76,SUP,3/8,
612,273,SUP,3/8,
613,94,SUP,3/8,
615,26,SUP,3/8,
618,26,SUP,3/8,
619,119,SUP,3/8,
623,118,SUP,3/8,
634,38,SUP,3/8,
644,39,SUP,3/8,
645,433,SUP,3/8,
648,339,SUP,3/8,
649,92,SUP,3/8,
651,66,SUP,3/8,
653,253,SUP,3/8,
655,253,SUP,3/8,
657,152,SUP,3/8,
659,153,SUP,3/8,
660,137,SUP,3/8,
661,137,SUP,3/8,
662,137,SUP,3/8,
663,119,SUP,3/8,
665,257,SUP,3/8,
666,115,SUP,3/8,
668,152,SUP,3/8,
669,120,SUP,3/8,
670,2,SUP,3/8,
672,122,SUP,3/8,
673,149,SUP,3/8,
674,152,SUP,3/8,
680,123,SUP,3/8,
681,3,SUP,3/8,
683,147,SUP,3/8,
685,123,SUP,3/8,
688,153,SUP,3/8,
689,257,SUP,3/8,
694,254,SUP,3/8,
697,93,SUP,3/8,
698,119,SUP,3/8,
699,136,SUP,3/8,
700,8,SUP,3/8,
701,254,SUP,3/8,
702,259,SUP,3/8,
703,67,SUP,3/8,
705,89,SUP,3/8,
706,114,SUP,3/8,
708,140,SUP,3/8,
709,256,SUP,3/8,
710,153,SUP,3/8,
711,257,SUP,3/8,
718,114,SUP,3/8,
719,257,SUP,3/8,
720,260,SUP,3/8,
721,118,SUP,3/8,
723,7,SUP,3/8,
725,114,SUP,3/8,
726,10,SUP,3/8,
728,29,SUP,3/8,
729,256,SUP,3/8,
730,10,SUP,3/8,
733,10,SUP,3/8,
737,151,SUP,3/8,
740,7,SUP,3/8,
744,59,SUP,3/8,
746,76,SUP,3/8,
749,414,SUP,3/8,
752,63,SUP,3/8,
755,70,SUP,3/8,
756,120,SUP,3/8,
762,2,SUP,3/8,
764,11,SUP,3/8,
765,87,SUP,3/8,
767,101,SUP,3/8,
768,65,SUP,3/8,
769,115,SUP,3/8,
771,92,SUP,3/8,
772,64,SUP,3/8,
774,433,SUP,3/8,
775,279,SUP,3/8,
776,432,SUP,3/8,
777,66,SUP,3/8,
778,118,SUP,3/8,
779,114,SUP,3/8,
781,81,SUP,3/8,
786,264,SUP,3/8,
789,583,SUP,3/8,
793,70,SUP,3/8,
794,409,SUP,3/8,
796,279,SUP,3/8,
800,89,SUP,3/8,
805,340,SUP,3/8,
806,387,SUP,3/8,
807,50,SUP,3/8,
808,61,SUP,3/8,
809,10,SUP,3/8,
810,426,SUP,3/8,
813,81,SUP,3/8,
814,107,SUP,3/8,
815,336,SUP,3/8,
816,141,SUP,3/8,
817,90,SUP,3/8,
818,15,SUP,3/8,
819,105,SUP,3/8,
822,70,SUP,3/8,
825,257,SUP,3/8,
848,144,SUP,3/8,
849,59,SUP,3/8,
850,385,SUP,3/8,
852,262,SUP,3/8,
853,1,SUP,3/8,
857,94,SUP,3/8,
859,116,SUP,3/8,
860,94,SUP,3/8,
861,71,SUP,3/8,
865,87,SUP,3/8,
866,1,SUP,3/8,
867,429,SUP,3/8,
870,580,SUP,3/8,
872,62,SUP,3/8,
875,140,SUP,3/8,
877,309,SUP,3/8,
880,50,SUP,3/8,
884,249,SUP,3/8,
886,426,SUP,3/8,
887,141,SUP,3/8,
890,91,SUP,3/8,
891,279,SUP,3/8,
892,414,SUP,3/8,
896,49,SUP,3/8,
899,27,SUP,3/8,
901,77,SUP,3/8,
903,140,SUP,3/8,
904,1,SUP,3/8,
908,90,SUP,3/8,
909,125,SUP,3/8,
910,442,SUP,3/8,
915,62,SUP,3/8,
916,141,SUP,3/8,
918,46,SUP,3/8,
919,15,SUP,3/8,
925,114,W/M,3/8,
928,98,SUP,3/8,
929,107,SUP,3/8,
931,92,SUP,3/8,
934,1,SUP,3/8,
937,26,SUP,3/8,
938,8,SUP,3/8,
939,76,SUP,3/8,
940,479,SUP,3/8,
941,116,SUP,3/8,
942,89,SUP,3/8,
943,91,SUP,3/8,
944,15,SUP,3/8,
945,71,SUP,3/8,
947,350,SUP,3/8,
948,304,SUP,3/8,
950,145,SUP,3/8,
955,91,SUP,3/8,
959,89,SUP,3/8,
960,93,SUP,3/8,
961,129,SUP,3/8,
963,48,SUP,3/8,
964,505,SUP,3/8,
967,104,SUP,3/8,
968,116,SUP,3/8,
969,143,SUP,3/8,
970,143,SUP,3/8,
972,479,SUP,3/8,
973,92,SUP,3/8,
974,92,SUP,3/8,
981,138,SUP,3/8,
982,425,SUP,3/8,
986,388,W/M,3/8,
987,105,SUP,3/8,
988,104,SUP,3/8,
990,14,SUP,3/8,
991,1,SUP,3/8,
994,104,SUP,3/8,
999,86,SUP,3/8,
1000,569,SUP,3/8,
1003,262,SUP,3/8,
1004,115,SUP,3/8,
1009,333,SUP,3/8,
1010,309,SUP,3/8,
1012,444,SUP,3/8,
1015,505,SUP,3/8,
1021,339,SUP,3/8,
1022,45,SUP,3/8,
1023,311,SUP,3/8,
1025,141,SUP,3/8,
1027,306,SUP,3/8,
1028,278,SUP,3/8,
1029,104,SUP,3/8,
1030,38,SUP,3/8,
1032,15,SUP,3/8,
1034,305,SUP,3/8,
1039,304,SUP,3/8,
1040,65,SUP,3/8,
1041,569,SUP,3/8,
1042,85,SUP,3/8,
1044,45,SUP,3/8,
1047,22,SUP,3/8,
1048,257,SUP,3/8,
1053,242,SUP,3/8,
1055,583,SUP,3/8,
1060,304,SUP,3/8,
1062,63,SUP,3/8,
1064,304,SUP,3/8,
1066,143,SUP,3/8,
1068,92,SUP,3/8,
1070,18,SUP,3/8,
1071,341,SUP,3/8,
1075,149,SUP,3/8,
1076,32,SUP,3/8,
1077,97,SUP,3/8,
1079,94,SUP,3/8,
1080,124,SUP,3/8,
1081,93,SUP,3/8,
1082,98,SUP,3/8,
1083,101,SUP,3/8,
1085,104,SUP,3/8,
1086,90,SUP,3/8,
1087,107,SUP,3/8,
1088,143,SUP,3/8,
1093,246,SUP,3/8,
1094,361,SUP,3/8,
1096,304,SUP,3/8,
1097,309,SUP,3/8,
1099,409,SUP,3/8,
1101,8,SUP,3/8,
1103,59,SUP,3/8,
1104,104,SUP,3/8,
1113,258,SUP,3/8,
1117,51,SUP,3/8,
1118,55,SUP,3/8,
1121,21,SUP,3/8,
1124,137,SUP,3/8,
1125,278,SUP,3/8,
1126,506,SUP,3/8,
1129,82,SUP,3/8,
1134,7,SUP,3/8,
1137,60,SUP,3/8,
1140,259,SUP,3/8,
1148,349,SUP,3/8,
1149,367,SUP,3/8,
1150,85,SUP,3/8,
1154,506,SUP,3/8,
1155,310,SUP,3/8,
1156,306,SUP,3/8,
1158,2,SUP,3/8,
1159,123,W/M,3/8,
1161,339,SUP,3/8,
1165,256,SUP,3/8,
1170,256,SUP,3/8,
1171,115,SUP,3/8,
1172,98,SUP,3/8,
1173,98,SUP,3/8,
1177,340,SUP,3/8,
1178,50,SUP,3/8,
1179,294,SUP,3/8,
1182,94,SUP,3/8,
1185,83,SUP,3/8,
1186,60,SUP,3/8,
1188,339,SUP,3/8,
1191,296,SUP,3/8,
1194,122,SUP,3/8,
1195,143,SUP,3/8,
1197,301,SUP,3/8,
1198,506,SUP,3/8,
1199,388,SUP,3/8,
1201,3,SUP,3/8,
1203,116,SUP,3/8,
1205,101,SUP,3/8,
1207,15,SUP,3/8,
1209,305,SUP,3/8,
1210,260,SUP,3/8,
1211,270,SUP,3/8,
1212,1,SUP,3/8,
1213,104,SUP,3/8,
1216,53,SUP,3/8,
1217,294,SUP,3/8,
1218,366,SUP,3/8,
1219,101,SUP,3/8,
1220,90,SUP,3/8,
1222,14,SUP,3/8,
1223,97,SUP,3/8,
1224,14,SUP,3/8,
1225,101,SUP,3/8,
1228,269,SUP,3/8,
1229,13,SUP,3/8,
1230,364,SUP,3/8,
1232,81,SUP,3/8,
1233,258,SUP,3/8,
1235,86,SUP,3/8,
1236,302,SUP,3/8,
1237,299,SUP,3/8,
1238,310,SUP,3/8,
1239,217,SUP,3/8,
1240,367,SUP,3/8,
1242,294,SUP,3/8,
1243,312,SUP,3/8,
1245,114,SUP,3/8,
1247,258,SUP,3/8,
1249,74,SUP,3/8,
1253,82,SUP,3/8,
1254,76,SUP,3/8,
1256,266,SUP,3/8,
1261,310,SUP,3/8,
1265,340,SUP,3/8,
1267,441,SUP,3/8,
1268,300,SUP,3/8,
1270,39,SUP,3/8,
1271,138,SUP,3/8,
1279,59,SUP,3/8,
1283,93,SUP,3/8,
1284,16,SUP,3/8,
1287,296,SUP,3/8,
1290,304,SUP,3/8,
1292,312,SUP,3/8,
1296,569,SUP,3/8,
1298,302,SUP,3/8,
1300,302,SUP,3/8,
1301,312,SUP,3/8,
1302,311,SUP,3/8,
1303,81,SUP,3/8,
1307,262,SUP,3/8,
1312,310,SUP,3/8,
1313,77,SUP,3/8,
1317,294,SUP,3/8,
1318,122,SUP,3/8,
1320,122,SUP,3/8,
1324,366,SUP,3/8,
1326,429,SUP,3/8,
1332,426,SUP,3/8,
1337,304,SUP,3/8,
1338,16,SUP,3/8,
1344,315,SUP,3/8,
1345,314,SUP,3/8,
1347,87,SUP,3/8,
1348,300,SUP,3/8,
1349,109,SUP,3/8,
1350,315,SUP,3/8,
1353,128,SUP,3/8,
1354,301,SUP,3/8,
1355,302,SUP,3/8,
1362,15,SUP,3/8,
1364,365,SUP,3/8,
1365,436,W/M,3/8,
1372,299,SUP,3/8,
1375,97,SUP,3/8,
1377,270,SUP,3/8,
1379,301,SUP,3/8,
1385,305,SUP,3/8,
1387,108,SUP,3/8,
1388,248,SUP,3/8,
1390,111,SUP,3/8,
1391,94,SUP,3/8,
1392,300,SUP,3/8,
1395,272,SUP,3/8,
1401,265,SUP,3/8,
1404,269,SUP,3/8,
1405,61,SUP,3/8,
1406,286,SUP,3/8,
1408,97,SUP,3/8,
1409,65,SUP,3/8,
1411,366,SUP,3/8,
1413,270,SUP,3/8,
1417,364,SUP,3/8,
1418,341,SUP,3/8,
1420,264,SUP,3/8,
1421,278,SUP,3/8,
1422,204,SUP,3/8,
1424,290,SUP,3/8,
1425,248,SUP,3/8,
1426,259,SUP,3/8,
1427,218,SUP,3/8,
1428,204,SUP,3/8,
1445,213,SUP,3/8,
1446,436,SUP,3/8,
1447,419,SUP,3/8,
1452,309,W/M,3/8,
1454,275,SUP,3/8,
1455,44,SUP,3/8,
1460,429,SUP,3/8,
1464,305,SUP,3/8,
1465,314,SUP,3/8,
1469,120,SUP,3/8,
1470,421,SUP,3/8,
1472,423,SUP,3/8,
1473,421,SUP,3/8,
1474,365,SUP,3/8,
1481,13,SUP,3/8,
1486,314,SUP,3/8,
1487,238,SUP,3/8,
1489,269,W/M,3/8,
1490,263,SUP,3/8,
1494,78,SUP,3/8,
1497,266,SUP,3/8,
1498,298,SUP,3/8,
1500,430,SUP,3/8,
1505,258,SUP,3/8,
1507,409,SUP,3/8,
1510,225,SUP,3/8,
1511,553,SUP,3/8,
1512,371,SUP,3/8,
1513,111,SUP,3/8,
1514,340,SUP,3/8,
1517,108,SUP,3/8,
1520,430,SUP,3/8,
1522,320,SUP,3/8,
1523,287,SUP,3/8,
1524,290,SUP,3/8,
1525,287,SUP,3/8,
1527,301,SUP,3/8,
1531,270,SUP,3/8,
1532,369,SUP,3/8,
1533,369,SUP,3/8,
1534,427,SUP,3/8,
1535,430,SUP,3/8,
1536,111,SUP,3/8,
1538,430,SUP,3/8,
1539,213,SUP,3/8,
1541,107,SUP,3/8,
1544,320,SUP,3/8,
1549,368,SUP,3/8,
1552,308,SUP,3/8,
1553,264,SUP,3/8,
1554,452,SUP,3/8,
1555,463,SUP,3/8,
1556,266,SUP,3/8,
1558,298,SUP,3/8,
1563,448,SUP,3/8,
1564,218,SUP,3/8,
1567,427,SUP,3/8,
1574,447,SUP,3/8,
1575,457,SUP,3/8,
1577,424,SUP,3/8,
1579,296,SUP,3/8,
1581,427,SUP,3/8,
1583,449,W/M,3/8,
1585,429,SUP,3/8,
1588,445,SUP,3/8,
1589,108,SUP,3/8,
1590,553,SUP,3/8,
1591,234,SUP,3/8,
1598,370,SUP,3/8,
1600,447,SUP,3/8,
1602,275,SUP,3/8,
1605,14,SUP,3/8,
1606,119,SUP,3/8,
1608,457,SUP,3/8,
1610,192,W/M,3/8,
1611,205,SUP,3/8,
1612,366,SUP,3/8,
1613,308,SUP,3/8,
1614,297,SUP,3/8,
1618,238,SUP,3/8,
1619,192,SUP,3/8,
1627,427,SUP,3/8,
1628,213,SUP,3/8,
1631,288,SUP,3/8,
1632,412,SUP,3/8,
1633,424,SUP,3/8,
1636,427,SUP,3/8,
1637,432,SUP,3/8,
1640,237,SUP,3/8,
1645,581,SUP,3/8,
1646,372,SUP,3/8,
1648,392,SUP,3/8,
1651,453,SUP,3/8,
1652,312,SUP,3/8,
1657,425,SUP,3/8,
1660,448,SUP,3/8,
1661,302,SUP,3/8,
1662,304,SUP,3/8,
1663,294,SUP,3/8,
1664,299,SUP,3/8,
1666,306,SUP,3/8,
1668,269,SUP,3/8,
1670,168,W/M,3/8,
