Store,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date
1236,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,TBD,,
1237,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,,,
1238,Gen 2,4/30/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/27/2024,TBD,,7/30/2024
1239,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,1/21/2025,,,
1240,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1241,,,,,6009,10/1/2026,1/1/2028,,7/22/2024,7/22/2024,,,Week 33,
1242,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,8/21/2024,,Week 33,
1243,,,,,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,9/3/2024,,,
1244,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,,TBD,,
1245,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,6/16/2024,,,
1247,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,8/10/2024
1248,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,8/5/2024
1249,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,9/4/2024,,,
1252,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,5/5/2024,9/7/2024,,
1253,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,9/10/2024,,
1254,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,9/11/2024,,,
1255,Gen 2,4/21/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/12/2024,,,
1256,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,8/12/2024
1257,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
1259,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
1260,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
1261,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/3/2024,TBD,,
1263,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,Week 33,
1264,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1265,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,9/27/2024,,
1266,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,Week 33,
1267,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,TBD,,
1268,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/18/2024,,,
1270,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,7/23/2024,,,8/2/2024
1271,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
1272,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
1273,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,8/26/2024
1274,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1275,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,7/8/2024,,,
1276,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1277,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
1279,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/15/2024,,,6/25/2024
1280,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,9/16/2024,9/16/2024,8/4/2024,,,8/20/2024
1281,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,5/14/2024,TBD,,
1282,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
1283,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,7/22/2024,,,
1284,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
1285,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
1286,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,3/3/2024,TBD,,8/1/2024
1287,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,8/5/2024,,,
1288,,,,,6023,3/10/2025,10/4/2026,2/4/2028,7/22/2024,7/22/2024,,,,
1289,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/8/2024,,,
1290,,,,,6039,Complete,4/18/2025,8/18/2026,7/22/2024,7/22/2024,8/19/2024,,,
1291,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,Week 33,
1292,,,,,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,8/4/2024,,Week 33,
1293,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,,,Week 33,8/1/2024
1294,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,TBD,,
1295,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
1296,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
1297,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,,,,
1298,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/3/2024,TBD,,
1299,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1300,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/18/2024,,,
1301,,,,,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,9/16/2024,,,
1302,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,7/31/2024,,,
1303,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/17/2024,,,
1304,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1305,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1306,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,8/22/2024
1307,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
1308,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,5/15/2024,9/5/2024,,8/24/2024
1309,,,,,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,8/5/2024,,Week 33,
1310,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
1311,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
1312,,,,,6040,8/15/2024,12/22/2025,4/22/2027,7/22/2024,7/22/2024,8/13/2024,,,
1313,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,9/17/2024,,
1314,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
1315,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,1/19/2025,,,
1316,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1317,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
1318,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,8/6/2024
1319,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/19/2024,,,
1320,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/21/2024,,,
1321,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,6/16/2024,TBD,,
1322,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,,TBD,,
1323,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
1324,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1325,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1326,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
1327,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
1328,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1329,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,Week 33,
1330,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,Week 33,
1331,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1332,,,,,6009,10/1/2026,1/1/2028,,Completed,Completed,,,Week 33,
1333,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1334,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1335,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,7/31/2024,,,
1336,,,,,6039,Complete,4/18/2025,8/18/2026,7/22/2024,7/22/2024,,,,
1337,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,,TBD,,
1338,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,7/25/2024
1339,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,3/26/2024,TBD,,
1340,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,LIVE,,
1341,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
1342,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1344,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,8/6/2024,,Week 33,
1345,,,,,6023,3/10/2025,10/4/2026,2/4/2028,7/22/2024,7/22/2024,7/9/2024,,,
1346,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,7/18/2024
1347,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/3/2024,,,
1348,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/19/2024,,,
1349,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,8/11/2024,,,
1350,,,,,6023,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,7/7/2024,,Week 33,
1351,,,,,7045,4/1/2028,7/1/2029,,7/15/2024,7/15/2024,,,,
1352,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,,,
1353,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1354,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/25/2024,,,
1355,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/26/2024,,,
1356,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
1357,,,,,6031,6/30/2025,10/30/2026,,7/15/2024,7/15/2024,,,,
1358,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,Week 33,
1359,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,9/24/2024,,,7/29/2024
1360,,,,,7045,4/1/2028,7/1/2029,,7/15/2024,7/15/2024,,,,
1361,,,,,6009,10/1/2026,1/1/2028,,Completed,Completed,,,,
1362,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,8/19/2024,,,
1363,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
1364,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,8/20/2024
1365,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,8/8/2024
1366,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1367,,,,,6010,Complete,1/6/2025,5/6/2026,8/5/2024,8/5/2024,,,,
1368,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/9/2024,,,
1369,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1370,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,8/23/2024
1371,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
1372,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,6/17/2024,,,
1373,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,LIVE,,
1374,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,6/19/2024,,,
1375,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,3/11/2024,,Week 33,
1376,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/12/2024,,,
1377,,,,,7039,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1378,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,TBD,,
1379,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,,,
1380,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
1381,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,9/27/2024,,
1382,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,8/7/2024,,,
1383,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,Week 33,
1384,Gen 3,7/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,,,,8/27/2024
1385,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,9/29/2024,10/3/2024,,
1386,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
1387,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,,,,
1388,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1389,,,,,6009,10/1/2026,1/1/2028,,Completed,Completed,,,,
1390,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,4/30/2024,,,
1391,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,,TBD,,
1392,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,8/19/2024,,,
1393,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,1/21/2025,,,8/16/2024
1394,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,TBD,,
1395,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
1396,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1397,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,9/12/2024,,
1398,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,6/18/2024,,,
1399,,,,,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,9/17/2024,,,
1400,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,1/27/2025,,,
1401,Gen 3,8/4/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
1403,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,8/7/2024
1404,,,,,7039,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1405,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/29/2024,,,
1406,,,,,7045,4/1/2028,7/1/2029,,Completed,Completed,7/21/2024,,,
1407,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/9/2024,,,
1408,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,3/12/2024,,,7/24/2024
1409,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,9/6/2024,,
1410,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1411,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1412,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,1/20/2025,,,
1413,,,,,7039,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1414,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
1415,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
1416,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1417,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1418,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,TBD,,
1419,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1420,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,8/13/2024
1421,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
1422,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1423,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1424,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
1425,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1426,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
1427,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,TBD,,,
1428,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1429,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1430,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1431,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
1432,,,,,6043,4/1/2027,7/1/2028,,Completed,Completed,,,,
1433,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1434,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,8/4/2024,,,
1435,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
1436,,,,,7038,1/1/2028,4/1/2029,,Completed,Completed,6/16/2024,,,
1437,,,,,6012,12/18/2024,6/18/2026,10/18/2027,8/5/2024,8/5/2024,,LIVE,,8/19/2024
1438,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,,,
1439,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,,TBD,,
1440,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,9/4/2024,,,8/26/2024
1441,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,,TBD,,8/14/2024
1442,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,
1443,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,,9/30/2024,,
1444,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/11/2024,,,
1445,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1446,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
1447,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,,,
1448,,,,,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,,,,
1449,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1450,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
1451,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,7/23/2024,,,
1452,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,9/8/2024,,,
1453,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
1454,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,7/21/2024,,,
1455,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,5/29/2024,TBD,,
1456,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,1/21/2025,,,8/13/2024
1457,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,1/13/2025,,,
1458,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
1459,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,9/10/2024,,8/17/2024
1460,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
1461,,,,,7026,7/1/2027,10/1/2028,,9/16/2024,9/16/2024,1/22/2025,,,8/12/2024
1462,,,,,6054,4/1/2027,7/1/2028,,8/19/2024,8/19/2024,8/19/2024,,,
1463,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
1464,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,8/28/2024,LIVE,,
1465,,,,,6023,3/10/2025,10/4/2026,2/4/2028,7/22/2024,7/22/2024,9/18/2024,,,
1466,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
1467,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/11/2024,,,
1468,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,
1469,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,8/11/2024,,,
1470,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
1471,,,,,7039,11/1/2026,2/1/2028,,,,,,,
1472,,,,,6025,Complete,4/6/2025,8/6/2026,6/24/2024,6/24/2024,,TBD,,
1473,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,Week 33,
1474,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,,,8/22/2024
1475,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
1476,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,,,,
1477,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
1478,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,LIVE,,
1479,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
1480,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,,,
1481,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,,,,8/1/2024
1482,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,5/7/2024,,,
1483,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
1485,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,1/15/2024,,,
1486,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
1487,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
1488,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
1489,,,,,7039,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
1490,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
1491,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,1/20/2025,,Week 33,
1492,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/2025,3/8/2027,7/8/2028,8/5/2024,8/5/2024,,8/28/2024,,8/21/2024
1493,,,,,6011,Complete,9/12/2025,1/12/2027,8/19/2024,8/19/2024,,,,
1494,,,,,6016,4/1/2028,7/1/2029,,Completed,Completed,9/18/2024,,,
1495,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,,,,
1496,,,,,6009,10/1/2026,1/1/2028,,7/22/2024,7/22/2024,,,Week 33,
1497,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
1498,,,,,6070,1/1/2028,4/1/2029,,7/22/2024,7/22/2024,8/28/2024,,,
1499,,,,,7045,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
1500,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
1501,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,5/13/2024,,,
1502,,,,,6023,3/10/2025,10/4/2026,2/4/2028,Completed,Completed,8/12/2024,,,
1503,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/15/2024,,,
1504,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,9/15/2024,,,
1505,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,7/28/2024,,,
1506,,,,,6009,10/1/2026,1/1/2028,,7/22/2024,7/22/2024,,,,
1507,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,Week 33,
1508,,,,,6019,12/8/2025,3/8/2027,7/8/2028,8/19/2024,8/19/2024,1/26/2025,,,
1509,,,,,6009,10/1/2026,1/1/2028,,7/22/2024,7/22/2024,,,,
1510,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,7/21/2024,,,
1511,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,9/30/2024,,,
1512,,,,,6031,6/30/2025,10/30/2026,,Completed,Completed,,9/30/2024,,
1513,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,5/1/2024,,,
1514,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
1515,,,,,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,TBD,,
1516,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
1517,,,,,7038,1/1/2028,4/1/2029,,9/16/2024,9/16/2024,6/24/2024,,,
1518,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,9/17/2024,,
1519,,,,,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/16/2024,,,
1520,,,,,6025,Complete,4/6/2025,8/6/2026,Completed,Completed,,,,
1521,,,,,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,,9/24/2024,,
1522,,,,,7045,4/1/2028,7/1/2029,,Completed,Completed,,,,
1523,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,3/19/2024,,,
1524,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,,,,
1525,,,,,6023,3/10/2025,10/4/2026,2/4/2028,6/24/2024,6/24/2024,3/3/2024,,,
1526,,,,,6009,10/1/2026,1/1/2028,,Completed,Completed,,,,
1527,,,,,6023,3/10/2025,10/4/2026,2/4/2028,Completed,Completed,8/12/2024,,,
